report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-06-30,37140000000.0,16755000000.0,14706000000.0,41069000000.0,-5466000000.0,,2684000000.0,3586000000.0,39010000000.0,10311000000.0,6719000000.0,4249000000.0,1825000000.0,2.0,4500000000.0,520000000.0,441000000.0,3980000000.0,2684000000.0,,16.7024,4.5722,2.0,7160000000.0,-0.7773508964507867,0.11440495422724825,0.1089207895411433,0.2643168418354268,0.17223788772109716,0.18091007000538503,-2.4151689432063264,0.10202512176365035,0.18354268136375287,-0.491035492133187,1.1393308853529172,78849000000.0,8535000000.0,13542000000.0,20944000000.0,6163000000.0,14427000000.0,4.32,4.32,0.18604006376932142,0.4353455,191.3,142.11,5.58676,258626.73,22.7905,592.31,6.3626
2013-09-30,36795000000.0,16016000000.0,16018000000.0,42703000000.0,-7429000000.0,,3668000000.0,3382000000.0,59639000000.0,15620000000.0,10312000000.0,6589000000.0,2777000000.0,4.0,7815000000.0,821000000.0,659000000.0,6994000000.0,3668000000.0,,16.1389,4.4752,4.0,10971000000.0,-0.8869296002153721,0.17907324364723468,0.11048139640168346,0.2619091534063281,0.17290699039219304,0.2802554694931377,-2.741823982983249,0.1172722547326414,0.1839568067875048,-0.49374074572620813,0.9998751404669747,80837000000.0,8419000000.0,13224000000.0,20768000000.0,6105000000.0,14103000000.0,4.4,4.4,0.26008650641707437,0.4353455,191.3,142.11,5.58676,258626.73,22.7905,592.31,6.3626
2013-12-31,38168000000.0,16852000000.0,17066000000.0,44442000000.0,-7766000000.0,24023000000.0,2400000000.0,2154000000.0,-37147000000.0,-10219000000.0,-6903000000.0,-4387000000.0,-1865000000.0,-1.7400000000000002,-3543000000.0,-381000000.0,-440000000.0,-3924000000.0,26423000000.0,0.9875,16.2776,4.4718,-1.7400000000000002,-7343000000.0,0.5648982745300025,-0.11493921609725424,0.11809836595149002,0.2750962392656204,0.18582927288879317,-0.180858310626703,-0.36999517607332366,0.10563437155086548,0.1976741055805314,-3.4023950553695594,0.9874604476737373,80029000000.0,8576000000.0,13515000000.0,20807000000.0,8173000000.0,14397000000.0,5.26,5.26,1.8353129124123082,0.4353455,191.3,142.11,5.58676,258626.73,22.7905,592.31,6.3626
2014-03-31,36137000000.0,14825000000.0,13971000000.0,43294000000.0,-8613000000.0,,3284000000.0,1823000000.0,17779000000.0,4543000000.0,2951000000.0,1875000000.0,776000000.0,1.0,715000000.0,256000000.0,211000000.0,459000000.0,3284000000.0,,15.5402,4.2353,1.0,3162000000.0,-0.21769418321142459,0.05188587873924233,0.10546149952190786,0.25552618257494797,0.1659823387142134,0.08166145501840219,-0.5537624319759805,0.025816975082963045,0.17785027279374543,-0.38128410542203645,1.0611266194259537,79281000000.0,8326000000.0,13079000000.0,20255000000.0,7509000000.0,13950000000.0,5.26,5.26,0.2354121863799283,0.4353455,191.3,142.11,5.58676,258626.73,22.7905,592.31,6.3626
2014-06-30,36325000000.0,14710000000.0,13580000000.0,44172000000.0,-9292000000.0,,1941000000.0,1541000000.0,38830000000.0,9644000000.0,5825000000.0,3726000000.0,1528000000.0,2.0,3420000000.0,508000000.0,427000000.0,2912000000.0,1941000000.0,,16.467,4.3578,2.0,6252000000.0,-0.400990099009901,0.1025739848589126,0.09595673448364667,0.2483646664949781,0.15001287664177182,0.16035788024776323,-0.7924091960277513,0.07499356167911408,0.16100952871491114,-0.20888936719758933,1.0832106038291605,79101000000.0,7803000000.0,12185000000.0,19588000000.0,6441000000.0,13042000000.0,5.26,5.26,0.14882686704493175,0.4353455,191.3,142.11,5.58676,258626.73,22.7905,592.31,6.3626
2014-09-30,35401000000.0,14761000000.0,15117000000.0,44078000000.0,-10112000000.0,,2091000000.0,2043000000.0,60165000000.0,14766000000.0,9170000000.0,5881000000.0,2446000000.0,3.0,6385000000.0,804000000.0,660000000.0,5581000000.0,2091000000.0,,16.5585,4.2914,3.0,9830000000.0,-0.5815862341772152,0.16612525069913278,0.09774786005152497,0.24542508102717528,0.15241419429901104,0.2590322307279455,-1.1432489714499439,0.09276157234272417,0.1633840272583728,-0.20678401898734178,0.9764503539061983,79627000000.0,7095000000.0,11043000000.0,18734000000.0,5028000000.0,11901000000.0,4.26,4.26,0.17569952104865139,0.4353455,191.3,142.11,5.58676,258626.73,22.7905,592.31,6.3626
2014-12-31,35187000000.0,15484000000.0,15112000000.0,46390000000.0,-12629000000.0,,1208000000.0,1682000000.0,-36668000000.0,-9622000000.0,-6244000000.0,-3989000000.0,-1653000000.0,-2.0,-2781000000.0,-415000000.0,-409000000.0,-3196000000.0,1208000000.0,1.0246,16.8891,4.2514,-2.0,-6653000000.0,0.31586032148230264,-0.11336573166226163,0.10878695320170176,0.2624086396858296,0.17028471691938474,-0.17745189984937618,0.5467121968304002,0.08716046689211301,0.18143885676884478,-0.0956528624594188,1.024616199047115,80106000000.0,7493000000.0,11702000000.0,19331000000.0,5756000000.0,12591000000.0,4.0,4.0,0.09594154554840759,0.4353455,191.3,142.11,5.58676,258626.73,22.7905,592.31,6.3626
2015-03-31,33255000000.0,14275000000.0,14980000000.0,45501000000.0,-13616000000.0,,3384000000.0,1524000000.0,17352000000.0,4387000000.0,2871000000.0,1795000000.0,785000000.0,1.0,-375000000.0,203000000.0,192000000.0,-578000000.0,3384000000.0,,15.7417,3.9603,1.0,3063000000.0,-0.13183019976498236,0.05397684558712976,0.10344628861226371,0.25282388197325956,0.1654564315352697,0.08633288227334235,-0.28059030492572323,-0.03331028123559244,0.17652143845089904,-0.24853113983548766,0.9529372496662216,79679000000.0,7413000000.0,11622000000.0,19175000000.0,4719000000.0,12492000000.0,4.0,4.0,0.27089337175792505,0.4353455,191.3,142.11,5.58676,258626.73,22.7905,592.31,6.3626
2015-06-30,32713000000.0,13772000000.0,15386000000.0,44511000000.0,-13151000000.0,,1710000000.0,1838000000.0,36115000000.0,8868000000.0,5763000000.0,3682000000.0,1528000000.0,2.0,3300000000.0,413000000.0,377000000.0,2887000000.0,1710000000.0,,16.6727,4.3534,2.0,6140000000.0,-0.27997870884343395,0.11255464188548894,0.1019520974664267,0.2455489408832895,0.15957358438322028,0.17616849570507137,-0.5037147102526003,0.07993908348331719,0.17001246019659422,-0.13002813474260513,0.8950994410503055,76964000000.0,7369000000.0,11560000000.0,18399000000.0,4694000000.0,12380000000.0,4.0,4.0,0.1381260096930533,0.4353455,191.3,142.11,5.58676,258626.73,22.7905,592.31,6.3626
2015-09-30,32011000000.0,14112000000.0,14102000000.0,44237000000.0,-13582000000.0,,1007000000.0,2393000000.0,55537000000.0,13412000000.0,8722000000.0,5624000000.0,2276000000.0,3.0,5993000000.0,636000000.0,561000000.0,5357000000.0,1007000000.0,,16.9841,4.453,3.0,9283000000.0,-0.41407745545575025,0.17568960669769768,0.10126582278481013,0.2414966598844014,0.15704845418369737,0.2724688388366499,-0.6935984095427435,0.09645821704449287,0.16714982804256623,-0.07414224709173907,1.000709119273862,72336000000.0,7112000000.0,11112000000.0,17045000000.0,4470000000.0,11833000000.0,4.0,4.0,0.08510098876024677,0.4353455,191.3,142.11,5.58676,258626.73,22.7905,592.31,6.3626
2015-12-31,33956000000.0,15804000000.0,15386000000.0,45432000000.0,-13244000000.0,,825000000.0,3417000000.0,-35096000000.0,-9238000000.0,-6733000000.0,-4228000000.0,-1901000000.0,-2.0,-1053000000.0,-292000000.0,-376000000.0,-1345000000.0,825000000.0,1.0272,19.8171,5.0833,-2.0,-7109000000.0,0.3192389006342495,-0.12451407704087643,0.12046956918167312,0.2632208798723501,0.19184522452701164,-0.19828601719872777,0.5421531524277317,0.038323455664463185,0.20255869614770913,-0.06229235880398671,1.0271675549200572,73908000000.0,6873000000.0,10623000000.0,17429000000.0,6321000000.0,11377000000.0,4.0,4.0,0.07251472268612112,0.4353455,191.3,142.11,5.58676,258626.73,22.7905,592.31,6.3626
2016-03-31,34621000000.0,15928000000.0,14091000000.0,45515000000.0,-12753000000.0,,673000000.0,2944000000.0,16788000000.0,3987000000.0,2473000000.0,1530000000.0,630000000.0,0.0,462000000.0,226000000.0,175000000.0,236000000.0,673000000.0,,23.0316,5.7954,0.0,2648000000.0,-0.11997177134791814,0.0441928309407585,0.09113652609006433,0.23749106504646175,0.14730760066714318,0.07143063458594495,-0.20471854304635762,0.01405766023350012,0.15773171312842507,-0.05277189680859406,1.130366900858704,73344000000.0,6608000000.0,10225000000.0,17029000000.0,7135000000.0,10962000000.0,3.0,3.0,0.06139390622149243,0.4353455,191.3,142.11,5.58676,258626.73,22.7905,592.31,6.3626
2016-06-30,34802000000.0,16046000000.0,12672000000.0,45601000000.0,-12556000000.0,,696000000.0,3814000000.0,35829000000.0,8272000000.0,5226000000.0,3318000000.0,1346000000.0,2.0,2836000000.0,480000000.0,360000000.0,2356000000.0,696000000.0,,24.2426,6.0572,2.0,5586000000.0,-0.2642561325262823,0.09533934831331532,0.09260654776856736,0.23087443132657903,0.14585949928828604,0.1501637836905925,-0.4406408094435076,0.06575678919311173,0.15590722599011975,-0.05543166613571201,1.2662563131313131,73058000000.0,6244000000.0,9688000000.0,16433000000.0,6604000000.0,10408000000.0,3.0,3.0,0.0668716372021522,0.4353455,191.3,142.11,5.58676,258626.73,22.7905,592.31,6.3626
2016-09-30,35577000000.0,16574000000.0,14258000000.0,45894000000.0,-12142000000.0,,710000000.0,4884000000.0,55764000000.0,12822000000.0,8203000000.0,5256000000.0,2110000000.0,3.0,5928000000.0,734000000.0,548000000.0,5194000000.0,710000000.0,,23.1852,5.7772,3.0,8751000000.0,-0.43287761489046284,0.1477358967872502,0.09425435765009683,0.22993329029481385,0.14710207302202138,0.2305703122804059,-0.7175472358292512,0.09314252923032781,0.15692920163546373,-0.05847471586229616,1.1624351241408333,73285000000.0,5876000000.0,9169000000.0,15843000000.0,6441000000.0,9876000000.0,3.0,3.0,0.07189145402997164,0.4353455,191.3,142.11,5.58676,258626.73,22.7905,592.31,6.3626
2016-12-31,36851000000.0,17608000000.0,16467000000.0,47751000000.0,-12688000000.0,,643000000.0,4239000000.0,-33428000000.0,-7787000000.0,-5087000000.0,-3137000000.0,-1318000000.0,-1.0,-1149000000.0,-268000000.0,-340000000.0,-1417000000.0,643000000.0,1.0693,20.3148,5.3038,-1.0,-5427000000.0,0.24724148802017654,-0.08512659086591952,0.09384348450400862,0.23294842646882852,0.15217781500538471,-0.13804238690944615,0.4223329182233292,0.04238961349766663,0.16234892904152207,-0.05067780580075662,1.0692900953421995,74953000000.0,6967000000.0,10815000000.0,17294000000.0,6369000000.0,11558000000.0,4.0,4.0,0.05563246236373075,0.4353455,191.3,142.11,5.58676,258626.73,22.7905,592.31,6.3626
2017-03-31,36627000000.0,16884000000.0,13355000000.0,47184000000.0,-12392000000.0,,1004000000.0,5076000000.0,16556000000.0,3887000000.0,2396000000.0,1590000000.0,541000000.0,1.0,843000000.0,292000000.0,197000000.0,551000000.0,1004000000.0,,24.9536,6.5758,1.0,2593000000.0,-0.12830858618463525,0.04341059873863543,0.09603769026334863,0.2347789321092051,0.14472094708866876,0.0654162230048871,-0.21039690902704603,0.033280985745349115,0.1566199565112346,-0.08102001291155585,1.2642456008985399,74721000000.0,7027000000.0,10738000000.0,17194000000.0,6684000000.0,11503000000.0,5.0,5.0,0.08728157871859515,0.4353455,191.3,142.11,5.58676,258626.73,22.7905,592.31,6.3626
2017-06-30,38660000000.0,18432000000.0,17243000000.0,48937000000.0,-12008000000.0,,898000000.0,6197000000.0,35875000000.0,8285000000.0,5117000000.0,3371000000.0,1230000000.0,2.0,4071000000.0,560000000.0,407000000.0,3511000000.0,898000000.0,,25.9853,6.7727,2.0,5524000000.0,-0.2807295136575616,0.0871960682876358,0.09396515679442509,0.23094076655052265,0.1426341463414634,0.13235902741852043,-0.4605760576057606,0.09786759581881534,0.15397909407665505,-0.07478347768154564,1.0689555181812909,74767000000.0,7080000000.0,10629000000.0,17207000000.0,7839000000.0,11441000000.0,5.0,5.0,0.07848964251376628,0.4353455,191.3,142.11,5.58676,258626.73,22.7905,592.31,6.3626
2017-09-30,41951000000.0,20859000000.0,18514000000.0,51584000000.0,-11407000000.0,,2905000000.0,7667000000.0,56513000000.0,13023000000.0,8185000000.0,5341000000.0,2042000000.0,3.0,5991000000.0,995000000.0,632000000.0,4996000000.0,2905000000.0,,24.4189,6.279,3.0,8817000000.0,-0.4682212676426756,0.12731520106791255,0.09450922796524694,0.23044255304089326,0.14483393201564243,0.19510857905651832,-0.9627146553752058,0.08840443791693947,0.15601719958239696,-0.25466818620145526,1.1266609052608836,75516000000.0,7165000000.0,10611000000.0,17408000000.0,7641000000.0,11507000000.0,5.0,5.0,0.25245502737464154,0.4353455,191.3,142.11,5.58676,258626.73,22.7905,592.31,6.3626
2017-12-31,42968000000.0,21594000000.0,15962000000.0,53198000000.0,-12086000000.0,,499000000.0,8447000000.0,-30846000000.0,-6879000000.0,-4195000000.0,-4267000000.0,494000000.0,-3.0,-1993000000.0,-299000000.0,-361000000.0,-2292000000.0,499000000.0,1.3528,26.8664,5.64,-3.0,-4556000000.0,0.3530531193116002,-0.09930646062185813,0.13833236075990404,0.22301108733709396,0.13599818452959866,-0.09763079501024018,0.3620436696297575,0.07430460999805485,0.14770148479543538,-0.04128744001323846,1.3528379902267886,78098000000.0,6035000000.0,11503000000.0,18316000000.0,6766000000.0,12378000000.0,3.0,3.0,0.04031345936338666,0.4353455,191.3,142.11,5.58676,258626.73,22.7905,592.31,6.3626
2018-03-31,43070000000.0,20593000000.0,17688000000.0,53552000000.0,-12350000000.0,,608000000.0,7200000000.0,6896000000.0,4281000000.0,2426000000.0,1556000000.0,559000000.0,1.0,1380000000.0,365000000.0,242000000.0,1015000000.0,608000000.0,,25.2663,5.1259,1.0,2668000000.0,-0.1259919028340081,0.036127234734153704,0.22563805104408352,0.6207946635730859,0.3517981438515081,0.056326909681913166,-0.2066087548969511,0.14718677494199536,0.38689095127610207,-0.04923076923076923,1.1642356399819087,68438000000.0,6001000000.0,11533000000.0,18710000000.0,7230000000.0,12453000000.0,3.0,3.0,0.04882357664819722,0.4353455,191.3,142.11,5.58676,258626.73,22.7905,592.31,6.3626
2018-06-30,40721000000.0,20028000000.0,17441000000.0,50889000000.0,-11915000000.0,,592000000.0,6587000000.0,14622000000.0,9263000000.0,5519000000.0,3754000000.0,1203000000.0,2.0,5373000000.0,774000000.0,488000000.0,4599000000.0,592000000.0,,19.4346,4.1045,2.0,6007000000.0,-0.3150650440621066,0.09218830578816826,0.2567364245657229,0.6334974695664067,0.37744494597182326,0.1355320350679011,-0.4874149960257882,0.3145260566270004,0.410819313363425,-0.04968527066722619,1.14832865088011,47185000000.0,6384000000.0,11935000000.0,19688000000.0,8318000000.0,12936000000.0,3.0,3.0,0.045763760049474335,0.4353455,191.3,142.11,5.58676,258626.73,22.7905,592.31,6.3626
2018-09-30,39380000000.0,18538000000.0,15599000000.0,49322000000.0,-11720000000.0,,545000000.0,5880000000.0,22126000000.0,14149000000.0,8675000000.0,6001000000.0,1894000000.0,3.0,7056000000.0,1102000000.0,734000000.0,5954000000.0,545000000.0,,18.9978,4.1811,3.0,9409000000.0,-0.5120307167235495,0.15238699847638396,0.2712193799150321,0.6394739220826178,0.39207267468137036,0.2202894870492636,-0.7762863534675615,0.2690951821386604,0.42524631655066436,-0.046501706484641636,1.188409513430348,12798000000.0,7044000000.0,12425000000.0,20814000000.0,9276000000.0,13528000000.0,3.0,3.0,0.04028681253696038,0.4353455,191.3,142.11,5.58676,258626.73,22.7905,592.31,6.3626
2018-12-31,39801000000.0,19442000000.0,17191000000.0,50540000000.0,-12459000000.0,,730000000.0,6593000000.0,-14019000000.0,-8826000000.0,-5243000000.0,-3400000000.0,-1211000000.0,-1.0,-4331000000.0,-805000000.0,-475000000.0,-5136000000.0,730000000.0,1.1309,13.1184,3.5031,-1.0,-5718000000.0,0.2728950959145999,-0.08542498932187634,0.24252799771738356,0.6295741493687139,0.37399243883301236,-0.13173035853370518,0.44701168045016626,0.3663599400813182,0.4078750267494115,-0.05859218235813468,1.130940608457914,29625000000.0,7911000000.0,11377000000.0,18867000000.0,6432000000.0,12366000000.0,5.0,5.0,0.05903283195859615,0.4353455,191.3,142.11,5.58676,258626.73,22.7905,592.31,6.3626
2019-03-31,38042000000.0,15741000000.0,18486000000.0,48227000000.0,-11968000000.0,23131000000.0,1551000000.0,3081000000.0,6751000000.0,4286000000.0,2050000000.0,1354000000.0,424000000.0,0.87,1241000000.0,324000000.0,240000000.0,917000000.0,24682000000.0,,17.8001,4.6547,0.87,2290000000.0,-0.11313502673796791,0.035592240155617474,0.20056287957339652,0.63486890830988,0.3036587172270775,0.05388780821197624,0.16123957841749254,0.13583172863279513,0.33920900607317434,-2.062332887700535,0.8515092502434275,29480000000.0,7709000000.0,11001000000.0,18872000000.0,6334000000.0,11988000000.0,4.87,4.87,2.058892225558892,0.4353455,191.3,142.11,5.58676,258626.73,22.7905,592.31,6.3626
2019-06-30,39923000000.0,17163000000.0,18046000000.0,49332000000.0,-11199000000.0,,269000000.0,4008000000.0,14450000000.0,9320000000.0,5237000000.0,3673000000.0,1035000000.0,2.0,4683000000.0,502000000.0,472000000.0,4181000000.0,269000000.0,,15.4945,4.1192,2.0,5709000000.0,-0.3279757121171533,0.09200210405029682,0.25418685121107265,0.6449826989619377,0.36242214532871975,0.1311775167196854,-0.4791399817017383,0.2893425605536332,0.3950865051903114,-0.02402000178587374,0.9510694890834533,29308000000.0,7628000000.0,10719000000.0,18929000000.0,5916000000.0,11690000000.0,4.87,4.87,0.023011120615911033,0.4353455,191.3,142.11,5.58676,258626.73,22.7905,592.31,6.3626
