report_date,total_assets,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,31977977000.0,24802930000.0,5841677000.0,,452712000.0,3535652000.0,1597915000.0,1115776000.0,835532000.0,1786000.0,3.71,1827145000.0,0.0,,31.5581,9.9364,3.71,1597915000.0,0.19100268638611823,0.034892013337804326,0.31557856938409096,0.45194351706559355,0.04996923351342707,0.2735370339715804,0.45194351706559355,0.0,5052385000.0,2421027000.0,2314217000.0,2314217000.0,1146002000.0,8.08,8.08,0.0,2.019383037725938,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2012-12-31,32586606000.0,25515511000.0,5910603000.0,,1184518000.0,-2081572000.0,-929887000.0,-1190882000.0,-513222000.0,11320000.0,-4.040000000000002,,0.0,1.0317,34.1533,10.0393,-4.040000000000002,-929887000.0,-0.20148231914747108,-0.03654513759426189,0.5721070421777388,0.44672343786330715,-0.0285358653184072,-0.15732523399050824,0.44672343786330715,0.0,4880084000.0,1431159000.0,2220600000.0,2220600000.0,1127025000.0,4.719999999999998,4.719999999999998,0.0,1.97032009050376,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2013-03-31,31886123000.0,24875433000.0,5845526000.0,,829966000.0,1215058000.0,557689000.0,283138000.0,285026000.0,13193000.0,0.0,550513000.0,0.0,,46.0696,10.2442,0.0,557689000.0,0.04843670184684834,0.008879662165262299,0.23302426715432514,0.4589813819587213,0.017490022226910432,0.09540441698488725,0.4589813819587213,0.0,4976173000.0,1068887000.0,2262680000.0,2262680000.0,1153972000.0,2.5399999999999983,2.5399999999999983,0.0,1.9607754780878566,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2013-06-30,32015137000.0,25028872000.0,5834749000.0,,1095829000.0,2451621000.0,1122578000.0,623074000.0,564991000.0,22176000.0,2.0,1232949000.0,0.0,,40.8821,10.3678,2.0,1122578000.0,0.10678677009070998,0.019461856433723834,0.2541477659067205,0.4578921456456769,0.035063976143534854,0.19239525127816123,0.4578921456456769,0.0,5120759000.0,831106000.0,2348295000.0,2348295000.0,1172327000.0,1.6699999999999982,1.6699999999999982,0.0,2.0031057887432433,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2013-09-30,32111409000.0,25127124000.0,5828819000.0,,1099321000.0,3753877000.0,1723143000.0,934749000.0,849482000.0,29943000.0,3.0,1928893000.0,0.0,,36.6988,9.9201,3.0,1723143000.0,0.16036679128310555,0.029109560405773536,0.2490089579386858,0.459030223952463,0.0536613949266443,0.29562472260675793,0.459030223952463,0.0,5338984000.0,650079000.0,2473523000.0,2473523000.0,1186277000.0,0.9599999999999982,0.9599999999999982,0.0,2.0851141849669177,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2013-12-31,33324574000.0,26311457000.0,5849406000.0,,1716863000.0,-2250418000.0,-987721000.0,-524657000.0,-562360000.0,-25578000.0,-1.0,-1011359000.0,0.0,1.1845,36.2354,10.5236,-1.0,-987721000.0,-0.08969406466229221,-0.01574384716815885,0.2331375771078973,0.4389055722092518,-0.02963941864643191,-0.16885834219748125,0.4389055722092518,0.0,5170138000.0,1316304000.0,2415689000.0,2415689000.0,1137139000.0,4.0,4.0,0.0,2.12435682884854,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2014-03-31,32755599000.0,25783706000.0,5874293000.0,,1013368000.0,1314991000.0,615872000.0,341648000.0,268151000.0,6938000.0,1.0,661451000.0,0.0,,36.9684,10.9801,1.0,615872000.0,0.05815985004493307,0.010430216831021775,0.2598101431872918,0.4683469316520037,0.018802037477623292,0.10484189331379963,0.4683469316520037,0.0,5270071000.0,1374814000.0,2473872000.0,2473872000.0,1120264000.0,5.0,5.0,0.0,2.2082937593281584,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2014-06-30,30586414000.0,24445269000.0,5233264000.0,,1665817000.0,2339004000.0,1122496000.0,748235000.0,509164000.0,13489000.0,2.0,1271137000.0,0.0,,35.7655,10.9085,2.0,1122496000.0,0.14297673497839972,0.02446298542875932,0.3198947073198678,0.47990341187958635,0.036699169768643035,0.21449252321304638,0.47990341187958635,0.0,5157454000.0,1499975000.0,2473790000.0,2473790000.0,1064437000.0,5.0,5.0,0.0,2.3240360866824434,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2014-09-30,29672165000.0,23779971000.0,5021321000.0,,817998000.0,3573698000.0,1730054000.0,1000203000.0,758945000.0,20078000.0,3.0,1932222000.0,0.0,,37.3122,10.7114,3.0,1730054000.0,0.19919120884723363,0.03370846043758519,0.2798789936922482,0.4841074987310064,0.05830562077286912,0.3445416056850379,0.4841074987310064,0.0,4977275000.0,1565429000.0,2480701000.0,2480701000.0,973900000.0,5.0,5.0,0.0,2.54718246226512,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2014-12-31,29532330000.0,23555288000.0,5093177000.0,,612282000.0,-2356875000.0,-1083080000.0,-684835000.0,-543659000.0,-12420000.0,,-1134390000.0,0.0,0.6448,40.6292,11.7495,,-1083080000.0,-0.13446126062377176,-0.023189331827187357,0.2905690798196765,0.4595407053831875,-0.03667438363312343,-0.21265312397350417,0.4595407053831875,0.0,4870818000.0,1405251000.0,2385342000.0,2385342000.0,992601000.0,,,0.0,2.403122704893507,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2015-03-31,30275527000.0,24484927000.0,4936445000.0,,833732000.0,1216235000.0,599171000.0,362174000.0,232173000.0,6362000.0,,674797000.0,0.0,,37.9165,12.3522,,599171000.0,0.07336737267405997,0.011962599362845112,0.29778291201946994,0.4926441024966392,0.019790605131332642,0.12137702334372205,0.4926441024966392,0.0,4772062000.0,1425777000.0,2368641000.0,2368641000.0,956623000.0,,,0.0,2.4760443769384595,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2015-06-30,30083531000.0,24878845000.0,4442881000.0,,565657000.0,2565345000.0,1301556000.0,835118000.0,463147000.0,9781000.0,,1483306000.0,0.0,,32.0105,10.503,,1301556000.0,0.18796767232793316,0.027759972723946535,0.32553828042621946,0.5073609982283085,0.04326473511370723,0.2929531535956061,0.5073609982283085,0.0,4998403000.0,1512660000.0,2547701000.0,2547701000.0,910606000.0,,,0.0,2.797808272732664,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2015-09-30,30641303000.0,25495387000.0,4392341000.0,,856861000.0,3885482000.0,1959143000.0,1255126000.0,692801000.0,13440000.0,,2218828000.0,0.0,,30.8868,10.9687,,1959143000.0,0.28575331469027565,0.040961900347384055,0.32302967817120243,0.5042213552913126,0.06393797939989693,0.4460361797956944,0.5042213552913126,0.0,5310187000.0,1767583000.0,2776790000.0,2776790000.0,844462000.0,,,0.0,3.2882355866812243,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2015-12-31,30650673000.0,25408767000.0,4471464000.0,,701134000.0,-2400959000.0,-1190997000.0,-628035000.0,-464424000.0,-9413000.0,,-1352246000.0,0.0,0.6356,33.4904,11.6236,,-1190997000.0,-0.1404539989587303,-0.02049008842318079,0.2615767282989839,0.4960505364731343,-0.038857123952873725,-0.26635504613254185,0.4960505364731343,0.0,5266103000.0,1824383000.0,2668873000.0,2668873000.0,923697000.0,,,0.0,2.8893381704173553,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2016-03-31,31398498000.0,25880427000.0,4590584000.0,,805076000.0,1336715000.0,684901000.0,480995000.0,219190000.0,15186000.0,1.55,720458000.0,0.0,,36.3153,11.9302,1.55,684901000.0,0.10477860768913062,0.015319044879153136,0.35983362197626273,0.5123762357720232,0.02181317717809304,0.14919692135031185,0.5123762357720232,0.0,5386583000.0,1943204000.0,2754603000.0,2754603000.0,910714000.0,,,0.0,3.024663066560962,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2016-06-30,31379783000.0,25904970000.0,4621091000.0,22923941000.0,884281000.0,2652095000.0,1344137000.0,936384000.0,433185000.0,,3.01,1693951000.0,22923941000.0,,39.5637,12.9495,3.01,1344137000.0,0.20263266834606805,0.029840359316697634,0.3530733250505732,0.5068208340953095,0.042834489964446214,0.04879780136033242,0.5068208340953095,4.960720531147298,5473333000.0,2044470000.0,2797184000.0,2797184000.0,880752000.0,,,8.195363980345947,3.1759042272966735,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2016-09-30,31668848000.0,26182685000.0,4628997000.0,23078515000.0,814747000.0,4009263000.0,2020328000.0,1441128000.0,648048000.0,,4.61,2532774000.0,23078515000.0,,35.4158,12.069,4.61,2020328000.0,0.311326190101225,0.04550617060652159,0.359449604578198,0.503915058702809,0.06379543708062889,0.07291625462437767,0.503915058702809,4.985640517805477,5597114000.0,2230472000.0,2858369000.0,2858369000.0,835999000.0,,,8.074015286339867,3.4191057644805793,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2016-12-31,31103578000.0,26005904000.0,4310448000.0,22977104000.0,560059000.0,-2562844000.0,-1328538000.0,-1022948000.0,-442869000.0,,-3.3,-1574489000.0,22977104000.0,0.6512,31.7623,10.7461,-3.3,-1328538000.0,-0.23731825555023514,-0.03288843489324604,0.3991456366442905,0.5183842637320102,-0.042713349570264875,-0.04868659526512309,0.5183842637320102,5.330560535703017,5435229000.0,1835559000.0,2720828000.0,2720828000.0,857554000.0,5.87,5.87,8.444893980802902,3.172777457746101,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2017-03-31,30946093000.0,26050241000.0,4107267000.0,23149053000.0,513400000.0,1345763000.0,676671000.0,477736000.0,198202000.0,,1.53,785693000.0,23149053000.0,,29.2586,9.8651,1.53,676671000.0,0.11631481469307936,0.015437683845905846,0.3549926695859524,0.5028158747119664,0.021866120547107515,0.02482620544519583,0.5028158747119664,5.636120807339771,5444277000.0,1832300000.0,2712598000.0,2712598000.0,836566000.0,5.8500000000000005,5.8500000000000005,8.53390476583703,3.242539142159734,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2017-06-30,30965966000.0,26490428000.0,3726715000.0,23422685000.0,488614000.0,2707311000.0,1362819000.0,859726000.0,405373000.0,,2.75,1809583000.0,23422685000.0,,28.5337,9.1583,2.75,1362819000.0,0.230692714629372,0.02776357760000124,0.3175571628084103,0.503384723808975,0.04401022076947317,0.050197020928639306,0.503384723808975,6.2850754619014335,5499493000.0,1755642000.0,2731280000.0,2731280000.0,808754000.0,5.590000000000001,5.590000000000001,8.575717246126358,3.377145584442241,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2017-09-30,31032410000.0,26603072000.0,3685142000.0,23410357000.0,508405000.0,4110948000.0,2052888000.0,1373509000.0,604408000.0,,4.41,2719453000.0,23410357000.0,,28.8456,9.2278,4.41,2052888000.0,0.37271535262413225,0.04426046832972367,0.33411003982536386,0.49937094801491044,0.06615303162081192,0.07576490840785033,0.49937094801491044,6.3526336298574115,5601178000.0,1688023000.0,2763840000.0,2763840000.0,765114000.0,5.390000000000001,5.390000000000001,8.470228739724442,3.612324437926897,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2017-12-31,32257638000.0,27828394000.0,3686168000.0,24632463000.0,1482309000.0,-2625382000.0,-1290038000.0,-766346000.0,-398590000.0,,-2.450000000000001,-1720941000.0,24632463000.0,1.0499,28.3534,9.9924,-2.450000000000001,-1290038000.0,-0.2078977409602601,-0.023757040115584407,0.29189885509994357,0.49137154136045724,-0.03999170677034692,-0.04555439138283203,0.49137154136045724,6.68240378626259,5538640000.0,1944625000.0,2802340000.0,2802340000.0,809393000.0,6.24,6.24,8.789962317206335,3.462273580325009,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2018-03-31,31017860000.0,26782844000.0,3505906000.0,23647623000.0,367207000.0,1399814000.0,701933000.0,620654000.0,205492000.0,,2.0,843477000.0,23647623000.0,,22.6746,8.5028,2.0,701933000.0,0.17703098713998608,0.020009568680753605,0.44338319233841067,0.5014473351459551,0.022629962221765137,0.02585052572724525,0.5014473351459551,6.745081870420941,5592691000.0,2087543000.0,2827602000.0,2827602000.0,816683000.0,6.709999999999999,6.709999999999999,8.363137032722427,3.4623005499073694,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2018-06-30,30843140000.0,26766511000.0,3371024000.0,23505002000.0,714247000.0,2788172000.0,1439607000.0,1167658000.0,412115000.0,,3.77,1836782000.0,23505002000.0,,23.2582,9.3705,3.77,1439607000.0,0.34638080298449375,0.03785794831524936,0.4187898020638612,0.5163264676641183,0.04667511154830539,0.05356472716613684,0.5163264676641183,6.972659346240193,5673552000.0,2395475000.0,2904390000.0,2904390000.0,823425000.0,7.729999999999999,7.729999999999999,8.092922093795943,3.5272064851079334,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2018-09-30,31079693000.0,26984255000.0,3383616000.0,23678264000.0,695718000.0,4197177000.0,2156998000.0,1723925000.0,611585000.0,,5.57,2751166000.0,23678264000.0,,23.7719,9.7572,5.57,2156998000.0,0.5094919163403885,0.055467890239456356,0.41073440553019325,0.5139163776033272,0.06940216558767166,0.07970614014990829,0.5139163776033272,6.99791702131684,5759781000.0,2745891000.0,3008500000.0,3008500000.0,830602000.0,8.889999999999999,8.889999999999999,7.870455044041881,3.6220717022111675,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2018-12-31,30686223000.0,26659104000.0,3296681000.0,23305535000.0,514335000.0,-2727244000.0,-1387451000.0,-1075516000.0,-413269000.0,,-3.4699999999999998,-1680629000.0,23305535000.0,0.629,21.2754,9.1958,-3.4699999999999998,-1387451000.0,-0.3262420598171312,-0.03504882305000521,0.3943600205922169,0.5087373920338628,-0.04521413404315024,-0.052155467048309055,0.5087373920338628,7.069393429330893,5657919000.0,2436721000.0,2911087000.0,2911087000.0,815923000.0,7.87,7.87,8.005784437222248,3.5678452501032574,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2019-03-31,30841776000.0,26915952000.0,3212959000.0,23185965000.0,436802000.0,1452834000.0,750338000.0,548475000.0,198733000.0,,1.78,837347000.0,23185965000.0,,23.8712,9.9097,1.78,750338000.0,0.1707071269817013,0.01778350896524247,0.3775207628676091,0.5164650607020486,0.024328624914466662,0.028423052394105152,0.5164650607020486,7.216389938371451,5710939000.0,2364542000.0,2959492000.0,2959492000.0,809164000.0,7.65,7.65,7.834440843225797,3.657468696086331,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2019-06-30,30732915000.0,27137918000.0,2919665000.0,23324679000.0,479776000.0,2850019000.0,1425653000.0,1043799000.0,397160000.0,,3.38,1887567000.0,23324679000.0,,21.0969,8.5486,3.38,1425653000.0,0.35750642625095685,0.03396355340845475,0.3662428215390845,0.5002257879684311,0.04638847307520292,0.054322295120045674,0.5002257879684311,7.988820292739065,5772786000.0,2240683000.0,2945538000.0,2945538000.0,794209000.0,7.26,7.26,7.918648138302748,3.7087693541624436,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2019-09-30,33844226000.0,30537187000.0,2672529000.0,26643879000.0,3647230000.0,4266574000.0,2130955000.0,1588053000.0,599541000.0,,5.15,2848196000.0,26643879000.0,,20.7293,8.3378,5.15,2130955000.0,0.5942135707414213,0.04692242038568115,0.37220800576762525,0.4994534256290879,0.06296362044148979,0.07268813423527193,0.4994534256290879,9.969537842246053,5842183000.0,2104811000.0,2919495000.0,2919495000.0,782165000.0,6.84,6.84,9.126194427460913,3.7325819999616447,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2019-12-31,31231630000.0,28101319000.0,2526398000.0,24163230000.0,669373000.0,-2814238000.0,-1399115000.0,-1082080000.0,-406081000.0,,-3.500000000000001,-1765279000.0,24163230000.0,0.574,22.713,8.2939,-3.500000000000001,-1399115000.0,-0.428309395431757,-0.0346469268494792,0.38450195043915975,0.4971558908663731,-0.04479801406458773,-0.05242167481689891,0.4971558908663731,9.56430063671678,5755189000.0,2098247000.0,2907831000.0,2907831000.0,789353000.0,6.809999999999998,6.809999999999998,8.30970919561694,3.6838157326316616,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2020-06-30,34026170000.0,31503339000.0,2029340000.0,27268883000.0,3306100000.0,2415401000.0,1105737000.0,691818000.0,384688000.0,,2.26,814312000.0,27268883000.0,,11.9553,3.9314,2.26,1105737000.0,0.34090788138015315,0.02033193862253671,0.2864195220586561,0.45778609845735757,0.03249666359746042,0.037740753082533364,0.45778609845735757,13.437316073206066,6717756000.0,2241590000.0,3263230000.0,3263230000.0,975308000.0,7.289999999999998,7.289999999999998,8.356408527747048,3.3458456200502815,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2020-09-30,31661575000.0,29458166000.0,1752851000.0,25139682000.0,1082313000.0,3476074000.0,1509761000.0,837744000.0,586545000.0,,2.74,1431621000.0,25139682000.0,,14.6448,3.986,2.74,1509761000.0,0.4779322372523392,0.02645932806564424,0.24100292456374633,0.4343293612276378,0.04768433029626606,0.05614052793018791,0.4343293612276378,14.342167132289054,7343811000.0,2035535000.0,3347338000.0,3347338000.0,1164693000.0,6.649999999999999,6.649999999999999,7.510350612934816,2.874008858986875,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2020-12-31,34786846000.0,31128608000.0,3039472000.0,26723361000.0,1011613000.0,4607503000.0,1971809000.0,1109227000.0,784400000.0,,3.59,2326698000.0,26723361000.0,0.6974,25.1802,6.0802,3.59,1971809000.0,0.3649406870667011,0.031886391770038595,0.24074363055216677,0.4279560968272837,0.05668260353353104,0.06625071611966508,0.4279560968272837,8.792106326361948,7684740000.0,1556709000.0,3188192000.0,3188192000.0,1349552000.0,5.089999999999998,5.089999999999998,8.381979818028526,2.362407673064839,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2021-03-31,34411504000.0,30383970000.0,3064233000.0,26156520000.0,935837000.0,1239951000.0,604612000.0,445860000.0,202016000.0,,1.36,875762000.0,26156520000.0,,33.3488,8.3171,1.36,604612000.0,0.14550460098824078,0.012956713545563135,0.359578725288338,0.48760959102416146,0.017570054479455473,0.02069118478911204,0.48760959102416146,8.536074117079217,11738929000.0,3084649000.0,5191919000.0,5191919000.0,1957649000.0,9.95,9.95,5.037929135643295,2.652119455530588,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2021-06-30,34827856000.0,30613003000.0,3231798000.0,26231704000.0,1290799000.0,2494097000.0,1209334000.0,1063117000.0,402435000.0,,3.24,1877749000.0,26231704000.0,,28.8957,9.1497,3.24,1209334000.0,0.32895527505122535,0.030524905121923095,0.4262532692192806,0.48487849510263636,0.034723182500811994,0.04104515478166852,0.48487849510263636,8.116752346526608,11817625000.0,3455948000.0,5295516000.0,5295516000.0,1975396000.0,10.93,10.93,4.953569019525198,2.6807364194318506,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2021-12-31,33777379000.0,29376654000.0,3361452000.0,25321022000.0,533936000.0,5116789000.0,2413190000.0,2246294000.0,795712000.0,,,3637402000.0,25321022000.0,0.5667,23.3381,10.2608,,2413190000.0,0.6682511010123007,0.06650291012810675,0.43900461793519335,0.47162194884330777,0.07144396846185135,0.08413465309861345,0.47162194884330777,7.532763222559775,13458340000.0,4864498000.0,6198945000.0,6198945000.0,2184563000.0,,,4.084730869526992,2.837613289248239,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2022-03-31,33451427000.0,29160555000.0,3255647000.0,25169837000.0,514929000.0,1295922000.0,620391000.0,487993000.0,185159000.0,,1.3,791869000.0,25169837000.0,,19.3847,8.3583,1.3,620391000.0,0.1498912504949093,0.0145881071082558,0.3765604720037163,0.47872557144642963,0.018546024957320953,0.02182516927416258,0.47872557144642963,7.731132091409173,10146759000.0,4243264000.0,4847527000.0,4847527000.0,1585322000.0,,,5.1923046534862,3.057755459143316,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2022-06-30,33079036000.0,28982034000.0,3071332000.0,24885968000.0,541240000.0,2575763000.0,1247152000.0,923374000.0,372473000.0,,2.81,1892811000.0,24885968000.0,,14.7273,5.9773,2.81,1247152000.0,0.30064284811931763,0.027914175008002046,0.35848562154204405,0.48418740388770243,0.03770218696820548,0.04460917184420527,0.48418740388770243,8.102662948844346,11482571000.0,4720778000.0,5490067000.0,5490067000.0,1755779000.0,,,4.5329078861879095,3.1268553730281545,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
2022-09-30,32795363000.0,28758802000.0,3021525000.0,24640370000.0,601520000.0,3891550000.0,1899348000.0,1462412000.0,560353000.0,,4.0,2834462000.0,24640370000.0,,15.6306,5.8985,4.0,1899348000.0,0.4839979811519018,0.04459203577042279,0.375791651141576,0.48806979224216573,0.05791513879568889,0.06866297482511592,0.48806979224216573,8.154944936745517,12880024000.0,5120073000.0,6180081000.0,6180081000.0,1913697000.0,,,3.987062629114408,3.229393681444868,1.4177611,205.115,136.34,2.21395,61307.426,13.2482,11.7108,9.6327
