report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-10-31,6889539000.0,1914579000.0,855958000.0,,2415158000.0,2523916000.0,,491437000.0,3238731000.0,1685741000.0,,-1468000.0,89822000.0,24331000.0,-0.03,136344000.0,55399000.0,113610000.0,80945000.0,2523916000.0,,142.7841,1.061,-0.03,,-0.0006078277280409811,-0.00021307666594238018,-0.00045326394813277176,0.5204942923632744,,,,0.024992813543329162,,1.045031422374851,2.236767458216408,,,,,,,,,,,,1.6375649,89.79,59.2801,1.52349,3531.8462,139.5987,0.6002,0.3946
2011-01-30,6735334000.0,1810563000.0,908162000.0,,2442557000.0,2364002000.0,,498718000.0,4636848000.0,2421951000.0,,53805000.0,128561000.0,22768000.0,0.8,352227000.0,100995000.0,147137000.0,251232000.0,2364002000.0,1.9708,72.7222,0.8439,0.8,,0.022028145095488047,0.007988467980949423,0.011603787745468474,0.5223270204242192,,,,0.05418163373049968,,0.9678390309826956,1.9936564181280432,,,,,,,,,,,,1.6375649,89.79,59.2801,1.52349,3531.8462,139.5987,0.6002,0.3946
2011-05-01,6834052000.0,1658344000.0,856540000.0,,2670989000.0,2208191000.0,,294958000.0,1369184000.0,728579000.0,,57667000.0,33444000.0,29707000.0,0.79,-12023000.0,34467000.0,34481000.0,-46490000.0,2208191000.0,,33.6022,0.8676,0.79,,0.021590130097877604,0.008438185720565193,0.04211778694463272,0.5321264344310188,,,,-0.033954530581718746,,0.8267315964236468,1.9360963877927475,,,,,,,,,,,,1.6375649,89.79,59.2801,1.52349,3531.8462,139.5987,0.6002,0.3946
2011-10-30,6896365000.0,1774040000.0,983676000.0,6896365000.0,2774893000.0,2030445000.0,,159981000.0,4357788000.0,2281679000.0,354707000.0,236635000.0,96923000.0,118072000.0,3.25,173340000.0,117892000.0,98768000.0,55448000.0,2030445000.0,,17.404,0.8733,3.25,453475000.0,0.08527716203832003,0.03431300402458397,0.05430163192885932,0.5235865076502115,0.08139611197240434,0.05143390757304754,0.07381520300965301,0.012723886522244772,0.10406082168292721,0.7317201059644461,1.8034800076447937,13602551000.0,346639000.0,,7117950000.0,341135000.0,,348750000.0,4.8100000000000005,4.8100000000000005,,,1.6375649,89.79,59.2801,1.52349,3531.8462,139.5987,0.6002,0.3946
2012-01-29,6752361000.0,1739235000.0,1043871000.0,6752361000.0,2715449000.0,1832925000.0,,233197000.0,5890624000.0,3055889000.0,431565000.0,317881000.0,129355000.0,113684000.0,4.36,490721000.0,169841000.0,132010000.0,320880000.0,1832925000.0,1.6661,18.7893,0.8794,4.36,563575000.0,0.11706388151646376,0.04707701498779464,0.05396389245010376,0.5187716954943993,0.07326303630990537,0.06391320013844047,0.0948833583166204,0.05447300659488706,0.09567322579068024,0.67499886759059,1.6661397816396855,16254444000.0,665988000.0,,8488098000.0,581070000.0,,388283000.0,9.2,9.2,,,1.6375649,89.79,59.2801,1.52349,3531.8462,139.5987,0.6002,0.3946
2012-04-29,6780397000.0,1727953000.0,981893000.0,6780397000.0,2829309000.0,1794862000.0,107393000.0,238612000.0,1427406000.0,756829000.0,123004000.0,93114000.0,29517000.0,29890000.0,1.27,-508000.0,39074000.0,33459000.0,-39582000.0,1902255000.0,,19.9294,1.0503,1.27,156463000.0,0.03291050924448337,0.013732824198937024,0.06523301709534639,0.5302128476411057,0.08617310001499223,0.01814112064529555,0.025996478120131103,-0.02773002215207166,0.10961352271182831,0.6723390764317365,1.7598180249782818,13045002000.0,705297000.0,,6822976000.0,290256000.0,,289239000.0,9.67,9.67,,,1.6375649,89.79,59.2801,1.52349,3531.8462,139.5987,0.6002,0.3946
2012-07-29,6731488000.0,1819938000.0,1109393000.0,6731488000.0,2781200000.0,1715464000.0,52791000.0,261986000.0,2764029000.0,1499490000.0,244307000.0,180816000.0,58069000.0,63491000.0,2.46,207298000.0,81685000.0,67792000.0,125613000.0,1768255000.0,,16.9801,0.9607,2.46,312099000.0,0.06501366316697828,0.02686122295694503,0.06541754807927123,0.5425015439418327,0.08838800171778227,0.03629316430483127,0.05370027838499337,0.04544561580214969,0.11291451717764177,0.6357885085574572,1.6404808755779061,14439847000.0,828446000.0,1153583000.0,7593887000.0,462359000.0,1485612000.0,313864000.0,11.34,11.34,1.1902535789964002,3.6754231131955244,1.6375649,89.79,59.2801,1.52349,3531.8462,139.5987,0.6002,0.3946
2012-10-28,6985971000.0,1912119000.0,1139966000.0,6985971000.0,3046624000.0,1647596000.0,142514000.0,276630000.0,4406799000.0,2368574000.0,453446000.0,346225000.0,86729000.0,107221000.0,4.7,285378000.0,137048000.0,102544000.0,148330000.0,1790110000.0,,19.7872,1.3064,4.7,555990000.0,0.11364218229752014,0.0495600396852492,0.07856609752339509,0.5374817412820507,0.10289690997932967,0.06490808507507403,0.09375045226799737,0.03365935228722708,0.1261664078620332,0.5875716859054482,1.677347394571417,14488858000.0,938036000.0,1252322000.0,7680782000.0,555241000.0,1588127000.0,303670000.0,12.790000000000001,12.790000000000001,1.1271831534883545,4.1239569269272565,1.6375649,89.79,59.2801,1.52349,3531.8462,139.5987,0.6002,0.3946
2013-02-03,7781549000.0,2437006000.0,1162447000.0,7781549000.0,3252569000.0,2211642000.0,10847000.0,892209000.0,-2555235000.0,-1375663000.0,-277645000.0,-186315000.0,-55568000.0,-91330000.0,-2.5599999999999996,77369000.0,-47253000.0,-63439000.0,30116000.0,2222489000.0,2.0964,18.6158,1.3576,-2.5599999999999996,-341084000.0,-0.057282412763572425,-0.023943176352163302,0.07291501564435365,0.538370443423012,0.10865732506012167,-0.035679914114786146,-0.05071087831398316,-0.011786000113492496,0.13348439576007687,0.6833026447709487,2.0964448271620126,6042999000.0,433840000.0,543112000.0,3249230000.0,264477000.0,683468000.0,118747000.0,5.87,5.87,3.2517820878226926,4.573690282701879,1.6375649,89.79,59.2801,1.52349,3531.8462,139.5987,0.6002,0.3946
2013-05-05,11607284000.0,3082451000.0,1287703000.0,11607284000.0,4113689000.0,4362338000.0,14724000.0,746281000.0,1910160000.0,951861000.0,-39164000.0,-20052000.0,47944000.0,-19151000.0,-0.25,-116952000.0,45730000.0,95843000.0,-162682000.0,4377062000.0,,27.9214,1.433,-0.25,56679000.0,-0.004874456965511977,-0.0017275359162401817,-0.010497549943460234,0.4983148008543787,-0.020502994513548603,-0.003374088201856696,-0.004612548407084367,-0.08516668760732085,0.029672383465259456,1.064023556472062,2.3937592752366035,6525753000.0,320674000.0,380944000.0,3444262000.0,141377000.0,583684000.0,137174000.0,4.35,4.35,7.499026870704011,2.7770860367124963,1.6375649,89.79,59.2801,1.52349,3531.8462,139.5987,0.6002,0.3946
