report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-04-30,,,,,,,,,,,,,,,,,,,,,0.0,,21.7834,0.8194,,,,,,,,,,,,,,,,,,,,,,,0.9847905,293.06,206.385,2.50775,129630.266,19.4816,85.0765,1.5023
2010-07-30,34633000000.0,11121000000.0,7993000000.0,15420000000.0,19213000000.0,,0.0,1191000000.0,,,,,,,,,2782000000.0,612000000.0,848000000.0,2170000000.0,0.0,,15.8511,0.6138,,,,,,,,,,,,0.0,1.3913424246215438,,,,,,,,,,0.9847905,293.06,206.385,2.50775,129630.266,19.4816,85.0765,1.5023
2010-10-29,34341000000.0,10701000000.0,8008000000.0,15449000000.0,18892000000.0,,,1078000000.0,,,,,,,,,3833000000.0,1012000000.0,1272000000.0,2821000000.0,0.0,,15.516,0.6174,,,,,,,,,,,,0.0,1.3362887112887112,,,,,,,,,,0.9847905,293.06,206.385,2.50775,129630.266,19.4816,85.0765,1.5023
2011-01-28,33699000000.0,9967000000.0,7119000000.0,15587000000.0,18112000000.0,,,652000000.0,48815000000.0,17152000000.0,,,332000000.0,1218000000.0,1.42,,-2763000000.0,-295000000.0,-436000000.0,-3058000000.0,0.0,1.4001,17.3359,0.7138,1.42,,,,,0.3513674075591519,,,,-0.06264467888968554,,0.0,1.4000561876668072,,,,,,,,,,0.9847905,293.06,206.385,2.50775,129630.266,19.4816,85.0765,1.5023
2011-04-29,35884000000.0,11973000000.0,9921000000.0,18425000000.0,17459000000.0,,,1496000000.0,12185000000.0,4319000000.0,,,,279000000.0,0.34,1328000000.0,2423000000.0,313000000.0,397000000.0,2110000000.0,0.0,,17.4601,0.7119,0.34,,,,,0.35445219532211736,,,,0.17316372589249077,,0.0,1.206833988509223,,,,,4043000000.0,,,,,0.9847905,293.06,206.385,2.50775,129630.266,19.4816,85.0765,1.5023
2011-07-29,34045000000.0,10168000000.0,8677000000.0,17266000000.0,16779000000.0,,,568000000.0,,,,,,,,,3293000000.0,780000000.0,786000000.0,2513000000.0,0.0,,14.1913,0.5759,,,,,,,,,,,,0.0,1.1718335830356115,,,,,4386000000.0,,,,,0.9847905,293.06,206.385,2.50775,129630.266,19.4816,85.0765,1.5023
2011-10-28,33866000000.0,10423000000.0,9156000000.0,17057000000.0,16809000000.0,6025000000.0,,675000000.0,,,,,,,,,3892000000.0,1264000000.0,1171000000.0,2628000000.0,6025000000.0,,14.957,0.5491,,,,,,,,,,,,0.3584389315247784,1.1383792048929664,,,,,4193000000.0,,,,,0.9847905,293.06,206.385,2.50775,129630.266,19.4816,85.0765,1.5023
2012-02-03,33559000000.0,10072000000.0,7891000000.0,17026000000.0,16533000000.0,7035000000.0,,1014000000.0,38023000000.0,13031000000.0,,,,788000000.0,1.0899999999999999,,-5259000000.0,-528000000.0,-775000000.0,-5787000000.0,7035000000.0,1.2764,18.5363,0.6786,1.0899999999999999,,,,,0.34271362070325856,,,,-0.15219735423296427,,0.42551261114135364,1.2763908249904956,,,,,1464000000.0,,,,,0.9847905,293.06,206.385,2.50775,129630.266,19.4816,85.0765,1.5023
2012-05-04,37208000000.0,13628000000.0,10996000000.0,22005000000.0,15203000000.0,9018000000.0,,3072000000.0,,,,,,,,,2467000000.0,337000000.0,396000000.0,2130000000.0,9018000000.0,,19.3822,0.7211,,,,,,,,,,,,0.5931724001841742,1.2393597671880683,,,,,1484000000.0,,,,,0.9847905,293.06,206.385,2.50775,129630.266,19.4816,85.0765,1.5023
2012-08-03,35032000000.0,11599000000.0,9022000000.0,20208000000.0,14824000000.0,9008000000.0,,1710000000.0,,,,,,,,,2796000000.0,622000000.0,789000000.0,2174000000.0,9008000000.0,,16.4715,0.5895,,,,,,,,,,,,0.6076632487857528,1.2856351141653735,,,,,1145000000.0,,,,,0.9847905,293.06,206.385,2.50775,129630.266,19.4816,85.0765,1.5023
2012-11-02,33953000000.0,10830000000.0,8614000000.0,19728000000.0,14225000000.0,9004000000.0,,1091000000.0,,,,,,,,,3508000000.0,947000000.0,1185000000.0,2561000000.0,9004000000.0,,18.9808,0.7399,,,,,,,,,,,,0.632970123022847,1.2572556303691664,,,,,1078000000.0,,,,,0.9847905,293.06,206.385,2.50775,129630.266,19.4816,85.0765,1.5023
2013-02-01,32666000000.0,9784000000.0,7708000000.0,18809000000.0,13857000000.0,9030000000.0,,541000000.0,50521000000.0,17327000000.0,,,,1178000000.0,1.69,,-5009000000.0,-695000000.0,-747000000.0,-5704000000.0,9030000000.0,1.2693,22.1376,0.8584,1.69,,,,,0.34296629124522476,,,,-0.1129035450604699,,0.6516562026412643,1.269330565646082,,,,,1161000000.0,,,,,0.9847905,293.06,206.385,2.50775,129630.266,19.4816,85.0765,1.5023
2013-05-03,34731000000.0,12014000000.0,10439000000.0,21479000000.0,13252000000.0,9026000000.0,,1081000000.0,,,,,,,,,1992000000.0,196000000.0,376000000.0,1796000000.0,9026000000.0,,21.842,0.8541,,,,,,,,,,,,0.6811047389073347,1.1508765207395344,,,,,827000000.0,,,,,0.9847905,293.06,206.385,2.50775,129630.266,19.4816,85.0765,1.5023
2013-08-02,33408000000.0,10913000000.0,9340000000.0,20346000000.0,13062000000.0,,,1085000000.0,,,,,,,,,3356000000.0,376000000.0,767000000.0,2980000000.0,0.0,,22.2649,0.9293,,,,,,,,,,,,0.0,1.1684154175588866,,,,,1633000000.0,,,,,0.9847905,293.06,206.385,2.50775,129630.266,19.4816,85.0765,1.5023
2013-11-01,34077000000.0,11365000000.0,9403000000.0,21426000000.0,12651000000.0,,,1101000000.0,,,,,,,,,3859000000.0,610000000.0,1167000000.0,3249000000.0,0.0,,22.7485,0.978,,,,,,,,,,,,0.0,1.2086568116558545,,,,,2321000000.0,,,,,0.9847905,293.06,206.385,2.50775,129630.266,19.4816,85.0765,1.5023
2014-01-31,32732000000.0,10296000000.0,8876000000.0,20879000000.0,11853000000.0,10086000000.0,386000000.0,391000000.0,53417000000.0,18476000000.0,,,,1387000000.0,2.14,,-5096000000.0,-242000000.0,-748000000.0,-5338000000.0,10472000000.0,1.16,21.1681,0.9063,2.14,,,,,0.3458823969897224,,,,-0.09993073366156842,,0.8834894119632161,1.1599819738621,,,,,2687000000.0,,,,,0.9847905,293.06,206.385,2.50775,129630.266,19.4816,85.0765,1.5023
