report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2021-06-30,27930362000.0,3148062000.0,1683371000.0,17283890000.0,10646472000.0,1799727000.0,3253983000.0,576316000.0,224701000.0,176912000.0,14101000.0,2.5,90024000.0,990355000.0,,,0.0,,209.979,11.3439,2.5,576316000.0,0.02110567707311868,0.008045044314141006,0.06905414072538178,0.1771109437265038,0.02063403259864659,0.05413211061842834,,0.1771109437265038,0.0,1.870093995916527,6489387000.0,379952000.0,1137450000.0,,1137450000.0,349903000.0,4.140000000000001,4.140000000000001,0.0,3.2507580672357768,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2021-09-30,27774131000.0,2899363000.0,1781136000.0,17205558000.0,10568763000.0,1379100000.0,4929159000.0,858437000.0,376917000.0,255855000.0,67325000.0,4.18,90202000.0,1655101000.0,,,0.0,,165.7263,10.9211,4.18,858437000.0,0.03566330326453531,0.013570793628070668,0.07646679687143385,0.1741548609002063,0.030907789698262748,0.08122398051692521,,0.1741548609002063,0.0,1.627816741674976,6984116000.0,438086000.0,1171565000.0,,1171565000.0,290204000.0,4.69,4.69,0.0,4.03703946189577,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2021-12-31,27918698000.0,2957101000.0,1605954000.0,17036934000.0,10882082000.0,1536358000.0,-3143669000.0,-624253000.0,-257789000.0,-186366000.0,-4830000.0,-2.8899999999999997,-179659000.0,-489408000.0,,,0.0,1.8412,152.2599,11.4775,-2.8899999999999997,-624253000.0,-0.023689308718680857,-0.009233560963337188,0.08200258996732798,0.19857465910056052,-0.02235967450917661,-0.05736521742806202,,0.19857465910056052,0.0,1.841336053211985,6635537000.0,500191000.0,1108162000.0,,1108162000.0,336082000.0,5.53,5.53,0.0,3.297296493117751,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2022-03-31,28023233000.0,3062796000.0,1607014000.0,17080423000.0,10942885000.0,1695305000.0,1734447000.0,267316000.0,147453000.0,79965000.0,32744000.0,1.62,91162000.0,581123000.0,,,0.0,,136.9439,9.9323,1.62,267316000.0,0.01347478292973014,0.005261812582438293,0.08501441669880948,0.15412174600895848,0.009539084944267494,0.024428292904476286,,0.15412174600895848,0.0,1.9058925435621594,6773920000.0,491282000.0,1077816000.0,,1077816000.0,326366000.0,5.41,5.41,0.0,3.3024763608954366,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2022-06-30,29038214000.0,3289947000.0,1608944000.0,18408620000.0,10629784000.0,1891311000.0,3551601000.0,585169000.0,363775000.0,170791000.0,41379000.0,3.99,91213000.0,1382704000.0,,,0.0,,93.5447,8.6256,3.99,585169000.0,0.034222238194115705,0.012527457783732843,0.10242563846558214,0.16476203267202594,0.020151687014910765,0.055049942689334046,,0.16476203267202594,0.0,2.0447865183623546,7071538000.0,630356000.0,1086669000.0,,1086669000.0,320245000.0,6.9,6.9,0.0,3.3932426735780417,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2022-09-30,29325866000.0,4017055000.0,1695989000.0,18171773000.0,11154379000.0,2500816000.0,5392260000.0,918328000.0,575582000.0,262137000.0,75985000.0,6.29,91519000.0,2202993000.0,,,0.0,,75.3165,7.4153,6.29,918328000.0,0.05160143832301198,0.019627110074089543,0.10674225649356671,0.17030484435097715,0.03131460806647619,0.08232892212107909,,0.17030484435097715,0.0,2.3685619423239186,7534639000.0,829021000.0,1146560000.0,,1146560000.0,326527000.0,9.010000000000002,9.010000000000002,0.0,3.5113788446284686,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2022-12-31,30310742000.0,3305255000.0,1838298000.0,18804910000.0,11505966000.0,1906421000.0,-3415203000.0,-570285000.0,-382465000.0,-156556000.0,-25316000.0,-4.23,-182066000.0,-1203638000.0,,,0.0,1.7982,86.0522,8.3456,-4.23,-570285000.0,-0.033240581451396606,-0.012618133861586101,0.11198895058361098,0.16698421733642188,-0.018814616943392544,-0.04956428690993872,,0.16698421733642188,0.0,1.7979973867131445,7263105000.0,704345000.0,1200528000.0,,1200528000.0,356337000.0,7.670000000000001,7.670000000000001,0.0,3.3690803929987623,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2023-03-31,31274198000.0,3993146000.0,1754152000.0,19245339000.0,12029048000.0,2642578000.0,1998209000.0,384121000.0,258786000.0,97481000.0,55055000.0,2.77,93340000.0,691408000.0,,,0.0,,82.6625,8.9582,2.77,384121000.0,0.02151342317363768,0.008274744567390665,0.12950897528736985,0.1922326443330002,0.012282361325460688,0.03193278470582211,,0.1922326443330002,0.0,2.276396800277285,7526867000.0,815678000.0,1317333000.0,,1317333000.0,373853000.0,8.82,8.82,0.0,3.5236657188788105,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2023-06-30,31566945000.0,3744016000.0,1854228000.0,19517945000.0,12024109000.0,2342177000.0,4016617000.0,716507000.0,465816000.0,197454000.0,92440000.0,4.98,93599000.0,1432706000.0,,,0.0,,90.9184,9.487,4.98,716507000.0,0.03874016777459353,0.014756448557185373,0.1159722223951151,0.17838569124215728,0.022698015281491447,0.05958919700411897,,0.17838569124215728,0.0,2.019177792590771,7991883000.0,917719000.0,1448671000.0,,1448671000.0,400516000.0,9.81,9.81,0.0,3.617011555093929,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2023-09-30,31684602000.0,3885380000.0,1893691000.0,19773043000.0,11886884000.0,2357497000.0,6077647000.0,1096858000.0,741610000.0,298839000.0,112425000.0,7.91,93788000.0,2217881000.0,,,0.0,,76.6106,8.3893,7.91,1096858000.0,0.062388932204604675,0.023406006488577637,0.12202255247795735,0.18047412098794155,0.03461801413822398,0.09227464489432217,,0.18047412098794155,0.0,2.0517497310807307,8677270000.0,1083747000.0,1627201000.0,,1627201000.0,437218000.0,11.43,11.43,0.0,3.721715482894117,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2023-12-31,32650724000.0,3567697000.0,3162250000.0,20137225000.0,12488894000.0,2095712000.0,-3904337000.0,-754212000.0,-497034000.0,-191752000.0,-104670000.0,-5.35,-186718000.0,-1125400000.0,,,0.0,1.1282,78.0182,9.2345,-5.35,-754212000.0,-0.039798079797938875,-0.015222755856807341,0.12730304786702581,0.19317287416531922,-0.02309939589700982,-0.060390615854374295,,0.19317287416531922,0.0,1.1282147205312674,8188136000.0,969178000.0,1443274000.0,,1443274000.0,402022000.0,10.310000000000002,10.310000000000002,0.0,3.5900373611394403,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2024-03-31,31937000000.0,3167000000.0,2891000000.0,19613000000.0,12299000000.0,1527000000.0,2127000000.0,364000000.0,,104000000.0,46000000.0,2.43,95156000.0,598000000.0,,,0.0,,80.6572,9.1294,2.43,364000000.0,,,,0.17113305124588624,0.011397438707455302,0.029595902105862264,,0.17113305124588624,0.0,1.0954686959529574,8316927000.0,,1423153000.0,,1423153000.0,408541000.0,9.970000000000002,9.970000000000002,0.0,3.483501043958868,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2024-06-30,32854000000.0,3729000000.0,3068000000.0,20551000000.0,12278000000.0,1993000000.0,4286000000.0,800000000.0,532000000.0,,93000000.0,5.59,95161000.0,1510000000.0,,,0.0,,69.6351,8.5248,5.59,800000000.0,0.043329532497149374,0.01619285322943934,0.1241250583294447,0.18665422305179655,0.024350155232239604,0.06515719172503665,,0.18665422305179655,0.0,1.2154498044328552,8586310000.0,,1506646000.0,,1506646000.0,,10.580000000000002,10.580000000000002,0.0,,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2024-09-30,35438000000.0,5055000000.0,4370000000.0,21826000000.0,13588000000.0,2776000000.0,6487000000.0,1225000000.0,829000000.0,,147000000.0,8.69,95350000.0,2268000000.0,,,0.0,,79.7639,9.8024,8.69,1225000000.0,0.061009714453929935,0.023392968000451493,0.12779404963773702,0.18883921689532912,0.03456741351092048,0.09015307624374448,,0.18883921689532912,0.0,1.1567505720823799,8995663000.0,,1634788000.0,,1634788000.0,,11.360000000000001,11.360000000000001,0.0,,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2024-12-31,35085000000.0,5447000000.0,3349000000.0,21533000000.0,13528000000.0,3081000000.0,-4152000000.0,-1061000000.0,-546000000.0,,-125000000.0,-8.21,-189840000.0,-1127000000.0,,,0.0,1.6265,111.6291,10.3998,-8.21,-1061000000.0,-0.04036073329390893,-0.0155622060709705,0.1315028901734104,0.2555394990366089,-0.030240843665384067,-0.07842992312241277,,0.2555394990366089,0.0,1.626455658405494,8748000000.0,,1328000000.0,,1328000000.0,,8.5,8.5,0.0,,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2025-03-31,36079000000.0,5505000000.0,3327000000.0,22166000000.0,13889000000.0,2950000000.0,2225000000.0,458000000.0,343000000.0,,49000000.0,3.5,97887000.0,809000000.0,,,0.0,,86.0368,9.0161,3.5,458000000.0,0.024695802433580532,0.00950691538013803,0.1541573033707865,0.20584269662921348,0.01269436514315807,0.03297573619411045,,0.20584269662921348,0.0,1.654643823264202,8846000000.0,1158000000.0,1422000000.0,,1422000000.0,,9.57,9.57,0.0,,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2025-06-30,38849000000.0,6550000000.0,4241000000.0,24742000000.0,14084000000.0,3660000000.0,4481000000.0,952000000.0,711000000.0,,87000000.0,7.26,97968000.0,1753000000.0,,,0.0,,78.2818,8.7009,7.26,952000000.0,0.05048281738142573,0.01830162938556977,0.15866993974559251,0.2124525775496541,0.024505135267317048,0.06759443339960239,,0.2124525775496541,0.0,1.5444470643716104,9041000000.0,1337000000.0,1574000000.0,,1574000000.0,,11.24,11.24,0.0,,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2025-09-30,38060000000.0,4966000000.0,3069000000.0,23880000000.0,14157000000.0,2077000000.0,6797000000.0,1426000000.0,1085000000.0,,112000000.0,11.07,98037000.0,2767000000.0,,,0.0,,71.5696,8.4622,11.07,1426000000.0,0.07664053118598572,0.028507619548081977,0.1596292481977343,0.20979844048845078,0.03746715712033631,0.10072755527300982,,0.20979844048845078,0.0,1.6181166503747149,9351000000.0,1593000000.0,1775000000.0,,1775000000.0,,13.620000000000001,13.620000000000001,0.0,,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
2025-12-31,40141000000.0,5125000000.0,3893000000.0,25963000000.0,14156000000.0,1727000000.0,-4286000000.0,-988000000.0,-789000000.0,,-88000000.0,-8.069999999999999,-195769000.0,-1418000000.0,,,0.0,1.3165,55.9813,8.1995,-8.069999999999999,-988000000.0,-0.05573608363944617,-0.01965571360952642,0.18408772748483435,0.23051796546896874,-0.024613238334869586,-0.06979372704153716,,0.23051796546896874,0.0,1.3164654508091447,9217000000.0,1350000000.0,1848000000.0,,1848000000.0,,13.760000000000003,13.760000000000003,0.0,,1.0253031,992.9,701.41,0.63444,95657.07,70.8571,5.3387,10.3783
