report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,12866000000.0,4486000000.0,1542000000.0,1998000000.0,10868000000.0,,2695000000.0,1308000000.0,511000000.0,,130000000.0,0.3,1264000000.0,227000000.0,12000000.0,33000000.0,215000000.0,0.0,,49.3816,3.27,0.3,544000000.0,,,,0.39067278287461776,0.0397170837867247,0.04701877070298123,0.1643730886850153,0.41590214067278286,0.0,2.909208819714656,,,,,,,,,0.43664676,94.33999999999999,70.945,7.47358,74289.5,34.3139,3.1133,8.5331
2010-06-30,12393000000.0,3968000000.0,1090000000.0,1535000000.0,10858000000.0,,2214000000.0,2275000000.0,811000000.0,,212000000.0,0.47,1254000000.0,201000000.0,39000000.0,59000000.0,162000000.0,0.0,,39.6614,2.8779,0.47,870000000.0,,,,0.3564835164835165,0.065440167836682,0.07469147172591638,0.07120879120879121,0.3824175824175824,0.0,3.6403669724770644,,,,,,,,,0.43664676,94.33999999999999,70.945,7.47358,74289.5,34.3139,3.1133,8.5331
2010-09-30,12570000000.0,4148000000.0,1393000000.0,1824000000.0,10746000000.0,,2123000000.0,745000000.0,55000000.0,,18000000.0,0.04,1227000000.0,,,,,0.0,,36.2959,2.8951,0.04,55000000.0,,,,0.0738255033557047,0.004375497215592681,0.005118183510143309,,0.0738255033557047,0.0,2.977745872218234,,,,,,,,,0.43664676,94.33999999999999,70.945,7.47358,74289.5,34.3139,3.1133,8.5331
2010-12-31,13406000000.0,5385000000.0,2907000000.0,3203000000.0,10203000000.0,,2812000000.0,119000000.0,-908000000.0,,-286000000.0,-0.48000000000000004,-2509000000.0,948000000.0,46000000.0,106000000.0,902000000.0,0.0,1.8351,35.8923,3.3745,-0.48000000000000004,-802000000.0,,,,-7.630252100840337,-0.06773086677607042,-0.08899343330393021,7.579831932773109,-6.739495798319328,0.0,1.8524251805985552,4447000000.0,,469000000.0,,667000000.0,0.3299999999999999,0.3299999999999999,0.0,0.43664676,94.33999999999999,70.945,7.47358,74289.5,34.3139,3.1133,8.5331
2011-03-31,12377000000.0,4349000000.0,1891000000.0,2140000000.0,10237000000.0,,2658000000.0,1449000000.0,674000000.0,,173000000.0,0.42,1182000000.0,134000000.0,4000000.0,26000000.0,130000000.0,0.0,,24.0172,2.8274,0.42,700000000.0,,,,0.46514837819185645,0.054455845519915974,0.06583960144573606,0.08971704623878538,0.4830917874396135,0.0,2.2998413537810682,4588000000.0,,632000000.0,,823000000.0,0.4499999999999999,0.4499999999999999,0.0,0.43664676,94.33999999999999,70.945,7.47358,74289.5,34.3139,3.1133,8.5331
2011-06-30,11972000000.0,3954000000.0,1246000000.0,1507000000.0,10465000000.0,,2334000000.0,2595000000.0,1141000000.0,,308000000.0,0.71,1166000000.0,56000000.0,18000000.0,52000000.0,38000000.0,0.0,,20.3716,2.8034,0.71,1193000000.0,,,,0.4396917148362235,0.09530571333110592,0.10903010033444815,0.01464354527938343,0.4597302504816956,0.0,3.173354735152488,4908000000.0,,962000000.0,,1146000000.0,0.69,0.69,0.0,0.43664676,94.33999999999999,70.945,7.47358,74289.5,34.3139,3.1133,8.5331
2011-09-30,12113000000.0,4082000000.0,1279000000.0,1542000000.0,10571000000.0,,2469000000.0,3348000000.0,1304000000.0,,325000000.0,0.84,1160000000.0,102000000.0,47000000.0,77000000.0,55000000.0,0.0,,18.0604,2.8475,0.84,1381000000.0,,,,0.38948626045400236,0.10765293486336994,0.12335635228455208,0.016427718040621268,0.4124850657108722,0.0,3.1915559030492573,7511000000.0,,2211000000.0,1125000000.0,2472000000.0,1.4899999999999998,1.4899999999999998,0.0,0.43664676,94.33999999999999,70.945,7.47358,74289.5,34.3139,3.1133,8.5331
2011-12-31,13277000000.0,5380000000.0,2556000000.0,2785000000.0,10492000000.0,,3165000000.0,-2637000000.0,-1791000000.0,,-560000000.0,-1.0499999999999998,-2352000000.0,660000000.0,3000000.0,-7000000.0,657000000.0,0.0,2.1049,12.8659,2.9358,-1.0499999999999998,-1798000000.0,,,,0.6791808873720137,-0.1348949310838292,-0.1707014868471216,-0.24914675767918087,0.6818354190367842,0.0,2.104851330203443,4755000000.0,,1328000000.0,880000000.0,1476000000.0,0.9199999999999999,0.9199999999999999,0.0,0.43664676,94.33999999999999,70.945,7.47358,74289.5,34.3139,3.1133,8.5331
2012-03-31,12482000000.0,4566000000.0,1774000000.0,1996000000.0,10486000000.0,,3049000000.0,1172000000.0,513000000.0,384000000.0,130000000.0,0.33,1127000000.0,153000000.0,9000000.0,23000000.0,144000000.0,0.0,,14.9019,3.2146,0.33,536000000.0,0.03662025557886706,0.03076430059285371,0.32764505119453924,0.4377133105802048,0.0410991828232655,0.04892237268739271,0.12286689419795221,0.45733788395904434,0.0,2.5738444193912065,4478000000.0,,1167000000.0,894000000.0,1312000000.0,0.8300000000000001,0.8300000000000001,0.0,0.43664676,94.33999999999999,70.945,7.47358,74289.5,34.3139,3.1133,8.5331
2012-06-30,12269000000.0,4332000000.0,1484000000.0,1705000000.0,10564000000.0,,2786000000.0,2247000000.0,740000000.0,569000000.0,174000000.0,0.5,1121000000.0,245000000.0,26000000.0,45000000.0,219000000.0,0.0,,16.2738,3.0133,0.5,785000000.0,0.05386217341915941,0.04637704784416008,0.25322652425456166,0.32932799287939474,0.060314614067976204,0.07004922377887164,0.09746328437917223,0.3493546951490877,0.0,2.9191374663072778,4130000000.0,,766000000.0,1075000000.0,904000000.0,0.6200000000000001,0.6200000000000001,0.0,0.43664676,94.33999999999999,70.945,7.47358,74289.5,34.3139,3.1133,8.5331
2012-09-30,12661000000.0,4702000000.0,1555000000.0,1778000000.0,10883000000.0,,2909000000.0,3088000000.0,967000000.0,795000000.0,176000000.0,0.7,1118000000.0,369000000.0,46000000.0,69000000.0,323000000.0,0.0,,13.8078,2.7468,0.7,1036000000.0,0.07304971055775061,0.06279124871653108,0.25744818652849744,0.3131476683937824,0.07637627359608246,0.08885417623816962,0.10459844559585492,0.33549222797927464,0.0,3.0237942122186494,3870000000.0,,429000000.0,1343000000.0,559000000.0,0.4800000000000001,0.4800000000000001,0.0,0.43664676,94.33999999999999,70.945,7.47358,74289.5,34.3139,3.1133,8.5331
