report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-06-30,1632184000.0,731640000.0,310453000.0,825244000.0,804136000.0,369743000.0,166509000.0,,738064000.0,221853000.0,100828000.0,61575000.0,31614000.0,1.28,47911000.0,29462000.0,7007000.0,17176000.0,22455000.0,369743000.0,,16.9218,1.3405,1.28,118004000.0,0.07657286827103874,0.037725526043632336,0.08342772442498211,0.30058775390752024,0.13661145916885256,0.06177489792817476,0.08589300941579157,0.03042419085607752,0.1598831537644432,0.4598015758528408,2.356685230936728,,,,,,,,,,1.0057665,266.27,151.81,0.98465,43295.973,37.0051,3.2751,3.8771
2010-09-30,1705680000.0,743778000.0,319133000.0,832539000.0,869308000.0,369772000.0,176808000.0,,1113771000.0,331090000.0,151461000.0,92119000.0,46916000.0,1.92,47956000.0,75249000.0,12371000.0,26887000.0,62878000.0,369772000.0,,19.6929,1.5549,1.92,178348000.0,0.10596819539219701,0.05400719947469631,0.08270910267909651,0.2972693668626675,0.13598935508286714,0.08879801604052343,0.12223665945701649,0.05645505225041773,0.16012986511589905,0.4253636225595531,2.3306207756640647,,,,,,,,,,1.0057665,266.27,151.81,0.98465,43295.973,37.0051,3.2751,3.8771
2010-12-31,1803081000.0,801953000.0,348374000.0,899694000.0,899771000.0,382007000.0,236941000.0,,1507012000.0,449078000.0,202810000.0,123099000.0,63728000.0,2.56,48005000.0,176136000.0,20843000.0,38586000.0,155293000.0,382007000.0,2.3046,20.5987,1.6827,2.56,241396000.0,0.13681147758707493,0.06827147532473583,0.08168415380899423,0.29799231857476915,0.13457756142618638,0.11247969447850652,0.15822552735341067,0.10304695649404251,0.16018186981921842,0.42456024921896796,2.301988667351754,,,,,,,,,,1.0057665,266.27,151.81,0.98465,43295.973,37.0051,3.2751,3.8771
2011-03-31,1897128000.0,844935000.0,381471000.0,927495000.0,966043000.0,360001000.0,200687000.0,,455259000.0,133195000.0,66377000.0,40952000.0,22201000.0,0.85,48251000.0,16486000.0,7401000.0,10818000.0,9085000.0,360001000.0,,24.413,2.0422,0.85,77195000.0,0.04239148774951011,0.021586313627757325,0.08995319148001467,0.2925697240471907,0.14580052234003063,0.034988150509612424,0.05005640838463882,0.01995567358360845,0.16956282028471706,0.37265525447625003,2.214939012401991,3814106000.0,317745000.0,521476000.0,1135216000.0,249711000.0,614943000.0,6.609999999999999,6.609999999999999,0.5854217382749295,1.0057665,266.27,151.81,0.98465,43295.973,37.0051,3.2751,3.8771
2011-06-30,2011478000.0,931932000.0,456144000.0,993162000.0,1014816000.0,356190000.0,221475000.0,,934158000.0,275939000.0,122739000.0,77286000.0,38026000.0,1.6,48303000.0,66046000.0,12816000.0,20774000.0,53230000.0,356190000.0,,22.8597,1.863,1.6,143513000.0,0.0761576482830385,0.03842249331088881,0.08273332776682317,0.29538793223416165,0.13138997899712895,0.06101931017888339,0.08952477232047125,0.056981795370804514,0.15362818709468848,0.35098973607038125,2.04306534778491,4010200000.0,333456000.0,543387000.0,1189302000.0,280486000.0,640452000.0,6.93,6.93,0.556154091173109,1.0057665,266.27,151.81,0.98465,43295.973,37.0051,3.2751,3.8771
2011-09-30,2005617000.0,950377000.0,453593000.0,991357000.0,1011017000.0,366087000.0,221136000.0,,1432998000.0,423090000.0,198192000.0,123886000.0,61586000.0,2.56,48327000.0,100020000.0,22226000.0,33678000.0,77794000.0,366087000.0,,16.4685,1.3969,2.56,231870000.0,0.12253602066038455,0.061769520302231186,0.08645231884482742,0.2952481441006896,0.13830584550711167,0.09881846833169045,0.14391941349382473,0.05428758449069713,0.16180762289968303,0.3620977688802463,2.09521972340843,4329427000.0,365223000.0,590118000.0,1281302000.0,295402000.0,693974000.0,7.57,7.57,0.5275226449405885,1.0057665,266.27,151.81,0.98465,43295.973,37.0051,3.2751,3.8771
2011-12-31,2158953000.0,1055782000.0,541385000.0,1111309000.0,1045189000.0,395805000.0,285615000.0,,-854778000.0,-261800000.0,-116607000.0,-71975000.0,-36648000.0,-1.5,-96552000.0,66074000.0,-4472000.0,-20421000.0,61602000.0,395805000.0,1.9519,19.5183,1.6884,-1.5,-137028000.0,-0.06886314341233978,-0.033337918889387586,0.08420314982369691,0.30627835531564923,0.136417876922429,-0.0540109025069096,-0.08092122520982044,-0.07206783515719871,0.1603082905736928,0.3786922747943195,1.9501500780405812,1967637000.0,170149000.0,270701000.0,570424000.0,201711000.0,315550000.0,3.5100000000000002,3.5100000000000002,1.2543337030581525,1.0057665,266.27,151.81,0.98465,43295.973,37.0051,3.2751,3.8771
2012-03-31,2219574000.0,1114022000.0,535558000.0,1095694000.0,1120995000.0,385831000.0,269304000.0,,583309000.0,169381000.0,94110000.0,59261000.0,31011000.0,1.22,48341000.0,981000.0,10191000.0,10199000.0,-9210000.0,385831000.0,,19.3907,1.7442,1.22,104309000.0,0.05286464257200077,0.02669926751710013,0.10159452365727256,0.29037954154659024,0.16133815867747625,0.04240002811350286,0.06245578454313902,-0.01578923006502557,0.17882288804047256,0.3441861917314529,2.0801145720911647,2095687000.0,188458000.0,298434000.0,606610000.0,183416000.0,342664000.0,3.88,3.88,1.125974715756543,1.0057665,266.27,151.81,0.98465,43295.973,37.0051,3.2751,3.8771
2012-06-30,2331897000.0,1143464000.0,550314000.0,1177744000.0,1151066000.0,443088000.0,234105000.0,,1193129000.0,342808000.0,194975000.0,123973000.0,63878000.0,2.56,48333000.0,30536000.0,16461000.0,20194000.0,14075000.0,443088000.0,,17.3357,1.6888,2.56,215169000.0,0.10770277290789582,0.05316401196107718,0.10390578051493175,0.28731847101193586,0.1634148528784398,0.08361218355699244,0.12230625146629498,0.011796712677338327,0.1803400973406899,0.38493709309457497,2.0778391972582924,2354658000.0,235145000.0,370670000.0,673479000.0,144261000.0,414320000.0,4.84,4.84,1.0694342537169337,1.0057665,266.27,151.81,0.98465,43295.973,37.0051,3.2751,3.8771
2012-09-30,2396042000.0,1184049000.0,540692000.0,1165025000.0,1225266000.0,432854000.0,282055000.0,,1780722000.0,514087000.0,291817000.0,186967000.0,93263000.0,3.85,48360000.0,113525000.0,24694000.0,31488000.0,88831000.0,432854000.0,,16.2228,1.6347,3.85,323305000.0,0.1525929879715915,0.07803160378657803,0.10499505256856488,0.2886958211332257,0.16387566391609695,0.1217912707707127,0.17599269051697103,0.04988482199916663,0.18155837912936437,0.35327349326595203,2.1898770464515844,2702382000.0,298226000.0,464295000.0,764476000.0,155298000.0,505755000.0,6.130000000000001,6.130000000000001,0.8558570849522001,1.0057665,266.27,151.81,0.98465,43295.973,37.0051,3.2751,3.8771
