report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2016-09-30,25871000000.0,3024000000.0,2598000000.0,19380000000.0,6516000000.0,,859000000.0,8743000000.0,1455000000.0,735000000.0,434000000.0,255000000.0,0.0,936000000.0,227000000.0,509000000.0,709000000.0,0.0,,14.6518,5.3276,0.0,1964000000.0,0.11279926335174954,0.028410189014726913,0.08406725380304243,0.16641884936520646,0.05624057825364308,0.22329650092081033,0.08109344618551985,0.22463685233901406,0.0,1.163972286374134,12030000000.0,1945000000.0,1910000000.0,741000000.0,2578000000.0,566000000.0,1.0,1.0,0.0,3.374558303886926,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2016-12-31,26211000000.0,3557000000.0,2684000000.0,20362000000.0,5899000000.0,,1418000000.0,-5631000000.0,-965000000.0,-1244000000.0,-272000000.0,572000000.0,1.0,-553000000.0,-163000000.0,-332000000.0,-716000000.0,0.0,1.3253,80.2077,4.1226,1.0,-1297000000.0,-0.21088320054246482,-0.04746098966082942,0.2209199076540579,0.17137275794707868,-0.0368166037159971,-0.16358704865231394,0.12715325874622624,0.2303320902148819,0.0,1.3252608047690015,11663000000.0,348000000.0,1861000000.0,707000000.0,2547000000.0,587000000.0,1.0,1.0,0.0,3.1703577512776833,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2017-03-31,14287000000.0,2069000000.0,1967000000.0,12691000000.0,1598000000.0,,862000000.0,2161000000.0,277000000.0,74000000.0,104000000.0,35000000.0,0.0,63000000.0,9000000.0,89000000.0,54000000.0,0.0,,253.6526,2.8576,0.0,366000000.0,0.04630788485607009,0.005179533841954224,0.03424340583063397,0.12818139750115687,0.019388255057044865,0.17334167709637047,0.024988431281813973,0.16936603424340582,0.0,1.0518556176919167,11074000000.0,113000000.0,1729000000.0,533000000.0,2335000000.0,552000000.0,1.0,1.0,0.0,3.1322463768115942,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2017-06-30,14269000000.0,1999000000.0,1989000000.0,12754000000.0,1515000000.0,,784000000.0,4507000000.0,642000000.0,240000000.0,204000000.0,143000000.0,0.0,376000000.0,18000000.0,,358000000.0,0.0,,,2.944,0.0,642000000.0,0.15841584158415842,0.016819679024458616,0.05325049922343022,0.14244508542267584,0.0449926413904268,0.42376237623762375,0.07943199467495007,0.14244508542267584,0.0,1.0050276520864756,9780000000.0,-195000000.0,1409000000.0,405000000.0,1675000000.0,470000000.0,1.0,1.0,0.0,2.997872340425532,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2017-09-30,14223000000.0,1905000000.0,2033000000.0,12775000000.0,1447000000.0,,670000000.0,6861000000.0,1024000000.0,419000000.0,304000000.0,251000000.0,1.0,646000000.0,36000000.0,,610000000.0,0.0,,,3.1406,1.0,1024000000.0,0.2895646164478231,0.029459326443085142,0.061069814895787784,0.14924938055677014,0.07199606271532026,0.7076710435383552,0.08890832240198222,0.14924938055677014,0.0,0.9370388588293163,7898000000.0,-511000000.0,978000000.0,306000000.0,735000000.0,340000000.0,2.0,2.0,0.0,2.876470588235294,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2017-12-31,14308000000.0,1986000000.0,2208000000.0,12233000000.0,2072000000.0,,570000000.0,-4389000000.0,-571000000.0,526000000.0,-204000000.0,-763000000.0,2.0,-161000000.0,-5000000.0,,-166000000.0,0.0,0.8152,23.5182,3.1354,2.0,-571000000.0,0.25386100386100385,0.036762650265585686,-0.11984506721348827,0.13009797220323535,-0.0399077439194856,-0.27557915057915056,0.037821827295511506,0.13009797220323535,0.0,0.8994565217391305,9140000000.0,1259000000.0,1372000000.0,856000000.0,1461000000.0,408000000.0,3.0,3.0,0.0,3.3627450980392157,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2018-03-31,14260000000.0,2008000000.0,2488000000.0,12513000000.0,1742000000.0,,610000000.0,2074000000.0,279000000.0,161000000.0,83000000.0,58000000.0,0.0,243000000.0,10000000.0,82000000.0,233000000.0,0.0,,20.3871,2.9394,0.0,361000000.0,0.09242250287026406,0.01129032258064516,0.07762777242044358,0.13452266152362585,0.01956521739130435,0.16016073478760046,0.11234329797492767,0.17405978784956605,0.0,0.8070739549839229,9053000000.0,1346000000.0,1374000000.0,1035000000.0,1456000000.0,387000000.0,3.0,3.0,0.0,3.550387596899225,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2018-06-30,13986000000.0,1844000000.0,2378000000.0,13426000000.0,555000000.0,,423000000.0,4365000000.0,685000000.0,378000000.0,178000000.0,139000000.0,1.0,532000000.0,28000000.0,161000000.0,504000000.0,0.0,,18.8325,2.7948,1.0,846000000.0,0.6810810810810811,0.02702702702702703,0.0865979381443299,0.15693012600229095,0.048977548977548975,1.2342342342342343,0.1154639175257732,0.19381443298969073,0.0,0.7754415475189235,8911000000.0,1484000000.0,1417000000.0,1181000000.0,1660000000.0,361000000.0,4.0,4.0,0.0,3.925207756232687,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2018-09-30,14143000000.0,2035000000.0,2413000000.0,13563000000.0,574000000.0,,621000000.0,6618000000.0,1070000000.0,540000000.0,277000000.0,-268000000.0,1.0,914000000.0,51000000.0,242000000.0,863000000.0,0.0,,18.4199,2.6911,1.0,1312000000.0,0.9407665505226481,0.038181432510782716,0.0815956482320943,0.16168026594137203,0.07565580145655094,1.8641114982578397,0.1304019341190692,0.1982472045935328,0.0,0.8433485288023208,8668000000.0,1605000000.0,1463000000.0,1434000000.0,1948000000.0,334000000.0,4.0,4.0,0.0,4.380239520958084,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2018-12-31,13995000000.0,1983000000.0,2615000000.0,13437000000.0,551000000.0,,403000000.0,-4151000000.0,-602000000.0,-315000000.0,-167000000.0,-238000000.0,0.0,-434000000.0,-17000000.0,,-451000000.0,0.0,0.7583,27.8713,2.3909,0.0,-602000000.0,-0.5716878402903811,-0.022508038585209004,0.07588532883642496,0.14502529510961215,-0.04301536262951054,-1.0925589836660616,0.10864851842929414,0.14502529510961215,0.0,0.7583173996175908,8906000000.0,764000000.0,1432000000.0,1149000000.0,1917000000.0,371000000.0,2.0,2.0,0.0,3.8598382749326148,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2019-03-31,14853000000.0,1876000000.0,2794000000.0,14745000000.0,100000000.0,7330000000.0,382000000.0,2204000000.0,312000000.0,158000000.0,98000000.0,-59000000.0,0.54,364000000.0,23000000.0,84000000.0,341000000.0,7330000000.0,,32.3216,2.7221,0.54,396000000.0,1.58,0.010637581633340066,0.07168784029038112,0.14156079854809436,0.02100585740254494,0.04199192462987887,0.15471869328493648,0.17967332123411978,73.3,0.6714387974230493,9036000000.0,761000000.0,1465000000.0,1257000000.0,1952000000.0,386000000.0,2.54,2.54,3.755122950819672,3.795336787564767,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2019-06-30,15140000000.0,2215000000.0,2780000000.0,15163000000.0,-30000000.0,,635000000.0,4688000000.0,790000000.0,418000000.0,199000000.0,-160000000.0,1.42,650000000.0,46000000.0,170000000.0,604000000.0,0.0,,35.9484,3.1317,1.42,960000000.0,-13.933333333333334,0.027608982826948483,0.08916382252559726,0.16851535836177475,0.05217965653896962,-26.333333333333332,0.128839590443686,0.20477815699658702,-0.0,0.7967625899280576,9359000000.0,801000000.0,1570000000.0,1357000000.0,2066000000.0,407000000.0,2.96,2.96,0.0,3.8574938574938575,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2019-09-30,15067000000.0,2255000000.0,2900000000.0,15266000000.0,-208000000.0,,719000000.0,7083000000.0,1309000000.0,706000000.0,304000000.0,-291000000.0,2.42,1182000000.0,66000000.0,256000000.0,1116000000.0,0.0,,28.7194,2.8502,2.42,1565000000.0,-3.394230769230769,0.046857370412159025,0.09967527883665114,0.18480869687985316,0.08687860888033451,-6.293269230769231,0.15756035578144853,0.22095157419172667,-0.0,0.7775862068965518,9824000000.0,967000000.0,1809000000.0,1610000000.0,2319000000.0,434000000.0,4.38,4.38,0.0,4.168202764976958,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2019-12-31,14957000000.0,2093000000.0,2871000000.0,15429000000.0,-482000000.0,,538000000.0,-4523000000.0,-754000000.0,-401000000.0,-187000000.0,152000000.0,-1.3399999999999999,-812000000.0,-54000000.0,-164000000.0,-866000000.0,0.0,0.729,35.5218,3.3109,-1.3399999999999999,-918000000.0,0.8319502074688797,-0.02681018920906599,0.08865797037364581,0.16670351536590758,-0.050411178712308616,1.5643153526970954,0.19146584125580368,0.20296263541896972,-0.0,0.7290142807384187,9452000000.0,881000000.0,1657000000.0,1195000000.0,2003000000.0,414000000.0,3.04,3.04,0.0,4.002415458937198,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2020-03-31,15788000000.0,3149000000.0,2220000000.0,16692000000.0,-914000000.0,,1734000000.0,1920000000.0,68000000.0,18000000.0,94000000.0,35000000.0,0.06,129000000.0,12000000.0,91000000.0,117000000.0,0.0,,25.5506,2.0651,0.06,159000000.0,-0.019693654266958426,0.0011401064099315936,0.009375,0.035416666666666666,0.004307068659741576,-0.07439824945295405,0.0609375,0.0828125,-0.0,1.4184684684684685,9168000000.0,741000000.0,1413000000.0,971000000.0,1766000000.0,410000000.0,2.56,2.56,0.0,3.446341463414634,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2020-06-30,17126000000.0,4577000000.0,2306000000.0,18417000000.0,-1299000000.0,,3503000000.0,2484000000.0,-234000000.0,-412000000.0,200000000.0,47000000.0,-1.48,946000000.0,30000000.0,179000000.0,916000000.0,0.0,,399.3118,2.8097,-1.48,-55000000.0,0.317167051578137,-0.024056989372883336,-0.16586151368760063,-0.09420289855072464,-0.013663435711783254,0.18013856812933027,0.3687600644122383,-0.02214170692431562,-0.0,1.9848222029488292,6964000000.0,-89000000.0,389000000.0,1283000000.0,751000000.0,411000000.0,-0.33999999999999986,-0.33999999999999986,0.0,0.9464720194647201,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2020-09-30,17129000000.0,4584000000.0,2299000000.0,18448000000.0,-1324000000.0,,3405000000.0,3417000000.0,-223000000.0,-491000000.0,316000000.0,80000000.0,-1.76,846000000.0,38000000.0,269000000.0,808000000.0,0.0,,,4.0892,-1.76,46000000.0,0.37084592145015105,-0.028664837410239945,-0.1436932982148083,-0.0652619256657887,-0.013018856909335045,0.16842900302114805,0.23646473514779046,0.013462101258413814,-0.0,1.9939103958242714,3298000000.0,-1286000000.0,-1143000000.0,975000000.0,-768000000.0,423000000.0,-4.52,-4.52,-0.0,-2.702127659574468,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2020-12-31,16755000000.0,4202000000.0,2431000000.0,18241000000.0,-1490000000.0,,3218000000.0,-3514000000.0,-29000000.0,170000000.0,-181000000.0,42000000.0,0.6199999999999997,-1213000000.0,-34000000.0,-208000000.0,-1247000000.0,0.0,1.7285,,7.1671,0.6199999999999997,-237000000.0,-0.11409395973154363,0.01014622500746046,-0.048377916903813316,0.008252703471826979,-0.0017308266189197256,0.019463087248322148,0.35486624928856003,0.06744450768355151,-0.0,1.7285067873303168,4307000000.0,-715000000.0,-418000000.0,594000000.0,-87000000.0,429000000.0,-2.5600000000000005,-2.5600000000000005,-0.0,-0.9743589743589743,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2021-03-31,15974000000.0,3468000000.0,2476000000.0,17594000000.0,-1623000000.0,,2402000000.0,874000000.0,21000000.0,-108000000.0,103000000.0,35000000.0,-0.39,-171000000.0,3000000.0,51000000.0,-174000000.0,0.0,,,10.3278,-0.39,72000000.0,0.066543438077634,-0.006760986603230249,-0.12356979405034325,0.02402745995423341,0.0013146362839614374,-0.012939001848428836,-0.19908466819221968,0.08237986270022883,-0.0,1.4006462035541196,3261000000.0,-841000000.0,-465000000.0,303000000.0,-174000000.0,438000000.0,-3.0100000000000002,-3.0100000000000002,-0.0,-1.0616438356164384,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2021-06-30,15090000000.0,2379000000.0,2779000000.0,16506000000.0,-1417000000.0,,1044000000.0,2203000000.0,245000000.0,22000000.0,204000000.0,36000000.0,0.08,-300000000.0,9000000.0,97000000.0,-309000000.0,0.0,,,8.3449,0.08,342000000.0,-0.015525758645024701,0.0014579191517561298,0.009986382206082615,0.1112119836586473,0.016235917826375082,-0.17290049400141144,-0.14026327734906946,0.15524285065819338,-0.0,0.8560633321338611,2980000000.0,-407000000.0,14000000.0,-922000000.0,223000000.0,442000000.0,-1.4500000000000004,-1.4500000000000004,0.0,0.03167420814479638,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2021-09-30,15314000000.0,2694000000.0,2622000000.0,16442000000.0,-1128000000.0,,1288000000.0,3952000000.0,677000000.0,263000000.0,302000000.0,64000000.0,0.94,-22000000.0,17000000.0,143000000.0,-39000000.0,0.0,,944.0308,7.6037,0.94,820000000.0,-0.23315602836879432,0.017173827869922945,0.06654858299595141,0.17130566801619435,0.04420791432675983,-0.600177304964539,-0.009868421052631578,0.2074898785425101,-0.0,1.0274599542334095,3515000000.0,347000000.0,914000000.0,-1769000000.0,997000000.0,428000000.0,1.2499999999999996,1.2499999999999996,0.0,2.135514018691589,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2021-12-31,15441000000.0,2871000000.0,3019000000.0,16260000000.0,-821000000.0,,1427000000.0,-1241000000.0,67000000.0,233000000.0,-212000000.0,18000000.0,0.8300000000000001,602000000.0,6000000.0,-103000000.0,596000000.0,0.0,0.7784,106.0434,7.5117,0.8300000000000001,-36000000.0,-0.2838002436053593,0.015089696263195389,-0.18775181305398872,-0.053988718775181306,0.004339097208730005,-0.08160779537149818,-0.4802578565672844,0.029008863819500404,-0.0,0.9509771447499172,5788000000.0,410000000.0,1010000000.0,74000000.0,1198000000.0,397000000.0,1.46,1.46,0.0,2.544080604534005,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2022-03-31,15459000000.0,2861000000.0,3085000000.0,16156000000.0,-698000000.0,,1432000000.0,1721000000.0,369000000.0,212000000.0,90000000.0,80000000.0,0.75,195000000.0,4000000.0,44000000.0,191000000.0,0.0,,58.0399,6.3857,0.75,413000000.0,-0.3037249283667622,0.013713694288116954,0.1231841952353283,0.21441022661243464,0.023869590529788473,-0.5286532951289399,0.11098198721673445,0.2399767576990122,-0.0,0.9273905996758509,6635000000.0,730000000.0,1358000000.0,439000000.0,1539000000.0,384000000.0,2.6,2.6,0.0,3.5364583333333335,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2022-06-30,15382000000.0,2840000000.0,3195000000.0,16171000000.0,-789000000.0,,1175000000.0,3961000000.0,967000000.0,580000000.0,189000000.0,226000000.0,2.07,528000000.0,11000000.0,84000000.0,517000000.0,0.0,,32.0426,4.1104,2.07,1051000000.0,-0.7351077313054499,0.03770641008971525,0.14642766978035848,0.2441302701338046,0.06286568716681835,-1.2256020278833968,0.13052259530421612,0.26533703610199444,-0.0,0.8888888888888888,8393000000.0,1288000000.0,2080000000.0,1265000000.0,2248000000.0,369000000.0,4.59,4.59,0.0,5.636856368563685,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2022-09-30,15508000000.0,2976000000.0,3365000000.0,16422000000.0,-913000000.0,,1282000000.0,6329000000.0,1590000000.0,927000000.0,295000000.0,407000000.0,3.32,1199000000.0,19000000.0,123000000.0,1180000000.0,0.0,,30.805,4.052,3.32,1713000000.0,-1.0153340635268346,0.05977559969048233,0.14646863643545585,0.2512245220413967,0.10252772762445189,-1.7415115005476451,0.18644335598040765,0.27065887185969345,-0.0,0.8843982169390787,10770000000.0,1952000000.0,2993000000.0,2484000000.0,3141000000.0,362000000.0,6.97,6.97,0.0,8.267955801104973,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2022-12-31,15512000000.0,2870000000.0,3372000000.0,16610000000.0,-1102000000.0,,1209000000.0,-3238000000.0,-832000000.0,-464000000.0,-159000000.0,-236000000.0,-1.6099999999999994,-241000000.0,5000000.0,-89000000.0,-246000000.0,0.0,0.8511,27.2309,3.8955,-1.6099999999999994,-921000000.0,0.42105263157894735,-0.029912325941206807,0.1432983323038913,0.25694873378628785,-0.05363589479112945,0.7549909255898367,0.0759728227300803,0.28443483631871525,-0.0,0.8511269276393831,8773000000.0,1255000000.0,2094000000.0,1642000000.0,2256000000.0,415000000.0,4.53,4.53,0.0,5.04578313253012,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2023-03-31,15211000000.0,2561000000.0,3390000000.0,16624000000.0,-1420000000.0,,901000000.0,2293000000.0,498000000.0,206000000.0,116000000.0,93000000.0,0.77,330000000.0,44000000.0,37000000.0,286000000.0,0.0,,29.9781,4.0067,0.77,535000000.0,-0.14507042253521127,0.013542830846098218,0.08983863933711295,0.2171827300479721,0.032739464860955886,-0.35070422535211265,0.1247274313126908,0.23331879633667685,-0.0,0.755457227138643,9345000000.0,1249000000.0,2223000000.0,1737000000.0,2378000000.0,441000000.0,4.550000000000001,4.550000000000001,0.0,5.040816326530612,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2023-06-30,15297000000.0,2580000000.0,3435000000.0,16720000000.0,-1431000000.0,,806000000.0,4953000000.0,1172000000.0,617000000.0,227000000.0,248000000.0,2.31,794000000.0,74000000.0,74000000.0,720000000.0,0.0,,29.8114,3.9443,2.31,1246000000.0,-0.43116701607267643,0.04033470615153298,0.12457096709065213,0.2366242681203311,0.07661632999934628,-0.8190076869322153,0.145366444579043,0.2515647082576216,-0.0,0.7510917030567685,10337000000.0,1286000000.0,2428000000.0,1940000000.0,2573000000.0,479000000.0,4.790000000000001,4.790000000000001,0.0,5.068893528183716,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2023-09-30,15200000000.0,2484000000.0,3561000000.0,16953000000.0,-1763000000.0,,698000000.0,7626000000.0,1825000000.0,994000000.0,340000000.0,417000000.0,3.74,1481000000.0,109000000.0,114000000.0,1372000000.0,0.0,,29.5182,3.8752,3.74,1939000000.0,-0.5638116846284742,0.06539473684210527,0.13034356150013113,0.23931287699973774,0.12006578947368421,-1.0351673284174703,0.17991083136637817,0.25426173616574876,-0.0,0.6975568660488627,11634000000.0,1353000000.0,2663000000.0,2132000000.0,2799000000.0,524000000.0,5.210000000000001,5.210000000000001,0.0,5.0820610687022905,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2023-12-31,15401000000.0,2614000000.0,3722000000.0,17748000000.0,-2360000000.0,,800000000.0,-4637000000.0,-1270000000.0,-676000000.0,-219000000.0,-217000000.0,-2.49,-659000000.0,-76000000.0,-78000000.0,-735000000.0,0.0,0.7023,40.9248,4.5623,-2.49,-1348000000.0,0.2864406779661017,-0.04389325368482566,0.14578391201207677,0.27388397670907916,-0.08246217778066359,0.538135593220339,0.15850765581194737,0.29070519732585726,-0.0,0.7023105857066093,10235000000.0,1141000000.0,2225000000.0,1643000000.0,2372000000.0,464000000.0,4.33,4.33,0.0,4.795258620689655,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
2024-03-31,15932000000.0,3183000000.0,3774000000.0,18749000000.0,-2833000000.0,,1346000000.0,2573000000.0,533000000.0,265000000.0,131000000.0,97000000.0,1.04,346000000.0,16000000.0,36000000.0,330000000.0,0.0,,44.3125,5.0571,1.04,569000000.0,-0.09354041651959054,0.016633191062013556,0.10299261562378546,0.20715118538670813,0.03345468240020085,-0.1881397811507236,0.12825495530509134,0.22114263505635445,-0.0,0.8434022257551669,10515000000.0,1200000000.0,2260000000.0,1687000000.0,2406000000.0,479000000.0,4.6,4.6,0.0,4.718162839248434,1.1435028,333.86,196.04,2.06855,67540.13,46.3556,38.6456,5.6101
