report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2019-12-31,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,,,0.0,,,,0.0,1.2133,0.9021,617.5179,,,,,,,,,,,,,,,,,,,,,,,,,0.8687273,16.47,6.85,10.99472,15848.697,0.9747,1.1083
2020-03-29,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,,,0.0,,,,0.0,1.2133,0.9021,617.5179,,,,,,,,,,,,,,,,,,,,,,,,,0.8687273,16.47,6.85,10.99472,15848.697,0.9747,1.1083
2020-06-28,11411800000.0,11411800000.0,27800000.0,11413000000.0,-1200000.0,11385200000.0,,,0.0,,,-900000.0,,-279000.0,,,0.0,,,,11385200000.0,,0.6621,122.9425,,,0.75,-7.886573546679753e-05,,,,,,,,-9487.666666666666,410.49640287769785,,,,,,,,,,,,0.8687273,16.47,6.85,10.99472,15848.697,0.9747,1.1083
2020-09-27,11413000000.0,11413000000.0,79000000.0,11614000000.0,-201000000.0,11535000000.0,,,0.0,,,-170000000.0,,-52000000.0,,,1000000.0,,,,11535000000.0,,0.7226,30.7302,,,0.845771144278607,-0.014895294839218436,,,,,,,,-57.38805970149254,144.46835443037975,0.0,-170900000.0,,,,,,,,,,0.8687273,16.47,6.85,10.99472,15848.697,0.9747,1.1083
2020-12-31,61553000000.0,12867500000.0,10562900000.0,38598900000.0,22954100000.0,22429200000.0,1100900000.0,844400000.0,11946000000.0,3796700000.0,-210800000.0,,497800000.0,979000.0,-1.11,601200000.0,1230800000.0,243000000.0,2216100000.0,987800000.0,23530100000.0,1.2182,1.9318,,-1.11,2005300000.0,,,,0.3178218650594341,-0.01764607399966516,-0.003424690916770913,-0.004534874215324777,0.08268876611418048,0.16786372007366482,1.025093556270993,1.2181787198591296,11946000000.0,,,,,,,,,,,0.8687273,16.47,6.85,10.99472,15848.697,0.9747,1.1083
2021-03-31,58979200000.0,12318500000.0,9978100000.0,37564500000.0,21414700000.0,22102200000.0,36900000.0,806900000.0,4430300000.0,1127300000.0,-266200000.0,-1037600000.0,169000000.0,596300000.0,-0.86,1207500000.0,848800000.0,49500000.0,1422500000.0,799300000.0,22139100000.0,,1.2258,,-0.86,1156300000.0,-0.04845269838008471,-0.01759264283001465,-0.2342053585535968,0.25445229442701395,-0.06008622440918222,-0.0045134555911236504,-0.006111981044133922,0.18041667607159786,0.26099812653770627,1.0338272308274223,1.234553672542869,16376300000.0,,,,,,,,,,,0.8687273,16.47,6.85,10.99472,15848.697,0.9747,1.1083
2021-06-30,57984100000.0,11749800000.0,10132600000.0,36777200000.0,21206900000.0,20917000000.0,1300500000.0,673900000.0,9008100000.0,2455000000.0,-314000000.0,-1316800000.0,336100000.0,656400000.0,-1.09,1208200000.0,1408200000.0,138800000.0,2739600000.0,1269400000.0,22217500000.0,,1.1069,,-1.09,2425600000.0,-0.06209299803365886,-0.022709673858868205,-0.14617954951654621,0.2725324985291016,-0.03485751712347776,-0.005415277636455511,-0.007230957710411658,0.1409176185877155,0.26926876921881415,1.0476543011944226,1.1596036555277027,25384400000.0,,,,,,,,,,,0.8687273,16.47,6.85,10.99472,15848.697,0.9747,1.1083
2021-09-30,56070400000.0,11308400000.0,10103900000.0,34929100000.0,21141300000.0,19854300000.0,1706900000.0,756600000.0,13544700000.0,4029100000.0,43600000.0,-1005300000.0,488000000.0,544800000.0,-0.83,1208600000.0,2493800000.0,259800000.0,3756700000.0,2234000000.0,21561200000.0,,0.9544,,-0.83,3800300000.0,-0.04755147507485349,-0.017929246090628924,-0.07422091297703161,0.29746690587462254,0.0032189712581304863,0.0007775938819769432,0.001021017504829928,0.16493536217118135,0.2805746897310387,1.0198615979149817,1.1192113936202852,38929100000.0,,-747400000.0,11408100000.0,5290500000.0,9387500000.0,1490900000.0,-3.89,-3.89,2.296798934753662,-0.5013079348044805,0.8687273,16.47,6.85,10.99472,15848.697,0.9747,1.1083
2021-12-31,54842800000.0,10902900000.0,9884400000.0,34350100000.0,20492700000.0,19717100000.0,1493000000.0,701200000.0,-9096800000.0,-2035900000.0,502600000.0,,-356900000.0,-1192800000.0,1.7300000000000002,-2415500000.0,-1733900000.0,9100000.0,-3412300000.0,-1743000000.0,21210100000.0,1.1031,0.9148,,1.7300000000000002,-2909700000.0,,,,0.22380397502418434,-0.05525019787177909,0.009164375268950527,0.012051948550217252,0.19160583941605838,0.31985973089438047,1.0350075880679461,1.1030411557605924,17886300000.0,,-34000000.0,5575500000.0,2559700000.0,4472500000.0,636200000.0,-1.0499999999999998,-1.0499999999999998,4.742336500838457,-0.0534423137378183,0.8687273,16.47,6.85,10.99472,15848.697,0.9747,1.1083
2022-03-31,53466900000.0,11744300000.0,9642900000.0,33019200000.0,20447700000.0,18762500000.0,655400000.0,752400000.0,4191700000.0,1771200000.0,707400000.0,399200000.0,146200000.0,128300000.0,0.33,1213100000.0,1138500000.0,64500000.0,736000000.0,1074000000.0,19417900000.0,,0.7457,78.4746,0.33,1443400000.0,0.01952297813446011,0.007466301580978138,0.09523582317436839,0.4225493236634301,0.168762077438748,0.013230615577114064,0.01774462192968374,0.2562206264761314,0.34434716224920675,0.9496373675278882,1.2179219944207655,17647700000.0,,939600000.0,6219400000.0,2834400000.0,4759600000.0,613400000.0,0.1400000000000004,0.1400000000000004,4.079733591058072,1.531790022823606,0.8687273,16.47,6.85,10.99472,15848.697,0.9747,1.1083
