report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2013-01-31,9184454000.0,1745945000.0,593463000.0,9184454000.0,5260236000.0,2018508000.0,,438814000.0,,1547913000.0,696374000.0,413878000.0,72374000.0,211599000.0,3.78,683639000.0,146539000.0,537100000.0,2018508000.0,,1.6257,18.5582,3.78,696374000.0,0.07868050026652797,0.04506288561083762,,,,0.0758209470045797,0.09567227532662229,,,0.3837295512976984,2.9419609984110213,538288000.0,937546000.0,2118318000.0,1062705000.0,937546000.0,116939000.0,5.01,5.01,2.152969560960209,8.017393683886471,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2013-04-30,9031800000.0,1595200000.0,596800000.0,3883000000.0,5148800000.0,1967800000.0,,256400000.0,,-1001770000.0,-414566000.0,-240251000.0,,-126674000.0,-2.1399999999999997,-364176000.0,-84779000.0,-448955000.0,1967800000.0,2.6717,1.8774,20.3458,-2.1399999999999997,-414566000.0,-0.04666155220633934,-0.02660056688589207,,,,-0.045900706392967075,-0.05825337942275806,,,0.382186140459913,2.6729222520107236,544200000.0,910400000.0,2027600000.0,479742000.0,910400000.0,,5.0,5.0,2.1614674868189807,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2013-07-31,9033900000.0,1629900000.0,803100000.0,3958800000.0,5075100000.0,1867100000.0,,157500000.0,,492900000.0,213300000.0,126600000.0,,62900000.0,1.0,,,,1867100000.0,,2.0284,21.2984,1.0,213300000.0,0.024945321274457647,0.014013881048052337,,,,0.023611064988543155,0.030725130362133042,,,0.36789422868514904,2.0295106462457975,559937000.0,933175000.0,2050727000.0,,933175000.0,,5.0,5.0,2.0008037077718543,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2013-10-31,9246000000.0,1762300000.0,896000000.0,4078100000.0,5167900000.0,1883600000.0,,150500000.0,,1045500000.0,464100000.0,280000000.0,,139500000.0,2.0,,,,1883600000.0,,2.0122,20.7105,2.0,464100000.0,0.05418061494997968,0.030283365779796668,,,,0.05019467878001298,0.06581578387577111,,,0.36448073685636334,1.9668526785714286,580227000.0,959208000.0,2084543000.0,,959208000.0,,4.640000000000001,4.640000000000001,1.9637033886289523,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2014-01-31,8989000000.0,1508100000.0,608300000.0,3784200000.0,5204800000.0,1879400000.0,,168600000.0,,1590700000.0,727600000.0,446700000.0,,219300000.0,4.24,589100000.0,148900000.0,440200000.0,1879400000.0,,1.773,17.5638,4.24,727600000.0,0.0858246234245312,0.049694070530648574,,,,0.08094337523640005,0.10270743344343751,,,0.3610897632954196,2.4792043399638337,613049000.0,990434000.0,2127330000.0,,990434000.0,,5.100000000000001,5.100000000000001,1.8975519822623215,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2014-04-30,9072100000.0,1539100000.0,891000000.0,4042500000.0,5029600000.0,1879800000.0,,153500000.0,,-1098100000.0,-486000000.0,-288100000.0,,-137200000.0,-2.24,,,,1879800000.0,1.737,1.7867,17.7364,-2.24,-486000000.0,-0.05728089708923175,-0.031756704621862634,,,,-0.053570838063954324,-0.07033895852027672,,,0.37374741530141564,1.727384960718294,565200000.0,919000000.0,2031000000.0,,919000000.0,,5.000000000000001,5.000000000000001,2.0454842219804137,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2014-07-31,9250200000.0,1728200000.0,1019300000.0,4165800000.0,5084400000.0,1881100000.0,,149400000.0,,478700000.0,191600000.0,116000000.0,,59500000.0,1.0,,,,1881100000.0,,1.8183,18.3058,1.0,191600000.0,0.022814884745496027,0.012540269399580549,,,,0.020713065663445114,0.027506998779699948,,,0.3699748249547636,1.695477288335132,554600000.0,897300000.0,2016800000.0,,897300000.0,,5.000000000000001,5.000000000000001,2.096400312047253,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2014-10-31,9334800000.0,1725800000.0,1004100000.0,4169800000.0,5165000000.0,1890800000.0,545900000.0,105300000.0,,1015200000.0,446400000.0,274300000.0,,140100000.0,2.0,,,,2436700000.0,,1.9234,18.9258,2.0,446400000.0,0.053107454017424977,0.02938466812358058,,,,0.0478210566910914,0.05872370653932673,,,0.4717715392061955,1.7187531122398167,548900000.0,879600000.0,1986500000.0,,879600000.0,,5.000000000000001,5.000000000000001,2.770236471123238,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2015-01-31,9095600000.0,1515600000.0,710100000.0,3871400000.0,5224200000.0,1891800000.0,264000000.0,111700000.0,,1538100000.0,701500000.0,435200000.0,,217600000.0,4.0,,,,2155800000.0,,1.9411,19.2104,4.0,701500000.0,0.08330462080318518,0.04784731078763358,,,,0.07712520339504815,0.09505420054200542,,,0.41265648328930743,2.134347275031686,537400000.0,853500000.0,1933900000.0,,853500000.0,,4.760000000000001,4.760000000000001,2.525834797891037,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2015-04-30,16882600000.0,2052300000.0,1022600000.0,9795700000.0,7086900000.0,5944900000.0,226000000.0,125600000.0,,-1063300000.0,-567500000.0,-480600000.0,,-239100000.0,-4.0,,,,6170900000.0,1.9394,2.4365,40.216,-4.0,-567500000.0,-0.06781526478432037,-0.02846717922594861,,,,-0.033614490659021716,-0.04280499026987886,,,0.870747435408994,2.0069430862507334,344900000.0,772000000.0,1968700000.0,,772000000.0,,3.000000000000001,3.000000000000001,7.99339378238342,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2015-07-31,16758400000.0,2025500000.0,1059100000.0,9628400000.0,7130000000.0,5694700000.0,302600000.0,133600000.0,,728700000.0,267100000.0,136400000.0,,86400000.0,1.0,,,,5997300000.0,,2.1145,36.588,1.0,267100000.0,0.019130434782608695,0.00813920183311056,,,,0.015938275730379987,0.020346910636612252,,,0.8411360448807854,1.9124728543102634,365300000.0,847500000.0,2218700000.0,,847500000.0,,3.000000000000001,3.000000000000001,7.076460176991151,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2015-10-31,16694800000.0,2006000000.0,1132700000.0,9461600000.0,7233200000.0,5494500000.0,370000000.0,139000000.0,,1516000000.0,580900000.0,312400000.0,,180000000.0,2.0,,,,5864500000.0,,2.0316,36.6906,2.0,580900000.0,0.04318973621633578,0.018712413446102978,,,,0.034795265591681244,0.044351298319552285,,,0.8107753138306697,1.7709896706983315,403400000.0,982000000.0,2719500000.0,,982000000.0,,3.000000000000001,3.000000000000001,5.971995926680244,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2016-01-31,16281500000.0,1798400000.0,1006000000.0,8956000000.0,7325500000.0,5146300000.0,138000000.0,140500000.0,,2279800000.0,899200000.0,497700000.0,,270000000.0,4.0,,160800000.0,,5284300000.0,,2.0741,37.9323,4.0,899200000.0,0.06794075489727663,0.030568436569112182,,,,0.0552283266283819,0.07130961633015591,,,0.7213569039655996,1.7876739562624255,465900000.0,1179700000.0,3461200000.0,,1179700000.0,,3.000000000000001,3.000000000000001,4.479359159108248,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2016-04-30,15984100000.0,1573400000.0,1213000000.0,8975600000.0,7008500000.0,5146000000.0,284000000.0,109800000.0,,-1556700000.0,-601900000.0,-257800000.0,,-247200000.0,-2.0,,40600000.0,,5430000000.0,1.2968,1.9563,22.1886,-2.0,-601900000.0,-0.03678390525790112,-0.016128527724426148,,,,-0.03765617081975213,-0.0483900791896129,,,0.7747734893343797,1.2971145919208573,688700000.0,1145300000.0,2967800000.0,,1145300000.0,,5.000000000000001,5.000000000000001,4.741115864838907,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2016-07-31,16061800000.0,1740700000.0,1288400000.0,8965900000.0,7095900000.0,5045700000.0,306000000.0,109600000.0,,722700000.0,293800000.0,170000000.0,,83400000.0,1.0,,50200000.0,,5351700000.0,,2.3404,24.8682,1.0,293800000.0,0.023957496582533575,0.010584118840976727,,,,0.018291847738111544,0.023602943539316815,,,0.7541960850632056,1.3510555728034772,722300000.0,1172000000.0,2961800000.0,,1172000000.0,,5.000000000000001,5.000000000000001,4.566296928327645,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2016-10-31,16058200000.0,1805200000.0,1306300000.0,8878100000.0,7180100000.0,4945400000.0,406000000.0,121800000.0,,1465600000.0,597100000.0,347300000.0,,171600000.0,2.0,,84000000.0,,5351400000.0,,2.0352,21.126,2.0,597100000.0,0.04836979986351165,0.021627579678917937,,,,0.03718349503680363,0.04764792722339704,,,0.7453099539003635,1.381918395468116,757200000.0,1188200000.0,2911400000.0,,1188200000.0,,5.000000000000001,5.000000000000001,4.503787241205185,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2017-01-31,15811700000.0,1690900000.0,997200000.0,8569800000.0,7241900000.0,4945000000.0,142000000.0,139600000.0,,2188500000.0,834800000.0,481900000.0,,234600000.0,4.0,,136600000.0,,5087000000.0,,2.1329,23.5066,4.0,834800000.0,0.06654331045720045,0.030477431269249986,,,,0.05279634700886053,0.06771082578332212,,,0.7024399674118671,1.6956478138788609,741400000.0,1123800000.0,2820100000.0,,1123800000.0,,5.000000000000001,5.000000000000001,4.526606157679303,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2017-04-30,15639700000.0,1641800000.0,1832600000.0,8789500000.0,6850200000.0,4445500000.0,454000000.0,166800000.0,,-1541500000.0,-694200000.0,-406900000.0,,-203500000.0,-2.0,,-78400000.0,,4899500000.0,0.8958,1.983,24.7489,-2.0,-694200000.0,-0.059399725555458235,-0.026017123090596367,,,,-0.044387040672135655,-0.05908235954960552,,,0.7152345916907535,0.895885626978064,592300000.0,1031500000.0,2835300000.0,,1031500000.0,,5.000000000000001,5.000000000000001,4.749878817256422,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2017-07-31,15641600000.0,1692100000.0,1750900000.0,8709700000.0,6931900000.0,4444800000.0,283900000.0,183200000.0,,662100000.0,233800000.0,126800000.0,,62200000.0,1.0,,69600000.0,,4728700000.0,,1.8871,25.1756,1.0,233800000.0,0.0182922431079502,0.008106587561374796,,,,0.014947319967266776,0.02005042622163525,,,0.6821650629697485,0.9664172711177109,549100000.0,971500000.0,2774700000.0,,971500000.0,,5.000000000000001,5.000000000000001,4.867421513124035,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2017-10-31,15702000000.0,1785800000.0,1854500000.0,8665700000.0,7036300000.0,4294100000.0,463900000.0,180300000.0,,1417100000.0,564500000.0,321400000.0,,159400000.0,2.0,,130000000.0,,4758000000.0,,1.6422,21.2669,2.0,564500000.0,0.04567741568722198,0.02046873009807668,,,,0.03595083428862565,0.04786210288020484,,,0.6762076659608033,0.9629549743866271,523200000.0,938900000.0,2726200000.0,,938900000.0,,5.000000000000001,5.000000000000001,5.067632335712004,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2018-01-31,15329200000.0,1609900000.0,1089900000.0,7525000000.0,7804200000.0,4688500000.0,254000000.0,186200000.0,,2145600000.0,727200000.0,1152700000.0,,-555900000.0,10.0,,210300000.0,,4942500000.0,,1.9586,11.4119,10.0,727200000.0,0.1477025191563517,0.07519635727891867,,,,0.04743887482712731,0.057050060015533435,,,0.633312831552241,1.4771079915588585,1194000000.0,831300000.0,2683300000.0,,831300000.0,,11.0,11.0,5.945507037170697,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2018-04-30,15301200000.0,1555000000.0,1033800000.0,7410100000.0,7891100000.0,4688000000.0,144000000.0,192600000.0,,-1388700000.0,-489400000.0,-262300000.0,,-143300000.0,-2.0,,-88000000.0,,4832000000.0,1.5039,1.7615,9.6813,-2.0,-489400000.0,-0.03323997921709267,-0.017142446344077588,,,,-0.03198441952265182,-0.03846546832139966,,,0.612335415848234,1.5041594118785064,1338600000.0,1036100000.0,2836100000.0,,1036100000.0,,11.0,11.0,4.6636425055496575,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2018-07-31,17513000000.0,1805800000.0,1544000000.0,9582200000.0,7930800000.0,6184900000.0,530000000.0,192000000.0,,678200000.0,226900000.0,133000000.0,,40100000.0,1.0,,101300000.0,,6714900000.0,,1.6797,9.3813,1.0,226900000.0,0.016770061027891258,0.007594358476560269,,,,0.012956089761891167,0.015492601924114245,,,0.8466863368134362,1.169559585492228,1344800000.0,1029200000.0,2852200000.0,,1029200000.0,,11.0,11.0,6.524387874076953,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2018-10-31,17174200000.0,1787200000.0,1434500000.0,9144200000.0,8030000000.0,5885100000.0,390000000.0,171200000.0,,1449500000.0,557400000.0,321500000.0,,121000000.0,2.0,,179100000.0,,6275100000.0,,1.6192,9.203,2.0,557400000.0,0.0400373599003736,0.018719940375679797,,,,0.03245566023453785,0.03896512432628923,,,0.7814570361145704,1.245869640989892,1344900000.0,1022100000.0,2884600000.0,,1022100000.0,,11.0,11.0,6.139418843557382,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2019-01-31,16927600000.0,1726200000.0,1816400000.0,8906000000.0,8021600000.0,5285800000.0,504000000.0,206500000.0,,2223300000.0,775000000.0,442900000.0,,156800000.0,3.0,,267200000.0,,5789800000.0,,1.546,18.9742,3.0,775000000.0,0.05521342375585918,0.026164370613672345,,,,0.04578321793993242,0.05611306601792722,,,0.721776204248529,0.9503413345078177,635100000.0,1069900000.0,2962300000.0,,1069900000.0,,4.0,4.0,5.411533788204505,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2019-04-30,16711300000.0,1625200000.0,2341500000.0,8740800000.0,7970500000.0,4686300000.0,426000000.0,101300000.0,7838000000.0,-1435300000.0,-630700000.0,-383000000.0,,-130700000.0,-1.4800000000000004,1141200000.0,-187800000.0,953400000.0,5112300000.0,0.6939,1.7796,27.1164,-1.4800000000000004,-630700000.0,-0.04805219245969512,-0.022918623925128504,-0.048864506251594796,-0.18312069405460576,-0.08046695585608574,-0.03774092979002232,-0.048208334607270614,0.12163817300331717,-0.08046695585608574,0.6414026723543065,0.6940849882553919,514400000.0,928600000.0,2915700000.0,,928600000.0,,4.52,4.52,5.50538444970924,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2019-07-31,16791600000.0,1613500000.0,2290800000.0,8783900000.0,8007700000.0,4685300000.0,295900000.0,48800000.0,,699600000.0,257600000.0,154600000.0,,52100000.0,1.36,221500000.0,73000000.0,148500000.0,4981200000.0,,1.6437,23.6567,1.36,257600000.0,0.019306417573085904,0.009206984444603253,,,,0.01534100383525096,0.01983231836414169,,,0.6220512756471895,0.7043390955124847,536000000.0,959300000.0,2937100000.0,,959300000.0,,4.88,4.88,5.192536224330241,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2019-10-31,16791000000.0,1659200000.0,2310100000.0,8695700000.0,8095300000.0,4584500000.0,327900000.0,,,1453600000.0,587400000.0,365800000.0,,120000000.0,3.21,445500000.0,136400000.0,309100000.0,4912400000.0,,1.5754,21.5726,3.21,587400000.0,0.045186713278074934,0.0217854803168364,,,,0.034983026621404324,0.04515786803201181,,,0.6068212419552086,0.7182373057443401,580300000.0,989300000.0,2941200000.0,,989300000.0,,6.09,6.09,4.965531183665218,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2020-01-31,16636200000.0,1602700000.0,2077400000.0,8465800000.0,8170400000.0,4583300000.0,310000000.0,,,2213600000.0,876400000.0,553200000.0,,175100000.0,4.85,967100000.0,192900000.0,774200000.0,4893300000.0,,1.5527,18.9169,4.85,876400000.0,0.06770782336238128,0.033252786092977965,,,,0.052680299587646216,0.06708665998147538,,,0.5989058063252717,0.7714932126696833,690600000.0,1090700000.0,2931500000.0,2185200000.0,1090700000.0,,7.9399999999999995,7.9399999999999995,4.486384890437334,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2020-04-30,16970400000.000002,1972700000.0,1587100000.0,8779500000.0,8190900000.0,5373300000.0,248000000.0,,7801000000.0,-1364800000.0,-498300000.0,-294100000.0,,-100000000.0,-2.58,-379300000.0,-133000000.0,-512300000.0,5621300000.0,1.2432,1.6798,16.8109,-2.58,-498300000.0,-0.03590570022830214,-0.01733017489275444,-0.03770029483399564,-0.17495192923984104,-0.06387642609921805,-0.029362890680243243,-0.036076801668090526,-0.065671067811819,-0.06387642609921805,0.6862860003174255,1.2429588557746833,779500000.0,1223100000.0,3002000000.0,719500000.0,1223100000.0,,6.84,6.84,4.595944730602567,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2020-07-31,16902300000.0,1984800000.0,2073100000.0,8557100000.0,8345200000.0,4672800000.0,296000000.0,,,775400000.0,361100000.0,237000000.0,,76600000.0,2.08,409000000.0,76600000.0,332400000.0,4968800000.0,,1.5609,14.477,2.08,361100000.0,0.028399559027944207,0.014021760352141425,,,,0.021363956384634043,0.02712182664864053,,,0.595408138810334,0.9574067821137427,861900000.0,1326600000.0,3077800000.0,903400000.0,1326600000.0,,7.56,7.56,3.7455148499924618,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2020-10-31,16929700000.0,2067100000.0,2692800000.0,8414700000.0,8515000000.0,3914500000.0,280000000.0,,,1593600000.0,741900000.0,467800000.0,,149300000.0,4.1,787700000.0,129000000.0,658700000.0,4194500000.0,,1.649,15.0969,4.1,741900000.0,0.05493834409864944,0.02763191314671849,,,,0.04382239496269869,0.05837365750029506,,,0.49260129183793305,0.7676396316102199,963900000.0,1481100000.0,3217800000.0,1253000000.0,1481100000.0,,8.45,8.45,2.83201674431166,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2021-01-31,16429400000.000002,2078700000.0,2532400000.0,8217799999.999999,8211600000.0,3915300000.0,166000000.0,,6082500000.0,2403000000.0,1148100000.0,729300000.0,,249300000.0,6.42,1274000000.0,198700000.0,1075300000.0,4081300000.0,,1.6097,13.7697,6.42,1148100000.0,0.08881338594183838,0.044389935116315865,0.11990135635018495,0.39506781750924785,0.18875462392108508,0.06988082340195015,0.09339537456580628,0.17678586107685984,0.18875462392108508,0.49701641580203615,0.8208418891170431,1140000000.0,1752800000.0,3407200000.0,1554100000.0,1752800000.0,,10.02,10.02,2.328445915107257,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2021-04-30,16284200000.0,1941700000.0,2867500000.0,8159400000.0,8124800000.0,3516800000.0,82000000.0,,1920200000.0,-1633300000.0,-864300000.0,-557800000.0,,-179600000.0,-4.81,-905700000.0,-97600000.0,-1003300000.0,3598800000.0,0.6771,1.7937,16.3809,-4.81,-864300000.0,-0.0686539976368649,-0.03425406221982044,-0.2904905738985522,-0.8505884803666285,-0.4501093636079575,-0.053075987767283624,-0.07372308847111808,-0.5224976564941152,-0.4501093636079575,0.4429401339109886,0.6771403661726242,876300000.0,1386800000.0,3138700000.0,1063100000.0,1386800000.0,,7.79,7.79,2.5950389385635995,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2021-07-31,16211700000.0,1952900000.0,2763200000.0,8041400000.0,8170300000.0,3517500000.0,366000000.0,,,639400000.0,259400000.0,153900000.0,,51300000.0,1.42,137800000.0,68000000.0,69800000.0,3883500000.0,,1.8034,17.936,1.42,259400000.0,0.018836517630931544,0.009493143840559597,,,,0.016000789553223906,0.021520184506130847,,,0.47531914372789247,0.7067530399536769,793200000.0,1285100000.0,3002700000.0,800500000.0,1285100000.0,,7.13,7.13,3.021943817601743,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2021-10-31,16240800000.0,2008800000.0,1890500000.0,7954400000.0,8286400000.0,4308800000.0,320000000.0,,,1350900000.0,571200000.0,359900000.0,,114100000.0,3.32,302900000.0,127200000.0,175700000.0,4628800000.0,,1.6946,17.4327,3.32,571200000.0,0.043432612473450476,0.02216023841190089,,,,0.0351706812472292,0.044226957383548066,,,0.5586020467271674,1.0625760380851628,685300000.0,1114400000.0,2760000000.0,317500000.0,1114400000.0,,6.35,6.35,4.153625269203158,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
2022-01-31,15966400000.0,1988200000.0,1664600000.0,7699500000.0,8266900000.0,4309700000.0,94000000.0,,,2034000000.0,721800000.0,429600000.0,,154000000.0,3.96,742600000.0,244500000.0,498100000.0,4403700000.0,,1.9319,26.4199,3.96,721800000.0,0.0519662751454596,0.02690650365768113,,,,0.04520743561479106,0.0569665209224504,,,0.5326906095392469,1.1944010573110657,385600000.0,688100000.0,2391000000.0,-259700000.0,688100000.0,,3.89,3.89,6.3997965412004065,,0.2480896,120.76,93.3,1.87299,10181.685,2.0342,1.1406
