report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-06-30,1214270000.0,897623000.0,357659000.0,385449000.0,828821000.0,1719000.0,290044000.0,,557986000.0,,20656000.0,13996000.0,0.13,144999000.0,50984000.0,14412000.0,36572000.0,1719000.0,,79.5366,1.1704,0.13,,0.02492214844942394,0.017011043672329876,,,,,,,,0.002074030460135542,2.50971735647642,,,,,,,,,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2010-09-30,1284232000.0,970675000.0,404720000.0,433894000.0,850338000.0,1688000.0,311056000.0,,867126000.0,,41279000.0,30641000.0,0.27,144327000.0,101473000.0,22049000.0,79424000.0,1688000.0,,69.8179,1.2499,0.27,,0.04854422594309557,0.03214294613434333,,,,,,,,0.0019850929865535822,2.3983865388416685,,,,,,,,,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2010-12-31,1273984000.0,971860000.0,408460000.0,439613000.0,834371000.0,1656000.0,315137000.0,,1194033000.0,,66069000.0,49099000.0,0.44,144028000.0,175883000.0,35088000.0,140795000.0,1656000.0,2.3792,68.1231,1.4182,0.44,,0.07918419983436625,0.051860148950065306,,,,,,,,0.0019847286159274473,2.379327229104441,,,,,,,,,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2011-03-31,1290595000.0,984641000.0,420438000.0,450636000.0,839959000.0,1626000.0,281830000.0,,338089000.0,,26705000.0,17871000.0,0.18,144136000.0,18952000.0,14563000.0,4389000.0,1626000.0,,53.4485,1.3576,0.18,,0.03179321847852098,0.020692006400148767,,,,,,,,0.0019358087716186147,2.3419410234089213,,154709000.0,,2957234000.0,261180000.0,,1.02,1.02,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2011-06-30,1301781000.0,995110000.0,453228000.0,485151000.0,816630000.0,1600000.0,261071000.0,,710377000.0,,63130000.0,42730000.0,0.43,143357000.0,87882000.0,28375000.0,59507000.0,1600000.0,,36.0918,1.1228,0.43,,0.07730551167603443,0.04849510017429967,,,,,,,,0.0019592716407675448,2.195605743687504,,197183000.0,,3109625000.0,284115000.0,,1.32,1.32,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2011-09-30,1308535000.0,1004992000.0,483398000.0,516585000.0,791950000.0,1572000.0,242726000.0,,1102280000.0,,107298000.0,70757000.0,0.74,142373000.0,159668000.0,41708000.0,117960000.0,1572000.0,,22.9645,0.8299,0.74,,0.1354858261253867,0.08199857092091538,,,,,,,,0.0019849737988509373,2.079015635149504,,263202000.0,,3344779000.0,322651000.0,,1.79,1.79,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2011-12-31,1311836000.0,1006678000.0,473001000.0,511331000.0,800505000.0,1545000.0,279336000.0,,-661144000.0,,-47211000.0,-31064000.0,-0.31000000000000005,-288076000.0,-10186000.0,-28111000.0,-38297000.0,1545000.0,2.1283,27.3331,1.0848,-0.31000000000000005,,-0.05897652107107389,-0.035988492463997025,,,,,,,,0.0019300316675098844,2.128278798564908,,149922000.0,,1489602000.0,143559000.0,,1.04,1.04,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2012-03-31,1308637000.0,1006549000.0,454911000.0,492957000.0,815680000.0,1516000.0,244453000.0,,402083000.0,,48334000.0,31930000.0,0.34,140443000.0,23214000.0,10372000.0,12842000.0,1516000.0,,25.5194,1.1189,0.34,,0.05925608081600628,0.036934612119327206,,,,,,,,0.0018585719890153,2.2126284042373126,,171551000.0,,1553596000.0,152012000.0,,1.2,1.2,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2012-06-30,1344399000.0,1040664000.0,496317000.0,535039000.0,809360000.0,1487000.0,258578000.0,,817386000.0,,93663000.0,58873000.0,0.67,140036000.0,115286000.0,24211000.0,91075000.0,1487000.0,,22.5722,1.0175,0.67,,0.11572477018879114,0.06966904914389255,,,,,,,,0.0018372541267174063,2.096772828655879,,202084000.0,,1660605000.0,183580000.0,,1.4400000000000002,1.4400000000000002,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2012-09-30,1406707000.0,1104824000.0,532642000.0,570835000.0,835872000.0,1458000.0,289428000.0,,1232635000.0,,151323000.0,95680000.0,1.08,139735000.0,191254000.0,35816000.0,155438000.0,1458000.0,,19.2484,0.9214,1.08,,0.18103609165039622,0.10757250799206942,,,,,,,,0.0017442862065005168,2.074233725466636,,246109000.0,,1790960000.0,221058000.0,,1.7800000000000002,1.7800000000000002,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2012-12-31,1381271000.0,1064685000.0,501637000.0,539260000.0,842011000.0,1428000.0,287635000.0,,-803044000.0,,-83378000.0,-52180000.0,-0.5899999999999999,-280805000.0,-40577000.0,-20343000.0,-60920000.0,1428000.0,2.1226,21.3354,1.0893,-0.5899999999999999,,-0.09902245932654087,-0.06036324515609175,,,,,,,,0.0016959398392657578,2.122421193014072,,209942000.0,,1649060000.0,198435000.0,,1.5000000000000004,1.5000000000000004,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2013-03-31,1387745000.0,1076401000.0,499081000.0,533221000.0,854524000.0,1397000.0,225351000.0,,410290000.0,,55863000.0,33513000.0,0.0,138394000.0,27885000.0,8082000.0,19803000.0,1397000.0,,23.9771,1.2659,0.0,,0.0653732370302063,0.040254513617415305,,,,,,,,0.0016348282786674219,2.156766136158259,,217471000.0,,1657267000.0,205396000.0,,1.1600000000000004,1.1600000000000004,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2013-06-30,1428324000.0,1119099000.0,534895000.0,566573000.0,861751000.0,1365000.0,246971000.0,,842398000.0,,118952000.0,71020000.0,0.0,138024000.0,129935000.0,19104000.0,110831000.0,1365000.0,,19.7616,1.1193,0.0,,0.13803523291530848,0.08328082423875816,,,,,,,,0.0015839842367458814,2.092184447414913,,242760000.0,,1682279000.0,225152000.0,,0.49000000000000044,0.49000000000000044,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2013-09-30,1474704000.0,1166214000.0,551928000.0,575920000.0,898784000.0,1333000.0,279747000.0,,1279876000.0,,185310000.0,108375000.0,1.0,137759000.0,211057000.0,32117000.0,178940000.0,1333000.0,,22.1698,1.2891,1.0,,0.20617857015701213,0.12565911532076945,,,,,,,,0.0014831149642183217,2.1129821281036656,,276747000.0,,1729520000.0,248654000.0,,0.41000000000000036,0.41000000000000036,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2013-12-31,1490271000.0,1172528000.0,535853000.0,570628000.0,919643000.0,1300000.0,275764000.0,,-809472000.0,,-107930000.0,-67524000.0,0.8300000000000001,-276588000.0,-59660000.0,-5578000.0,-65238000.0,1300000.0,2.1879,23.0665,1.3707,0.8300000000000001,,-0.1173607584682317,-0.07242306936121014,,,,,,,,0.0014135920134225998,2.1881523477520886,,252195000.0,,1723092000.0,244336000.0,,1.8300000000000003,1.8300000000000003,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2014-03-31,1503331000.0,1187317000.0,537546000.0,571185000.0,932146000.0,1266000.0,267737000.0,,438495000.0,,61551000.0,40463000.0,0.0,136161000.0,,12443000.0,,1266000.0,,22.3532,1.3392,0.0,,0.06603150150298344,0.040943079069080596,,,,,,,,0.0013581563403157874,2.2087728306042647,,257883000.0,,1751297000.0,,,1.8300000000000003,1.8300000000000003,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2014-06-30,1588445000.0,1273919000.0,580890000.0,612884000.0,975561000.0,1231000.0,307778000.0,,916939000.0,,136691000.0,88976000.0,1.0,135932000.0,,23085000.0,,1231000.0,,24.2399,1.4847,1.0,,0.1401152772609811,0.08605334147546814,,,,,,,,0.0012618380603570663,2.193046876344919,,275622000.0,,1825838000.0,,,2.83,2.83,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2014-09-30,1627013000.0,1314505000.0,623905000.0,654430000.0,972583000.0,1196000.0,290876000.0,,1422159000.0,,221875000.0,142153000.0,1.0,135740000.0,,36207000.0,,1196000.0,,23.0677,1.4618,1.0,,0.22812963006756234,0.13636953115924705,,,,,,,,0.0012297150988655981,2.1068992875517907,,312187000.0,,1968121000.0,,,2.83,2.83,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2014-12-31,1647267000.0,1323283000.0,623362000.0,667409000.0,979858000.0,1159000.0,287119000.0,,-854677000.0,,-114189000.0,-80171000.0,0.0,-272292000.0,340698000.0,-8905000.0,331793000.0,1159000.0,2.1227,25.9387,1.6906,0.0,,-0.11653627362332093,-0.0693202741267809,,,,,,,,0.001182824450073378,2.1228162768984955,,305928000.0,,1922916000.0,,,2.0,2.0,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2015-03-31,1637286000.0,1316289000.0,607705000.0,652663000.0,984623000.0,1123000.0,260885000.0,,494087000.0,,77922000.0,50252000.0,0.0,134286000.0,,13346000.0,,1123000.0,,25.3761,1.6981,0.0,,0.07913891915992212,0.04759217387799077,,,,,,,,0.0011405380536509914,2.1659999506339425,,322299000.0,,1978508000.0,,,2.0,2.0,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2015-06-30,1723200000.0,1397434000.0,663799000.0,708525000.0,1014675000.0,1085000.0,313131000.0,,1024589000.0,,167628000.0,109781000.0,1.0,133918000.0,,29523000.0,,1085000.0,,22.1571,1.5161,1.0,,0.16520363663241924,0.09727715877437326,,,,,,,,0.0010693079064725158,2.105206545957436,,353236000.0,,2086158000.0,,,2.0,2.0,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2015-09-30,1715272000.0,1383372000.0,664169000.0,708796000.0,1006476000.0,1046000.0,251818000.0,,1574390000.0,,264353000.0,172362000.0,1.0,133436000.0,,48276000.0,,1046000.0,,19.484,1.3544,1.0,,0.26265206522559903,0.1541172478767216,,,,,,,,0.0010392696894908572,2.0828614403864076,,395714000.0,,2238389000.0,,,2.0,2.0,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2015-12-31,1702960000.0,1343681000.0,655549000.0,699179000.0,1003781000.0,1007000.0,224577000.0,,-978595000.0,,-152107000.0,-109161000.0,0.0,-268710000.0,438236000.0,-16088000.0,422148000.0,1007000.0,1.8276,17.4862,1.2276,0.0,,-0.15153404975786552,-0.08931918541833044,,,,,,,,0.001003206874806357,2.049703378389716,,357796000.0,,2114471000.0,,,2.0,2.0,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2016-03-31,1744864000.0,1380201000.0,655317000.0,699911000.0,1044953000.0,966000.0,214119000.0,,531972000.0,,83416000.0,50375000.0,0.0,130137000.0,,18810000.0,,966000.0,,16.8818,1.1809,0.0,,0.07982751377334675,0.04780659123003283,,,,,,,,0.0009244434917168523,2.1061577831797433,,363290000.0,,2152356000.0,,,2.0,2.0,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2016-06-30,1783008000.0,1408112000.0,668179000.0,713500000.0,1069508000.0,925000.0,238714000.0,,1088965000.0,,175032000.0,108173000.0,1.0,129733000.0,,43740000.0,,925000.0,,13.7253,0.9519,1.0,,0.1636565598387296,0.09816669358746567,,,,,,,,0.0008648836661343346,2.1073873917019244,,370694000.0,,2216732000.0,,,2.0,2.0,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2016-09-30,1871981000.0,1493573000.0,729676000.0,777051000.0,1094930000.0,883000.0,292451000.0,,1641474000.0,,265601000.0,163928000.0,2.0,129216000.0,,63280000.0,,883000.0,,13.7245,0.9314,2.0,,0.24257349784917756,0.14188231611325114,,,,,,,,0.0008064442475774707,2.046898897592904,,371942000.0,,2283816000.0,,,3.0,3.0,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2016-12-31,1777971000.0,1284234000.0,679896000.0,691372000.0,1086599000.0,840000.0,260201000.0,,-1101735000.0,,-180660000.0,-111755000.0,-1.0,-260320000.0,442081000.0,-42874000.0,399207000.0,840000.0,1.8888,18.6761,1.2215,-1.0,,-0.16626188685982593,-0.10161020624070921,,,,,,,,0.0007730542730114789,1.8888682975043243,,343389000.0,,2160676000.0,,,2.0,2.0,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2017-03-31,1775210000.0,1295922000.0,682600000.0,694267000.0,1080943000.0,795000.0,260143000.0,,525828000.0,,78521000.0,46980000.0,0.0,126418000.0,,10335000.0,,795000.0,,18.3523,1.1866,0.0,,0.07264120309766565,0.0442319500228142,,,,,,,,0.0007354689377700767,1.8985086434222092,,338494000.0,,2154532000.0,,,2.0,2.0,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2017-06-30,1836138000.0,1347106000.0,719443000.0,731754000.0,1104384000.0,750000.0,297798000.0,,1064266000.0,,158837000.0,97371000.0,1.0,125758000.0,,21186000.0,,750000.0,,18.6299,1.1724,1.0,,0.1438240684399629,0.08650602514625808,,,,,,,,0.0006791116133518776,1.872429087502415,,322299000.0,,2129833000.0,,,2.0,2.0,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2017-09-30,1932852000.0,1437323000.0,778348000.0,793034000.0,1139818000.0,704000.0,348336000.0,,1610666000.0,,243537000.0,144941000.0,1.0,125233000.0,,28540000.0,,704000.0,,20.0921,1.2449,1.0,,0.21366305848828498,0.125998783145321,,,,,,,,0.0006176424657269845,1.8466328685883435,,300235000.0,,2099025000.0,,,1.0,1.0,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
