report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2017-12-31,1867454000.0,1431869000.0,747896000.0,762189000.0,1105265000.0,657000.0,294753000.0,,-1036948000.0,,-190311000.0,-62360000.0,0.0,-252517000.0,452991000.0,-19308000.0,433683000.0,657000.0,1.9146,24.125,1.3307,0.0,,-0.1721858558807164,-0.1019093375258507,,,,,,,,0.0005944275807159369,1.9145295602597152,,290584000.0,,2163812000.0,,,2.0,2.0,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2018-03-31,1893860000.0,1468456000.0,764440000.0,779063000.0,1114797000.0,608000.0,291987000.0,,572366000.0,,96167000.0,38472000.0,0.0,122887000.0,,7965000.0,,608000.0,,23.0577,1.3222,0.0,,0.08626413598170789,0.05077830462652994,,,,,,,,0.0005453907751814905,1.9209565171890535,,308230000.0,,2210350000.0,,,2.0,2.0,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2018-06-30,1933583000.0,1504129000.0,808876000.0,824085000.0,1109498000.0,559000.0,308656000.0,2852387000.0,1179484000.0,,205482000.0,79232000.0,1.0,122576000.0,,17261000.0,,559000.0,,23.9833,1.4642,1.0,,0.18520267724682693,0.10627006960652839,0.07203861187139052,0.4135077042491079,,,,,,0.0005038314625172826,1.8595297672325548,,354875000.0,,2325568000.0,,,2.0,2.0,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2018-09-30,2034907000.0,1612400000.0,896280000.0,915665000.0,1119242000.0,509000.0,361740000.0,4318613000.0,1789952000.0,,320724000.0,115895000.0,2.0,122193000.0,449277000.0,27186000.0,422091000.0,509000.0,,22.9273,1.4882,2.0,,0.2865546503794532,0.15761113407148336,0.07426551070910961,0.4144738136989816,,,,0.09773763011411303,,0.00045477206895380983,1.7989913866202527,,432062000.0,,2504854000.0,,,3.0,3.0,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2018-12-31,1903097000.0,1473610000.0,819536000.0,839899000.0,1063198000.0,457000.0,276579000.0,-1370729000.0,-1131788000.0,,-188085000.0,-76285000.0,0.0,-246054000.0,123045000.0,-9928000.0,113117000.0,457000.0,1.7982,15.999,1.1979,0.0,,-0.17690496031783357,-0.09883101071569132,0.1372153065996269,0.8256832678085895,,,,-0.0825232412825584,,0.0004298352705704864,1.7981028289178267,,434288000.0,,2410014000.0,,,3.0,3.0,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2019-03-31,2204607000.0,1532017000.0,900730000.0,1127578000.0,1077029000.0,404000.0,269645000.0,1468530000.0,607588000.0,,109798000.0,37585000.0,0.93,117966000.0,127079000.0,12670000.0,114409000.0,404000.0,,17.6086,1.3428,0.93,,0.1019452586699151,0.04980388794919004,0.07476728429109382,0.4137389089770042,,,,0.07790715885953982,,0.0003751059627920882,1.700861523430995,7268801000.0,447919000.0,,2445236000.0,,,3.93,3.93,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2019-06-30,2239419000.0,1564919000.0,909510000.0,1130192000.0,1109227000.0,350000.0,269440000.0,2984915000.0,1245129000.0,,224410000.0,83076000.0,1.91,117475000.0,247827000.0,28625000.0,219202000.0,350000.0,,14.9191,1.1397,1.91,,0.20231206056109344,0.10020902743077557,0.07518137032377806,0.41714052158939197,,,,0.07343659702202575,,0.00031553505278901435,1.7206176952424932,7401329000.0,466847000.0,,2510881000.0,868819000.0,,4.84,4.84,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2019-09-30,2311570000.0,1631183000.0,977440000.0,1199740000.0,1111830000.0,295000.0,312741000.0,4537047000.0,1891575000.0,,341591000.0,129677000.0,2.92,116934000.0,439006000.0,45138000.0,393868000.0,295000.0,,14.3749,1.0872,2.92,,0.3072331201712492,0.1477744563218938,0.07528927956884732,0.41691765591143315,,,,0.08681153181794238,,0.00026532833256882795,1.6688318464560485,7619763000.0,487714000.0,,2612504000.0,840596000.0,,5.76,5.76,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2019-12-31,2311408000.0,1628849000.0,940692000.0,1167725000.0,1143683000.0,239000.0,270478000.0,-2916060000.0,-1213773000.0,,-221366000.0,-79256000.0,-1.8599999999999999,-235964000.0,-294283000.0,-26969000.0,-321252000.0,239000.0,1.7315,16.1345,1.207,-1.8599999999999999,,-0.19355538204205186,-0.09577106248658826,0.07591270412817294,0.4162373202197486,,,,0.11016645748029875,,0.00020897399017035315,1.7315433744519992,6074432000.0,454433000.0,,2530519000.0,406227000.0,,3.9,3.9,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2020-03-31,2274852000.0,1606655000.0,913354000.0,1144927000.0,1129925000.0,181000.0,249914000.0,1506691000.0,610717000.0,,89915000.0,41848000.0,0.79,113858000.0,124926000.0,14276000.0,110650000.0,181000.0,,9.9689,0.7086,0.79,,0.07957607805827821,0.039525648261952866,0.05967713353302037,0.40533659522755494,,,,0.07343907941309798,,0.0001601876230723278,1.7590715100607213,6112593000.0,434550000.0,,2533648000.0,402468000.0,,3.76,3.76,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2020-06-30,2402377000.0,1720148000.0,977167000.0,1245671000.0,1156706000.0,122000.0,501485000.0,2615017000.0,1033794000.0,,136111000.0,53676000.0,1.2,113489000.0,425942000.0,22264000.0,403678000.0,122000.0,,16.5377,1.0613,1.2,,0.11767121463881056,0.05665680282486887,0.052049757229111704,0.3953297435542484,,,,0.15436916853695407,,0.00010547191766965849,1.7603418862896516,5742695000.0,346251000.0,,2322313000.0,586944000.0,,3.05,3.05,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2020-09-30,2563092000.0,1853681000.0,1052785000.0,1369063000.0,1194029000.0,62000.0,587000000.0,3804914000.0,1498284000.0,,211860000.0,80437000.0,1.87,113444000.0,564641000.0,28878000.0,535763000.0,62000.0,,18.6962,1.136,1.87,,0.17743287642092445,0.08265797716195906,0.05568062773560716,0.39377604855195153,,,,0.14080817595351694,,5.192503699658886e-05,1.7607403220980542,5010562000.0,216520000.0,,1929022000.0,728839000.0,,2.0,2.0,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2020-12-31,2557424000.0,1842738000.0,1046626000.0,1352135000.0,1205289000.0,0.0,574426000.0,-2817622000.0,-1130184000.0,,-131610000.0,-60355000.0,-1.1600000000000001,-227473000.0,-518981000.0,-32041000.0,-551022000.0,0.0,1.7607,23.2576,1.3939,-1.1600000000000001,,-0.10919372864101473,-0.05146193982695087,0.0467096012169127,0.4011127113573077,,,,0.19556278308445915,,0.0,1.7606461142757777,5109000000.0,306276000.0,,2012611000.0,499069000.0,,2.7,2.7,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2021-03-31,2565169000.0,1873920000.0,1076586000.0,1367470000.0,1197699000.0,,497930000.0,1398380000.0,561711000.0,,110598000.0,39508000.0,0.98,112496000.0,68056000.0,9739000.0,58317000.0,0.0,,26.9342,1.7607,0.98,,0.09234206591138508,0.043115287920600945,0.07909008996124087,0.40168695204450866,,,,0.04170325662552382,,0.0,1.7406133834175812,5000689000.0,326959000.0,,1963605000.0,446736000.0,,2.8899999999999997,2.8899999999999997,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2021-06-30,2741368000.0,2053229000.0,1196312000.0,1482118000.0,1259250000.0,,542805000.0,2978961000.0,1226583000.0,,259811000.0,94157000.0,2.32,112191000.0,233472000.0,16114000.0,217358000.0,0.0,,23.3398,1.8334,2.32,,0.20632201707365494,0.09477421491751563,0.0872153076189987,0.41174859288188065,,,,0.07296436576376797,,0.0,1.7162989253639518,5364633000.0,450659000.0,,2156394000.0,260416000.0,,4.01,4.01,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2021-09-30,2931718000.0,2233751000.0,1341602000.0,1615675000.0,1316043000.0,,633719000.0,4691527000.0,1951909000.0,,430682000.0,150956000.0,3.85,111954000.0,458265000.0,24797000.0,433468000.0,0.0,,21.2724,1.863,3.85,,0.3272552644556447,0.1469043066215782,0.09179996193137117,0.41604982770002175,,,,0.09239379843705471,,0.0,1.6649878279847525,6251246000.0,669481000.0,,2610019000.0,158121000.0,,5.99,5.99,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2021-12-31,2952359000.0,2268547000.0,1358673000.0,1571308000.0,1381051000.0,,619001000.0,-2607424000.0,-1044175000.0,,-202465000.0,-79467000.0,-1.79,-224923000.0,-156657000.0,-14039000.0,-170696000.0,0.0,1.6697,20.7399,1.9215,-1.79,,-0.1466021167936593,-0.06857736474459915,0.07764943484450554,0.400462295353575,,,,0.06546537885668001,,0.0,1.6696784288787663,6461444000.0,598626000.0,,2696028000.0,538447000.0,,5.359999999999999,5.359999999999999,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2022-03-31,2950766000.0,2272037000.0,1289031000.0,1497998000.0,1452768000.0,,550330000.0,1814834000.0,771846000.0,,168239000.0,59161000.0,1.52,110591000.0,69162000.0,14987000.0,54175000.0,0.0,,19.2805,1.8397,1.52,,0.1158058272208639,0.05701536482391352,0.09270214245490221,0.42529840194750596,,,,0.02985121504225731,,0.0,1.7625929865146766,6877898000.0,656267000.0,,2906163000.0,534305000.0,,5.8999999999999995,5.8999999999999995,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2022-06-30,2933835000.0,2260742000.0,1266873000.0,1466167000.0,1467668000.0,,590909000.0,3677661000.0,1587393000.0,,344060000.0,124173000.0,3.12,110143000.0,302078000.0,35275000.0,266803000.0,0.0,,12.1199,1.1559,3.12,,0.23442631439807912,0.11727312544843183,0.09355402795418066,0.43163113729079433,,,,0.07254692588577359,,0.0,1.7845056292146095,7576598000.0,740516000.0,,3266973000.0,583750000.0,,6.7,6.7,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2022-09-30,2910585000.0,2249850000.0,1234249000.0,1419668000.0,1490917000.0,,593348000.0,5511116000.0,2375002000.0,,510266000.0,183591000.0,4.65,109630000.0,481476000.0,48637000.0,432839000.0,0.0,,12.2383,1.14,4.65,,0.3422497697725628,0.1753138973780185,0.0925885065747119,0.43094756125619565,,,,0.07853926500549072,,0.0,1.822849360218238,8396187000.0,820100000.0,,3690066000.0,583121000.0,,7.5,7.5,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2022-12-31,2964488000.0,2285112000.0,1216202000.0,1395930000.0,1568558000.0,,658626000.0,-3765469000.0,-1640192000.0,,-364646000.0,-127889000.0,-3.2600000000000007,-221193000.0,-168966000.0,-37779000.0,-206745000.0,0.0,1.8789,12.1754,1.1067,-3.2600000000000007,,-0.2324721177030113,-0.12300471447346051,0.09683946408800603,0.4355877050109827,,,,0.05490551110631903,,0.0,1.878891828824488,7238142000.0,657919000.0,,3094049000.0,547072000.0,,6.0299999999999985,6.0299999999999985,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2023-03-31,2912134000.0,2252322000.0,1148310000.0,1313653000.0,1598481000.0,,547729000.0,1716335000.0,689732000.0,,122005000.0,46893000.0,1.14,107130000.0,65523000.0,9369000.0,56154000.0,0.0,,14.2041,1.2169,1.14,,0.07632558660378197,0.041895393549884724,0.07108460760865448,0.40186327261286403,,,,0.03271738908779463,,0.0,1.9614233090367583,7139643000.0,611685000.0,,3011935000.0,549051000.0,,5.6499999999999995,5.6499999999999995,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
2023-06-30,3067641000.0,2378104000.0,1276571000.0,1442370000.0,1625271000.0,,722763000.0,3355813000.0,1349901000.0,,228297000.0,91812000.0,2.14,106775000.0,346603000.0,19093000.0,327510000.0,0.0,,14.9513,1.172,2.14,,0.14046703595892623,0.07442102905783304,0.06803031038976248,0.4022575155409434,,,,0.09759483022444934,,0.0,1.8628842422395622,6817795000.0,495922000.0,,2774443000.0,609758000.0,,4.67,4.67,,0.8045394,55.24,21.83,3.41173,2557.9316,19.234,2.154,0.4756
