report_date,total_assets,total_liabilities,total_equity,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-07,13042000000.0,5941000000.0,6898000000.0,254000000.0,3555000000.0,266000000.0,46000000.0,272000000.0,10000000.0,0.06,425000000.0,472000000.0,0.0,,187.0619,2.3341,0.06,738000000.0,0.006668599594085242,0.003527066400858764,0.012939521800281293,0.07482419127988749,0.020395644839748504,0.03856190200057988,0.20759493670886076,0.0,5448000000.0,199000000.0,461000000.0,1179000000.0,397000000.0,,,0.0,1.1612090680100755,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2012-12-31,12994000000.0,5977000000.0,6825000000.0,417000000.0,-1605000000.0,-105000000.0,-63000000.0,-165000000.0,35000000.0,-0.08999999999999998,-18000000.0,-185000000.0,0.0,2.5619,186.177,2.2449,-0.08999999999999998,-290000000.0,-0.009230769230769232,-0.004848391565337848,0.03925233644859813,0.06542056074766354,-0.008080652608896413,-0.015384615384615385,0.1806853582554517,0.0,5286000000.0,61000000.0,383000000.0,1134000000.0,373000000.0,,,0.0,1.0268096514745308,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2013-03-31,13337000000.0,6052000000.0,7071000000.0,1075000000.0,1255000000.0,90000000.0,56000000.0,76000000.0,-7000000.0,0.08,177000000.0,177000000.0,0.0,,108.8731,2.4267,0.08,267000000.0,0.00791967189930703,0.004198845317537677,0.04462151394422311,0.07171314741035857,0.00674814426032841,0.012728044123886296,0.21274900398406374,0.0,5556000000.0,119000000.0,452000000.0,1227000000.0,363000000.0,0.16000000000000003,0.16000000000000003,0.0,1.2451790633608815,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2013-06-30,,,,,1420000000.0,,,,,,,,0.0,,81.1506,2.3335,,,,,,,,,,,4625000000.0,,,,,,,,,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2013-09-30,,,,,1223000000.0,,,,,,,,0.0,,63.7981,2.4341,,,,,,,,,,,2293000000.0,,,,,,,,,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2013-12-31,12814000000.0,5362000000.0,7228000000.0,861000000.0,1268000000.0,422000000.0,261000000.0,228000000.0,28000000.0,0.33999999999999997,842000000.0,520000000.0,0.0,4.2664,46.3789,2.8665,0.33999999999999997,942000000.0,0.03610957387935805,0.02036834712033713,0.2058359621451104,0.33280757097791797,0.03293272982675199,0.05838406198118428,0.7429022082018928,0.0,5166000000.0,,,,,,,,,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2014-03-31,12209000000.0,4664000000.0,7311000000.0,392000000.0,1309000000.0,134000000.0,179000000.0,58000000.0,-7000000.0,0.24,171000000.0,172000000.0,0.0,,34.7439,2.932,0.24,306000000.0,0.024483654766789768,0.014661315423048571,0.13674560733384264,0.10236822001527884,0.010975509869768203,0.01832854602653536,0.23376623376623376,0.0,5220000000.0,,,,,,,,,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2014-06-30,12215000000.0,4620000000.0,7348000000.0,440000000.0,2740000000.0,359000000.0,334000000.0,113000000.0,11000000.0,0.44,525000000.0,346000000.0,0.0,,35.0004,3.1758,0.44,705000000.0,0.045454545454545456,0.027343430208759723,0.12189781021897811,0.13102189781021897,0.02939009414654114,0.04885683179096353,0.2572992700729927,0.0,6540000000.0,,,,,,,,,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2014-09-30,12135000000.0,4581000000.0,7315000000.0,387000000.0,4034000000.0,561000000.0,478000000.0,164000000.0,17000000.0,0.63,764000000.0,524000000.0,0.0,,26.8749,3.0309,0.63,1085000000.0,0.06534518113465482,0.039390193654717756,0.11849281110560238,0.139067922657412,0.04622991347342398,0.07669172932330827,0.26896380763510164,0.0,9351000000.0,1252000000.0,1476000000.0,3038000000.0,563000000.0,1.65,1.65,0.0,2.621669626998224,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2014-12-31,12207000000.0,4614000000.0,7336000000.0,684000000.0,-2729000000.0,-344000000.0,-259000000.0,-121000000.0,-7000000.0,-0.3500000000000001,-310000000.0,-341000000.0,0.0,2.5302,24.5429,3.3763,-0.3500000000000001,-685000000.0,-0.035305343511450385,-0.02121733431637585,0.09490655917918651,0.1260534994503481,-0.028180552142213485,-0.04689203925845147,0.25100769512641996,0.0,5354000000.0,732000000.0,710000000.0,1411000000.0,214000000.0,0.96,0.96,0.0,3.317757009345794,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2015-03-31,12010000000.0,4496000000.0,7289000000.0,485000000.0,1317000000.0,144000000.0,98000000.0,51000000.0,-9000000.0,0.13,173000000.0,175000000.0,0.0,,23.4654,2.8747,0.13,319000000.0,0.01344491699821649,0.008159866777685262,0.07441154138192863,0.10933940774487472,0.011990008326394672,0.0197557964055426,0.2422171602126044,0.0,5362000000.0,651000000.0,720000000.0,1424000000.0,207000000.0,0.8499999999999999,0.8499999999999999,0.0,3.4782608695652173,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2015-06-30,12041000000.0,4593000000.0,7230000000.0,262000000.0,2766000000.0,371000000.0,310000000.0,124000000.0,4000000.0,0.41,562000000.0,355000000.0,0.0,,21.2213,2.8231,0.41,726000000.0,0.042876901798063624,0.02574536998588157,0.11207519884309472,0.13412870571221983,0.030811394402458267,0.05131396957123098,0.26247288503253796,0.0,5388000000.0,627000000.0,732000000.0,1445000000.0,218000000.0,0.8199999999999998,0.8199999999999998,0.0,3.3577981651376145,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2015-09-30,11980000000.0,4844000000.0,6960000000.0,265000000.0,4053000000.0,503000000.0,395000000.0,173000000.0,13000000.0,0.53,818000000.0,535000000.0,0.0,,18.2978,2.236,0.53,1038000000.0,0.05675287356321839,0.03297161936560935,0.09745867258820627,0.12410560078953861,0.04198664440734558,0.07227011494252873,0.2561065877128053,0.0,5407000000.0,544000000.0,674000000.0,1398000000.0,227000000.0,0.7199999999999999,0.7199999999999999,0.0,2.9691629955947136,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2015-12-31,11784000000.0,4559000000.0,7064000000.0,239000000.0,-2749000000.0,-368000000.0,-245000000.0,-114000000.0,1000000.0,-0.33000000000000007,-382000000.0,-349000000.0,0.0,1.1399,20.6625,2.1551,-0.33000000000000007,-717000000.0,-0.03468289920724802,-0.02079090291921249,0.08912331757002546,0.1338668606766097,-0.031228784792939578,-0.052095130237825596,0.2608221171335031,0.0,5387000000.0,558000000.0,650000000.0,1366000000.0,234000000.0,0.7399999999999998,0.7399999999999998,0.0,2.7777777777777777,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2016-03-31,11690000000.0,4473000000.0,7020000000.0,234000000.0,1339000000.0,151000000.0,182000000.0,39000000.0,-9000000.0,0.24,219000000.0,181000000.0,0.0,,19.4388,2.3166,0.24,332000000.0,0.025925925925925925,0.015568862275449102,0.13592233009708737,0.11277072442120986,0.012917023096663816,0.02150997150997151,0.2479462285287528,0.0,5409000000.0,642000000.0,657000000.0,1379000000.0,222000000.0,0.8499999999999999,0.8499999999999999,0.0,2.9594594594594597,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2016-06-30,11592000000.0,4231000000.0,7175000000.0,266000000.0,2798000000.0,390000000.0,529000000.0,78000000.0,23000000.0,0.71,612000000.0,359000000.0,0.0,,15.5907,2.2404,0.71,749000000.0,0.07372822299651569,0.04563492063492063,0.1890636168691923,0.139385275196569,0.03364389233954451,0.05435540069686411,0.2676912080057184,0.0,5441000000.0,861000000.0,676000000.0,1402000000.0,176000000.0,1.15,1.15,0.0,3.840909090909091,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2016-09-30,11542000000.0,4274000000.0,7091000000.0,340000000.0,4093000000.0,534000000.0,636000000.0,116000000.0,42000000.0,0.85,917000000.0,541000000.0,0.0,,14.4686,2.1333,0.85,1075000000.0,0.08969115780566916,0.055103101715473925,0.15538724651844613,0.13046665037869534,0.04626581181770924,0.07530672683683542,0.2626435377473736,0.0,5481000000.0,1102000000.0,707000000.0,1439000000.0,119000000.0,1.4699999999999998,1.4699999999999998,0.0,5.9411764705882355,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2016-12-31,11408000000.0,4210000000.0,6994000000.0,372000000.0,-2800000000.0,-391000000.0,-585000000.0,-79000000.0,-16000000.0,-0.7799999999999998,-445000000.0,-357000000.0,0.0,1.536,18.5743,2.6066,-0.7799999999999998,-748000000.0,-0.08364312267657993,-0.051279803646563815,0.20892857142857144,0.13964285714285715,-0.034274193548387094,-0.05590506148126966,0.2671428571428571,0.0,5430000000.0,762000000.0,684000000.0,1408000000.0,154000000.0,1.02,1.02,0.0,4.441558441558442,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2017-03-31,11776000000.0,4549000000.0,7026000000.0,411000000.0,1348000000.0,171000000.0,158000000.0,39000000.0,-6000000.0,0.21,209000000.0,180000000.0,0.0,,18.6581,2.5317,0.21,351000000.0,0.022487902077996016,0.013417119565217392,0.1172106824925816,0.12685459940652818,0.014521059782608696,0.02433817250213493,0.2603857566765579,0.0,5439000000.0,738000000.0,704000000.0,1427000000.0,154000000.0,0.9900000000000001,0.9900000000000001,0.0,4.571428571428571,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2017-06-30,11854000000.0,4557000000.0,7101000000.0,644000000.0,2789000000.0,415000000.0,368000000.0,82000000.0,21000000.0,0.5,612000000.0,358000000.0,0.0,,22.4877,2.4931,0.5,773000000.0,0.051823686804675397,0.031044373207356167,0.13194693438508426,0.14879885263535317,0.03500927956807828,0.05844247289114209,0.27716027249910363,0.0,5430000000.0,577000000.0,729000000.0,1451000000.0,158000000.0,0.7800000000000001,0.7800000000000001,0.0,4.613924050632911,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2017-09-30,11771000000.0,4506000000.0,7079000000.0,789000000.0,4043000000.0,542000000.0,472000000.0,125000000.0,63000000.0,0.64,864000000.0,534000000.0,0.0,,22.808,2.5352,0.64,1076000000.0,0.06667608419268259,0.04009854727720669,0.11674499134306209,0.13405886717783824,0.046045365729334806,0.07656448650939399,0.2661390056888449,0.0,5380000000.0,413000000.0,737000000.0,1452000000.0,167000000.0,0.5700000000000002,0.5700000000000002,0.0,4.413173652694611,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2017-12-31,11693000000.0,4524000000.0,6973000000.0,913000000.0,-2793000000.0,-452000000.0,-434000000.0,-79000000.0,2000000.0,-0.5900000000000001,-455000000.0,-321000000.0,0.0,3.5053,26.1656,2.7394,-0.5900000000000001,-773000000.0,-0.06224006883694249,-0.037116223381510306,0.15538847117794485,0.16183315431435732,-0.03865560591807064,-0.06482145418041016,0.27676333691371285,0.0,5387000000.0,564000000.0,676000000.0,1427000000.0,167000000.0,0.76,0.76,0.0,4.047904191616767,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2018-03-31,12064000000.0,4780000000.0,7099000000.0,323000000.0,1346000000.0,171000000.0,253000000.0,44000000.0,4000000.0,0.34,248000000.0,178000000.0,0.0,,20.58,2.5185,0.34,349000000.0,0.035638822369347796,0.020971485411140585,0.18796433878157504,0.12704309063893016,0.014174403183023872,0.024087899704183686,0.25928677563150077,0.0,5385000000.0,659000000.0,676000000.0,1425000000.0,172000000.0,0.8899999999999999,0.8899999999999999,0.0,3.9302325581395348,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2018-06-30,12075000000.0,4736000000.0,7138000000.0,646000000.0,2864000000.0,434000000.0,462000000.0,89000000.0,21000000.0,0.62,655000000.0,367000000.0,0.0,,23.4795,2.8285,0.62,801000000.0,0.0647240123283833,0.03826086956521739,0.16131284916201116,0.15153631284916202,0.035942028985507246,0.06080134491454189,0.27967877094972066,0.0,5460000000.0,753000000.0,695000000.0,1453000000.0,179000000.0,1.01,1.01,0.0,3.88268156424581,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2018-09-30,12155000000.0,4590000000.0,7322000000.0,1269000000.0,4163000000.0,342000000.0,784000000.0,134000000.0,63000000.0,1.06,941000000.0,779000000.0,0.0,,17.7546,2.8242,1.06,1121000000.0,0.10707456978967496,0.06450020567667626,0.18832572663944272,0.08215229401873649,0.0281365693130399,0.04670854957661841,0.2692769637280807,0.0,5580000000.0,1065000000.0,495000000.0,1498000000.0,188000000.0,1.4300000000000002,1.4300000000000002,0.0,2.632978723404255,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2018-12-31,12090000000.0,4396000000.0,7494000000.0,1542000000.0,-2849000000.0,-417000000.0,-412000000.0,-91000000.0,62000000.0,-0.55,-544000000.0,-380000000.0,0.0,5.5051,11.3801,2.2394,-0.55,-797000000.0,-0.05497731518548172,-0.03407775020678246,0.1446121446121446,0.14636714636714637,-0.03449131513647643,-0.055644515612489995,0.27974727974727975,0.0,5524000000.0,1087000000.0,530000000.0,1474000000.0,176000000.0,1.4700000000000004,1.4700000000000004,0.0,3.0113636363636362,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2019-03-31,12577000000.0,4910000000.0,7513000000.0,1082000000.0,1390000000.0,216000000.0,186000000.0,43000000.0,2000000.0,0.25,207000000.0,170000000.0,0.0,,13.9948,2.5637,0.25,386000000.0,0.02475708771462798,0.01478890037369802,0.13381294964028778,0.1553956834532374,0.017174206885584797,0.028750166378277653,0.2776978417266187,0.0,5568000000.0,1020000000.0,575000000.0,1511000000.0,175000000.0,1.3800000000000001,1.3800000000000001,0.0,3.2857142857142856,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2019-06-30,12525000000.0,4910000000.0,7467000000.0,1107000000.0,2873000000.0,496000000.0,472000000.0,86000000.0,18000000.0,0.64,624000000.0,336000000.0,0.0,,12.2716,2.433,0.64,832000000.0,0.06321146377393866,0.037684630738522955,0.1642882004872955,0.17264183780020884,0.03960079840319361,0.06642560599973216,0.2895927601809955,0.0,5577000000.0,1030000000.0,637000000.0,1542000000.0,172000000.0,1.4000000000000004,1.4000000000000004,0.0,3.703488372093023,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2019-09-30,13132000000.0,5494000000.0,7499000000.0,2030000000.0,4135000000.0,633000000.0,840000000.0,132000000.0,22000000.0,1.14,914000000.0,501000000.0,0.0,,11.0411,2.2962,1.14,1134000000.0,0.11201493532470996,0.06396588486140725,0.20314389359129384,0.15308343409915356,0.048202863234846176,0.08441125483397786,0.2742442563482467,0.0,5549000000.0,1086000000.0,928000000.0,1555000000.0,170000000.0,1.48,1.48,0.0,5.458823529411765,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2019-12-31,12305000000.0,4838000000.0,7319000000.0,1573000000.0,-2929000000.0,-546000000.0,-578000000.0,-39000000.0,-12000000.0,-0.7699999999999998,-495000000.0,-331000000.0,0.0,1.8826,14.4605,2.4326,-0.7699999999999998,-877000000.0,-0.07897253723186227,-0.04697277529459569,0.19733697507681802,0.18641174462273813,-0.04437220642015441,-0.07460035523978685,0.299419597132127,0.0,5469000000.0,920000000.0,799000000.0,1475000000.0,222000000.0,1.2600000000000005,1.2600000000000005,0.0,3.599099099099099,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2020-03-31,13446000000.0,6292000000.0,7064000000.0,2796000000.0,1052000000.0,-11000000.0,-3000000.0,37000000.0,-37000000.0,,157000000.0,164000000.0,0.0,,10.6606,1.5188,,153000000.0,-0.0004246885617214043,-0.00022311468094600624,-0.0028517110266159697,-0.010456273764258554,-0.0008180871634686895,-0.0015571913929784825,0.14543726235741444,0.0,5131000000.0,731000000.0,572000000.0,1242000000.0,216000000.0,,,0.0,2.6481481481481484,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2020-06-30,12190000000.0,5387000000.0,6717000000.0,1578000000.0,1155000000.0,-364000000.0,-355000000.0,77000000.0,-83000000.0,-0.5,-15000000.0,332000000.0,0.0,,81.7904,2.0279,-0.5,-32000000.0,-0.05285097513771029,-0.02912223133716161,-0.30735930735930733,-0.3151515151515151,-0.02986054142739951,-0.05419085901444097,-0.027705627705627706,0.0,3413000000.0,-96000000.0,-288000000.0,378000000.0,207000000.0,,,0.0,-1.391304347826087,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2020-09-30,13071000000.0,6584000000.0,6402000000.0,2430000000.0,1353000000.0,-682000000.0,-668000000.0,143000000.0,-156000000.0,-0.95,-164000000.0,498000000.0,0.0,,,2.8321,-0.95,-184000000.0,-0.10434239300218681,-0.051105500726799785,-0.49371766444937176,-0.5040650406504065,-0.05217657409532553,-0.10652920962199312,-0.1359940872135994,0.0,631000000.0,-1604000000.0,-1603000000.0,-940000000.0,218000000.0,,,-0.0,-7.353211009174312,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2020-12-31,12890000000.0,6456000000.0,6321000000.0,2335000000.0,-1940000000.0,104000000.0,294000000.0,-63000000.0,56000000.0,0.4099999999999999,-285000000.0,-329000000.0,0.0,3.6652,,6.3698,0.4099999999999999,-225000000.0,0.046511627906976744,0.022808378588052753,-0.1515463917525773,-0.05360824742268041,0.008068269976726144,0.016453092865052997,0.11597938144329897,0.0,1620000000.0,-732000000.0,-953000000.0,-288000000.0,194000000.0,,,-0.0,-4.912371134020619,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2021-03-31,12721000000.0,6447000000.0,6145000000.0,2008000000.0,399000000.0,-166000000.0,-152000000.0,42000000.0,-46000000.0,-0.22,-49000000.0,165000000.0,0.0,,,12.291,-0.22,-1000000.0,-0.024735557363710334,-0.011948746167754107,-0.38095238095238093,-0.41604010025062654,-0.013049288577941985,-0.027013832384052076,-0.002506265664160401,0.0,967000000.0,-881000000.0,-1108000000.0,-442000000.0,199000000.0,-1.26,-1.26,-0.0,-5.567839195979899,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2021-06-30,12809000000.0,6447000000.0,6232000000.0,1450000000.0,1048000000.0,-234000000.0,-212000000.0,85000000.0,-68000000.0,-0.3,-40000000.0,334000000.0,0.0,,,7.9755,-0.3,100000000.0,-0.03401797175866496,-0.016550862674681865,-0.20229007633587787,-0.22328244274809161,-0.018268405027714887,-0.03754813863928113,0.09541984732824428,0.0,860000000.0,-738000000.0,-978000000.0,-310000000.0,207000000.0,-1.06,-1.06,-0.0,-4.72463768115942,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2022-03-31,11829000000.0,5101000000.0,6520000000.0,266000000.0,1074000000.0,122000000.0,116000000.0,36000000.0,-16000000.0,0.16,261000000.0,172000000.0,0.0,,53.7992,3.8935,0.16,294000000.0,0.017791411042944787,0.009806407980387184,0.10800744878957169,0.11359404096834265,0.010313635979372729,0.01871165644171779,0.2737430167597765,0.0,581000000.0,46000000.0,-174000000.0,168000000.0,100000000.0,0.049999999999999906,0.049999999999999906,0.0,-1.74,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2022-06-30,12044000000.0,5099000000.0,6777000000.0,699000000.0,2455000000.0,449000000.0,372000000.0,73000000.0,23000000.0,0.52,708000000.0,334000000.0,0.0,,19.529,2.6087,0.52,783000000.0,0.054891544931385566,0.030886748588508803,0.1515274949083503,0.18289205702647657,0.037279973430753906,0.06625350450051645,0.3189409368635438,0.0,4976000000.0,124000000.0,171000000.0,1176000000.0,236000000.0,0.16000000000000003,0.16000000000000003,0.0,0.7245762711864406,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2023-09-30,12292000000.0,5261000000.0,6870000000.0,916000000.0,3988000000.0,654000000.0,608000000.0,142000000.0,27000000.0,0.85,1134000000.0,511000000.0,0.0,,15.005,2.1574,0.85,1165000000.0,0.08850072780203784,0.04946306540839571,0.15245737211634905,0.16399197592778336,0.05320533680442564,0.09519650655021834,0.29212637913741224,0.0,8565000000.0,884000000.0,991000000.0,2342000000.0,336000000.0,1.23,1.23,0.0,2.949404761904762,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
2024-06-30,12407000000.0,5418000000.0,6814000000.0,805000000.0,2937000000.0,583000000.0,507000000.0,97000000.0,14000000.0,0.72,818000000.0,368000000.0,0.0,,16.5087,2.2619,0.72,951000000.0,0.07440563545641327,0.04086402837108084,0.17262512768130744,0.19850187265917604,0.046989602643668894,0.08555914294100382,0.3237997957099081,0.0,10454000000.0,1603000000.0,1808000000.0,3193000000.0,348000000.0,2.25,2.25,0.0,5.195402298850575,1.1493868,21.0,12.22,8.94411,13116.388,17.1456,1.9179,2.1453
