report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,35202400000.0,5483000000.0,5163900000.0,15945400000.0,19189700000.0,,444200000.0,693200000.0,414700000.0,240200000.0,31400000.0,158700000.0,3.62,66428000.0,355700000.0,26300000.0,32200000.0,329400000.0,0.0,,24.0894,7.854,3.62,446900000.0,0.012517131586215521,0.006823398404654228,0.3465089440276976,0.5982400461627236,0.011780446787719018,0.021610551493770096,0.4751875360646278,0.6446912867859204,0.0,1.061794380216503,,,,,,,,,,,0.30912367,329.16,248.53,2.14188,109419.16,26.8698,3.4277,8.927
2010-06-30,34258900000.0,4602000000.0,4334300000.0,14807500000.0,19383500000.0,,363600000.0,1507100000.0,929800000.0,510900000.0,69300000.0,367600000.0,7.73,66104000.0,649100000.0,53800000.0,65000000.0,595300000.0,0.0,,20.1941,6.5465,7.73,994800000.0,0.026357468981350118,0.014912913140818882,0.3389954216707584,0.6169464534536527,0.027140392715469558,0.047968633115794364,0.3949970141331033,0.6600756419613828,0.0,1.0617631451445446,,,,,,,,,,,0.30912367,329.16,248.53,2.14188,109419.16,26.8698,3.4277,8.927
2010-09-30,33686500000.0,4049200000.0,3666200000.0,13717900000.0,19900800000.0,,568200000.0,2240500000.0,1372700000.0,755200000.0,105200000.0,539000000.0,11.39,66320000.0,963000000.0,97700000.0,98100000.0,865300000.0,0.0,,18.2774,6.02,11.39,1470800000.0,0.03794822318700756,0.022418476244192777,0.33706761883508146,0.6126757420218701,0.04074926157362742,0.06897712654767647,0.38620843561704976,0.6564606114706538,0.0,1.1044678413616278,,,,,,,,,,,0.30912367,329.16,248.53,2.14188,109419.16,26.8698,3.4277,8.927
2010-12-31,35046100000.0,5387500000.0,4781200000.0,14917900000.0,20060100000.0,,855200000.0,-1437100000.0,-886100000.0,-554900000.0,-65600000.0,-295500000.0,-8.430000000000001,-132357000.0,-611400000.0,-17800000.0,-65400000.0,-629200000.0,0.0,1.1268,22.6624,7.1781,-8.430000000000001,-951500000.0,-0.02766187606243239,-0.015833430823971855,0.38612483473662235,0.6165889638856029,-0.02528384042732287,-0.044172262351633344,0.43782617771901744,0.6620972792429197,0.0,1.1268091692462143,3003700000.0,951400000.0,1831100000.0,1160800000.0,1961000000.0,140300000.0,14.31,14.31,0.0,13.051318602993586,0.30912367,329.16,248.53,2.14188,109419.16,26.8698,3.4277,8.927
2011-03-31,34709000000.0,4587600000.0,3744100000.0,13852900000.0,20787500000.0,,664700000.0,831600000.0,524100000.0,456600000.0,30100000.0,54500000.0,6.81,67062000.0,362100000.0,41400000.0,31000000.0,320700000.0,0.0,,17.3135,6.4348,6.81,555100000.0,0.021965123271196634,0.01315508945806563,0.549062049062049,0.6302308802308803,0.015099830015269815,0.02521226698737222,0.3856421356421356,0.6675084175084175,0.0,1.2252877861168239,3142100000.0,1167800000.0,1940500000.0,1152100000.0,2069200000.0,139000000.0,17.5,17.5,0.0,13.96043165467626,0.30912367,329.16,248.53,2.14188,109419.16,26.8698,3.4277,8.927
2011-06-30,35589200000.0,5555100000.0,4522700000.0,14616100000.0,20902500000.0,,693600000.0,1669900000.0,1058600000.0,750300000.0,58800000.0,268200000.0,11.2,67018000.0,576100000.0,88400000.0,62700000.0,487700000.0,0.0,,16.4207,6.1752,11.2,1121300000.0,0.035895227843559384,0.02108223843188383,0.4493083418168753,0.6339301754596084,0.029744978813797444,0.0506446597296974,0.29205341637223786,0.6714773339720942,0.0,1.228270723240542,3304900000.0,1407200000.0,2069300000.0,1044500000.0,2195700000.0,128500000.0,20.97,20.97,0.0,16.10350194552529,0.30912367,329.16,248.53,2.14188,109419.16,26.8698,3.4277,8.927
2011-09-30,38887600000.0,9091300000.0,7922300000.0,17953800000.0,20864300000.0,,829300000.0,2544100000.0,1630700000.0,1066400000.0,87800000.0,499100000.0,15.94,66901000.0,999800000.0,129400000.0,95100000.0,870400000.0,0.0,,13.0485,4.9814,15.94,1725800000.0,0.05111122827029903,0.02742262314979582,0.4191659132895719,0.6409732321842695,0.04193367551610282,0.07815742680080329,0.3421249164734091,0.6783538382925199,0.0,1.1475581586155537,3608500000.0,1718400000.0,2327300000.0,1049600000.0,2450700000.0,111100000.0,25.519999999999996,25.519999999999996,0.0,20.94779477947795,0.30912367,329.16,248.53,2.14188,109419.16,26.8698,3.4277,8.927
2011-12-31,40758700000.0,10945800000.0,9615200000.0,19136400000.0,21552000000.0,,1042300000.0,-1765000000.0,-1192300000.0,-461000000.0,-59800000.0,-699700000.0,-6.799999999999997,-134219000.0,-591700000.0,-87000000.0,-60300000.0,-678700000.0,0.0,1.1384,8.9979,4.9707,-6.799999999999997,-1252600000.0,-0.021390126206384558,-0.011310468685213218,0.26118980169971673,0.6755240793201133,-0.029252650354402863,-0.05532201187824796,0.3845325779036827,0.7096883852691218,0.0,1.1383850569930942,3280600000.0,1812300000.0,2021100000.0,1000100000.0,2149600000.0,116900000.0,27.15,27.15,0.0,17.28913601368691,0.30912367,329.16,248.53,2.14188,109419.16,26.8698,3.4277,8.927
2012-03-31,39289100000.0,9354600000.0,8109900000.0,17670000000.0,21549100000.0,,1061700000.0,774600000.0,451200000.0,266600000.0,29100000.0,167100000.0,4.02,66370000.0,395600000.0,26700000.0,34900000.0,368900000.0,0.0,,11.9306,6.0042,4.02,486100000.0,0.012371746383839696,0.006785597023092919,0.3441776400722954,0.5824941905499613,0.01148410118837031,0.020938229438816472,0.47624580428608315,0.6275497030725535,0.0,1.1534790811230717,3223600000.0,1622300000.0,1948200000.0,1048300000.0,2080600000.0,115900000.0,24.36,24.36,0.0,16.809318377911993,0.30912367,329.16,248.53,2.14188,109419.16,26.8698,3.4277,8.927
2012-06-30,37945900000.0,8240900000.0,6659500000.0,16247500000.0,21620000000.0,,1293200000.0,1570500000.0,920400000.0,511500000.0,58000000.0,424400000.0,1.54,332009000.0,657800000.0,63600000.0,68500000.0,594200000.0,0.0,,11.4568,5.6668,1.54,988900000.0,0.023658649398704903,0.013479717176295727,0.3256924546322827,0.5860553963705826,0.02425558492485354,0.04257169287696577,0.3783508436803566,0.6296720789557466,0.0,1.2374652751708086,3124200000.0,1383500000.0,1810000000.0,1154800000.0,1948200000.0,115100000.0,14.700000000000003,14.700000000000003,0.0,15.725456125108602,0.30912367,329.16,248.53,2.14188,109419.16,26.8698,3.4277,8.927
