report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2010-06-30,22199584000.0,1083650000.0,1629586000.0,22199584000.0,9551096000.0,,186357000.0,3572456000.0,1068218000.0,491372000.0,285474000.0,308469000.0,1.63,300301000.0,881169000.0,362226000.0,711113000.0,518943000.0,0.0,,1.3754,9.9905,1.63,1779331000.0,0.05144666119992931,0.022134288642525913,0.13754459117201165,0.29901501935923075,0.04811882961410448,0.11184245242640216,0.14526225095564507,0.4980693953963324,0.0,0.6649848489125458,,,,,,,,,,,1.594818,11.95,3.01,13.50896,7160.346,11.6135,0.5774
2011-03-31,21901458000.0,1140736000.0,1073007000.0,,9658607000.0,,269659000.0,1695719000.0,464298000.0,211095000.0,131545000.0,127742000.0,0.69,304479.0,669835000.0,210591000.0,368547000.0,459244000.0,0.0,,1.8312,14.0232,0.69,832845000.0,0.021855636118127592,0.009638399416148458,0.1244870170116629,0.2738059784669512,0.02119941055979013,0.048070907119422086,0.2708255318245535,0.4911456438242421,0.0,1.0631207438534884,,,,,,,,,,,1.594818,11.95,3.01,13.50896,7160.346,11.6135,0.5774
2011-06-30,54842000000.0,5007000000.0,5064000000.0,,21641000000.0,,2546000000.0,6102000000.0,923000000.0,313000000.0,408000000.0,191000000.0,0.69,452369000.0,2018000000.0,790000000.0,1567000000.0,1228000000.0,0.0,,2.5366,31.0089,0.69,2490000000.0,0.014463287278776396,0.0057073046205462965,0.05129465748934776,0.15126188135037694,0.0168301666605886,0.04265052446744605,0.2012454932808915,0.408062930186824,0.0,0.9887440758293838,,,,,,,,,,,1.594818,11.95,3.01,13.50896,7160.346,11.6135,0.5774
2011-09-30,56735000000.0,3808000000.0,4737000000.0,56735000000.0,21976000000.0,21142000000.0,1123000000.0,10698000000.0,1495000000.0,466000000.0,732000000.0,293000000.0,0.92,506063000.0,3473000000.0,1511000000.0,2771000000.0,1962000000.0,21142000000.0,,1.6438,10.6503,0.92,4266000000.0,0.021204950855478705,0.008213624746629065,0.043559543839970086,0.13974574686857358,0.02635057724508681,0.03467229463333179,0.18339876612450925,0.3987661245092541,0.962049508554787,0.8038843149672789,22068175000.0,1481467000.0,3950516000.0,4168187000.0,9368176000.0,1557019000.0,3.9299999999999997,3.9299999999999997,2.25678936860281,2.537230438421111,1.594818,11.95,3.01,13.50896,7160.346,11.6135,0.5774
2011-12-31,56139000000.0,3523000000.0,4019000000.0,56139000000.0,20827000000.0,21356000000.0,128000000.0,-3144719000.0,-857298000.0,-417095000.0,-199545000.0,-236742000.0,-1.2299999999999998,-424615479.0,-1959835000.0,-100591000.0,-680547000.0,-2060426000.0,21356000000.0,0.8755,1.5019,12.8013,-1.2299999999999998,-1537845000.0,-0.020026648101022712,-0.007429683464258359,0.13263347217986726,0.2726151366783487,-0.015270988083150751,-0.02032330559704146,0.655201943321486,0.4890246155538857,1.0253997215153408,0.8765862154764867,15351000000.0,573000000.0,2025000000.0,1588818000.0,6051000000.0,1072000000.0,1.0700000000000003,1.0700000000000003,3.529333994381094,1.8889925373134329,1.594818,11.95,3.01,13.50896,7160.346,11.6135,0.5774
2012-03-31,56842000000.0,4882000000.0,5643000000.0,56842000000.0,20638000000.0,20667000000.0,1530000000.0,4610000000.0,654000000.0,200000000.0,343000000.0,131000000.0,0.32,620350000.0,1583000000.0,678000000.0,1208000000.0,905000000.0,20667000000.0,,1.3139,13.4065,0.32,1862000000.0,0.009690861517588913,0.003518525034305619,0.04338394793926247,0.1418655097613883,0.011505576862179375,0.015833434208933544,0.1963123644251627,0.4039045553145336,1.0014051749200503,0.8651426546163389,18265281000.0,561905000.0,2214702000.0,2034574000.0,7080155000.0,1283455000.0,0.7000000000000004,0.7000000000000004,2.9190038918639494,1.725578224402102,1.594818,11.95,3.01,13.50896,7160.346,11.6135,0.5774
2012-06-30,55090000000.0,3847000000.0,5207000000.0,55090000000.0,20311000000.0,19682000000.0,281000000.0,9222000000.0,1311000000.0,274000000.0,678000000.0,180000000.0,0.44,621095000.0,2799000000.0,1305000000.0,2416000000.0,1494000000.0,19682000000.0,,1.3339,14.0871,0.44,3727000000.0,0.013490226970607061,0.004973679433654021,0.029711559314682282,0.14216005204944698,0.023797422399709566,0.03278073662891006,0.1620039037085231,0.4041422684883973,0.9690315592536064,0.7388131361628577,21385281000.0,522905000.0,2602702000.0,2300574000.0,8317155000.0,1553455000.0,0.4500000000000004,0.4500000000000004,2.366434195346846,1.6754279975924633,1.594818,11.95,3.01,13.50896,7160.346,11.6135,0.5774
2012-09-30,54632000000.0,3833000000.0,4931000000.0,54632000000.0,20197000000.0,19508000000.0,194000000.0,13793000000.0,2047000000.0,544000000.0,1004000000.0,332000000.0,0.87,621828000.0,4686000000.0,2024000000.0,3560000000.0,2662000000.0,19508000000.0,,1.3239,37.3971,0.87,5607000000.0,0.026934693271277912,0.009957534045980378,0.039440295802218514,0.148408613064598,0.037468882706106314,0.05155521974562398,0.19299644747335604,0.4065105488291162,0.9658860226766351,0.7773271141756236,24480281000.0,600905000.0,3154702000.0,3000574000.0,9658155000.0,1825455000.0,0.40000000000000036,0.40000000000000036,2.0198474760448555,1.7281729760525457,1.594818,11.95,3.01,13.50896,7160.346,11.6135,0.5774
2012-12-31,54020000000.0,3613000000.0,4595000000.0,54020000000.0,19289000000.0,19400000000.0,211000000.0,-9249000000.0,-1299000000.0,-241000000.0,-706000000.0,-170000000.0,-0.3799999999999999,-1240988000.0,-3003000000.0,-1088000000.0,-2404000000.0,-4091000000.0,19400000000.0,0.7917,1.329,31.4301,-0.3799999999999999,-3703000000.0,-0.012494167660324537,-0.004461310625694187,0.026056871013082496,0.14044761595848199,-0.024046649389115143,-0.033575434878130736,0.4423180884419937,0.40036760730889825,1.0057545751464565,0.7862894450489663,18376000000.0,777000000.0,2713000000.0,970000000.0,7493000000.0,1319000000.0,1.2500000000000002,1.2500000000000002,2.5890831442679834,2.0568612585291888,1.594818,11.95,3.01,13.50896,7160.346,11.6135,0.5774
2013-03-31,53729000000.0,3875000000.0,4583000000.0,,18856000000.0,,476000000.0,4513000000.0,782000000.0,298000000.0,316000000.0,207000000.0,0.0,621074000.0,,663000000.0,1117000000.0,,0.0,,1.1935,24.9328,0.0,1899000000.0,0.015803988120492152,0.005546352993727782,0.06603146465765566,0.17327719920230444,0.014554523627835991,0.041472210436996185,,0.4207844006204299,0.0,0.8455160375300022,18279000000.0,875000000.0,2841000000.0,,7530000000.0,1292000000.0,0.9300000000000002,0.9300000000000002,0.0,2.1989164086687305,1.594818,11.95,3.01,13.50896,7160.346,11.6135,0.5774
