report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,10098400000.0,6875400000.0,1404800000.0,,6670800000.0,996200000.0,27600000.0,1202500000.0,1799100000.0,1217700000.0,446400000.0,321700000.0,124100000.0,0.8,400100000.0,274800000.0,31100000.0,243700000.0,1023800000.0,,19.7727,3.2798,0.8,446400000.0,0.04822510043772861,0.03185653172779846,0.17881162803624034,0.6768384192096047,0.2481240620310155,0.04420502257783411,0.05801471161593845,0.13545661719748764,0.2481240620310155,0.15347484559573066,4.894219817767654,,,,,,,,,,0.89138365,404.87,328.225,2.45391,132337.58,40.7694,5.9951,5.2691
2010-06-30,10060100000.0,6899800000.0,1295100000.0,,6745500000.0,996300000.0,18900000.0,785200000.0,3557300000.0,2436600000.0,894500000.0,640700000.0,247700000.0,1.6,399700000.0,601500000.0,68500000.0,533000000.0,1015200000.0,,16.891,2.8189,1.6,894500000.0,0.0949818397450152,0.06368723968946631,0.18010850926264302,0.6849576926320524,0.2514547550108228,0.0889156171409827,0.11526022137178348,0.1498327383127653,0.2514547550108228,0.1505003335557038,5.3276194888425605,,,,,,,,,,0.89138365,404.87,328.225,2.45391,132337.58,40.7694,5.9951,5.2691
2010-09-30,10771900000.0,7543700000.0,1406000000.0,,7306000000.0,996400000.0,19100000.0,925600000.0,5324900000.0,3663400000.0,1365000000.0,978400000.0,371900000.0,2.45,399100000.0,1029800000.0,127000000.0,902800000.0,1015500000.0,,15.4678,2.7751,2.45,1365000000.0,0.13391732822337804,0.09082891597582599,0.18374053972844562,0.687975361039644,0.25634284211910086,0.1267185918918668,0.1640329267559935,0.16954309001108003,0.25634284211910086,0.13899534629071997,5.365362731152205,,,,,,,,,,0.89138365,404.87,328.225,2.45391,132337.58,40.7694,5.9951,5.2691
2010-12-31,10895100000.0,,1605000000.0,,7173600000.0,996500000.0,25300000.0,1757600000.0,-3361300000.0,-2283400000.0,-954500000.0,-667400000.0,-287500000.0,-1.6600000000000006,,-358700000.0,-44500000.0,-403200000.0,1021800000.0,4.7548,16.7468,2.9133,-1.6600000000000006,-954500000.0,-0.09303557488569199,-0.06125689530155758,0.19855413084223367,0.6793205009966382,0.28396751256954156,-0.08760819083808317,-0.11646777460526637,0.11995358938505936,0.28396751256954156,0.14243894279023084,,7320000000.0,1273400000.0,1751400000.0,5034300000.0,1276300000.0,1751400000.0,3.19,3.19,0.5834189791024323,0.89138365,404.87,328.225,2.45391,132337.58,40.7694,5.9951,5.2691
2011-03-31,11231000000.0,6501200000.0,1586800000.0,,7452400000.0,996600000.0,28200000.0,735100000.0,2015200000.0,1326300000.0,423500000.0,307400000.0,104400000.0,0.78,394200000.0,204500000.0,54700000.0,149800000.0,1024800000.0,,18.7362,3.1304,0.78,423500000.0,0.04124845687295368,0.027370670465675363,0.15254069075029775,0.6581480746327908,0.2101528384279476,0.03770812928501469,0.04995753314773746,0.07433505359269552,0.2101528384279476,0.1375127475712522,4.097050668011091,7536100000.0,1259100000.0,1728500000.0,5142900000.0,1182400000.0,1728500000.0,3.17,3.17,0.5928840034712178,0.89138365,404.87,328.225,2.45391,132337.58,40.7694,5.9951,5.2691
2011-06-30,11596400000.0,6502700000.0,1603500000.0,,7778000000.0,996700000.0,24400000.0,497100000.0,4060700000.0,2659000000.0,823800000.0,616500000.0,205300000.0,1.57,393100000.0,360700000.0,105400000.0,255300000.0,1021100000.0,,18.2445,2.9132,1.57,823800000.0,0.07926202108511185,0.05316305060191094,0.1518211145861551,0.6548132095451523,0.20287142610879896,0.0710392880549136,0.0936232114648089,0.0628709335828798,0.20287142610879896,0.13128053484186167,4.055316495166823,8039500000.0,1234900000.0,1657800000.0,5365300000.0,904700000.0,1657800000.0,3.1399999999999997,3.1399999999999997,0.6159367836892267,0.89138365,404.87,328.225,2.45391,132337.58,40.7694,5.9951,5.2691
2011-09-30,12083000000.0,6931000000.0,1562000000.0,12083000000.0,7557000000.0,1755000000.0,25000000.0,810000000.0,2031000000.0,1362000000.0,444000000.0,327000000.0,104000000.0,0.84,388000000.0,446000000.0,57000000.0,389000000.0,1780000000.0,,14.5623,2.2302,0.84,444000000.0,0.04327113934100834,0.027062815525945545,0.16100443131462333,0.670605612998523,0.21861152141802068,0.03674584126458661,0.047552747135054085,0.1915312653865091,0.21861152141802068,0.2355432049755194,4.437259923175416,4745600000.0,583500000.0,736800000.0,3063900000.0,390900000.0,736800000.0,1.5299999999999998,1.5299999999999998,2.41585233441911,0.89138365,404.87,328.225,2.45391,132337.58,40.7694,5.9951,5.2691
2011-12-31,12405000000.0,7211000000.0,1828000000.0,12405000000.0,7683000000.0,1751000000.0,17000000.0,905000000.0,200100000.0,148700000.0,-5300000.0,94100000.0,-72700000.0,0.26000000000000023,-785800000.0,422800000.0,8900000.0,413900000.0,1768000000.0,3.9168,14.5356,2.3527,0.26000000000000023,-5300000.0,0.01224781986203306,0.00758565094719871,0.4702648675662169,0.743128435782109,-0.026486756621689155,-0.0004272470777912132,-0.0005607872182837795,2.0684657671164417,-0.026486756621689155,0.23011844331641285,3.9447483588621446,8307000000.0,1345000000.0,1686000000.0,5496000000.0,1208000000.0,1686000000.0,3.4500000000000006,3.4500000000000006,1.0486358244365361,0.89138365,404.87,328.225,2.45391,132337.58,40.7694,5.9951,5.2691
2012-03-31,12459000000.0,7229000000.0,1549000000.0,12459000000.0,8022000000.0,1751000000.0,23000000.0,690000000.0,2161000000.0,1452000000.0,476000000.0,350000000.0,118000000.0,0.91,383800000.0,35000000.0,52000000.0,-17000000.0,1774000000.0,,15.2554,2.5035,0.91,476000000.0,0.04363001745200698,0.028092142226502928,0.16196205460434984,0.6719111522443313,0.22026839426191577,0.03820531342804399,0.048591261739485504,-0.007866728366496992,0.22026839426191577,0.22114185988531537,4.666881859264041,8452800000.0,1387600000.0,1738500000.0,5621700000.0,1041200000.0,1738500000.0,3.580000000000001,3.580000000000001,1.0204199022145528,0.89138365,404.87,328.225,2.45391,132337.58,40.7694,5.9951,5.2691
2012-06-30,12262000000.0,7198000000.0,1489000000.0,12262000000.0,7952000000.0,1750000000.0,16000000.0,1393000000.0,2106000000.0,1434000000.0,445000000.0,325000000.0,110000000.0,0.85,383300000.0,457000000.0,51000000.0,406000000.0,1766000000.0,,14.8246,2.4432,0.85,445000000.0,0.040870221327967804,0.026504648507584407,0.15432098765432098,0.6809116809116809,0.21130104463437796,0.03629098026423096,0.04579131508540852,0.19278252611585944,0.21130104463437796,0.2220824949698189,4.834116856950974,6498100000.0,1096100000.0,1359700000.0,4396700000.0,1191900000.0,1359700000.0,2.8600000000000003,2.8600000000000003,1.2988159152754284,0.89138365,404.87,328.225,2.45391,132337.58,40.7694,5.9951,5.2691
2012-09-30,12777000000.0,7640000000.0,1576000000.0,12777000000.0,8361000000.0,1751000000.0,18000000.0,1423000000.0,2052000000.0,1397000000.0,450000000.0,353000000.0,91000000.0,0.92,382500000.0,569000000.0,58000000.0,511000000.0,1769000000.0,,14.6067,2.4459,0.92,450000000.0,0.042219830163856,0.027627768646787197,0.17202729044834308,0.6807992202729045,0.21929824561403508,0.03521953510213665,0.044422507403751234,0.2490253411306043,0.21929824561403508,0.21157756249252482,4.847715736040609,6519100000.0,1122100000.0,1365700000.0,4431700000.0,1313900000.0,1365700000.0,2.9400000000000004,2.9400000000000004,1.2953064362597935,0.89138365,404.87,328.225,2.45391,132337.58,40.7694,5.9951,5.2691
2012-12-31,13206000000.0,8148000000.0,1876000000.0,13206000000.0,8597000000.0,1746000000.0,16000000.0,1395000000.0,2338000000.0,1593000000.0,370000000.0,270000000.0,88000000.0,0.71,-766600000.0,596000000.0,49000000.0,547000000.0,1762000000.0,4.3433,16.0575,2.4076,0.71,370000000.0,0.03140630452483424,0.02044525215810995,0.11548331907613345,0.6813515825491874,0.15825491873396064,0.028017567772224746,0.0357177333719471,0.2339606501283148,0.15825491873396064,0.20495521693614052,4.343283582089552,8657000000.0,1298000000.0,1741000000.0,5876000000.0,1447000000.0,1741000000.0,3.3900000000000006,3.3900000000000006,1.0120620333141872,0.89138365,404.87,328.225,2.45391,132337.58,40.7694,5.9951,5.2691
2013-03-31,14089000000.0,8421000000.0,1808000000.0,,8456000000.0,2738000000.0,34000000.0,1913000000.0,2190000000.0,1477000000.0,386000000.0,304000000.0,71000000.0,0.0,383000000.0,236000000.0,49000000.0,187000000.0,2772000000.0,,19.7272,2.8435,0.0,386000000.0,0.03595080416272469,0.02157711689970899,0.13881278538812786,0.6744292237442923,0.17625570776255708,0.0273972602739726,0.03437833986462415,0.08538812785388128,0.17625570776255708,0.32781456953642385,4.657632743362832,8686000000.0,1252000000.0,1651000000.0,5901000000.0,1651000000.0,1651000000.0,2.4800000000000004,2.4800000000000004,1.6789824348879467,0.89138365,404.87,328.225,2.45391,132337.58,40.7694,5.9951,5.2691
2013-06-30,14382000000.0,8689000000.0,1971000000.0,,8603000000.0,2742000000.0,29000000.0,971000000.0,4402000000.0,2959000000.0,676000000.0,517000000.0,127000000.0,1.0,382000000.0,592000000.0,96000000.0,496000000.0,2771000000.0,,21.3711,2.7711,1.0,676000000.0,0.060095315587585726,0.03594771241830065,0.11744661517492049,0.6721944570649705,0.15356656065424806,0.04700319844249757,0.05943379637770353,0.11267605633802817,0.15356656065424806,0.32209694292688595,4.408422120750888,10982000000.0,1444000000.0,1882000000.0,7426000000.0,1741000000.0,1882000000.0,2.63,2.63,1.4723698193411265,0.89138365,404.87,328.225,2.45391,132337.58,40.7694,5.9951,5.2691
2013-09-30,14883000000.0,9187000000.0,2324000000.0,,8737000000.0,2743000000.0,31000000.0,1110000000.0,6553000000.0,4428000000.0,826000000.0,620000000.0,161000000.0,1.0,381800000.0,1214000000.0,139000000.0,1075000000.0,2774000000.0,,28.7385,2.8768,1.0,826000000.0,0.07096257296554881,0.04165826782234765,0.09461315428048223,0.6757210437967344,0.12604913779948115,0.05549956326009541,0.07175744939622969,0.16404700137341677,0.12604913779948115,0.3175002861394071,3.9530981067125643,15483000000.0,1711000000.0,2258000000.0,10457000000.0,2305000000.0,2258000000.0,2.71,2.71,1.2285208148804252,0.89138365,404.87,328.225,2.45391,132337.58,40.7694,5.9951,5.2691
2013-12-31,15743000000.0,8335000000.0,2657000000.0,15743000000.0,9047000000.0,2739000000.0,25000000.0,1339000000.0,-4124000000.0,-2820000000.0,-632000000.0,-435000000.0,-153000000.0,0.6299999999999999,-764700000.0,-156000000.0,-89000000.0,-245000000.0,2764000000.0,3.137,28.2648,3.152,0.6299999999999999,-632000000.0,-0.04808223720570355,-0.027631328209362892,0.10548011639185258,0.6838021338506305,0.15324927255092144,-0.0401448262719939,-0.05350944035221404,0.05940834141610087,0.15324927255092144,0.3055156405438267,3.136996612721114,9021000000.0,1006000000.0,1256000000.0,6044000000.0,1513000000.0,1256000000.0,2.63,2.63,2.200636942675159,0.89138365,404.87,328.225,2.45391,132337.58,40.7694,5.9951,5.2691
2014-03-31,16159000000.0,8446000000.0,3558000000.0,,9063000000.0,2244000000.0,820000000.0,1381000000.0,2305000000.0,1536000000.0,131000000.0,70000000.0,37000000.0,0.0,382600000.0,206000000.0,70000000.0,136000000.0,3064000000.0,,40.0062,3.3806,0.0,131000000.0,0.007723711795211299,0.004331951234606102,0.03036876355748373,0.6663774403470716,0.05683297180043384,0.008106937310477133,0.010802341881751464,0.05900216919739696,0.05683297180043384,0.3380778991503917,2.37380550871276,9136000000.0,772000000.0,1001000000.0,6103000000.0,1462000000.0,1001000000.0,2.63,2.63,3.0609390609390608,0.89138365,404.87,328.225,2.45391,132337.58,40.7694,5.9951,5.2691
2014-06-30,17229000000.0,9381000000.0,3713000000.0,,9002000000.0,3237000000.0,630000000.0,1319000000.0,4668000000.0,3091000000.0,328000000.0,198000000.0,76000000.0,0.0,382700000.0,572000000.0,124000000.0,448000000.0,3867000000.0,,46.4659,3.4373,0.0,328000000.0,0.02199511219728949,0.01149225143653143,0.042416452442159386,0.6621679520137104,0.0702656383890317,0.019037669046375296,0.02548760587458233,0.0959725792630677,0.0702656383890317,0.4295712063985781,2.526528413681659,9402000000.0,453000000.0,653000000.0,6235000000.0,1414000000.0,653000000.0,1.6300000000000001,1.6300000000000001,5.921898928024502,0.89138365,404.87,328.225,2.45391,132337.58,40.7694,5.9951,5.2691
2014-09-30,17515000000.0,9326000000.0,4211000000.0,,8624000000.0,3231000000.0,731000000.0,1356000000.0,7057000000.0,4658000000.0,778000000.0,255000000.0,444000000.0,0.0,382700000.0,1107000000.0,172000000.0,935000000.0,3962000000.0,,47.659,3.2073,0.0,778000000.0,0.02956864564007421,0.014558949471881244,0.03613433470313164,0.6600538472438713,0.11024514666288791,0.04441906936911219,0.06181471476243445,0.13249256057814934,0.11024514666288791,0.4594155844155844,2.214675848966991,9906000000.0,88000000.0,605000000.0,6465000000.0,1274000000.0,605000000.0,0.6300000000000001,0.6300000000000001,6.548760330578513,0.89138365,404.87,328.225,2.45391,132337.58,40.7694,5.9951,5.2691
2014-12-31,17713000000.0,9673000000.0,4464000000.0,,8595000000.0,3246000000.0,727000000.0,1795000000.0,-4355000000.0,-2901000000.0,9000000.0,-8000000.0,88000000.0,1.0,-765200000.0,-103000000.0,-133000000.0,-236000000.0,3973000000.0,1.9466,69.2951,3.6886,1.0,9000000.0,-0.0009307737056428156,-0.0004516456839609326,0.0018369690011481056,0.6661308840413318,-0.0020665901262916187,0.0005081013944560493,0.0007161043921069382,0.054190585533869115,-0.0020665901262916187,0.4622454915648633,2.166890681003584,9675000000.0,515000000.0,1246000000.0,6384000000.0,1283000000.0,1246000000.0,1.0000000000000002,1.0000000000000002,3.1886035313001604,0.89138365,404.87,328.225,2.45391,132337.58,40.7694,5.9951,5.2691
2015-03-31,16580000000.0,8727000000.0,3695000000.0,,8321000000.0,3257000000.0,225000000.0,1674000000.0,2379000000.0,1553000000.0,406000000.0,224000000.0,153000000.0,0.0,383500000.0,380000000.0,46000000.0,334000000.0,3482000000.0,,52.1797,3.5807,0.0,406000000.0,0.026919841365220527,0.013510253317249699,0.09415720891130727,0.6527952921395545,0.17065994115174443,0.02448733413751508,0.0343980343980344,0.1403951240016814,0.17065994115174443,0.4184593197932941,2.3618403247631936,9749000000.0,669000000.0,1521000000.0,6401000000.0,1481000000.0,1521000000.0,1.0000000000000002,1.0000000000000002,2.289283366206443,0.89138365,404.87,328.225,2.45391,132337.58,40.7694,5.9951,5.2691
2015-06-30,16819000000.0,8936000000.0,3723000000.0,,8505000000.0,3242000000.0,227000000.0,3626000000.0,4811000000.0,3158000000.0,835000000.0,616000000.0,162000000.0,1.0,382200000.0,737000000.0,114000000.0,623000000.0,3469000000.0,,38.572,3.6655,1.0,835000000.0,0.07242798353909465,0.03662524525833878,0.12803990854292246,0.6564123882768655,0.17356059031386406,0.04964623342648195,0.06973442458660431,0.12949490750363749,0.17356059031386406,0.4078777189888301,2.400214880472737,9892000000.0,1087000000.0,2028000000.0,6468000000.0,1656000000.0,2028000000.0,2.0,2.0,1.710552268244576,0.89138365,404.87,328.225,2.45391,132337.58,40.7694,5.9951,5.2691
