report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage
2011-07-03,24055000000.0,8077000000.0,5341000000.0,24055000000.0,10195000000.0,3612000000.0,,2116000000.0,12284000000.0,1272000000.0,822000000.0,86000000.0,361000000.0,2.29,-72000000.0,107000000.0,218000000.0,-179000000.0,3612000000.0,2.29,1490000000.0,0.08062775870524767,0.034171689877364374,0.06691631390426571,0.10354933246499512,0.052878819372271874,0.09212718186427174,-0.01457180071637903,0.12129599478997069,0.35429131927415397,1.5122636210447482,,,,,,,,,,
2011-10-02,24120000000.0,8112000000.0,5746000000.0,24120000000.0,10255000000.0,3612000000.0,,2405000000.0,18416000000.0,1997000000.0,1323000000.0,127000000.0,527000000.0,3.71,789000000.0,197000000.0,331000000.0,592000000.0,3612000000.0,3.71,2328000000.0,0.12901023890784982,0.054850746268656714,0.07183970460469158,0.1084383145091225,0.08279436152570481,0.14401096127496935,0.03214596003475239,0.1264118158123371,0.35221843003412967,1.411764705882353,,,,,,,,,,
2011-12-31,25854000000.0,9309000000.0,6130000000.0,25854000000.0,8181000000.0,4605000000.0,,4000000000.0,24857000000.0,2857000000.0,1866000000.0,172000000.0,793000000.0,5.28,2107000000.0,340000000.0,447000000.0,1767000000.0,4605000000.0,5.28,3304000000.0,0.2280894756142281,0.07217451844975632,0.07506939695055719,0.11493744216920787,0.11050514427167943,0.22344752072579382,0.07108661544031862,0.13292030413967895,0.5628896222955629,1.5185970636215333,,,,,,,,,,
2012-04-01,25627000000.0,9185000000.0,5731000000.0,25627000000.0,8336000000.0,4606000000.0,,3541000000.0,5938000000.0,706000000.0,448000000.0,50000000.0,212000000.0,1.32,115000000.0,70000000.0,112000000.0,45000000.0,4606000000.0,1.32,818000000.0,0.053742802303262956,0.017481562414640807,0.07544627820815089,0.11889525092623779,0.02754906934092949,0.0545510740225622,0.007578309195015157,0.1377568204782755,0.5525431861804223,1.6026871401151632,61495000000.0,4459000000.0,6832000000.0,2225000000.0,7940000000.0,435000000.0,12.6,12.6,0.5801007556675063,15.705747126436782
2012-07-01,25078000000.0,8779000000.0,5433000000.0,25078000000.0,8641000000.0,4607000000.0,,2350000000.0,11930000000.0,1448000000.0,919000000.0,100000000.0,431000000.0,2.73,-142000000.0,137000000.0,228000000.0,-279000000.0,4607000000.0,2.73,1676000000.0,0.10635343131581992,0.036645665523566476,0.07703269069572506,0.12137468566638726,0.05773985166281203,0.10929951690821256,-0.023386420787929588,0.14048616932103938,0.533155884735563,1.6158660040493282,61141000000.0,4556000000.0,7008000000.0,2125000000.0,8126000000.0,449000000.0,13.04,13.04,0.5669456066945606,15.608017817371937
2012-09-30,25697000000.0,9260000000.0,5668000000.0,25697000000.0,9062000000.0,4609000000.0,,3032000000.0,17975000000.0,2234000000.0,1419000000.0,149000000.0,668000000.0,4.23,969000000.0,204000000.0,341000000.0,765000000.0,4609000000.0,4.23,2575000000.0,0.15658794967998235,0.055220453749464916,0.07894297635605008,0.1242837273991655,0.08693621823559171,0.16341160119961964,0.04255910987482615,0.14325452016689846,0.508607371441183,1.6337332392378263,60700000000.0,4652000000.0,7245000000.0,2298000000.0,8373000000.0,471000000.0,13.56,13.56,0.5504598112982205,15.382165605095542
2012-12-31,26686000000.0,9246000000.0,5902000000.0,26686000000.0,8026000000.0,4731000000.0,,3188000000.0,-11429000000.0,-1399000000.0,-898000000.0,-98000000.0,-433000000.0,-2.630000000000001,1015000000.0,-72000000.0,-226000000.0,943000000.0,4731000000.0,-2.630000000000001,-1625000000.0,-0.11188636929977573,-0.033650603312598365,0.07857205354799195,0.12240790970338612,-0.05242449224312373,-0.10966528180606726,-0.08250940589727886,0.14218216816869367,0.5894592574134064,1.5665875974246017,24414000000.0,1888000000.0,2989000000.0,1474000000.0,3444000000.0,201000000.0,5.65,5.65,1.3736933797909407,14.870646766169154
2019-03-31,31576000000.0,10956000000.0,7680000000.0,31576000000.0,11708000000.0,4256000000.0,800000000.0,2093000000.0,6729000000.0,1113000000.0,781000000.0,44000000.0,146000000.0,2.77,-411000000.0,274000000.0,140000000.0,-685000000.0,5056000000.0,2.77,1253000000.0,0.06670652545268192,0.02473397517101596,0.11606479417446872,0.1654034774855105,0.035248289840385104,0.06639226914817466,-0.10179818695199881,0.18620894635161242,0.43184147591390504,1.4265625,25205000000.0,2221000000.0,3396000000.0,744000000.0,3879000000.0,195000000.0,7.1,7.1,1.3034287187419438,17.415384615384614
