report_date,total_assets,total_liabilities,total_equity,long_term_debt,revenue,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_pe,eps,roe,roa,net_margin,fcf_margin,debt_equity,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,204522000000.0,183773000000.0,20749000000.0,6418000000.0,7200000000.0,1591000000.0,365000000.0,588000000.0,3.19,485813000.0,-404000000.0,254000000.0,-658000000.0,6418000000.0,10.2211,3.19,0.07667839413947661,0.007779114227320289,0.2209722222222222,-0.0913888888888889,0.3093161116198371,9567000000.0,1861000000.0,9997000000.0,457000000.0,3.7700000000000005,3.7700000000000005,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2012-12-31,222582000000.0,201713000000.0,20869000000.0,7429000000.0,-4816000000.0,-874000000.0,-283000000.0,-363000000.0,-1.67,-984283000.0,2364000000.0,-127000000.0,2237000000.0,7429000000.0,10.6019,-1.67,-0.04188030092481671,-0.003926642765362877,0.18147840531561463,-0.4644933554817276,0.3559825578609421,9649000000.0,2061000000.0,1217000000.0,476000000.0,4.2,4.2,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2013-03-31,218189000000.0,197320000000.0,20869000000.0,7440000000.0,2435000000.0,464000000.0,111000000.0,145000000.0,0.98,462751000.0,113000000.0,119000000.0,-6000000.0,7440000000.0,12.6493,0.98,0.022233935502419856,0.0021265966661930713,0.19055441478439425,-0.0024640657084188913,0.35650965546983565,9663000000.0,2098000000.0,-19000000.0,447000000.0,4.33,4.33,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2013-06-30,227300000000.0,207219000000.0,20081000000.0,8841000000.0,4995000000.0,1043000000.0,215000000.0,328000000.0,2.0,461630000.0,-2147000000.0,228000000.0,-2375000000.0,8841000000.0,13.7134,2.0,0.051939644440017925,0.004588649362076551,0.2088088088088088,-0.4754754754754755,0.4402669189781385,9814000000.0,2224000000.0,-802000000.0,408000000.0,4.5,4.5,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2013-09-30,217180000000.0,196750000000.0,20430000000.0,8748000000.0,7420000000.0,1583000000.0,312000000.0,491000000.0,3.0,458392000.0,-1050000000.0,259000000.0,-1309000000.0,8748000000.0,14.2829,3.0,0.07748409202153696,0.007288884796021733,0.21334231805929918,-0.17641509433962263,0.4281938325991189,10034000000.0,2216000000.0,-1453000000.0,355000000.0,4.3100000000000005,4.3100000000000005,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2013-12-31,243291000000.0,222913000000.0,20378000000.0,9699000000.0,-4966000000.0,-954000000.0,-227000000.0,-414000000.0,-1.3600000000000003,-927618000.0,1110000000.0,-218000000.0,892000000.0,9699000000.0,15.7162,-1.3600000000000003,-0.046815192855039746,-0.003921230131817453,0.19210632299637534,-0.1796214256947241,0.4759544606929041,9884000000.0,2136000000.0,-2798000000.0,411000000.0,4.619999999999999,4.619999999999999,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2014-03-31,256663000000.0,235390000000.0,21273000000.0,9503000000.0,2485000000.0,363000000.0,100000000.0,92000000.0,0.0,438815000.0,1947000000.0,110000000.0,1837000000.0,9503000000.0,15.3724,0.0,0.017063883796361586,0.0014143059186559807,0.1460764587525151,0.7392354124748491,0.4467164950876698,9934000000.0,2035000000.0,-955000000.0,400000000.0,3.6399999999999997,3.6399999999999997,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2014-06-30,282324000000.0,260624000000.0,21700000000.0,9037000000.0,5083000000.0,985000000.0,189000000.0,216000000.0,2.0,436958000.0,446000000.0,234000000.0,212000000.0,9037000000.0,14.5332,2.0,0.045391705069124426,0.003488899278842748,0.1937831988982884,0.04170765296084989,0.4164516129032258,10022000000.0,1977000000.0,1632000000.0,374000000.0,3.6399999999999997,3.6399999999999997,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2014-09-30,274805000000.0,253649000000.0,21156000000.0,9016000000.0,7665000000.0,1545000000.0,290000000.0,344000000.0,3.0,434510000.0,-964000000.0,298000000.0,-1262000000.0,9016000000.0,15.4947,3.0,0.07302892796369824,0.005622168446716763,0.20156555772994128,-0.16464448793215916,0.4261675174891284,10267000000.0,1939000000.0,1679000000.0,352000000.0,3.6399999999999997,3.6399999999999997,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2014-12-31,274119000000.0,252646000000.0,21473000000.0,10042000000.0,-4938000000.0,-856000000.0,-187000000.0,-231000000.0,-1.0,-878276000.0,-1990000000.0,-215000000.0,-2205000000.0,10042000000.0,16.2084,-1.0,-0.03986401527499651,-0.0031227313684932456,0.17334953422438235,0.4465370595382746,0.4676570577003679,10295000000.0,2037000000.0,-1418000000.0,392000000.0,4.0,4.0,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2015-03-31,279476000000.0,258657000000.0,20819000000.0,9174000000.0,2605000000.0,409000000.0,96000000.0,95000000.0,0.0,418750000.0,397000000.0,96000000.0,301000000.0,9174000000.0,14.665,0.0,0.01964551611508718,0.0014634530335341854,0.15700575815738962,0.11554702495201535,0.4406551707574812,10415000000.0,2083000000.0,-2954000000.0,388000000.0,4.0,4.0,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2015-06-30,294571000000.0,273071000000.0,21500000000.0,9085000000.0,5219000000.0,831000000.0,190000000.0,151000000.0,1.0,417643000.0,-4527000000.0,301000000.0,-4828000000.0,9085000000.0,17.0426,1.0,0.03865116279069768,0.002821051631015952,0.1592259053458517,-0.9250814332247557,0.42255813953488375,10551000000.0,1929000000.0,-7994000000.0,389000000.0,3.0,3.0,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2015-09-30,247274000000.0,225742000000.0,21500000000.0,12025000000.0,7838000000.0,1416000000.0,291000000.0,219000000.0,3.0,415772000.0,-4782000000.0,543000000.0,-5325000000.0,12025000000.0,14.5823,3.0,0.06586046511627908,0.005726441113906031,0.18065833120694055,-0.6793824955345752,0.5593023255813954,10724000000.0,1800000000.0,-12057000000.0,390000000.0,3.0,3.0,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2015-12-31,245192000000.0,224057000000.0,21103000000.0,11534000000.0,-5302000000.0,-676000000.0,-177000000.0,-147000000.0,0.0,-838527000.0,7509000000.0,-237000000.0,7272000000.0,11534000000.0,13.6053,0.0,-0.03203336018575558,-0.0027570230676367906,0.12749905695963787,-1.3715579026782345,0.5465573615125812,10360000000.0,1980000000.0,-2580000000.0,400000000.0,4.0,4.0,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2016-03-31,243685000000.0,222157000000.0,21496000000.0,10323000000.0,2484000000.0,368000000.0,117000000.0,62000000.0,0.0,403615000.0,2852000000.0,168000000.0,2684000000.0,10323000000.0,12.123,0.0,0.017119464086341647,0.001510146295422369,0.14814814814814814,1.0805152979066022,0.4802288797915891,10239000000.0,1939000000.0,-197000000.0,421000000.0,4.0,4.0,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2016-06-30,255386000000.0,233282000000.0,22073000000.0,11924000000.0,5057000000.0,987000000.0,216000000.0,154000000.0,2.0,401113000.0,5012000000.0,328000000.0,4684000000.0,11924000000.0,10.0136,2.0,0.04471526299098446,0.0038647380827453344,0.19517500494364248,0.9262408542614198,0.5402074933176279,10077000000.0,2095000000.0,9315000000.0,447000000.0,5.0,5.0,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2016-09-30,256140000000.0,233959000000.0,22150000000.0,11834000000.0,7677000000.0,1550000000.0,326000000.0,226000000.0,3.0,398413000.0,2276000000.0,477000000.0,1799000000.0,11834000000.0,12.8462,3.0,0.06997742663656885,0.006051378152572812,0.201901784551257,0.23433632929529763,0.5342663656884876,9916000000.0,2229000000.0,16439000000.0,482000000.0,5.0,5.0,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2016-12-31,242698000000.0,221479000000.0,21219000000.0,,-5011000000.0,-762000000.0,-231000000.0,-464000000.0,-1.0,-807051000.0,-7850000000.0,-360000000.0,-8210000000.0,0.0,14.2648,-1.0,-0.03591121164993638,-0.0031397044887061286,0.15206545599680701,1.6383955298343644,0.0,10207000000.0,2143000000.0,957000000.0,428000000.0,4.0,4.0,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2017-03-31,236802000000.0,215508000000.0,21294000000.0,,2668000000.0,502000000.0,140000000.0,82000000.0,1.0,386417000.0,3509000000.0,164000000.0,3345000000.0,0.0,13.3438,1.0,0.02357471588240819,0.002119914527748921,0.18815592203898052,1.2537481259370316,0.0,10391000000.0,2277000000.0,1618000000.0,451000000.0,5.0,5.0,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2017-06-30,238274000000.0,216206000000.0,22068000000.0,,5478000000.0,1122000000.0,265000000.0,238000000.0,2.0,383489000.0,3999000000.0,325000000.0,3674000000.0,0.0,14.8198,2.0,0.05084284937466014,0.00470886458446998,0.20481927710843373,0.6706827309236948,0.0,10812000000.0,2412000000.0,608000000.0,500000000.0,5.0,5.0,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2017-09-30,235986000000.0,213489000000.0,22497000000.0,,8324000000.0,1807000000.0,423000000.0,375000000.0,4.0,381779000.0,1857000000.0,485000000.0,1372000000.0,0.0,15.0112,4.0,0.08032182068720274,0.007657233903706152,0.21708313310908217,0.1648246035559827,0.0,11459000000.0,2669000000.0,181000000.0,597000000.0,6.0,6.0,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2017-12-31,238425000000.0,216108000000.0,22317000000.0,,-5300000000.0,-1254000000.0,-224000000.0,27000000.0,-2.0,-771472000.0,-2432000000.0,-337000000.0,-2769000000.0,0.0,16.636,-2.0,-0.056190348165075954,-0.005259515570934256,0.23660377358490567,0.5224528301886793,0.0,11170000000.0,2177000000.0,5622000000.0,604000000.0,5.0,5.0,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2018-03-31,250286000000.0,227887000000.0,22399000000.0,,3019000000.0,661000000.0,199000000.0,102000000.0,1.0,372619000.0,4836000000.0,147000000.0,4689000000.0,0.0,15.4625,1.0,0.029510245993124695,0.0026409787203439264,0.21894667108314012,1.553163299105664,0.0,11521000000.0,2336000000.0,6966000000.0,663000000.0,5.0,5.0,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2018-06-30,248308000000.0,225737000000.0,22571000000.0,,6045000000.0,1395000000.0,462000000.0,233000000.0,3.0,371415000.0,3402000000.0,285000000.0,3117000000.0,0.0,14.1615,3.0,0.06180497098046166,0.005618022778162604,0.23076923076923078,0.5156327543424317,0.0,12088000000.0,2609000000.0,6409000000.0,860000000.0,6.0,6.0,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2018-09-30,234007000000.0,209454000000.0,24553000000.0,,8996000000.0,2160000000.0,706000000.0,335000000.0,5.0,374064000.0,8824000000.0,436000000.0,8388000000.0,0.0,12.9516,5.0,0.08797295646153219,0.009230493104907119,0.2401067140951534,0.9324144064028457,0.0,12760000000.0,2962000000.0,13425000000.0,1143000000.0,7.0,7.0,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2018-12-31,244626000000.0,219836000000.0,24790000000.0,,-6078000000.0,-1617000000.0,-376000000.0,-270000000.0,-3.0,-741622000.0,-6605000000.0,-259000000.0,-6864000000.0,0.0,9.2415,-3.0,-0.06522791448164582,-0.006610090505506365,0.2660414610069102,1.1293188548864759,0.0,11982000000.0,2599000000.0,9330000000.0,991000000.0,6.0,6.0,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2019-03-31,228332000000.0,203294000000.0,25038000000.0,,2932000000.0,508000000.0,354000000.0,127000000.0,1.18,381703000.0,-495000000.0,171000000.0,-666000000.0,0.0,10.4353,1.18,0.020289160476076363,0.002224830509959182,0.17326057298772168,-0.2271487039563438,0.0,11895000000.0,2446000000.0,3975000000.0,1146000000.0,6.18,6.18,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2019-06-30,241540000000.0,216086000000.0,25454000000.0,,5805000000.0,1095000000.0,748000000.0,258000000.0,2.61,379465000.0,-80000000.0,342000000.0,-422000000.0,0.0,9.2137,2.61,0.04301877897383515,0.004533410615219011,0.18863049095607234,-0.0726959517657192,0.0,11655000000.0,2146000000.0,436000000.0,1432000000.0,5.79,5.79,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2019-09-30,244606000000.0,219397000000.0,25209000000.0,,8708000000.0,1678000000.0,1105000000.0,396000000.0,4.03,376361000.0,4637000000.0,569000000.0,4068000000.0,0.0,10.1763,4.03,0.0665635288984093,0.006860011610508328,0.1926963711529628,0.467156637574644,0.0,11367000000.0,1664000000.0,-3884000000.0,1831000000.0,4.82,4.82,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2019-12-31,245610000000.0,221179000000.0,24431000000.0,,-5689000000.0,-1039000000.0,-832000000.0,-311000000.0,-2.4400000000000004,-763863000.0,1628000000.0,-352000000.0,1276000000.0,0.0,12.6091,-2.4400000000000004,-0.04252793581924604,-0.004230283783233582,0.18263315169625594,-0.22429249428722095,0.0,11756000000.0,2242000000.0,4256000000.0,1375000000.0,5.38,5.38,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2020-03-31,362527000000.0,338666000000.0,23861000000.0,,3065000000.0,634000000.0,204000000.0,140000000.0,1.62,357993000.0,4039000000.0,114000000.0,3925000000.0,0.0,7.9172,1.62,0.026570554461254767,0.0017488352591669034,0.2068515497553018,1.2805872756933117,0.0,11889000000.0,2368000000.0,8847000000.0,1225000000.0,5.82,5.82,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2020-06-30,280242000000.0,255369000000.0,24873000000.0,,6002000000.0,1328000000.0,319000000.0,249000000.0,3.48,357028000.0,5375000000.0,271000000.0,5104000000.0,0.0,9.0481,3.48,0.05339122743537169,0.004738761498990158,0.22125958013995334,0.850383205598134,0.0,12086000000.0,2601000000.0,14373000000.0,796000000.0,6.6899999999999995,6.6899999999999995,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2020-09-30,272075000000.0,246517000000.0,25558000000.0,,8786000000.0,1883000000.0,361000000.0,375000000.0,4.93,356971000.0,156000000.0,424000000.0,-268000000.0,0.0,8.5539,4.93,0.07367556146803349,0.006920885785169531,0.21431823355338037,-0.030503073070794445,0.0,12164000000.0,2806000000.0,10037000000.0,52000000.0,7.589999999999999,7.589999999999999,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2020-12-31,314706000000.0,288506000000.0,26200000000.0,,-6150000000.0,-1425000000.0,-509000000.0,-285000000.0,-3.709999999999999,-714886000.0,-6038000000.0,-249000000.0,-6287000000.0,0.0,10.621,-3.709999999999999,-0.05438931297709924,-0.004528035690453947,0.23170731707317074,1.0222764227642276,0.0,11703000000.0,2420000000.0,2474000000.0,375000000.0,6.32,6.32,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2021-03-31,316885000000.0,291880000000.0,25005000000.0,,2950000000.0,519000000.0,4000000.0,108000000.0,1.37,355690000.0,-3732000000.0,162000000.0,-3894000000.0,0.0,12.7022,1.37,0.020755848830233955,0.0016378181359168152,0.1759322033898305,-1.32,0.0,11588000000.0,2305000000.0,-5345000000.0,175000000.0,6.07,6.07,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2021-06-30,326528000000.0,301361000000.0,25167000000.0,,5984000000.0,1282000000.0,4000000.0,283000000.0,3.44,353434000.0,-11325000000.0,359000000.0,-11684000000.0,0.0,12.0532,3.44,0.0509397226526801,0.003926156409251274,0.2142379679144385,-1.9525401069518717,0.0,11570000000.0,2259000000.0,-22133000000.0,-140000000.0,6.03,6.03,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2021-09-30,323139000000.0,295825000000.0,27314000000.0,,8974000000.0,1996000000.0,4000000.0,445000000.0,5.4,353376000.0,-10937000000.0,556000000.0,-11493000000.0,0.0,12.2289,5.4,0.07307607820165483,0.006176908389269015,0.22242032538444395,-1.2806997994205482,0.0,11758000000.0,2372000000.0,-33358000000.0,-497000000.0,6.500000000000001,6.500000000000001,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2021-12-31,314624000000.0,287261000000.0,27363000000.0,,-5881000000.0,-1104000000.0,-9000000.0,-358000000.0,-3.0200000000000005,-704538000.0,19284000000.0,-266000000.0,19018000000.0,0.0,12.6388,-3.0200000000000005,-0.04034645323977634,-0.0035089503661513426,0.18772317633055602,-3.23380377486822,0.0,12027000000.0,2693000000.0,-8053000000.0,3000000.0,7.19,7.19,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2022-03-31,322350000000.0,296126000000.0,26224000000.0,,3081000000.0,604000000.0,12000000.0,150000000.0,1.57,372037000.0,4586000000.0,138000000.0,4448000000.0,0.0,11.5233,1.57,0.02303233679072605,0.0018737397239025903,0.19604024667315806,1.4436871145731904,0.0,12158000000.0,2778000000.0,289000000.0,11000000.0,7.39,7.39,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2022-06-30,300223000000.0,274456000000.0,25767000000.0,,6034000000.0,1351000000.0,132000000.0,238000000.0,3.48,372080000.0,451000000.0,320000000.0,131000000.0,0.0,8.2056,3.48,0.05243140450964412,0.004499988341999114,0.22389791183294663,0.021710308253231687,0.0,12208000000.0,2847000000.0,12104000000.0,139000000.0,7.43,7.43,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2022-09-30,303568000000.0,277920000000.0,25648000000.0,,8993000000.0,2041000000.0,573000000.0,397000000.0,5.28,372194000.0,4918000000.0,530000000.0,4388000000.0,0.0,8.1724,5.28,0.07957735495945104,0.006723370052179413,0.2269542977871678,0.487935060602691,0.0,12227000000.0,2892000000.0,27985000000.0,708000000.0,7.309999999999999,7.309999999999999,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2022-12-31,301450000000.0,276259000000.0,25191000000.0,,-5960000000.0,-1222000000.0,827000000.0,-232000000.0,-3.1399999999999997,-746202000.0,1999000000.0,-254000000.0,1745000000.0,0.0,10.2608,-3.1399999999999997,-0.048509388273589776,-0.004053740255432078,0.20503355704697987,-0.29278523489932884,0.0,12148000000.0,2774000000.0,10712000000.0,1544000000.0,7.189999999999999,7.189999999999999,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2023-03-31,290816000000.0,266066000000.0,24750000000.0,,3101000000.0,549000000.0,1261000000.0,139000000.0,1.52,345472000.0,-2862000000.0,182000000.0,-3044000000.0,0.0,9.3662,1.52,0.02218181818181818,0.0018877915933098591,0.17703966462431472,-0.981618832634634,0.0,12168000000.0,2719000000.0,3220000000.0,2793000000.0,7.139999999999999,7.139999999999999,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2023-06-30,294561000000.0,270357000000.0,24204000000.0,,6211000000.0,1312000000.0,2802000000.0,292000000.0,3.68,339473000.0,-3714000000.0,352000000.0,-4066000000.0,0.0,8.9437,3.68,0.05420591637745827,0.004454085910897913,0.21123812590565128,-0.6546449847045565,0.0,12345000000.0,2680000000.0,-977000000.0,5463000000.0,7.34,7.34,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2023-09-30,284415000000.0,260794000000.0,23621000000.0,,8902000000.0,1734000000.0,4506000000.0,381000000.0,4.97,332011000.0,-3492000000.0,487000000.0,-3979000000.0,0.0,8.5492,4.97,0.07340925447694847,0.006096724856283951,0.19478768815996406,-0.4469782071444619,0.0,12254000000.0,2373000000.0,-9344000000.0,9396000000.0,7.029999999999999,7.029999999999999,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2023-12-31,297258000000.0,273459000000.0,23799000000.0,,-6269000000.0,-1651000000.0,-2148000000.0,-440000000.0,-4.59,-690388000.0,10758000000.0,-205000000.0,10553000000.0,0.0,12.2957,-4.59,-0.06937266271692089,-0.0055540977871074955,0.2633593874621152,-1.6833625777635988,0.0,11945000000.0,1944000000.0,-536000000.0,6421000000.0,5.579999999999998,5.579999999999998,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2024-03-31,338003000000.0,313570000000.0,24433000000.0,,3138000000.0,463000000.0,2173000000.0,135000000.0,1.37,305943000.0,-844000000.0,230000000.0,-1074000000.0,0.0,12.5356,1.37,0.018949781033847667,0.001369810327127274,0.14754620777565328,-0.3422562141491396,0.0,11982000000.0,1858000000.0,1434000000.0,7333000000.0,5.429999999999999,5.429999999999999,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2024-06-30,325603000000.0,300841000000.0,24762000000.0,,6329000000.0,1174000000.0,,336000000.0,3.52,305354000.0,-8488000000.0,443000000.0,-8931000000.0,0.0,12.1879,3.52,0.047411356110168806,0.0036056178843561024,0.18549533891610048,-1.411123400221204,0.0,12100000000.0,1720000000.0,-3431000000.0,,5.27,5.27,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2024-09-30,338481000000.0,312653000000.0,25828000000.0,,9588000000.0,1904000000.0,,531000000.0,5.77,304176000.0,-5780000000.0,677000000.0,-6457000000.0,0.0,12.3118,5.77,0.07371844509834288,0.005625131100416272,0.19858156028368795,-0.6734459741343346,0.0,12786000000.0,1890000000.0,-5909000000.0,,6.069999999999999,6.069999999999999,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
2024-12-31,353240000000.0,327914000000.0,25326000000.0,,-6055000000.0,-854000000.0,,-294000000.0,-2.4499999999999993,-613247000.0,1902000000.0,-424000000.0,1478000000.0,0.0,10.7041,-2.4499999999999993,-0.033720287451630734,-0.002417619748612841,0.14104046242774568,-0.24409578860445913,0.0,13000000000.0,2687000000.0,-14984000000.0,,8.21,8.21,1.4278363,137.0499,72.81,1.99991,35900.168,12.1902,1.2943,1.80473
