report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-06-30,9910000000.0,2888000000.0,2334000000.0,5217000000.0,4683000000.0,1912000000.0,,526000000.0,1640000000.0,750000000.0,290000000.0,157000000.0,51000000.0,81000000.0,0.74,223000000.0,20000000.0,50000000.0,203000000.0,1912000000.0,,12.9461,1.1275,0.74,340000000.0,0.03352551783045057,0.01584258324924319,0.09573170731707317,0.4573170731707317,0.17682926829268292,0.029263370332996974,0.04397270659590599,0.12378048780487805,0.2073170731707317,0.40828528720905405,1.2373607540702656,,,,,,,,,,,,1.0314081,101.785,64.84,3.46157,48567.844,27.1632,4.5359,5.9099
2010-09-30,10355000000.0,2880000000.0,2367000000.0,5277000000.0,5067000000.0,1846000000.0,,336000000.0,2391000000.0,1121000000.0,456000000.0,258000000.0,76000000.0,124000000.0,1.23,257000000.0,32000000.0,75000000.0,225000000.0,1846000000.0,,12.0448,1.219,1.23,531000000.0,0.05091770278271166,0.024915499758570738,0.10790464240903387,0.46884148891677124,0.19071518193224593,0.044036697247706424,0.06596267901055981,0.09410288582183186,0.22208281053952322,0.36431813696467336,1.2167300380228137,,,,,,,,,,,,1.0314081,101.785,64.84,3.46157,48567.844,27.1632,4.5359,5.9099
2010-12-31,16207000000.0,8510000000.0,8231000000.0,11478000000.0,4718000000.0,2181000000.0,,315000000.0,3197000000.0,1522000000.0,631000000.0,395000000.0,102000000.0,,1.91,440000000.0,42000000.0,103000000.0,398000000.0,2181000000.0,1.0339,11.8858,1.4685,1.91,734000000.0,0.08372191606612972,0.02437218485839452,0.12355333124804505,0.47607131685955584,0.19737253675320612,0.038933794039612515,0.09146253080156544,0.12449171097904285,0.22959024085079763,0.46227214921576937,1.0338962458996477,,,,,,,,,,,,1.0314081,101.785,64.84,3.46157,48567.844,27.1632,4.5359,5.9099
2011-03-31,18065000000.0,10175000000.0,9795000000.0,13028000000.0,5026000000.0,2150000000.0,,439000000.0,817000000.0,415000000.0,181000000.0,104000000.0,30000000.0,49000000.0,0.57,171000000.0,10000000.0,27000000.0,161000000.0,2150000000.0,,10.3942,1.4051,0.57,208000000.0,0.020692399522483088,0.005756988652089676,0.12729498164014688,0.5079559363525091,0.2215422276621787,0.010019374481040686,0.025222965440356744,0.19706242350061198,0.25458996328029376,0.42777556705133307,1.038795303726391,8045000000.0,914000000.0,1558000000.0,3808000000.0,987000000.0,1813000000.0,259000000.0,4.45,4.45,1.1858797573083288,6.015444015444015,1.0314081,101.785,64.84,3.46157,48567.844,27.1632,4.5359,5.9099
2011-06-30,14217000000.0,6429000000.0,5919000000.0,9057000000.0,5150000000.0,2069000000.0,,578000000.0,1655000000.0,831000000.0,341000000.0,196000000.0,63000000.0,89000000.0,1.09,430000000.0,24000000.0,53000000.0,406000000.0,2069000000.0,,10.2992,1.4008,1.09,394000000.0,0.03805825242718447,0.013786312161496799,0.11842900302114803,0.5021148036253776,0.20604229607250754,0.023985369627910248,0.047236459343399366,0.24531722054380664,0.2380664652567976,0.40174757281553397,1.0861632032437911,8060000000.0,953000000.0,1609000000.0,3889000000.0,1190000000.0,1867000000.0,271000000.0,4.8,4.8,1.1081949651847884,5.937269372693727,1.0314081,101.785,64.84,3.46157,48567.844,27.1632,4.5359,5.9099
2011-09-30,13157000000.0,5677000000.0,4980000000.0,8161000000.0,4987000000.0,2168000000.0,,543000000.0,2601000000.0,1269000000.0,536000000.0,306000000.0,93000000.0,151000000.0,1.7,436000000.0,51000000.0,81000000.0,385000000.0,2168000000.0,,9.2496,1.2137,1.7,617000000.0,0.06135953479045518,0.023257581515543056,0.11764705882352941,0.48788927335640137,0.20607458669742407,0.04073877023637607,0.07491264849755416,0.14801999231064975,0.2372164552095348,0.43473029877681973,1.1399598393574297,8270000000.0,1001000000.0,1689000000.0,4037000000.0,1350000000.0,1953000000.0,288000000.0,5.2700000000000005,5.2700000000000005,1.1100870455709166,5.864583333333333,1.0314081,101.785,64.84,3.46157,48567.844,27.1632,4.5359,5.9099
2011-12-31,14091000000.0,6573000000.0,6030000000.0,9105000000.0,4976000000.0,2072000000.0,,506000000.0,-1635000000.0,-825000000.0,-362000000.0,-219000000.0,-67000000.0,-99000000.0,-1.2100000000000004,-368000000.0,3000000.0,-52000000.0,-371000000.0,2072000000.0,1.0899,11.4273,1.2923,-1.2100000000000004,-414000000.0,-0.0440112540192926,-0.015541835213966362,0.13394495412844037,0.5045871559633027,0.22140672782874618,-0.025690156837697823,-0.05136208853575482,0.22691131498470948,0.25321100917431194,0.41639871382636656,1.090049751243781,3438000000.0,387000000.0,696000000.0,1690000000.0,581000000.0,805000000.0,119000000.0,2.1499999999999995,2.1499999999999995,2.5739130434782607,5.848739495798319,1.0314081,101.785,64.84,3.46157,48567.844,27.1632,4.5359,5.9099
2012-03-31,9021000000.0,1406000000.0,859000000.0,3860000000.0,5152000000.0,1962000000.0,,525000000.0,801000000.0,411000000.0,171000000.0,85000000.0,24000000.0,53000000.0,0.48,108000000.0,16000000.0,26000000.0,92000000.0,1962000000.0,,12.1094,1.3061,0.48,197000000.0,0.016498447204968944,0.00942245870746037,0.10611735330836454,0.5131086142322098,0.21348314606741572,0.018955769870302626,0.024037109924093338,0.11485642946317104,0.2459425717852684,0.38082298136645965,1.6367869615832362,3422000000.0,368000000.0,686000000.0,1686000000.0,512000000.0,794000000.0,113000000.0,2.0599999999999996,2.0599999999999996,2.4710327455919394,6.070796460176991,1.0314081,101.785,64.84,3.46157,48567.844,27.1632,4.5359,5.9099
2012-06-30,8927000000.0,1410000000.0,987000000.0,3957000000.0,4961000000.0,1951000000.0,,491000000.0,1624000000.0,835000000.0,346000000.0,178000000.0,48000000.0,86000000.0,1.02,318000000.0,41000000.0,51000000.0,277000000.0,1951000000.0,,10.5759,1.1481,1.02,397000000.0,0.03587986293086071,0.019939509353646242,0.10960591133004927,0.5141625615763546,0.21305418719211822,0.038758821552593255,0.05005787037037037,0.1705665024630542,0.24445812807881773,0.3932674863938722,1.4285714285714286,3391000000.0,350000000.0,691000000.0,1690000000.0,383000000.0,797000000.0,98000000.0,1.9899999999999995,1.9899999999999995,2.4479297365119197,7.051020408163265,1.0314081,101.785,64.84,3.46157,48567.844,27.1632,4.5359,5.9099
2012-09-30,8920000000.0,1329000000.0,805000000.0,3784000000.0,5135000000.0,1941000000.0,,438000000.0,2367000000.0,1244000000.0,516000000.0,266000000.0,73000000.0,131000000.0,1.53,356000000.0,63000000.0,77000000.0,293000000.0,1941000000.0,,11.3169,1.2295,1.53,593000000.0,0.051801363193768254,0.029820627802690583,0.11237853823405154,0.5255597803126321,0.21799746514575413,0.05784753363228699,0.07292255511588468,0.12378538234051542,0.2505280946345585,0.3779941577409932,1.6509316770186335,3157000000.0,310000000.0,671000000.0,1665000000.0,291000000.0,773000000.0,78000000.0,1.8199999999999996,1.8199999999999996,2.5109961190168177,8.602564102564102,1.0314081,101.785,64.84,3.46157,48567.844,27.1632,4.5359,5.9099
