report_date,total_assets,current_assets,current_liabilities,total_equity,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2014-05-03,21318000000.0,8504000000.0,5104000000.0,6100000000.0,8000000.0,1878000000.0,6279000000.0,2443000000.0,443000000.0,224000000.0,100000000.0,119000000.0,0.0,86000000.0,63000000.0,253000000.0,23000000.0,8000000.0,,13.7329,0.7369,0.0,696000000.0,0.036721311475409836,0.010507552303217938,0.03567447045707915,0.3890746934225195,0.07055263577002707,0.020780561028239046,0.07252783235101506,0.003663003663003663,0.11084567606306736,0.0013114754098360656,1.6661442006269593,27823000000.0,1493000000.0,2686000000.0,11173000000.0,1642000000.0,3708000000.0,393000000.0,3.0,3.0,0.002157497303128371,6.8346055979643765,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2014-08-02,20619000000.0,7797000000.0,5136000000.0,5807000000.0,483000000.0,1630000000.0,12546000000.0,5038000000.0,1014000000.0,516000000.0,201000000.0,298000000.0,1.0,646000000.0,245000000.0,507000000.0,401000000.0,483000000.0,,13.7686,0.7389,1.0,1521000000.0,0.08885827449629757,0.02502546195256802,0.041128646580583454,0.40156225091662684,0.08082257293161167,0.049177942674232505,0.16120826709062003,0.03196237844731389,0.1212338593974175,0.08317547787153436,1.518107476635514,27916000000.0,1511000000.0,2731000000.0,11202000000.0,1585000000.0,3756000000.0,400000000.0,3.0,3.0,0.12859424920127796,6.8275,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2014-11-01,22425000000.0,9553000000.0,6963000000.0,5351000000.0,76000000.0,1048000000.0,18741000000.0,7467000000.0,1436000000.0,733000000.0,298000000.0,407000000.0,2.0,777000000.0,483000000.0,770000000.0,294000000.0,76000000.0,,13.0936,0.7235,2.0,2206000000.0,0.13698374135675576,0.032686733556298773,0.03911210714476282,0.3984312469985593,0.0766234459207086,0.06403567447045708,0.26460291136908054,0.015687530014406915,0.1177098340536791,0.014202952719117921,1.371966106563263,27928000000.0,1569000000.0,2838000000.0,11201000000.0,1441000000.0,3872000000.0,407000000.0,4.0,4.0,0.01962809917355372,6.972972972972973,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2015-01-31,21461000000.0,8679000000.0,5536000000.0,5378000000.0,76000000.0,2246000000.0,-9461000000.0,-3706000000.0,-93000000.0,53000000.0,-204000000.0,40000000.0,1.0,1200000000.0,-21000000.0,-494000000.0,1179000000.0,76000000.0,1.6906,14.3248,0.7778,1.0,-587000000.0,0.009854964670881369,0.002469596011369461,-0.005601944826128316,0.39171334954021775,0.009829827713772329,-0.0043334420576860355,-0.017051705170517052,-0.12461684811330725,0.06204418137617588,0.014131647452584604,1.5677384393063585,28105000000.0,1526000000.0,2800000000.0,11242000000.0,1897000000.0,3836000000.0,395000000.0,4.0,4.0,0.01981230448383733,7.0886075949367084,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2015-05-02,21175000000.0,8294000000.0,5443000000.0,5207000000.0,76000000.0,1509000000.0,6232000000.0,2432000000.0,409000000.0,193000000.0,95000000.0,121000000.0,0.0,53000000.0,180000000.0,259000000.0,-127000000.0,76000000.0,,14.9184,0.7949,0.0,668000000.0,0.037065488765123875,0.009114521841794569,0.030969191270860078,0.3902439024390244,0.06562901155327343,0.019315230224321134,0.07741813363619156,-0.020378690629011553,0.10718870346598203,0.014595736508546188,1.5237920264559985,28058000000.0,1495000000.0,2766000000.0,11231000000.0,1747000000.0,3808000000.0,390000000.0,4.0,4.0,0.01995798319327731,7.092307692307692,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2015-08-01,20116000000.0,7236000000.0,4859000000.0,4844000000.0,83000000.0,843000000.0,12336000000.0,4926000000.0,845000000.0,410000000.0,189000000.0,247000000.0,1.0,398000000.0,367000000.0,520000000.0,31000000.0,83000000.0,,15.8988,0.8093,1.0,1365000000.0,0.08464079273327828,0.020381785643269038,0.033236057068741894,0.39931906614785995,0.06849870298313879,0.042006363094054484,0.17150395778364116,0.002512970168612192,0.11065175097276264,0.0171345995045417,1.4891953076764766,27848000000.0,1389000000.0,2597000000.0,11119000000.0,1377000000.0,3652000000.0,378000000.0,4.0,4.0,0.022727272727272728,6.87037037037037,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2015-10-31,22086000000.0,9244000000.0,7802000000.0,3971000000.0,857000000.0,474000000.0,18210000000.0,7263000000.0,1103000000.0,528000000.0,269000000.0,308000000.0,1.0,278000000.0,591000000.0,791000000.0,-313000000.0,857000000.0,,12.2177,0.5853,1.0,1894000000.0,0.1329639889196676,0.023906547133931,0.02899505766062603,0.39884678747940694,0.06057111477210324,0.04994113918319297,0.22845898922949462,-0.017188358045030203,0.10400878638110927,0.21581465625786955,1.1848244039989746,27317000000.0,1184000000.0,2264000000.0,10915000000.0,770000000.0,3340000000.0,349000000.0,3.0,3.0,0.2565868263473054,6.487106017191977,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2016-01-30,20576000000.0,7652000000.0,5728000000.0,4250000000.0,642000000.0,1109000000.0,-9699000000.0,-4038000000.0,-318000000.0,-59000000.0,-190000000.0,-68000000.0,1.0,1255000000.0,-361000000.0,-509000000.0,894000000.0,642000000.0,1.3359,11.997,0.4749,1.0,-827000000.0,-0.01388235294117647,-0.0028674183514774496,0.006083101350654706,0.41633158057531705,0.03278688524590164,-0.015454898911353033,-0.06500408830744071,-0.09217445097432725,0.08526652232188886,0.15105882352941177,1.3358938547486034,27079000000.0,1072000000.0,2039000000.0,10583000000.0,485000000.0,3100000000.0,363000000.0,3.0,3.0,0.20709677419354838,5.6170798898071626,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2016-04-30,20198000000.0,7417000000.0,5384000000.0,4148000000.0,642000000.0,734000000.0,5771000000.0,2255000000.0,276000000.0,116000000.0,99000000.0,63000000.0,0.0,8000000.0,153000000.0,260000000.0,-145000000.0,642000000.0,,12.505,0.4674,0.0,536000000.0,0.027965284474445518,0.005743142885434201,0.020100502512562814,0.3907468376364582,0.047825333564373594,0.013664719279136548,0.05762004175365344,-0.02512562814070352,0.09287818402356611,0.15477338476374156,1.3776002971768202,26618000000.0,995000000.0,1906000000.0,10406000000.0,467000000.0,2968000000.0,367000000.0,3.0,3.0,0.21630727762803234,5.193460490463215,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2016-07-30,19706000000.0,7216000000.0,5477000000.0,4046000000.0,1063000000.0,1000000000.0,11637000000.0,4653000000.0,393000000.0,127000000.0,197000000.0,74000000.0,0.0,560000000.0,293000000.0,520000000.0,267000000.0,1063000000.0,,13.8087,0.413,0.0,913000000.0,0.03138902619871478,0.006444737643357353,0.010913465669846181,0.39984532095901004,0.03377159061613818,0.019943164518420785,0.07692307692307693,0.02294405774684197,0.07845664690212253,0.26272862086010873,1.317509585539529,25919000000.0,712000000.0,1454000000.0,10133000000.0,703000000.0,2516000000.0,375000000.0,2.0,2.0,0.4224960254372019,3.8773333333333335,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2016-10-29,21274000000.0,8820000000.0,7243000000.0,3789000000.0,938000000.0,457000000.0,17263000000.0,6893000000.0,500000000.0,144000000.0,279000000.0,85000000.0,0.0,308000000.0,451000000.0,787000000.0,-143000000.0,938000000.0,,16.2121,0.4268,0.0,1287000000.0,0.03800475059382423,0.006768825796747203,0.008341539709204657,0.3992932862190813,0.028963679545849504,0.02350286734981668,0.10577533319229955,-0.008283612350112959,0.07455251115101663,0.24755872261810505,1.2177274609968245,24972000000.0,328000000.0,851000000.0,9763000000.0,873000000.0,1909000000.0,385000000.0,1.0,1.0,0.49135673127291773,2.2103896103896106,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2017-01-28,19851000000.0,7626000000.0,5647000000.0,4323000000.0,309000000.0,1297000000.0,-8893000000.0,-3644000000.0,146000000.0,232000000.0,-208000000.0,119000000.0,1.0,925000000.0,-301000000.0,-509000000.0,624000000.0,309000000.0,1.3505,14.5774,0.35,1.0,-363000000.0,0.05366643534582466,0.011687068661528386,-0.026087934330372202,0.4097604857753289,-0.016417406949285954,0.007354793209410106,0.03151986183074266,-0.07016754750927696,0.04081862138760823,0.07147814018043026,1.350451567203825,25778000000.0,619000000.0,1315000000.0,10157000000.0,603000000.0,2373000000.0,367000000.0,1.0,1.0,0.1302149178255373,3.5831062670299727,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2017-04-29,19641000000.0,7569000000.0,5601000000.0,4302000000.0,313000000.0,1201000000.0,5338000000.0,2032000000.0,220000000.0,71000000.0,86000000.0,63000000.0,0.0,234000000.0,117000000.0,243000000.0,117000000.0,313000000.0,,15.1595,0.3452,0.0,463000000.0,0.016503951650395164,0.003614887225701339,0.013300861745972274,0.3806669164481079,0.04121393780442113,0.011201059009215416,0.047670639219934995,0.021918321468714873,0.08673660547021356,0.07275685727568573,1.351365827530798,25345000000.0,574000000.0,1259000000.0,9934000000.0,865000000.0,2300000000.0,354000000.0,1.0,1.0,0.13608695652173913,3.556497175141243,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2017-07-29,18579000000.0,6557000000.0,4610000000.0,4388000000.0,16000000.0,783000000.0,10890000000.0,4271000000.0,474000000.0,187000000.0,168000000.0,127000000.0,0.0,536000000.0,247000000.0,487000000.0,289000000.0,16000000.0,,10.6216,0.2842,0.0,961000000.0,0.042616226071103006,0.010065127294256957,0.01717171717171717,0.39219467401285585,0.04352617079889807,0.025512675601485547,0.10762942779291552,0.026538108356290176,0.08824609733700643,0.0036463081130355514,1.4223427331887202,24598000000.0,634000000.0,1340000000.0,9552000000.0,887000000.0,2348000000.0,325000000.0,1.0,1.0,0.0068143100511073255,4.123076923076923,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2017-10-28,20215000000.0,8250000000.0,6391000000.0,4231000000.0,22000000.0,534000000.0,16171000000.0,6377000000.0,594000000.0,222000000.0,244000000.0,140000000.0,0.0,389000000.0,359000000.0,741000000.0,30000000.0,22000000.0,,8.2679,0.2272,0.0,1335000000.0,0.052469865280075634,0.010981944100915162,0.013728279017995176,0.3943479067466452,0.03673242223733845,0.029384120702448675,0.1396661180343287,0.0018551728402696184,0.08255519139199802,0.005199716379106594,1.2908777969018932,23506000000.0,712000000.0,1434000000.0,9036000000.0,1060000000.0,2396000000.0,290000000.0,1.0,1.0,0.009181969949916527,4.944827586206896,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2018-02-03,19381000000.0,7444000000.0,5075000000.0,5673000000.0,22000000.0,1455000000.0,-7562000000.0,-2995000000.0,519000000.0,1067000000.0,-177000000.0,-359000000.0,5.0,785000000.0,-236000000.0,-480000000.0,549000000.0,22000000.0,1.4763,4.5646,0.2788,5.0,39000000.0,0.18808390622245724,0.05505391878644033,-0.1411002380322666,0.3960592435863528,-0.0686326368685533,0.026778803983282598,0.09113257243195785,-0.07259984131182227,-0.005157365776249669,0.0038780186849991186,1.4667980295566503,24837000000.0,1547000000.0,1807000000.0,9685000000.0,985000000.0,2798000000.0,321000000.0,5.0,5.0,0.007862759113652609,5.629283489096573,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2018-05-05,19568000000.0,7710000000.0,5077000000.0,5821000000.0,25000000.0,1531000000.0,5541000000.0,,238000000.0,139000000.0,71000000.0,52000000.0,0.0,322000000.0,132000000.0,235000000.0,190000000.0,25000000.0,,5.6585,0.3565,0.0,473000000.0,0.02387905858099983,0.007103434178250204,0.025085724598447934,,0.04295253564338567,0.012162714636140638,0.04071159767362299,0.03428983937917343,0.08536365277025808,0.004294794708812919,1.518613354343116,25040000000.0,1615000000.0,1825000000.0,,1058000000.0,2808000000.0,306000000.0,5.0,5.0,0.008903133903133903,5.9640522875816995,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2018-08-04,18668000000.0,6865000000.0,4481000000.0,5916000000.0,63000000.0,1068000000.0,11112000000.0,,541000000.0,306000000.0,140000000.0,84000000.0,0.0,544000000.0,275000000.0,470000000.0,269000000.0,63000000.0,,7.0775,0.4617,0.0,1011000000.0,0.05172413793103448,0.016391686308120847,0.0275377969762419,,0.04868610511159107,0.028980072851939147,0.09048335842114066,0.024208063354931607,0.09098272138228941,0.010649087221095335,1.5320241017629994,25262000000.0,1734000000.0,1892000000.0,,1038000000.0,2858000000.0,278000000.0,5.0,5.0,0.022043386983904827,6.805755395683454,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2018-11-03,20361000000.0,8667000000.0,6444000000.0,5667000000.0,65000000.0,736000000.0,16516000000.0,,688000000.0,368000000.0,204000000.0,96000000.0,1.0,429000000.0,468000000.0,718000000.0,-39000000.0,65000000.0,,6.5818,0.4348,1.0,1406000000.0,0.06493735662608081,0.018073768478954866,0.022281424073625575,,0.04165657544199564,0.03379008889543736,0.12002791346824843,-0.0023613465730201017,0.08512957132477597,0.01146991353449797,1.344972067039106,25607000000.0,1880000000.0,1986000000.0,,969000000.0,2929000000.0,238000000.0,6.0,6.0,0.02219187435984978,8.344537815126051,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2019-02-02,19194000000.0,7445000000.0,5232000000.0,6436000000.0,43000000.0,1162000000.0,-8198000000.0,,271000000.0,295000000.0,-154000000.0,90000000.0,2.0,440000000.0,-218000000.0,-461000000.0,222000000.0,43000000.0,1.423,7.1853,0.309,2.0,-190000000.0,0.04583592293349907,0.015369386266541628,-0.035984386435716026,,-0.033056843132471335,0.014118995519433157,0.041827442506559655,-0.027079775555013418,0.02317638448402049,0.006681168427594779,1.422974006116208,24971000000.0,1108000000.0,1738000000.0,,642000000.0,2700000000.0,261000000.0,3.0,3.0,0.015925925925925927,6.659003831417625,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2019-05-04,21296000000.0,7105000000.0,5019000000.0,6323000000.0,41000000.0,737000000.0,5504000000.0,,203000000.0,136000000.0,54000000.0,27000000.0,0.0,-38000000.0,204000000.0,236000000.0,-242000000.0,41000000.0,,6.478,0.2781,0.0,439000000.0,0.02150877747904476,0.006386175807663411,0.024709302325581394,,0.03688226744186047,0.009532306536438767,0.03189817724701446,-0.043968023255813955,0.07976017441860465,0.00648426379882967,1.4156206415620642,24934000000.0,1105000000.0,1703000000.0,,210000000.0,2666000000.0,244000000.0,3.0,3.0,0.015378844711177795,6.979508196721311,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2019-08-03,20741000000.0,6546000000.0,4439000000.0,6315000000.0,6000000.0,674000000.0,11050000000.0,,359000000.0,223000000.0,106000000.0,57000000.0,0.71,350000000.0,378000000.0,472000000.0,-28000000.0,6000000.0,,6.2235,0.2481,0.71,831000000.0,0.03531274742676168,0.010751651318644232,0.020180995475113123,,0.03248868778280543,0.017308712212525914,0.05679481094763487,-0.0025339366515837103,0.07520361990950226,0.0009501187648456057,1.4746564541563416,24872000000.0,1022000000.0,1521000000.0,,-87000000.0,2486000000.0,210000000.0,3.71,3.71,0.002413515687851971,7.242857142857143,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
