report_date,total_assets,current_assets,current_liabilities,total_equity,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2019-11-02,22547000000.0,8301000000.0,6479000000.0,6057000000.0,6000000.0,301000000.0,16223000000.0,,411000000.0,224000000.0,159000000.0,55000000.0,0.72,172000000.0,623000000.0,725000000.0,-451000000.0,6000000.0,,5.0791,0.1924,0.72,1136000000.0,0.03698200429255407,0.009934802856255821,0.013807557171916415,,0.02533440177525735,0.018228589169290814,0.0677882236516576,-0.02780003698452814,0.07002403994329039,0.0009905894006934125,1.2812162370736224,24579000000.0,878000000.0,1244000000.0,,-499000000.0,2216000000.0,165000000.0,3.4299999999999997,3.4299999999999997,0.002707581227436823,7.539393939393939,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2020-02-01,21172000000.0,6810000000.0,5750000000.0,6377000000.0,539000000.0,685000000.0,-8217000000.0,,-3000000.0,-19000000.0,-114000000.0,25000000.0,0.3800000000000001,1124000000.0,-303000000.0,-452000000.0,821000000.0,539000000.0,1.1843,9.017,0.2008,0.3800000000000001,-455000000.0,-0.0029794574251215305,-0.0008974116757982241,0.0023122794207131557,,0.0003650967506389193,-0.00014169658038919327,-0.00043377674956622325,-0.09991481075818426,0.0553730071802361,0.0845225027442371,1.1843478260869564,24560000000.0,564000000.0,970000000.0,,100000000.0,1951000000.0,205000000.0,1.81,1.81,0.27626858021527423,4.7317073170731705,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2020-05-02,18581000000.0,7135000000.0,5772000000.0,2697000000.0,739000000.0,1523000000.0,3017000000.0,,-4119000000.0,,49000000.0,-576000000.0,-11.53,-164000000.0,122000000.0,237000000.0,-286000000.0,739000000.0,,,0.0716,-11.53,-3882000000.0,,,,,-1.3652635067948293,-0.22167805823152684,-1.1987776484284052,-0.09479615512098111,-1.2867086509777925,0.27400815721171673,1.2361399861399862,22073000000.0,,-3352000000.0,,56000000.0,-2370000000.0,200000000.0,-9.719999999999999,-9.719999999999999,-0.31181434599156116,-16.76,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2020-08-01,17614000000.0,5631000000.0,4854000000.0,2324000000.0,539000000.0,1395000000.0,6576000000.0,,-4749000000.0,,120000000.0,-874000000.0,-12.91,-7000000.0,228000000.0,472000000.0,-235000000.0,539000000.0,,,0.0909,-12.91,-4277000000.0,,,,,-0.7221715328467153,-0.2696150789144998,-1.6587495633950402,-0.035736009732360095,-0.6503953771289538,0.2319277108433735,1.1600741656365883,17599000000.0,,-8460000000.0,,-151000000.0,-7478000000.0,214000000.0,-23.34,-23.34,-0.07207809574752608,-39.532710280373834,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2020-10-31,19214000000.0,7357000000.0,6651000000.0,2243000000.0,536000000.0,1551000000.0,10566000000.0,,-4876000000.0,,199000000.0,-1000000000.0,-13.2,244000000.0,290000000.0,722000000.0,-46000000.0,536000000.0,,,0.0961,-13.2,-4154000000.0,,,,,-0.46148021957221275,-0.2537732903091496,-1.7545879812882332,-0.004353586977096347,-0.393147832670831,0.23896567097637092,1.1061494512103442,11942000000.0,,-13747000000.0,,254000000.0,-12768000000.0,254000000.0,-37.26,-37.26,-0.041979949874686714,-54.12204724409449,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2021-01-30,17706000000.0,6184000000.0,5357000000.0,2553000000.0,452000000.0,1679000000.0,-2813000000.0,,9269000000.0,-3944000000.0,-84000000.0,1604000000.0,25.64,576000000.0,-302000000.0,-472000000.0,274000000.0,452000000.0,1.1544,,0.2524,25.64,8797000000.0,-1.54484919702311,-0.22274935050265446,1.402061855670103,,-3.295058656238891,0.5234948604992657,3.0845257903494177,-0.09740490579452542,-3.127266263775329,0.17704661182922052,1.154377450065335,17346000000.0,,-4475000000.0,,-293000000.0,-3516000000.0,284000000.0,-12.0,-12.0,-0.1285551763367463,-15.757042253521126,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2021-05-01,18082000000.0,7240000000.0,5518000000.0,2675000000.0,294000000.0,1798000000.0,4706000000.0,,215000000.0,,79000000.0,37000000.0,0.0,494000000.0,61000000.0,224000000.0,433000000.0,294000000.0,,,0.2807,0.0,439000000.0,,,,,0.04568635784105397,0.01189027762415662,0.07241495453014483,0.09201019974500638,0.09328516787080322,0.10990654205607477,1.3120695904313158,19035000000.0,,-141000000.0,,426000000.0,805000000.0,314000000.0,-0.46999999999999886,-0.46999999999999886,0.3652173913043478,-0.44904458598726116,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2021-07-31,18417000000.0,7611000000.0,6700000000.0,3146000000.0,1546000000.0,2137000000.0,10353000000.0,,812000000.0,,159000000.0,142000000.0,1.41,965000000.0,142000000.0,444000000.0,823000000.0,1546000000.0,,10.3031,0.2429,1.41,1256000000.0,,,,,0.0784313725490196,0.044089699733941466,0.17306052855924978,0.07949386651212209,0.12131749251424707,0.49141767323585506,1.1359701492537313,22812000000.0,,5420000000.0,,1484000000.0,6338000000.0,353000000.0,13.850000000000001,13.850000000000001,0.2439255285579047,15.354107648725213,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2021-10-30,18279000000.0,7591000000.0,6671000000.0,3008000000.0,140000000.0,316000000.0,15794000000.0,,1335000000.0,,212000000.0,197000000.0,2.17,841000000.0,230000000.0,668000000.0,611000000.0,140000000.0,,10.3917,0.3762,2.17,2003000000.0,,,,,0.08452576927947322,0.07303462990316757,0.42407878017789075,0.038685576801316957,0.12682031151070028,0.04654255319148936,1.1379103582671264,28040000000.0,,11631000000.0,,2141000000.0,12495000000.0,366000000.0,29.22,29.22,0.011204481792717087,31.778688524590162,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2022-01-29,17590000000.0,6758000000.0,5416000000.0,3621000000.0,0.0,1712000000.0,-6393000000.0,,-12000000.0,,-194000000.0,60000000.0,0.9699999999999998,412000000.0,-79000000.0,-462000000.0,333000000.0,0.0,1.2478,5.2346,0.296,0.9699999999999998,-474000000.0,,,,,0.0018770530267480056,-0.0006822057987492893,-0.0033140016570008283,-0.052088221492257156,0.07414359455654622,0.0,1.2477843426883308,24460000000.0,,2350000000.0,,2200000000.0,3224000000.0,256000000.0,4.55,4.55,0.0,9.1796875,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2022-04-30,16972000000.0,6233000000.0,5543000000.0,3278000000.0,0.0,672000000.0,5348000000.0,,463000000.0,,48000000.0,106000000.0,0.98,248000000.0,171000000.0,206000000.0,77000000.0,0.0,,4.1533,0.2577,0.98,669000000.0,,,,,0.08657442034405385,0.02728022625500825,0.14124466137888958,0.014397905759162303,0.12509349289454003,0.0,1.1244813278008299,25102000000.0,,2598000000.0,,1844000000.0,3454000000.0,225000000.0,5.529999999999999,5.529999999999999,0.0,11.546666666666667,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2022-07-30,16342000000.0,5516000000.0,4708000000.0,3531000000.0,0.0,300000000.0,10948000000.0,,862000000.0,,91000000.0,195000000.0,1.97,303000000.0,378000000.0,413000000.0,-75000000.0,0.0,,3.1314,0.186,1.97,1275000000.0,,,,,0.07873584216295214,0.0527475217231673,0.2441234777683376,-0.006850566313481915,0.11645962732919254,0.0,1.1716227697536108,25697000000.0,,2648000000.0,,946000000.0,3473000000.0,157000000.0,6.09,6.09,0.0,16.866242038216562,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2022-10-29,18230000000.0,7348000000.0,6743000000.0,3475000000.0,183000000.0,326000000.0,16178000000.0,,1054000000.0,,134000000.0,213000000.0,2.37,488000000.0,655000000.0,638000000.0,-167000000.0,183000000.0,,4.0017,0.219,2.37,1692000000.0,,,,,0.06515020398071455,0.0578167855183763,0.288135593220339,-0.010322660403016442,0.10458647546050191,0.05266187050359712,1.0897226753670473,26081000000.0,,2367000000.0,,168000000.0,3162000000.0,79000000.0,6.29,6.29,0.05787476280834915,29.962025316455698,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2023-01-28,16866000000.0,5853000000.0,4861000000.0,4082000000.0,,862000000.0,-8032000000.0,,-649000000.0,,-98000000.0,-173000000.0,-1.13,576000000.0,-316000000.0,-400000000.0,260000000.0,0.0,1.2041,5.5159,0.2486,-1.13,-1049000000.0,,,,,0.08080179282868526,-0.03847978180955769,-0.1589906908378246,-0.03237051792828685,0.13060258964143426,0.0,1.204073235959679,24442000000.0,,1730000000.0,,95000000.0,2587000000.0,175000000.0,4.19,4.19,0.0,9.885714285714286,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2023-07-29,16304000000.0,5271000000.0,4184000000.0,4210000000.0,,438000000.0,10453000000.0,,368000000.0,,,48000000.0,0.48,271000000.0,390000000.0,433000000.0,-119000000.0,0.0,,6.167,0.181,0.48,801000000.0,,,,,0.03520520424758442,0.022571148184494603,0.08741092636579573,-0.011384291590930833,0.07662871902803023,0.0,1.2597992351816443,29547000000.0,,1635000000.0,,-101000000.0,2719000000.0,,3.6900000000000004,3.6900000000000004,0.0,,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2023-10-28,18111000000.0,7070000000.0,6014000000.0,4144000000.0,160000000.0,364000000.0,15491000000.0,,453000000.0,175000000.0,,51000000.0,0.63,158000000.0,485000000.0,665000000.0,-327000000.0,160000000.0,,5.0292,0.1366,0.63,1118000000.0,0.04222972972972973,0.009662635967091823,0.011296882060551287,,0.02924278613388419,0.025012423389100546,0.10525092936802974,-0.021109031050287264,0.07217093796397908,0.03861003861003861,1.1755902893249086,34090000000.0,,1226000000.0,,-353000000.0,2562000000.0,,2.3500000000000005,2.3500000000000005,0.0624512099921936,,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2024-02-03,16246000000.0,6089000000.0,4430000000.0,4137000000.0,,1034000000.0,23866000000.0,,382000000.0,,,19000000.0,0.38,1305000000.0,631000000.0,897000000.0,674000000.0,0.0,1.3436,109.391,0.2108,0.38,1279000000.0,,,,,0.016006033688091847,0.023513480241290165,0.0923374425912497,0.028241012318779853,0.05359088242688343,0.0,1.3744920993227991,41778000000.0,,554000000.0,,488000000.0,2149000000.0,,0.3600000000000003,0.3600000000000003,0.0,,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2024-05-04,16449000000.0,6262000000.0,4550000000.0,4186000000.0,,876000000.0,5000000000.0,,125000000.0,62000000.0,,36000000.0,0.22,129000000.0,154000000.0,216000000.0,-25000000.0,0.0,,,0.2284,0.22,341000000.0,0.014811275680840898,0.003769226092771597,0.0124,,0.025,0.007599246154781446,0.029861442904921164,-0.005,0.0682,0.0,1.3762637362637362,54810000000.0,,1328000000.0,,203000000.0,3539000000.0,,1.7100000000000002,1.7100000000000002,0.0,,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2024-08-03,15833000000.0,5707000000.0,3867000000.0,4303000000.0,6000000.0,646000000.0,10096000000.0,,346000000.0,212000000.0,,80000000.0,0.75,137000000.0,271000000.0,429000000.0,-134000000.0,6000000.0,,33.6842,0.1791,0.75,775000000.0,0.049267952591215435,0.013389755573801553,0.020998415213946117,,0.034270998415213944,0.021853091644034612,0.0802970526804363,-0.013272583201267828,0.07676307448494453,0.0013943760167325122,1.4758210499094906,54453000000.0,,1306000000.0,,188000000.0,3513000000.0,,1.9800000000000002,1.9800000000000002,0.0017079419299743809,,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2024-11-02,17293000000.0,7246000000.0,5773000000.0,4147000000.0,92000000.0,315000000.0,14999000000.0,,410000000.0,240000000.0,,87000000.0,0.85,-30000000.0,399000000.0,657000000.0,-429000000.0,92000000.0,,38.3532,0.1805,0.85,1067000000.0,0.05787316132143718,0.013878447926906842,0.01600106673778252,,0.027335155677045135,0.023709015208465852,0.09672092474640245,-0.028601906793786252,0.07113807587172478,0.022184711839884255,1.255153299844102,53961000000.0,,1263000000.0,,86000000.0,3462000000.0,,2.2,2.2,0.02657423454650491,,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2025-02-01,16402000000.0,6479000000.0,4524000000.0,4552000000.0,6000000.0,1306000000.0,-7089000000.0,,28000000.0,,,-22000000.0,0.25,1042000000.0,-306000000.0,-421000000.0,736000000.0,6000000.0,1.4321,7.2653,0.1838,0.25,-393000000.0,,,,,-0.003949781351389477,0.0017071088891598585,0.00614304519526108,-0.10382282409366625,0.05543800253914515,0.0013181019332161687,1.4321396993810787,23006000000.0,,909000000.0,,148000000.0,1790000000.0,,2.0700000000000003,2.0700000000000003,0.0033519553072625698,,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2025-05-03,16089000000.0,6291000000.0,4387000000.0,4451000000.0,6000000.0,932000000.0,4793000000.0,,94000000.0,38000000.0,,30000000.0,0.13,-64000000.0,100000000.0,219000000.0,-164000000.0,6000000.0,,5.911,0.1447,0.13,313000000.0,0.00853740732419681,0.002361862141836037,0.007928228666805759,,0.019611934070519508,0.00584250108769967,0.021090419564729637,-0.03421656582516169,0.06530356770290006,0.0013480116827679174,1.4340095737405971,22799000000.0,,878000000.0,,9000000.0,1762000000.0,,1.9800000000000002,1.9800000000000002,0.00340522133938706,,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2025-08-02,15551000000.0,5825000000.0,4219000000.0,4451000000.0,194000000.0,829000000.0,9791000000.0,,242000000.0,124000000.0,,58000000.0,0.44,255000000.0,179000000.0,437000000.0,76000000.0,194000000.0,,6.4332,0.1403,0.44,679000000.0,0.027858908110536956,0.007973763745096778,0.012664692064140537,,0.024716576447758144,0.015561700212205003,0.05209903121636168,0.007762230619957103,0.0693494025125115,0.04358571107616266,1.3806589239156197,22494000000.0,,774000000.0,,219000000.0,1666000000.0,,1.6700000000000002,1.6700000000000002,0.11644657863145258,,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2025-11-01,17064000000.0,7385000000.0,5888000000.0,4328000000.0,0.0,447000000.0,14705000000.0,,285000000.0,135000000.0,,52000000.0,0.48,247000000.0,272000000.0,672000000.0,-25000000.0,0.0,,11.0504,0.2326,0.48,957000000.0,0.031192236598890942,0.007911392405063292,0.009180550833049982,,0.019381162869772185,0.01670182841068917,0.06585027726432532,-0.0017001020061203672,0.06507990479428766,0.0,1.2542459239130435,22200000000.0,,649000000.0,,623000000.0,1556000000.0,,1.3000000000000003,1.3000000000000003,0.0,,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
2026-01-31,16238000000.0,6673000000.0,4493000000.0,4860000000.0,0.0,1246000000.0,-6668000000.0,,409000000.0,,,67000000.0,1.2699999999999998,992000000.0,-178000000.0,-434000000.0,814000000.0,0.0,1.4852,8.7622,0.2491,1.2699999999999998,-25000000.0,,,,,-0.0613377324535093,0.025187831013671634,0.08415637860082305,-0.12207558488302339,0.003749250149970006,0.0,1.4851991987536168,22621000000.0,,1030000000.0,,701000000.0,1924000000.0,,2.3200000000000003,2.3200000000000003,0.0,,1.546515,24.41,9.7601,7.90313,4738.035,7.3686,1.1593,0.2095
