report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2015-06-30,260632000.0,162002000.0,58344000.0,107899000.0,152733000.0,84198000.0,,,,,,,,,,2201000.0,1587000.0,,0.0,,2.659,27.9497,,,,,,,,,,,,0.0,2.7766694090223503,,,,,,,,,,,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2015-09-30,284229000.0,185572000.0,62218000.0,113877000.0,170352000.0,67632000.0,,,,,,,,,,3753000.0,2389000.0,,0.0,,2.5924,27.1315,,,,,,,,,,,,0.0,2.9826095342183936,,,,,,,,,,,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2015-12-31,321225000.0,196114000.0,75011000.0,132235000.0,188990000.0,96185000.0,,,,,,,,,,-112000.0,-1451000.0,,0.0,2.6147,1.5814,16.4116,,,,,,,,,,,,0.0,2.614469877751263,,,,,,,,,,,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2016-03-31,297582000.0,167542000.0,39867000.0,92642000.0,204940000.0,76934000.0,,,,,,,,,,2332000.0,1006000.0,,0.0,,1.3494,14.1313,,,,,,,,,,,,0.0,4.202523390272656,,,,,,,,,,,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2016-06-30,329803000.0,189173000.0,53167000.0,104769000.0,225034000.0,92437000.0,,,,,,,,,,4252000.0,2015000.0,,0.0,,1.3332,14.1782,,,,,,,,,,,,0.0,3.558090544886866,,,,,,,,,,,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2016-09-30,359996000.0,185644000.0,64828000.0,118083000.0,241913000.0,121953000.0,,,,,,,,,,7049000.0,3164000.0,,0.0,,1.3447,14.6161,,,,,,,,,,,,0.0,2.863639168260628,,,,,,,,,,,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2016-12-31,394016000.0,234012000.0,78176000.0,135162000.0,258854000.0,187371000.0,,,,,,,,,,-4160000.0,-1798000.0,,0.0,2.9923,1.397,15.5164,,,,,,,,,,,,0.0,2.993399508800655,,,,,,,,,,,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2017-03-31,363487000.0,204945000.0,40916000.0,92050000.0,271437000.0,129032000.0,,,,,,,,,,1367000.0,1297000.0,,0.0,,1.3248,15.1425,,,,,,,,,,,,0.0,5.008920715612474,,,,,,,,,,,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2017-06-30,399946000.0,252320000.0,58138000.0,110323000.0,289623000.0,163830000.0,,,,,,,,,,3384000.0,2600000.0,,0.0,,1.4284,16.7741,,,,,,,,,,,,0.0,4.3400185764904196,,,,,,,,,,,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2017-09-30,423552000.0,280462000.0,60675000.0,116238000.0,307314000.0,182662000.0,,,,,,,,,,4987000.0,3975000.0,,0.0,,1.4354,16.8083,,,,,,,,,,,,0.0,4.62236505974454,,,,,,,,,,,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2017-12-31,459664000.0,320430000.0,83259000.0,144776000.0,314888000.0,220786000.0,,,,,,,,,,-3184000.0,-2509000.0,,0.0,3.8463,1.726,24.0731,,,,,,,,,,,,0.0,3.8485929449068568,,,,,,,,,,,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2018-03-31,432967000.0,309103000.0,48302000.0,99558000.0,333409000.0,199370000.0,,,,,,,,,,1362000.0,1375000.0,,0.0,,1.8701,24.0582,,,,,,,,,,,,0.0,6.39938304832098,,,,,,,,,,,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2018-06-30,474171000.0,344947000.0,60600000.0,115274000.0,358897000.0,240019000.0,,,,,,,,,23046000.0,2643000.0,2878000.0,20403000.0,0.0,,2.0281,24.0092,,,,,,,,,,,,0.0,5.6921947194719476,,,,,,,,,,,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2018-09-30,510135000.0,321357000.0,68772000.0,127444000.0,382691000.0,181020000.0,,,,,,,,,55013000.0,4574000.0,4529000.0,50439000.0,0.0,,1.678,18.9813,,,,,,,,,,,,0.0,4.672788344093527,,,,,,,,,,,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2018-12-31,566380000.0,371339000.0,92856000.0,156806000.0,409574000.0,214683000.0,,,,,,,,,39255000.0,-507000.0,-2485000.0,38748000.0,0.0,3.9968,1.6354,15.2635,,,,,,,,,,,,0.0,3.9990846041182047,,,,,,,,,,,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2019-03-31,603516000.0,340174000.0,73363000.0,177424000.0,426092000.0,198132000.0,,,,,,,,,-38598000.0,1644000.0,1832000.0,-40242000.0,0.0,,2.0043,18.9095,,,,,,,,,,,,0.0,4.636860542780421,,,,69348000.0,,,,,,,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2019-06-30,639674000.0,352023000.0,80767000.0,189161000.0,450513000.0,206758000.0,370300000.0,,45247000.0,36917000.0,689000.0,14135000.0,0.93,39524000.0,-24363000.0,4126000.0,3764000.0,-28489000.0,0.0,,1.4828,14.3194,0.93,49011000.0,0.08194436120600293,0.05771220965679393,0.0996948420199838,,0.1221901161220632,0.07073446786957106,0.10043439368009358,-0.07693491763435052,0.13235484742101,0.0,4.358500377629477,,,,20456000.0,,,,,,,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2019-09-30,664593000.0,386340000.0,84481000.0,192493000.0,472100000.0,226081000.0,568520000.0,,69319000.0,56209000.0,1018000.0,21159000.0,1.42,39527000.0,-6053000.0,6643000.0,5674000.0,-12696000.0,0.0,,1.7386,16.8544,1.42,74993000.0,0.11906163948316034,0.08457657543789959,0.09886899317526208,,0.12192886793780341,0.10430293427706883,0.14683117983478078,-0.02233166819109266,0.13190916766340674,0.0,4.573099276760455,,,,-42679000.0,,,,,,,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2019-12-31,709034000.0,410167000.0,101805000.0,214127000.0,494907000.0,232670000.0,-132392000.0,,-18143000.0,-16196000.0,-319000.0,-4712000.0,-0.40000000000000013,-39503000.0,94301000.0,-3601000.0,-3253000.0,90700000.0,0.0,4.0295,1.8086,18.9657,-0.40000000000000013,-21396000.0,-0.0327253403164635,-0.022842346065209847,0.12233367575080065,,0.1370400024170645,-0.025588335679248102,-0.03665941277856244,-0.6850867121880476,0.16161097347271738,0.0,4.028947497667109,,,,9273000.0,,,,,,,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2020-03-31,670329000.0,352065000.0,65513000.0,161037000.0,509292000.0,189760000.0,190717000.0,,19636000.0,13070000.0,283000.0,5917000.0,0.33,39646000.0,-52793000.0,2397000.0,2464000.0,-55190000.0,0.0,,1.2725,14.3048,0.33,22100000.0,0.025663077370153074,0.019497888350347367,0.06853085986042146,,0.10295883429374414,0.029293078473406342,0.038555484869190956,-0.28938164924993576,0.11587850060560936,0.0,5.373971578160059,997145000.0,90000000.0,116059000.0,-5675000.0,124708000.0,1671000.0,2.28,2.28,0.0,69.45481747456613,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2020-06-30,670815000.0,347668000.0,58554000.0,157902000.0,512913000.0,154880000.0,308117000.0,,17022000.0,13176000.0,496000.0,5959000.0,0.33,39662000.0,-51849000.0,4190000.0,5216000.0,-56039000.0,0.0,,1.523,21.3055,0.33,22238000.0,0.02568856706692948,0.01964177902998591,0.04276297640182138,,0.05524524774679748,0.025375103418975427,0.03318691473992665,-0.18187571604293173,0.07217388199937037,0.0,5.937561908665505,934962000.0,66259000.0,87834000.0,-33225000.0,97935000.0,1478000.0,1.6799999999999997,1.6799999999999997,0.0,59.427604871447905,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2020-09-30,696125000.0,373291000.0,76037000.0,175091000.0,521034000.0,173112000.0,466692000.0,,23562000.0,19216000.0,695000.0,7875000.0,0.48,39676000.0,-28266000.0,5412000.0,7822000.0,-33678000.0,0.0,,1.538,27.1589,0.48,31384000.0,0.036880510676846424,0.02760423774465793,0.041174907647870546,,0.050487259263068573,0.03384736936613396,0.04522161701539631,-0.07216322542490551,0.06724777797776692,0.0,4.909333613898497,833134000.0,29266000.0,42077000.0,-54207000.0,54326000.0,1155000.0,0.7399999999999999,0.7399999999999999,0.0,36.43030303030303,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2020-12-31,779122000.0,429078000.0,120317000.0,232286000.0,546836000.0,243152000.0,-248620000.0,,-6606000.0,-2624000.0,-574000.0,-3225000.0,-0.06000000000000005,-79249000.0,170996000.0,-5054000.0,-4603000.0,165942000.0,0.0,3.5669,2.0449,34.2521,-0.06000000000000005,-11209000.0,-0.004798513631143524,-0.0033678936033124467,0.01055425951250905,,0.026570670098946182,-0.008478774826022112,-0.012080404362551112,-0.6674523368996863,0.04508486847397635,0.0,3.5662292111671667,716906000.0,42838000.0,53614000.0,21035000.0,64513000.0,900000.0,1.08,1.08,0.0,59.57111111111111,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2021-03-31,751082000.0,382239000.0,91317000.0,189413000.0,561669000.0,221708000.0,183977000.0,,20200000.0,15012000.0,146000.0,6086000.0,0.37,40124000.0,-20102000.0,1099000.0,2997000.0,-21201000.0,0.0,,1.8712,29.7302,0.37,23197000.0,0.026727485405105143,0.019987165183029284,0.08159715616625991,,0.10979633323730684,0.026894533486357015,0.03596424228504689,-0.11523723074079913,0.126086412975535,0.0,4.185847104044154,710166000.0,44780000.0,54178000.0,55024000.0,65610000.0,763000.0,1.12,1.12,0.0,71.00655307994758,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2021-06-30,817770000.0,411341000.0,115519000.0,220917000.0,596853000.0,230414000.0,468923000.0,,61805000.0,46544000.0,292000.0,17383000.0,1.16,40112000.0,33466000.0,2770000.0,5956000.0,30696000.0,0.0,,1.7528,20.2156,1.16,67761000.0,0.07798235076308571,0.05691575870966164,0.0992572341301237,,0.1318020229334027,0.0755774851119508,0.10355146074494055,0.06546064065955391,0.144503468586527,0.0,3.5608081787411594,870972000.0,78148000.0,98961000.0,141759000.0,111133000.0,559000.0,1.9499999999999997,1.9499999999999997,0.0,177.03220035778176,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2021-09-30,875080000.0,429971000.0,130562000.0,242811000.0,632269000.0,281007000.0,801306000.0,,107471000.0,80468000.0,436000.0,29304000.0,2.0,40148000.0,99593000.0,4238000.0,8806000.0,95355000.0,0.0,,1.5323,15.4929,2.0,116277000.0,0.12726861509895313,0.09195502125519953,0.10042106261528055,,0.1341197994274347,0.12281277140375738,0.16997670295396422,0.11899948334344183,0.14510935897147906,0.0,3.29323233406351,1205586000.0,139400000.0,182870000.0,270792000.0,196026000.0,300000.0,3.4699999999999998,3.4699999999999998,0.0,609.5666666666667,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2021-12-31,1045198000.0,608131000.0,225630000.0,348894000.0,696304000.0,382140000.0,-157766000.0,,-120000.0,446000.0,-294000.0,-1940000.0,0.020000000000000018,-80197000.0,142946000.0,-1250000.0,-6038000.0,141696000.0,0.0,2.6955,1.5746,14.335,0.020000000000000018,-6158000.0,0.0006405248282359429,0.0004267134074118014,-0.0028269715908370626,,0.0007606201589696132,-0.00011481078226326495,-0.00017233851880787702,-0.8981402837113193,0.03903249115779065,0.0,2.6952577228205468,1296440000.0,142470000.0,189356000.0,246546000.0,201077000.0,580000.0,3.55,3.55,0.0,326.4758620689655,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2022-03-31,980163000.0,570826000.0,192257000.0,304774000.0,675389000.0,315695000.0,319464000.0,,44250000.0,32783000.0,160000.0,11757000.0,0.81,40474000.0,-67535000.0,1883000.0,3911000.0,-69418000.0,0.0,,1.4608,13.0569,0.81,48161000.0,0.04853943431118955,0.03344647777971623,0.10261876142538752,,0.13851325971001427,0.04514555232139961,0.06551779789128932,-0.21729521949265018,0.15075564069816944,0.0,2.9690778489209757,1431927000.0,160241000.0,213406000.0,198329000.0,226041000.0,594000.0,3.9899999999999998,3.9899999999999998,0.0,359.2693602693603,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2022-06-30,966762000.0,498360000.0,128042000.0,249592000.0,717170000.0,211651000.0,715421000.0,,100992000.0,74951000.0,318000.0,25712000.0,1.85,40390000.0,-51840000.0,5022000.0,7243000.0,-56862000.0,0.0,,0.9581,8.65,1.85,108235000.0,0.1045093910788237,0.0775278713892354,0.10476488668909635,,0.14116443324979278,0.10446418042910251,0.140820168160966,-0.07948047373504552,0.15128854199135894,0.0,3.8921603848737134,1678425000.0,188648000.0,252593000.0,110771000.0,266515000.0,620000.0,4.68,4.68,0.0,407.40806451612906,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2022-09-30,999888000.0,515757000.0,146642000.0,275927000.0,723961000.0,270864000.0,1039261000.0,,131544000.0,96313000.0,547000.0,35651000.0,2.39,40358000.0,-11775000.0,8564000.0,10167000.0,-20339000.0,0.0,,0.8502,8.2359,2.39,141711000.0,0.13303617183798574,0.0963237882642856,0.09267450621162537,,0.1265745563434017,0.13155873457827277,0.18170039546329153,-0.019570637212403815,0.13635746939411755,0.0,3.5171165150502586,1916380000.0,204493000.0,276666000.0,-4923000.0,291949000.0,731000.0,5.07,5.07,0.0,378.47606019151846,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2022-12-31,1003708000.0,527140000.0,152015000.0,290199000.0,713509000.0,235873000.0,-772436000.0,,-139385000.0,-99822000.0,-317000.0,-35316000.0,-2.460000000000001,-81036000.0,144779000.0,-3803000.0,-7915000.0,140976000.0,0.0,3.4678,1.0418,13.0024,-2.460000000000001,-147300000.0,-0.1399029304465676,-0.09945322743267962,0.1292301239196516,,0.18044860674541321,-0.13887006978125113,-0.19535142513969692,-0.1825083243142474,0.1906954103640949,0.0,3.467684110120712,1301710000.0,104225000.0,137401000.0,-5643000.0,150807000.0,708000.0,2.59,2.59,0.0,194.069209039548,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2023-03-31,910492000.0,405218000.0,102915000.0,228334000.0,682158000.0,,154792000.0,,-16061000.0,-5833000.0,215000.0,-5633000.0,-0.15,39200000.0,-101207000.0,2863000.0,3207000.0,-104070000.0,0.0,,1.0979,19.0003,-0.15,-12854000.0,-0.008550804945481839,-0.006406426415608265,-0.03768282598583906,,-0.10375859217530621,-0.017639913365521058,-0.023544398804968936,-0.6723215670060468,-0.08304046720760763,0.0,3.937404654326386,1137038000.0,65609000.0,77090000.0,-40295000.0,89792000.0,763000.0,1.6299999999999994,1.6299999999999994,0.0,101.0353866317169,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2023-06-30,883513000.0,381740000.0,89069000.0,219594000.0,663919000.0,,317658000.0,,-26736000.0,-14562000.0,431000.0,-2905000.0,-0.37,38867000.0,-94775000.0,5469000.0,6675000.0,-100244000.0,0.0,,1.3407,81.8847,-0.37,-20061000.0,-0.02193339850192569,-0.016481930656368386,-0.04584175433957275,,-0.0841659898381278,-0.030261014835095804,-0.040269972692451944,-0.31557209325752855,-0.06315282473603687,0.0,4.285890713940877,739275000.0,-23904000.0,-50638000.0,-83677000.0,-38504000.0,876000.0,-0.5900000000000007,-0.5900000000000007,-0.0,-57.805936073059364,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2023-09-30,882113000.0,389862000.0,103358000.0,232760000.0,649353000.0,,479684000.0,,-42167000.0,-23802000.0,672000.0,-4915000.0,-0.61,38740000.0,-87114000.0,7689000.0,10312000.0,-94803000.0,0.0,,1.5115,,-0.61,-31855000.0,-0.03665494730909074,-0.02698293756015386,-0.049620166609684706,,-0.08790578797708491,-0.0478022656961183,-0.06493694492825935,-0.19763636060406434,-0.06640830213223706,0.0,3.7719576617194606,179698000.0,-144019000.0,-224349000.0,-158141000.0,-212070000.0,1001000.0,-3.5900000000000007,-3.5900000000000007,-0.0,-224.12487512487513,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2023-12-31,878411000.0,393694000.0,105269000.0,233137000.0,645274000.0,,-306207000.0,,25596000.0,10162000.0,-430000.0,7087000.0,0.2499999999999999,-78148000.0,210666000.0,-6651000.0,-6567000.0,204015000.0,0.0,3.7399,2.5956,,0.2499999999999999,19029000.0,0.01574834876347102,0.011568616513226724,-0.03318670049998857,,-0.0835905123005026,0.029138979361597248,0.03966687019777645,-0.6662649776131833,-0.062144235762082514,0.0,3.739885436358282,645927000.0,-34035000.0,-59368000.0,-95102000.0,-45741000.0,888000.0,-0.8800000000000001,-0.8800000000000001,-0.0,-66.85585585585585,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2024-03-31,826651000.0,343537000.0,92592000.0,201096000.0,625555000.0,,129104000.0,,-20102000.0,-9987000.0,199000.0,-4746000.0,-0.26,38447000.0,-51021000.0,2639000.0,3422000.0,-53660000.0,0.0,,2.0925,,-0.26,-16680000.0,-0.015965023059523145,-0.012081277346788427,-0.07735623993059859,,-0.15570392861568969,-0.024317396337753174,-0.03213466441799682,-0.41563390754740365,-0.1291981658198042,0.0,3.710223345429411,620239000.0,-38189000.0,-63409000.0,-44692000.0,-49567000.0,872000.0,-0.9900000000000001,-0.9900000000000001,-0.0,-72.71674311926606,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2024-09-30,833714000.0,356545000.0,113223000.0,215986000.0,617728000.0,,455982000.0,,-39613000.0,-20910000.0,,-3613000.0,-0.54,38629000.0,-34941000.0,6344000.0,11301000.0,-41285000.0,0.0,,2.4727,,-0.54,-28312000.0,-0.033849849772067966,-0.025080543207862648,-0.04585707330552522,,-0.086874043273638,-0.04751389565246596,-0.06412692965188561,-0.09054085468286029,-0.06209017022601769,0.0,3.1490509878734887,758563000.0,-44537000.0,-76286000.0,14267000.0,-57818000.0,,-1.1600000000000001,-1.1600000000000001,-0.0,,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2024-12-31,869800000.0,410319000.0,133017000.0,238982000.0,630818000.0,,696060000.0,,-32909000.0,-12362000.0,,-666000.0,-0.32,38678000.0,21714000.0,7873000.0,16589000.0,13841000.0,0.0,3.0847,2.134,,-0.32,-16320000.0,-0.019596777517445603,-0.014212462635088526,-0.01775996322156136,,-0.047278970203718074,-0.037835134513681305,-0.05216877134133775,0.01988478004769704,-0.023446254633221274,0.0,3.08471097679244,974939000.0,-33097000.0,-67028000.0,122911000.0,-42283000.0,,-0.8700000000000001,-0.8700000000000001,-0.0,,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2025-03-31,802024000.0,325103000.0,86247000.0,184471000.0,617553000.0,,145038000.0,,-17711000.0,-4422000.0,,-9500000.0,-0.11,38930000.0,-52841000.0,1491000.0,2849000.0,-54332000.0,0.0,,1.8937,,-0.11,-14862000.0,-0.007160519016181607,-0.005513550716686783,-0.030488561618334506,,-0.12211282560432439,-0.022082880312808594,-0.028679319831658175,-0.3746052758587405,-0.10246969759649195,0.0,3.7694412559277426,1426184000.0,-47681000.0,-110335000.0,-135436000.0,-76174000.0,,-1.2300000000000002,-1.2300000000000002,-0.0,,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2025-06-30,792209000.0,302079000.0,87012000.0,184434000.0,607775000.0,,317314000.0,,-26756000.0,-15457000.0,,-2200000.0,-0.4,38967000.0,-31821000.0,3224000.0,6002000.0,-35045000.0,0.0,,1.6498,,-0.4,-20754000.0,-0.02543210892188721,-0.019511265335284,-0.04871200136142748,,-0.08432026320931317,-0.03377391572173505,-0.04402287030562297,-0.11044265301877636,-0.06540524527754842,0.0,3.471693559509033,1614394000.0,-53151000.0,-116989000.0,-116821000.0,-80248000.0,,-1.37,-1.37,-0.0,,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2025-09-30,812494000.0,309807000.0,113186000.0,210253000.0,602241000.0,,511206000.0,,-29130000.0,-15217000.0,,-1000000.0,-0.39,38982000.0,20389000.0,5476000.0,8745000.0,14913000.0,0.0,,1.526,,-0.39,-20385000.0,-0.025267293326093707,-0.018728753689258013,-0.029766865021146074,,-0.056982899261745754,-0.035852572449765786,-0.048369340513183263,0.029172192814638325,-0.039876292531777796,0.0,2.737149470782606,1669618000.0,-47458000.0,-106506000.0,-60623000.0,-72321000.0,,-1.22,-1.22,-0.0,,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
2025-12-31,827180000.0,309210000.0,121447000.0,224077000.0,603103000.0,,-218402000.0,,59886000.0,33187000.0,,17629000.0,0.85,-77936000.0,130930000.0,-2319000.0,-5498000.0,128611000.0,0.0,2.546,1.4066,,0.85,54388000.0,0.055027084925792114,0.040120650886143285,-0.15195373668739298,,-0.2742007857070906,0.07239778524625837,0.0992964717469487,-0.5888728125200319,-0.2490270235620553,0.0,2.546048893756124,755156000.0,-1909000.0,-13711000.0,54147000.0,-1613000.0,,-0.050000000000000044,-0.050000000000000044,-0.0,,1.2787033,33.615,24.43,0.19578,1054.5106,1.7612,1.3964
