report_date,total_assets,total_liabilities,total_equity,long_term_debt,short_term_debt,revenue,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,fcf,total_debt,bf_pe,bf_ps,eps,roe,roa,net_margin,fcf_margin,debt_equity,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2015-06-30,61706800000.0,53191100000.0,8515700000.0,,151900000.0,5351100000.0,437200000.0,75800000.0,185600000.0,1.0,726400000.0,53100000.0,673300000.0,151900000.0,23.8439,0.8391,1.0,0.051340465258287636,0.007085118657911284,0.08170282745603707,0.12582459681187044,0.017837641062977794,10632500000.0,363200000.0,,152600000.0,1.0,1.0,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2015-09-30,61503800000.0,52922700000.0,8581100000.0,,506100000.0,8008900000.0,641000000.0,113900000.0,280700000.0,2.0,999400000.0,73300000.0,926100000.0,506100000.0,21.7642,0.7309,2.0,0.07469904790761091,0.010422120259236015,0.0800359599945061,0.11563385733371624,0.05897845264593118,10767400000.0,311700000.0,1060700000.0,137500000.0,1.0,1.0,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2015-12-31,60589700000.0,51925800000.0,8663900000.0,,352400000.0,-5276100000.0,-424000000.0,-74700000.0,-185200000.0,0.0,-833800000.0,-57600000.0,-891400000.0,352400000.0,9.3465,0.7529,0.0,-0.04893869966181512,-0.006997889080157188,0.08036238888573,0.16895055059608424,0.04067452302081049,10731300000.0,867100000.0,1076700000.0,152800000.0,3.0,3.0,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2016-03-31,61967900000.0,53047600000.0,8920300000.0,,351400000.0,2725400000.0,210600000.0,38600000.0,93600000.0,0.0,293300000.0,17200000.0,276100000.0,351400000.0,8.4999,0.677,0.0,0.023609071443785525,0.0033985337569935404,0.07727306083510678,0.10130623027812431,0.039393293947512974,10809300000.0,864800000.0,984100000.0,153600000.0,3.0,3.0,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2016-06-30,63853100000.0,54696100000.0,9157000000.0,,350700000.0,5486700000.0,447400000.0,81000000.0,197000000.0,1.0,561400000.0,41600000.0,519800000.0,350700000.0,8.6155,0.6923,1.0,0.04885879654908813,0.0070067075835002525,0.08154263947363624,0.09473818506570433,0.038298569400458664,10944900000.0,875000000.0,830600000.0,158800000.0,3.0,3.0,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2016-09-30,63905100000.0,54543900000.0,9361200000.0,,0.0,8250000000.0,683400000.0,126200000.0,293100000.0,2.0,754900000.0,60100000.0,694800000.0,0.0,9.1097,0.7523,2.0,0.07300346109473145,0.010693982170437101,0.08283636363636364,0.08421818181818182,0.0,11186000000.0,917400000.0,599300000.0,171100000.0,3.0,3.0,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2016-12-31,61941500000.0,52973500000.0,8968000000.0,,0.0,-5415600000.0,-410000000.0,-79800000.0,-167400000.0,0.0,-493500000.0,-33900000.0,-527400000.0,0.0,11.0352,0.9279,0.0,-0.04571810883140053,-0.006619148712898461,0.07570721619026516,0.09738533126523377,0.0,11046500000.0,931400000.0,963300000.0,166000000.0,3.0,3.0,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2017-03-31,62524700000.0,53417300000.0,9107400000.0,,,2806500000.0,229900000.0,39800000.0,100400000.0,1.0,308000000.0,27300000.0,280700000.0,0.0,11.2549,0.9608,1.0,0.025243208819201966,0.00367694687059674,0.08191697844290041,0.10001781578478532,0.0,11127600000.0,950700000.0,967900000.0,167200000.0,4.0,4.0,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2017-06-30,63381600000.0,54065000000.0,9316600000.0,,,5628500000.0,475000000.0,79700000.0,216900000.0,2.0,642000000.0,47800000.0,594200000.0,0.0,11.0966,0.9511,2.0,0.05098426464590086,0.007494288563242329,0.0843919339077907,0.10556986763791419,0.0,11269400000.0,978300000.0,1042300000.0,165900000.0,5.0,5.0,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2017-09-30,63805700000.0,54357100000.0,9448600000.0,,199900000.0,8447600000.0,727300000.0,119800000.0,331400000.0,3.0,866000000.0,64700000.0,801300000.0,199900000.0,11.9425,1.0359,3.0,0.07697436657282561,0.011398668144068633,0.08609545906529666,0.09485534352952318,0.021156573460618503,11467000000.0,1022200000.0,1148800000.0,159500000.0,6.0,6.0,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2017-12-31,64013100000.0,54438200000.0,9574900000.0,,199900000.0,-5595800000.0,-438000000.0,-79400000.0,-238900000.0,-2.0,-666600000.0,-34500000.0,-701100000.0,199900000.0,12.3818,1.0899,-2.0,-0.04574460307679454,-0.0068423494565956035,0.07827299045712856,0.1252903963687051,0.020877502637103258,11286800000.0,994200000.0,975100000.0,159900000.0,4.0,4.0,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2018-03-31,63012300000.0,53512800000.0,9499500000.0,,200000000.0,2899600000.0,273500000.0,40200000.0,67600000.0,1.0,299900000.0,29100000.0,270800000.0,200000000.0,9.9483,0.9065,1.0,0.02879098899942102,0.004340422425462965,0.09432335494550972,0.09339219202648641,0.021053739670508973,11379900000.0,1037800000.0,965200000.0,160300000.0,4.0,4.0,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2018-06-30,62366600000.0,52920200000.0,9446400000.0,,200000000.0,5789900000.0,559000000.0,82600000.0,136900000.0,2.0,696200000.0,59600000.0,636600000.0,200000000.0,7.7116,0.7257,2.0,0.05917598238482385,0.008963130906607062,0.09654743605243614,0.10995008549370455,0.02117208672086721,11541300000.0,1121800000.0,1007600000.0,163200000.0,4.0,4.0,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2018-09-30,62249800000.0,53731600000.0,8518200000.0,,0.0,8717700000.0,274300000.0,125300000.0,43800000.0,1.0,1083500000.0,95600000.0,987900000.0,0.0,15.8533,0.7418,1.0,0.03220163884388721,0.004406439860047743,0.03146472119939892,0.11332117416290995,0.0,11811400000.0,668800000.0,1194200000.0,168700000.0,2.0,2.0,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2018-12-31,61875600000.0,53253800000.0,8621800000.0,,0.0,-5808700000.0,-583400000.0,-80800000.0,-143900000.0,-2.0,-543100000.0,-40200000.0,-583300000.0,0.0,12.279,0.5533,-2.0,-0.06766568465981582,-0.009428595439882604,0.10043555356620242,0.10041833801022604,0.0,11598500000.0,523400000.0,1312000000.0,167300000.0,2.0,2.0,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2019-03-31,63921700000.0,54861200000.0,9060500000.0,2958700000.0,,2987600000.0,280900000.0,42100000.0,72400000.0,1.31,516800000.0,28100000.0,488700000.0,2958700000.0,13.8981,0.6304,1.31,0.031002704045030628,0.004394438821245367,0.09402195742401928,0.16357611460704244,0.3265493074333646,11686500000.0,530800000.0,1529900000.0,169200000.0,2.31,2.31,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2019-06-30,65843700000.0,56390600000.0,9453100000.0,,,6004300000.0,562100000.0,84700000.0,143200000.0,2.64,942700000.0,64900000.0,877800000.0,0.0,13.8517,0.6165,2.64,0.059461975436629254,0.008536883559095251,0.09361624169345302,0.14619522675415952,0.0,11900900000.0,533900000.0,1771100000.0,171300000.0,2.95,2.95,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2019-09-30,66955700000.0,57324100000.0,9631600000.0,,399700000.0,8964300000.0,804100000.0,130800000.0,200600000.0,3.81,1256800000.0,107500000.0,1149300000.0,399700000.0,5.8873,0.5218,3.81,0.08348560986751942,0.012009433102782885,0.08970025545776023,0.12820856062380778,0.04149881639602974,12147500000.0,1063700000.0,1932500000.0,176800000.0,5.76,5.76,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2019-12-31,67013400000.0,57048400000.0,9965000000.0,,,-5957300000.0,-546800000.0,-80200000.0,-134400000.0,-2.5199999999999996,-974700000.0,-49600000.0,-1024300000.0,0.0,5.4665,0.5002,-2.5199999999999996,-0.054872052182639235,-0.008159562117427261,0.09178654759706578,0.1719403085290316,0.0,11998900000.0,1100300000.0,1491500000.0,177400000.0,5.24,5.24,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2020-03-31,65335900000.0,55532800000.0,9803100000.0,,,2871100000.0,161000000.0,45700000.0,41100000.0,0.79,219900000.0,39100000.0,180800000.0,0.0,3.1129,0.2563,0.79,0.016423376278932176,0.002464188906864373,0.05607606840583748,0.06297237992407091,0.0,11882400000.0,980400000.0,1183600000.0,181000000.0,4.720000000000001,4.720000000000001,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2020-06-30,69305200000.0,58743800000.0,10561400000.0,,,5892300000.0,426500000.0,93200000.0,113200000.0,2.1,852400000.0,77500000.0,774900000.0,0.0,3.4982,0.2833,2.1,0.04038290378169561,0.006153939386943548,0.07238260102167235,0.13151061554910645,0.0,11770400000.0,844800000.0,1080700000.0,189500000.0,4.180000000000001,4.180000000000001,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2020-09-30,69616000000.0,58723800000.0,10892200000.0,,,8888600000.0,657600000.0,142600000.0,181700000.0,3.23,1278800000.0,99500000.0,1179300000.0,0.0,3.5918,0.2872,3.23,0.06037347826885294,0.009446104343829006,0.07398240442814391,0.13267556195576355,0.0,11694700000.0,698300000.0,1110700000.0,201300000.0,3.6000000000000005,3.6000000000000005,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2020-12-31,70625800000.0,59754800000.0,10871000000.0,,,-4489900000.0,-452100000.0,-93300000.0,-165000000.0,-2.23,-1753600000.0,-97000000.0,-1850600000.0,0.0,5.8916,0.355,-2.23,-0.04158771042222427,-0.006401343418410836,0.10069266576093008,0.41216953606984563,0.0,13162100000.0,793000000.0,284400000.0,188200000.0,3.89,3.89,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2021-03-31,69256600000.0,58686500000.0,10570100000.0,3346800000.0,,3072000000.0,153000000.0,44400000.0,45800000.0,0.75,-162000000.0,30900000.0,-192900000.0,3346800000.0,7.2389,0.4252,0.75,0.014474792102250689,0.0022091757319879983,0.0498046875,-0.06279296875,0.31662898175040916,13363000000.0,785000000.0,-89300000.0,186900000.0,3.85,3.85,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2021-06-30,70807900000.0,59860400000.0,10947500000.0,,,6065000000.0,335900000.0,89700000.0,125500000.0,1.64,544200000.0,57600000.0,486600000.0,0.0,8.258,0.435,1.64,0.03068280429321763,0.004743820957830976,0.05538334707337181,0.08023083264633141,0.0,13535700000.0,694400000.0,-377600000.0,183400000.0,3.3899999999999997,3.3899999999999997,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2021-09-30,70597900000.0,59479700000.0,11118200000.0,,,9034700000.0,664500000.0,134400000.0,206800000.0,3.24,999300000.0,82400000.0,916900000.0,0.0,6.4034,0.3849,3.24,0.05976686873774532,0.0094124612771768,0.07354975815467032,0.10148649097369032,0.0,13681800000.0,701300000.0,-640000000.0,175200000.0,3.4,3.4,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2021-12-31,70115600000.0,58699200000.0,11416400000.0,,,-6157900000.0,-329200000.0,-83500000.0,-139300000.0,-1.6100000000000003,6000000.0,-60600000.0,-54600000.0,0.0,6.0949,0.4181,-1.6100000000000003,-0.02883571003118321,-0.0046951035147670414,0.05345978336770652,0.008866659088325566,0.0,12013800000.0,824200000.0,1156000000.0,185000000.0,4.02,4.02,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2022-03-31,66471700000.0,55848600000.0,10623100000.0,,,2982500000.0,253500000.0,46900000.0,58600000.0,1.25,325800000.0,21800000.0,304000000.0,0.0,6.8786,0.5334,1.25,0.023863090811533358,0.0038136530282812083,0.08499580888516345,0.1019279128248114,0.0,11924300000.0,924700000.0,1652900000.0,187500000.0,4.52,4.52,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2022-06-30,63121100000.0,53416000000.0,9705100000.0,,,6023400000.0,623900000.0,94300000.0,131300000.0,3.07,784600000.0,44400000.0,740200000.0,0.0,6.1247,0.569,3.07,0.0642857878847204,0.009884175022298408,0.10357937377560845,0.12288740578410864,0.0,11882700000.0,1212700000.0,1906500000.0,192100000.0,5.949999999999999,5.949999999999999,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2022-09-30,60866700000.0,52207200000.0,8659500000.0,,,8985300000.0,1034600000.0,141300000.0,235900000.0,5.11,1061800000.0,70800000.0,991000000.0,0.0,6.4975,0.6486,5.11,0.11947572030717708,0.016997800110733784,0.11514362347389626,0.11029125349181441,0.0,11833300000.0,1582800000.0,1980600000.0,199000000.0,7.82,7.82,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2022-12-31,61434900000.0,52237400000.0,9197500000.0,,,-6000200000.0,-597800000.0,-94000000.0,-108600000.0,-2.9299999999999997,-753500000.0,-34800000.0,-788300000.0,0.0,6.211,0.6807,-2.9299999999999997,-0.06499592280511009,-0.009730625426264225,0.09963001233292224,0.1313789540348655,0.0,11991000000.0,1314200000.0,1246900000.0,188500000.0,6.5,6.5,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2023-06-30,61904400000.0,52658500000.0,9245900000.0,,,6148300000.0,751200000.0,97000000.0,198500000.0,3.78,464200000.0,56300000.0,407900000.0,0.0,6.5009,0.7735,3.78,0.08124682291610336,0.01213484017291178,0.12218011482848917,0.06634354211733325,0.0,15156800000.0,1811900000.0,1350800000.0,238600000.0,9.030000000000001,9.030000000000001,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2023-09-30,59954500000.0,50336400000.0,9618100000.0,,,9240800000.0,953200000.0,145600000.0,258200000.0,4.81,859300000.0,89100000.0,770200000.0,0.0,7.7656,0.7817,4.81,0.09910481280086504,0.015898723198425474,0.10315124231668253,0.08334776209851961,0.0,18374200000.0,2141200000.0,1380800000.0,289900000.0,10.77,10.77,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2023-12-31,63255200000.0,53603800000.0,9651400000.0,,,12385900000.0,1283800000.0,194800000.0,356300000.0,6.5,1202800000.0,134800000.0,1068000000.0,0.0,6.8702,0.7121,6.5,0.13301697163105872,0.020295564633421442,0.1036501182796567,0.08622708079348292,0.0,21774800000.0,2390400000.0,1457800000.0,343400000.0,12.16,12.16,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2024-03-31,62487800000.0,52268300000.0,10219500000.0,,,3200300000.0,395200000.0,49500000.0,100500000.0,2.04,298300000.0,28300000.0,270000000.0,0.0,7.8092,0.8218,2.04,0.038671167865355446,0.006324434529620182,0.12348842296034747,0.08436709058525763,0.0,30975300000.0,3383400000.0,2516100000.0,486900000.0,17.13,17.13,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2024-06-30,62044400000.0,51579800000.0,10464600000.0,,,6433700000.0,784700000.0,99400000.0,206500000.0,4.09,637400000.0,56000000.0,581400000.0,0.0,7.311,0.76,4.09,0.07498614376086998,0.012647394446557627,0.12196714176912196,0.09036790649237608,0.0,31260700000.0,3416900000.0,2689600000.0,489300000.0,17.44,17.44,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2024-09-30,64140500000.0,53189100000.0,10951400000.0,,,9650700000.0,1430400000.0,148600000.0,375400000.0,7.52,1027400000.0,93700000.0,933700000.0,0.0,6.2275,0.8571,7.52,0.1306134375513633,0.022301042243200474,0.14821722776586155,0.09674945858849616,0.0,31670600000.0,3894100000.0,2853100000.0,492300000.0,20.15,20.15,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2024-12-31,61959300000.0,50998200000.0,10961100000.0,,,-6397400000.0,-831200000.0,-96400000.0,-210200000.0,-4.189999999999998,-449900000.0,-52300000.0,-502200000.0,0.0,7.496,1.0348,-4.189999999999998,-0.07583180520203264,-0.01341525808070782,0.12992778316190953,0.07850064088535967,0.0,12887300000.0,1779100000.0,1282900000.0,201100000.0,9.46,9.46,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2025-03-31,62459800000.0,51245800000.0,11214000000.0,,,3091600000.0,189100000.0,52000000.0,54500000.0,1.06,353600000.0,35800000.0,317800000.0,0.0,9.104,1.1207,1.06,0.016862850008917424,0.0030275473184352177,0.06116573942295252,0.102794669426834,0.0,12778600000.0,1573000000.0,1330700000.0,203600000.0,8.480000000000002,8.480000000000002,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2025-06-30,62843800000.0,51523800000.0,11320000000.0,,,6453000000.0,524700000.0,104000000.0,135900000.0,2.97,701600000.0,63700000.0,637900000.0,0.0,9.1494,1.0769,2.97,0.04635159010600707,0.008349272322806705,0.08131101813110181,0.09885324655199132,0.0,12797900000.0,1313000000.0,1387200000.0,208200000.0,7.360000000000002,7.360000000000002,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2025-09-30,63678100000.0,52769300000.0,10908800000.0,,,9831400000.0,564400000.0,156200000.0,150700000.0,3.23,329800000.0,94500000.0,235300000.0,0.0,14.3926,1.0057,3.23,0.05173804634790261,0.008863329778997803,0.05740789714587953,0.02393351913257522,0.0,12978600000.0,447000000.0,688800000.0,215800000.0,3.0700000000000025,3.0700000000000025,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
2025-12-31,63519400000.0,52400300000.0,11119100000.0,,,-6300500000.0,-539700000.0,-103400000.0,-146100000.0,-2.99,-697300000.0,-61700000.0,-759000000.0,0.0,17.5602,0.9918,-2.99,-0.048538101105305285,-0.008496616781644662,0.08565986826442346,0.12046662963256885,0.0,13075500000.0,738500000.0,432000000.0,208800000.0,4.27,4.27,0.19437465,83.205,66.81,2.30637,12145.634,16.4464,1.1663,0.9289
