report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-06-30,1222100000.0,403900000.0,158600000.0,651100000.0,641500000.0,356800000.0,400000.0,67500000.0,556500000.0,165400000.0,59400000.0,,7900000.0,12700000.0,1.19,36600000.0,43100000.0,32600000.0,10500000.0,357200000.0,,15.3619,1.0945,1.19,59400000.0,,,,0.297214734950584,0.10673854447439353,0.048604860486048604,0.05947732051667167,0.018867924528301886,0.10673854447439353,0.5568199532346064,2.546658259773014,,,,,,,,,,,,1.1020808,322.34,187.43,0.91653,19022.736,38.531,6.2325,6.1881
2010-09-30,1299600000.0,441200000.0,158200000.0,667500000.0,632100000.0,369300000.0,1400000.0,97100000.0,827900000.0,240100000.0,84800000.0,,12100000.0,17300000.0,1.7,36700000.0,91100000.0,49800000.0,41300000.0,370700000.0,,14.3428,1.0182,1.7,84800000.0,,,,0.2900108708781254,0.10242782944800097,0.06525084641428132,0.08456322297566812,0.049885251842009905,0.10242782944800097,0.5864578389495333,2.788874841972187,,,,,,,,,,,,1.1020808,322.34,187.43,0.91653,19022.736,38.531,6.2325,6.1881
2010-12-31,1294300000.0,436600000.0,169700000.0,668600000.0,625700000.0,358100000.0,300000.0,110200000.0,1104700000.0,318100000.0,90700000.0,65300000.0,16800000.0,13600000.0,1.89,36700000.0,138300000.0,71100000.0,67200000.0,358400000.0,2.5728,21.0089,1.2419,1.89,90700000.0,0.10436311331308934,0.05045198176620567,0.05911107087897167,0.28795148003982984,0.0821037385715579,0.07007648922197326,0.09216543034244487,0.060830994840228116,0.0821037385715579,0.5727984657183954,2.572775486152033,,,,,,,,,,,,1.1020808,322.34,187.43,0.91653,19022.736,38.531,6.2325,6.1881
2011-03-31,1366100000.0,481100000.0,182800000.0,703000000.0,663100000.0,364700000.0,6300000.0,94600000.0,295400000.0,88000000.0,28800000.0,,4700000.0,6100000.0,0.56,36800000.0,9500000.0,19400000.0,-9900000.0,371000000.0,,23.0104,1.3311,0.56,28800000.0,,,,0.2979011509817197,0.0974949221394719,0.021081912012297782,0.0278503046127067,-0.03351387948544347,0.0974949221394719,0.5594932890966672,2.6318380743982495,2784500000.0,,263700000.0,811600000.0,109100000.0,263700000.0,41500000.0,5.34,5.34,1.4069017823284036,6.354216867469879,1.1020808,322.34,187.43,0.91653,19022.736,38.531,6.2325,6.1881
2011-09-30,1398300000.0,503500000.0,229300000.0,707000000.0,691300000.0,323300000.0,54700000.0,119200000.0,896900000.0,254000000.0,82600000.0,,13800000.0,17900000.0,1.62,37000000.0,88900000.0,62000000.0,26900000.0,378000000.0,,19.9564,1.0644,1.62,82600000.0,,,,0.2831976809008808,0.09209499386776675,0.05907172995780591,0.07724679696998037,0.02999219533950273,0.09209499386776675,0.5467958917980617,2.1958133449629305,3124900000.0,,286900000.0,900200000.0,125500000.0,286900000.0,47400000.0,5.7700000000000005,5.7700000000000005,1.317532241199024,6.052742616033755,1.1020808,322.34,187.43,0.91653,19022.736,38.531,6.2325,6.1881
2012-03-31,1457300000.0,502800000.0,302400000.0,762600000.0,694700000.0,294900000.0,86500000.0,100200000.0,316300000.0,101100000.0,41700000.0,,4300000.0,9800000.0,0.81,37100000.0,13800000.0,32400000.0,-18600000.0,381400000.0,,17.0532,1.1962,0.81,41700000.0,,,,0.31963325956370536,0.13183686373695858,0.02861456117477527,0.03875104544187343,-0.058804932026557066,0.13183686373695858,0.5490139628616669,1.6626984126984128,2613300000.0,,243800000.0,761200000.0,65600000.0,243800000.0,39600000.0,4.880000000000001,4.880000000000001,1.564397046759639,6.156565656565657,1.1020808,322.34,187.43,0.91653,19022.736,38.531,6.2325,6.1881
2012-06-30,1462800000.0,517000000.0,320200000.0,783300000.0,679500000.0,296400000.0,89100000.0,107000000.0,641100000.0,199800000.0,77300000.0,,8800000.0,16400000.0,1.27,36900000.0,66000000.0,69400000.0,-3400000.0,385500000.0,,21.4217,1.4036,1.27,77300000.0,,,,0.3116518483855873,0.12057401341444393,0.052843861088323764,0.07258215962441314,-0.005303384807362346,0.12057401341444393,0.5673289183222958,1.6146158650843223,2149700000.0,,230400000.0,642900000.0,-5000000.0,230400000.0,31600000.0,4.26,4.26,1.6731770833333333,7.291139240506329,1.1020808,322.34,187.43,0.91653,19022.736,38.531,6.2325,6.1881
2012-09-30,1527400000.0,557300000.0,275600000.0,810300000.0,717100000.0,362100000.0,39300000.0,143200000.0,944900000.0,290200000.0,103600000.0,,13200000.0,25500000.0,1.7,36200000.0,117600000.0,98400000.0,19200000.0,401400000.0,,23.4554,1.4845,1.7,103600000.0,,,,0.3071224468197693,0.10964123187638904,0.06782768102658111,0.09262405006705408,0.020319610540797967,0.10964123187638904,0.5597545670059964,2.022133526850508,2799200000.0,,305200000.0,845100000.0,24100000.0,305200000.0,40100000.0,5.4,5.4,1.3152031454783748,7.610972568578553,1.1020808,322.34,187.43,0.91653,19022.736,38.531,6.2325,6.1881
2012-12-31,1564000000.0,557300000.0,261800000.0,835100000.0,728900000.0,378800000.0,32700000.0,161900000.0,-635900000.0,-203400000.0,-87500000.0,,-9600000.0,-19000000.0,-1.4800000000000004,-74300000.0,-10000000.0,-68900000.0,-78900000.0,411500000.0,2.1287,23.1501,1.4752,-1.4800000000000004,-87500000.0,,,,0.31986161346123604,0.13760025161188866,-0.0559462915601023,-0.07672746404770256,0.12407611259632018,0.13760025161188866,0.5645493208944986,2.128724216959511,1266400000.0,,135100000.0,387700000.0,-81700000.0,135100000.0,16700000.0,2.3,2.3,3.0458919319022946,8.089820359281438,1.1020808,322.34,187.43,0.91653,19022.736,38.531,6.2325,6.1881
2013-03-31,1577100000.0,589700000.0,208100000.0,831200000.0,745900000.0,428400000.0,1700000.0,175000000.0,339400000.0,111700000.0,43300000.0,,4600000.0,8600000.0,0.0,35100000.0,18900000.0,61700000.0,-42800000.0,430100000.0,,26.3459,1.6999,0.0,43300000.0,,,,0.3291101944608132,0.12757807896287565,0.02745545621710735,0.036819727891156465,-0.12610489098408956,0.12757807896287565,0.5766188497117576,2.833733781835656,1289500000.0,,136700000.0,398300000.0,-105900000.0,136700000.0,17000000.0,1.4899999999999995,1.4899999999999995,3.146305779078274,8.041176470588235,1.1020808,322.34,187.43,0.91653,19022.736,38.531,6.2325,6.1881
