report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,30288000000.0,3335000000.0,3123000000.0,,12216000000.0,12204000000.0,516000000.0,2798000000.0,1212000000.0,596000000.0,,462000000.0,0.92,647000000.0,1183000000.0,,358000000.0,,12204000000.0,,23.7809,1.8119,0.92,1570000000.0,0.04878847413228553,0.019677760169043847,0.21300929235167976,0.43316654753395284,0.04001584786053883,0.04963144963144963,,0.5611150822015726,0.9990176817288802,1.0678834454050592,,,,,,,,,,,0.7764951,105.07,69.71,1.71557,22869.322,52.2131,0.9399,4.6701
2010-06-30,32169000000.0,3018000000.0,3655000000.0,,14815000000.0,10501000000.0,601000000.0,4810000000.0,1659000000.0,993000000.0,,621000000.0,1.49,665000000.0,2978000000.0,,750000000.0,,10501000000.0,,20.6303,1.5421,1.49,2409000000.0,0.06702666216672291,0.03086822717523081,0.20644490644490646,0.3449064449064449,0.05157138860393547,0.06553167957023226,,0.5008316008316008,0.7088086398920014,0.8257181942544459,,,,,,,,,,,0.7764951,105.07,69.71,1.71557,22869.322,52.2131,0.9399,4.6701
2010-09-30,34333000000.0,3273000000.0,4123000000.0,,15273000000.0,11445000000.0,609000000.0,7391000000.0,2476000000.0,1550000000.0,12000000.0,970000000.0,2.24,692000000.0,3971000000.0,,1184000000.0,,11445000000.0,,14.445,1.5416,2.24,3660000000.0,0.10148628298304196,0.04514606937931436,0.2097145176566094,0.33500202949533214,0.07211720502140798,0.09267160715622427,,0.4951968610472196,0.749361618542526,0.7938394373029347,,,,,,,,,,,0.7764951,105.07,69.71,1.71557,22869.322,52.2131,0.9399,4.6701
2010-12-31,37179000000.0,3266000000.0,4490000000.0,,15264000000.0,12640000000.0,102000000.0,-5633000000.0,-2542000000.0,-1365000000.0,7000000.0,-943000000.0,-2.1400000000000006,-1298000000.0,-3015000000.0,,-678000000.0,,12640000000.0,0.7274,9.5507,1.809,-2.1400000000000006,-3220000000.0,-0.08942610062893082,-0.03671427418704107,0.24232203088940174,0.4512693058760873,-0.06837193039081202,-0.0910980504587156,,0.5716314574826913,0.8280922431865828,0.7273942093541202,9366000000.0,1774000000.0,2805000000.0,,4419000000.0,,2.51,2.51,2.8603756505996834,,0.7764951,105.07,69.71,1.71557,22869.322,52.2131,0.9399,4.6701
2011-03-31,34800000000.0,3544000000.0,4669000000.0,,14995000000.0,9915000000.0,849000000.0,1612000000.0,-284000000.0,-205000000.0,7000000.0,-104000000.0,-0.32,634000000.0,741000000.0,,426000000.0,,9915000000.0,,25.2219,2.6949,-0.32,142000000.0,-0.013671223741247083,-0.005890804597701149,-0.1271712158808933,-0.1761786600496278,-0.008160919540229884,-0.011401043757527098,,0.0880893300248139,0.6612204068022675,0.7590490469051189,8180000000.0,973000000.0,1309000000.0,,2991000000.0,,1.2699999999999998,1.2699999999999998,3.3149448345035104,,0.7764951,105.07,69.71,1.71557,22869.322,52.2131,0.9399,4.6701
2011-06-30,36656000000.0,3126000000.0,5728000000.0,,15483000000.0,10047000000.0,109000000.0,4930000000.0,701000000.0,262000000.0,33000000.0,222000000.0,0.41,645000000.0,2093000000.0,,855000000.0,,10047000000.0,,17.3104,2.0582,0.41,1556000000.0,0.01692178518374992,0.0071475338280226975,0.05314401622718053,0.14219066937119676,0.019123745089480577,0.02745789267528398,,0.3156186612576065,0.6489052509203642,0.5457402234636871,8300000000.0,242000000.0,351000000.0,,2138000000.0,59000000.0,0.1899999999999996,0.1899999999999996,4.699251637043966,5.9491525423728815,0.7764951,105.07,69.71,1.71557,22869.322,52.2131,0.9399,4.6701
2011-09-30,40122000000.0,3470000000.0,6195000000.0,40122000000.0,16298000000.0,11789000000.0,111000000.0,8908000000.0,2185000000.0,1141000000.0,37000000.0,812000000.0,1.69,752000000.0,3724000000.0,,1353000000.0,,11789000000.0,,11.3167,1.5515,1.69,3538000000.0,0.0700085900110443,0.028438263296944318,0.1280871127076785,0.24528513695554557,0.05445890035392054,0.07779399722291451,,0.39717108217332736,0.7233402871517978,0.5601291364003228,9817000000.0,-167000000.0,60000000.0,,2016000000.0,84000000.0,-0.36000000000000076,-0.36000000000000076,5.847718253968254,0.7142857142857143,0.7764951,105.07,69.71,1.71557,22869.322,52.2131,0.9399,4.6701
2011-12-31,41835000000.0,3177000000.0,7082000000.0,41835000000.0,16624000000.0,10626000000.0,351000000.0,-3815000000.0,319000000.0,544000000.0,-33000000.0,193000000.0,0.54,-1279000000.0,-655000000.0,,-711000000.0,,10626000000.0,0.4486,8.933,1.3366,0.54,-392000000.0,0.032723772858517804,0.013003465997370622,-0.14259501965923985,-0.0836173001310616,0.007625194215369906,0.011706422018348624,,0.10275229357798166,0.6391963426371511,0.44860208980513977,11635000000.0,1742000000.0,2921000000.0,,4844000000.0,44000000.0,2.32,2.32,2.19364161849711,66.38636363636364,0.7764951,105.07,69.71,1.71557,22869.322,52.2131,0.9399,4.6701
2012-03-31,45589000000.0,3924000000.0,6664000000.0,45589000000.0,16531000000.0,13082000000.0,438000000.0,2419000000.0,6000000.0,-28000000.0,12000000.0,-2000000.0,-0.11,642000000.0,274000000.0,,590000000.0,,13082000000.0,,8.2362,1.2412,-0.11,596000000.0,-0.0016937874296775754,-0.0006141832459584549,-0.011575031004547334,0.0024803637866887144,0.00013161069556252606,0.00020261371694863743,,0.24638280281107897,0.7913616841086444,0.5888355342136855,12442000000.0,1919000000.0,3211000000.0,,5298000000.0,49000000.0,2.53,2.53,2.4692336730841826,65.53061224489795,0.7764951,105.07,69.71,1.71557,22869.322,52.2131,0.9399,4.6701
2012-06-30,47526000000.0,4516000000.0,6259000000.0,47526000000.0,17427000000.0,14329000000.0,1024000000.0,5807000000.0,743000000.0,944000000.0,26000000.0,661000000.0,1.25,752000000.0,1029000000.0,,1260000000.0,,14329000000.0,,5.3056,0.9909,1.25,2003000000.0,0.05416881850002869,0.019862811934520053,0.16256242465989323,0.12794902703633546,0.015633547952699577,0.023397153293865727,,0.34492853452729466,0.8222298731852872,0.7215210097459658,13319000000.0,2601000000.0,3253000000.0,,5745000000.0,42000000.0,3.37,3.37,2.4941688424717143,77.45238095238095,0.7764951,105.07,69.71,1.71557,22869.322,52.2131,0.9399,4.6701
