report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2022-03-31,1024116000.0,733455000.0,105281000.0,416227000.0,607889000.0,67993000.0,,24822000.0,-116560000.0,-90393000.0,,126000.0,-0.49,185848000.0,-88424000.0,4203000.0,3730000.0,-92627000.0,0.0,,9.7477,,-0.49,-112830000.0,-0.1486998448729949,-0.08826441535919759,-3.6416485375876237,-4.695834340504391,-0.11381523186826492,-0.19174553249030662,-3.73164934332447,-4.545564418660866,0.0,6.966641654239607,103082000.0,-491263000.0,-453271000.0,-446589000.0,-438938000.0,,-2.669999999999999,-2.669999999999999,-0.0,,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2022-06-30,861987000.0,665536000.0,104985000.0,403255000.0,458732000.0,77545000.0,,46407000.0,-269396000.0,-249461000.0,,226000.0,-1.34,186323000.0,-163417000.0,4983000.0,7171000.0,-168400000.0,0.0,,7.3504,,-1.34,-262225000.0,-0.5438055335141215,-0.28940227636843713,-5.375503695563169,-5.805072510612623,-0.31252907526447615,-0.587262279500885,-3.6287629021483827,-5.650548408645247,0.0,6.339343715768919,97512000.0,-492238000.0,-503070000.0,-448846000.0,-488656000.0,,-2.6399999999999992,-2.6399999999999992,-0.0,,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2022-09-30,781006000.0,599483000.0,83989000.0,368783000.0,412223000.0,105758000.0,,70032000.0,-323697000.0,-308510000.0,,71000.0,-1.0,186767000.0,-246304000.0,5164000.0,9848000.0,-251468000.0,0.0,,6.3126,,-1.0,-313849000.0,-0.7484055960002232,-0.3950161714506675,-4.405271875713959,-4.622129883481837,-0.4144616046483638,-0.785247305463305,-3.590758510395248,-4.481508453278502,0.0,7.1376370715212705,90646000.0,-422556000.0,-493574000.0,-430099000.0,-480022000.0,,-1.5699999999999994,-1.5699999999999994,-0.0,,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2022-12-31,710600000.0,545968000.0,68204000.0,343962000.0,366638000.0,88227000.0,,-49206000.0,333487000.0,280166000.0,0.0,2792000.0,1.83,-371800000.0,194138000.0,-8674000.0,-7719000.0,185464000.0,0.0,8.0059,4.6171,,1.83,325768000.0,0.7641488334542519,0.3942668167745567,-5.693736536194773,-6.777364549038735,0.4693034055727554,0.9095811127051752,-3.769133845466,-6.620493435759867,0.0,8.004926397278751,92055000.0,-368198000.0,-376166000.0,-327031000.0,-363136000.0,,-0.9999999999999996,-0.9999999999999996,-0.0,,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2023-03-31,561743000.0,491066000.0,59879000.0,320878000.0,240865000.0,76955000.0,,21594000.0,-134710000.0,-137018000.0,,-63000.0,0.0,188875000.0,-51915000.0,433000.0,2302000.0,-52348000.0,0.0,,1.4979,,0.0,-132408000.0,-0.5688580740248687,-0.24391581203504092,-6.345188478281004,-6.238306937112161,-0.2398071716069448,-0.5592759429555976,-2.4241919051588403,-6.131703250903029,0.0,8.200971960119574,88827000.0,-414823000.0,-394316000.0,-286752000.0,-382714000.0,,-0.5099999999999996,-0.5099999999999996,-0.0,,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2023-06-30,494279000.0,441058000.0,50694000.0,297321000.0,196958000.0,50728000.0,,42093000.0,-185309000.0,-188140000.0,,-110000.0,0.0,189268000.0,-103438000.0,595000.0,4468000.0,-104033000.0,0.0,,1.2411,,0.0,-180841000.0,-0.9552290336010724,-0.3806352282820027,-4.469626778799325,-4.402370940536431,-0.3749076938328353,-0.9408554107982412,-2.47150357541634,-4.296225025538688,0.0,8.700398469246853,84513000.0,-353502000.0,-310229000.0,-222385000.0,-301330000.0,,0.8300000000000005,0.8300000000000005,-0.0,,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2023-09-30,442244000.0,399025000.0,52112000.0,282876000.0,159368000.0,64921000.0,,66237000.0,-230173000.0,-233977000.0,,-171000.0,-1.0,189651000.0,-145559000.0,628000.0,6163000.0,-146187000.0,0.0,,1.2284,,-1.0,-224010000.0,-1.4681554640831282,-0.5290676640044862,-3.532421456285762,-3.4749913190512856,-0.5204660775499498,-1.44428618041263,-2.2070293038633997,-3.381946646134336,0.0,7.657065551120663,80718000.0,-278969000.0,-216705000.0,-117104000.0,-211491000.0,,0.8300000000000005,0.8300000000000005,-0.0,,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2024-09-30,307966000.0,286481000.0,67583000.0,259082000.0,48884000.0,30109000.0,,69252000.0,-119546000.0,-126222000.0,,20000.0,0.0,204292000.0,-129522000.0,1009000.0,4059000.0,-130531000.0,0.0,,2.5694,,0.0,-115487000.0,-2.582071843547991,-0.40985693225875586,-1.822647721365448,-1.7262461733957142,-0.3881792145886234,-2.445503641273218,-1.8848697510541212,-1.6676341477502454,0.0,4.238950623677552,199176000.0,-685357000.0,-669738000.0,-433099000.0,-652746000.0,,-0.9999999999999996,-0.9999999999999996,-0.0,,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2024-12-31,303850000.0,261292000.0,61400000.0,243113000.0,60737000.0,44252000.0,,98427000.0,-105198000.0,-118961000.0,,-239000.0,0.0,205661000.0,-175709000.0,1468000.0,4391000.0,-177177000.0,0.0,4.2556,1.7429,,0.0,-100807000.0,-1.9586248909231605,-0.3915122593384894,-1.2086216180519573,-1.068792099728733,-0.34621688333059075,-1.7320249600737607,-1.8000853424365266,-1.0241803570158594,0.0,4.2555700325732895,276009000.0,-667300000.0,-640226000.0,-557928000.0,-621145000.0,,-0.9999999999999996,-0.9999999999999996,-0.0,,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2025-03-31,256241000.0,229913000.0,70930000.0,242503000.0,13738000.0,38894000.0,,10460000.0,-44535000.0,-50882000.0,,52000.0,0.0,210924000.0,-49053000.0,2000.0,426000.0,-49055000.0,0.0,,1.4505,,0.0,-44109000.0,-3.703741447081089,-0.1985708766356672,-4.864435946462715,-4.257648183556405,-0.17380122618940763,-3.2417382442859224,-4.6897705544933075,-4.216921606118547,0.0,3.2414070210066264,244376000.0,-530042000.0,-499452000.0,-502950000.0,-484413000.0,,-0.9999999999999996,-0.9999999999999996,-0.0,,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2025-06-30,207534000.0,186566000.0,71391000.0,231745000.0,-24211000.0,42988000.0,,21635000.0,-80765000.0,-92475000.0,,-136000.0,-6.0,14074545.0,-94791000.0,39000.0,640000.0,-94830000.0,0.0,,5.7459,,-6.0,-80125000.0,3.819544834992359,-0.44558963832432275,-4.274324012017564,-3.7330714120637856,-0.3891651488430811,3.33588038494899,-4.383175410214929,-3.703489715738387,-0.0,2.613298595061002,199774000.0,-388540000.0,-350044000.0,-451593000.0,-340528000.0,,-6.0,-6.0,-0.0,,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2025-09-30,301347000.0,281357000.0,66340000.0,216261000.0,85086000.0,41032000.0,,33425000.0,-112437000.0,-127997000.0,,-169000.0,-8.0,15716396.0,-143552000.0,153000.0,836000.0,-143705000.0,0.0,,17.2869,,-8.0,-111601000.0,-1.5043250358460851,-0.4247495412265594,-3.829379207180254,-3.3638593866866118,-0.37311471492996445,-1.3214512375713983,-4.299326851159312,-3.338848167539267,0.0,4.241136569189027,163947000.0,-390315000.0,-342935000.0,-464767000.0,-336642000.0,,-14.0,-14.0,-0.0,,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
2025-12-31,280406000.0,266266000.0,53536000.0,190574000.0,89832000.0,15116000.0,,-10288000.0,97635000.0,107278000.0,,115000.0,5.0,-223844011.0,78885000.0,-23000.0,-876000.0,78862000.0,0.0,4.9736,15.5715,,5.0,96759000.0,1.1942069641107846,0.38258097187649337,-10.42748833592535,-9.490182737169517,0.3481915508227356,1.0868621426663105,-7.665435458786936,-9.40503499222395,0.0,4.973587866108787,55232000.0,-164076000.0,-140102000.0,-208728000.0,-139076000.0,,-9.0,-9.0,-0.0,,1.1798584,78.808,6.48,0.95368,2208.6892,9.5739,39.9893
