report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,8309000000.0,1244000000.0,990000000.0,5191000000.0,3118000000.0,3381000000.0,416000000.0,1008000000.0,238000000.0,121000000.0,,73000000.0,0.79,153700000.0,,42000000.0,,3381000000.0,,15.6662,1.9052,0.79,238000000.0,0.03880692751763951,0.014562522565892405,0.12003968253968254,0.2361111111111111,0.02864363942712721,0.036621018618248964,,0.2361111111111111,1.0843489416292496,1.2565656565656567,,,,,,,,,,,0.79864806,227.0,52.91,6.93686,30033.133,8.6302,1.4007,1.4171
2010-06-30,8182000000.0,1146000000.0,846000000.0,5061000000.0,3121000000.0,3381000000.0,338000000.0,2030000000.0,489000000.0,248000000.0,,151000000.0,1.62,153200000.0,,84000000.0,,3381000000.0,,14.4869,1.7062,1.62,489000000.0,0.07946171099006728,0.030310437545832316,0.12216748768472907,0.24088669950738917,0.05976533854803227,0.075207628422024,,0.24088669950738917,1.0833066324895866,1.3546099290780143,,,,,,,,,,,0.79864806,227.0,52.91,6.93686,30033.133,8.6302,1.4007,1.4171
2010-09-30,8614000000.0,1733000000.0,1114000000.0,5386000000.0,3228000000.0,3453000000.0,743000000.0,3055000000.0,740000000.0,380000000.0,,224000000.0,2.49,152400000.0,,129000000.0,,3453000000.0,,16.2221,1.9623,2.49,740000000.0,0.11771995043370508,0.04411423264453216,0.12438625204582651,0.24222585924713586,0.08590666357093105,0.11076186199670708,,0.24222585924713586,1.0697026022304832,1.5556552962298025,,,,,,,,,,,0.79864806,227.0,52.91,6.93686,30033.133,8.6302,1.4007,1.4171
2010-12-31,8281000000.0,1417000000.0,891000000.0,5052000000.0,3229000000.0,3353000000.0,563000000.0,-1960000000.0,-460000000.0,-253000000.0,198000000.0,-147000000.0,-1.6300000000000003,-307600000.0,,-80000000.0,,3353000000.0,1.5903,17.5586,2.1072,-1.6300000000000003,-460000000.0,-0.07835243109321771,-0.03055186571670088,0.12908163265306122,0.23469387755102042,-0.055548846757637965,-0.06988757216651474,,0.23469387755102042,1.0384019820377826,1.590347923681257,4133000000.0,496000000.0,1007000000.0,,1007000000.0,,3.27,3.27,3.3296921549155907,,0.79864806,227.0,52.91,6.93686,30033.133,8.6302,1.4007,1.4171
2011-03-31,8257000000.0,1346000000.0,946000000.0,5119000000.0,3138000000.0,3352000000.0,517000000.0,1048000000.0,221000000.0,112000000.0,,64000000.0,0.76,147700000.0,,56000000.0,,3352000000.0,,18.5287,2.1623,0.76,221000000.0,0.035691523263224986,0.013564248516410318,0.10687022900763359,0.21087786259541985,0.026765168947559648,0.034052388289676425,,0.21087786259541985,1.0681963033779478,1.4228329809725158,4173000000.0,487000000.0,990000000.0,,990000000.0,,3.24,3.24,3.385858585858586,,0.79864806,227.0,52.91,6.93686,30033.133,8.6302,1.4007,1.4171
2011-06-30,8396000000.0,1523000000.0,1154000000.0,5310000000.0,3086000000.0,3350000000.0,675000000.0,2113000000.0,472000000.0,202000000.0,,113000000.0,1.39,146000000.0,,102000000.0,,3350000000.0,,19.9875,2.1334,1.39,472000000.0,0.06545690213869086,0.024059075750357314,0.0955986748698533,0.22337908187411262,0.0562172463077656,0.07333747669359851,,0.22337908187411262,1.085547634478289,1.3197573656845754,4256000000.0,441000000.0,973000000.0,,973000000.0,,3.01,3.01,3.442959917780062,,0.79864806,227.0,52.91,6.93686,30033.133,8.6302,1.4007,1.4171
2011-09-30,8451000000.0,1211000000.0,1042000000.0,5299000000.0,3152000000.0,3514000000.0,281000000.0,3176000000.0,715000000.0,329000000.0,,168000000.0,2.27,144800000.0,681000000.0,144000000.0,537000000.0,3514000000.0,,16.1497,1.6894,2.27,715000000.0,0.10437817258883249,0.03893030410602295,0.10358942065491183,0.22512594458438287,0.08460537214530825,0.10726072607260725,0.16908060453400503,0.22512594458438287,1.1148477157360406,1.1621880998080614,4377000000.0,390000000.0,948000000.0,,948000000.0,,2.7899999999999996,2.7899999999999996,3.7067510548523206,,0.79864806,227.0,52.91,6.93686,30033.133,8.6302,1.4007,1.4171
2011-12-31,8548000000.0,1356000000.0,1384000000.0,5290000000.0,3258000000.0,3216000000.0,337000000.0,-2000000000.0,-412000000.0,-171000000.0,188000000.0,-89000000.0,-1.1400000000000001,-294300000.0,272000000.0,-110000000.0,162000000.0,3216000000.0,0.9798,17.4761,1.9019,-1.1400000000000001,-412000000.0,-0.052486187845303865,-0.020004679457182966,0.0855,0.206,-0.048198408984557795,-0.06363917207290701,-0.081,0.206,0.9871086556169429,0.9797687861271677,4337000000.0,472000000.0,996000000.0,,996000000.0,,3.28,3.28,3.2289156626506026,,0.79864806,227.0,52.91,6.93686,30033.133,8.6302,1.4007,1.4171
2012-03-31,8484000000.0,1316000000.0,1353000000.0,5269000000.0,3215000000.0,3218000000.0,311000000.0,1108000000.0,241000000.0,132000000.0,,68000000.0,0.94,140500000.0,236000000.0,58000000.0,178000000.0,3218000000.0,,19.6473,2.2039,0.94,241000000.0,0.04105754276827372,0.015558698727015558,0.11913357400722022,0.21750902527075813,0.028406412069778408,0.03746308098865226,0.16064981949458484,0.21750902527075813,1.0009331259720062,0.9726533628972653,4397000000.0,492000000.0,1016000000.0,,1016000000.0,,3.4599999999999995,3.4599999999999995,3.1673228346456694,,0.79864806,227.0,52.91,6.93686,30033.133,8.6302,1.4007,1.4171
2012-06-30,8416000000.0,1283000000.0,1235000000.0,5163000000.0,3253000000.0,3237000000.0,302000000.0,2208000000.0,500000000.0,293000000.0,87000000.0,129000000.0,2.1,139100000.0,385000000.0,102000000.0,283000000.0,3237000000.0,,17.5997,2.2479,2.1,500000000.0,0.09007070396557024,0.034814638783269965,0.13269927536231885,0.22644927536231885,0.0594106463878327,0.07704160246533127,0.12817028985507245,0.22644927536231885,0.9950814632646787,1.0388663967611336,4492000000.0,583000000.0,1044000000.0,1160000000.0,1044000000.0,,4.17,4.17,3.1005747126436782,,0.79864806,227.0,52.91,6.93686,30033.133,8.6302,1.4007,1.4171
