report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-03-31,274610000.0,223105000.0,47109000.0,48603000.0,226007000.0,,,112736000.0,94383000.0,13784000.0,12099000.0,2241000.0,0.0,33957000.0,-4745000.0,3324000.0,2211000.0,-8069000.0,0.0,3.4576,,,0.0,15995000.0,0.05353374010539497,0.0440588470922399,0.128190458027399,0.14604324931396545,0.050194821747205125,0.060989261394558576,-0.08549209073667928,0.1694690781178814,0.0,4.735931562970983,,,,,,,,,1.7113646,222.53,125.57,1.10228,7470.779,19.7808,3.0779,1.369
2012-06-30,287994000.0,224772000.0,43901000.0,45388000.0,242606000.0,,,104930000.0,198183000.0,30614000.0,25420000.0,4816000.0,0.0,40820000.0,1629000.0,6410000.0,4634000.0,-4781000.0,0.0,,,,0.0,35248000.0,0.10477894198824432,0.08826572775821719,0.1282652901611137,0.15447339075500927,0.10630082571164677,0.12618814044170384,-0.024124168066887674,0.17785582012584328,0.0,5.119974488052664,,,,,,,,,1.7113646,222.53,125.57,1.10228,7470.779,19.7808,3.0779,1.369
2012-09-30,312720000.0,237672000.0,46072000.0,47569000.0,265151000.0,,,105885000.0,308261000.0,47350000.0,39485000.0,7338000.0,0.0,42729000.0,12740000.0,10317000.0,7674000.0,2423000.0,0.0,,,,0.0,55024000.0,0.14891514646371312,0.1262631107700179,0.12808950856579326,0.15360360214234042,0.15141340496290612,0.17857748980769447,0.007860222344052604,0.17849809090348762,0.0,5.158708109046709,,,,,,,,,1.7113646,222.53,125.57,1.10228,7470.779,19.7808,3.0779,1.369
2012-12-31,350814000.0,250955000.0,59352000.0,64534000.0,286280000.0,,,118112000.0,-167028000.0,-25742000.0,-22520000.0,-3016000.0,1.0,-73685000.0,38875000.0,-6675000.0,-3637000.0,32200000.0,0.0,4.2256,14.4551,1.8161,1.0,-29379000.0,-0.0786642447953053,-0.06419356126038299,0.13482769356036114,0.15411787245252292,-0.07337791536255679,-0.08991896045829258,-0.19278204851881123,0.17589266470292406,0.0,4.2282484162286025,433799000.0,54484000.0,66006000.0,21773000.0,76888000.0,1.0,1.0,0.0,1.7113646,222.53,125.57,1.10228,7470.779,19.7808,3.0779,1.369
2013-03-31,356746000.0,255397000.0,48367000.0,53287000.0,303459000.0,,,102806000.0,124198000.0,15536000.0,12680000.0,2987000.0,0.0,47646000.0,-11738000.0,2887000.0,3617000.0,-14625000.0,0.0,,18.9477,2.252,0.0,19153000.0,0.04178488692047361,0.03554349593268039,0.10209504178811253,0.12509058116877889,0.04354919186199705,0.0511963724918358,-0.11775551941255093,0.1542134333886214,0.0,5.280397791882895,463614000.0,55065000.0,67758000.0,15217000.0,80046000.0,1.0,1.0,0.0,1.7113646,222.53,125.57,1.10228,7470.779,19.7808,3.0779,1.369
2013-06-30,374517000.0,273469000.0,47340000.0,49284000.0,325233000.0,,,107475000.0,257382000.0,33071000.0,26798000.0,6304000.0,0.0,47813.0,-3780000.0,8998000.0,7471000.0,-12778000.0,0.0,,20.8725,2.3667,0.0,40542000.0,0.08239631279728687,0.07155349423390661,0.10411761506243637,0.12848994879206782,0.08830306768451099,0.10168402345395455,-0.049646051394425406,0.15751684266965055,0.0,5.7767004647232785,522813000.0,56443000.0,70215000.0,7220000.0,85340000.0,1.0,1.0,0.0,1.7113646,222.53,125.57,1.10228,7470.779,19.7808,3.0779,1.369
2013-09-30,405464000.0,305196000.0,52115000.0,53852000.0,351612000.0,,,122979000.0,397532000.0,53301000.0,43235000.0,10223000.0,0.0,48120000.0,11795000.0,10928000.0,11377000.0,867000.0,0.0,,27.3222,3.0399,0.0,64678000.0,0.12296224247181553,0.10663092161079651,0.10875854019299075,0.1340797721944397,0.13145680011049068,0.1515903894065049,0.0021809565016149644,0.16269885191632372,0.0,5.856202628801689,612084000.0,60193000.0,76166000.0,5664000.0,94994000.0,1.0,1.0,0.0,1.7113646,222.53,125.57,1.10228,7470.779,19.7808,3.0779,1.369
2013-12-31,432877000.0,330968000.0,54664000.0,56776000.0,376101000.0,,,169207000.0,-223995000.0,-25415000.0,-20719000.0,-4738000.0,1.28,-95765455.0,61948000.0,-9453000.0,-7345000.0,52495000.0,0.0,6.0512,26.2066,2.9265,1.28,-32760000.0,-0.05508892558116038,-0.04786348085021842,0.0924976003928659,0.11346235407040335,-0.0587118280712535,-0.06757493332907916,-0.23435790977477175,0.14625326458179871,0.0,6.054588028684326,555117000.0,61994000.0,76493000.0,25959000.0,91613000.0,1.28,1.28,0.0,1.7113646,222.53,125.57,1.10228,7470.779,19.7808,3.0779,1.369
2014-03-31,458637000.0,352264000.0,60455000.0,62357000.0,396280000.0,,,174066000.0,160384000.0,21857000.0,17364000.0,4228000.0,0.0,49207000.0,16188000.0,2157000.0,3689000.0,14031000.0,0.0,,23.1082,2.6062,0.0,25546000.0,0.04381750277581508,0.037860006933588,0.10826516360734238,0.13627917996807662,0.047656425451936935,0.05515544564449379,0.0874837889066241,0.15928022745411013,0.0,5.8268794971466376,591303000.0,66678000.0,82814000.0,54615000.0,98006000.0,1.28,1.28,0.0,1.7113646,222.53,125.57,1.10228,7470.779,19.7808,3.0779,1.369
2014-06-30,537964000.0,374839000.0,77643000.0,111317000.0,426647000.0,,,175075000.0,335079000.0,40333000.0,32178000.0,7815000.0,0.0,49384000.0,33027000.0,4445000.0,9140000.0,28582000.0,0.0,,30.8424,3.2845,0.0,49473000.0,0.07542066392122762,0.05981441137325174,0.09603108520677213,0.12036862948737462,0.07497341829564803,0.09453482621464583,0.08529928763067814,0.1476457790550885,0.0,4.827724328014116,669000000.0,72058000.0,90076000.0,95975000.0,106937000.0,1.28,1.28,0.0,1.7113646,222.53,125.57,1.10228,7470.779,19.7808,3.0779,1.369
