report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2024-06-30,9046100000.0,5836600000.0,5280300000.0,6570300000.0,2475800000.0,465400000.0,854800000.0,392200000.0,54800000.0,5300000.0,24400000.0,13100000.0,0.03,159800000.0,108300000.0,99400000.0,0.0,,,,0.03,154200000.0,0.002140722190807012,0.0005858878411691226,0.006200280767430978,0.45882077678989236,0.06410856340664482,0.006057859187937343,0.02213425963324986,0.1803930744033692,0.0,1.1053538624699355,,,,,,,,,,0.077232115,69.86,48.005,6.48813,11180.043,4.4993,5.9051
2024-09-30,8117000000.0,4903900000.0,4277900000.0,5561000000.0,2556000000.0,494100000.0,1294800000.0,593500000.0,75600000.0,7300000.0,33200000.0,29400000.0,0.05,159900000.0,200100000.0,151500000.0,0.0,,182.7079,5.7039,0.05,227100000.0,0.002856025039123631,0.0008993470494024886,0.005637936360827927,0.4583719493358048,0.05838739573679333,0.009313785881483306,0.029577464788732393,0.17539388322520852,0.0,1.1463334813810515,,,,,,,,,,0.077232115,69.86,48.005,6.48813,11180.043,4.4993,5.9051
2024-12-31,9117000000.0,5983500000.0,5314800000.0,6570700000.0,2546300000.0,579700000.0,1760000000.0,812100000.0,104100000.0,18100000.0,40600000.0,19500000.0,0.11,160400000.0,281100000.0,209800000.0,0.0,1.1259,625.9742,6.5087,0.11,313900000.0,0.007108353296940659,0.001985302182735549,0.01028409090909091,0.46142045454545455,0.059147727272727275,0.011418229680816058,0.040882849624946,0.17835227272727272,0.0,1.1258184691804018,,,,,,,,,,0.077232115,69.86,48.005,6.48813,11180.043,4.4993,5.9051
2025-03-31,9499500000.0,6358000000.0,6226400000.0,6907400000.0,2592100000.0,557300000.0,481800000.0,,31000000.0,14900000.0,7900000.0,4200000.0,0.09,161900000.0,49600000.0,53900000.0,0.0,,356.2137,5.1554,0.09,84900000.0,0.005748235021796998,0.0015685036054529187,0.030925695309256953,,0.06434205064342051,0.003263329648928891,0.011959415146020601,0.17621419676214198,0.0,1.021135808814082,4391400000.0,45600000.0,265500000.0,780100000.0,106100000.0,0.28,0.28,0.0,2.5023562676720075,0.077232115,69.86,48.005,6.48813,11180.043,4.4993,5.9051
2025-06-30,8500800000.0,5314300000.0,5117800000.0,5798500000.0,2702300000.0,625200000.0,946500000.0,,73300000.0,36200000.0,15000000.0,21200000.0,0.22,161800000.0,162300000.0,107100000.0,0.0,,180.6392,4.7801,0.22,180400000.0,0.013395996003404508,0.004258422736683606,0.038246170100369785,,0.07744321183306921,0.008622717861848296,0.02712504163120305,0.19059693608029582,0.0,1.0383954042752745,4483100000.0,76500000.0,284000000.0,806300000.0,96700000.0,0.47,0.47,0.0,2.936918304033092,0.077232115,69.86,48.005,6.48813,11180.043,4.4993,5.9051
2025-09-30,8676200000.0,5531500000.0,5302000000.0,5981500000.0,2694700000.0,627600000.0,1428100000.0,,103800000.0,-160600000.0,21700000.0,65100000.0,-1.01,159700000.0,193500000.0,151400000.0,0.0,,,5.8218,-1.01,255200000.0,-0.0595984710728467,-0.0185104077822088,-0.11245711084657938,,0.07268398571528605,0.011963762937691616,0.038520057891416486,0.1786989706603179,0.0,1.0432855526216522,4616400000.0,-91400000.0,312200000.0,834400000.0,85200000.0,-0.5900000000000001,-0.5900000000000001,0.0,3.664319248826291,0.077232115,69.86,48.005,6.48813,11180.043,4.4993,5.9051
