report_date,total_assets,total_liabilities,total_equity,long_term_debt,short_term_debt,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,1931346000000.0,1742608000000.0,186777000000.0,271862000000.0,49164000000.0,51999000000.0,,6345000000.0,15907000000.0,233000000.0,2.06,3014900000.0,7564000000.0,1875000000.0,5689000000.0,321026000000.0,,2.06,,0.03397099214571387,0.0032852735864003653,0.12202157733802572,,,,0.10940595011442528,,1.7187662292466417,66553000000.0,6770000000.0,25406000000.0,19773000000.0,3.05,3.05,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2012-12-31,1864660000000.0,1673663000000.0,189049000000.0,239463000000.0,52027000000.0,-39280000000.0,,-7612000000.0,-11993000000.0,-2933000000.0,-2.48,-6028700000.0,-2924000000.0,-889000000.0,-3813000000.0,291490000000.0,,-2.48,,-0.04026469328057805,-0.004082245556830736,0.19378818737270875,,,,0.09707230142566191,,1.5418753868044792,70173000000.0,7541000000.0,8889000000.0,20535000000.0,2.44,2.44,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2013-03-31,1881734000000.0,1686395000000.0,193359000000.0,234326000000.0,48193000000.0,20491000000.0,,3808000000.0,4281000000.0,1588000000.0,1.23,3044700000.0,25019000000.0,734000000.0,24285000000.0,282519000000.0,,1.23,,0.01969393718420141,0.0020236654064814687,0.1858376848372456,,,,1.1851544580547557,,1.4611111973065645,71258000000.0,8418000000.0,28520000000.0,19226000000.0,2.7199999999999998,2.7199999999999998,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2013-06-30,1883988000000.0,1686162000000.0,195926000000.0,220959000000.0,58807000000.0,40706000000.0,,7990000000.0,8488000000.0,3697000000.0,2.0,3045500000.0,,1475000000.0,,279766000000.0,,2.0,,0.040780702918448805,0.004241003658197399,0.19628555986832408,,,,,,1.4279166624133601,73916000000.0,10531000000.0,,16683000000.0,2.8099999999999996,2.8099999999999996,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2013-09-30,1899511000000.0,1696772000000.0,200846000000.0,221593000000.0,58904000000.0,58586000000.0,,11217000000.0,12440000000.0,4777000000.0,3.0,3044000000.0,,2349000000.0,,280497000000.0,,3.0,,0.05584875974627326,0.005905204023561854,0.19146212405694193,,,,,,1.396577477271143,80503000000.0,15403000000.0,,13216000000.0,3.7499999999999996,3.7499999999999996,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2013-12-31,1880382000000.0,1674249000000.0,204339000000.0,221116000000.0,58944000000.0,-43417000000.0,,-9342000000.0,-9032000000.0,-4195000000.0,-1.8800000000000008,-6092600000.0,32391000000.0,-1068000000.0,31323000000.0,280060000000.0,,-1.8800000000000008,,-0.045718144847532775,-0.0049681394525155,0.21516917336527167,,,,-0.7214455167330769,,1.3705655797473806,76366000000.0,13673000000.0,,16177000000.0,4.349999999999999,4.349999999999999,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2014-03-31,1894736000000.0,1684494000000.0,208462000000.0,222747000000.0,58903000000.0,20124000000.0,,3943000000.0,3591000000.0,2050000000.0,1.0,3043300000.0,,868000000.0,,281650000000.0,,1.0,,0.01891471826999645,0.0020810287026794233,0.19593520174915524,,,,,,1.3510855695522446,75999000000.0,13808000000.0,,15487000000.0,4.119999999999999,4.119999999999999,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2014-06-30,1909715000000.0,1696616000000.0,211362000000.0,226984000000.0,59534000000.0,39466000000.0,,4124000000.0,7206000000.0,3888000000.0,1.0,3040800000.0,,2207000000.0,,286518000000.0,,1.0,,0.019511548906615193,0.002159484530414224,0.10449500836162773,,,,,,1.3555795270673063,74759000000.0,9942000000.0,,14205000000.0,3.1199999999999988,3.1199999999999988,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2014-09-30,1882849000000.0,1668958000000.0,212272000000.0,223842000000.0,64838000000.0,59070000000.0,,6963000000.0,10531000000.0,5873000000.0,2.0,3038800000.0,,2474000000.0,,288680000000.0,,2.0,,0.03280225371221829,0.003698119180029838,0.11787709497206704,,,,,,1.3599532675058417,75243000000.0,5688000000.0,,12296000000.0,2.1199999999999988,2.1199999999999988,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2014-12-31,1842530000000.0,1630485000000.0,210534000000.0,223080000000.0,58335000000.0,-41778000000.0,,-7717000000.0,-7638000000.0,-4947000000.0,-2.0,-6085900000.0,,-2163000000.0,,281415000000.0,22.4249,-2.0,,-0.03665441211395784,-0.004188262877673633,0.18471444300828188,,,,,,1.3366724614551568,76882000000.0,7313000000.0,,13690000000.0,1.9999999999999996,1.9999999999999996,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2015-03-31,1831801000000.0,1615778000000.0,214620000000.0,210522000000.0,39405000000.0,19736000000.0,,4770000000.0,3028000000.0,2120000000.0,1.0,3039300000.0,,740000000.0,,249927000000.0,19.2132,1.0,,0.02222532848755941,0.002603994647890246,0.2416903121199838,,,,,,1.1645093653899916,76494000000.0,8140000000.0,,13127000000.0,1.9999999999999996,1.9999999999999996,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2015-06-30,1829370000000.0,1608545000000.0,219440000000.0,211845000000.0,25907000000.0,39206000000.0,,9616000000.0,6079000000.0,4156000000.0,3.0,3032100000.0,,1471000000.0,,237752000000.0,12.9884,3.0,,0.04382063434196136,0.005256454407801593,0.24526858133959087,,,,,,1.0834487787094422,76234000000.0,13632000000.0,,12000000000.0,3.9999999999999996,3.9999999999999996,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2015-09-30,1808356000000.0,1586219000000.0,220848000000.0,213533000000.0,22579000000.0,57898000000.0,,13907000000.0,9020000000.0,6037000000.0,4.0,3020400000.0,,2472000000.0,,236112000000.0,10.3704,4.0,,0.0629709121205535,0.007690410516513342,0.2401982797333241,,,,,,1.069115409693545,75062000000.0,20576000000.0,,10489000000.0,6.0,6.0,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2015-12-31,1731210000000.0,1508118000000.0,221857000000.0,201275000000.0,21079000000.0,-40486000000.0,,-11051000000.0,-6206000000.0,-4873000000.0,-3.0,-6084100000.0,,-1485000000.0,,222354000000.0,8.9411,-3.0,,-0.049811364978341904,-0.006383396583892191,0.272958553574075,,,,,,1.0022401817386875,76354000000.0,17242000000.0,,11921000000.0,5.0,5.0,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2016-03-31,1800967000000.0,1572206000000.0,227522000000.0,207835000000.0,20893000000.0,17555000000.0,,3501000000.0,2940000000.0,1479000000.0,1.0,2943100000.0,,702000000.0,,228728000000.0,7.6713,1.0,,0.015387522964812194,0.001943955663818382,0.1994303617203076,,,,,,1.0053005863169275,74173000000.0,15973000000.0,,11833000000.0,5.0,5.0,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2016-06-30,1818771000000.0,1585750000000.0,231888000000.0,207448000000.0,18408000000.0,35103000000.0,,7499000000.0,6060000000.0,3202000000.0,2.0,2929500000.0,,1377000000.0,,225856000000.0,8.1427,2.0,,0.03233888773890844,0.004123113904939105,0.21362846480357806,,,,,,0.9739874422134823,70070000000.0,13856000000.0,,11814000000.0,4.0,4.0,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2016-09-30,1818117000000.0,1585427000000.0,231575000000.0,209051000000.0,29527000000.0,52863000000.0,,11339000000.0,9234000000.0,4935000000.0,3.0,2913000000.0,,2092000000.0,,238578000000.0,9.1722,3.0,,0.04896469826190219,0.006236672337368827,0.2144978529406201,,,,,,1.0302407427399332,65035000000.0,11288000000.0,,12028000000.0,3.0,3.0,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2016-12-31,1792077000000.0,1565934000000.0,225120000000.0,206178000000.0,30701000000.0,-35646000000.0,,-7427000000.0,-5723000000.0,-3172000000.0,-2.0,-5897300000.0,,-1415000000.0,,236879000000.0,11.5789,-2.0,,-0.03299129353233831,-0.004144353172324627,0.20835437356225103,,,,,,1.0522343638948117,69875000000.0,14912000000.0,,12511000000.0,4.0,4.0,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2017-03-31,1821635000000.0,1592482000000.0,228132000000.0,208530000000.0,26127000000.0,18120000000.0,,4090000000.0,3566000000.0,1863000000.0,1.0,2765500000.0,,786000000.0,,234657000000.0,10.6251,1.0,,0.017928216997177074,0.002245235736028348,0.22571743929359822,,,,,,1.0286018620798485,70440000000.0,15501000000.0,,13137000000.0,4.0,4.0,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2017-06-30,1864063000000.0,1632956000000.0,230019000000.0,225179000000.0,36519000000.0,36021000000.0,,7962000000.0,7602000000.0,3658000000.0,2.0,2752300000.0,,1647000000.0,,261698000000.0,11.8516,2.0,,0.03461453184302166,0.004271314864358125,0.22103772799200466,,,,,,1.13772340545781,71358000000.0,15964000000.0,,14679000000.0,4.0,4.0,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2017-09-30,1889133000000.0,1660511000000.0,227634000000.0,232673000000.0,38149000000.0,54194000000.0,,12095000000.0,11981000000.0,5524000000.0,4.0,2729500000.0,,2502000000.0,,270822000000.0,12.4539,4.0,,0.0531335389265224,0.006402407877052595,0.22317968778831604,,,,,,1.1897256121668995,72689000000.0,16720000000.0,,17426000000.0,5.0,5.0,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2017-12-31,1842000000000.0,1640793000000.0,200740000000.0,236709000000.0,44452000000.0,-36886000000.0,,-30945000000.0,-6632000000.0,18343000000.0,-9.0,-5548800000.0,,-1574000000.0,,281161000000.0,12.4539,-9.0,,-0.15415462787685563,-0.016799674267100977,0.8389361817491732,,,,,,1.4006226960247086,71449000000.0,-6798000000.0,,16517000000.0,-2.0,-2.0,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2018-03-31,1922000000000.0,1719238000000.0,201915000000.0,237938000000.0,36094000000.0,18872000000.0,,4620000000.0,5160000000.0,1441000000.0,1.0,2563000000.0,,969000000.0,,274032000000.0,,1.0,,0.022880915236609463,0.0024037460978147763,0.24480712166172106,,,,,,1.3571651437486072,72201000000.0,-6268000000.0,,18111000000.0,-2.0,-2.0,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2018-06-30,1912334000000.0,1711366000000.0,200094000000.0,236822000000.0,37233000000.0,37341000000.0,,9110000000.0,11045000000.0,2885000000.0,3.0,2547600000.0,,1690000000.0,,274055000000.0,,3.0,,0.04552860155726808,0.004763812179253206,0.2439677566214081,,,,,,1.3696312733015483,73521000000.0,-5120000000.0,,21554000000.0,-1.0,-1.0,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2018-09-30,1925000000000.0,1727302000000.0,197004000000.0,235270000000.0,33770000000.0,55730000000.0,,13732000000.0,17413000000.0,4356000000.0,5.0,2525500000.0,,2682000000.0,,269040000000.0,,5.0,,0.06970416844328034,0.007133506493506494,0.24640229678808542,,,,,,1.3656575501005055,75057000000.0,-3483000000.0,,26986000000.0,0.0,0.0,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2018-12-31,1917383000000.0,1720309000000.0,196220000000.0,231999000000.0,32346000000.0,-39089000000.0,,-9417000000.0,-9352000000.0,-3325000000.0,-3.0,-5141300000.0,,-1567000000.0,,264345000000.0,7.0456,-3.0,,-0.04799204974008766,-0.004911381815735302,0.24091176545831308,,,,,,1.34718683110794,72854000000.0,18045000000.0,,24266000000.0,6.0,6.0,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2019-03-31,1958413000000.0,1761398000000.0,196252000000.0,243566000000.0,39322000000.0,18576000000.0,,4710000000.0,7317000000.0,1275000000.0,1.87,2342400000.0,-37616000000.0,518000000.0,-38134000000.0,282888000000.0,8.2068,1.87,,0.02399975541650531,0.0024050085451842894,0.2535529715762274,,,,-2.05286391042205,,1.4414528259584616,72558000000.0,18135000000.0,,26423000000.0,6.87,6.87,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2019-06-30,1988226000000.0,1790116000000.0,197359000000.0,252189000000.0,42442000000.0,37334000000.0,,9509000000.0,15079000000.0,2648000000.0,3.82,2315700000.0,,3349000000.0,,294631000000.0,8.6644,3.82,,0.04818123318419733,0.004782655492886623,0.25470080891412655,,,,,,1.4928683262481062,72551000000.0,18534000000.0,,30457000000.0,7.6899999999999995,7.6899999999999995,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2019-09-30,2014802000000.0,1817732000000.0,196373000000.0,242238000000.0,35230000000.0,55908000000.0,,14422000000.0,22615000000.0,3727000000.0,5.89,2298200000.0,,4360000000.0,,277468000000.0,8.0499,5.89,,0.07344186828128103,0.00715802346831103,0.25795950490090863,,,,,,1.412964104026521,72729000000.0,19224000000.0,,35659000000.0,8.58,8.58,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2019-12-31,1951158000000.0,1757212000000.0,193242000000.0,248760000000.0,45049000000.0,-37532000000.0,,-9240000000.0,-15848000000.0,-3220000000.0,-3.539999999999999,-4691000000.0,,-2891000000.0,,293809000000.0,8.99,-3.539999999999999,,-0.04781569224081721,-0.00473564929134391,0.246189917936694,,,,,,1.5204199915132321,74286000000.0,19401000000.0,,29163000000.0,8.040000000000001,8.040000000000001,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2020-03-31,2219770000000.0,2026788000000.0,192331000000.0,266098000000.0,54951000000.0,20731000000.0,3110000000.0,2522000000.0,5647000000.0,576000000.0,1.05,2113700000.0,-25533000000.0,460000000.0,-25993000000.0,321049000000.0,5.09,1.05,3110000000.0,0.013112810727339847,0.001136153745658334,0.12165356229800782,0.150016882928947,0.0014010460543209431,0.006057890841092368,-1.2538227774829964,0.150016882928947,1.6692524865986242,76441000000.0,17213000000.0,,27493000000.0,7.220000000000001,7.220000000000001,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2020-06-30,2232715000000.0,2040413000000.0,191622000000.0,279775000000.0,40156000000.0,40497000000.0,,3838000000.0,9156000000.0,707000000.0,1.56,2103000000.0,,1318000000.0,,319931000000.0,7.8896,1.56,,0.020029015457515318,0.0017189833901774297,0.09477245228041584,,,,,,1.6695943054555322,79604000000.0,11542000000.0,,21570000000.0,4.960000000000001,4.960000000000001,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2020-09-30,2234459000000.0,2039864000000.0,193876000000.0,273254000000.0,37439000000.0,57799000000.0,8634000000.0,7068000000.0,11977000000.0,1522000000.0,2.96,2100100000.0,-22254000000.0,2300000000.0,-24554000000.0,310693000000.0,7.6601,2.96,8634000000.0,0.036456291650333206,0.003163181781361842,0.12228585269641343,0.14937974705444731,0.0038640225665362397,0.01711163388951759,-0.424817038357065,0.14937974705444731,1.6025346097505622,81495000000.0,4188000000.0,,10932000000.0,2.030000000000001,2.030000000000001,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2020-12-31,2260090000000.0,2059890000000.0,199442000000.0,271686000000.0,29514000000.0,-44729000000.0,,-2381000000.0,-12239000000.0,-280000000.0,-0.8500000000000005,-4217800000.0,27166000000.0,-632000000.0,26534000000.0,301200000000.0,11.6207,-0.8500000000000005,,-0.011938307878982361,-0.0010534978695538673,0.05323168414227906,,,,-0.5932169286145453,,1.5102134956528714,74298000000.0,11047000000.0,,14541000000.0,4.72,4.72,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2021-03-31,2314266000000.0,2110993000000.0,202549000000.0,256335000000.0,32087000000.0,19327000000.0,10309000000.0,7942000000.0,2368000000.0,2332000000.0,3.62,2096600000.0,23198000000.0,830000000.0,22368000000.0,288422000000.0,9.1399,3.62,10309000000.0,0.03921026517040321,0.0034317576285526384,0.4109277177006261,0.5333988720442904,0.004454544118956075,0.020997166838774593,1.157344647384488,0.5333988720442904,1.423961609289604,72894000000.0,16467000000.0,,11262000000.0,7.29,7.29,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2021-06-30,2327868000000.0,2124958000000.0,202159000000.0,264575000000.0,31462000000.0,36801000000.0,,14135000000.0,4632000000.0,3487000000.0,6.47,2084800000.0,23563000000.0,1771000000.0,21792000000.0,296037000000.0,6.6417,6.47,,0.06992021131881342,0.00607207968836721,0.384092823564577,,,,0.5921578217983207,,1.4643770497479707,69198000000.0,26764000000.0,46140000000.0,6738000000.0,12.2,12.2,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2021-09-30,2361876000000.0,2160266000000.0,200875000000.0,258274000000.0,29683000000.0,53955000000.0,,18779000000.0,6884000000.0,4680000000.0,8.65,2065300000.0,59185000000.0,2811000000.0,56374000000.0,287957000000.0,6.0315,8.65,,0.09348599875544493,0.007950883111560472,0.34804930034287834,,,,1.0448336576776944,,1.4335133789670194,65354000000.0,38475000000.0,127068000000.0,1645000000.0,17.89,17.89,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2021-12-31,2291413000000.0,2088741000000.0,201972000000.0,254374000000.0,27973000000.0,-38199000000.0,,-18904000000.0,-5903000000.0,-5048000000.0,-8.600000000000001,-4197300000.0,-44697000000.0,-1293000000.0,-45990000000.0,282347000000.0,5.4587,-8.600000000000001,,-0.093597132275761,-0.008249931374221931,0.4948820649755229,,,,1.2039582188015394,,1.397951201156596,71884000000.0,21952000000.0,54544000000.0,7981000000.0,10.139999999999999,10.139999999999999,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2022-03-31,2394105000000.0,2195752000000.0,197709000000.0,253954000000.0,30144000000.0,19186000000.0,,4306000000.0,2280000000.0,941000000.0,2.02,1988200000.0,-13544000000.0,1229000000.0,-14773000000.0,284098000000.0,5.6616,2.02,,0.021779483989095086,0.0017985844396966716,0.2244344834775357,,,,-0.7699885333055353,,1.4369502652888841,71743000000.0,18316000000.0,17403000000.0,7893000000.0,8.54,8.54,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2022-06-30,2380904000000.0,2181278000000.0,199014000000.0,257425000000.0,40054000000.0,38824000000.0,,8853000000.0,5946000000.0,2123000000.0,4.2,1973200000.0,-3269000000.0,2465000000.0,-5734000000.0,297479000000.0,5.3431,4.2,,0.04448430763664868,0.0037183355565785095,0.2280290541932825,,,,-0.14769214918607046,,1.4947641874440993,73766000000.0,13034000000.0,-10123000000.0,9207000000.0,6.269999999999999,6.269999999999999,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2022-09-30,2381064000000.0,2181947000000.0,198560000000.0,253068000000.0,47368000000.0,57332000000.0,,12332000000.0,13302000000.0,3002000000.0,5.84,1967100000.0,-4170000000.0,3667000000.0,-7837000000.0,300436000000.0,5.2053,5.84,,0.0621071716357776,0.0051791971992353,0.21509802553547758,,,,-0.13669503941952138,,1.5130741337630942,77143000000.0,6587000000.0,-74334000000.0,15625000000.0,3.459999999999998,3.459999999999998,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2022-12-31,2416676000000.0,2214838000000.0,201189000000.0,271606000000.0,47096000000.0,-40004000000.0,,-10646000000.0,4212000000.0,-2424000000.0,-5.0600000000000005,-3964200000.0,46052000000.0,-1729000000.0,44323000000.0,318702000000.0,5.9012,-5.0600000000000005,,-0.05291541784093564,-0.0044052243660300345,0.2661233876612339,,,,-1.107964203579642,,1.5840925696732924,75338000000.0,14845000000.0,15979000000.0,25740000000.0,6.999999999999998,6.999999999999998,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2023-03-31,2455113000000.0,2246094000000.0,208295000000.0,279684000000.0,40187000000.0,21447000000.0,,4606000000.0,16047000000.0,1531000000.0,2.19,1964100000.0,-30485000000.0,1634000000.0,-32119000000.0,319871000000.0,6.0273,2.19,,0.022112868767853285,0.0018760847260390866,0.21476197137128736,,,,-1.4975987317573554,,1.5356633620586189,77599000000.0,15145000000.0,-1367000000.0,39507000000.0,7.169999999999998,7.169999999999998,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2023-06-30,2424000000000.0,2214253000000.0,208719000000.0,274510000000.0,40430000000.0,40883000000.0,,7521000000.0,34794000000.0,2621000000.0,3.52,1966300000.0,-84544000000.0,3125000000.0,-87669000000.0,314940000000.0,6.561,3.52,,0.0360340936857689,0.003102722772277228,0.18396399481447057,,,,-2.1443876427855098,,1.5089186897215874,79658000000.0,13813000000.0,-83302000000.0,68355000000.0,6.4899999999999975,6.4899999999999975,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2023-09-30,2368000000000.0,2158282000000.0,209503000000.0,275760000000.0,43166000000.0,61022000000.0,,11067000000.0,55803000000.0,3824000000.0,5.14,1961500000.0,-68750000000.0,4818000000.0,-73568000000.0,318926000000.0,5.7078,5.14,,0.052825019212135386,0.004673564189189189,0.18136082068762086,,,,-1.2055979810560127,,1.522298010052362,83348000000.0,12548000000.0,-149033000000.0,110856000000.0,5.789999999999997,5.789999999999997,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
2023-12-31,2411834000000.0,2205583000000.0,205453000000.0,286619000000.0,37457000000.0,-44890000000.0,,-13966000000.0,-28286000000.0,-4448000000.0,-6.81,-3936100000.0,110363000000.0,-2994000000.0,107369000000.0,324076000000.0,10.6686,-6.81,,-0.06797661752322916,-0.0057906141135749805,0.31111606148362664,,,,-2.391824459790599,,1.5773729271414874,78462000000.0,9228000000.0,-85987000000.0,78358000000.0,4.039999999999998,4.039999999999998,1.128949,125.16,55.51,16.95501,201609.12,14.0926,0.9835,1.09533
