report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2018-12-31,50155000000.0,17675000000.0,10724000000.0,,21667000000.0,,238000000.0,2982000000.0,,-1556000000.0,-831000000.0,-252000000.0,-342000000.0,-2.0,-866000000.0,-657000000.0,-512000000.0,,-1169000000.0,238000000.0,1.6482,10.1891,0.2718,-2.0,-1556000000.0,-0.03835325610375225,-0.01656863722460373,,,-0.031023826138969195,-0.07103401049988588,,0.010984446393132414,1.6481723237597912,3122000000.0,4572000000.0,1595000000.0,4572000000.0,470000000.0,7.0,7.0,0.05205599300087489,9.727659574468085,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
2019-03-31,52095000000.0,18480000000.0,12913000000.0,,21309000000.0,,1110000000.0,2777000000.0,,308000000.0,141000000.0,112000000.0,51000000.0,0.0,418000000.0,877000000.0,463000000.0,,414000000.0,1110000000.0,,12.9185,0.3143,0.0,308000000.0,0.00661692242714346,0.0027065937230060467,,,0.005912275650254343,0.013738346937865204,,0.05209066591581022,1.431115929683265,2794000000.0,4079000000.0,2227000000.0,4079000000.0,461000000.0,6.0,6.0,0.2721255209610199,8.84815618221258,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
2019-06-30,52022000000.0,17811000000.0,12548000000.0,,21345000000.0,,323000000.0,2033000000.0,,1216000000.0,753000000.0,224000000.0,211000000.0,1.8,417000000.0,2394000000.0,974000000.0,,1420000000.0,323000000.0,,13.7261,0.3117,1.8,1216000000.0,0.03527758257203092,0.014474645342355158,,,0.02337472607742878,0.05611962340779029,,0.015132349496369173,1.41942939113803,2233000000.0,3241000000.0,2190000000.0,3241000000.0,440000000.0,4.8,4.8,0.09966059858068498,7.365909090909091,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
2019-09-30,51229000000.0,17033000000.0,12130000000.0,,21107000000.0,,402000000.0,2137000000.0,,2097000000.0,1362000000.0,335000000.0,376000000.0,3.28,416000000.0,3823000000.0,1409000000.0,,2414000000.0,402000000.0,,15.2653,0.3236,3.28,2097000000.0,0.06452835552186478,0.026586503738117082,,,0.04093384606375295,0.09749407224882607,,0.01904581418486758,1.404204451772465,1425000000.0,2065000000.0,3079000000.0,2065000000.0,419000000.0,3.08,3.08,0.1946731234866828,4.928400954653938,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
2019-12-31,53864000000.0,18969000000.0,13160000000.0,,21803000000.0,,494000000.0,2583000000.0,,215000000.0,166000000.0,-217000000.0,64000000.0,0.7599999999999998,-837000000.0,-1563000000.0,-852000000.0,,-2415000000.0,494000000.0,1.4414,15.8784,0.355,0.7599999999999998,215000000.0,0.007613631151676375,0.0030818357344422993,,,0.003991534234368038,0.00964255280979504,,0.022657432463422465,1.4414133738601824,2422000000.0,3836000000.0,1833000000.0,3836000000.0,454000000.0,5.84,5.84,0.12877997914494266,8.449339207048459,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
2020-03-31,47747000000.0,11465000000.0,8732000000.0,,18842000000.0,,886000000.0,1515000000.0,,-2277000000.0,-1851000000.0,125000000.0,-616000000.0,-4.54,408000000.0,-49000000.0,299000000.0,,-348000000.0,886000000.0,,43.0967,0.1746,-4.54,-2277000000.0,-0.09823797898312281,-0.03876683351833623,,,-0.047688860033091085,-0.11541970802919709,,0.047022609064855114,1.3129867155290884,430000000.0,1251000000.0,1071000000.0,1251000000.0,467000000.0,1.2999999999999998,1.2999999999999998,0.7082334132693845,2.678800856531049,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
2020-06-30,49099000000.0,12762000000.0,7300000000.0,,19847000000.0,,587000000.0,2319000000.0,,-488000000.0,-598000000.0,267000000.0,-277000000.0,-1.48,407000000.0,687000000.0,555000000.0,,132000000.0,587000000.0,,22.391,0.2737,-1.48,-488000000.0,-0.03013049831208747,-0.01217947412370924,,,-0.009939102629381453,-0.02388176568464324,,0.029576258376580844,1.7482191780821918,-921000000.0,-453000000.0,-217000000.0,-453000000.0,510000000.0,-1.9800000000000002,-1.9800000000000002,-1.2958057395143487,-0.888235294117647,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
2020-09-30,51732000000.0,15422000000.0,8122000000.0,,19223000000.0,,636000000.0,4047000000.0,,-1109000000.0,-1062000000.0,410000000.0,-614000000.0,-2.62,407000000.0,852000000.0,775000000.0,,77000000.0,636000000.0,,,0.2319,-2.62,-1109000000.0,-0.055246319513083286,-0.020528879610299235,,,-0.021437408180623212,-0.055843698071403394,,0.03308536648806118,1.8987934006402365,-3345000000.0,-3659000000.0,-2554000000.0,-3659000000.0,585000000.0,-7.88,-7.88,-0.17381798305547963,-6.254700854700855,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
2020-12-31,51774000000.0,15844000000.0,9283000000.0,51774000000.0,18801000000.0,13954000000.0,723000000.0,3313000000.0,64912000000.0,2295000000.0,2090000000.0,-239000000.0,604000000.0,5.140000000000001,-815000000.0,-542000000.0,,,,14677000000.0,1.7068,,0.3554,5.140000000000001,2295000000.0,0.11116429977128876,0.040367752153590605,0.03219743652945526,0.03535555829430614,0.04432726851315332,0.06855248222713424,0.03535555829430614,0.7806499654273709,1.7067758267801358,-1421000000.0,-1579000000.0,,-1579000000.0,563000000.0,-3.5,-3.5,-9.295123495883471,-2.8046181172291296,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
2021-03-31,53614000000.0,17591000000.0,12307000000.0,,17801000000.0,,734000000.0,2254000000.0,,-666000000.0,-704000000.0,149000000.0,-148000000.0,-1.73,407000000.0,-52000000.0,160000000.0,,-212000000.0,734000000.0,,,0.4601,-1.73,-666000000.0,-0.039548339980899946,-0.013130898645876077,,,-0.012422128548513447,-0.03593202050175344,,0.04123363855963148,1.4293491508897376,-274000000.0,32000000.0,,32000000.0,587000000.0,-0.6899999999999991,-0.6899999999999991,22.9375,0.054514480408858604,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
2021-06-30,55456000000.0,19372000000.0,14214000000.0,,17651000000.0,,1044000000.0,3572000000.0,,-157000000.0,-542000000.0,299000000.0,21000000.0,-1.34,407000000.0,1956000000.0,261000000.0,,1695000000.0,1044000000.0,,,0.3942,-1.34,-157000000.0,-0.030706475553792988,-0.009773514137334103,,,-0.002831073283323716,-0.0083979673709548,,0.059146790550110476,1.3628816659631349,-218000000.0,363000000.0,,363000000.0,619000000.0,-0.5499999999999992,-0.5499999999999992,2.87603305785124,0.5864297253634895,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
2021-09-30,54691000000.0,18790000000.0,14313000000.0,,17476000000.0,,1162000000.0,3498000000.0,,536000000.0,-79000000.0,451000000.0,86000000.0,-0.2,407000000.0,3405000000.0,368000000.0,,3037000000.0,1162000000.0,,,0.3047,-0.2,536000000.0,-0.004520485236896315,-0.001444478981916586,,,0.009800515624142912,0.028758450477519047,,0.06649118791485466,1.3127925661985607,765000000.0,2008000000.0,,2008000000.0,660000000.0,1.8700000000000012,1.8700000000000012,0.5786852589641435,3.0424242424242425,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
2021-12-31,57888000000.0,21165000000.0,16851000000.0,,18430000000.0,,1264000000.0,4122000000.0,,2417000000.0,2255000000.0,-296000000.0,296000000.0,5.540000000000001,-814000000.0,550000000.0,766000000.0,,-216000000.0,1264000000.0,1.256,33.0189,0.2694,5.540000000000001,2417000000.0,0.12235485621269669,0.038954532891100055,,,0.04175304035378662,0.12272773433533056,,0.06858383071079761,1.2560085454869148,930000000.0,2130000000.0,4304000000.0,2130000000.0,603000000.0,2.2700000000000014,2.2700000000000014,0.5934272300469483,3.5323383084577116,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
2022-06-30,64345000000.0,27409000000.0,21969000000.0,,20969000000.0,,1022000000.0,5392000000.0,,7603000000.0,5598000000.0,287000000.0,1594000000.0,13.74,406000000.0,6433000000.0,324000000.0,,6109000000.0,1022000000.0,,6.1347,0.2787,13.74,7603000000.0,0.26696552053030664,0.08699976688165359,,,0.11815991918563991,0.3457323450502478,,0.04873861414468978,1.247621648686786,7232000000.0,10399000000.0,10625000000.0,10399000000.0,741000000.0,17.740000000000002,17.740000000000002,0.09827868064236946,14.033738191632928,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
2022-09-30,59329000000.0,22696000000.0,17237000000.0,,21912000000.0,,1006000000.0,3969000000.0,,11395000000.0,8415000000.0,425000000.0,2410000000.0,20.93,401000000.0,8478000000.0,552000000.0,,7926000000.0,1006000000.0,,4.4669,0.2468,20.93,11395000000.0,0.38403614457831325,0.14183620152033574,,,0.19206458898683612,0.49720743520377,,0.0459109163928441,1.3167024424203748,16189000000.0,21951000000.0,16856000000.0,21951000000.0,867000000.0,40.010000000000005,40.010000000000005,0.04582934718236071,25.31833910034602,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
2022-12-31,60982000000.0,24133000000.0,17461000000.0,,23561000000.0,,1109000000.0,4862000000.0,,15690000000.0,11528000000.0,562000000.0,3428000000.0,29.04,396000000.0,12574000000.0,1641000000.0,,10933000000.0,1109000000.0,1.3821,4.2425,0.2773,29.04,15690000000.0,0.4892831373880565,0.18903938867206715,,,0.25728903610901577,0.6359951357924605,,0.04706930945206061,1.3821086993872058,27796000000.0,37105000000.0,24752000000.0,37105000000.0,978000000.0,69.25,69.25,0.029888155235143512,37.93967280163599,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
2023-03-31,60177000000.0,23335000000.0,15365000000.0,,24977000000.0,,1258000000.0,5521000000.0,,4043000000.0,3067000000.0,146000000.0,880000000.0,8.29,369000000.0,3170000000.0,265000000.0,,2905000000.0,1258000000.0,,3.7509,0.2946,8.29,4043000000.0,0.12279296953196941,0.050966316034365286,,,0.0671851371786563,0.15410710882408996,,0.05036633703006766,1.5187113569801496,28608000000.0,38731000000.0,27873000000.0,38731000000.0,1420000000.0,72.0,72.0,0.03248044202318556,27.275352112676057,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
2023-06-30,60667000000.0,23695000000.0,14948000000.0,,25851000000.0,,1193000000.0,5075000000.0,,6802000000.0,5011000000.0,294000000.0,1475000000.0,13.74,363000000.0,4682000000.0,433000000.0,,4249000000.0,1193000000.0,,3.8759,0.2698,13.74,6802000000.0,0.1938416308846853,0.08259844726127878,,,0.11212026307547761,0.251516047921905,,0.046149085141774016,1.5851618945678352,28021000000.0,37930000000.0,26013000000.0,37930000000.0,1427000000.0,72.0,72.0,0.031452675982072235,26.580238262088297,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
2023-09-30,63175000000.0,26577000000.0,17592000000.0,,25975000000.0,,1334000000.0,5831000000.0,,10305000000.0,7633000000.0,443000000.0,2288000000.0,21.21,359000000.0,7990000000.0,651000000.0,,7339000000.0,1334000000.0,,4.5379,0.3227,21.21,10305000000.0,0.2938594802694899,0.12082311040759794,,,0.1631183221210922,0.3773481269911018,,0.05135707410972089,1.510743519781719,27239000000.0,36840000000.0,25426000000.0,36840000000.0,1445000000.0,72.28,72.28,0.03621064060803474,25.494809688581316,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
2023-12-31,63056000000.0,26221000000.0,16802000000.0,,26346000000.0,,1406000000.0,5424000000.0,,-9292000000.0,-6876000000.0,-291000000.0,-2024000000.0,-18.32,-738000000.0,-6613000000.0,-449000000.0,,-7062000000.0,1406000000.0,1.5606,5.0095,0.3057,-18.32,-9292000000.0,-0.260988385333637,-0.1090459274295864,,,-0.14736107586906877,-0.3348227154799654,,0.05336673498823351,1.560588025235091,8835000000.0,11858000000.0,7431000000.0,11858000000.0,592000000.0,24.92,24.92,0.11856974194636533,20.030405405405407,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
2024-03-31,62574000000.0,25674000000.0,16149000000.0,,26057000000.0,,853000000.0,4917000000.0,,1679000000.0,1245000000.0,140000000.0,353000000.0,3.75,331000000.0,1846000000.0,197000000.0,,1649000000.0,853000000.0,,8.1102,0.406,3.75,1679000000.0,0.047779867214184285,0.019896442611947455,,,0.026832230638923513,0.062393162393162394,,0.03273592508730859,1.5898198030837822,7013000000.0,9494000000.0,6175000000.0,9494000000.0,586000000.0,20.38,20.38,0.08984621866441964,16.20136518771331,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
2024-06-30,63615000000.0,27115000000.0,18318000000.0,,25443000000.0,,995000000.0,5246000000.0,,2900000000.0,2125000000.0,280000000.0,630000000.0,6.47,327000000.0,4318000000.0,389000000.0,,3929000000.0,995000000.0,,8.6836,0.3688,6.47,2900000000.0,0.0835200251542664,0.033404071366816,,,0.045586732688831254,0.10969059686814434,,0.03910702354282121,1.4802380172507916,4127000000.0,5592000000.0,5855000000.0,5592000000.0,572000000.0,13.11,13.11,0.17793276108726752,9.776223776223777,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
2024-09-30,60382000000.0,23976000000.0,15298000000.0,,25253000000.0,,1016000000.0,5184000000.0,,3407000000.0,2489000000.0,421000000.0,726000000.0,7.66,324000000.0,5613000000.0,597000000.0,,5016000000.0,1016000000.0,,11.7207,0.3215,7.66,3407000000.0,0.09856254702411595,0.04122089364380113,,,0.0564240998973204,0.1296966005557882,,0.0402328436225399,1.5672636946006013,-1017000000.0,-1306000000.0,3532000000.0,-1306000000.0,550000000.0,-0.44000000000000217,-0.44000000000000217,-0.777947932618683,-2.3745454545454545,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
2024-12-31,60143000000.0,23737000000.0,15495000000.0,,24512000000.0,,743000000.0,4657000000.0,,-4231000000.0,-3089000000.0,-285000000.0,-1017000000.0,-9.299999999999999,-660000000.0,-5094000000.0,-284000000.0,,-5378000000.0,743000000.0,1.5319,14.0109,0.2988,-9.299999999999999,-4231000000.0,-0.126019908616188,-0.05136092313319921,,,-0.07034900154631461,-0.16753118194416947,,0.03031168407310705,1.5319135204904808,2770000000.0,3755000000.0,5216000000.0,3755000000.0,556000000.0,8.58,8.58,0.1978695073235686,6.753597122302159,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
2025-03-31,59177000000.0,23590000000.0,15143000000.0,,23490000000.0,,542000000.0,4634000000.0,,-900000000.0,-595000000.0,137000000.0,-265000000.0,-1.9,314000000.0,952000000.0,248000000.0,,704000000.0,542000000.0,,44.6568,0.3235,-1.9,-900000000.0,-0.025329927628778205,-0.01005458201666188,,,-0.01520861145377427,-0.03745006657789614,,0.023073648361004683,1.5578154923066763,930000000.0,1176000000.0,4271000000.0,1176000000.0,553000000.0,2.93,2.93,0.4608843537414966,2.1265822784810124,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
2025-06-30,59433000000.0,23804000000.0,14677000000.0,,24078000000.0,,382000000.0,4537000000.0,,97000000.0,119000000.0,278000000.0,14000000.0,0.37,313000000.0,1888000000.0,396000000.0,,1492000000.0,382000000.0,,55.1062,0.3401,0.37,97000000.0,0.004942270952736938,0.002002254639678293,,,0.001632089916376424,0.003965658217497956,,0.015865105075172355,1.6218573277917832,-1076000000.0,-1627000000.0,1834000000.0,-1627000000.0,551000000.0,-3.1699999999999995,-3.1699999999999995,-0.2347879532882606,-2.952813067150635,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
2025-09-30,58615000000.0,23504000000.0,14729000000.0,,23754000000.0,,894000000.0,4764000000.0,,1606000000.0,1214000000.0,417000000.0,404000000.0,3.89,312000000.0,3769000000.0,504000000.0,,3265000000.0,894000000.0,,35.379,0.4298,3.89,1606000000.0,0.051107181948303444,0.020711421990957945,,,0.027399129915550626,0.0651574164232392,,0.03763576660772922,1.5957634598411297,-2351000000.0,-3428000000.0,83000000.0,-3428000000.0,547000000.0,-6.9399999999999995,-6.9399999999999995,-0.26079346557759625,-6.26691042047532,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
2025-12-31,57988000000.0,23210000000.0,14109000000.0,,23725000000.0,,949000000.0,4688000000.0,,2378000000.0,1610000000.0,-276000000.0,606000000.0,5.21,-630000000.0,-783000000.0,-358000000.0,,-1141000000.0,949000000.0,1.645,21.1467,0.4047,5.21,2378000000.0,0.0678609062170706,0.027764365041042974,,,0.04100848451403739,0.09637675285725865,,0.04,1.6450492593380113,2348000000.0,3181000000.0,4320000000.0,3181000000.0,556000000.0,7.5699999999999985,7.5699999999999985,0.29833385727758566,5.721223021582734,0.6747796,242.5598,99.0,4.24293,71504.945,30.4536,2.0928,0.5828
