report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,13822288000.0,10167030000.0,9426398000.0,,2831922000.0,1358505000.0,,1199872000.0,38636486000.0,1175438000.0,573609000.0,332315000.0,204203000.0,1.15,289262000.0,346393000.0,88037000.0,258356000.0,1358505000.0,,14.056,0.1078,1.15,573609000.0,0.11734609922165935,0.024041967581633374,0.008601066877562312,0.03042300482502472,0.014846303569118579,0.04149884592189079,0.13688557275905294,0.006686839998854968,0.014846303569118579,0.47971130560799347,1.0785699903611115,,,,,,,,,,0.40365225,194.74,135.14,1.60189,36959.145,21.8762,111.1249,0.1453
2010-06-30,,,,,2931191000.0,,,,,,,,,1.72,,,,,0.0,,14.352,0.1166,1.72,,,,,,,,,,,0.0,,,,,,,,,,,0.40365225,194.74,135.14,1.60189,36959.145,21.8762,111.1249,0.1453
2010-09-30,14434843000.0,10748350000.0,9906344000.0,,2954297000.0,1343158000.0,,1658182000.0,77953979000.0,2356642000.0,1103635000.0,636748000.0,391021000.0,2.22,287246000.0,1108624000.0,184635000.0,923989000.0,1343158000.0,1.085,13.4421,0.1097,2.22,1103635000.0,0.21553283234556309,0.04411187568856828,0.008168255272768052,0.030231195767441196,0.01415751978484639,0.07645632169328062,0.25681129878032466,0.011853006246159674,0.01415751978484639,0.4546455552708479,1.0849966445744263,,,,,,,,,,0.40365225,194.74,135.14,1.60189,36959.145,21.8762,111.1249,0.1453
2010-12-31,14132319000.0,10428173000.0,9640905000.0,,2962006000.0,1287410000.0,,1400895000.0,19888609000.0,580232000.0,276766000.0,160500000.0,98789000.0,0.57,280693000.0,-99200000.0,50091000.0,-149291000.0,1287410000.0,,14.5421,0.1197,0.57,276766000.0,0.054186250804353533,0.011356947150711784,0.008069945967563644,0.02917408653365351,0.013915804770459311,0.01958390551472833,0.06513036144260764,-0.007506357030800897,0.013915804770459311,0.43464125325877123,1.081659138846405,,,,,,,5.66,5.66,,0.40365225,194.74,135.14,1.60189,36959.145,21.8762,111.1249,0.1453
2011-03-31,14681016000.0,10956246000.0,9950172000.0,,3133030000.0,1342581000.0,,1912436000.0,39648866000.0,1267568000.0,642015000.0,374881000.0,230743000.0,1.34,280247000.0,577204000.0,93773000.0,483431000.0,1342581000.0,,15.9694,0.1373,1.34,642015000.0,0.11965445591009342,0.0255350855826327,0.009455024514446391,0.03196984246661683,0.016192518595613808,0.04373096521385168,0.14344745331978137,0.012192807733769738,0.016192518595613808,0.428524782718327,1.1011112169719277,,,,,,,5.85,5.85,,0.40365225,194.74,135.14,1.60189,36959.145,21.8762,111.1249,0.1453
2011-06-30,14855729000.0,11121305000.0,10007785000.0,,3203080000.0,1361889000.0,,2000453000.0,59809888000.0,1921149000.0,959174000.0,559300000.0,344816000.0,2.0,279837000.0,807845000.0,127473000.0,680372000.0,1361889000.0,,16.203,0.1429,2.0,959174000.0,0.17461318480962074,0.03764877509545307,0.009351296561531766,0.03212092622544286,0.016037047252119917,0.06456593277919918,0.21011621327548993,0.01137557722896923,0.016037047252119917,0.42518107571462466,1.1112653799017465,197301342000.0,1731429000.0,2981590000.0,6125591000.0,1938501000.0,2981590000.0,6.13,6.13,0.4567660208143977,0.40365225,194.74,135.14,1.60189,36959.145,21.8762,111.1249,0.1453
2011-09-30,14982671000.0,11217623000.0,10855120000.0,14982671000.0,2866858000.0,972863000.0,,1825990000.0,-39129805000.0,-1229853000.0,-675210000.0,-388057000.0,-250331000.0,-1.37,-563060000.0,-117901000.0,-103383000.0,-221284000.0,972863000.0,1.046,14.2142,0.1278,-1.37,-675210000.0,-0.1353596864581364,-0.025900388522180056,0.009917171833593344,0.03143008251638361,0.0172556443866766,-0.04506606332075235,-0.17584871400812715,0.0056551265716759894,0.0172556443866766,0.3393481644364667,1.0333946561622533,80217558000.0,706624000.0,1202745000.0,2539096000.0,793228000.0,1202745000.0,2.54,2.54,0.8088688791057124,0.40365225,194.74,135.14,1.60189,36959.145,21.8762,111.1249,0.1453
2011-12-31,15978266000.0,11955780000.0,11301377000.0,15978266000.0,2904599000.0,1481939000.0,,2370335000.0,20360645000.0,593093000.0,284914000.0,162116000.0,100208000.0,0.62,263084000.0,431703000.0,48138000.0,383565000.0,1481939000.0,,13.9639,0.125,0.62,284914000.0,0.05581355636354622,0.010146032116376082,0.007962223200689369,0.029129381706719016,0.013993368088289933,0.017831346655513183,0.06495190512426885,0.018838548582326347,0.013993368088289933,0.510204334574239,1.0579047137353261,80689594000.0,708240000.0,1210893000.0,2551957000.0,1326084000.0,1210893000.0,2.5900000000000003,2.5900000000000003,1.2238397612340643,0.40365225,194.74,135.14,1.60189,36959.145,21.8762,111.1249,0.1453
2012-03-31,15645036000.0,11603641000.0,10915000000.0,15645036000.0,2946475000.0,1489971000.0,,2327094000.0,40431916000.0,1288218000.0,653015000.0,374221000.0,232429000.0,1.42,262729000.0,668124000.0,88198000.0,579926000.0,1489971000.0,,14.3326,0.128,1.42,653015000.0,0.12700633808194536,0.023919471965420852,0.009255584128142728,0.03186141364163895,0.016150978350865194,0.04173943735252511,0.1471932713708225,0.014343272774903866,0.016150978350865194,0.5056791589950704,1.0630912505726064,81472644000.0,707580000.0,1221893000.0,2572607000.0,1422579000.0,1221893000.0,2.67,2.67,1.2193956426626553,0.40365225,194.74,135.14,1.60189,36959.145,21.8762,111.1249,0.1453
2012-06-30,15747592000.0,11170422000.0,10951363000.0,15747592000.0,2929715000.0,1483726000.0,,1655748000.0,60201300000.0,1977368000.0,966710000.0,555492000.0,344952000.0,2.13,260404000.0,760055000.0,127603000.0,632452000.0,1483726000.0,,14.3598,0.1289,2.13,966710000.0,0.1896061562302135,0.03527472644706568,0.0092272426010734,0.03284593522066799,0.016057958881286617,0.061387798210672466,0.2190377077658906,0.010505620310524856,0.016057958881286617,0.5064403875462289,1.0200028982693752,81864056000.0,703772000.0,1229429000.0,2628826000.0,1374659000.0,1229429000.0,2.8,2.8,1.2068415500203753,0.40365225,194.74,135.14,1.60189,36959.145,21.8762,111.1249,0.1453
2012-09-30,15444126000.0,10987151000.0,11214482000.0,15444126000.0,2456712000.0,1446770000.0,,1066608000.0,-41504265000.0,-1189581000.0,-651911000.0,-372843000.0,-222644000.0,-1.37,-529314000.0,-554433000.0,-99898000.0,-654331000.0,1446770000.0,0.9815,13.6648,0.1251,-1.37,-651911000.0,-0.15176504205621172,-0.024141411433706253,0.008983245456822329,0.028661656820088248,0.015707084561068604,-0.042210935083021206,-0.16700755889229155,0.015765391821780245,0.015707084561068604,0.588905007994425,0.9797288006704188,79489596000.0,718986000.0,1252728000.0,2669098000.0,941612000.0,1252728000.0,2.8,2.8,1.1548955559387193,0.40365225,194.74,135.14,1.60189,36959.145,21.8762,111.1249,0.1453
2012-12-31,15495532000.0,11022199000.0,11435737000.0,15495532000.0,2337235000.0,1396107000.0,,417404000.0,21466314000.0,671924000.0,287259000.0,168611000.0,106359000.0,0.71,235992000.0,-241707000.0,56543000.0,-298250000.0,1396107000.0,,14.0246,0.1284,0.71,287259000.0,0.07214122670591533,0.01088126564483233,0.007854678730591569,0.03130132168941533,0.01338185027946577,0.018538182490281715,0.07694419637954412,-0.013893861796673616,0.01338185027946577,0.5973327457444373,0.9638380980604923,80595265000.0,725481000.0,1255073000.0,2747929000.0,259797000.0,1255073000.0,2.8899999999999997,2.8899999999999997,1.1123711529130178,0.40365225,194.74,135.14,1.60189,36959.145,21.8762,111.1249,0.1453
2013-03-31,16111431000.0,11724784000.0,12042651000.0,,2346280000.0,1396272000.0,,1347297000.0,41583479000.0,1377817000.0,649563000.0,214245000.0,233038000.0,0.0,235307000.0,743655000.0,88377000.0,655278000.0,1396272000.0,,21.2631,0.1486,0.0,649563000.0,0.09131263105852669,0.013297701489085606,0.005152166320667879,0.03313375968374363,0.015620698787612262,0.04031690294921662,0.17356151631293298,0.015758133175918253,0.015620698787612262,0.5951003290314881,0.9736048981241755,81746828000.0,565505000.0,1251621000.0,2837528000.0,335149000.0,1251621000.0,1.4699999999999998,1.4699999999999998,1.115570927621061,0.40365225,194.74,135.14,1.60189,36959.145,21.8762,111.1249,0.1453
