report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,45531000000.0,9088000000.0,6440000000.0,,29935000000.0,2511000000.0,83000000.0,1895000000.0,4771000000.0,,1064000000.0,38000000.0,729000000.0,1.31,2210000000.0,848000000.0,874000000.0,1362000000.0,2594000000.0,,19.0144,4.0233,1.31,,0.03554367796893269,0.02336869385693264,0.22301404317753093,,,,0.28547474324041083,,0.08665441790546183,1.4111801242236024,,,,,,,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2010-06-30,46259000000.0,9189000000.0,6062000000.0,,30798000000.0,2511000000.0,12000000.0,2322000000.0,9532000000.0,,2127000000.0,70000000.0,1529000000.0,2.61,4277000000.0,1716000000.0,1750000000.0,2561000000.0,2523000000.0,,15.6975,3.485,2.61,,0.06906292616403663,0.04598024168269958,0.2231430969366345,,,,0.2686739404112463,,0.08192090395480225,1.5158363576377434,,,,,,,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2010-09-30,47503000000.0,8922000000.0,6298000000.0,,31708000000.0,2512000000.0,,2109000000.0,14428000000.0,,3318000000.0,96000000.0,2345000000.0,4.07,6607000000.0,2816000000.0,2608000000.0,3791000000.0,2512000000.0,,14.9496,3.4114,4.07,,0.10464236154913586,0.06984822011241396,0.2299695037427225,,,,0.2627529803160521,,0.07922290904503596,1.4166402032391234,,,,,,,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2010-12-31,52432000000.0,13059000000.0,7825000000.0,,32484000000.0,5111000000.0,,2578000000.0,-9686000000.0,,-1979000000.0,-88000000.0,-1608000000.0,-2.4300000000000006,-3745000000.0,-1440000000.0,-2079000000.0,-5185000000.0,5111000000.0,1.6689,17.5971,4.1611,-2.4300000000000006,,-0.06092230020933383,-0.037744125724748244,0.20431550691720007,,,,0.5353086929589098,,0.15733899766038664,1.6688817891373802,19045000000.0,4530000000.0,2529000000.0,116000000.0,5.56,5.56,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2011-03-31,54065000000.0,10591000000.0,9391000000.0,,33658000000.0,3748000000.0,1000000000.0,2100000000.0,5726000000.0,,1549000000.0,215000000.0,1054000000.0,1.9,2222000000.0,1325000000.0,890000000.0,897000000.0,4748000000.0,,16.9367,4.1845,1.9,,0.04602174817279696,0.028650698233607694,0.27052043311212015,,,,0.15665385958784492,,0.14106601699447383,1.1277819188584814,20000000000.0,5015000000.0,2064000000.0,293000000.0,6.15,6.15,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2011-06-30,54595000000.0,9943000000.0,8093000000.0,,35160000000.0,3749000000.0,500000000.0,1994000000.0,11899000000.0,,3366000000.0,242000000.0,2165000000.0,4.13,5564000000.0,2958000000.0,1729000000.0,2606000000.0,4249000000.0,,14.6578,3.8667,4.13,,0.09573378839590443,0.061653997618829566,0.28288091436255147,,,,0.21901000084040675,,0.12084755403868032,1.2285926108983072,22367000000.0,6254000000.0,2109000000.0,465000000.0,7.669999999999999,7.669999999999999,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2011-09-30,57244000000.0,11376000000.0,7004000000.0,57244000000.0,36479000000.0,5870000000.0,,4039000000.0,17905000000.0,,5137000000.0,267000000.0,3252000000.0,6.31,8638000000.0,4969000000.0,2653000000.0,3669000000.0,5870000000.0,,9.1421,2.5074,6.31,,0.14082074618273527,0.08973866256725596,0.28690309969282324,,,,0.2049148282602625,,0.16091449875270702,1.6242147344374642,25844000000.0,8073000000.0,1987000000.0,636000000.0,9.909999999999998,9.909999999999998,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2011-12-31,60044000000.0,11542000000.0,7947000000.0,60044000000.0,37620000000.0,5871000000.0,,3781000000.0,-11591000000.0,,-3281000000.0,-426000000.0,-2270000000.0,-4.02,-4143000000.0,-1734000000.0,-1681000000.0,-5877000000.0,5871000000.0,1.4524,11.5852,3.2523,-4.02,,-0.08721424774056354,-0.05464326160815402,0.2830644465533604,,,,0.5070313174014321,,0.15606060606060607,1.452371964263244,23939000000.0,6771000000.0,1295000000.0,298000000.0,8.32,8.32,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2012-03-31,61622000000.0,11987000000.0,8098000000.0,61622000000.0,38747000000.0,5873000000.0,,3760000000.0,6268000000.0,,1559000000.0,30000000.0,1139000000.0,1.92,,,,,5873000000.0,,11.6595,3.2109,1.92,,0.040235373061140216,0.025299406056278603,0.24872367581365667,,,,,,0.15157302500838774,1.4802420350703878,24481000000.0,6781000000.0,,113000000.0,8.34,8.34,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2012-06-30,64283000000.0,12133000000.0,7887000000.0,64283000000.0,39550000000.0,7620000000.0,,4410000000.0,5768000000.0,,1328000000.0,28000000.0,875000000.0,1.64,,,,,7620000000.0,,11.0628,2.8755,1.64,,0.03357774968394438,0.020658650031890234,0.2302357836338419,,,,,,0.19266750948166877,1.5383542538354253,18350000000.0,4743000000.0,,-101000000.0,5.849999999999999,5.849999999999999,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2012-09-30,65625000000.0,11909000000.0,7834000000.0,65625000000.0,40474000000.0,7622000000.0,,3760000000.0,18001000000.0,,4262000000.0,94000000.0,2869000000.0,5.25,8499000000.0,7716000000.0,3320000000.0,783000000.0,7622000000.0,,11.8697,2.9012,5.25,,0.10530216929386767,0.06494476190476191,0.23676462418754513,,,,0.04349758346758514,,0.18831842664426546,1.5201684962981874,18446000000.0,3868000000.0,,-274000000.0,4.789999999999999,4.789999999999999,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2012-12-31,64210000000.0,9492000000.0,7290000000.0,64210000000.0,40016000000.0,7023000000.0,600000000.0,1592000000.0,-5865000000.0,,-2551000000.0,-22000000.0,-1765000000.0,-3.139999999999999,2813000000.0,2510000000.0,1191000000.0,303000000.0,7623000000.0,1.3021,13.499,2.5592,-3.139999999999999,,-0.06374950019992003,-0.039729014172247314,0.4349531116794544,,,,-0.05166240409207161,,0.19049880047980808,1.3020576131687243,24172000000.0,4598000000.0,,130000000.0,5.67,5.67,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2013-03-31,65824000000.0,10154000000.0,7786000000.0,65824000000.0,40882000000.0,7024000000.0,600000000.0,2140000000.0,5872000000.0,,1355000000.0,34000000.0,844000000.0,1.68,2712000000.0,2070000000.0,1259000000.0,642000000.0,7624000000.0,,14.4756,2.6639,1.68,,0.03314417102881464,0.020585196888672823,0.23075613079019072,,,,0.1093324250681199,,0.18648794090308693,1.3041356280503469,23776000000.0,4394000000.0,,134000000.0,5.43,5.43,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2013-06-30,67422000000.0,10859000000.0,8234000000.0,,41753000000.0,7026000000.0,600000000.0,3069000000.0,11834000000.0,,2677000000.0,64000000.0,1745000000.0,3.0,6225000000.0,4280000000.0,2562000000.0,1945000000.0,7626000000.0,,16.531,3.013,3.0,,0.06411515340215074,0.0397051407552431,0.226212607740409,,,,0.1643569376373162,,0.18264555840298902,1.3188000971581249,29842000000.0,5743000000.0,3673000000.0,170000000.0,6.79,6.79,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2013-09-30,69437000000.0,11938000000.0,8842000000.0,,42790000000.0,6961000000.0,600000000.0,3771000000.0,18283000000.0,,4260000000.0,93000000.0,2782000000.0,5.0,9786000000.0,6551000000.0,3896000000.0,3235000000.0,7561000000.0,,16.4053,3.0701,5.0,,0.09955597102126665,0.061350576781831014,0.23300333643275173,,,,0.1769403270798009,,0.17670016358962373,1.350147025559828,30124000000.0,5741000000.0,6125000000.0,169000000.0,6.54,6.54,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2013-12-31,69443000000.0,11323000000.0,8434000000.0,69443000000.0,43126000000.0,6939000000.0,,3393000000.0,-11534000000.0,,-2389000000.0,-73000000.0,-1616000000.0,-2.3599999999999994,-5796000000.0,-3864000000.0,-2370000000.0,-9660000000.0,6939000000.0,1.3425,12.8239,3.7333,-2.3599999999999994,,-0.05539581690859342,-0.03440231556816382,0.2071267556788625,,,,0.8375238425524536,,0.16090061679729165,1.342542091534266,24455000000.0,5903000000.0,-3838000000.0,118000000.0,7.32,7.32,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2014-03-31,69275000000.0,10899000000.0,8190000000.0,,42998000000.0,6877000000.0,,2332000000.0,6088000000.0,,1390000000.0,20000000.0,932000000.0,1.0,2697000000.0,2269000000.0,1266000000.0,428000000.0,6877000000.0,,12.6071,3.8652,1.0,,0.03232708498069678,0.020064958498736917,0.22831800262812088,,,,0.07030223390275953,,0.15993767151960556,1.3307692307692307,24671000000.0,5938000000.0,-4052000000.0,104000000.0,6.64,6.64,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2014-06-30,70293000000.0,10786000000.0,8869000000.0,,43289000000.0,6835000000.0,,2391000000.0,12363000000.0,,2821000000.0,38000000.0,1889000000.0,3.0,5564000000.0,4927000000.0,2583000000.0,637000000.0,6835000000.0,,13.2319,4.3115,3.0,,0.06516667051675945,0.04013201883544592,0.22818086225026288,,,,0.05152471083070452,,0.15789230520455544,1.216146126959071,25200000000.0,6082000000.0,-5360000000.0,78000000.0,6.64,6.64,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2014-09-30,71510000000.0,10507000000.0,9521000000.0,,43479000000.0,6837000000.0,,2897000000.0,18359000000.0,,4029000000.0,52000000.0,2706000000.0,5.0,8202000000.0,7525000000.0,3943000000.0,677000000.0,6837000000.0,,13.1448,4.3811,5.0,,0.0926654246877803,0.056341770381764786,0.2194563974072662,,,,0.03687564682172231,,0.15724832677844477,1.103560550362357,25276000000.0,5851000000.0,-7918000000.0,37000000.0,6.64,6.64,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2014-12-31,56259000000.0,13873000000.0,8244000000.0,,34959000000.0,6838000000.0,,3789000000.0,-17498000000.0,,-7624000000.0,-33000000.0,-3842000000.0,-9.0,-5395000000.0,-5791000000.0,-3531000000.0,-11186000000.0,6838000000.0,1.6828,101.4729,3.8851,-9.0,,-0.21808404130552933,-0.13551609520254537,0.4357069379357641,,,,0.6392730597782603,,0.19560056065676937,1.6827996118389132,19312000000.0,616000000.0,-9444000000.0,77000000.0,0.0,0.0,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2015-03-31,53389000000.0,10434000000.0,6915000000.0,,34164000000.0,6139000000.0,,2153000000.0,3089000000.0,,-218000000.0,30000000.0,-19000000.0,0.0,561000000.0,1675000000.0,1029000000.0,-1114000000.0,6139000000.0,,,3.9457,0.0,,-0.006380985833040627,-0.004083238120212029,-0.07057300097118809,,,,-0.3606345095500162,,0.17969207352768996,1.5088937093275487,16313000000.0,-992000000.0,-10986000000.0,87000000.0,-1.0000000000000009,-1.0000000000000009,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2015-06-30,54369000000.0,11008000000.0,7825000000.0,,33302000000.0,6880000000.0,,2756000000.0,6558000000.0,,-42000000.0,38000000.0,305000000.0,0.0,1366000000.0,3065000000.0,2145000000.0,-1699000000.0,6880000000.0,,,4.7431,0.0,,-0.0012611855143835205,-0.000772499034376207,-0.006404391582799634,,,,-0.25907288807563283,,0.20659419854663383,1.4067731629392972,10508000000.0,-3855000000.0,-13322000000.0,87000000.0,-4.000000000000001,-4.000000000000001,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2015-09-30,50089000000.0,10540000000.0,7433000000.0,,29882000000.0,6882000000.0,,2547000000.0,9856000000.0,,-2651000000.0,86000000.0,-140000000.0,-3.0,2386000000.0,4192000000.0,3268000000.0,-1806000000.0,6882000000.0,,,4.7049,-3.0,,-0.08871561475135534,-0.05292579209007966,-0.2689732142857143,,,,-0.18323863636363635,,0.23030586975436718,1.4180008072110857,2005000000.0,-10535000000.0,-15805000000.0,121000000.0,-12.0,-12.0,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2015-12-31,43437000000.0,9402000000.0,6842000000.0,,24350000000.0,6883000000.0,,3201000000.0,-7023000000.0,,-4918000000.0,-7000000.0,-1476000000.0,-7.0,-962000000.0,-3660000000.0,-1898000000.0,-4622000000.0,6883000000.0,1.3742,,4.0988,-7.0,,-0.20197125256673512,-0.11322144715334853,0.700270539655418,,,,0.6581233091271537,,0.2826694045174538,1.3741596024554223,12480000000.0,-7829000000.0,-9241000000.0,147000000.0,-10.0,-10.0,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2016-03-31,42018000000.0,8237000000.0,6826000000.0,,23789000000.0,5608000000.0,,3176000000.0,2281000000.0,,78000000.0,60000000.0,-203000000.0,0.0,689000000.0,646000000.0,1102000000.0,43000000.0,5608000000.0,,,4.4973,0.0,,0.0032788263483122452,0.0018563472797372554,0.03419552827707146,,,,0.018851380973257344,,0.23573920719660346,1.2067096396132435,11672000000.0,-7533000000.0,-8084000000.0,177000000.0,-10.0,-10.0,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2016-06-30,42395000000.0,8972000000.0,5267000000.0,,23101000000.0,8331000000.0,,3751000000.0,4839000000.0,,-61000000.0,148000000.0,-299000000.0,0.0,1818000000.0,1247000000.0,2172000000.0,571000000.0,8331000000.0,,,5.4027,0.0,,-0.002640578329942427,-0.0014388489208633094,-0.012605910312047944,,,,0.11799958669146518,,0.3606337387991862,1.7034364913613063,9953000000.0,-7552000000.0,-5814000000.0,287000000.0,-10.0,-10.0,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2016-09-30,41630000000.0,8711000000.0,5688000000.0,,22296000000.0,8333000000.0,,3180000000.0,7572000000.0,,-302000000.0,216000000.0,-329000000.0,0.0,2468000000.0,1845000000.0,3218000000.0,623000000.0,8333000000.0,,,5.4578,0.0,,-0.013545030498744169,-0.007254383857794859,-0.0398837823560486,,,,0.08227680929741152,,0.3737441693577323,1.5314697609001406,7669000000.0,-5203000000.0,-3385000000.0,417000000.0,-7.0,-7.0,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2016-12-31,43109000000.0,8428000000.0,6362000000.0,,21497000000.0,9819000000.0,,2233000000.0,-4602000000.0,,-289000000.0,-132000000.0,169000000.0,0.0,-1592000000.0,-1021000000.0,-2224000000.0,-2613000000.0,9819000000.0,1.3247,,5.4166,0.0,,-0.013443736335302601,-0.006703936532974553,0.06279878313776618,,,,0.5677966101694916,,0.4567614085686375,1.3247406475950958,10090000000.0,-574000000.0,-1376000000.0,292000000.0,0.0,0.0,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2017-03-31,42465000000.0,8238000000.0,6852000000.0,,21079000000.0,9322000000.0,,1494000000.0,2957000000.0,,117000000.0,81000000.0,78000000.0,0.0,652000000.0,722000000.0,942000000.0,-70000000.0,9322000000.0,,,4.3964,0.0,,0.00555054793870677,0.002755210173083716,0.039567128846804196,,,,-0.023672641190395673,,0.4422410930309787,1.202276707530648,10766000000.0,-535000000.0,-1489000000.0,313000000.0,0.0,0.0,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2017-06-30,41982000000.0,8075000000.0,6391000000.0,,21037000000.0,9324000000.0,,2218000000.0,6017000000.0,,624000000.0,167000000.0,363000000.0,0.0,2505000000.0,1492000000.0,1931000000.0,1013000000.0,9324000000.0,,412.3919,3.965,0.0,,0.029662024052859247,0.014863512934114621,0.10370616586338707,,,,0.16835632374937676,,0.44321909017445454,1.2634955406039743,11944000000.0,150000000.0,-1047000000.0,332000000.0,0.0,0.0,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2017-09-30,41443000000.0,7045000000.0,6362000000.0,,20669000000.0,9326000000.0,,1806000000.0,9016000000.0,,814000000.0,258000000.0,448000000.0,1.0,3575000000.0,2439000000.0,2926000000.0,1136000000.0,9326000000.0,,90.5164,4.1092,1.0,,0.03938265034592869,0.019641435224283955,0.09028393966282165,,,,0.12599822537710736,,0.4512071217765736,1.107356177302735,13388000000.0,1266000000.0,-534000000.0,374000000.0,1.0,1.0,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2017-12-31,42026000000.0,8270000000.0,7400000000.0,,20572000000.0,9328000000.0,,1672000000.0,-5482000000.0,,-244000000.0,-161000000.0,-872000000.0,0.0,-1736000000.0,-1054000000.0,-1797000000.0,-2790000000.0,9328000000.0,1.1176,43.183,4.4743,0.0,,-0.011860781644954306,-0.0058059296625898255,0.04450930317402408,,,,0.5089383436701933,,0.4534318491153024,1.1175675675675676,12508000000.0,1311000000.0,-711000000.0,345000000.0,1.0,1.0,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2018-03-31,42808000000.0,8894000000.0,7070000000.0,,20722000000.0,10309000000.0,,1606000000.0,3763000000.0,,708000000.0,97000000.0,339000000.0,0.0,1009000000.0,1032000000.0,921000000.0,-23000000.0,10309000000.0,,26.037,3.6689,0.0,,0.034166586236849726,0.016538964679499158,0.18814775445123572,,,,-0.006112144565506245,,0.4974905897114178,1.257991513437058,13314000000.0,1902000000.0,-664000000.0,361000000.0,1.0,1.0,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2018-06-30,44067000000.0,10990000000.0,8078000000.0,,20931000000.0,10312000000.0,,1362000000.0,7846000000.0,,1556000000.0,194000000.0,641000000.0,2.0,2765000000.0,2319000000.0,1868000000.0,446000000.0,10312000000.0,,28.1341,4.3255,2.0,,0.07433949644068606,0.035309869063017675,0.19831761407086412,,,,0.056844251848075456,,0.4926663800105107,1.3604852686308493,15143000000.0,2834000000.0,-1231000000.0,388000000.0,3.0,3.0,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2018-09-30,44957000000.0,11112000000.0,8372000000.0,,21489000000.0,10198000000.0,,2954000000.0,13062000000.0,,,290000000.0,1351000000.0,4.0,5169000000.0,3638000000.0,2891000000.0,1531000000.0,10198000000.0,,16.0034,3.7501,4.0,,,,,,,,0.11721022814270403,,0.4745683838242822,1.3272814142379359,19189000000.0,,-836000000.0,420000000.0,6.0,6.0,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2018-12-31,43854000000.0,9932000000.0,7412000000.0,,21330000000.0,10201000000.0,,3033000000.0,-6847000000.0,,1867000000.0,-192000000.0,-854000000.0,-1.0,-1274000000.0,-2014000000.0,-1703000000.0,-3288000000.0,10201000000.0,1.34,11.2185,2.6078,-1.0,,0.08752930145335208,0.042573083413143614,-0.2726741638673872,,,,0.4802103110851468,,0.47824660103141114,1.339989206691851,17824000000.0,,-1334000000.0,389000000.0,5.0,5.0,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2019-03-31,44380000000.0,9270000000.0,7537000000.0,44380000000.0,21236000000.0,10203000000.0,,1752000000.0,4004000000.0,,,98000000.0,225000000.0,0.84,948000000.0,1259000000.0,973000000.0,-311000000.0,10203000000.0,,12.3933,2.7755,0.84,,,,,,,,-0.07767232767232768,,0.48045771331700887,1.2299323338198223,18065000000.0,,-1622000000.0,390000000.0,5.84,5.84,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2019-06-30,44770000000.0,9425000000.0,7880000000.0,,21347000000.0,10155000000.0,,1751000000.0,8424000000.0,,,251000000.0,531000000.0,1.68,2961000000.0,2470000000.0,2004000000.0,491000000.0,10155000000.0,,9.6926,2.0313,1.68,,,,,,,,0.05828584995251662,,0.4757108727221624,1.1960659898477157,18643000000.0,,-1577000000.0,447000000.0,5.52,5.52,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2019-09-30,125443000000.0,20944000000.0,15697000000.0,,36080000000.0,47583000000.0,,4840000000.0,14111000000.0,,354000000.0,632000000.0,647000000.0,0.45,5366000000.0,4184000000.0,3710000000.0,1182000000.0,47583000000.0,,33.7231,2.0939,0.45,,0.009811529933481153,0.0028219988361247736,0.025086811707178795,,,,0.08376443909007157,,1.318819290465632,1.3342676944639102,19692000000.0,,-1926000000.0,789000000.0,1.97,1.97,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2019-12-31,109330000000.0,18681000000.0,14949000000.0,,34232000000.0,38537000000.0,,3032000000.0,-6146000000.0,,-1339000000.0,85000000.0,-710000000.0,-4.19,-1900000000.0,-1558000000.0,-706000000.0,-3458000000.0,38537000000.0,1.1518,,1.7505,-4.19,,-0.039115447534470674,-0.012247324613555292,0.21786527822974291,,,,0.5626423690205011,,1.1257595232530966,1.2496488059401967,20393000000.0,,-2096000000.0,1066000000.0,-1.2200000000000006,-1.2200000000000006,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
2020-03-31,101643000000.0,14109000000.0,11963000000.0,101643000000.0,31295000000.0,36058000000.0,,2021000000.0,6410000000.0,-2095000000.0,-2232000000.0,352000000.0,-82000000.0,-2.49,1339000000.0,1293000000.0,2242000000.0,46000000.0,36058000000.0,,,0.4496,-2.49,147000000.0,-0.07132129733184214,-0.021959210176795255,-0.3482059282371295,-0.32683307332293293,-0.020611355430280493,-0.031104776327706266,0.007176287051482059,0.02293291731669267,1.1521968365553603,1.1793864415280448,22799000000.0,,-1739000000.0,1320000000.0,-4.550000000000001,-4.550000000000001,0.34822515,59.15,34.785,22.70588,57578.242,24.7542,1.1243,2.6665
