report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,27730000000.0,2646000000.0,2193000000.0,17166000000.0,10564000000.0,,0.0,,,2238000000.0,555000000.0,,119000000.0,199000000.0,0.68,758000000.0,256000000.0,,502000000.0,0.0,,19.5901,2.6408,0.68,555000000.0,,,,0.2479892761394102,0.02001442481067436,0.05253691783415373,0.22430741733690795,0.2479892761394102,0.0,1.2065663474692203,,,,,,,,,,,1.327667,319.94,201.63,1.49841,64676.734,22.5119,4.5444,5.3101
2010-06-30,27633000000.0,2328000000.0,1937000000.0,16872000000.0,10761000000.0,,0.0,,,4668000000.0,1288000000.0,,234000000.0,442000000.0,1.72,1382000000.0,569000000.0,,813000000.0,0.0,,15.5322,2.2129,1.72,1288000000.0,,,,0.2759211653813196,0.046610936199471646,0.11969147848712945,0.17416452442159383,0.2759211653813196,0.0,1.2018585441404233,,,,,,,,,,,1.327667,319.94,201.63,1.49841,64676.734,22.5119,4.5444,5.3101
2010-09-30,28062000000.0,2633000000.0,1955000000.0,17273000000.0,10789000000.0,,0.0,,,7124000000.0,2034000000.0,,347000000.0,711000000.0,2.91,2128000000.0,907000000.0,,1221000000.0,0.0,,15.4349,2.3428,2.91,2034000000.0,,,,0.285513756316676,0.07248236048749199,0.18852534989340997,0.17139247613700168,0.285513756316676,0.0,1.3468030690537085,,,,,,,,,,,1.327667,319.94,201.63,1.49841,64676.734,22.5119,4.5444,5.3101
2010-12-31,28199000000.0,2471000000.0,2082000000.0,17530000000.0,10669000000.0,,100000000.0,,,-4514000000.0,-1201000000.0,,-238000000.0,-481000000.0,-1.3100000000000005,-1554000000.0,-262000000.0,,-1816000000.0,100000000.0,1.1868,15.2587,2.3988,-1.3100000000000005,-1201000000.0,,,,0.2660611431103234,-0.042590162771729494,-0.11152381836753644,0.40230394328754987,0.2660611431103234,0.009372949667260287,1.1868395773294909,9516000000.0,,2676000000.0,720000000.0,2676000000.0,462000000.0,3.9999999999999996,3.9999999999999996,0.03736920777279522,5.792207792207792,1.327667,319.94,201.63,1.49841,64676.734,22.5119,4.5444,5.3101
2011-03-31,27728000000.0,1832000000.0,1567000000.0,17127000000.0,10601000000.0,,0.0,,,2620000000.0,600000000.0,,112000000.0,190000000.0,0.9,652000000.0,423000000.0,,229000000.0,0.0,,15.6441,2.4719,0.9,600000000.0,,,,0.22900763358778625,0.02163877668782458,0.056598434109989625,0.08740458015267176,0.22900763358778625,0.0,1.1691129546904915,9898000000.0,,2721000000.0,447000000.0,2721000000.0,455000000.0,4.22,4.22,0.0,5.98021978021978,1.327667,319.94,201.63,1.49841,64676.734,22.5119,4.5444,5.3101
2011-06-30,28478000000.0,2315000000.0,1753000000.0,17851000000.0,10627000000.0,,0.0,678000000.0,,5486000000.0,1475000000.0,,225000000.0,429000000.0,2.45,1700000000.0,888000000.0,,812000000.0,0.0,,15.0715,2.5216,2.45,1475000000.0,,,,0.2688662048851622,0.051794367581993114,0.13879740284181802,0.14801312431644184,0.2688662048851622,0.0,1.320593268682259,10716000000.0,,2908000000.0,446000000.0,2908000000.0,446000000.0,4.949999999999999,4.949999999999999,0.0,6.520179372197309,1.327667,319.94,201.63,1.49841,64676.734,22.5119,4.5444,5.3101
2011-09-30,28311000000.0,1825000000.0,1936000000.0,18056000000.0,10255000000.0,6782000000.0,0.0,242000000.0,,8375000000.0,2413000000.0,,339000000.0,759000000.0,4.03,2764000000.0,1433000000.0,,1331000000.0,6782000000.0,,11.1584,1.9048,4.03,2413000000.0,,,,0.2881194029850746,0.08523188866518315,0.14163291659329694,0.15892537313432836,0.2881194029850746,0.6613359336908825,0.9426652892561983,11967000000.0,,3287000000.0,556000000.0,3287000000.0,438000000.0,6.07,6.07,2.0632795862488593,7.504566210045662,1.327667,319.94,201.63,1.49841,64676.734,22.5119,4.5444,5.3101
2011-12-31,28538000000.0,1751000000.0,1701000000.0,18627000000.0,9911000000.0,7390000000.0,100000000.0,276000000.0,,-5309000000.0,-1275000000.0,,-221000000.0,-376000000.0,-1.9300000000000006,-1889000000.0,-584000000.0,,-2473000000.0,7490000000.0,1.0294,12.9443,2.22,-1.9300000000000006,-1275000000.0,,,,0.24015822188736108,-0.0446772724087182,-0.07327165105453709,0.4658127707666227,0.24015822188736108,0.7557259610533751,1.0293944738389182,11172000000.0,,3213000000.0,-101000000.0,3213000000.0,455000000.0,5.45,5.45,2.3311546840958606,7.061538461538461,1.327667,319.94,201.63,1.49841,64676.734,22.5119,4.5444,5.3101
2012-03-31,29375000000.0,2332000000.0,1932000000.0,19560000000.0,9815000000.0,7985000000.0,0.0,829000000.0,,2789000000.0,745000000.0,,120000000.0,244000000.0,1.23,1035000000.0,461000000.0,,574000000.0,7985000000.0,,10.9108,1.9251,1.23,745000000.0,,,,0.26712083183936897,0.025361702127659574,0.041853932584269664,0.20580853352456077,0.26712083183936897,0.8135506877228732,1.2070393374741202,11341000000.0,,3358000000.0,244000000.0,3358000000.0,463000000.0,5.779999999999999,5.779999999999999,2.3779035139964266,7.252699784017278,1.327667,319.94,201.63,1.49841,64676.734,22.5119,4.5444,5.3101
2012-06-30,29191000000.0,1884000000.0,1774000000.0,19413000000.0,9778000000.0,7972000000.0,0.0,356000000.0,,5663000000.0,1679000000.0,,242000000.0,563000000.0,2.82,1663000000.0,968000000.0,,695000000.0,7972000000.0,,11.5955,2.0107,2.82,1679000000.0,,,,0.2964859615045029,0.05751772806686992,0.09459154929577465,0.1227264700688681,0.2964859615045029,0.81529965228063,1.0620067643742954,11518000000.0,,3562000000.0,127000000.0,3562000000.0,480000000.0,6.15,6.15,2.2380685008422234,7.420833333333333,1.327667,319.94,201.63,1.49841,64676.734,22.5119,4.5444,5.3101
2012-09-30,29840000000.0,2199000000.0,1824000000.0,20073000000.0,9767000000.0,8428000000.0,0.0,693000000.0,,8356000000.0,2410000000.0,,366000000.0,801000000.0,4.07,2476000000.0,1522000000.0,,954000000.0,8428000000.0,,11.2164,1.8263,4.07,2410000000.0,,,,0.2884155098133078,0.08076407506702413,0.13245397087111843,0.11416945907132599,0.2884155098133078,0.8629057028770349,1.205592105263158,11499000000.0,,3559000000.0,-250000000.0,3559000000.0,507000000.0,6.19,6.19,2.368080921607193,7.019723865877712,1.327667,319.94,201.63,1.49841,64676.734,22.5119,4.5444,5.3101
2012-12-31,30342000000.0,2242000000.0,2081000000.0,20582000000.0,9760000000.0,8432000000.0,200000000.0,653000000.0,,-5768000000.0,-1710000000.0,,-233000000.0,-599000000.0,-2.750000000000001,-2109000000.0,-710000000.0,,-2819000000.0,8632000000.0,1.0774,11.1744,1.7703,-2.750000000000001,-1710000000.0,,,,0.2964632454923717,-0.056357524223848134,-0.09297520661157024,0.48873092926490985,0.2964632454923717,0.8844262295081967,1.0773666506487265,11040000000.0,,3124000000.0,-596000000.0,3124000000.0,495000000.0,5.37,5.37,2.763124199743918,6.311111111111111,1.327667,319.94,201.63,1.49841,64676.734,22.5119,4.5444,5.3101
2013-03-31,30599000000.0,2323000000.0,1904000000.0,20489000000.0,10110000000.0,8438000000.0,0.0,672000000.0,,2738000000.0,691000000.0,,129000000.0,247000000.0,1.41,723000000.0,379000000.0,,344000000.0,8438000000.0,,13.4067,2.1826,1.41,691000000.0,,,,0.25237399561723883,0.022582437334553417,0.03725469053267198,0.1256391526661797,0.25237399561723883,0.8346191889218596,1.2200630252100841,10989000000.0,,3070000000.0,-826000000.0,3070000000.0,504000000.0,5.550000000000001,5.550000000000001,2.7485342019543975,6.091269841269841,1.327667,319.94,201.63,1.49841,64676.734,22.5119,4.5444,5.3101
2013-06-30,30605000000.0,2078000000.0,1815000000.0,20417000000.0,10188000000.0,,0.0,587000000.0,,5540000000.0,1527000000.0,,257000000.0,519000000.0,2.0,,,,,0.0,,13.093,2.0748,2.0,1527000000.0,,,,0.27563176895306857,0.0498938082012743,0.1498822143698469,,0.27563176895306857,0.0,1.1449035812672177,10866000000.0,,2918000000.0,,2918000000.0,519000000.0,4.73,4.73,0.0,5.622350674373796,1.327667,319.94,201.63,1.49841,64676.734,22.5119,4.5444,5.3101
2013-09-30,31365000000.0,2494000000.0,2332000000.0,21071000000.0,10294000000.0,,0.0,984000000.0,,8364000000.0,2376000000.0,,388000000.0,785000000.0,4.0,,,,,0.0,,13.2012,2.1628,4.0,2376000000.0,,,,0.28407460545193686,0.0757532281205165,0.23081406644647368,,0.28407460545193686,0.0,1.069468267581475,10874000000.0,,2884000000.0,,2884000000.0,541000000.0,4.66,4.66,0.0,5.33086876155268,1.327667,319.94,201.63,1.49841,64676.734,22.5119,4.5444,5.3101
