report_date,total_assets,total_liabilities,total_equity,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-12-31,103812000000.0,79016000000.0,24796000000.0,-12593000000.0,3725000000.0,,,-517000000.0,-3.59,-766500000.0,3286000000.0,,0.0,,8.7138,1.2213,-3.59,3725000000.0,,,,-0.2957992535535615,0.03588217161792471,0.15022584287788354,-0.2957992535535615,0.0,26191000000.0,,,,,9.739999999999998,9.739999999999998,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2014-03-31,104134000000.0,78747000000.0,25387000000.0,6708000000.0,,,,418000000.0,2.0,354600000.0,,,0.0,,7.7224,1.1124,2.0,,,,,,,,,0.0,26571000000.0,,,,,9.41,9.41,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2014-06-30,104811000000.0,79279000000.0,25532000000.0,13493000000.0,,,,636000000.0,4.0,350500000.0,,,0.0,,8.8904,1.1948,4.0,,,,,,,,,0.0,27062000000.0,,,,,9.41,9.41,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2014-09-30,104522000000.0,79201000000.0,25321000000.0,20379000000.0,,,,975000000.0,7.0,346500000.0,,,0.0,,8.548,1.1479,7.0,,,,,,,,,0.0,27987000000.0,,,,,9.41,9.41,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2014-12-31,103078000000.0,78242000000.0,24836000000.0,-13418000000.0,,,,-632000000.0,-3.0,-709100000.0,,,0.0,,9.2375,1.2539,-3.0,,,,,,,,,0.0,27162000000.0,,,,,10.0,10.0,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2015-03-31,102691000000.0,77844000000.0,24847000000.0,6626000000.0,,,,315000000.0,2.0,324500000.0,,,0.0,,9.9306,1.2715,2.0,,,,,,,,,0.0,27080000000.0,,,,,10.0,10.0,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2015-06-30,101664000000.0,77543000000.0,24121000000.0,13332000000.0,,,,579000000.0,5.0,321200000.0,,,0.0,,8.5523,1.1386,5.0,,,,,,,,,0.0,26919000000.0,,,,,11.0,11.0,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2015-09-30,102110000000.0,78077000000.0,24033000000.0,20126000000.0,,,,958000000.0,8.0,317700000.0,,,0.0,,8.5778,1.1482,8.0,,,,,,,,,0.0,26666000000.0,,,,,12.0,12.0,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2015-12-31,100184000000.0,76586000000.0,23598000000.0,-13284000000.0,,3439000000.0,373000000.0,-551000000.0,-5.0,-649500000.0,,,0.0,,9.9837,1.2776,-5.0,,0.1457326892109501,0.03432683861694482,-0.25888286660644383,,,,,0.0,26800000000.0,,,,,10.0,10.0,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2016-03-31,101680000000.0,77514000000.0,24166000000.0,6686000000.0,,691000000.0,91000000.0,226000000.0,2.0,297900000.0,,,0.0,,10.3615,1.2678,2.0,,0.02859389224530332,0.006795830055074744,0.10335028417588991,,,,,0.0,26860000000.0,,,,,10.0,10.0,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2016-06-30,102446000000.0,77732000000.0,24714000000.0,13471000000.0,,1355000000.0,184000000.0,449000000.0,4.0,295600000.0,,,0.0,,11.0533,1.2882,4.0,,0.05482722343610909,0.013226480292056303,0.10058644495583105,,,,,0.0,26999000000.0,,,,,9.0,9.0,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2016-09-30,102787000000.0,78348000000.0,24439000000.0,20432000000.0,,2071000000.0,273000000.0,680000000.0,7.0,293600000.0,,,0.0,,11.2436,1.2151,7.0,,0.08474160153852449,0.02014846235418876,0.10136061080657792,,,,,0.0,27305000000.0,7556000000.0,,,921000000.0,7.999999999999999,7.999999999999999,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2016-12-31,100245000000.0,77024000000.0,23221000000.0,-12964000000.0,,-1103000000.0,-185000000.0,-316000000.0,-3.0,-596100000.0,,,0.0,,11.3944,1.2419,-3.0,,-0.04750010766116877,-0.01100304254576288,0.08508176488738044,,,,,0.0,27625000000.0,3014000000.0,,,363000000.0,10.0,10.0,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2017-03-31,101246000000.0,77634000000.0,23612000000.0,6942000000.0,,617000000.0,89000000.0,143000000.0,2.0,282400000.0,,,0.0,,11.4588,1.2077,2.0,,0.02613078095883449,0.006094067913794125,0.088879285508499,,,,,0.0,27881000000.0,2940000000.0,,,361000000.0,10.0,10.0,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2017-06-30,102669000000.0,78811000000.0,23858000000.0,14126000000.0,,1212000000.0,181000000.0,338000000.0,4.0,281200000.0,,,0.0,,12.3144,1.2495,4.0,,0.050800570039399785,0.011804926511410454,0.08579923545235736,,,,,0.0,28536000000.0,2797000000.0,,,358000000.0,10.0,10.0,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2017-09-30,104311000000.0,80573000000.0,23738000000.0,21451000000.0,,1505000000.0,276000000.0,365000000.0,5.0,279600000.0,3224000000.0,,0.0,,13.9011,1.1874,5.0,,0.06340045496672003,0.014428008551351248,0.0701598993053937,,,,,0.0,29555000000.0,2231000000.0,,,361000000.0,7.999999999999999,7.999999999999999,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2017-12-31,103483000000.0,79752000000.0,23731000000.0,-13617000000.0,,-1278000000.0,-177000000.0,-172000000.0,-4.0,-564600000.0,538000000.0,813000000.0,0.0,,17.5693,1.2492,-4.0,,-0.05385360920315199,-0.012349854565484186,0.09385327164573695,,,,,0.0,28902000000.0,2056000000.0,,,369000000.0,7.0,7.0,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2018-03-31,103676000000.0,80697000000.0,22979000000.0,7286000000.0,,669000000.0,89000000.0,109000000.0,2.0,273900000.0,554000000.0,212000000.0,0.0,,17.2864,1.2455,2.0,,0.029113538448148308,0.006452795246730198,0.09181992863024979,,,,,0.0,29246000000.0,2108000000.0,,,369000000.0,6.999999999999999,6.999999999999999,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2018-06-30,103523000000.0,80900000000.0,22623000000.0,14763000000.0,,1193000000.0,179000000.0,216000000.0,4.0,272500000.0,1698000000.0,411000000.0,0.0,,16.2382,1.1195,4.0,,0.052733943332007246,0.011524009157385315,0.0808101334417124,,,,,0.0,29883000000.0,2089000000.0,,,367000000.0,6.999999999999999,6.999999999999999,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2018-09-30,104390000000.0,81930000000.0,22460000000.0,22486000000.0,,1902000000.0,265000000.0,313000000.0,6.0,271100000.0,3432000000.0,609000000.0,0.0,,14.0738,1.1531,6.0,,0.08468388245770259,0.018220136028355205,0.08458596460019567,,,,,0.0,30918000000.0,2486000000.0,,,356000000.0,7.999999999999999,7.999999999999999,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2018-12-31,104233000000.0,81339000000.0,22894000000.0,-14253000000.0,,-1241000000.0,-181000000.0,-200000000.0,-3.0,-547700000.0,-1304000000.0,-429000000.0,0.0,,12.5722,1.0474,-3.0,,-0.05420634227308465,-0.011906018247579942,0.08706938890058233,,,,,0.0,30282000000.0,2523000000.0,,,352000000.0,9.0,9.0,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2019-03-31,107246000000.0,82906000000.0,24340000000.0,7671000000.0,967000000.0,796000000.0,88000000.0,171000000.0,2.99,264800000.0,639000000.0,211000000.0,0.0,,13.6405,1.1786,2.99,1178000000.0,0.032703368940016436,0.007422188240120844,0.10376743579715812,0.12605918393951246,0.009016653301754845,0.03972884141331142,0.1535653760917742,0.0,30667000000.0,2650000000.0,,,351000000.0,9.989999999999998,9.989999999999998,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2019-06-30,108572000000.0,83251000000.0,25321000000.0,15505000000.0,,1353000000.0,177000000.0,279000000.0,5.08,264200000.0,1792000000.0,401000000.0,0.0,,14.7813,1.2782,5.08,,0.05343390861340389,0.0124617765169657,0.0872621734924218,,,,,0.0,31409000000.0,2810000000.0,,,349000000.0,11.07,11.07,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2019-09-30,110241000000.0,84634000000.0,25607000000.0,23518000000.0,,1749000000.0,261000000.0,315000000.0,6.59,263400000.0,3793000000.0,581000000.0,0.0,,16.3362,1.2363,6.59,,0.06830163627133205,0.015865240699921082,0.07436856875584659,,,,,0.0,32441000000.0,2657000000.0,,,345000000.0,11.66,11.66,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2019-12-31,110122000000.0,84179000000.0,25943000000.0,-15113000000.0,,-1276000000.0,-182000000.0,-249000000.0,-4.74,-530100000.0,-1019000000.0,-430000000.0,0.0,,13.4815,1.1192,-4.74,,-0.04918475118529083,-0.011587148798605184,0.08443062264275789,,,,,0.0,31581000000.0,2622000000.0,,,344000000.0,9.919999999999998,9.919999999999998,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2020-03-31,109436000000.0,84232000000.0,25204000000.0,7908000000.0,720000000.0,600000000.0,84000000.0,120000000.0,2.33,255900000.0,628000000.0,203000000.0,0.0,,10.3559,0.7891,2.33,923000000.0,0.02380574511982225,0.005482656529843927,0.07587253414264036,0.09104704097116843,0.006579187835812713,0.0285668941437867,0.1167172483560951,0.0,31818000000.0,2426000000.0,,,340000000.0,9.259999999999998,9.259999999999998,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2020-06-30,113337000000.0,86394000000.0,26943000000.0,15309000000.0,,560000000.0,169000000.0,75000000.0,2.19,254700000.0,2292000000.0,391000000.0,0.0,,15.7659,0.9181,2.19,,0.020784619381657574,0.004941016614168365,0.03657978966620942,,,,,0.0,31622000000.0,1633000000.0,,,332000000.0,6.369999999999999,6.369999999999999,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2020-09-30,116384000000.0,88535000000.0,27849000000.0,23584000000.0,,1387000000.0,256000000.0,234000000.0,5.41,254500000.0,4618000000.0,577000000.0,0.0,,12.1207,0.865,5.41,,0.04980430177026105,0.011917445697003025,0.058811058344640434,,,,,0.0,31688000000.0,1271000000.0,,,327000000.0,5.1899999999999995,5.1899999999999995,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2020-12-31,116764000000.0,87563000000.0,29201000000.0,-14820000000.0,,150000000.0,-170000000.0,111000000.0,0.5899999999999999,-510500000.0,-1019000000.0,-382000000.0,0.0,,13.1839,1.1099,0.5899999999999999,,0.005136810383206055,0.0012846425268062075,-0.010121457489878543,,,,,0.0,31981000000.0,2697000000.0,,,339000000.0,10.52,10.52,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2021-03-31,117032000000.0,88763000000.0,28269000000.0,8313000000.0,891000000.0,733000000.0,82000000.0,158000000.0,2.87,254100000.0,1190000000.0,235000000.0,0.0,,13.3639,1.1664,2.87,1126000000.0,0.025929463369769003,0.00626324424089138,0.08817514735955732,0.10718152291591483,0.007613302344657871,0.03151862464183381,0.13545049921809216,0.0,32386000000.0,2830000000.0,,,337000000.0,11.059999999999999,11.059999999999999,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2021-06-30,119759000000.0,90603000000.0,29156000000.0,17000000000.0,,1667000000.0,165000000.0,355000000.0,6.53,253600000.0,3039000000.0,450000000.0,0.0,,9.8967,1.117,6.53,,0.057175195500068596,0.013919621907330556,0.09805882352941177,,,,,0.0,34077000000.0,3937000000.0,,,333000000.0,15.4,15.4,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2021-09-30,120706000000.0,92232000000.0,28474000000.0,25805000000.0,,2329000000.0,252000000.0,479000000.0,9.16,252400000.0,5582000000.0,662000000.0,0.0,,10.276,1.0921,9.16,,0.08179391725784926,0.01929481550212914,0.09025382677775624,,,,,0.0,36298000000.0,4879000000.0,,,329000000.0,19.15,19.15,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2021-12-31,120466000000.0,91579000000.0,28887000000.0,-16302000000.0,,-1067000000.0,-159000000.0,-196000000.0,-4.070000000000002,-509300000.0,-2537000000.0,-477000000.0,0.0,,10.5088,1.1053,-4.070000000000002,,-0.036937030498147956,-0.008857270931217107,0.06545209176788123,,,,,0.0,34816000000.0,3662000000.0,,,340000000.0,14.489999999999998,14.489999999999998,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2022-03-31,118592000000.0,93061000000.0,25531000000.0,8809000000.0,,1018000000.0,87000000.0,164000000.0,4.15,243700000.0,1266000000.0,234000000.0,0.0,,11.1089,1.2416,4.15,,0.03987309545258705,0.00858405288720993,0.11556362810761721,,,,,0.0,35312000000.0,3947000000.0,,,345000000.0,15.769999999999998,15.769999999999998,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2022-06-30,116587000000.0,93713000000.0,22874000000.0,17945000000.0,,1569000000.0,175000000.0,270000000.0,6.43,242400000.0,2641000000.0,444000000.0,0.0,,11.2611,1.1216,6.43,,0.06859316254262482,0.013457761156904287,0.08743382557815547,,,,,0.0,36257000000.0,3849000000.0,,,355000000.0,15.669999999999998,15.669999999999998,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2022-09-30,114317000000.0,94411000000.0,19906000000.0,27248000000.0,,2023000000.0,263000000.0,344000000.0,8.34,240900000.0,5125000000.0,639000000.0,0.0,,10.6957,0.989,8.34,,0.1016276499547875,0.017696405608964547,0.07424398120963006,,,,,0.0,37700000000.0,3543000000.0,,,366000000.0,14.849999999999998,14.849999999999998,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2022-12-31,115717000000.0,94157000000.0,21560000000.0,-17118000000.0,,-1768000000.0,-174000000.0,-266000000.0,-7.150000000000002,-487300000.0,-2567000000.0,-491000000.0,0.0,,15.4602,1.19,-7.150000000000002,,-0.08200371057513915,-0.015278653957499763,0.10328309381937142,,,,,0.0,36884000000.0,2842000000.0,,,351000000.0,11.77,11.77,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2023-03-31,118352000000.0,95300000000.0,23052000000.0,9704000000.0,,975000000.0,88000000.0,-47000000.0,4.13,234400000.0,1012000000.0,204000000.0,0.0,,14.1464,1.047,4.13,,0.04229567933368038,0.008238137082601054,0.10047403132728772,,,,,0.0,37779000000.0,2799000000.0,,,352000000.0,11.749999999999996,11.749999999999996,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2023-06-30,120573000000.0,98718000000.0,21855000000.0,19802000000.0,,961000000.0,180000000.0,-81000000.0,4.09,233300000.0,2561000000.0,383000000.0,0.0,,17.7935,1.0256,4.09,,0.04397163120567376,0.00797027526892422,0.04853045146954853,,,,,0.0,39636000000.0,2191000000.0,,,357000000.0,9.409999999999997,9.409999999999997,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2023-09-30,121384000000.0,101406000000.0,19978000000.0,30437000000.0,,1365000000.0,278000000.0,-13000000.0,5.83,232500000.0,5607000000.0,552000000.0,0.0,,17.0103,0.927,5.83,,0.06832515767344079,0.01124530415870296,0.044846732595196635,,,,,0.0,42825000000.0,1533000000.0,,,372000000.0,6.899999999999998,6.899999999999998,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2023-12-31,125978000000.0,101057000000.0,24921000000.0,-18579000000.0,,-310000000.0,-170000000.0,521000000.0,-1.2599999999999998,-468000000.0,-1469000000.0,-417000000.0,0.0,,14.5462,1.0518,-1.2599999999999998,,-0.0124393082139561,-0.002460747114575561,0.016685505140212067,,,,,0.0,41364000000.0,2991000000.0,,,376000000.0,12.790000000000001,12.790000000000001,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2024-03-31,127410000000.0,102388000000.0,25022000000.0,11228000000.0,,1123000000.0,98000000.0,247000000.0,4.8,232000000.0,1458000000.0,196000000.0,0.0,,16.645,1.2181,4.8,,0.04488050515546319,0.008814064830076133,0.10001781261132882,,,,,0.0,42888000000.0,3139000000.0,,,386000000.0,13.46,13.46,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2024-06-30,129315000000.0,104453000000.0,24862000000.0,22511000000.0,,1657000000.0,196000000.0,369000000.0,7.09,231800000.0,3135000000.0,378000000.0,0.0,,12.5459,1.0495,7.09,,0.06664789638806211,0.012813672041139852,0.0736084580871574,,,,,0.0,45597000000.0,3835000000.0,,,402000000.0,16.46,16.46,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2024-09-30,134588000000.0,106892000000.0,27696000000.0,34415000000.0,,2917000000.0,294000000.0,669000000.0,12.51,231300000.0,7010000000.0,552000000.0,0.0,,11.6983,1.1719,12.51,,0.10532206816868862,0.021673551876838944,0.08475955252070318,,,,,0.0,49575000000.0,5387000000.0,,,418000000.0,23.14,23.14,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2024-12-31,133189000000.0,105325000000.0,27864000000.0,-21731000000.0,,-698000000.0,-196000000.0,-104000000.0,-2.9299999999999997,-464000000.0,-2529000000.0,-411000000.0,0.0,,10.9395,1.1778,-2.9299999999999997,,-0.025050244042492103,-0.005240673028553409,0.03212001288481892,,,,,0.0,46423000000.0,4999000000.0,,,392000000.0,21.47,21.47,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2025-03-31,135977000000.0,107786000000.0,28191000000.0,11810000000.0,,395000000.0,99000000.0,73000000.0,1.7,230400000.0,1360000000.0,188000000.0,0.0,,14.0311,1.2747,1.7,,0.014011563974318044,0.002904903035072108,0.03344623200677392,,,,,0.0,47005000000.0,4271000000.0,,,393000000.0,18.37,18.37,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2025-06-30,138873000000.0,109355000000.0,29518000000.0,23926000000.0,,1904000000.0,198000000.0,445000000.0,8.23,229700000.0,3694000000.0,352000000.0,0.0,,11.4798,1.2587,8.23,,0.06450301510942476,0.013710368466152529,0.07957870099473376,,,,,0.0,48420000000.0,4518000000.0,,,395000000.0,19.509999999999998,19.509999999999998,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2025-09-30,143678000000.0,112069000000.0,31609000000.0,36396000000.0,,3792000000.0,309000000.0,901000000.0,16.45,228900000.0,7921000000.0,518000000.0,0.0,,10.6003,1.2864,16.45,,0.11996583251605555,0.026392349559431507,0.1041872733267392,,,,,0.0,50401000000.0,5393000000.0,,,410000000.0,23.45,23.45,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
2025-12-31,143708000000.0,110814000000.0,32894000000.0,-23304000000.0,,197000000.0,-181000000.0,89000000.0,1.0500000000000007,-461400000.0,-2369000000.0,-378000000.0,0.0,,10.2897,1.3251,1.0500000000000007,,0.0059889341521250075,0.0013708353049238734,-0.008453484380363885,,,,,0.0,48828000000.0,6288000000.0,,,425000000.0,27.43,27.43,,0.52643424,313.12,230.43,1.34771,64900.56,10.3213,1.967,1.3291
