report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-05-02,43619000000.0,16646000000.0,13977000000.0,24248000000.0,19371000000.0,,,2436000000.0,,16863000000.0,5794000000.0,1305000000.0,725000000.0,142000000.0,391000000.0,0.43,1688000000.0,2039000000.0,438000000.0,0.0,,21.1491,0.9084,0.43,1743000000.0,0.03742708172009705,0.016621197184713082,0.04299353614422108,0.34359248057878194,0.07738836505959794,0.02991815493248355,0.0673687470961747,0.10336239103362391,0.0,1.1909565715103385,,,,,,,,,,,1.0855384,426.75,318.66,4.88027,320347.03,22.6298,29.3782,1.9452
2010-08-01,42535000000.0,15757000000.0,12739000000.0,23090000000.0,19445000000.0,,,2395000000.0,,36273000000.0,12376000000.0,3354000000.0,1917000000.0,293000000.0,1100000000.0,1.14,1676000000.0,3363000000.0,866000000.0,0.0,,16.5983,0.7281,1.14,4220000000.0,0.09858575469272307,0.04506876689784883,0.052849226697543626,0.3411904171146583,0.0924654701844347,0.0788527095333255,0.17248650038570326,0.11633997739365368,0.0,1.2369102755318313,,,,,,,,,,,1.0855384,426.75,318.66,4.88027,320347.03,22.6298,29.3782,1.9452
2010-10-31,41741000000.0,15076000000.0,11360000000.0,22626000000.0,19115000000.0,,,1425000000.0,,52871000000.0,18061000000.0,4802000000.0,2751000000.0,439000000.0,1572000000.0,1.65,1667000000.0,3986000000.0,1292000000.0,0.0,,16.5346,0.7583,1.65,6094000000.0,0.14391838869997384,0.06590642294147242,0.05203230504435324,0.341605038679049,0.09082483781278962,0.11504276370954218,0.25121632226000523,0.1152616746420533,0.0,1.327112676056338,,,,,,,,,,,1.0855384,426.75,318.66,4.88027,320347.03,22.6298,29.3782,1.9452
2011-01-30,40125000000.0,13479000000.0,10122000000.0,21236000000.0,18889000000.0,,,545000000.0,,-38010000000.0,-12927000000.0,-3622000000.0,-2055000000.0,-344000000.0,-1128000000.0,-1.21,-3373000000.0,-4803000000.0,-878000000.0,0.0,1.3317,18.0525,0.8862,-1.21,-4500000000.0,-0.10879347768542538,-0.05121495327102804,0.054064719810576166,0.34009471191791635,0.09529071297027099,-0.09026791277258567,-0.1917518132246281,0.11838989739542226,0.0,1.331653823355068,67997000000.0,3338000000.0,5839000000.0,23304000000.0,7557000000.0,530000000.0,2.01,2.01,0.0,11.016981132075472,1.0855384,426.75,318.66,4.88027,320347.03,22.6298,29.3782,1.9452
2011-05-01,42797000000.0,16161000000.0,11458000000.0,24599000000.0,18198000000.0,,,1806000000.0,,16823000000.0,5828000000.0,1422000000.0,812000000.0,141000000.0,471000000.0,0.5,1611000000.0,2098000000.0,424000000.0,0.0,,17.4271,0.8783,0.5,1846000000.0,0.04462028794373008,0.018973292520503775,0.0482672531653094,0.34643048207810734,0.08452713546929798,0.033226628034675326,0.0781404549950544,0.10973072579207038,0.0,1.4104555768895095,67957000000.0,3425000000.0,5956000000.0,23338000000.0,7660000000.0,529000000.0,2.08,2.08,0.0,11.25897920604915,1.0855384,426.75,318.66,4.88027,320347.03,22.6298,29.3782,1.9452
2011-07-31,42277000000.0,15857000000.0,10947000000.0,24044000000.0,18233000000.0,,,2551000000.0,,37055000000.0,12704000000.0,3716000000.0,2175000000.0,290000000.0,1256000000.0,1.36,1595000000.0,4487000000.0,849000000.0,0.0,,15.1653,0.7929,1.36,4565000000.0,0.119289200899468,0.05144641294320789,0.05869653218189178,0.342841721764944,0.10028336256915396,0.08789649218251058,0.20380628530686118,0.12319525030360275,0.0,1.4485247099662009,68739000000.0,3683000000.0,6318000000.0,23666000000.0,8005000000.0,526000000.0,2.3,2.3,0.0,12.011406844106464,1.0855384,426.75,318.66,4.88027,320347.03,22.6298,29.3782,1.9452
2011-10-30,41499000000.0,15478000000.0,10586000000.0,23730000000.0,17769000000.0,10739000000.0,,2234000000.0,,54381000000.0,18665000000.0,5331000000.0,3109000000.0,452000000.0,1779000000.0,1.97,1581000000.0,5691000000.0,1265000000.0,10739000000.0,,15.1519,0.8057,1.97,6596000000.0,0.17496764027238448,0.07491746789079255,0.05717070300288704,0.3432264945477281,0.09803056214486677,0.12846092676931975,0.1870001403114915,0.1212923631415384,0.604367156283415,1.4621197808426223,70249000000.0,4041000000.0,6847000000.0,24270000000.0,8507000000.0,539000000.0,2.62,2.62,1.2623721641001528,12.703153988868275,1.0855384,426.75,318.66,4.88027,320347.03,22.6298,29.3782,1.9452
2012-01-29,40518000000.0,14520000000.0,9376000000.0,22620000000.0,17898000000.0,10758000000.0,,1987000000.0,,-37864000000.0,-12935000000.0,-3808000000.0,-2213000000.0,-277000000.0,-1321000000.0,-1.3599999999999999,-3217000000.0,-5625000000.0,-856000000.0,10758000000.0,1.5486,17.7739,0.9804,-1.3599999999999999,-4664000000.0,-0.12364510001117443,-0.054617700774964216,0.058446017325163746,0.34161736742024085,0.10057046270864145,-0.09398292117083765,-0.1328866554997208,0.12317768856961758,0.6010727455581629,1.5486348122866893,70395000000.0,3883000000.0,6661000000.0,24262000000.0,8343000000.0,606000000.0,2.47,2.47,1.2894642215030565,10.991749174917492,1.0855384,426.75,318.66,4.88027,320347.03,22.6298,29.3782,1.9452
2012-04-29,43300000000.0,17352000000.0,12099000000.0,25325000000.0,17975000000.0,10792000000.0,,3191000000.0,,17808000000.0,6183000000.0,1714000000.0,1035000000.0,156000000.0,595000000.0,0.68,1531000000.0,2490000000.0,410000000.0,10792000000.0,,19.2338,1.1064,0.68,2124000000.0,0.05757997218358832,0.02390300230946882,0.058119946091644205,0.34720350404312667,0.09624887690925427,0.03958429561200924,0.05958216011401954,0.1192722371967655,0.6003894297635605,1.4341681130671957,71380000000.0,4106000000.0,6953000000.0,24617000000.0,8621000000.0,621000000.0,2.6500000000000004,2.6500000000000004,1.2518269342303676,11.19645732689211,1.0855384,426.75,318.66,4.88027,320347.03,22.6298,29.3782,1.9452
2012-07-29,41983000000.0,16231000000.0,11234000000.0,24349000000.0,17634000000.0,10771000000.0,,2810000000.0,,38378000000.0,13209000000.0,4283000000.0,2567000000.0,311000000.0,1481000000.0,1.68,1525000000.0,4261000000.0,833000000.0,10771000000.0,,19.0662,1.1365,1.68,5116000000.0,0.14557105591471023,0.06114379629850177,0.06688727917035801,0.34418156235343167,0.11160039606024284,0.10201748326703666,0.15078331279704277,0.1333055396320809,0.610808665078825,1.4448103970090795,72703000000.0,4498000000.0,7520000000.0,25122000000.0,9172000000.0,642000000.0,2.9699999999999998,2.9699999999999998,1.1743349324029655,11.713395638629283,1.0855384,426.75,318.66,4.88027,320347.03,22.6298,29.3782,1.9452
2012-10-28,41661000000.0,15955000000.0,10666000000.0,23923000000.0,17738000000.0,10779000000.0,,2554000000.0,,56508000000.0,19476000000.0,6016000000.0,3514000000.0,466000000.0,2117000000.0,2.32,1517000000.0,5384000000.0,1257000000.0,10779000000.0,,21.5781,1.2758,2.32,7273000000.0,0.19810576164167323,0.08434747125609082,0.062185885184398666,0.3446591633043109,0.10646280172718907,0.14440363889488972,0.21096188238594524,0.1287074396545622,0.6076784304882173,1.4958747421713856,74830000000.0,4903000000.0,8205000000.0,25933000000.0,9849000000.0,656000000.0,3.3200000000000003,3.3200000000000003,1.094425830033506,12.507621951219512,1.0855384,426.75,318.66,4.88027,320347.03,22.6298,29.3782,1.9452
2013-02-03,41084000000.0,15372000000.0,11462000000.0,23307000000.0,17777000000.0,9475000000.0,,2494000000.0,,-37940000000.0,-13026000000.0,-4247000000.0,-2581000000.0,-301000000.0,-1507000000.0,-1.6799999999999997,-3062000000.0,-5160000000.0,-816000000.0,9475000000.0,1.3411,21.8787,1.3273,-1.6799999999999997,-5063000000.0,-0.14518760195758565,-0.06282250997955409,0.0680284659989457,0.3433315761729046,0.11193990511333685,-0.1033735760880148,-0.1558417730808748,0.1334475487612019,0.5329920684029926,1.3411272029314256,74754000000.0,4535000000.0,7766000000.0,25842000000.0,9450000000.0,632000000.0,3.0,3.0,1.0026455026455026,12.287974683544304,1.0855384,426.75,318.66,4.88027,320347.03,22.6298,29.3782,1.9452
2013-05-05,44195000000.0,18620000000.0,14018000000.0,27802000000.0,16393000000.0,11460000000.0,,4337000000.0,,19124000000.0,6679000000.0,2094000000.0,1226000000.0,164000000.0,707000000.0,0.83,1478000000.0,2697000000.0,435000000.0,11460000000.0,,23.603,1.4664,0.83,2529000000.0,0.07478801927652047,0.027740694648715918,0.06410792721188036,0.3492470194519975,0.10949592135536498,0.047380925444054756,0.07518041144580476,0.13224220874294082,0.6990788751296285,1.3282921957483236,76070000000.0,4726000000.0,8146000000.0,26338000000.0,9855000000.0,640000000.0,3.1500000000000004,3.1500000000000004,1.1628614916286149,12.728125,1.0855384,426.75,318.66,4.88027,320347.03,22.6298,29.3782,1.9452
