report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,7678735000.0,2996980000.0,1255152000.0,,6119199000.0,,,1723949000.0,912618000.0,612021000.0,160272000.0,163115000.0,-2879000.0,0.3,536718000.0,88546000.0,35269000.0,0.0,,,,0.3,195541000.0,0.02665626661267267,0.021242431207744505,0.17873305150676405,0.6706212237759939,0.1756178379124672,0.020872187931996612,0.026191663320640497,0.2142637993114315,0.0,2.3877426797710557,,,,,,,,,-0.2710397,39.96,33.42,5.84526,13358.585,37.8645,2.5766,2.5665
2010-06-30,7744327000.0,2899306000.0,1221019000.0,,6170849000.0,,,1660086000.0,1890918000.0,1271959000.0,345250000.0,293626000.0,55821000.0,0.55,537989000.0,309889000.0,72748000.0,0.0,,,,0.55,417998000.0,0.04758275563054614,0.03791497957149795,0.1552822491509415,0.6726674557014106,0.182583274367265,0.04458102040370971,0.055948541278517755,0.22105559310345557,0.0,2.3744970389486157,,,,,,,,,-0.2710397,39.96,33.42,5.84526,13358.585,37.8645,2.5766,2.5665
2010-09-30,7890897000.0,2866811000.0,1240767000.0,,6316149000.0,,,1460914000.0,2903325000.0,1949746000.0,540786000.0,428169000.0,117225000.0,0.8,537158000.0,441300000.0,112366000.0,0.0,,,,0.8,653152000.0,0.06778956607895095,0.05426113152915315,0.14747539459068482,0.671556232939819,0.18626436930071555,0.0685328930285112,0.08561957610563019,0.22496689140898798,0.0,2.310515189394947,,,,,,,,,-0.2710397,39.96,33.42,5.84526,13358.585,37.8645,2.5766,2.5665
2010-12-31,8467851000.0,3214370000.0,1471976000.0,,6608200000.0,,,1811887000.0,-1613595000.0,-1091979000.0,-278724000.0,-266508000.0,-11386000.0,-0.5000000000000002,-1073075000.0,-27400000.0,-65095000.0,0.0,,,,-0.5000000000000002,-343819000.0,-0.04032989316303986,-0.0314729203430717,0.16516412110845657,0.6767367276175248,0.1727347940468333,-0.03291555319053205,-0.042178505493175145,0.21307639153567035,0.0,2.1837108757208,4093266000.0,618402000.0,767584000.0,2741747000.0,922872000.0,1.15,1.15,0.0,-0.2710397,39.96,33.42,5.84526,13358.585,37.8645,2.5766,2.5665
2011-03-31,9693700000.0,4304427000.0,1403744000.0,,6896339000.0,998923000.0,,2944383000.0,1101612000.0,735885000.0,177393000.0,129750000.0,41271000.0,0.24,548825000.0,239650000.0,40758000.0,998923000.0,,,,0.24,218151000.0,0.018814330328018967,0.01338498199861766,0.11778194137318766,0.6680074291129726,0.16103038093266958,0.018299823596769037,0.02246828540965455,0.19802888857419854,0.14484830284590128,3.0663903104839627,4282260000.0,585037000.0,784705000.0,2865611000.0,945482000.0,1.0899999999999999,1.0899999999999999,1.0565224932891373,-0.2710397,39.96,33.42,5.84526,13358.585,37.8645,2.5766,2.5665
2011-06-30,9793117000.0,4285943000.0,1429348000.0,9793117000.0,6961462000.0,998960000.0,,2838066000.0,2222156000.0,1458051000.0,348313000.0,245310000.0,82985000.0,0.45,547729000.0,557957000.0,82649000.0,998960000.0,,,,0.45,430962000.0,0.035238287589589655,0.02504922590019092,0.1103927897051332,0.6561425030465908,0.15674552101652628,0.03556712331732583,0.0437555948667043,0.1939386793726453,0.1434985926806754,2.9985300990381627,4613498000.0,536721000.0,787768000.0,3051703000.0,958446000.0,0.9899999999999998,0.9899999999999998,1.0422705087193227,-0.2710397,39.96,33.42,5.84526,13358.585,37.8645,2.5766,2.5665
2011-09-30,9707092000.0,4131590000.0,1366680000.0,9707092000.0,6937708000.0,998997000.0,,2722449000.0,3327952000.0,2169655000.0,485339000.0,328973000.0,120383000.0,0.6,544086000.0,743121000.0,125986000.0,998997000.0,,,,0.6,611325000.0,0.04741810984261661,0.033889964162284646,0.09885148583873805,0.6519490064760549,0.14583713947797325,0.049998392927562654,0.06115119561581286,0.18369405568349542,0.14399525030456745,3.0230851406327743,5038125000.0,437525000.0,732321000.0,3271612000.0,916619000.0,0.7899999999999998,0.7899999999999998,1.0898715824131946,-0.2710397,39.96,33.42,5.84526,13358.585,37.8645,2.5766,2.5665
2011-12-31,9983820000.0,4439661000.0,1466703000.0,9983820000.0,7089182000.0,999034000.0,,2910420000.0,-2203011000.0,-1495001000.0,-392521000.0,-278897000.0,-97935000.0,-0.5,-1099223000.0,-554002000.0,,999034000.0,,,,-0.5,-392521000.0,-0.03934121031171156,-0.027934898666041656,0.12659809687741005,0.6786171290111579,0.1781747798808086,-0.03931571282334818,-0.04852998485698206,0.1781747798808086,0.14092373421926535,3.026966604690929,4448709000.0,425136000.0,618524000.0,2868590000.0,867917000.0,0.79,0.79,1.1510708973323487,-0.2710397,39.96,33.42,5.84526,13358.585,37.8645,2.5766,2.5665
2012-03-31,9945023000.0,4231018000.0,1360756000.0,9945023000.0,7172483000.0,999071000.0,,2913095000.0,1032498000.0,634055000.0,47709000.0,16270000.0,7008000.0,0.03,533683000.0,102266000.0,43396000.0,999071000.0,,,,0.03,91105000.0,0.0022683915737409205,0.0016359942053427127,0.015757899773171474,0.6140980418364006,0.04620735342828751,0.004797273973122033,0.00583842436824134,0.08823745905561076,0.1392922088487348,3.109314234146313,4379595000.0,311656000.0,488840000.0,2766760000.0,740871000.0,0.5800000000000001,0.5800000000000001,1.3485087147425125,-0.2710397,39.96,33.42,5.84526,13358.585,37.8645,2.5766,2.5665
2012-06-30,10046281000.0,4229756000.0,1453264000.0,10046281000.0,7208447000.0,999108000.0,,3044310000.0,2106257000.0,1301928000.0,134427000.0,73989000.0,38777000.0,0.14,533753000.0,314330000.0,89827000.0,999108000.0,,,,0.14,224254000.0,0.010264208088094426,0.007364814900160567,0.03512819185882824,0.6181239991131187,0.06382269590083262,0.013380772447037864,0.016378446443551093,0.10647038799158887,0.13860239244319894,2.9105214193704656,4263696000.0,140335000.0,274954000.0,2610637000.0,534163000.0,0.27,0.27,1.8704178312612443,-0.2710397,39.96,33.42,5.84526,13358.585,37.8645,2.5766,2.5665
