report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,2492188000.0,1743440000.0,848841000.0,1859742000.0,583482000.0,,1090030000.0,,264402000.0,88725000.0,51356000.0,,27798000.0,0.28,184259000.0,101120000.0,19898000.0,21905000.0,81222000.0,0.0,,20.4646,7.5581,0.28,110630000.0,0.08801642552812254,0.020606792103966473,0.1942345368038063,0.33556856604715546,0.03560124677592541,0.15206124610527832,0.30719132230467244,0.41841589700531767,0.0,2.0539064441986192,,,,,,,,,,,0.6997575,310.6,208.8601,0.58464,21870.086,26.4867,8.3119,13.2018
2010-06-30,2391965000.0,2120243000.0,942846000.0,1915823000.0,423890000.0,,862923000.0,,331178000.0,104214000.0,86569000.0,,32905000.0,0.47,183480000.0,250320000.0,42772000.0,39806000.0,207548000.0,0.0,,20.8669,7.5531,0.47,144020000.0,0.20422515275189318,0.03619158307082253,0.2613971942580727,0.3146766995392206,0.04356836324946226,0.2458515180825214,0.6266962177439322,0.43487188158633727,0.0,2.248769152120283,,,,,,,,,,,0.6997575,310.6,208.8601,0.58464,21870.086,26.4867,8.3119,13.2018
2010-09-30,2924082000.0,2656904000.0,611756000.0,1678626000.0,1245456000.0,,2060195000.0,,503827000.0,163663000.0,871472000.0,,40098000.0,4.82,180634000.0,168479000.0,68646000.0,53379000.0,99833000.0,0.0,,5.7363,8.4124,4.82,217042000.0,0.699721226602947,0.29803268171002045,1.7297048391610612,0.32483967711138945,0.055970728591058665,0.1314080947058748,0.1981493647621108,0.4307867581530962,0.0,4.343077959186342,,,,,,,,,,,0.6997575,310.6,208.8601,0.58464,21870.086,26.4867,8.3119,13.2018
2010-12-31,2444006000.0,2177957000.0,652713000.0,1767576000.0,676430000.0,,1559628000.0,,-418829000.0,-124319000.0,-178430000.0,157667000.0,-75479000.0,-0.9300000000000006,-369408000.0,-304713000.0,-50789000.0,,-355502000.0,0.0,3.3354,6.7615,8.2557,-0.9300000000000006,-124319000.0,-0.263781913871354,-0.07300718574340652,0.4260211207915402,0.29682519596303025,-0.05086689639878134,-0.18378694025989387,0.8487998682039687,0.29682519596303025,0.0,3.336775887717879,680578000.0,830967000.0,232283000.0,33101000.0,347373000.0,,4.64,4.64,0.0,,0.6997575,310.6,208.8601,0.58464,21870.086,26.4867,8.3119,13.2018
2011-03-31,2330603000.0,2060098000.0,645089000.0,1785275000.0,545328000.0,,1440826000.0,,181523000.0,65510000.0,40771000.0,11820000.0,16875000.0,0.24,171979000.0,90287000.0,15565000.0,13968000.0,74722000.0,0.0,,7.433,8.7053,0.24,79478000.0,0.07476417862277382,0.017493755907805834,0.22460514645527013,0.3608909063865185,0.028108605369511666,0.12012953671918551,0.4116392963977017,0.4378398329688249,0.0,3.1935097327655564,597699000.0,820382000.0,209068000.0,26601000.0,316221000.0,,4.6,4.6,0.0,,0.6997575,310.6,208.8601,0.58464,21870.086,26.4867,8.3119,13.2018
2011-06-30,1795601000.0,1525140000.0,651764000.0,1799804000.0,-4203000.0,,1220165000.0,,371367000.0,147569000.0,30161000.0,123676000.0,908000.0,0.18,171850000.0,103236000.0,29481000.0,27642000.0,73755000.0,0.0,,7.2774,7.8033,0.18,175211000.0,-7.176064715679277,0.016797161507484122,0.08121615544730684,0.39736702507223315,0.08218362542680696,-35.11039733523673,0.19860407629110827,0.471800133022051,-0.0,2.340018779803733,637888000.0,763974000.0,252423000.0,-107192000.0,347412000.0,,4.31,4.31,0.0,,0.6997575,310.6,208.8601,0.58464,21870.086,26.4867,8.3119,13.2018
2011-09-30,1657709000.0,1363690000.0,639231000.0,1824447000.0,-166738000.0,,1202788000.0,,568332000.0,236516000.0,89077000.0,135473000.0,23034000.0,0.53,169176000.0,211687000.0,63444000.0,41455000.0,148243000.0,0.0,,97.9566,6.3722,0.53,277971000.0,-0.5342333481270016,0.05373500415332245,0.15673409204479072,0.4161581610748647,0.14267642873387307,-1.4184888867564682,0.2608387351055369,0.48909968117227254,-0.0,2.1333289530701736,702393000.0,-18421000.0,325276000.0,-58782000.0,408341000.0,428636000.0,0.01999999999999935,0.01999999999999935,0.0,0.7588629979749718,0.6997575,310.6,208.8601,0.58464,21870.086,26.4867,8.3119,13.2018
2011-12-31,1856179000.0,1447781000.0,658923000.0,1944286000.0,-88107000.0,100000000.0,1313349000.0,,-349244000.0,-120206000.0,-17118000.0,-123637000.0,14214000.0,-0.08999999999999997,-346118000.0,-69309000.0,84170000.0,-27359000.0,-153479000.0,100000000.0,2.1973,39.8724,7.3815,-0.08999999999999997,-147565000.0,0.19428649256018252,-0.009222170922093181,0.04901444262464065,0.34418916287752976,-0.0647599180897963,-10.107290002522491,0.43946066360481495,0.4225269439131381,-1.1349835994869875,2.1971929952361657,771978000.0,142891000.0,329389000.0,143241000.0,385095000.0,147332000.0,0.86,0.86,0.2596761837988029,2.2356921782097574,0.6997575,310.6,208.8601,0.58464,21870.086,26.4867,8.3119,13.2018
2012-03-31,1882760000.0,1473683000.0,642616000.0,1954093000.0,-71333000.0,100000000.0,1353040000.0,,205726000.0,98930000.0,,12340000.0,21292000.0,0.42,162881000.0,110278000.0,12917000.0,12741000.0,97361000.0,100000000.0,,36.3396,7.7646,0.42,111671000.0,,,,0.48088233864460495,0.05254519960058637,3.451006383646702,0.47325568960656406,0.5428142286342028,-1.401875709699578,2.293256003585345,796181000.0,,362809000.0,165880000.0,417288000.0,147852000.0,1.04,1.04,0.2396426448879431,2.4538660281903524,0.6997575,310.6,208.8601,0.58464,21870.086,26.4867,8.3119,13.2018
2012-06-30,1942024000.0,1530611000.0,672635000.0,2001219000.0,-59195000.0,100000000.0,315621000.0,,419868000.0,205910000.0,,24920000.0,45123000.0,0.83,163530000.0,245249000.0,26242000.0,26273000.0,219007000.0,100000000.0,,27.502,8.3539,0.83,232183000.0,,,,0.49041603551592405,0.1060285557747999,5.046195319201078,0.5216091724065659,0.5529904636695342,-1.6893318692457133,2.275544686196823,844682000.0,,421150000.0,311132000.0,474260000.0,49096000.0,1.69,1.69,0.21085480538101464,8.578091901580576,0.6997575,310.6,208.8601,0.58464,21870.086,26.4867,8.3119,13.2018
