report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2021-06-30,28519900000.0,3602100000.0,4891900000.0,15283500000.0,12984800000.0,6701900000.0,1525100000.0,1308900000.0,5820100000.0,2002500000.0,758000000.0,472700000.0,,176600000.0,,217500000.0,748500000.0,403900000.0,8227000000.0,,1.1798,,,1161900000.0,0.03640410325919537,0.01657439191582018,0.08121853576399031,0.34406625315716227,0.1302383120564939,0.02657793330271144,0.035734826841663604,0.19963574509029056,0.6335869632185325,0.7363396635254196,11694600000.0,-353200000.0,253300000.0,4207400000.0,1030800000.0,,,,7.981179666278619,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2021-09-30,27643500000.0,2919900000.0,3779800000.0,14121000000.0,13275500000.0,6661000000.0,559800000.0,616300000.0,9255500000.0,3196100000.0,1289400000.0,925700000.0,,203400000.0,,217500000.0,1267700000.0,604200000.0,7220800000.0,,1.0149,,,1893600000.0,0.06972995367406123,0.03348707652793604,0.10001620657987143,0.3453189995138026,0.13931176057479336,0.04664387649899615,0.06290891526763367,0.20459186429690454,0.5439192497457723,0.772501190539182,12004100000.0,151700000.0,668900000.0,4530400000.0,1335700000.0,,,,5.406004342292431,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2021-12-31,27619000000.0,2778700000.0,3622200000.0,13954900000.0,13417100000.0,6647200000.0,514900000.0,637400000.0,-4881800000.0,-1876200000.0,-770200000.0,-476800000.0,260300000.0,-193800000.0,,-434800000.0,-251800000.0,-424300000.0,7162100000.0,0.7671,0.9815,10.0319,,-1194500000.0,-0.03553674042825946,-0.01726347804047938,0.09766889262157401,0.3843254537260846,0.15776967511983284,-0.027886599804482423,-0.03742613901415021,0.24468433774427464,0.5338038771418563,0.767130473193087,12449900000.0,1005700000.0,1454400000.0,4053400000.0,2240500000.0,,,,3.1966525329167594,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2022-03-31,27721500000.0,2870600000.0,3555300000.0,13951000000.0,13531800000.0,6631500000.0,681900000.0,358700000.0,2643300000.0,927800000.0,224400000.0,151500000.0,,36400000.0,,217800000.0,-119300000.0,173700000.0,7313400000.0,,1.0244,10.1146,,398100000.0,0.011195849776083004,0.0054650722363508465,0.05731472023606855,0.3510006431354746,0.08489388264669163,0.00809480006493155,0.010765068217143516,0.1506071955510158,0.540460249190795,0.8074142829015836,12837100000.0,1073100000.0,1501600000.0,4250200000.0,2259100000.0,,,,3.2373068921251824,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2022-06-30,27387900000.0,2871900000.0,3514300000.0,13785100000.0,13372800000.0,6557800000.0,247000000.0,442100000.0,6144700000.0,1747800000.0,338900000.0,198800000.0,,43400000.0,,217800000.0,666800000.0,345400000.0,6804800000.0,,1.0601,15.3231,,684300000.0,0.014865996649916249,0.0072586799279974,0.032353084772242746,0.2844402493205527,0.05515322147541784,0.012374077603613275,0.016795852826897155,0.11136426513906293,0.5088537927733907,0.817203995105711,13161700000.0,799200000.0,1082500000.0,3995500000.0,1781500000.0,,,,3.8197024978950322,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2022-09-30,26708500000.0,2749400000.0,3591200000.0,13312000000.0,13170300000.0,6082700000.0,505000000.0,525200000.0,9662100000.0,2731500000.0,669000000.0,415200000.0,,98300000.0,,217700000.0,1117500000.0,515600000.0,6587700000.0,,0.9132,19.7141,,1184600000.0,0.03152547777954944,0.0155456128198888,0.04297202471512404,0.28270251808613034,0.06923960629676779,0.025048205627421983,0.03385970239902824,0.12260274681487461,0.5001936174574612,0.7655936734239251,13568300000.0,288700000.0,462100000.0,3530900000.0,1072500000.0,,,,6.142377622377622,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2022-12-31,25868300000.0,2638000000.0,3375400000.0,12953100000.0,12689700000.0,6165200000.0,397100000.0,600000000.0,-5642600000.0,-1751900000.0,-1074800000.0,-940800000.0,250600000.0,-54100000.0,,-436400000.0,-163000000.0,-349900000.0,6562300000.0,0.7815,1.0485,,,-1424700000.0,-0.07413886853117095,-0.03636883753474329,0.16673164853081912,0.3104774394782547,0.19047956615744516,-0.04154892281286362,-0.05582796592561812,0.2524899868854783,0.5171359449001947,0.7815370030218641,12807500000.0,-175300000.0,157500000.0,3655200000.0,842300000.0,,,,7.790929597530571,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2023-03-31,25852500000.0,2551600000.0,3306200000.0,12933500000.0,12696500000.0,6177700000.0,412700000.0,328200000.0,2774800000.0,770700000.0,158200000.0,72500000.0,,28700000.0,,217300000.0,3400000.0,171500000.0,6590400000.0,,0.9731,,,329700000.0,0.005710235104162564,0.00280437095058505,0.026128009225890154,0.2777497477295661,0.05701311806256307,0.006119330819069723,0.008202458663652532,0.11881937436932391,0.519072185247903,0.7717621438509467,12939000000.0,-254300000.0,91300000.0,3498100000.0,773900000.0,,,,8.515828918464917,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2023-06-30,26789600000.0,3329200000.0,3829900000.0,13532700000.0,13030800000.0,6191900000.0,423200000.0,960900000.0,6645900000.0,1989600000.0,646700000.0,414900000.0,,123700000.0,,217600000.0,894400000.0,339900000.0,6615100000.0,,1.1984,328.3057,,986600000.0,0.03183994842987384,0.015487353301281094,0.062429467792172615,0.2993725454791676,0.09730811477753201,0.024139964762445128,0.03291780982291471,0.14845242931732347,0.5076511035393069,0.8692655160709157,13440200000.0,-38200000.0,399100000.0,3739900000.0,1076200000.0,,,,6.1467199405315,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2023-09-30,26568400000.0,3087800000.0,4237700000.0,13080400000.0,13246000000.0,5301100000.0,878800000.0,801700000.0,10551500000.0,3335800000.0,1238900000.0,845600000.0,,236100000.0,,217600000.0,1604500000.0,508600000.0,6179900000.0,,1.1674,52.8119,,1747500000.0,0.06383813981579345,0.03182728353984433,0.08014026441738141,0.31614462398711085,0.11741458560394256,0.04663058370093796,0.0637756809208325,0.16561626309055585,0.4665483919673864,0.7286499752224084,14329600000.0,392200000.0,969000000.0,4344200000.0,1639100000.0,,,,3.7703007748154476,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2023-12-31,26375100000.0,2848500000.0,4092600000.0,12940000000.0,13196000000.0,5312100000.0,911800000.0,868900000.0,-6087600000.0,-1727300000.0,-605600000.0,-384100000.0,234000000.0,-92400000.0,,-435200000.0,-423300000.0,-337200000.0,6223900000.0,0.696,1.1283,13.9148,,-942800000.0,-0.029107305244013337,-0.014562977960273137,0.06309547276430777,0.2837407188382942,0.0994809120178724,-0.022961050384643092,-0.031184506614349197,0.1548721992246534,0.47165050015156107,0.6960123149098373,13884600000.0,948900000.0,1438200000.0,4368800000.0,2121000000.0,,,,2.9344177274870344,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2024-03-31,26072300000.0,2677000000.0,3863000000.0,12714100000.0,13120100000.0,5312200000.0,905500000.0,458400000.0,3049300000.0,963500000.0,314300000.0,207800000.0,,55500000.0,,214200000.0,25400000.0,169000000.0,6217700000.0,,1.1271,12.425,,483300000.0,0.015838293915442718,0.007970144559551709,0.06814678778736104,0.3159741580034762,0.10307283638867937,0.01205493953352792,0.016253141515580882,0.15849539238513757,0.47390644888377376,0.6929847268961946,14159100000.0,1084200000.0,1594300000.0,4561600000.0,2274600000.0,,,,2.7335355666930448,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2024-06-30,27394200000.0,4037700000.0,4236300000.0,13978500000.0,13179600000.0,6161500000.0,894200000.0,1647300000.0,6887400000.0,2293400000.0,913900000.0,634800000.0,,190100000.0,,212500000.0,894600000.0,336700000.0,7055700000.0,,0.8304,8.4821,,1250600000.0,0.048165346444505146,0.02317278840046433,0.09216830734384528,0.33298487092371576,0.13269158172895432,0.03336107643223748,0.04516364966172975,0.18157795394488485,0.5353500864973141,0.9531194674598116,14400600000.0,1304100000.0,1861500000.0,4865400000.0,2538600000.0,,,,2.779366580004727,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2024-09-30,26635300000.0,3229500000.0,3248200000.0,13067600000.0,13345300000.0,6203000000.0,37700000.0,1021700000.0,10490700000.0,3495900000.0,1365100000.0,834600000.0,,292700000.0,,211000000.0,1415800000.0,512100000.0,6240700000.0,,0.9813,12.2233,,1877200000.0,0.06253887136295175,0.031334357037465316,0.07955617832937745,0.3332380108095742,0.13012477718360071,0.05125153461759394,0.06969774328602063,0.1789394416006558,0.46763279956239273,0.9942429653346468,14339800000.0,1293100000.0,1987700000.0,5025500000.0,2668300000.0,,,,2.3388299666454295,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2024-12-31,26064300000.0,2848400000.0,3045200000.0,12611600000.0,13092400000.0,6113900000.0,32200000.0,969300000.0,-6693100000.0,-2219400000.0,-840100000.0,-554800000.0,,-193000000.0,5.0,-427800000.0,-425500000.0,-258400000.0,6146100000.0,0.9354,0.9669,10.016,5.0,-1098500000.0,-0.04237572943081482,-0.021285820068062445,0.0828913358533415,0.3315952249331401,0.12551732381108904,-0.032231826674800394,-0.0436676456064662,0.16412424735922068,0.4694402859674315,0.9353737028766583,13734300000.0,1122400000.0,1753200000.0,4533400000.0,2512600000.0,,,,2.4461115975483563,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2025-03-31,25930500000.0,2563600000.0,2865800000.0,12478700000.0,13090300000.0,6154600000.0,83200000.0,412700000.0,2690200000.0,850900000.0,186300000.0,121000000.0,,33200000.0,0.0,204000000.0,-90700000.0,180300000.0,6237800000.0,,1.035,11.3282,0.0,366600000.0,0.009243485634401045,0.004666319585044639,0.04497806854508959,0.31629618615716304,0.06925135677644785,0.007184589575981952,0.009638816024337622,0.13627239610437886,0.4765207825641887,0.894549514969642,13375200000.0,1035600000.0,1625200000.0,4420800000.0,2395900000.0,,,,2.603531032179974,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2025-06-30,26826700000.0,3076100000.0,3240600000.0,13030000000.0,13440700000.0,6257000000.0,62300000.0,613800000.0,6430200000.0,2132800000.0,769900000.0,549700000.0,,163800000.0,2.0,202600000.0,627600000.0,350400000.0,6319300000.0,,0.8039,8.7442,2.0,1120300000.0,0.04089816750615667,0.02049077970827571,0.08548723212341762,0.33168486205716774,0.1197318901433859,0.028699020006187865,0.03896255060728745,0.1742247519517278,0.47016152432536995,0.9492377954699747,12918000000.0,950500000.0,1481200000.0,4260200000.0,2265600000.0,,,,2.789239053672316,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2025-09-30,22873400000.0,3230400000.0,5344800000.0,12204600000.0,10325100000.0,3884800000.0,2407200000.0,950200000.0,9914500000.0,3306300000.0,-2661200000.0,-2377900000.0,,-394800000.0,-11.0,200400000.0,1243700000.0,530200000.0,6292000000.0,,0.7597,,-11.0,-2131000000.0,-0.23030285420964447,-0.1039591840303584,-0.2398406374501992,0.33348126481416107,-0.2684149478037218,-0.11634474979670709,-0.1601482809876573,-0.21493771748449242,0.6093887710530649,0.6044005388414908,12341800000.0,-2262000000.0,-2545100000.0,4070600000.0,-1742600000.0,,-4.0,-4.0,-3.610696660162975,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
2025-12-31,22738400000.0,2935500000.0,5310800000.0,12195700000.0,10230300000.0,3865400000.0,2434100000.0,896500000.0,-5994600000.0,-2015400000.0,-631900000.0,-432400000.0,,-140000000.0,-1.0,-407900000.0,3800000.0,-349600000.0,6299500000.0,0.5527,0.8287,,-1.0,-981500000.0,-0.04226660019745267,-0.019016289624599794,0.07213158509325059,0.33620258232409167,0.10541153705001167,-0.027789994018928333,-0.03822792774262242,0.16373069095519302,0.6157688435334252,0.5527415831889734,13040300000.0,-2139600000.0,-2336900000.0,4274600000.0,-1625600000.0,,-10.0,-10.0,-3.8751845472440944,,0.49307147,63.5,41.83,2.84259,8409.208,0.9025,0.7548
