report_date,total_assets,total_liabilities,total_equity,long_term_debt,cash,revenue,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,fcf_margin,debt_equity,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2019-03-31,52004019000.0,25796178000.0,9322371000.0,,1808368000.0,1187480000.0,709319000.0,249088000.0,167593000.0,,,156278000.0,19455000.0,136823000.0,0.0,,12.0882,5.8793,,0.07608783216201115,0.013639695808895078,0.5973313234749217,0.1152213089904672,0.0,3110710000.0,1661939000.0,-5448442000.0,905527000.0,,,1.969013,153.87,82.67,7.89632,80801.26,34.0867,3.677,3.4604
2019-06-30,57524065000.0,29242002000.0,9875478000.0,,2143057000.0,2367344000.0,1232053000.0,513854000.0,332992000.0,2.2,552374508.0,-3113844000.0,144037000.0,-3257881000.0,0.0,,14.5768,5.9218,2.2,0.12475882180082827,0.021418044778302784,0.5204368270939923,-1.3761755790455463,0.0,4033828000.0,2026827000.0,-4122828000.0,995941000.0,,,1.969013,153.87,82.67,7.89632,80801.26,34.0867,3.677,3.4604
2019-09-30,57645049000.0,29059852000.0,10117754000.0,,2686985000.0,3157829000.0,1481607000.0,782601000.0,386124000.0,2.63,554786356.0,-3512786000.0,160579000.0,-3673365000.0,0.0,,20.6236,6.8005,2.63,0.1464363533645906,0.025702242008676233,0.4691853168743463,-1.1632564651220823,0.0,4617765000.0,1992730000.0,-2486192000.0,1144021000.0,,,1.969013,153.87,82.67,7.89632,80801.26,34.0867,3.677,3.4604
2019-12-31,60899319000.0,30396945000.0,10807490000.0,,2346713000.0,-2491753000.0,-1417930000.0,-501992000.0,-357959000.0,-1.29,-549473352.0,788197000.0,-129502000.0,658695000.0,0.0,1.4413,12.2328,5.3767,-1.29,-0.13119882599937635,-0.023283183183050043,0.569049179433114,-0.26435003790504114,0.0,4220900000.0,2005049000.0,-6135728000.0,1043551000.0,,,1.969013,153.87,82.67,7.89632,80801.26,34.0867,3.677,3.4604
2020-03-31,55601075000.0,29011045000.0,9325962000.0,,1982292000.0,-1001505000.0,-1280524000.0,261469000.0,-360679000.0,-2.31,559149821.0,-1406406000.0,,,0.0,,1309.5226,8.6399,-2.31,-0.13730744345730767,-0.02303056190909978,1.2785997074403024,,0.0,2031915000.0,15206000.0,,1055932000.0,1.23,1.23,1.969013,153.87,82.67,7.89632,80801.26,34.0867,3.677,3.4604
2020-06-30,62110382000.0,32715720000.0,9954868000.0,,2454541000.0,330489000.0,-573555000.0,501536000.0,-154415000.0,-1.06,558961992.0,-2737939000.0,,,0.0,,130.9294,10.7643,-1.06,-0.057615530411854785,-0.009234446505255756,-1.7354737979176311,,0.0,-4940000.0,-1790402000.0,,1043614000.0,-2.0300000000000002,-2.0300000000000002,1.969013,153.87,82.67,7.89632,80801.26,34.0867,3.677,3.4604
2020-09-30,70655333000.0,36611703000.0,12197656000.0,,4363105000.0,2225727000.0,491288000.0,725245000.0,204960000.0,0.8,569910981.0,-4147345000.0,,,0.0,,28.6001,8.146,0.8,0.040277246710351565,0.006953303864550465,0.22073147335679533,,0.0,-937042000.0,-2780721000.0,,986258000.0,-3.8600000000000003,-3.8600000000000003,1.969013,153.87,82.67,7.89632,80801.26,34.0867,3.677,3.4604
2020-12-31,79806502000.0,39006586000.0,13716818000.0,,5363009000.0,2676180000.0,3365300000.0,-518379000.0,919231000.0,,,2337997000.0,,,0.0,2.2648,17.355,7.6713,,0.24534115711092763,0.04216824338448013,1.2575013638843426,,0.0,4230891000.0,2002509000.0,,969871000.0,,,1.969013,153.87,82.67,7.89632,80801.26,34.0867,3.677,3.4604
2021-03-31,216445114000.0,170142484000.0,14676056000.0,,10498736000.0,4563006000.0,1669836000.0,251756000.0,438739000.0,2.68,620888491.0,-73166000.0,,,0.0,,8.4056,4.1241,2.68,0.11377961490471282,0.007714824184019233,0.36595086659978093,,0.0,9795402000.0,4952869000.0,,960158000.0,,,1.969013,153.87,82.67,7.89632,80801.26,34.0867,3.677,3.4604
2021-06-30,229234863000.0,176735602000.0,16068359000.0,,11662284000.0,7699187000.0,2985111000.0,516812000.0,782406000.0,4.73,625668629.0,-1307308000.0,,,0.0,,9.1334,4.2467,4.73,0.18577572233729656,0.01302206375127155,0.387717690192484,,0.0,17164100000.0,8511535000.0,,975434000.0,,,1.969013,153.87,82.67,7.89632,80801.26,34.0867,3.677,3.4604
2021-09-30,265799650000.0,208742097000.0,16932970000.0,,11973622000.0,12182552000.0,4141668000.0,794978000.0,1161688000.0,6.52,629620055.0,-3558499000.0,,,0.0,,9.2475,3.5747,6.52,0.24459194104755397,0.015581916680477193,0.3399671924240504,,0.0,27120925000.0,12161915000.0,,1045167000.0,,,1.969013,153.87,82.67,7.89632,80801.26,34.0867,3.677,3.4604
2021-12-31,552070880000.0,442508828000.0,17582164000.0,,10091602000.0,-8208597000.0,-4130139000.0,-493178000.0,-1029563000.0,-6.62,-1243084310.0,-2237735000.0,,,0.0,0.3355,13.5486,3.8415,-6.62,-0.2349050435429905,-0.007481175243294847,0.5031479800994006,,0.0,16236148000.0,4666476000.0,,1070368000.0,7.3100000000000005,7.3100000000000005,1.969013,153.87,82.67,7.89632,80801.26,34.0867,3.677,3.4604
2022-03-31,555581962000.0,447863174000.0,15714287000.0,,12914929000.0,1004017000.0,-56520000.0,281759000.0,-3166000.0,,,916818000.0,,,0.0,,16.508,3.806,,-0.003596726978449611,-0.00010173116455497883,-0.05629386753411546,,0.0,12677159000.0,2940120000.0,,1100371000.0,,,1.969013,153.87,82.67,7.89632,80801.26,34.0867,3.677,3.4604
2022-06-30,288775098000.0,242266114000.0,19072683000.0,,13262491000.0,1334087000.0,-867204000.0,610485000.0,-156270000.0,-1.42,636719538.0,-3146672000.0,,,0.0,,38.3674,3.8039,-1.42,-0.04546838009104435,-0.003003042873177382,-0.6500355673955297,,0.0,6312059000.0,-912195000.0,,1194044000.0,,,1.969013,153.87,82.67,7.89632,80801.26,34.0867,3.677,3.4604
2022-12-31,300677191000.0,254822569000.0,53506820000.0,,13442820000.0,5721195000.0,-841130000.0,1550777000.0,-35672000.0,-1.21,749504970.0,-5279259000.0,,,0.0,0.4261,,5.999,-1.21,-0.01572005213541003,-0.0027974519690121755,-0.14701998446128825,,0.0,-149298000.0,-5894993000.0,,1949843000.0,,,1.969013,153.87,82.67,7.89632,80801.26,34.0867,3.677,3.4604
2023-03-31,307910589000.0,260169967000.0,56979250000.0,,10078140000.0,3127482000.0,339994000.0,576338000.0,148747000.0,0.36,887169336.0,-1932888000.0,,,0.0,,,5.1441,0.36,0.005966979207343024,0.001104197166795066,0.10871173679017178,,0.0,11186781000.0,-1424860000.0,,3019359000.0,,,1.969013,153.87,82.67,7.89632,80801.26,34.0867,3.677,3.4604
2023-06-30,313494799000.0,261507211000.0,60411021000.0,,11071491000.0,6754000000.0,1201706000.0,1296446000.0,473702000.0,1.32,913068567.0,-4572009000.0,,,0.0,,34.7725,3.9867,1.32,0.019892165040547815,0.0038332565766107016,0.17792508143322475,,0.0,16936764000.0,-166634000.0,,4034046000.0,-0.9499999999999997,-0.9499999999999997,1.969013,153.87,82.67,7.89632,80801.26,34.0867,3.677,3.4604
2023-09-30,288732956000.0,227134781000.0,20407773000.0,45991109000.0,11294442000.0,10069481000.0,2691832000.0,2020788000.0,910912000.0,2.95,911716705.0,-2600936000.0,,,45991109000.0,,19.0627,4.0012,2.95,0.1319022903674987,0.009322912206807456,0.26732579365311876,,2.2536074367350127,25672158000.0,3392402000.0,,5444349000.0,3.4200000000000004,3.4200000000000004,1.969013,153.87,82.67,7.89632,80801.26,34.0867,3.677,3.4604
2023-12-31,317294194000.0,258915282000.0,22858694000.0,47474727000.0,20348567000.0,-5451651000.0,-501271000.0,-1121484000.0,-335838000.0,-0.5400000000000009,-1800167175.0,7612021000.0,,,47474727000.0,0.4942,19.6457,4.8227,-0.5400000000000009,-0.02192911808522394,-0.0015798303576900622,0.09194847579201236,,2.0768783640920168,14499312000.0,3732261000.0,,2772088000.0,4.09,4.09,1.969013,153.87,82.67,7.89632,80801.26,34.0867,3.677,3.4604
2024-03-31,339773927000.0,282862077000.0,21421193000.0,48139752000.0,15608893000.0,9656738000.0,682214000.0,754064000.0,269201000.0,0.74,925141166.0,1527433000.0,,,48139752000.0,,21.7207,4.0784,0.74,0.031847619317934346,0.0020078468233967815,0.07064642325389796,,2.2472955637904946,21028568000.0,4074481000.0,,2949814000.0,4.47,4.47,1.969013,153.87,82.67,7.89632,80801.26,34.0867,3.677,3.4604
2024-06-30,348469179000.0,289939212000.0,21673103000.0,49094456000.0,15540178000.0,13828648000.0,1350140000.0,,486170000.0,1.45,928593777.0,4885275000.0,,,49094456000.0,,23.8984,4.162,1.45,0.06229564820505859,0.0038744889974903635,0.09763355029356449,,2.2652250579900812,28103216000.0,4222915000.0,,,4.6,4.6,1.969013,153.87,82.67,7.89632,80801.26,34.0867,3.677,3.4604
2024-09-30,360655876000.0,298857266000.0,24083685000.0,49452787000.0,14459785000.0,18620344000.0,1950690000.0,,696066000.0,2.09,933079377.0,6761533000.0,,,49452787000.0,,38.742,4.8078,2.09,0.08099632593600191,0.005408729289634533,0.1047612224564702,,2.053372936907288,36654079000.0,3481773000.0,,,3.739999999999999,3.739999999999999,1.969013,153.87,82.67,7.89632,80801.26,34.0867,3.677,3.4604
2024-12-31,360099411000.0,298114719000.0,23651568000.0,49647256000.0,14878493000.0,-20227032000.0,-906799000.0,,-497041000.0,-0.9999999999999996,-1847909720.0,-6524363000.0,,,49647256000.0,0.2945,42.7072,5.7131,-0.9999999999999996,-0.038339910487118656,-0.002518190733724916,0.044831045899368725,,2.0991105536850663,21878698000.0,3076245000.0,,,3.28,3.28,1.969013,153.87,82.67,7.89632,80801.26,34.0867,3.677,3.4604
2025-03-31,372372919000.0,303415987000.0,27469987000.0,49580258000.0,17986901000.0,3110183000.0,-185924000.0,,86569000.0,-0.22,888246698.0,2549726000.0,,,49580258000.0,,46.5062,5.9207,-0.22,-0.006768259482612788,-0.0004992951702806293,-0.0597791191064963,,1.8048882949962808,15332143000.0,2208107000.0,,,2.32,2.32,1.969013,153.87,82.67,7.89632,80801.26,34.0867,3.677,3.4604
2025-06-30,380867573000.0,309899128000.0,28219229000.0,51210432000.0,17824220000.0,8199026000.0,324199000.0,,260873000.0,0.29,955811238.0,2988482000.0,,,51210432000.0,,57.7876,6.2821,0.29,0.011488584610160682,0.0008512118725318734,0.03954116013292311,,1.814735335256679,9702521000.0,1182166000.0,,,1.1600000000000001,1.1600000000000001,1.969013,153.87,82.67,7.89632,80801.26,34.0867,3.677,3.4604
2025-09-30,398480928000.0,323078973000.0,29749202000.0,53118745000.0,22681857000.0,13725001000.0,1224556000.0,,620612000.0,1.19,955793116.0,5378091000.0,,,53118745000.0,,49.2652,5.9473,1.19,0.04116265034604962,0.0030730605004011635,0.08922083138646038,,1.7855519284181136,4807178000.0,456032000.0,,,0.26000000000000023,0.26000000000000023,1.969013,153.87,82.67,7.89632,80801.26,34.0867,3.677,3.4604
2025-12-31,410144072000.0,328512161000.0,30902561000.0,52938151000.0,16892147000.0,-5569903000.0,1007632000.0,,-14306000.0,1.0799999999999998,-1844094126.0,-10438539000.0,,,52938151000.0,0.3009,47.9357,4.8664,1.0799999999999998,0.03260674738252276,0.0024567757253846157,-0.18090656156848692,,1.7130667908074027,19464307000.0,2370463000.0,,,2.34,2.34,1.969013,153.87,82.67,7.89632,80801.26,34.0867,3.677,3.4604
