report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2023-07-02,14218549000.0,3523341000.0,1366830000.0,6348591000.0,7869958000.0,3883738000.0,1331903000.0,1383931000.0,154175000.0,605034000.0,17527000.0,4.0,125918000.0,-71856000.0,34895000.0,217938000.0,-106751000.0,3883738000.0,,18.0547,5.2061,4.0,372113000.0,0.07687893632977456,0.04255244329080274,0.43718509087519536,0.11140367547225982,0.010843230205838866,0.013117150554174619,-0.07713607109024945,0.26888117976980064,0.49348903767974367,2.577746318122956,,,,,,,,,1.154622,118.2999,81.36,1.19041,9587.915,39.7507,1.5185,3.3571
2023-10-01,13421548000.0,2913237000.0,1447845000.0,5727267000.0,7694281000.0,3152454000.0,1136721000.0,2054670000.0,223403000.0,614531000.0,35661000.0,4.0,125335000.0,-105341000.0,57252000.0,326201000.0,-162593000.0,3152454000.0,,18.0318,4.7867,4.0,549604000.0,0.07986854132309439,0.04578689432843365,0.29908987817995103,0.10872938233390277,0.01664509935813663,0.020596336132485953,-0.07913338881669563,0.2674901565701548,0.4097139160891057,2.0121193912331776,,,,,,,,,1.154622,118.2999,81.36,1.19041,9587.915,39.7507,1.5185,3.3571
2023-12-31,13564665000.0,3001091000.0,1450463000.0,5691926000.0,7872739000.0,3177770000.0,913163000.0,2750571000.0,300562000.0,693094000.0,3473000.0,5.0,,91272000.0,81368000.0,431769000.0,9904000.0,3177770000.0,2.0691,19.4629,4.9043,5.0,732331000.0,0.08803721296997144,0.051095548618414095,0.2519818612208156,0.10927258376533454,0.022157716390342114,0.02719892812177249,0.0036007069077656968,0.2662468992801858,0.40364223937818844,2.069057259647437,,,,,,,,,1.154622,118.2999,81.36,1.19041,9587.915,39.7507,1.5185,3.3571
2024-03-31,13432705000.0,3059340000.0,1374222000.0,5586209000.0,7846496000.0,3164994000.0,998081000.0,649920000.0,44116000.0,26013000.0,5853000.0,0.0,123538000.0,147563000.0,17844000.0,107802000.0,129719000.0,3164994000.0,,85.2519,4.6802,0.0,151918000.0,0.0033152377825719915,0.0019365421931025807,0.04002492614475628,0.06787912358444116,0.0032842230957949273,0.004006360628761412,0.19959225750861645,0.2337487690792713,0.40336399840132464,2.2262341892358,6839092000.0,1938672000.0,722256000.0,-129721000.0,1805966000.0,13.0,13.0,1.752521365297021,1.154622,118.2999,81.36,1.19041,9587.915,39.7507,1.5185,3.3571
2024-06-30,13424849000.0,3158689000.0,1390013000.0,5554535000.0,7870314000.0,3162600000.0,1248120000.0,1341605000.0,129840000.0,81373000.0,19909000.0,0.0,123494000.0,306184000.0,39875000.0,215146000.0,266309000.0,3162600000.0,,75.0118,4.6929,0.0,344986000.0,0.010339231700285402,0.006061371714497496,0.0606534710291032,0.09677960353457239,0.009671617163068278,0.011768423102001883,0.19850030374066882,0.2571442414123382,0.4018391134076734,2.272416876676693,6796766000.0,1415011000.0,697921000.0,243339000.0,1778839000.0,9.0,9.0,1.7779012040999775,1.154622,118.2999,81.36,1.19041,9587.915,39.7507,1.5185,3.3571
2024-09-29,12769737000.0,2448406000.0,687940000.0,4848036000.0,7921701000.0,3185699000.0,1229778000.0,2025654000.0,227991000.0,175740000.0,26880000.0,1.0,123336000.0,454069000.0,62194000.0,322816000.0,391875000.0,3185699000.0,,61.9586,5.7894,1.0,550807000.0,0.02218462928605864,0.013762225486711277,0.08675716583384922,0.1125517980859515,0.01785400905280978,0.020526045699263553,0.19345603938283637,0.2719156381099635,0.40214835172395424,3.5590400325609792,6767750000.0,976220000.0,702509000.0,797807000.0,1780042000.0,6.0,6.0,1.789676311008392,1.154622,118.2999,81.36,1.19041,9587.915,39.7507,1.5185,3.3571
2024-12-29,12392478000.0,2349608000.0,653100000.0,4725604000.0,7666874000.0,3150476000.0,1163396000.0,-1262153000.0,-55206000.0,-12741000.0,-19587000.0,1.0,,-279517000.0,-33265000.0,-217915000.0,-312782000.0,3150476000.0,3.5976,50.1014,4.9171,1.0,-273121000.0,-0.001661824623699307,-0.001028123673086206,0.010094655719235306,0.04373954663182673,-0.004454799112816662,-0.005103468039769445,0.24781623147114493,0.21639294126781777,0.4109205394532374,3.59762364109631,2755026000.0,270385000.0,346741000.0,475121000.0,774590000.0,2.0,2.0,4.0672820459856185,1.154622,118.2999,81.36,1.19041,9587.915,39.7507,1.5185,3.3571
2025-03-30,12360724000.0,2317938000.0,648187000.0,4723594000.0,7637130000.0,3168384000.0,1137620000.0,664762000.0,72230000.0,42237000.0,10713000.0,0.0,120233000.0,128155000.0,15982000.0,97422000.0,112173000.0,3168384000.0,,44.3517,4.5892,0.0,169652000.0,0.005530480691044935,0.0034170328534153826,0.06353702528122847,0.1086554285593942,0.00584350884300952,0.006684550128758336,0.1687415947361612,0.25520712676115664,0.41486579382569105,3.5760328423741914,2769868000.0,286609000.0,374855000.0,457575000.0,792324000.0,2.0,2.0,3.9988489557302316,1.154622,118.2999,81.36,1.19041,9587.915,39.7507,1.5185,3.3571
2025-06-29,12362789000.0,2236183000.0,671814000.0,4806621000.0,7556168000.0,3214324000.0,991849000.0,1385046000.0,162990000.0,96185000.0,24141000.0,0.0,118882000.0,262473000.0,34850000.0,200200000.0,227623000.0,3214324000.0,,39.9736,4.0738,0.0,363190000.0,0.012729335822072776,0.007780202347544717,0.06944534694154562,0.11767840201697272,0.013183918288988027,0.015133013422228066,0.16434327812939065,0.26222233774185116,0.42539075362008893,3.3285745757010123,2813309000.0,301421000.0,408005000.0,418889000.0,810528000.0,2.0,2.0,3.9657161751352206,1.154622,118.2999,81.36,1.19041,9587.915,39.7507,1.5185,3.3571
2025-09-28,12138952000.0,2143788000.0,1222743000.0,4763056000.0,7375896000.0,2630693000.0,931386000.0,2083995000.0,244886000.0,142837000.0,32605000.0,1.0,117735000.0,400973000.0,53351000.0,302261000.0,347622000.0,2630693000.0,,41.1539,3.4739,1.0,547147000.0,0.019365376084478414,0.011766831271760527,0.06853999169863652,0.11750795947207167,0.02017357017310885,0.024472475086165724,0.16680558254698308,0.26254717501721453,0.35666080432804365,1.7532613149288117,2871650000.0,268518000.0,424900000.0,374636000.0,806868000.0,2.0,2.0,3.26037592270359,1.154622,118.2999,81.36,1.19041,9587.915,39.7507,1.5185,3.3571
2025-12-28,12168411000.0,2239747000.0,1331246000.0,4918051000.0,7250360000.0,2631236000.0,919860000.0,-1277752000.0,-123471000.0,-40058000.0,-39065000.0,1.0,,-208668000.0,-30661000.0,-194543000.0,-239329000.0,2631236000.0,1.6824,45.6462,3.8549,1.0,-318014000.0,-0.005524967036119586,-0.0032919663873943773,0.03135037159010512,0.09663142769488915,-0.010146846617853391,-0.012495046346764228,0.18730473519117952,0.24888554273442734,0.3629110830358768,1.6824441162640114,2856051000.0,241201000.0,356635000.0,448089000.0,761975000.0,2.0,2.0,3.453178910069228,1.154622,118.2999,81.36,1.19041,9587.915,39.7507,1.5185,3.3571
