report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2018-04-30,59876000000.0,19792000000.0,19084000000.0,,23932000000.0,,3855000000.0,6986000000.0,15142000000.0,658000000.0,2214000000.0,,-3105000000.0,1.0,1601000000.0,389000000.0,1290000000.0,3855000000.0,,9.1223,0.8739,1.0,1948000000.0,0.09251211766672238,0.03697641793038947,0.14621582353718135,0.04345528992207106,0.010989378047965796,0.023680138194119554,0.12864879144102495,0.16108139729232826,1.037099140641375,25279000000.0,,443000000.0,2947000000.0,1.0,1.0,1.308109942314218,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2018-07-31,57513000000.0,17467000000.0,17407000000.0,,23426000000.0,,2326000000.0,5193000000.0,22906000000.0,1174000000.0,2665000000.0,,-3092000000.0,1.0,1578000000.0,1638000000.0,1931000000.0,2326000000.0,,7.3301,0.7648,1.0,3105000000.0,0.11376248612652608,0.04633734981656321,0.11634506242905789,0.051252946826159086,0.020412776241893138,0.045588692140416276,0.13555400331790798,0.0992913856398873,1.0034468891825128,24975000000.0,,832000000.0,2898000000.0,2.0,2.0,0.8026224982746721,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2018-10-31,55493000000.0,17272000000.0,17198000000.0,,21239000000.0,,2005000000.0,4880000000.0,-14870000000.0,-235000000.0,,,6592000000.0,-1.0,-3245000000.0,795000000.0,-1280000000.0,2005000000.0,1.0043,11.7624,0.7274,-1.0,-1515000000.0,,,,0.015803631472763955,-0.004234768349161156,-0.010110135949062123,0.10188298587760591,0.09440180799472668,1.0043028259099895,30852000000.0,,1858000000.0,4434000000.0,1.0,1.0,0.4521876409562472,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2019-01-31,51758000000.0,15432000000.0,16459000000.0,,18293000000.0,,2073000000.0,3781000000.0,7553000000.0,456000000.0,177000000.0,,478000000.0,0.0,1412000000.0,382000000.0,639000000.0,2073000000.0,,33.5985,0.7096,0.0,1095000000.0,0.009675832285573716,0.0034197611963367983,0.023434396928372833,0.06037336157818086,0.008810232234630396,0.022390258273593245,0.14497550642128956,0.1133220357513803,0.9376025274925572,30731000000.0,,2053000000.0,4633000000.0,1.0,1.0,0.4474422620332398,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2019-04-30,51140000000.0,15000000000.0,16077000000.0,51140000000.0,18198000000.0,10332000000.0,2114000000.0,3585000000.0,14703000000.0,890000000.0,596000000.0,,499000000.0,0.43,1397000000.0,1369000000.0,1287000000.0,12446000000.0,,74.7093,0.7124,0.43,2177000000.0,0.032750851741949666,0.011654282362143137,0.040535945045228866,0.0605318642453921,0.017403206883066093,0.029043205847800548,0.14806502074406583,0.6839213100340696,0.933009889904833,30292000000.0,,2285000000.0,4862000000.0,0.43,0.43,2.559851912793089,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2019-07-31,50760000000.0,15117000000.0,17158000000.0,,17533000000.0,,2207000000.0,3693000000.0,21920000000.0,814000000.0,569000000.0,,261000000.0,0.41,1380000000.0,2565000000.0,1919000000.0,2207000000.0,,,0.6443,0.41,2733000000.0,0.03245308846175783,0.011209613869188338,0.025958029197080294,0.03713503649635037,0.016036249014972418,0.041236068895643366,0.12468065693430656,0.1258769178121257,0.8810467420445274,29306000000.0,,1925000000.0,4490000000.0,-0.1600000000000001,-0.1600000000000001,0.49153674832962135,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2019-10-31,51803000000.0,15143000000.0,19159000000.0,,17098000000.0,,4425000000.0,3753000000.0,-15041000000.0,-886000000.0,-293000000.0,,-734000000.0,-0.06999999999999995,-2823000000.0,-319000000.0,-1310000000.0,4425000000.0,0.7904,20.4241,0.7354,-0.06999999999999995,-2196000000.0,-0.017136507193823838,-0.0056560430863077426,0.019480087760122333,0.058905657868492785,-0.017103256568152425,-0.041165265065279004,0.14600093078917625,0.2588021990876126,0.7903857195051934,29135000000.0,1049000000.0,1274000000.0,3809000000.0,0.7699999999999999,0.7699999999999999,1.161722236807561,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2020-01-31,52244000000.0,14751000000.0,18754000000.0,,17189000000.0,,4510000000.0,3171000000.0,6949000000.0,348000000.0,333000000.0,,45000000.0,0.25,1315000000.0,-79000000.0,690000000.0,4510000000.0,,14.9465,0.6313,0.25,1038000000.0,0.019372854732677875,0.006373937677053824,0.04792056410994388,0.05007914807886027,0.0066610519868310234,0.01603760541960459,0.14937401064901426,0.2623771016347664,0.7865522021968646,28531000000.0,1205000000.0,1166000000.0,3752000000.0,1.02,1.02,1.2020255863539446,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2020-04-30,54515000000.0,17983000000.0,20197000000.0,,16210000000.0,,5162000000.0,5131000000.0,12958000000.0,-486000000.0,-488000000.0,,-45000000.0,-0.38,1295000000.0,21000000.0,1331000000.0,5162000000.0,,,0.4732,-0.38,845000000.0,-0.03010487353485503,-0.008951664679446024,-0.03766013273653342,-0.03750578793023615,-0.008914977529120426,-0.022740033688938798,0.06521068066059577,0.31844540407156074,0.8903797593702035,26786000000.0,121000000.0,-210000000.0,2420000000.0,0.20999999999999996,0.20999999999999996,2.1330578512396694,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2020-07-31,58239000000.0,21383000000.0,21610000000.0,58239000000.0,16155000000.0,13730000000.0,5727000000.0,8465000000.0,19774000000.0,-474000000.0,-479000000.0,,-88000000.0,-0.37,,1493000000.0,1973000000.0,19457000000.0,,12680.6,0.4698,-0.37,1499000000.0,-0.02965026307644692,-0.008224729133398582,-0.024223728127844645,-0.023970870840497625,-0.008138876010920518,-0.013310120184207571,0.075806614746637,1.204394924172083,0.9894956038870893,24640000000.0,-927000000.0,-1498000000.0,1186000000.0,-0.5700000000000001,-0.5700000000000001,16.40556492411467,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2020-10-31,54015000000.0,16556000000.0,18738000000.0,,16049000000.0,,3755000000.0,4233000000.0,-12699000000.0,283000000.0,312000000.0,215000000.0,-32000000.0,0.25,-1316000000.0,805000000.0,-1369000000.0,3755000000.0,0.8836,,0.4248,0.25,-1086000000.0,0.019440463580285377,0.005776173285198556,-0.024568863690054336,-0.022285219308606975,0.005239285383689716,0.0142900424156736,0.08551854476730451,0.23397096392298586,0.8835521400362899,26982000000.0,-322000000.0,-329000000.0,2296000000.0,-0.2500000000000001,-0.2500000000000001,1.6354529616724738,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2021-01-31,53451000000.0,16072000000.0,17931000000.0,53451000000.0,16212000000.0,11963000000.0,3727000000.0,4165000000.0,6833000000.0,222000000.0,223000000.0,,-18000000.0,0.17,1315000000.0,963000000.0,674000000.0,15690000000.0,,,0.5961,0.17,896000000.0,0.013755243029854428,0.0041720454247815755,0.03263573832869896,0.032489389726328116,0.004153336700903632,0.006958811359789355,0.13112834772427923,0.9678016284233901,0.8963248006246166,26866000000.0,-432000000.0,-455000000.0,2154000000.0,-0.33000000000000007,-0.33000000000000007,7.284122562674095,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2021-04-30,54132000000.0,16703000000.0,17980000000.0,,16560000000.0,,3531000000.0,4625000000.0,13533000000.0,500000000.0,482000000.0,,11000000.0,0.36,1323000000.0,1785000000.0,1313000000.0,3531000000.0,,32.1673,0.7564,0.36,1813000000.0,0.029106280193236717,0.008904160200990172,0.03561664080396069,0.03694672282568536,0.00923668070642134,0.02488676521825693,0.13396881696593513,0.21322463768115943,0.9289766407119021,27441000000.0,538000000.0,531000000.0,3122000000.0,0.4099999999999999,0.4099999999999999,1.1310057655349135,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2021-07-31,56437000000.0,18745000000.0,19641000000.0,,17020000000.0,,3736000000.0,5293000000.0,20430000000.0,782000000.0,874000000.0,,25000000.0,0.66,1328000000.0,2915000000.0,1956000000.0,3736000000.0,,18.3539,0.6847,0.66,2738000000.0,0.051351351351351354,0.01548629445222106,0.04278022515907978,0.038277043563387174,0.013856158194092527,0.03767585276546541,0.13401860009789526,0.21950646298472384,0.9543811414897408,28097000000.0,1891000000.0,1787000000.0,4361000000.0,1.44,1.44,0.8566842467324008,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2021-10-31,57699000000.0,18878000000.0,20687000000.0,,19971000000.0,,3552000000.0,3996000000.0,-13012000000.0,-372000000.0,1848000000.0,211000000.0,142000000.0,1.3900000000000001,-2636000000.0,208000000.0,-1346000000.0,3552000000.0,0.9126,5.7101,0.7043,1.3900000000000001,-1718000000.0,0.09253417455310199,0.0320282847189726,-0.14202274823240085,0.02858899477405472,-0.006447252118754225,-0.015814309399311312,0.1320319704887796,0.17785789394622203,0.9125537777348093,27784000000.0,3427000000.0,1132000000.0,3729000000.0,2.58,2.58,0.9525341914722446,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2022-01-31,57873000000.0,19342000000.0,20473000000.0,,20318000000.0,,3795000000.0,3861000000.0,6961000000.0,448000000.0,513000000.0,,-20000000.0,0.39,1325000000.0,-76000000.0,621000000.0,3795000000.0,,5.7113,0.7606,0.39,1069000000.0,0.02524854808544148,0.00886423720906122,0.07369630800172389,0.0643585691710961,0.00774108824495015,0.018579189648737195,0.15356988938370925,0.18678019490107295,0.9447565085722659,27912000000.0,3717000000.0,1358000000.0,3902000000.0,2.8000000000000003,2.8000000000000003,0.9725781650435674,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2022-04-30,56324000000.0,18172000000.0,20190000000.0,,20532000000.0,,4596000000.0,3027000000.0,13674000000.0,655000000.0,763000000.0,,6000000.0,0.57,1327000000.0,303000000.0,1242000000.0,4596000000.0,,5.3927,0.7161,0.57,1897000000.0,0.03716150399376583,0.01354662310915418,0.055799327190288135,0.04790112622495246,0.01162914565726866,0.026066539318688315,0.1387304373263127,0.22384570426651082,0.9000495294700347,28053000000.0,3998000000.0,1513000000.0,3986000000.0,3.0100000000000002,3.0100000000000002,1.1530356246864024,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2022-07-31,57675000000.0,19521000000.0,21299000000.0,,20611000000.0,,4743000000.0,3762000000.0,20625000000.0,1121000000.0,1172000000.0,,61000000.0,0.88,1326000000.0,1557000000.0,1862000000.0,4743000000.0,,5.0299,0.6697,0.88,2983000000.0,0.05686284023094464,0.020320762895535326,0.05682424242424242,0.05435151515151515,0.019436497615951454,0.044213930740711525,0.14463030303030303,0.23011983892096452,0.9165219024367341,28248000000.0,4296000000.0,1852000000.0,4231000000.0,3.23,3.23,1.1210115811864807,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2022-10-31,57123000000.0,20506000000.0,23174000000.0,,19864000000.0,,4612000000.0,4163000000.0,-12764000000.0,-1442000000.0,-1580000000.0,188000000.0,-39000000.0,-1.1799999999999997,-2656000000.0,2809000000.0,-1245000000.0,4612000000.0,0.8849,21.0598,0.6415,-1.1799999999999997,-2687000000.0,-0.07954087797019734,-0.027659611715070986,0.12378564713256032,0.1129739893450329,-0.025243772210843268,-0.05891485536852427,0.21051394547163899,0.23217881594844947,0.8848709760938983,28496000000.0,868000000.0,782000000.0,3262000000.0,0.6600000000000001,0.6600000000000001,1.4138565297363581,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2023-01-31,55591000000.0,18234000000.0,21476000000.0,,20011000000.0,,5349000000.0,2530000000.0,7809000000.0,591000000.0,501000000.0,,122000000.0,0.38,1315000000.0,-829000000.0,656000000.0,5349000000.0,,24.44,0.7129,0.38,1247000000.0,0.025036230073459596,0.009012250184382365,0.06415674222051479,0.07568190549366116,0.010631217283373209,0.02330441640378549,0.15968754001792804,0.2673029833591525,0.8490407897187559,29344000000.0,856000000.0,925000000.0,3440000000.0,0.6500000000000001,0.6500000000000001,1.5549418604651162,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2023-07-31,56415000000.0,17655000000.0,20170000000.0,,20622000000.0,,4486000000.0,2919000000.0,21784000000.0,1582000000.0,1383000000.0,,298000000.0,1.05,1317000000.0,1585000000.0,1961000000.0,4486000000.0,,20.6659,0.7519,1.05,3543000000.0,0.06706430026185627,0.02451475671363999,0.06348696290855674,0.07262210796915167,0.028042187361517326,0.06300780627688386,0.16264230627983842,0.21753467170982446,0.8753098661378285,37454000000.0,1476000000.0,1852000000.0,5086000000.0,1.1300000000000003,1.1300000000000003,0.8820290994887927,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2023-10-31,57153000000.0,18948000000.0,21882000000.0,,21182000000.0,,4868000000.0,4270000000.0,29135000000.0,2089000000.0,2025000000.0,,205000000.0,1.54,1316000000.0,4428000000.0,2616000000.0,4868000000.0,0.8659,9.7445,0.6773,1.54,4705000000.0,0.09560003776791616,0.03543121096005459,0.06950403295006007,0.07170070362107431,0.036551012195335325,0.08019193857965451,0.16148961729878153,0.22981776980455104,0.8659171922127776,45964000000.0,2329000000.0,2820000000.0,6808000000.0,1.79,1.79,0.7150411280846063,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2024-01-31,58602000000.0,20244000000.0,22635000000.0,,21416000000.0,,4957000000.0,3758000000.0,6755000000.0,525000000.0,387000000.0,,96000000.0,0.29,1316000000.0,64000000.0,657000000.0,4957000000.0,,10.4014,0.7078,0.29,1182000000.0,0.01807060141949944,0.006603870175079349,0.05729089563286455,0.07772020725388601,0.008958738609603768,0.019906722784666136,0.1749814951887491,0.23146245797534554,0.8943671305500331,65483000000.0,4296000000.0,4787000000.0,10677000000.0,3.26,3.26,0.46426898941650274,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2024-04-30,59711000000.0,21427000000.0,23750000000.0,,21680000000.0,,3767000000.0,2676000000.0,13959000000.0,950000000.0,701000000.0,,227000000.0,0.53,1320000000.0,1157000000.0,1299000000.0,3767000000.0,,12.2302,0.7806,0.53,2249000000.0,0.032333948339483394,0.01173988042404247,0.05021849702700767,0.06805645103517444,0.015909966337860695,0.0373324949895862,0.16111469302958664,0.17375461254612545,0.9021894736842105,71633000000.0,4496000000.0,5146000000.0,11679000000.0,3.41,3.41,0.32254473841938525,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2024-07-31,60852000000.0,22405000000.0,23865000000.0,,22077000000.0,,3864000000.0,3642000000.0,21669000000.0,1497000000.0,1213000000.0,,323000000.0,0.92,1325000000.0,2311000000.0,1924000000.0,3864000000.0,,13.9496,0.8917,0.92,3421000000.0,0.05494405942836436,0.019933609413002037,0.05597858692140846,0.06908486778346948,0.024600670479195424,0.05770787556377935,0.15787530573630532,0.17502378040494632,0.9388225434737063,71518000000.0,4326000000.0,5061000000.0,11557000000.0,3.28,3.28,0.3343428225317989,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2024-10-31,71262000000.0,33457000000.0,25973000000.0,,24816000000.0,,4742000000.0,14846000000.0,-12256000000.0,-782000000.0,278000000.0,,-272000000.0,0.18999999999999972,-2624000000.0,809000000.0,-1316000000.0,4742000000.0,1.2881,9.8143,0.8401,0.18999999999999972,-2098000000.0,0.011202450032237266,0.003901097359041284,-0.022682767624020887,0.06380548302872063,-0.01097359041284275,-0.026456458488395698,0.17118146214099217,0.1910863958736299,1.2881453817425788,30127000000.0,2579000000.0,2190000000.0,4754000000.0,1.9299999999999997,1.9299999999999997,0.9974758098443416,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2025-01-31,70327000000.0,33012000000.0,24904000000.0,,25224000000.0,,4605000000.0,13431000000.0,7854000000.0,433000000.0,627000000.0,,106000000.0,0.44,1409000000.0,-390000000.0,599000000.0,4605000000.0,,9.8696,0.891,0.44,1032000000.0,0.024857278782112274,0.008915494760191676,0.07983193277310924,0.055131143366437485,0.006156952521791062,0.014516074960608803,0.13139801375095492,0.18256422454804946,1.3255701895277867,31226000000.0,2819000000.0,2098000000.0,4604000000.0,2.0799999999999996,2.0799999999999996,1.0002172024326672,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2025-04-30,67854000000.0,31571000000.0,24538000000.0,,23867000000.0,,5152000000.0,11667000000.0,15481000000.0,-676000000.0,-423000000.0,,111000000.0,-0.36,1319000000.0,-851000000.0,1173000000.0,5152000000.0,,14.6147,0.6719,-0.36,497000000.0,-0.017723216156198936,-0.0062339729419046775,-0.02732381629093728,-0.04366642981719527,-0.009962566687299201,-0.02329508253213412,0.03210386925909179,0.21586290694264046,1.2866166761757274,32748000000.0,1695000000.0,472000000.0,2852000000.0,1.1899999999999995,1.1899999999999995,1.8064516129032258,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2025-07-31,77340000000.0,26002000000.0,27347000000.0,,24402000000.0,,6799000000.0,4571000000.0,24617000000.0,-429000000.0,-118000000.0,,94000000.0,-0.16,1321000000.0,454000000.0,1860000000.0,6799000000.0,,21.8671,0.8251,-0.16,1431000000.0,-0.004835669207442013,-0.001525730540470649,-0.004793435430799854,-0.01742698135434862,-0.0055469356089992245,-0.013749559308996507,0.058130560181988054,0.27862470289320546,0.9508172742896844,35696000000.0,364000000.0,-1454000000.0,862000000.0,0.10999999999999951,0.10999999999999951,7.887470997679815,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2025-10-31,75906000000.0,24994000000.0,24643000000.0,,24688000000.0,,4609000000.0,5773000000.0,-13656000000.0,235000000.0,-29000000.0,,-653000000.0,0.03999999999999999,-2725000000.0,3706000000.0,-895000000.0,4609000000.0,1.0142,565.0874,0.9392,0.03999999999999999,-660000000.0,-0.0011746597537265068,-0.0003820514847311148,0.002123608670181605,-0.01720855301698887,0.0030959344452348957,0.008021299109123801,0.048330404217926184,0.1866898898250162,1.0142433956904597,34296000000.0,57000000.0,-437000000.0,2300000000.0,-0.04000000000000022,-0.04000000000000022,2.003913043478261,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
2026-01-31,75768000000.0,25203000000.0,24357000000.0,,24774000000.0,,3906000000.0,4841000000.0,9301000000.0,470000000.0,452000000.0,,-19000000.0,0.31,1356000000.0,1178000000.0,872000000.0,3906000000.0,,,0.8218,0.31,1342000000.0,0.018244934205215144,0.005965579136310844,0.04859692506182131,0.050532200838619507,0.006203146447048886,0.016387726638772665,0.14428556069239867,0.15766529426011142,1.0347333415445252,35743000000.0,-118000000.0,-400000000.0,2610000000.0,-0.1700000000000002,-0.1700000000000002,1.4965517241379311,1.288068,26.44,11.965,20.0143,29350.014,1.3047,0.8211
