report_date,total_assets,total_liabilities,total_equity,long_term_debt,short_term_debt,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,total_debt,bf_pe,eps,ebitda,roe,roa,roi,roic,debt_equity,net_income_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2014-09-30,119226000000.0,102066000000.0,17160000000.0,3813000000.0,,,944000000.0,235000000.0,380000000.0,0.0,1390000000.0,1518000000.0,3813000000.0,12.2806,0.0,,0.05501165501165501,0.007917736064281282,,,0.2222027972027972,1172000000.0,236000000.0,0.77,0.77,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2014-12-31,119679000000.0,102690000000.0,16989000000.0,3462000000.0,2253000000.0,,-727000000.0,-167000000.0,-304000000.0,0.0,-2783000000.0,-586000000.0,5715000000.0,12.4657,0.0,,-0.04279239507916888,-0.006074582842436852,,,0.33639413738301255,1155000000.0,309000000.0,0.0,0.0,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2015-03-31,122447000000.0,105396000000.0,17051000000.0,3208000000.0,2085000000.0,,234000000.0,71000000.0,95000000.0,0.0,1358000000.0,294000000.0,5293000000.0,11.9038,0.0,,0.01372353527652337,0.0019110308949994693,,,0.3104216761480265,1070000000.0,298000000.0,0.0,0.0,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2015-06-30,121855000000.0,104956000000.0,16899000000.0,3602000000.0,1846000000.0,,519000000.0,134000000.0,219000000.0,0.0,1352000000.0,767000000.0,5448000000.0,13.1622,0.0,,0.03071187644239304,0.00425916047761684,,,0.3223859399964495,970000000.0,273000000.0,0.0,0.0,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2015-09-30,124789000000.0,107837000000.0,16952000000.0,7364000000.0,0.0,,777000000.0,199000000.0,335000000.0,0.0,1343000000.0,1565000000.0,7364000000.0,12.0216,0.0,,0.0458352996696555,0.0062265103494699055,,,0.43440302029259087,803000000.0,237000000.0,0.0,0.0,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2015-12-31,126050000000.0,109206000000.0,16844000000.0,8349000000.0,10000000.0,,-468000000.0,-136000000.0,-194000000.0,0.0,-2719000000.0,-1054000000.0,8359000000.0,11.8008,0.0,,-0.027784374257895986,-0.0037128123760412535,,,0.4962597957729755,1062000000.0,268000000.0,0.0,0.0,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2016-03-31,125539000000.0,108328000000.0,17211000000.0,7851000000.0,0.0,,273000000.0,74000000.0,113000000.0,0.0,1291000000.0,790000000.0,7851000000.0,9.1055,0.0,,0.015861948753704027,0.002174623025513984,,,0.4561617570158619,1101000000.0,271000000.0,0.0,0.0,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2016-06-30,126212000000.0,108827000000.0,17385000000.0,8968000000.0,2000000.0,,548000000.0,152000000.0,228000000.0,0.0,1279000000.0,1130000000.0,8970000000.0,9.8806,0.0,,0.031521426517112455,0.00434190092859633,,,0.5159620362381363,1130000000.0,289000000.0,0.0,0.0,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2016-09-30,125177000000.0,107812000000.0,17365000000.0,6054000000.0,0.0,,868000000.0,234000000.0,380000000.0,0.0,1270000000.0,1740000000.0,6054000000.0,10.7448,0.0,,0.04998560322487763,0.006934181199421619,,,0.3486323063633746,1221000000.0,324000000.0,0.0,0.0,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2016-12-31,125968000000.0,109304000000.0,16664000000.0,7763000000.0,0.0,,-526000000.0,-147000000.0,-207000000.0,0.0,-2579000000.0,-1706000000.0,7763000000.0,15.2734,0.0,,-0.03156505040806529,-0.004175663660612219,,,0.4658545367258761,1163000000.0,313000000.0,0.0,0.0,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2017-03-31,124545000000.0,107823000000.0,16722000000.0,6010000000.0,,,301000000.0,85000000.0,128000000.0,0.0,1224000000.0,736000000.0,6010000000.0,14.7039,0.0,,0.018000239205836623,0.0024167971415954073,,,0.3594067695251764,1191000000.0,324000000.0,0.0,0.0,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2017-06-30,124643000000.0,107750000000.0,16893000000.0,6765000000.0,600000000.0,,617000000.0,174000000.0,261000000.0,0.0,1218000000.0,1155000000.0,7365000000.0,14.2843,0.0,,0.03652400402533594,0.0049501375929655094,,,0.4359793997513763,1260000000.0,346000000.0,0.0,0.0,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2017-09-30,123271000000.0,106647000000.0,16624000000.0,6102000000.0,600000000.0,,928000000.0,271000000.0,400000000.0,0.0,1209000000.0,1967000000.0,6702000000.0,14.8823,0.0,,0.05582290664100096,0.007528129081454681,,,0.4031520692974013,1320000000.0,383000000.0,0.0,0.0,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2017-12-31,124294000000.0,108102000000.0,16192000000.0,8132000000.0,500000000.0,,-583000000.0,-157000000.0,-175000000.0,1.0,-2453000000.0,-1577000000.0,8632000000.0,15.953,1.0,,-0.036005434782608696,-0.004690491898241267,,,0.533102766798419,1263000000.0,373000000.0,1.0,1.0,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2018-03-31,122913000000.0,107047000000.0,15866000000.0,7949000000.0,0.0,,414000000.0,122000000.0,128000000.0,0.0,1141000000.0,154000000.0,7949000000.0,14.8153,0.0,,0.026093533341737047,0.0033682360694149522,,,0.501008445733014,1376000000.0,410000000.0,1.0,1.0,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2018-06-30,124557000000.0,108780000000.0,15777000000.0,9890000000.0,1400000000.0,,789000000.0,258000000.0,217000000.0,0.0,1135000000.0,660000000.0,11290000000.0,14.0022,0.0,,0.05000950751093364,0.006334449288277656,,,0.7155986562717881,1548000000.0,494000000.0,1.0,1.0,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2018-09-30,124578000000.0,109808000000.0,14770000000.0,11178000000.0,3250000000.0,,1353000000.0,414000000.0,302000000.0,1.0,1121000000.0,1271000000.0,14428000000.0,11.8476,1.0,,0.0916046039268788,0.010860665607089533,,,0.9768449559918754,1973000000.0,637000000.0,2.0,2.0,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2018-12-31,125688000000.0,110598000000.0,15090000000.0,12424000000.0,1600000000.0,,-797000000.0,-192000000.0,-260000000.0,0.0,-2295000000.0,190000000.0,14024000000.0,7.8642,0.0,,-0.05281643472498343,-0.006341098593342244,,,0.9293571901921802,1759000000.0,602000000.0,1.0,1.0,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2019-03-31,128802000000.0,113279000000.0,15512000000.0,12957000000.0,1600000000.0,499000000.0,394000000.0,223000000.0,105000000.0,0.37,1028000000.0,578000000.0,14557000000.0,8.8711,0.37,499000000.0,0.025399690562145437,0.003058958711821245,0.0038741634446670084,0.016595164455086634,0.9384347601856627,1739000000.0,703000000.0,1.37,1.37,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2019-06-30,127518000000.0,110910000000.0,16608000000.0,9213000000.0,4250000000.0,,784000000.0,458000000.0,198000000.0,0.74,1020000000.0,1321000000.0,13463000000.0,8.9034,0.74,,0.04720616570327553,0.006148151633494879,,,0.810633429672447,1734000000.0,903000000.0,2.11,2.11,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2019-09-30,128147000000.0,111566000000.0,16581000000.0,9128000000.0,5401000000.0,,1193000000.0,671000000.0,305000000.0,1.13,1010000000.0,2084000000.0,14529000000.0,10.4259,1.13,,0.07194982208551957,0.009309620982153308,,,0.8762438936131717,1574000000.0,1160000000.0,2.2399999999999998,2.2399999999999998,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2019-12-31,126240000000.0,109945000000.0,16295000000.0,7879000000.0,2100000000.0,,-789000000.0,-501000000.0,-205000000.0,-0.7399999999999998,-2059000000.0,-1402000000.0,9979000000.0,11.0576,-0.7399999999999998,,-0.04841976066278,-0.00625,,,0.6123964406259589,1582000000.0,851000000.0,1.5,1.5,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2020-03-31,133542000000.0,116210000000.0,17332000000.0,10105000000.0,3150000000.0,,162000000.0,151000000.0,42000000.0,0.14,961000000.0,787000000.0,13255000000.0,6.5858,0.14,,0.009346872836372028,0.001213101496158512,,,0.764770366951304,1350000000.0,779000000.0,1.27,1.27,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2020-06-30,144070000000.0,126442000000.0,17602000000.0,6408000000.0,0.0,,-52000000.0,242000000.0,-5000000.0,-0.1,958000000.0,1644000000.0,6408000000.0,15.2451,-0.1,,-0.0029542097488921715,-0.00036093565627819807,,,0.36404953982501986,514000000.0,563000000.0,0.43000000000000005,0.43000000000000005,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2020-09-30,145180000000.0,127276000000.0,17904000000.0,4919000000.0,0.0,,478000000.0,313000000.0,99000000.0,0.42,961000000.0,2325000000.0,4919000000.0,12.769,0.42,,0.026697944593386952,0.0032924645267943245,,,0.2747430741733691,-201000000.0,205000000.0,-0.2799999999999999,-0.2799999999999999,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2020-12-31,147389000000.0,129278000000.0,18111000000.0,3569000000.0,,1314000000.0,506000000.0,-338000000.0,84000000.0,0.5700000000000001,-1918000000.0,-2432000000.0,3569000000.0,14.1521,0.5700000000000001,1314000000.0,0.027938821710562643,0.003433092021792671,0.008915183629714565,0.06060885608856088,0.19706255866600408,1094000000.0,368000000.0,1.0299999999999998,1.0299999999999998,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2021-03-31,153331000000.0,135469000000.0,17862000000.0,2916000000.0,,,642000000.0,46000000.0,180000000.0,0.63,968000000.0,719000000.0,2916000000.0,12.6096,0.63,,0.03594222371514948,0.00418702023726448,,,0.16325159556600605,1574000000.0,263000000.0,1.52,1.52,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2021-06-30,155610000000.0,137358000000.0,18252000000.0,2870000000.0,,,1432000000.0,89000000.0,411000000.0,1.41,967000000.0,1428000000.0,2870000000.0,7.5247,1.41,,0.0784571553802323,0.009202493413019729,,,0.15724304185842647,3058000000.0,110000000.0,3.03,3.03,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2021-09-30,156153000000.0,137530000000.0,18605000000.0,2451000000.0,,,2083000000.0,130000000.0,591000000.0,2.06,965000000.0,2269000000.0,2451000000.0,7.5366,2.06,,0.11195915076592314,0.013339481149897857,,,0.1317387798978769,4663000000.0,-73000000.0,4.67,4.67,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2021-12-31,162938000000.0,144612000000.0,18326000000.0,2407000000.0,,,-1636000000.0,-98000000.0,-488000000.0,-1.6099999999999994,-1937000000.0,-1386000000.0,2407000000.0,8.2434,-1.6099999999999994,,-0.08927207246534978,-0.010040628950889295,,,0.1313434464694969,2521000000.0,167000000.0,2.49,2.49,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2022-03-31,164082000000.0,147100000000.0,16982000000.0,2343000000.0,,,548000000.0,37000000.0,154000000.0,0.55,947000000.0,584000000.0,2343000000.0,8.5573,0.55,,0.03226946178306442,0.0033397935178752086,,,0.13796961488635026,2427000000.0,158000000.0,2.41,2.41,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2022-06-30,160908000000.0,144401000000.0,16507000000.0,2319000000.0,,,1131000000.0,84000000.0,311000000.0,1.15,943000000.0,1505000000.0,2319000000.0,7.8885,1.15,,0.06851638698733871,0.007028861212618391,,,0.14048585448597564,2126000000.0,153000000.0,2.1500000000000004,2.1500000000000004,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2022-09-30,157798000000.0,142625000000.0,15173000000.0,2274000000.0,,,1560000000.0,165000000.0,444000000.0,1.58,942000000.0,1826000000.0,2274000000.0,9.3821,1.58,,0.10281420945099848,0.009886056857501362,,,0.14987148223818625,1603000000.0,188000000.0,1.6700000000000004,1.6700000000000004,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2022-12-31,155220000000.0,139269000000.0,15947000000.0,2284000000.0,,,-994000000.0,30000000.0,-278000000.0,-1.0000000000000004,-1890000000.0,-813000000.0,2284000000.0,8.974,-1.0000000000000004,,-0.062331473004326836,-0.006403813941502383,,,0.14322443092744716,2245000000.0,316000000.0,2.2799999999999994,2.2799999999999994,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2023-03-31,154135000000.0,137233000000.0,16883000000.0,2307000000.0,2000000000.0,,612000000.0,224000000.0,177000000.0,0.62,942000000.0,196000000.0,4307000000.0,7.5156,0.62,,0.03624948172718119,0.003970545301197003,,,0.25510868921400226,2309000000.0,503000000.0,2.349999999999999,2.349999999999999,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2023-06-30,155656000000.0,138995000000.0,16639000000.0,4293000000.0,3000000000.0,,1193000000.0,582000000.0,324000000.0,1.22,941000000.0,593000000.0,7293000000.0,7.2531,1.22,,0.07169902037382055,0.007664336742560518,,,0.43830759060039665,2371000000.0,1001000000.0,2.4199999999999995,2.4199999999999995,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2023-09-30,153624000000.0,137499000000.0,16100000000.0,4290000000.0,2000000000.0,,1683000000.0,1057000000.0,453000000.0,1.71,940000000.0,1453000000.0,6290000000.0,6.5508,1.71,,0.10453416149068323,0.010955319481331043,,,0.3906832298136646,2494000000.0,1893000000.0,2.5499999999999994,2.5499999999999994,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2023-12-31,152194000000.0,134701000000.0,17429000000.0,2330000000.0,,,-1414000000.0,-286000000.0,-421000000.0,-1.44,-1885000000.0,66000000.0,2330000000.0,8.6908,-1.44,,-0.08112915256182225,-0.00929077361788244,,,0.1336852372482644,2074000000.0,1577000000.0,2.11,2.11,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2024-03-31,154909000000.0,137831000000.0,17044000000.0,3327000000.0,1000000000.0,,368000000.0,540000000.0,96000000.0,0.37,923000000.0,396000000.0,4327000000.0,10.3137,0.37,,0.021591175780333254,0.002375588248584653,,,0.2538723304388641,1830000000.0,1893000000.0,1.8599999999999999,1.8599999999999999,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2024-06-30,154052000000.0,136850000000.0,17169000000.0,5083000000.0,513000000.0,,869000000.0,1116000000.0,220000000.0,0.89,920000000.0,557000000.0,5596000000.0,10.405,0.89,,0.050614479585299084,0.005640952405681198,,,0.32593628050556234,1506000000.0,2427000000.0,1.53,1.53,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2024-09-30,157426000000.0,138699000000.0,18676000000.0,6016000000.0,1500000000.0,,1359000000.0,,338000000.0,1.38,919000000.0,1818000000.0,7516000000.0,12.1999,1.38,,0.0727671878346541,0.00863262739318791,,,0.4024416363246948,1182000000.0,,1.2,1.2,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2024-12-31,157302000000.0,139392000000.0,17879000000.0,5993000000.0,500000000.0,,-703000000.0,,-193000000.0,-0.7099999999999997,-1844000000.0,-1173000000.0,6493000000.0,11.2924,-0.7099999999999997,,-0.039319872476089264,-0.004469110373676114,,,0.36316348789082165,1893000000.0,,1.93,1.93,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2025-03-31,159846000000.0,141279000000.0,18530000000.0,6019000000.0,0.0,,490000000.0,,131000000.0,0.51,910000000.0,1066000000.0,6019000000.0,9.6949,0.51,,0.02644360496492175,0.003065450496102499,,,0.3248246087425796,2015000000.0,,2.0700000000000003,2.0700000000000003,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2025-06-30,159206000000.0,140500000000.0,18666000000.0,5279000000.0,0.0,,1053000000.0,,274000000.0,1.1,905000000.0,1639000000.0,5279000000.0,10.1237,1.1,,0.05641272902603665,0.006614072333957263,,,0.2828136719168542,2199000000.0,,2.2800000000000002,2.2800000000000002,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2025-09-30,159940000000.0,140845000000.0,19049000000.0,4785000000.0,1300000000.0,,1622000000.0,,413000000.0,1.72,902000000.0,2500000000.0,6085000000.0,10.8244,1.72,,0.08514882671006352,0.010141302988620733,,,0.31943934064780305,2462000000.0,,2.62,2.62,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
2025-12-31,158814000000.0,139711000000.0,19043000000.0,4134000000.0,750000000.0,,-1009000000.0,,-231000000.0,-1.0300000000000002,-1821000000.0,-3024000000.0,4884000000.0,11.022,-1.0300000000000002,,-0.052985348947119676,-0.00635334416361278,,,0.25647219450716796,2156000000.0,,2.3,2.3,1.0866354,31.53,17.74,15.31148,21769.006,10.0969,1.2479,1.92217
