report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2023-03-31,8432300000.0,1568200000.0,1163000000.0,6433400000.0,1998900000.0,4076600000.0,,331600000.0,,4221900000.0,482200000.0,306500000.0,70900000.0,2.0,118900000.0,94100000.0,21400000.0,72700000.0,4076600000.0,,31.1114,2.9019,2.0,482200000.0,0.153334333883636,0.036348327265396156,0.07259764560979654,0.11421397948790829,0.057184872454727656,0.07936795325487614,0.017219735190317154,0.11421397948790829,2.0394216819250586,1.348409286328461,6158900000.0,531400000.0,831400000.0,442900000.0,831400000.0,2.55,2.55,4.903295645898485,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2023-06-30,8233200000.0,1392500000.0,2397800000.0,5992600000.0,2240600000.0,2234700000.0,,252300000.0,,-2020500000.0,171300000.0,165700000.0,69100000.0,3.0,-237700000.0,1015100000.0,-4400000.0,1010700000.0,2234700000.0,0.5807,31.0244,3.2274,3.0,171300000.0,0.07395340533785594,0.020125831997279308,-0.08200940361296709,-0.08478099480326652,0.02080600495554584,0.038276763568922754,-0.5002227171492205,-0.08478099480326652,0.997366776756226,0.5807406789557094,6060900000.0,630600000.0,936400000.0,776100000.0,936400000.0,5.0,5.0,2.3864801366937205,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2023-09-30,8071200000.0,1326900000.0,924000000.0,5958400000.0,2112700000.0,3682000000.0,,234000000.0,,1431100000.0,148400000.0,90900000.0,22000000.0,0.0,119200000.0,-62000000.0,4700000.0,-66700000.0,3682000000.0,,31.0194,3.3524,0.0,148400000.0,0.04302551237752639,0.011262265834076718,0.06351757389420726,0.10369645727063098,0.018386361383685202,0.025609608780437297,-0.046607504716651524,0.10369645727063098,1.7427935816727411,1.436038961038961,6208700000.0,671100000.0,997300000.0,919400000.0,997300000.0,5.0,5.0,3.6919683144490123,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2023-12-31,7999800000.0,1363600000.0,971200000.0,5932200000.0,2067600000.0,3652900000.0,,277000000.0,,2836000000.0,272800000.0,161200000.0,39400000.0,1.0,119100000.0,127800000.0,16800000.0,111000000.0,3652900000.0,,35.4042,3.8296,1.0,272800000.0,0.0779647900947959,0.020150503762594064,0.05684062059238364,0.09619181946403385,0.034100852521313035,0.04768813914867581,0.03913963328631876,0.09619181946403385,1.7667343780228284,1.4040362438220757,6468500000.0,724300000.0,1074700000.0,1127700000.0,1074700000.0,6.0,6.0,3.398995068391179,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2024-03-31,8215400000.0,1565100000.0,1122400000.0,5948200000.0,2267200000.0,3513900000.0,,235600000.0,,4562500000.0,575700000.0,374900000.0,92300000.0,3.0,119200000.0,335200000.0,39600000.0,295600000.0,3513900000.0,,34.2416,3.7389,3.0,575700000.0,0.16535815102328863,0.04563380967451372,0.08216986301369864,0.12618082191780822,0.07007571146870512,0.09958312431890125,0.06478904109589041,0.12618082191780822,1.5498853211009174,1.3944226657163221,6809100000.0,792700000.0,1168200000.0,1350600000.0,1168200000.0,7.0,7.0,3.0079609655880843,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2024-06-30,8242400000.0,1540900000.0,1421800000.0,6074200000.0,2168200000.0,3355100000.0,,304400000.0,,-2322800000.0,20200000.0,71100000.0,25600000.0,1.0,-238400000.0,655200000.0,-3700000.0,651500000.0,3355100000.0,1.0838,32.8585,3.5253,1.0,20200000.0,0.032792177843372385,0.008626128312142094,-0.0306096090924746,-0.008696400895470984,0.00245074250218383,0.003657233900023537,-0.28048045462373,-0.008696400895470984,1.5474126003136242,1.083767055844704,6506800000.0,698100000.0,1017100000.0,991400000.0,1017100000.0,5.0,5.0,3.2986923606331726,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2024-09-30,8017100000.0,1350200000.0,972400000.0,5810700000.0,2206400000.0,3585900000.0,,292800000.0,,1422900000.0,134400000.0,79800000.0,20500000.0,0.0,118100000.0,-125500000.0,7900000.0,-133400000.0,3585900000.0,,36.5852,3.8675,0.0,134400000.0,0.03616751269035533,0.009953723915131406,0.05608264811300864,0.09445498629559351,0.016764166593905526,0.023203218065362637,-0.09375219621898939,0.09445498629559351,1.6252266134880349,1.388523241464418,6498600000.0,687000000.0,1003100000.0,924700000.0,1003100000.0,5.0,5.0,3.574818064001595,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2024-12-31,8230600000.0,1508400000.0,1114300000.0,6002300000.0,2228300000.0,3655600000.0,,289900000.0,,3012100000.0,345100000.0,222200000.0,54100000.0,1.0,118200000.0,111200000.0,16700000.0,94500000.0,3655600000.0,,34.8097,3.9545,1.0,345100000.0,0.09971727325764035,0.02699681675698005,0.07376913117094386,0.11457122937485476,0.04192889947269944,0.058651574635870764,0.031373460376481525,0.11457122937485476,1.640533141857021,1.3536749528852194,6674700000.0,748000000.0,1075400000.0,908200000.0,1075400000.0,5.0,5.0,3.3992932862190814,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2025-03-31,8299600000.0,1665500000.0,1264300000.0,5917300000.0,2382300000.0,3433600000.0,,317200000.0,,4823700000.0,689900000.0,465300000.0,121900000.0,3.0,118300000.0,471600000.0,28200000.0,443400000.0,3433600000.0,,36.0339,4.1986,3.0,689900000.0,0.19531545145447676,0.05606294279242373,0.09646122271285527,0.14302299065033067,0.08312448792712902,0.11862308499114496,0.0919211393743392,0.14302299065033067,1.441296226335894,1.3173297476864667,6935900000.0,838400000.0,1189600000.0,1056000000.0,1189600000.0,5.0,5.0,2.886348352387357,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2025-06-30,8545000000.0,1817100000.0,1861200000.0,5889900000.0,2655100000.0,2753000000.0,,561500000.0,,-2369600000.0,19200000.0,72200000.0,22700000.0,3.0,-236300000.0,714000000.0,-9000000.0,705000000.0,2753000000.0,0.9763,33.8916,4.1309,3.0,19200000.0,0.027192949418101013,0.00844938560561732,-0.030469277515192437,-0.008102633355840648,0.0022469280280866004,0.003550230210240195,-0.2975185685347738,-0.008102633355840648,1.03687243418327,0.9763056092843327,6889100000.0,839500000.0,1188600000.0,1109500000.0,1188600000.0,7.0,7.0,2.316170284368164,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2025-09-30,8302900000.0,1459000000.0,1573800000.0,5667800000.0,2635100000.0,2781800000.0,,290700000.0,,1589400000.0,188800000.0,165400000.0,47700000.0,1.0,118000000.0,42300000.0,15200000.0,27100000.0,2781800000.0,,30.0434,3.94,1.0,188800000.0,0.06276801639406474,0.01992075058112226,0.10406442682773373,0.11878696363407575,0.02273904298498115,0.03485388321733833,0.017050459292814898,0.11878696363407575,1.0556715115175894,0.9270555343753971,7055600000.0,925100000.0,1243000000.0,1270000000.0,1243000000.0,8.0,8.0,2.2379726468222043,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
2025-12-31,8639500000.0,1693900000.0,1742800000.0,5760300000.0,2879200000.0,2673400000.0,,370700000.0,,3303300000.0,394800000.0,450000000.0,133400000.0,3.0,117900000.0,367100000.0,21500000.0,345600000.0,2673400000.0,,24.4052,3.6279,3.0,394800000.0,0.15629341483745485,0.05208634758955958,0.1362274089546817,0.11951684678957407,0.04569708895190694,0.07110182617152325,0.10462265007719553,0.11951684678957407,0.9285218116143373,0.9719417030066559,7346800000.0,1152900000.0,1292700000.0,1521100000.0,1292700000.0,10.0,10.0,2.0680745725999845,1.0004623,271.91,163.71,1.56494,20358.643,19.0731,10.7185,2.8353
