report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,operating_cash_flow,total_debt,bf_current_ratio,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda
2011-09-30,5111552000.0,501876000.0,576323000.0,5111552000.0,3013407000.0,350000000.0,57160000.0,1327618000.0,655189000.0,413063000.0,243583000.0,,971523000.0,350000000.0,,,655189000.0,0.13707507814244807,0.08080970319777633,0.3111309126571047,0.49350716847767956,0.1281780954199429,0.19479920211856608,0.49350716847767956,0.11614760302873127,0.8708241732500699,,,,,,,
2011-12-31,5428577000.0,457895000.0,616339000.0,2297964000.0,3130613000.0,405000000.0,2406000.0,1757889000.0,838277000.0,529932000.0,311549000.0,6.15,1292275000.0,405000000.0,0.743,6.15,838277000.0,0.16927419645928768,0.0976189524437067,0.30145930715761915,0.47686571791506743,0.15441928888546666,0.23709523638475138,0.47686571791506743,0.1293676350286669,0.7429271877976243,,,,,,,
2012-03-31,5736449000.0,465123000.0,587758000.0,2505987000.0,3230462000.0,572000000.0,4406000.0,423036000.0,165188000.0,106107000.0,62943000.0,1.23,251892000.0,572000000.0,0.743,1.23,165188000.0,0.03284576633311272,0.018496983063912883,0.25082262502482056,0.3904821339082253,0.02879621173307738,0.04344238022628497,0.3904821339082253,0.17706445703431892,0.7913512023655994,,,,,,,
2012-06-30,6031304000.0,453712000.0,610349000.0,2739330000.0,3291974000.0,750000000.0,96932000.0,776158000.0,280572000.0,170409000.0,101080000.0,1.97,574932000.0,750000000.0,,1.97,280572000.0,0.05176498963843578,0.028254088999659113,0.219554523692341,0.36148825368030735,0.04651929334021299,0.06941459791676047,0.36148825368030735,0.22782682973802346,0.7433648617430355,4284701000.0,1219511000.0,1939226000.0,1939226000.0,,,0.3867522403268108
2012-09-30,6313255000.0,427558000.0,651752000.0,2935308000.0,3377947000.0,830000000.0,5411000.0,1183070000.0,410606000.0,254671000.0,149019000.0,2.93,836148000.0,830000000.0,,2.93,410606000.0,0.07539224268468392,0.04033909607642967,0.2152628331375151,0.3470682208153364,0.06503871616147297,0.09757870049218775,0.3470682208153364,0.24571137439397361,0.6560133302237661,4140153000.0,1061119000.0,1694643000.0,1694643000.0,12.280000000000001,12.280000000000001,0.4897786731482678
2012-12-31,6305152000.0,470137000.0,645862000.0,2830416000.0,3474736000.0,750000000.0,69538000.0,-758326000.0,-285323000.0,-177364000.0,-106315000.0,-2.0600000000000005,-470208000.0,750000000.0,0.7278,-2.0600000000000005,-285323000.0,-0.05104387786582923,-0.028130011774498063,0.2338888551889293,0.3762537483878965,-0.04525235870602327,-0.06753629102504867,0.3762537483878965,0.21584373604210508,0.727921754182782,1623938000.0,353823000.0,571043000.0,571043000.0,4.069999999999999,4.069999999999999,1.313386207343405
2019-03-31,7557192000.0,596208000.0,909914000.0,3714210000.0,3761362000.0,1983727000.0,20930000.0,576957000.0,48061000.0,26316000.0,8073000.0,0.26,250091000.0,1983727000.0,2.0095,0.26,48061000.0,0.006996401835292642,0.003482245786530235,0.04561171803097978,0.08330083524422097,0.0063596372832660595,0.008365579715127129,0.08330083524422097,0.5273959273263249,0.6552355497332715,1777859000.0,274032000.0,453916000.0,453916000.0,3.0999999999999996,3.0999999999999996,4.3702513240335215
