report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2011-09-30,47804000000.0,,,40043000000.0,7761000000.0,2883000000.0,,1902000000.0,16535000000.0,,1037000000.0,475000000.0,3.8,1243000000.0,291000000.0,252000000.0,952000000.0,2883000000.0,,7.826,,3.8,,0.1336168019585105,0.021692745376955903,0.06271545207136377,,,,0.057574841245842154,,0.3714727483571705,,,,,,,,,,0.2673525,350.0,239.51,1.88803,71157.83,11.9452,1.7625,0.2588
2011-12-31,51047000000.0,,,42703000000.0,8344000000.0,4990000000.0,,4690000000.0,21998000000.0,,1327000000.0,640000000.0,4.84,1491000000.0,422000000.0,345000000.0,1069000000.0,4990000000.0,0.2118,9.7941,,4.84,,0.1590364333652924,0.025995651066664054,0.060323665787798894,,,,0.04859532684789526,,0.5980345158197508,,,,,,,,,,0.2673525,350.0,239.51,1.88803,71157.83,11.9452,1.7625,0.2588
2012-03-31,52785000000.0,,,44224000000.0,8561000000.0,4990000000.0,,2111000000.0,6788000000.0,,371000000.0,181000000.0,1.28,941000000.0,81000000.0,126000000.0,860000000.0,4990000000.0,,11.6603,,1.28,,0.04333605887162715,0.0070285118878469265,0.05465527401296406,,,,0.126694166175604,,0.5828758322625861,,,,,,,,,,0.2673525,350.0,239.51,1.88803,71157.83,11.9452,1.7625,0.2588
2012-06-30,53553000000.0,,,44531000000.0,9022000000.0,4985000000.0,,3045000000.0,14245000000.0,,751000000.0,389000000.0,2.59,1877000000.0,208000000.0,270000000.0,1669000000.0,4985000000.0,,10.2668,,2.59,,0.08324096652626913,0.014023490747483802,0.05272025272025272,,,,0.11716391716391716,,0.5525382398581246,,59566000000.0,3486000000.0,,4550000000.0,,12.51,12.51,,0.2673525,350.0,239.51,1.88803,71157.83,11.9452,1.7625,0.2588
2012-09-30,53531000000.0,,,44001000000.0,9530000000.0,4986000000.0,,2236000000.0,21603000000.0,,1217000000.0,641000000.0,4.2,1557000000.0,329000000.0,406000000.0,1228000000.0,4986000000.0,,9.307,,4.2,,0.12770199370409235,0.022734490295342885,0.056334768319214926,,,,0.05684395685784382,,0.523189926547744,,64634000000.0,3666000000.0,,4826000000.0,,12.91,12.91,,0.2673525,350.0,239.51,1.88803,71157.83,11.9452,1.7625,0.2588
2012-12-31,53734000000.0,,,43851000000.0,9769000000.0,4986000000.0,201000000.0,2978000000.0,-13517000000.0,,-716000000.0,-358000000.0,-2.46,-2025000000.0,-210000000.0,-242000000.0,-2235000000.0,5187000000.0,0.1578,9.4169,,-2.46,,-0.07329306991503737,-0.01332489671344028,0.05297033365391729,,,,0.16534734038618037,,0.5309652983928754,,29119000000.0,1623000000.0,,1522000000.0,,5.610000000000001,5.610000000000001,,0.2673525,350.0,239.51,1.88803,71157.83,11.9452,1.7625,0.2588
2013-03-31,54939000000.0,,,45166000000.0,9660000000.0,4995000000.0,400000000.0,3306000000.0,8183000000.0,,57000000.0,15000000.0,0.2,-805000000.0,84000000.0,150000000.0,-889000000.0,5395000000.0,,13.748,,0.2,,0.005900621118012423,0.0010375143340796155,0.006965660515703288,,,,-0.1086398631308811,,0.5584886128364389,,30514000000.0,1309000000.0,,-227000000.0,,4.53,4.53,,0.2673525,350.0,239.51,1.88803,71157.83,11.9452,1.7625,0.2588
2013-12-31,54336000000.0,,,43659000000.0,10567000000.0,5014000000.0,233000000.0,2795000000.0,32380000000.0,2176000000.0,1476000000.0,698000000.0,5.18,719000000.0,527000000.0,597000000.0,192000000.0,5247000000.0,0.1783,16.3825,,5.18,2773000000.0,0.13968013627330367,0.027164310954063603,0.04558369363804818,0.06720197652872144,0.04004711425206125,0.13759959529530796,0.00592958616429895,0.08563928350833848,0.4965458502886344,,48649000000.0,2034000000.0,,-1704000000.0,,7.12,7.12,,0.2673525,350.0,239.51,1.88803,71157.83,11.9452,1.7625,0.2588
2018-12-31,153226000000.0,20430000000.0,31895000000.0,112154000000.0,41028000000.0,,2955000000.0,3855000000.0,48650000000.0,4160000000.0,2637000000.0,935000000.0,10.0,3770000000.0,528000000.0,695000000.0,3242000000.0,2955000000.0,0.5764,27.4241,,10.0,4855000000.0,0.0642731792921907,0.01720987299805516,0.05420349434737924,0.0855087358684481,0.027149439390181822,0.09458199758997794,0.06663926002055498,0.09979445015416238,0.0720239836209418,0.6405392694779746,75696000000.0,3454000000.0,,310000000.0,,12.92,12.92,,0.2673525,350.0,239.51,1.88803,71157.83,11.9452,1.7625,0.2588
2019-03-31,154348000000.0,21136000000.0,32969000000.0,111897000000.0,42408000000.0,37571000000.0,2915000000.0,4976000000.0,37946000000.0,2230000000.0,1368000000.0,416000000.0,3.56,3192000000.0,194000000.0,897000000.0,2998000000.0,40486000000.0,,19.8892,,3.56,3127000000.0,0.03225806451612903,0.008863088604970586,0.036051230696252566,0.058767722553101774,0.014447871044652344,0.026901826428933337,0.07900700996152427,0.08240657776840773,0.9546783625730995,0.641087081804119,127159000000.0,5538000000.0,,5543000000.0,,18.939999999999998,18.939999999999998,,0.2673525,350.0,239.51,1.88803,71157.83,11.9452,1.7625,0.2588
2019-06-30,154401000000.0,20709000000.0,31867000000.0,110552000000.0,43815000000.0,,2310000000.0,3610000000.0,76765000000.0,4393000000.0,2776000000.0,764000000.0,7.26,4231000000.0,497000000.0,1811000000.0,3734000000.0,2310000000.0,,16.3161,,7.26,6204000000.0,0.06335729772908821,0.017979158166074052,0.036162313554354196,0.057226600664365274,0.028451888264972375,0.09524119241192412,0.04864195922620986,0.08081808115677717,0.05272167066073263,0.6498572190667462,195741000000.0,8257000000.0,12959000000.0,10166000000.0,16959000000.0,26.0,26.0,0.13621086148947462,0.2673525,350.0,239.51,1.88803,71157.83,11.9452,1.7625,0.2588
