report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,15209136000.0,10259986000.0,5905861000.0,9123899000.0,6085237000.0,1675880000.0,,1813993000.0,8440594000.0,443240000.0,258768000.0,26314000.0,158158000.0,1.52,754651000.0,39028000.0,62756000.0,715623000.0,1675880000.0,7.2762,0.2517,1.52,505996000.0,0.04252389841184493,0.017013984226322915,0.030657557987032666,0.052512891865193374,0.029143009833037196,0.057110336050854534,0.08478348798674595,0.05994791361840174,0.2754009416560111,1.7372549066088754,,,,,,,,,,,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2010-06-30,15690570000.0,10787089000.0,5996989000.0,9211745000.0,6478825000.0,1673565000.0,,1998982000.0,17093315000.0,1005316000.0,598844000.0,52536000.0,353936000.0,3.52,1079962000.0,91427000.0,132046000.0,988535000.0,1673565000.0,6.7091,0.2391,3.52,1137362000.0,0.09243095777397908,0.03816585375802154,0.03503381292628142,0.05881340161343777,0.06407134986173224,0.1233154939839728,0.057831672791380725,0.06653840989884056,0.25831304287428664,1.7987508397964378,,,,,,,,,,,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2010-09-30,16390352000.0,11384613000.0,6261125000.0,9451383000.0,6938969000.0,1671222000.0,,2922852000.0,25517963000.0,1653749000.0,992065000.0,78679000.0,583005000.0,5.84,2289171000.0,152432000.0,196603000.0,2136739000.0,1671222000.0,6.8032,0.2566,5.84,1850352000.0,0.14297008676649225,0.06052737610516235,0.038877123538426636,0.06480724970092637,0.10089771104366764,0.19206879382815084,0.08373470092420779,0.07251174398207255,0.24084586629512253,1.818301503324083,,,,,,,,,,,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2010-12-31,16103253000.0,10137699000.0,5744626000.0,9179197000.0,6924056000.0,1668849000.0,,1673137000.0,-17183664000.0,-1247683000.0,-750287000.0,-52469000.0,-444927000.0,-4.409999999999999,-1881990000.0,-60585000.0,-128495000.0,-1942575000.0,1668849000.0,8.3838,0.2743,-4.409999999999999,-1376178000.0,-0.10835946445262719,-0.04659226306635063,0.043662806721546696,0.07260867065370924,-0.07748018366226998,-0.1451992079512109,0.11304777607383384,0.0800864123041512,0.2410218808166774,1.764727416545481,33868208000.0,1099390000.0,1854622000.0,1898322000.0,2117532000.0,105060000.0,6.470000000000001,6.470000000000001,0.7881104039986172,17.65297924995241,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2011-03-31,17160060000.0,11096774000.0,6364734000.0,9933082000.0,7226978000.0,1666447000.0,,1756041000.0,9190718000.0,524012000.0,315176000.0,27228000.0,181608000.0,1.86,795452000.0,70481000.0,75491000.0,724971000.0,1666447000.0,10.197,0.3423,1.86,599503000.0,0.04361103631421045,0.018366835547195058,0.034292859382694586,0.05701534961686345,0.030536723065070867,0.05892128173341542,0.07888077949949068,0.06522918013587187,0.23058697563490577,1.7434780463724013,34618332000.0,1155798000.0,1935394000.0,1907670000.0,2211039000.0,105974000.0,6.810000000000001,6.810000000000001,0.7536940777616316,18.26291354483175,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2011-06-30,17594905000.0,11475227000.0,6355764000.0,10008188000.0,7586717000.0,1664015000.0,,1567824000.0,18474849000.0,1278189000.0,775463000.0,54891000.0,447835000.0,4.57,956665000.0,129181000.0,150583000.0,827484000.0,1664015000.0,10.5384,0.3828,4.57,1428772000.0,0.102213249815434,0.04407315640522071,0.041973983116181356,0.06918535572334042,0.07264540501923711,0.13817166036158005,0.04478975714497044,0.07733605833530764,0.21933268368913722,1.8054834949818779,35999866000.0,1332417000.0,2208267000.0,1746619000.0,2502449000.0,108329000.0,7.860000000000001,7.860000000000001,0.6649546104635898,20.384818469661862,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2011-09-30,19899729000.0,13632338000.0,8516501000.0,12041759000.0,7857970000.0,1661552000.0,,4019405000.0,27775492000.0,2003974000.0,1220223000.0,81956000.0,701795000.0,7.24,3875980000.0,215926000.0,225164000.0,3660054000.0,1661552000.0,8.9613,0.3298,7.24,2229138000.0,0.15528476184052625,0.06131857373535087,0.043931643047043056,0.07214900099699403,0.10070358244577099,0.21051204041547464,0.13177278731912292,0.08025557207051454,0.21144799483836157,1.600697046827095,38257395000.0,1560575000.0,2558492000.0,3269934000.0,2881235000.0,111606000.0,9.260000000000002,9.260000000000002,0.5766804859721613,22.924323065068187,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2011-12-31,17708000000.0,11181000000.0,6056000000.0,9645000000.0,8063000000.0,1659000000.0,,1377000000.0,-18609059000.0,-1462175000.0,-891862000.0,-55075000.0,-515238000.0,-5.210000000000001,-3549097000.0,-69588000.0,-148238000.0,-3618685000.0,1659000000.0,10.1778,0.3921,-5.210000000000001,-1610413000.0,-0.11061168299640332,-0.05036491981025525,0.04792622775821174,0.07857329056778206,-0.08257143663880732,-0.15039858053898375,0.19445824745893922,0.08653919577556286,0.20575468188019347,1.8462681638044913,36832000000.0,1419000000.0,2344000000.0,1593824000.0,2647000000.0,109000000.0,8.46,8.46,0.6267472610502456,21.504587155963304,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2012-03-31,20700000000.0,14056000000.0,8823000000.0,12466000000.0,8234000000.0,1621000000.0,,3656000000.0,10219000000.0,416000000.0,248000000.0,26000000.0,142000000.0,1.49,2346000000.0,86000000.0,78000000.0,2260000000.0,1621000000.0,11.0858,0.3959,1.49,494000000.0,0.030119018702939034,0.011980676328502415,0.02426851942460123,0.040708484196105295,0.02009661835748792,0.04221207508878742,0.2211566689499951,0.048341324982875036,0.19686665047364585,1.5931089198685255,37860282000.0,1351824000.0,2235988000.0,3128853000.0,2541497000.0,107772000.0,8.09,8.09,0.637813068439585,20.747392643729356,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2012-06-30,20855000000.0,14071000000.0,8676000000.0,12400000000.0,8455000000.0,1618000000.0,,3869000000.0,9699000000.0,590000000.0,356000000.0,26000000.0,208000000.0,2.16,,,,,1618000000.0,9.9748,0.3252,2.16,590000000.0,0.042105263157894736,0.017070246943179095,0.03670481492937416,0.060831013506547064,0.02829057779908895,0.05857242132433237,,0.060831013506547064,0.19136605558840922,1.621830336560627,29084433000.0,932361000.0,1547799000.0,,1702725000.0,78881000.0,5.68,5.68,0.9502415246149555,19.62194951889555,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2012-09-30,18797000000.0,11678000000.0,6369000000.0,10106000000.0,8691000000.0,1616000000.0,,1363000000.0,9651000000.0,701000000.0,426000000.0,26000000.0,249000000.0,2.62,,,,,1616000000.0,9.1819,0.2922,2.62,701000000.0,0.049016223679668625,0.022663190934723625,0.04414050357475909,0.07263496010776085,0.037293185082725964,0.06801203065877559,,0.07263496010776085,0.18593947762052698,1.8335688491128905,10959941000.0,138138000.0,244825000.0,,174587000.0,22925000.0,1.0599999999999996,1.0599999999999996,9.256130181514088,10.679389312977099,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2012-12-31,19979000000.0,11710000000.0,6375000000.0,11132000000.0,8847000000.0,2611000000.0,,1306000000.0,9557000000.0,309000000.0,192000000.0,27000000.0,90000000.0,1.1999999999999993,,,,,2611000000.0,8.8862,0.2775,1.1999999999999993,309000000.0,0.021702271956595458,0.009610090595124882,0.020089986397405044,0.03233232185832374,0.015466239551529105,0.02696805725257462,,0.03233232185832374,0.29512829207641006,1.8368627450980393,39126000000.0,1222000000.0,2016000000.0,,2094000000.0,105000000.0,7.47,7.47,1.246895893027698,19.2,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2013-03-31,20974000000.0,12678000000.0,6944000000.0,11810000000.0,9164000000.0,2608000000.0,,1398000000.0,10486000000.0,765000000.0,473000000.0,35000000.0,257000000.0,2.95,,,,,2608000000.0,8.1657,0.2999,2.95,765000000.0,0.05161501527717154,0.022551730714217604,0.04510776273126073,0.07295441541102422,0.03647372937923143,0.06498470948012232,,0.07295441541102422,0.2845918812745526,1.8257488479262673,39393000000.0,1447000000.0,2365000000.0,,2365000000.0,114000000.0,8.93,8.93,1.1027484143763213,20.74561403508772,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2013-06-30,20848000000.0,12628000000.0,6770000000.0,11513000000.0,9335000000.0,2606000000.0,,1519000000.0,20807000000.0,1454000000.0,893000000.0,70000000.0,491000000.0,5.0,,,,,2606000000.0,8.8214,0.3331,5.0,1454000000.0,0.09566148901981789,0.04283384497313891,0.04291824866631422,0.0698803287355217,0.06974290099769762,0.1217653462859057,,0.0698803287355217,0.2791644349223353,1.865288035450517,50501000000.0,1984000000.0,3229000000.0,,3229000000.0,158000000.0,11.77,11.77,0.8070610096004955,20.436708860759495,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
