report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-09-30,20903000000.0,12573000000.0,6551000000.0,11297000000.0,9606000000.0,2603000000.0,,1255000000.0,31126000000.0,2075000000.0,1261000000.0,105000000.0,709000000.0,7.0,,,,,2603000000.0,10.0147,0.3577,7.0,2075000000.0,0.1312721215906725,0.0603262689566091,0.04051275461029365,0.06666452483454346,0.09926804764866287,0.16995658940126138,,0.06666452483454346,0.2709764730376848,1.9192489696229584,71976000000.0,2819000000.0,4603000000.0,,4603000000.0,237000000.0,16.15,16.15,0.5655007603736694,19.421940928270043,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2013-12-31,20735000000.0,12300000000.0,6323000000.0,11419000000.0,9316000000.0,2600000000.0,,1138000000.0,-21106000000.0,-2233000000.0,-1396000000.0,-70000000.0,-767000000.0,-7.219999999999999,,,,,2600000000.0,13.0734,0.3895,-7.219999999999999,-2233000000.0,-0.1498497209102619,-0.06732577767060526,0.06614232919548943,0.10579929877759879,-0.1076923076923077,-0.18739509902651896,,0.10579929877759879,0.279089738085015,1.9452791396489009,41313000000.0,1231000000.0,2061000000.0,,2061000000.0,140000000.0,7.73,7.73,1.2615235322658904,14.721428571428572,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2014-03-31,22566000000.0,13975000000.0,7714000000.0,12841000000.0,9725000000.0,2598000000.0,,1662000000.0,11712000000.0,721000000.0,368000000.0,35000000.0,318000000.0,2.0,,,,,2598000000.0,15.4949,0.4101,2.0,721000000.0,0.037840616966580976,0.016307719578126385,0.031420765027322405,0.06156079234972678,0.03195072232562262,0.05850848007790311,,0.06156079234972678,0.267146529562982,1.8116411718952554,42539000000.0,1126000000.0,2017000000.0,,2017000000.0,140000000.0,6.780000000000001,6.780000000000001,1.2880515617253347,14.407142857142857,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2014-06-30,23121000000.0,14086000000.0,7880000000.0,13121000000.0,10000000000.0,2595000000.0,,1593000000.0,23934000000.0,1402000000.0,712000000.0,70000000.0,620000000.0,4.0,,,,,2595000000.0,18.7632,0.4433,4.0,1402000000.0,0.0712,0.030794515808139786,0.02974847497284198,0.05857775549427593,0.06063751567838761,0.11131401349741961,,0.05857775549427593,0.2595,1.7875634517766497,45666000000.0,945000000.0,1965000000.0,,1965000000.0,140000000.0,5.780000000000001,5.780000000000001,1.3206106870229009,14.035714285714286,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2014-09-30,24331000000.0,15636000000.0,7769000000.0,14206000000.0,10125000000.0,3826000000.0,512000000.0,2705000000.0,36172000000.0,1991000000.0,1002000000.0,108000000.0,881000000.0,6.0,1425000000.0,361000000.0,325000000.0,1064000000.0,4338000000.0,20.5535,0.4309,6.0,2316000000.0,0.09896296296296296,0.04118203115367227,0.027700984186663717,0.055042574366913635,0.08182976449796556,0.137661619304432,0.029415017140329538,0.06402742452725865,0.42844444444444446,2.0126142360664177,50712000000.0,686000000.0,1881000000.0,,2206000000.0,143000000.0,4.780000000000001,4.780000000000001,1.9664551223934723,13.153846153846153,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2014-12-31,23466000000.0,14712000000.0,7355000000.0,13820000000.0,9646000000.0,3825000000.0,,1935000000.0,-23318000000.0,-1752000000.0,-935000000.0,-21000000.0,-796000000.0,-5.0,193000000.0,167000000.0,124000000.0,26000000.0,3825000000.0,19.201,0.4541,-5.0,-1628000000.0,-0.09693137051627618,-0.03984488195687377,0.04009777854018355,0.07513508877262201,-0.07466121196624904,-0.13005715982480884,-0.001115018440689596,0.06981730851702547,0.39653742483931165,2.0002719238613187,48500000000.0,1147000000.0,2362000000.0,,2811000000.0,192000000.0,7.0,7.0,1.360725720384205,12.302083333333334,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2015-03-31,25624000000.0,17402000000.0,9177000000.0,15580000000.0,10044000000.0,3824000000.0,,1946000000.0,13833000000.0,790000000.0,430000000.0,46000000.0,314000000.0,2.0,107000000.0,123000000.0,88000000.0,-16000000.0,3824000000.0,22.0547,0.5267,2.0,878000000.0,0.04281162883313421,0.016781142678738682,0.0310850863876238,0.057109809874936746,0.030830471433031532,0.056965676377271415,-0.0011566543772139088,0.06347140894961324,0.3807248108323377,1.8962623951182302,50621000000.0,1209000000.0,2431000000.0,,2968000000.0,203000000.0,7.0,7.0,1.2884097035040432,11.975369458128078,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2015-06-30,25384000000.0,16975000000.0,8973000000.0,15301000000.0,10083000000.0,3823000000.0,300000000.0,2250000000.0,27565000000.0,1363000000.0,861000000.0,93000000.0,676000000.0,5.0,-501000000.0,259000000.0,178000000.0,-760000000.0,4123000000.0,21.8649,0.5436,5.0,1541000000.0,0.08539125260339185,0.03391900409706902,0.03123526210774533,0.04944676219844005,0.05369524109675386,0.09594537519358018,-0.027571195356430257,0.055904226374025034,0.4089060795398195,1.8917864705226792,54252000000.0,1358000000.0,2392000000.0,314000000.0,3107000000.0,226000000.0,8.0,8.0,1.3270035403926617,10.584070796460177,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2015-09-30,24296000000.0,15773000000.0,7742000000.0,13943000000.0,10353000000.0,3822000000.0,11000000.0,1597000000.0,40928000000.0,2058000000.0,1175000000.0,140000000.0,1010000000.0,7.0,531000000.0,384000000.0,263000000.0,147000000.0,3833000000.0,20.1001,0.4982,7.0,2321000000.0,0.11349367333140152,0.04836187026671057,0.028708952306489444,0.05028342455043002,0.084705301284162,0.14507260679543213,0.003591673182173573,0.05670934323690383,0.3702308509610741,2.03732885559287,59008000000.0,1531000000.0,2459000000.0,-603000000.0,3112000000.0,258000000.0,9.0,9.0,1.2316838046272494,9.531007751937985,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2015-12-31,24705000000.0,15711000000.0,8152000000.0,14359000000.0,10346000000.0,3821000000.0,299000000.0,2571000000.0,-28037000000.0,-1864000000.0,-1190000000.0,-93000000.0,-845000000.0,-6.0,731000000.0,-243000000.0,-175000000.0,488000000.0,4120000000.0,20.7363,0.4874,-6.0,-2039000000.0,-0.11502029769959404,-0.048168386966201175,0.0424439134001498,0.06648357527552877,-0.07545031370167982,-0.1288538642333748,-0.017405571209473197,0.07272532724613903,0.39822153489271217,1.9272571148184494,54289000000.0,1276000000.0,2347000000.0,-141000000.0,2701000000.0,186000000.0,8.0,8.0,1.525360977415772,12.618279569892474,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2016-03-31,26934000000.0,17844000000.0,10105000000.0,16409000000.0,10525000000.0,3793000000.0,300000000.0,2801000000.0,13800000000.0,547000000.0,234000000.0,47000000.0,266000000.0,1.0,482000000.0,125000000.0,94000000.0,357000000.0,4093000000.0,24.7875,0.5025,1.0,641000000.0,0.022232779097387172,0.008687903764758299,0.016956521739130436,0.03963768115942029,0.020308903244969184,0.03741961964701054,0.025869565217391303,0.04644927536231884,0.3888836104513064,1.7658584858980702,54256000000.0,1080000000.0,2104000000.0,232000000.0,2464000000.0,187000000.0,7.0,7.0,1.66112012987013,11.251336898395722,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2016-06-30,27236000000.0,17736000000.0,9934000000.0,16362000000.0,10874000000.0,3793000000.0,300000000.0,2429000000.0,27807000000.0,1230000000.0,565000000.0,94000000.0,571000000.0,3.0,206000000.0,256000000.0,190000000.0,-50000000.0,4093000000.0,27.3614,0.4917,3.0,1420000000.0,0.05195880080926982,0.02074460273167866,0.020318624806703347,0.04423346639335419,0.0451608165663093,0.08218079775506114,-0.0017981083899737476,0.05106627827525443,0.37640242780945377,1.7853835313066238,54498000000.0,784000000.0,1971000000.0,942000000.0,2343000000.0,188000000.0,5.0,5.0,1.7469056764831412,10.48404255319149,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2016-09-30,29466000000.0,19654000000.0,11816000000.0,18181000000.0,11285000000.0,3792000000.0,300000000.0,6769000000.0,41501000000.0,2179000000.0,1015000000.0,141000000.0,1023000000.0,6.0,4709000000.0,395000000.0,289000000.0,4314000000.0,4092000000.0,23.6331,0.4807,6.0,2468000000.0,0.08994240141781125,0.034446480689608365,0.024457241994168814,0.05250475892147177,0.07394963686961244,0.1417051440463029,0.10394930242644755,0.05946844654345678,0.36260522817899865,1.663337846987136,55071000000.0,624000000.0,2092000000.0,5109000000.0,2490000000.0,189000000.0,4.0,4.0,1.6433734939759037,11.068783068783068,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2016-12-31,25396000000.0,16190000000.0,7822000000.0,14711000000.0,10685000000.0,3792000000.0,300000000.0,3877000000.0,-28729000000.0,-2215000000.0,-1200000000.0,-93000000.0,-922000000.0,-6.0,-3461000000.0,-249000000.0,-185000000.0,-3710000000.0,4092000000.0,47.9868,0.5418,-6.0,-2400000000.0,-0.11230697239120262,-0.04725153567490943,0.04176964043301194,0.0770997946326012,-0.087218459599937,-0.14989510726128444,0.12913780500539523,0.08353928086602389,0.38296677585400096,2.069803119406801,54379000000.0,614000000.0,1741000000.0,911000000.0,2129000000.0,189000000.0,4.0,4.0,1.9220291216533585,9.211640211640212,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2017-03-31,31712000000.0,22317000000.0,13504000000.0,21478000000.0,10234000000.0,4780000000.0,470000000.0,8425000000.0,13762000000.0,1738000000.0,1115000000.0,49000000.0,574000000.0,7.0,4205000000.0,122000000.0,100000000.0,4083000000.0,5250000000.0,20.1689,0.5475,7.0,1838000000.0,0.10895055696697284,0.03516019172552977,0.08102020055224532,0.12628978346170613,0.054805751765893036,0.11224489795918367,0.2966865281209127,0.1335561691614591,0.5129958960328317,1.6526214454976302,54341000000.0,1495000000.0,2932000000.0,4637000000.0,3326000000.0,191000000.0,10.0,10.0,1.5784726398075766,15.350785340314136,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2017-06-30,32253000000.0,22568000000.0,13705000000.0,21300000000.0,10953000000.0,4279000000.0,701000000.0,8139000000.0,27296000000.0,2838000000.0,1765000000.0,107000000.0,966000000.0,11.0,4099000000.0,233000000.0,201000000.0,3866000000.0,4980000000.0,19.1696,0.6455,11.0,3039000000.0,0.16114306582671414,0.05472359160388181,0.06466148886283704,0.10397127784290738,0.08799181471491024,0.17812088118998307,0.1416324736225088,0.11133499413833528,0.4546699534374144,1.6466982852973366,53830000000.0,2695000000.0,4540000000.0,8553000000.0,4945000000.0,204000000.0,18.0,18.0,1.0070778564206269,22.254901960784313,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2017-09-30,32956000000.0,23185000000.0,14418000000.0,21745000000.0,11211000000.0,3977000000.0,953000000.0,9865000000.0,40578000000.0,3696000000.0,2264000000.0,166000000.0,1266000000.0,15.0,6962000000.0,376000000.0,303000000.0,6586000000.0,4930000000.0,18.7873,0.6548,15.0,3999000000.0,0.20194451877620195,0.0686976574827042,0.055793779880723544,0.09108383853319532,0.11214953271028037,0.2289820952852983,0.16230469712652176,0.09855093893242643,0.43974667737043976,1.6080593702316548,52907000000.0,3944000000.0,6057000000.0,10825000000.0,6476000000.0,229000000.0,27.0,27.0,0.7612723903644225,26.449781659388645,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2017-12-31,27178000000.0,17402000000.0,9406000000.0,17336000000.0,9842000000.0,4770000000.0,150000000.0,4042000000.0,-27869000000.0,-4010000000.0,-2696000000.0,-80000000.0,-1234000000.0,-17.0,-11215000000.0,-205000000.0,-194000000.0,-11420000000.0,4920000000.0,14.6852,0.6686,-17.0,-4204000000.0,-0.27392806340174763,-0.09919788063875193,0.09673831138541031,0.14388747353690481,-0.14754580911030982,-0.2716434087522016,0.409774301194876,0.15084861315440096,0.4998983946352367,1.8500956836062088,53767000000.0,2448000000.0,4262000000.0,3115000000.0,4672000000.0,242000000.0,16.0,16.0,1.053082191780822,17.611570247933884,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2018-03-31,33453000000.0,23932000000.0,15455000000.0,23372000000.0,10081000000.0,4772000000.0,398000000.0,8855000000.0,14279000000.0,760000000.0,491000000.0,53000000.0,216000000.0,3.0,3686000000.0,134000000.0,109000000.0,3552000000.0,5170000000.0,21.1883,0.7119,3.0,869000000.0,0.04870548556690805,0.014677308462619196,0.034386161495903074,0.05322501575740598,0.02271844079753684,0.049832797849321354,0.24875691575040268,0.06085860354366552,0.5128459478226366,1.5484956324813977,54284000000.0,1824000000.0,3284000000.0,2584000000.0,3703000000.0,246000000.0,12.0,12.0,1.3961652714015662,13.34959349593496,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2018-06-30,34270000000.0,26864000000.0,18768000000.0,24059000000.0,10211000000.0,4773000000.0,398000000.0,8052000000.0,28538000000.0,1622000000.0,684000000.0,106000000.0,42000000.0,4.0,3561000000.0,272000000.0,218000000.0,3289000000.0,5171000000.0,30.1124,0.7483,4.0,1840000000.0,0.06698658309666046,0.01995914794280712,0.023968042609853527,0.05683649870348308,0.047330026262036765,0.10544792614744507,0.11524984231550915,0.06447543626042469,0.5064146508667123,1.4313725490196079,55526000000.0,743000000.0,2068000000.0,2007000000.0,2504000000.0,245000000.0,5.0,5.0,2.0650958466453675,8.440816326530612,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2018-09-30,27490000000.0,19077000000.0,11324000000.0,16897000000.0,10593000000.0,4774000000.0,398000000.0,4142000000.0,42744000000.0,2583000000.0,1328000000.0,159000000.0,308000000.0,9.0,2506000000.0,436000000.0,330000000.0,2070000000.0,5172000000.0,30.7065,0.8301,9.0,2913000000.0,0.12536580760879826,0.04830847580938523,0.031068688002994574,0.060429533969679955,0.09396144052382685,0.1638439581351094,0.048427849522740034,0.068149915777653,0.4882469555366752,1.6846520664076299,57692000000.0,-193000000.0,955000000.0,-2509000000.0,1418000000.0,238000000.0,-1.0,-1.0,3.6473906911142455,4.012605042016807,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2018-12-31,25413000000.0,16948000000.0,10077000000.0,15252000000.0,10161000000.0,4375000000.0,1694000000.0,2343000000.0,-28649000000.0,-1865000000.0,-820000000.0,-100000000.0,-175000000.0,-4.0,-7580000000.0,-230000000.0,-213000000.0,-7810000000.0,6069000000.0,23.0761,0.6824,-4.0,-2078000000.0,-0.08070071843322507,-0.03226694998622752,0.028622290481343154,0.06509825822890851,-0.07338763624916382,-0.11491065927295133,0.27260986421864636,0.07253307270759887,0.59728373191615,1.681849756872085,56912000000.0,1683000000.0,3100000000.0,1101000000.0,3544000000.0,218000000.0,12.0,12.0,1.712471783295711,14.220183486238533,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2019-03-31,28349000000.0,19673000000.0,11927000000.0,17508000000.0,10841000000.0,4376000000.0,1718000000.0,3877000000.0,16107000000.0,847000000.0,566000000.0,62000000.0,183000000.0,4.16,896000000.0,139000000.0,118000000.0,757000000.0,6094000000.0,20.6109,0.6169,4.16,965000000.0,0.05220920579282354,0.019965430879396097,0.03514000124169616,0.05258583224684919,0.0298775970933719,0.050014762326542665,0.046998199540572425,0.05991183957285652,0.5621252651969375,1.6494508258572986,58740000000.0,1758000000.0,3187000000.0,-1694000000.0,3640000000.0,227000000.0,13.16,13.16,1.6741758241758242,14.039647577092511,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2019-06-30,28913000000.0,20160000000.0,11539000000.0,17041000000.0,11872000000.0,4377000000.0,1349000000.0,4778000000.0,32352000000.0,1962000000.0,1506000000.0,122000000.0,484000000.0,11.1,2330000000.0,296000000.0,240000000.0,2034000000.0,5726000000.0,14.0827,0.5809,11.1,2202000000.0,0.12685309973045822,0.052087296371874245,0.046550445103857564,0.06064540059347181,0.06785874865977243,0.11148994203886806,0.06287091988130564,0.06806379821958457,0.482311320754717,1.7471184678048357,62554000000.0,2580000000.0,3527000000.0,-2949000000.0,4002000000.0,243000000.0,20.259999999999998,20.259999999999998,1.430784607696152,14.51440329218107,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
2019-09-30,29180000000.0,20324000000.0,11106000000.0,17579000000.0,11601000000.0,5365000000.0,699000000.0,5527000000.0,48593000000.0,2830000000.0,2195000000.0,184000000.0,684000000.0,16.24,4772000000.0,506000000.0,382000000.0,4266000000.0,6064000000.0,13.2774,0.5395,16.24,3212000000.0,0.18920782691147314,0.07522275531185743,0.045171115181198936,0.058238840985327105,0.09698423577793008,0.1602037928106425,0.08779042248883584,0.06610005556355854,0.5227135591759331,1.8300018008283812,68403000000.0,3447000000.0,3774000000.0,-753000000.0,4301000000.0,268000000.0,27.5,27.5,1.4099046733317833,14.082089552238806,0.4520769,315.3482,163.6,1.42781,19983.064,16.8208,1.7447,0.1541
