report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2011-03-31,23809000000.0,6986000000.0,4267000000.0,,-8930000000.0,24820000000.0,,553000000.0,,,240000000.0,533000000.0,183000000.0,0.52,461969000.0,918000000.0,329000000.0,358000000.0,589000000.0,24820000000.0,1.6208,,,0.52,,-0.026875699888017916,0.010080221764878827,,,,,,,-2.7793952967525195,1.6372158425123038,,,,,,,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2011-06-30,23877000000.0,6891000000.0,4278000000.0,,-8681000000.0,24631000000.0,,539000000.0,,,469000000.0,1053000000.0,330000000.0,0.94,500463000.0,1666000000.0,776000000.0,716000000.0,890000000.0,24631000000.0,,,,0.94,,-0.054026033867066,0.019642333626502494,,,,,,,-2.8373459278884923,1.6107994389901823,,,,,,,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2011-09-30,23756000000.0,6693000000.0,4271000000.0,23756000000.0,-10194000000.0,25871000000.0,,359000000.0,,,530000000.0,1572000000.0,307000000.0,1.04,509583000.0,2546000000.0,1170000000.0,1078000000.0,1376000000.0,25871000000.0,,,,1.04,,-0.05199136747106141,0.02231015322444856,,,,,,,-2.5378654110260936,1.5670803090611098,,,,,,,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2011-12-31,26898000000.0,7233000000.0,5554000000.0,26898000000.0,8258000000.0,25645000000.0,,373000000.0,,,1226000000.0,-1121000000.0,-101000000.0,2.4699999999999998,-976072000.0,-1197000000.0,-596000000.0,-687000000.0,-1793000000.0,25645000000.0,1.3023,3.7773,0.3183,2.4699999999999998,,0.14846209736013563,0.045579596996059187,,,,,,,3.1054734802615647,1.3023046453006841,,2465000000.0,1062000000.0,2037000000.0,4.97,4.97,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2012-03-31,27139000000.0,7282000000.0,5615000000.0,27139000000.0,-8613000000.0,26061000000.0,,471000000.0,,,540000000.0,442000000.0,324000000.0,1.18,458312000.0,797000000.0,335000000.0,417000000.0,462000000.0,26061000000.0,,4.0644,0.3711,1.18,,-0.06269592476489028,0.01989756439072921,,,,,,,-3.0257749912922325,1.2968833481745325,,2765000000.0,935000000.0,1946000000.0,5.629999999999999,5.629999999999999,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2012-06-30,27132000000.0,7137000000.0,5447000000.0,27132000000.0,-8243000000.0,25732000000.0,,518000000.0,,,931000000.0,890000000.0,538000000.0,2.03,458467000.0,2257000000.0,784000000.0,837000000.0,1473000000.0,25732000000.0,,4.4412,0.4172,2.03,,-0.11294431638966396,0.03431372549019608,,,,,,,-3.121679000363945,1.3102625298329356,,3227000000.0,1518000000.0,1783000000.0,6.72,6.72,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2012-09-30,27302000000.0,7272000000.0,5861000000.0,27302000000.0,-7859000000.0,25182000000.0,,472000000.0,,,1291000000.0,1336000000.0,760000000.0,2.81,458822000.0,2912000000.0,1268000000.0,1254000000.0,1644000000.0,25182000000.0,,4.5592,0.4598,2.81,,-0.1642702633922891,0.047285913119917956,,,,,,,-3.204224456037664,1.2407439003583007,,3988000000.0,1786000000.0,1547000000.0,8.49,8.49,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2012-12-31,28075000000.0,7763000000.0,6172000000.0,28075000000.0,-9660000000.0,27495000000.0,,705000000.0,,,-1157000000.0,-870000000.0,-734000000.0,-2.5299999999999994,-916198000.0,-1791000000.0,-525000000.0,-829000000.0,-2316000000.0,27495000000.0,1.2578,8.299,0.4035,-2.5299999999999994,,0.11977225672877846,-0.041211041852181655,,,,,,,-2.8462732919254656,1.2577770576798444,,1605000000.0,1263000000.0,1798000000.0,3.4900000000000007,3.4900000000000007,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2013-03-31,27882000000.0,7787000000.0,5991000000.0,27882000000.0,-9323000000.0,27170000000.0,,594000000.0,,,344000000.0,472000000.0,201000000.0,0.74,462368000.0,740000000.0,404000000.0,424000000.0,336000000.0,27170000000.0,,12.8645,0.5485,0.74,,-0.036897994207873,0.012337708916146618,,,,,,,-2.9142979727555507,1.299783007845101,,1409000000.0,1137000000.0,1828000000.0,3.0500000000000007,3.0500000000000007,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2013-06-30,27934000000.0,7791000000.0,6020000000.0,,-8823000000.0,26744000000.0,,462000000.0,,,767000000.0,934000000.0,470000000.0,1.0,462782000.0,1554000000.0,896000000.0,849000000.0,658000000.0,26744000000.0,,11.4352,0.4936,1.0,,-0.08693188257962145,0.027457578578076895,,,,,,,-3.0311685367788734,1.294186046511628,,1245000000.0,322000000.0,1872000000.0,2.0200000000000014,2.0200000000000014,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2013-09-30,28393000000.0,7771000000.0,5419000000.0,,-8376000000.0,27389000000.0,,484000000.0,,,1132000000.0,1392000000.0,704000000.0,2.0,463051000.0,2454000000.0,1347000000.0,1292000000.0,1107000000.0,27389000000.0,,13.2212,0.566,2.0,,-0.13514804202483285,0.03986898179128658,,,,,,,-3.269937917860554,1.4340284185274035,,1086000000.0,-215000000.0,1928000000.0,1.210000000000001,1.210000000000001,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2013-12-31,28831000000.0,8037000000.0,5695000000.0,28831000000.0,-8270000000.0,27590000000.0,,414000000.0,,,-687000000.0,-950000000.0,-425000000.0,-0.3700000000000001,-926288000.0,-1068000000.0,-704000000.0,-812000000.0,-1772000000.0,27590000000.0,1.4112,13.7316,0.6251,-0.3700000000000001,,0.08307134220072551,-0.023828517914744544,,,,,,,-3.336154776299879,1.4112379280070237,,1556000000.0,329000000.0,1848000000.0,3.37,3.37,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2014-03-31,29809000000.0,8877000000.0,5891000000.0,,-7828000000.0,27883000000.0,,850000000.0,,,347000000.0,460000000.0,226000000.0,0.0,457449000.0,,400000000.0,447000000.0,,27883000000.0,,14.9437,0.6738,0.0,,-0.04432805314256515,0.011640779630312993,,,,,,,-3.5619570771589166,1.5068748939059582,,1559000000.0,,1836000000.0,2.63,2.63,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2014-06-30,29822000000.0,8772000000.0,5895000000.0,,-7990000000.0,27942000000.0,,658000000.0,,,830000000.0,887000000.0,498000000.0,1.0,455220000.0,,913000000.0,901000000.0,,27942000000.0,,15.4832,0.709,1.0,,-0.10387984981226533,0.027831802025350412,,,,,,,-3.49712140175219,1.4880407124681934,,1622000000.0,,1789000000.0,2.63,2.63,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2014-09-30,29825000000.0,8527000000.0,5632000000.0,,-7384000000.0,27426000000.0,,515000000.0,,,1348000000.0,1314000000.0,816000000.0,2.0,452538000.0,2821000000.0,1482000000.0,1361000000.0,1339000000.0,27426000000.0,,17.2076,0.8442,2.0,,-0.18255687973997833,0.04519698239731769,,,,,,,-3.7142470205850486,1.5140269886363635,,1838000000.0,,1711000000.0,2.63,2.63,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2014-12-31,31199000000.0,8930000000.0,5480000000.0,,-7894000000.0,29307000000.0,,566000000.0,,,-650000000.0,-918000000.0,-432000000.0,1.0,-914855000.0,1627000000.0,-619000000.0,-889000000.0,1008000000.0,29307000000.0,1.6296,16.4581,0.8359,1.0,,0.08234101849505954,-0.02083400108977852,,,,,,,-3.712566506207246,1.6295620437956204,,1875000000.0,,1743000000.0,4.0,4.0,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2015-03-31,31288000000.0,9130000000.0,7172000000.0,,-7620000000.0,27406000000.0,,586000000.0,,,591000000.0,419000000.0,358000000.0,1.0,435309000.0,,446000000.0,473000000.0,,27406000000.0,,14.8935,0.8357,1.0,,-0.07755905511811023,0.01888903093837893,,,,,,,-3.5965879265091862,1.2730061349693251,,2119000000.0,,1702000000.0,5.0,5.0,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2015-06-30,31710000000.0,9293000000.0,6310000000.0,,-7406000000.0,28363000000.0,,673000000.0,,,1098000000.0,844000000.0,677000000.0,2.0,432329000.0,,1004000000.0,942000000.0,,28363000000.0,,17.5395,0.9781,2.0,,-0.14825816905211991,0.03462630085146642,,,,,,,-3.8297326492033488,1.4727416798732171,,2387000000.0,,1659000000.0,6.0,6.0,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2015-09-30,31896000000.0,9221000000.0,6313000000.0,,-7294000000.0,28375000000.0,,588000000.0,,,1547000000.0,1255000000.0,947000000.0,3.0,430354000.0,,1571000000.0,1424000000.0,,28375000000.0,,15.4866,0.8222,3.0,,-0.21209213051823417,0.04850137948332079,,,,,,,-3.8901837126405265,1.4606367812450498,,2586000000.0,,1600000000.0,7.0,7.0,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2015-12-31,32744000000.0,9232000000.0,5516000000.0,,-7599000000.0,30255000000.0,,741000000.0,,,-1107000000.0,-853000000.0,-721000000.0,-2.0,-871271000.0,,-646000000.0,-935000000.0,,30255000000.0,1.6737,12.95,0.6949,-2.0,,0.1456770627714173,-0.03380772049841192,,,,,,,-3.981444926964074,1.6736765772298767,,2129000000.0,,1665000000.0,4.0,4.0,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2016-03-31,32776000000.0,9201000000.0,5398000000.0,,-7556000000.0,30328000000.0,,852000000.0,,,694000000.0,416000000.0,284000000.0,1.0,410575000.0,,509000000.0,479000000.0,,30328000000.0,,13.8395,0.7672,1.0,,-0.0918475383800953,0.02117402977788626,,,,,,,-4.0137638962413975,1.7045201926639497,,2232000000.0,,1662000000.0,4.0,4.0,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2016-06-30,33205000000.0,9095000000.0,5396000000.0,,-8107000000.0,31228000000.0,,691000000.0,,,1352000000.0,843000000.0,625000000.0,3.0,404617000.0,,1172000000.0,968000000.0,,31228000000.0,,12.6375,0.7402,3.0,,-0.16676945849266067,0.04071675952416805,,,,,,,-3.8519797705686445,1.6855077835433654,,2486000000.0,,1661000000.0,5.0,5.0,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2016-09-30,33127000000.0,8843000000.0,5155000000.0,,-7763000000.0,31225000000.0,,677000000.0,,,1970000000.0,1275000000.0,898000000.0,4.0,399577000.0,,1884000000.0,1463000000.0,,31225000000.0,,11.2214,0.6968,4.0,,-0.25376787324487954,0.059468107585957074,,,,,,,-4.022285199020997,1.7154219204655674,,2909000000.0,,1681000000.0,6.0,6.0,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2016-12-31,33758000000.0,9086000000.0,5834000000.0,,-7302000000.0,31160000000.0,,646000000.0,,,-1126000000.0,-827000000.0,-429000000.0,-1.0,-818918000.0,,-805000000.0,-944000000.0,,31160000000.0,1.5574,9.6537,0.6724,-1.0,,0.15420432758148453,-0.03335505657918123,,,,,,,-4.267324020816215,1.557422008913267,,2890000000.0,,1707000000.0,7.0,7.0,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2017-03-31,33795000000.0,9037000000.0,5463000000.0,,-7017000000.0,31302000000.0,,753000000.0,,,659000000.0,419000000.0,289000000.0,1.0,379980000.0,,571000000.0,521000000.0,,31302000000.0,,11.5466,0.7876,1.0,,-0.09391477839532564,0.019499926024559845,,,,,,,-4.460880718255665,1.6542192934285191,,2855000000.0,,1710000000.0,7.0,7.0,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2017-06-30,34566000000.0,9337000000.0,5771000000.0,,-6792000000.0,31448000000.0,,705000000.0,,,1316000000.0,830000000.0,654000000.0,3.0,377647000.0,,1304000000.0,1042000000.0,,31448000000.0,,11.2103,0.757,3.0,,-0.19375736160188456,0.038072093965168086,,,,,,,-4.630153121319199,1.6179171720672327,,2819000000.0,,1697000000.0,7.0,7.0,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2017-09-30,35731000000.0,9448000000.0,5611000000.0,,-6780000000.0,32751000000.0,,718000000.0,,,1742000000.0,1257000000.0,902000000.0,4.0,375013000.0,,2033000000.0,1581000000.0,,32751000000.0,,10.8456,0.6762,4.0,,-0.2569321533923304,0.048753183510117266,,,,,,,-4.830530973451327,1.683835323471752,,2591000000.0,,1679000000.0,7.0,7.0,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2017-12-31,36593000000.0,9977000000.0,6158000000.0,,-6806000000.0,32858000000.0,,732000000.0,,,-1501000000.0,-816000000.0,-207000000.0,-3.0,-760419000.0,,-893000000.0,-1013000000.0,,32858000000.0,1.6202,14.3011,0.7266,-3.0,,0.22054069938289744,-0.04101877408247479,,,,,,,-4.827799000881575,1.6201688860019487,,2216000000.0,,1690000000.0,5.0,5.0,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2018-03-31,37299000000.0,10391000000.0,7478000000.0,,-6244000000.0,31594000000.0,,1086000000.0,,,1144000000.0,431000000.0,257000000.0,3.0,359749000.0,,694000000.0,553000000.0,,31594000000.0,,12.43,0.7559,3.0,,-0.1832158872517617,0.030671063567387864,,,,,,,-5.0598975016015375,1.3895426584648303,,2701000000.0,,1702000000.0,7.0,7.0,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2018-06-30,37742000000.0,10394000000.0,7625000000.0,,-5989000000.0,31500000000.0,,868000000.0,,,1964000000.0,867000000.0,529000000.0,5.0,357388000.0,2865000000.0,1574000000.0,1115000000.0,1291000000.0,31500000000.0,,12.5853,0.7973,5.0,,-0.327934546668893,0.052037517884584814,,,,,,,-5.259642678243447,1.3631475409836065,,3349000000.0,,1739000000.0,9.0,9.0,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2018-09-30,38044000000.0,10010000000.0,6231000000.0,,-5605000000.0,32916000000.0,,578000000.0,,,2723000000.0,1309000000.0,702000000.0,7.0,356124000.0,4586000000.0,2420000000.0,1697000000.0,2166000000.0,32916000000.0,,15.1862,1.0562,7.0,,-0.48581623550401426,0.07157501839974766,,,,,,,-5.872613737734166,1.6064837104798588,,4330000000.0,,1791000000.0,12.0,12.0,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2018-12-31,39207000000.0,10213000000.0,7569000000.0,,-4950000000.0,32033000000.0,,502000000.0,,,-2044000000.0,-852000000.0,-542000000.0,-5.0,-717958000.0,-690000000.0,-1115000000.0,-1087000000.0,-1805000000.0,32033000000.0,1.3493,11.31,0.9176,-5.0,,0.4129292929292929,-0.05213354758078915,,,,,,,-6.471313131313131,1.3493195930770248,,3787000000.0,,1755000000.0,10.0,10.0,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
2019-03-31,43379000000.0,11108000000.0,10531000000.0,43379000000.0,-4354000000.0,31019000000.0,,531000000.0,12517000000.0,1460000000.0,1039000000.0,461000000.0,279000000.0,2.97,350316000.0,974000000.0,781000000.0,619000000.0,193000000.0,31019000000.0,,12.3131,0.949,2.97,2079000000.0,-0.2386311437758383,0.023951681689296664,0.08300711032995127,0.11664136773987377,0.03365683856243805,0.05475342208888055,0.015419030119038108,0.16609411200766958,-7.124253559944878,1.0547906181749123,,3682000000.0,1845000000.0,1785000000.0,9.97,9.97,1.3815603,556.52,314.43,1.05991,105513.805,15.5533,97.2886,1.3957
