report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-05-30,17678900000.0,3480000000.0,3769100000.0,12030900000.0,5402900000.0,,1050100000.0,673200000.0,,2606100000.0,1530500000.0,401600000.0,771200000.0,2.24,2181200000.0,649900000.0,457100000.0,1531300000.0,1050100000.0,0.9233,15.6079,1.6322,2.24,3063200000.0,0.2832737974050973,0.08657212835640227,,,0.14741301777825544,0.40385867038586704,,,0.19435858520424218,0.9232973388872675,,,,,,,,,,,-0.024036517,62.61,37.13,10.50742,20009.328,7.8876,3.1776,1.0656
2010-08-29,,,,,,,,,,,,,,,,,,,0.0,,14.4762,1.5594,,,,,,,,,,,,,,,,,,,,,,,-0.024036517,62.61,37.13,10.50742,20009.328,7.8876,3.1776,1.0656
2010-11-28,18378500000.0,4016600000.0,3733600000.0,12493700000.0,5639600000.0,,1169900000.0,566300000.0,,,,,,,,,,,1169900000.0,,13.9221,1.5422,,,,,,,,,,,0.20744379033974042,1.0757981572744804,,,,,,,,,,,-0.024036517,62.61,37.13,10.50742,20009.328,7.8876,3.1776,1.0656
2011-02-27,18281500000.0,3842900000.0,4511300000.0,12169300000.0,5866200000.0,,974500000.0,540300000.0,,,,,,,,,,,974500000.0,,13.9728,1.5982,,,,,,,,,,,0.16612116872933075,0.8518387161128721,,,,,,,,,,,-0.024036517,62.61,37.13,10.50742,20009.328,7.8876,3.1776,1.0656
2011-05-29,18674500000.0,3902000000.0,3659200000.0,12062300000.0,6365500000.0,,311300000.0,619600000.0,,,,,,,1526800000.0,648800000.0,,878000000.0,311300000.0,1.0664,14.1186,1.7063,,,,,,,,,,,0.04890424946979813,1.0663533012680366,,,,,,,,,,,-0.024036517,62.61,37.13,10.50742,20009.328,7.8876,3.1776,1.0656
2011-08-28,21893200000.0,4096400000.0,4884000000.0,13979800000.0,6499300000.0,,1022700000.0,338200000.0,,,,,,,440800000.0,132800000.0,125500000.0,308000000.0,1022700000.0,,14.0199,1.5979,,,,,,,,,,,0.15735540750542365,0.8387387387387387,,,,,,,,,,,-0.024036517,62.61,37.13,10.50742,20009.328,7.8876,3.1776,1.0656
2011-11-27,21466800000.0,4021600000.0,5142000000.0,13582100000.0,6577300000.0,5247600000.0,849000000.0,509100000.0,,1355800000.0,850400000.0,172600000.0,386900000.0,1.28,1153200000.0,264800000.0,263300000.0,888400000.0,6096600000.0,,15.8528,1.5727,1.28,1619100000.0,0.12929317501102275,0.03961466077850448,,,0.06315799280749809,0.10697575331981474,,,0.9269152995910176,0.7821081291326332,,,,,,,,,,,-0.024036517,62.61,37.13,10.50742,20009.328,7.8876,3.1776,1.0656
2012-02-26,21439000000.0,3836300000.0,3849000000.0,13186200000.0,6921600000.0,6194800000.0,690800000.0,485300000.0,,2024400000.0,1241900000.0,268600000.0,574200000.0,1.86,1657200000.0,423900000.0,398800000.0,1233300000.0,6885600000.0,,15.6984,1.5113,1.86,2423200000.0,0.17942383263985207,0.05792714212416624,,,0.09442604599095107,0.14661915522336172,,,0.9947988904299584,0.9967004416731619,,,,3307700000.0,,,,,,,-0.024036517,62.61,37.13,10.50742,20009.328,7.8876,3.1776,1.0656
2012-05-27,21096800000.0,3691400000.0,3843200000.0,13366300000.0,6421700000.0,6161900000.0,526500000.0,471200000.0,,-817800000.0,-525000000.0,-89300000.0,-251500000.0,-0.79,-849200000.0,-145600000.0,-246100000.0,-994800000.0,6688400000.0,0.9605,16.1363,1.5182,-0.79,-1063900000.0,-0.08175405266518211,-0.02488529066019491,,,-0.0387641727655379,-0.062379386884920784,,,1.0415310587539126,0.9605016652789342,,,,1434900000.0,,,,,,,-0.024036517,62.61,37.13,10.50742,20009.328,7.8876,3.1776,1.0656
2012-08-26,22635300000.0,5217400000.0,5975500000.0,14690500000.0,6645200000.0,5462000000.0,1682100000.0,1508400000.0,,780100000.0,548900000.0,83000000.0,158100000.0,0.82,488800000.0,140600000.0,139200000.0,348200000.0,7144100000.0,,14.9356,1.5152,0.82,919300000.0,0.08260097513995064,0.024249733822834244,,,0.03446386838257059,0.0565728499633774,,,1.075076747125745,0.8731319554848966,,2116200000.0,3342500000.0,1475100000.0,3897700000.0,434900000.0,3.17,3.17,1.8329014547040563,7.685674867785698,-0.024036517,62.61,37.13,10.50742,20009.328,7.8876,3.1776,1.0656
