report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-06-30,1953550000.0,578742000.0,273267000.0,,1402550000.0,,415488000.0,273820000.0,225027000.0,102006000.0,67862000.0,2794000.0,31772000.0,0.73,92960000.0,119886000.0,30265000.0,0.0,,26.9955,6.6476,0.73,132271000.0,0.04838472781719012,0.034737785057971385,0.2478343437294573,0.8218062961069316,0.37252939887517345,0.05221570986153413,0.07272895796941285,0.48305821342487765,0.0,2.117862749618505,,,,,,,,,,,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2010-09-30,2118482000.0,686392000.0,355543000.0,,1460140000.0,,494716000.0,413663000.0,339591000.0,153883000.0,103992000.0,3696000.0,46534000.0,1.12,93044000.0,192149000.0,45417000.0,0.0,,27.1166,6.8088,1.12,199300000.0,0.07122056789075021,0.04908797903404419,0.2513930421623399,0.820936366075767,0.3720008799433355,0.07263833254188612,0.10538920925390716,0.4817931504630581,0.0,1.9305456723940564,,,,,,,,,,,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2010-12-31,2126876000.0,714633000.0,311369000.0,,1529929000.0,,472479000.0,580236000.0,479357000.0,219268000.0,153132000.0,4488000.0,63262000.0,1.64,93209000.0,166884000.0,60826000.0,0.0,2.2951,30.9425,8.1661,1.64,280094000.0,0.10009091925180842,0.0719985556280667,0.2639133042417223,0.8261414321069358,0.37789451188826617,0.10309392743159451,0.1433190690548385,0.48272427081394464,0.0,2.2951321422492286,,,,,,,,,,,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2011-03-31,2178360000.0,784745000.0,330526000.0,,1576633000.0,,549934000.0,158047000.0,131465000.0,62274000.0,42241000.0,803000.0,19411000.0,0.45,94171000.0,84859000.0,14831000.0,0.0,,30.5786,8.2766,0.45,77105000.0,0.026791904013172375,0.019391193374832444,0.2672685973159883,0.8318095250147108,0.394022031421033,0.02858756128463615,0.03949809499103469,0.48786120584383125,0.0,2.374230771558062,1425766000.0,367227000.0,537431000.0,1175440000.0,688770000.0,11781000.0,3.94,3.94,0.0,45.61845344198285,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2011-06-30,2237975000.0,854251000.0,347457000.0,2237975000.0,1640294000.0,106298000.0,629712000.0,320305000.0,265660000.0,127087000.0,87672000.0,1577000.0,38623000.0,0.93,94179000.0,163769000.0,29825000.0,106298000.0,,29.022,8.0085,0.93,156912000.0,0.05344895488247838,0.03917470034294396,0.27371411623296543,0.829396981002482,0.39676870482821064,0.05678660396117025,0.07276284329711805,0.4898830801891947,0.064804236313734,2.4585804862184384,1472251000.0,387037000.0,562512000.0,1216073000.0,713411000.0,10564000.0,4.140000000000001,4.140000000000001,0.14899966498974646,53.24801211662249,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2011-09-30,2347905000.0,626427000.0,371479000.0,2347905000.0,1693017000.0,79723000.0,406298000.0,493240000.0,407568000.0,192416000.0,133218000.0,2330000.0,58520000.0,1.41,94268000.0,230047000.0,46916000.0,79723000.0,,24.8034,6.8551,1.41,239332000.0,0.0786867467958089,0.056739092936042984,0.2700875841375395,0.8263076798313195,0.3901062363149785,0.08195220845817867,0.10854157970147907,0.48522423161138595,0.047089308612967264,1.6863052823981974,1551828000.0,416263000.0,601045000.0,1284050000.0,753443000.0,9198000.0,4.43,4.43,0.1058115876051672,65.34518373559469,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2011-12-31,2448470000.0,740033000.0,438751000.0,2448470000.0,1754473000.0,53149000.0,471828000.0,-280143000.0,-232258000.0,-116218000.0,-82456000.0,-1378000.0,-32371000.0,-0.8800000000000001,-188237000.0,-171014000.0,-25617000.0,53149000.0,1.6867,29.3439,7.6675,-0.8800000000000001,-141835000.0,-0.046997588449637015,-0.033676540860210664,0.29433539299572004,0.8290694395362368,0.41485241465965594,-0.04746556012530274,-0.06429330910997985,0.506294999339623,0.03029342714307943,1.686681055997593,691449000.0,180675000.0,265559000.0,572435000.0,331514000.0,3332000.0,1.9100000000000001,1.9100000000000001,0.16032203768166653,79.69957983193277,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2012-03-31,2517058000.0,830802000.0,457016000.0,2517058000.0,1820893000.0,26574000.0,557846000.0,185345000.0,151003000.0,67828000.0,45539000.0,818000.0,21756000.0,0.48,95190000.0,83597000.0,20712000.0,26574000.0,,33.2556,8.5122,0.48,88540000.0,0.025009157594652734,0.0180921536174375,0.24569856214087243,0.8147131025924627,0.3659553805066228,0.026947332957762596,0.036714052267239415,0.477703741670938,0.014593938248980034,1.8178838377649797,718747000.0,183973000.0,271113000.0,591973000.0,342949000.0,3347000.0,1.94,1.94,0.07748674001090541,81.00179265013445,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2012-06-30,2513222000.0,841153000.0,463917000.0,2513222000.0,1820849000.0,26574000.0,551484000.0,380361000.0,311282000.0,138962000.0,95801000.0,1541000.0,42753000.0,1.01,95059000.0,158466000.0,41917000.0,26574000.0,,31.165,7.8297,1.01,180879000.0,0.05261336881861154,0.038118797304814295,0.2518686195482712,0.8183856914878234,0.3653423984057251,0.05529236971505104,0.07521937314843433,0.4755456001009567,0.014594290904956973,1.8131540771301764,778803000.0,192102000.0,282988000.0,637595000.0,366916000.0,3311000.0,2.0199999999999996,2.0199999999999996,0.07242529625309335,85.46904258532166,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2012-09-30,2558304000.0,825831000.0,453107000.0,2558304000.0,1896490000.0,0.0,554887000.0,577270000.0,474435000.0,212614000.0,147420000.0,2173000.0,64573000.0,1.55,94958000.0,228827000.0,63669000.0,0.0,,34.1614,8.5847,1.55,276283000.0,0.07773307531281473,0.057624113475177305,0.2553744348398496,0.8218597883139606,0.36830945658010983,0.08310740240409271,0.11210921228163608,0.4786027335562215,0.0,1.8225959872612871,862833000.0,206304000.0,303186000.0,704462000.0,403867000.0,3154000.0,2.16,2.16,0.0,96.12745719720989,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2012-12-31,2607417000.0,913359000.0,477387000.0,2607417000.0,1940291000.0,0.0,576703000.0,-344958000.0,-278218000.0,-125151000.0,-85277000.0,-1871000.0,-39018000.0,-0.8999999999999999,-190253000.0,-172475000.0,-40876000.0,0.0,1.9132,30.6572,7.8171,-0.8999999999999999,-166027000.0,-0.04395062390126017,-0.03270554729067119,0.2472098052516538,0.8065271714237675,0.3628006887795036,-0.04799807625707741,-0.06450114956983256,0.48129627374926803,0.0,1.913246485555744,798018000.0,203483000.0,294253000.0,658502000.0,379675000.0,2661000.0,2.1399999999999997,2.1399999999999997,0.0,110.57985719654265,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2013-03-31,2599700000.0,931608000.0,419306000.0,,2005888000.0,,650993000.0,197732000.0,161498000.0,69549000.0,51023000.0,371000.0,18566000.0,0.0,95166000.0,95434000.0,20683000.0,0.0,,35.3638,9.1187,0.0,90232000.0,0.025436614606598174,0.01962649536484979,0.2580411870612749,0.8167519673092873,0.35173365970100945,0.026752702234873256,0.03467242438261758,0.45633483705217165,0.0,2.2217855217907685,810405000.0,208967000.0,295974000.0,668997000.0,381367000.0,2214000.0,1.6600000000000001,1.6600000000000001,0.0,133.6829268292683,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2013-06-30,2576036000.0,915484000.0,425666000.0,,1997835000.0,,659403000.0,412582000.0,339668000.0,147974000.0,106968000.0,741000.0,41246000.0,1.0,95103000.0,182582000.0,41385000.0,0.0,,31.9896,8.2706,1.0,189359000.0,0.05354195917080239,0.04152426441245386,0.25926482493177117,0.8232739188815799,0.3586535525059261,0.057442520213226836,0.07406717771988178,0.4589608853512756,0.0,2.1507097113699474,842626000.0,220134000.0,304986000.0,697383000.0,389847000.0,1414000.0,1.6500000000000001,1.6500000000000001,0.0,215.69024045261668,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2013-09-30,2618279000.0,959956000.0,386956000.0,,2088298000.0,,707334000.0,625240000.0,517157000.0,229611000.0,169398000.0,967000.0,60526000.0,1.0,95157000.0,248022000.0,61263000.0,0.0,,35.4723,9.4536,1.0,290874000.0,0.08111773319708203,0.06469822352774475,0.27093276181946135,0.8271335807050093,0.3672365811528373,0.08769539075094747,0.1099512617452107,0.46521975561384427,0.0,2.4807885134227146,890596000.0,242112000.0,321983000.0,740105000.0,404438000.0,208000.0,1.1,1.1,0.0,1547.9951923076924,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2013-12-31,2722382000.0,1067596000.0,440431000.0,,2136246000.0,,742486000.0,-374294000.0,-303755000.0,-125271000.0,-82062000.0,-910000.0,-43176000.0,0.0,-190287000.0,-193055000.0,-42630000.0,0.0,2.424,32.9353,9.3815,0.0,-167901000.0,-0.03841411522830236,-0.030143455253524302,0.21924476481055,0.8115411948895788,0.3346861023687262,-0.046015217555802235,-0.058640718344235634,0.44858052760664074,0.0,2.4239801467199174,861260000.0,245327000.0,321863000.0,714568000.0,402564000.0,1169000.0,2.0,2.0,0.0,275.33190761334475,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2014-03-31,2793229000.0,1132262000.0,441747000.0,,2208120000.0,,857684000.0,215271000.0,177526000.0,79062000.0,56542000.0,248000.0,22915000.0,0.0,94949000.0,131639000.0,19458000.0,0.0,,28.4468,8.1199,0.0,98520000.0,0.025606398202996213,0.020242522184897836,0.26265497907288954,0.8246628668050968,0.367267304931923,0.028304875826507602,0.03580511928699527,0.45765569909555864,0.0,2.563145873090253,878799000.0,250846000.0,331376000.0,730596000.0,410852000.0,1046000.0,2.0,2.0,0.0,316.80305927342255,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2014-06-30,2799196000.0,1064657000.0,447037000.0,,2219816000.0,,782915000.0,447646000.0,371223000.0,162594000.0,119578000.0,429000.0,43761000.0,1.0,94644000.0,211472000.0,39872000.0,0.0,,27.238,7.8383,1.0,202466000.0,0.053868428734633864,0.04271869493954693,0.2671262560147974,0.829278045598531,0.3632200444100919,0.05808596468414502,0.07324661143085734,0.45229042591690755,0.0,2.381585864257321,913863000.0,263456000.0,345996000.0,762151000.0,423959000.0,734000.0,2.0,2.0,0.0,471.3841961852861,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2014-09-30,2789038000.0,1075020000.0,407280000.0,,2255800000.0,,816805000.0,681646000.0,568029000.0,253402000.0,185057000.0,578000.0,69201000.0,1.0,94397000.0,293034000.0,61223000.0,0.0,,26.6789,7.5875,1.0,314625000.0,0.08203608475928717,0.06635155204052437,0.27148549246969833,0.8333196409866706,0.3717501459701957,0.09085641715889134,0.11233354020746521,0.46156656094218995,0.0,2.639510901591043,970269000.0,279115000.0,369787000.0,813023000.0,447710000.0,345000.0,2.0,2.0,0.0,1071.8463768115942,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2014-12-31,2774103000.0,1110493000.0,465099000.0,,2217501000.0,,788064000.0,-408542000.0,-334143000.0,-147608000.0,-106487000.0,-476000.0,-42428000.0,0.0,-189796000.0,-250838000.0,-38629000.0,0.0,2.3272,29.5908,8.0516,0.0,-186237000.0,-0.04802117338391279,-0.03838610174171615,0.26065129166646267,0.8178914285434545,0.36130434569762715,-0.05320927160959777,-0.06656502071475955,0.4558576596775852,0.0,2.38764865114739,936021000.0,254690000.0,347450000.0,782635000.0,429374000.0,779000.0,2.0,2.0,0.0,446.02053915275997,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2015-03-31,2681094000.0,1029288000.0,444111000.0,,2151265000.0,,760394000.0,217781000.0,181893000.0,80058000.0,56132000.0,154000.0,25195000.0,0.0,92140000.0,114120000.0,19428000.0,0.0,,31.104,8.4271,0.0,99486000.0,0.026092554845637335,0.020936229762925133,0.2577451660154008,0.8352106014757945,0.3676078262107346,0.029860198859122434,0.03721438316525393,0.4568167103649997,0.0,2.3176368070144626,938531000.0,254280000.0,348446000.0,787002000.0,430340000.0,685000.0,2.0,2.0,0.0,508.6802919708029,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2015-06-30,2746030000.0,1110355000.0,430310000.0,,2241305000.0,,840354000.0,453266000.0,379593000.0,166553000.0,118467000.0,276000.0,50119000.0,1.0,91933000.0,180532000.0,39135000.0,0.0,,32.3009,8.6985,1.0,205688000.0,0.05285626008062267,0.043141189280524975,0.26136308481112636,0.8374618877215586,0.36745090079555937,0.06065228711995135,0.07431072522481322,0.45379093071176746,0.0,2.5803606702144966,944151000.0,253169000.0,352405000.0,795372000.0,433562000.0,532000.0,2.0,2.0,0.0,662.4154135338346,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2015-09-30,2701566000.0,1045264000.0,411957000.0,,2211596000.0,,776239000.0,691106000.0,580852000.0,256736000.0,184500000.0,371000.0,74465000.0,2.0,91820000.0,258327000.0,58782000.0,0.0,,31.2643,8.4034,2.0,315518000.0,0.08342391648384244,0.0682937229740084,0.2669633891183118,0.8404673089222203,0.37148570552129484,0.09503228867997303,0.11608630147639985,0.4565406753812006,0.0,2.5373133603749904,953611000.0,252612000.0,355739000.0,808195000.0,434455000.0,325000.0,3.0,3.0,0.0,1094.5815384615385,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
