report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2015-12-31,2729904000.0,1076426000.0,484146000.0,,2194427000.0,,784168000.0,-419400000.0,-346831000.0,-149668000.0,-106578000.0,-476000.0,-45535000.0,-1.0,-184391000.0,-185456000.0,-39675000.0,0.0,2.2233,32.5984,8.7316,-1.0,-189343000.0,-0.04856757595490759,-0.03904093330754488,0.25412017167381973,0.8269694802098235,0.3568621840724845,-0.05482537114858251,-0.06820368141660671,0.4514616118264187,0.0,2.223349981204017,942753000.0,252521000.0,353679000.0,795507000.0,431349000.0,325000.0,2.0,2.0,0.0,1088.2430769230768,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2016-03-31,2758828000.0,1118679000.0,474824000.0,,2233903000.0,,863435000.0,225906000.0,190621000.0,85022000.0,56468000.0,86000.0,29310000.0,0.0,90084000.0,108575000.0,17432000.0,0.0,,31.1051,8.2715,0.0,102454000.0,0.02527773139657362,0.02046811182139662,0.24996237373066674,0.843806716067745,0.3763600789708994,0.030818159015349997,0.03805984413826384,0.45352491744353846,0.0,2.3559866392600206,950878000.0,252857000.0,358643000.0,804235000.0,434317000.0,257000.0,2.0,2.0,0.0,1395.4980544747082,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2016-06-30,2747661000.0,1109742000.0,467710000.0,,2235860000.0,,843355000.0,471975000.0,399679000.0,179177000.0,126096000.0,145000.0,55160000.0,1.0,89694000.0,178604000.0,34876000.0,0.0,,30.7119,8.3099,1.0,214053000.0,0.05639709105221257,0.04589212424676843,0.2671666931511203,0.846822395253986,0.37963239578367497,0.0652107374235759,0.08013784405105866,0.45352614015572856,0.0,2.3727138611532785,969587000.0,260486000.0,371267000.0,824321000.0,442682000.0,126000.0,2.0,2.0,0.0,2946.563492063492,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2016-09-30,2730357000.0,1100151000.0,454437000.0,,2229765000.0,,837916000.0,717837000.0,609955000.0,279276000.0,195653000.0,175000.0,86596000.0,2.0,89355000.0,260593000.0,52320000.0,0.0,,30.6336,8.3315,2.0,331596000.0,0.08774601807813828,0.07165839485459227,0.2725590907127941,0.8497123998902257,0.3890521107159425,0.10228552529943886,0.12524907333284,0.4619377379544381,0.0,2.4209098290852196,996318000.0,271639000.0,393807000.0,853424000.0,458760000.0,-70000.0,2.0,2.0,0.0,5625.814285714286,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2016-12-31,2800526000.0,1169401000.0,539100000.0,,2208405000.0,,822479000.0,-427253000.0,-358650000.0,-167233000.0,-112581000.0,-185000.0,-56387000.0,-1.0,-180164000.0,-190945000.0,-35041000.0,0.0,2.1692,30.4074,8.1716,-1.0,-202274000.0,-0.05097842107765559,-0.040199948152597045,0.26349961264169003,0.8394323737925772,0.39141445466737507,-0.059714853566794235,-0.07572569343032641,0.4734290923644773,0.0,2.1691726952327954,988465000.0,265636000.0,376242000.0,841605000.0,445829000.0,221000.0,2.0,2.0,0.0,1702.4524886877828,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2017-03-31,2794693000.0,1182069000.0,528726000.0,,2211445000.0,,866188000.0,253405000.0,216374000.0,85472000.0,63306000.0,,22261000.0,0.0,87224000.0,125893000.0,16591000.0,0.0,,33.5593,9.0004,0.0,102063000.0,0.02862653152124516,0.022652219760810936,0.2498214320948679,0.8538663404431641,0.337294054971291,0.030583681284491713,0.03864984207158668,0.4027663226850299,0.0,2.2356929676240624,1015964000.0,272474000.0,376692000.0,867358000.0,445438000.0,,2.0,2.0,0.0,,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2017-06-30,2760965000.0,1145680000.0,514787000.0,,2189415000.0,,857996000.0,517329000.0,443960000.0,183866000.0,133036000.0,,52403000.0,1.0,87060000.0,238075000.0,33009000.0,0.0,,38.1662,10.0629,1.0,216875000.0,0.060763263246118256,0.04818460212280851,0.25715937053596455,0.8581772914334979,0.3554140595249831,0.06659483187943346,0.08397951050851483,0.41922065068844006,0.0,2.225541826036788,1061318000.0,279414000.0,381381000.0,911639000.0,448260000.0,,2.0,2.0,0.0,,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2017-09-30,2846013000.0,1201674000.0,496352000.0,,2287254000.0,,919571000.0,792914000.0,683562000.0,290049000.0,206666000.0,,86698000.0,2.0,86902000.0,326960000.0,49939000.0,0.0,,37.9242,9.8649,2.0,339988000.0,0.09035550927006795,0.0726159718876899,0.26064112879833123,0.8620884484319863,0.3658013353276648,0.10191415148138817,0.12681101443040432,0.42878294493475966,0.0,2.421011701373219,1136395000.0,290427000.0,392154000.0,985246000.0,456652000.0,,2.0,2.0,0.0,,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2017-12-31,2941623000.0,1270266000.0,608553000.0,,2245831000.0,,881501000.0,-468398000.0,-398810000.0,-168659000.0,-143757000.0,,-24919000.0,-1.0,-174332000.0,-260490000.0,-31861000.0,0.0,2.0874,48.6247,11.5097,-1.0,-200520000.0,-0.06401060453791937,-0.04886996056258739,0.30691207050414393,0.851434036866084,0.3600762599327922,-0.05733535534635132,-0.0750987051118272,0.42809747266213777,0.0,2.0873547579257683,1095250000.0,259251000.0,390728000.0,945086000.0,458406000.0,,2.0,2.0,0.0,,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2018-03-31,2959166000.0,1327329000.0,442092000.0,,2407360000.0,,885493000.0,282873000.0,243835000.0,95061000.0,84280000.0,,12758000.0,0.0,86152000.0,132421000.0,16613000.0,0.0,,46.1565,11.4999,0.0,111674000.0,0.03500930479861757,0.028480997686510322,0.2979428931004373,0.8619946053529323,0.33605540295468284,0.03212425392830277,0.0394876545261199,0.3947849388241366,0.0,3.002381857170001,1124718000.0,280225000.0,400317000.0,972547000.0,468017000.0,,2.0,2.0,0.0,,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2018-06-30,3058250000.0,1142985000.0,435001000.0,,2507479000.0,,695894000.0,588786000.0,509298000.0,203614000.0,176876000.0,,29884000.0,2.0,86069000.0,243542000.0,33738000.0,0.0,,48.7873,12.6741,2.0,237352000.0,0.07053937440752246,0.057835690345785985,0.3004079580696552,0.8649967900051971,0.3458200432754855,0.06657859887190387,0.08120267408022161,0.4031209981215586,0.0,2.6275456838030258,1196175000.0,324065000.0,420065000.0,1037885000.0,488494000.0,,3.0,3.0,0.0,,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2018-09-30,3056111000.0,1127567000.0,415439000.0,,2548546000.0,,729180000.0,878204000.0,762408000.0,296638000.0,266212000.0,,35811000.0,3.0,86060000.0,353503000.0,47341000.0,0.0,,49.183,13.2815,3.0,343979000.0,0.1044564233880809,0.08710809260527513,0.303132301834198,0.86814453133896,0.3377780105761304,0.09706388282362781,0.11639499542091844,0.3916846199744023,0.0,2.7141577945257906,1281465000.0,383611000.0,426654000.0,1116731000.0,492485000.0,,4.0,4.0,0.0,,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2018-12-31,3265964000.0,1311177000.0,524767000.0,,2649547000.0,,777139000.0,-456227000.0,-377790000.0,-118739000.0,-107993000.0,,-10743000.0,-1.0,-172368000.0,-243029000.0,-38437000.0,0.0,2.4986,28.4807,9.233,-1.0,-157176000.0,-0.04075904296092879,-0.0330661942385158,0.23670891902495908,0.8280746207480049,0.260262983120245,-0.036356493825406525,-0.044814830610666656,0.34451270968180314,0.0,2.498588897548817,1293636000.0,419375000.0,476574000.0,1137751000.0,535829000.0,,4.0,4.0,0.0,,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2019-03-31,3372263000.0,1062811000.0,503410000.0,,2684381000.0,,607391000.0,317130000.0,282315000.0,95649000.0,86230000.0,,12436000.0,1.01,85493000.0,151578000.0,17898000.0,0.0,,37.3158,11.8399,1.01,113547000.0,0.032122861844127194,0.02557036624960746,0.2719074196701668,0.8902185223725286,0.30160817330432316,0.028363446148773095,0.03563167821557372,0.358045596443099,0.0,2.1112234560298764,1327893000.0,421325000.0,477162000.0,1176231000.0,537702000.0,,5.01,5.01,0.0,,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2019-06-30,3512842000.0,1133345000.0,505666000.0,,2817286000.0,,,685765000.0,610453000.0,224277000.0,195980000.0,,32627000.0,2.29,85488000.0,240117000.0,27518000.0,0.0,,39.8338,12.5601,2.29,251795000.0,0.06956340250865549,0.05578958575421269,0.2857830306300263,0.8901781222430425,0.3270464371905828,0.06384488684660454,0.07960746619264072,0.36717388609800733,0.0,2.2412916826521854,1424872000.0,440429000.0,497825000.0,1277386000.0,552145000.0,,5.3,5.3,0.0,,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2019-09-30,3582012000.0,1206226000.0,473830000.0,,2923324000.0,,,1029664000.0,912987000.0,329324000.0,285443000.0,,51993000.0,3.34,85570000.0,360485000.0,42216000.0,0.0,,42.4447,12.8825,3.34,371540000.0,0.09764329920323576,0.07968789607628339,0.2772195590017715,0.8866843941324548,0.31983637380737795,0.09193827379696104,0.11265395146073443,0.3608361562606831,0.0,2.545693603191018,1576332000.0,459660000.0,530511000.0,1427965000.0,579706000.0,,5.64,5.64,0.0,,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2019-12-31,4838887000.0,1555480000.0,695140000.0,,3453379000.0,423531000.0,,-516667000.0,-456136000.0,-134210000.0,-116358000.0,3461000.0,-25768000.0,-1.3899999999999997,-170626000.0,-252244000.0,-27116000.0,423531000.0,2.2376,48.0203,14.2961,-1.3899999999999997,-161326000.0,-0.03369395597760918,-0.024046438778173577,0.22520888696200841,0.8828433013914184,0.25976112273475954,-0.027735716911760907,-0.03461777549646497,0.3122436695202132,0.12264249015239856,2.237649969790258,1515892000.0,451295000.0,515040000.0,1349619000.0,575556000.0,,5.25,5.25,0.7358641035798428,,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2020-03-31,4526085000.0,1290700000.0,537142000.0,,3292350000.0,423607000.0,,304985000.0,254869000.0,34073000.0,46064000.0,3651000.0,-12740000.0,0.53,87369000.0,147412000.0,20702000.0,423607000.0,,48.3909,13.2302,0.53,54775000.0,0.013991222075417255,0.010177449164123078,0.15103693624276604,0.8356771644507107,0.11172024853681328,0.007528139661539719,0.009169374134307797,0.17959899667196746,0.12866402417725942,2.4029027705895274,1503747000.0,411129000.0,453464000.0,1322173000.0,516784000.0,,4.7700000000000005,4.7700000000000005,0.8196983652744667,,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2020-06-30,4671866000.0,1294264000.0,543806000.0,,3438048000.0,423683000.0,,690646000.0,586670000.0,146880000.0,142628000.0,6691000.0,3281000.0,1.64,87152000.0,279004000.0,41356000.0,423683000.0,,62.7497,16.4198,1.64,188236000.0,0.041485168328074536,0.030529129046081373,0.20651390147774693,0.849451093613805,0.21267045635535425,0.03143925788967406,0.038034756952257935,0.27255062651488604,0.12323359068866985,2.3800105184569498,1508628000.0,357777000.0,376067000.0,1298390000.0,453225000.0,,4.12,4.12,0.934818247007557,,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2020-09-30,4846295000.0,1458721000.0,561847000.0,,3589613000.0,423759000.0,,1057611000.0,900250000.0,236965000.0,218255000.0,8544000.0,17798000.0,2.5,87176000.0,373543000.0,62197000.0,423759000.0,,73.0859,18.1838,2.5,299162000.0,0.06080181902617357,0.04503543428536645,0.20636604573893425,0.8512108894480107,0.22405686022554608,0.04889611548616005,0.05904386635477599,0.28286581739410804,0.11805144454290754,2.5962957887111617,1536575000.0,290589000.0,283708000.0,1285653000.0,380847000.0,22347000.0,3.2800000000000002,3.2800000000000002,1.1126751687685605,12.695574350024613,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
2020-12-31,5940590000.0,1719237000.0,728825000.0,,4097872000.0,798118000.0,,-371945000.0,-285756000.0,78438000.0,26940000.0,-7898000.0,51699000.0,0.2999999999999998,-174409000.0,-252649000.0,-38980000.0,798118000.0,2.3589,72.0109,18.5836,0.2999999999999998,39458000.0,0.006574143848319323,0.004534903098850451,-0.07243006358466977,0.7682748793504416,-0.21088601809407304,0.013203739022554999,0.016020866055690475,-0.10608557716866741,0.1947640141029295,2.3589160635269097,1681297000.0,433887000.0,496356000.0,1456033000.0,581631000.0,10988000.0,4.97,4.97,1.372206777149086,45.17255187477248,-0.13518369,395.485,275.06,3.16492,32907.01,55.5131,4.8468,12.7394
