report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2014-09-30,10923000000.0,5682000000.0,3844000000.0,7544000000.0,2894000000.0,2417000000.0,37000000.0,1026000000.0,,1361000000.0,1007000000.0,101000000.0,200000000.0,3.0,303560000.0,1262000000.0,2454000000.0,,14.0838,1.2683,3.0,1361000000.0,0.3479612992398065,0.09219079007598645,,,0.12459946901034515,0.2544876589379207,,0.8479612992398065,1.4781477627471384,,1684000000.0,2304000000.0,2304000000.0,169000000.0,6.890000000000001,6.890000000000001,1.0651041666666667,13.633136094674557,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2014-12-31,10746000000.0,5224000000.0,3889000000.0,7733000000.0,2510000000.0,2417000000.0,34000000.0,904000000.0,,-920000000.0,-678000000.0,-69000000.0,-130000000.0,-2.0,-613860000.0,-26000000.0,2451000000.0,1.3433,15.937,1.3892,-2.0,-920000000.0,-0.2701195219123506,-0.06309324399776661,,,-0.08561325144239718,-0.1854464825639992,,0.9764940239043824,1.3432759064026742,,1351000000.0,1847000000.0,1847000000.0,135000000.0,3.9999999999999996,3.9999999999999996,1.327016783974012,13.681481481481482,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2015-03-31,10464000000.0,5687000000.0,3818000000.0,7801000000.0,2155000000.0,2673000000.0,44000000.0,558000000.0,,446000000.0,209000000.0,32000000.0,61000000.0,0.0,291810000.0,135000000.0,2717000000.0,,18.7131,1.5069,0.0,446000000.0,0.09698375870069606,0.019973241590214068,,,0.0426223241590214,0.09154351395730706,,1.2607888631090487,1.4895233106338397,,1240000000.0,1834000000.0,1834000000.0,132000000.0,3.0,3.0,1.4814612868047983,13.893939393939394,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2015-06-30,10809000000.0,5934000000.0,3772000000.0,7788000000.0,2490000000.0,2693000000.0,43000000.0,1171000000.0,,927000000.0,854000000.0,62000000.0,141000000.0,2.0,290320000.0,669000000.0,2736000000.0,,16.3464,1.6169,2.0,927000000.0,0.3429718875502008,0.07900823387917476,,,0.08576186511240633,0.17738231917336394,,1.0987951807228915,1.5731707317073171,,1392000000.0,1814000000.0,1814000000.0,126000000.0,3.0,3.0,1.5082690187431091,14.396825396825397,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2015-09-30,10792000000.0,5054000000.0,4028000000.0,8018000000.0,2316000000.0,2698000000.0,424000000.0,434000000.0,,1388000000.0,1258000000.0,92000000.0,202000000.0,4.0,288330000.0,1008000000.0,3122000000.0,,13.4968,1.4353,4.0,1388000000.0,0.5431778929188256,0.11656782802075612,,,0.1286137879911045,0.25524089738874584,,1.348013816925734,1.2547169811320755,,1643000000.0,1841000000.0,1841000000.0,117000000.0,4.0,4.0,1.6958174904942966,15.735042735042734,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2015-12-31,11973000000.0,5121000000.0,3927000000.0,9240000000.0,2250000000.0,3956000000.0,52000000.0,535000000.0,,-1038000000.0,-871000000.0,-59000000.0,-141000000.0,-1.0,-583820000.0,-109000000.0,4008000000.0,1.304,16.56,2.2102,-1.0,-1038000000.0,-0.38711111111111113,-0.0727470141150923,,,-0.08669506389376096,-0.16586768935762225,,1.7813333333333334,1.3040488922841864,,1450000000.0,1723000000.0,1723000000.0,127000000.0,5.0,5.0,2.3261752756819503,13.566929133858268,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2016-03-31,12071000000.0,5082000000.0,4061000000.0,9427000000.0,2265000000.0,3985000000.0,368000000.0,463000000.0,,441000000.0,425000000.0,41000000.0,75000000.0,1.0,277040000.0,268000000.0,4353000000.0,,12.4283,1.8623,1.0,441000000.0,0.18763796909492272,0.03520835059232872,,,0.03653384143815757,0.06663644605621033,,1.9218543046357617,1.2514159074119675,,1666000000.0,1718000000.0,1718000000.0,136000000.0,6.0,6.0,2.5337601862630965,12.632352941176471,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2016-06-30,11957000000.0,5051000000.0,3899000000.0,9187000000.0,2381000000.0,3969000000.0,97000000.0,437000000.0,,832000000.0,683000000.0,82000000.0,159000000.0,2.0,275200000.0,843000000.0,4066000000.0,,13.3608,1.4904,2.0,832000000.0,0.2868542629147417,0.05712135150957598,,,0.069582671238605,0.12905227237474795,,1.7076858462830744,1.2954603744549884,,1495000000.0,1623000000.0,1623000000.0,156000000.0,6.0,6.0,2.5052372150338877,10.403846153846153,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2016-09-30,12122000000.0,5147000000.0,3841000000.0,9201000000.0,2552000000.0,4038000000.0,36000000.0,395000000.0,,1292000000.0,976000000.0,123000000.0,216000000.0,3.0,274390000.0,1258000000.0,4074000000.0,,16.6555,2.2466,3.0,1292000000.0,0.3824451410658307,0.08051476654017489,,,0.10658307210031348,0.19498943555689707,,1.5963949843260188,1.3400156209320488,,1213000000.0,1527000000.0,1527000000.0,187000000.0,5.0,5.0,2.667976424361493,8.165775401069519,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2016-12-31,12292000000.0,5419000000.0,4148000000.0,9529000000.0,2401000000.0,3959000000.0,12000000.0,838000000.0,,-618000000.0,-827000000.0,-90000000.0,-208000000.0,-2.0,-552930000.0,-428000000.0,3971000000.0,1.3064,14.5525,1.4903,-2.0,-618000000.0,-0.34443981674302376,-0.06727953140253824,,,-0.05027660266840221,-0.09698681732580038,,1.6538942107455228,1.3064127290260366,,1257000000.0,1947000000.0,1947000000.0,156000000.0,4.0,4.0,2.0395480225988702,12.48076923076923,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2017-03-31,12497000000.0,5487000000.0,4092000000.0,9548000000.0,2579000000.0,3991000000.0,8000000.0,547000000.0,,464000000.0,335000000.0,34000000.0,61000000.0,1.0,269540000.0,290000000.0,3999000000.0,,18.5534,1.905,1.0,464000000.0,0.12989530825901513,0.026806433544050573,,,0.03712891093862527,0.07053815749467923,,1.5506010081426909,1.3409090909090908,,1167000000.0,1970000000.0,1970000000.0,149000000.0,4.0,4.0,2.02994923857868,13.221476510067115,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2017-06-30,13056000000.0,5849000000.0,4170000000.0,9771000000.0,2895000000.0,4059000000.0,13000000.0,792000000.0,,932000000.0,704000000.0,69000000.0,123000000.0,2.0,268780000.0,889000000.0,4072000000.0,,18.3729,2.2768,2.0,932000000.0,0.24317789291882555,0.05392156862745098,,,0.07138480392156862,0.13377350366011195,,1.4065630397236615,1.4026378896882494,,1188000000.0,2070000000.0,2070000000.0,136000000.0,4.0,4.0,1.9671497584541062,15.220588235294118,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2017-09-30,14166000000.0,6710000000.0,4143000000.0,10552000000.0,3203000000.0,4884000000.0,15000000.0,557000000.0,,1443000000.0,1099000000.0,105000000.0,183000000.0,4.0,268230000.0,1040000000.0,4899000000.0,,19.3269,2.1106,4.0,1443000000.0,0.3431158289103965,0.07758012141747847,,,0.10186361711139348,0.17810417180942978,,1.529503590384015,1.6195993241612359,,1311000000.0,2221000000.0,2221000000.0,118000000.0,5.0,5.0,2.205763169743359,18.822033898305083,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2017-12-31,12169000000.0,5641000000.0,3540000000.0,8652000000.0,3299000000.0,4132000000.0,17000000.0,1596000000.0,,-1423000000.0,-783000000.0,-68000000.0,-144000000.0,-2.0,-538520000.0,-751000000.0,4149000000.0,1.5935,16.6363,1.7767,-2.0,-1423000000.0,-0.23734464989390724,-0.06434382447201907,,,-0.11693647793573834,-0.1910580021482277,,1.2576538344953017,1.593502824858757,,1355000000.0,1416000000.0,1416000000.0,140000000.0,5.0,5.0,2.930084745762712,10.114285714285714,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2018-03-31,12560000000.0,5926000000.0,3708000000.0,8862000000.0,3467000000.0,4163000000.0,60000000.0,1345000000.0,,374000000.0,307000000.0,34000000.0,59000000.0,1.0,266440000.0,155000000.0,4223000000.0,,16.0765,1.6208,1.0,374000000.0,0.08854917796365734,0.02444267515923567,,,0.029777070063694268,0.04863459037711313,,1.2180559561580617,1.5981661272923409,,1327000000.0,1326000000.0,1326000000.0,140000000.0,5.0,5.0,3.1847662141779787,9.471428571428572,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2018-06-30,12316000000.0,5340000000.0,3438000000.0,8558000000.0,3523000000.0,4067000000.0,22000000.0,970000000.0,,795000000.0,598000000.0,70000000.0,142000000.0,2.0,265960000.0,700000000.0,4089000000.0,,19.2114,1.755,2.0,795000000.0,0.16974169741697417,0.048554725560246835,,,0.06455017862942514,0.10444035733053074,,1.1606585296622196,1.5532286212914486,,1221000000.0,1189000000.0,1189000000.0,141000000.0,5.0,5.0,3.4390243902439024,8.432624113475176,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2018-09-30,12327000000.0,5204000000.0,3387000000.0,8518000000.0,3608000000.0,4084000000.0,24000000.0,771000000.0,10799000000.0,1118000000.0,820000000.0,104000000.0,208000000.0,3.0,265740000.0,871000000.0,4108000000.0,,20.2933,1.5634,3.0,1118000000.0,0.22727272727272727,0.06652064573700008,0.07593295675525512,0.10352810445411612,0.09069522187069036,0.14489372731985484,0.10352810445411612,1.1385809312638582,1.5364629465603779,,942000000.0,864000000.0,864000000.0,140000000.0,4.0,4.0,4.75462962962963,6.171428571428572,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2018-12-31,12480000000.0,4777000000.0,3694000000.0,8810000000.0,3459000000.0,4038000000.0,306000000.0,567000000.0,3636000000.0,-814000000.0,-658000000.0,-67000000.0,-159000000.0,-2.0,-532920000.0,-98000000.0,4344000000.0,1.2932,15.2034,1.1238,-2.0,-814000000.0,-0.1902283897080081,-0.052724358974358974,-0.18096809680968096,-0.22387238723872388,-0.06522435897435898,-0.10431885172369601,-0.22387238723872388,1.2558542931483088,1.2931781266919329,,1067000000.0,1473000000.0,1473000000.0,141000000.0,4.0,4.0,2.94908350305499,10.446808510638299,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2019-03-31,13019000000.0,4819000000.0,4014000000.0,9384000000.0,3418000000.0,3995000000.0,542000000.0,321000000.0,3575000000.0,297000000.0,240000000.0,38000000.0,33000000.0,0.92,259550000.0,84000000.0,4537000000.0,,21.2973,1.481,0.92,297000000.0,0.07021650087770626,0.01843459559105922,0.06713286713286713,0.08307692307692308,0.022812812043935787,0.03733500942803268,0.08307692307692308,1.3273844353423054,1.200548081714001,,1000000000.0,1396000000.0,1396000000.0,145000000.0,3.92,3.92,3.25,9.627586206896552,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2019-06-30,13108000000.0,4854000000.0,3991000000.0,9376000000.0,3519000000.0,3997000000.0,517000000.0,365000000.0,7202000000.0,632000000.0,514000000.0,81000000.0,64000000.0,1.99,258400000.0,596000000.0,4514000000.0,,21.1698,1.4529,1.99,632000000.0,0.1460642227905655,0.03921269453768691,0.07136906414884754,0.08775340183282422,0.048214830637778455,0.07867546371218723,0.08775340183282422,1.2827507814720092,1.2162365321974442,25212000000.0,916000000.0,1233000000.0,1233000000.0,156000000.0,3.91,3.91,3.6609894566098946,7.903846153846154,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2019-09-30,12939000000.0,5385000000.0,3875000000.0,9158000000.0,3565000000.0,3939000000.0,444000000.0,341000000.0,10761000000.0,952000000.0,760000000.0,123000000.0,102000000.0,2.95,257740000.0,921000000.0,4383000000.0,,22.2407,1.5556,2.95,952000000.0,0.2131837307152875,0.05873715124816446,0.07062540656072856,0.08846761453396525,0.07357601051085864,0.11977856064418722,0.08846761453396525,1.22945301542777,1.3896774193548387,25174000000.0,856000000.0,1067000000.0,1067000000.0,175000000.0,3.8600000000000003,3.8600000000000003,4.107778819119026,6.097142857142857,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2019-12-31,13459000000.0,5319000000.0,4054000000.0,9448000000.0,3819000000.0,3971000000.0,393000000.0,412000000.0,-7181000000.0,-605000000.0,-524000000.0,-78000000.0,-67000000.0,-2.0100000000000002,-518300000.0,23000000.0,4364000000.0,1.312,24.4896,1.6887,-2.0100000000000002,-605000000.0,-0.13720869337522912,-0.038933055947692995,0.07297033839298148,0.08425010444227823,-0.04495133368006538,-0.07393376512281559,0.08425010444227823,1.1427075150562975,1.312037493833251,14357000000.0,990000000.0,1276000000.0,1276000000.0,164000000.0,3.85,3.85,3.420062695924765,7.780487804878049,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2020-03-31,16167000000.0,6190000000.0,3655000000.0,11014000000.0,4971000000.0,5964000000.0,260000000.0,2055000000.0,3226000000.0,1619000000.0,1572000000.0,43000000.0,10000000.0,6.14,255830000.0,161000000.0,6224000000.0,,5.4121,0.8971,6.14,1619000000.0,0.31623415811707906,0.0972351085544628,0.48729076255424675,0.5018598884066956,0.10014226510793592,0.14461813309513175,0.5018598884066956,1.252061959364313,1.6935704514363885,14008000000.0,2322000000.0,2598000000.0,2598000000.0,169000000.0,9.07,9.07,2.3956889915319475,15.372781065088757,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2020-06-30,15280000000.0,5412000000.0,2859000000.0,8154000000.0,6942000000.0,3946000000.0,200000000.0,1885000000.0,5186000000.0,1308000000.0,1206000000.0,87000000.0,-4000000.0,4.66,258590000.0,55000000.0,4146000000.0,,12.5081,1.7048,4.66,1308000000.0,0.17372515125324114,0.07892670157068063,0.23254917084458157,0.2522175086772079,0.0856020942408377,0.11796536796536797,0.2522175086772079,0.5972342264477096,1.8929695697796431,11992000000.0,3014000000.0,3274000000.0,3274000000.0,175000000.0,11.739999999999998,11.739999999999998,1.2663408674404397,18.708571428571428,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2020-09-30,16444000000.0,6589000000.0,3579000000.0,8890000000.0,7363000000.0,3935000000.0,99000000.0,2122000000.0,8854000000.0,1672000000.0,1505000000.0,125000000.0,-6000000.0,5.63,267140000.0,614000000.0,4034000000.0,,14.2674,1.9883,5.63,1672000000.0,0.20440038027977728,0.09152274385794211,0.16997967020555682,0.1888412017167382,0.10167842374118219,0.14670527331753971,0.1888412017167382,0.5478745076735027,1.841017043867002,10085000000.0,3759000000.0,3994000000.0,3994000000.0,177000000.0,14.42,14.42,1.0100150225338007,22.56497175141243,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2020-12-31,17522000000.0,7465000000.0,4046000000.0,9422000000.0,7905000000.0,4011000000.0,90000000.0,2821000000.0,-4200000000.0,-2481000000.0,-2479000000.0,-91000000.0,49000000.0,-9.77,-510860000.0,583000000.0,4101000000.0,1.845,19.502,2.6926,-9.77,-2481000000.0,-0.3135989879822897,-0.14147928318685082,0.5902380952380952,0.5907142857142857,-0.14159342540805844,-0.20664667666166917,0.5907142857142857,0.5187855787476281,1.8450321304992585,13066000000.0,1804000000.0,2118000000.0,2118000000.0,164000000.0,6.66,6.66,1.9362606232294617,12.914634146341463,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2021-03-31,17476000000.0,7801000000.0,3962000000.0,9200000000.0,8077000000.0,3946000000.0,78000000.0,2830000000.0,4023000000.0,429000000.0,295000000.0,40000000.0,48000000.0,1.03,271140000.0,252000000.0,4024000000.0,,70.7719,2.6904,1.03,429000000.0,0.03652346168131732,0.016880292973220416,0.07332836191896594,0.10663683818046234,0.024547951476310368,0.035451615568961245,0.10663683818046234,0.49820477900210475,1.9689550731953558,13863000000.0,527000000.0,928000000.0,928000000.0,161000000.0,1.5499999999999996,1.5499999999999996,4.336206896551724,5.763975155279503,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2021-06-30,17780000000.0,8055000000.0,3905000000.0,9255000000.0,8322000000.0,4031000000.0,16000000.0,2926000000.0,7830000000.0,714000000.0,458000000.0,78000000.0,76000000.0,1.57,271100000.0,549000000.0,4047000000.0,,40.2954,2.7086,1.57,714000000.0,0.055034847392453734,0.02575928008998875,0.058492975734355045,0.09118773946360154,0.04015748031496063,0.057724957555178265,0.09118773946360154,0.4863013698630137,2.062740076824584,16507000000.0,-221000000.0,334000000.0,334000000.0,152000000.0,-1.5400000000000003,-1.5400000000000003,12.116766467065869,2.1973684210526314,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2021-09-30,17651000000.0,8104000000.0,3834000000.0,9152000000.0,8294000000.0,4000000000.0,8000000.0,2741000000.0,11484000000.0,929000000.0,559000000.0,114000000.0,101000000.0,1.89,271140000.0,553000000.0,4008000000.0,,46.9668,2.5674,1.89,929000000.0,0.06739811912225706,0.031669593790720076,0.04867641936607454,0.08089515848136537,0.05263157894736842,0.07551617623150707,0.08089515848136537,0.48324089703400047,2.113719353155973,19137000000.0,-1167000000.0,-409000000.0,-409000000.0,141000000.0,-5.28,-5.28,-9.799511002444987,-2.900709219858156,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2021-12-31,18007000000.0,8436000000.0,4207000000.0,9446000000.0,8347000000.0,4059000000.0,8000000.0,3139000000.0,-7719000000.0,-883000000.0,-722000000.0,-82000000.0,-124000000.0,-2.5500000000000003,-542160000.0,-132000000.0,4067000000.0,2.0052,75.6293,2.857,-2.5500000000000003,-883000000.0,-0.08649814304540554,-0.04009551840950741,0.09353543205078378,0.11439305609534914,-0.04903648581107347,-0.07112937006605445,0.11439305609534914,0.48724092488319154,2.0052293796054195,15618000000.0,590000000.0,1189000000.0,1189000000.0,150000000.0,1.9399999999999995,1.9399999999999995,3.420521446593776,7.926666666666667,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2022-03-31,20404000000.0,10774000000.0,4146000000.0,11804000000.0,8396000000.0,6503000000.0,35000000.0,4877000000.0,4178000000.0,256000000.0,89000000.0,43000000.0,21000000.0,0.27,271160000.0,-202000000.0,6538000000.0,,84.4565,2.0561,0.27,256000000.0,0.010600285850404954,0.004361889825524407,0.021302058401148877,0.061273336524652944,0.01254655949813762,0.017142091870898622,0.061273336524652944,0.7787041448308718,2.598649300530632,15773000000.0,384000000.0,1016000000.0,1016000000.0,153000000.0,1.1799999999999995,1.1799999999999995,6.43503937007874,6.640522875816994,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2022-06-30,19908000000.0,10558000000.0,4019000000.0,11626000000.0,8099000000.0,6433000000.0,17000000.0,4670000000.0,8235000000.0,353000000.0,44000000.0,99000000.0,37000000.0,0.04,271110000.0,-107000000.0,6450000000.0,,137.1126,1.5061,0.04,353000000.0,0.005432769477713298,0.0022101667671287923,0.005343047965998785,0.04286581663630844,0.01773156519991963,0.02426283593374115,0.04286581663630844,0.7963946166193357,2.6270216471759142,16178000000.0,-30000000.0,655000000.0,655000000.0,174000000.0,-0.3500000000000006,-0.3500000000000006,9.84732824427481,3.764367816091954,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2022-09-30,19971000000.0,10983000000.0,4129000000.0,11590000000.0,8195000000.0,6336000000.0,16000000.0,4850000000.0,12849000000.0,823000000.0,345000000.0,157000000.0,96000000.0,1.1,271100000.0,330000000.0,6352000000.0,,56.3555,1.2477,1.1,823000000.0,0.042098840756558877,0.017275048820790145,0.026850338547746905,0.06405167717332089,0.04120975414350809,0.056575238880868906,0.06405167717332089,0.7751067724222087,2.6599660934851053,17543000000.0,-244000000.0,549000000.0,549000000.0,217000000.0,-1.1400000000000006,-1.1400000000000006,11.570127504553733,2.5299539170506913,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
2022-12-31,21884000000.0,7784000000.0,4865000000.0,12790000000.0,8809000000.0,6460000000.0,31000000.0,1531000000.0,-7773000000.0,-169000000.0,116000000.0,-80000000.0,-33000000.0,0.5499999999999998,-542190000.0,1242000000.0,6491000000.0,1.6,42.4806,1.4428,0.5499999999999998,-169000000.0,0.013168350550573277,0.0053006762931822335,-0.014923452978258072,0.021741927183841502,-0.007722537013343082,-0.011045751633986928,0.021741927183841502,0.7368600295152685,1.6,17489000000.0,594000000.0,1263000000.0,1263000000.0,219000000.0,1.96,1.96,5.139350752177355,5.767123287671233,1.541653,88.93,47.19,2.39148,14715.807,89.1867,1.7858,0.7214
