report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,4503216000.0,2301315000.0,723310000.0,,2595622000.0,700000000.0,,871891000.0,880082000.0,431852000.0,45227000.0,24842000.0,13623000.0,8440000.0,0.07,366144000.0,-244607000.0,6322000.0,-250929000.0,700000000.0,,13.7,1.4989,0.07,45227000.0,0.00957073102323836,0.0055165019843596225,0.02822691521926366,0.4906951852213771,0.05138952961201343,0.01004326685639774,0.013723357836548003,-0.28512002290695637,0.05138952961201343,0.2696848770737804,3.1816441083352918,,,,,,,,,,,,0.79051083,22.48,13.945,4.63561,4339.592,10.9149,2.7616,0.8115
2010-06-30,4475725000.0,2278003000.0,1027737000.0,,2506975000.0,460000000.0,,544869000.0,1898585000.0,921468000.0,114663000.0,76417000.0,27067000.0,18942000.0,0.21,366144000.0,-372082000.0,17932000.0,-390014000.0,460000000.0,,12.1435,1.365,0.21,114663000.0,0.03048175590103611,0.017073658457568325,0.0402494489317044,0.48534461190834227,0.06039392494937019,0.025618866217205032,0.038646432814567026,-0.20542351277398693,0.06039392494937019,0.18348806828947237,2.2165232934106682,,,,,,,,,,,,0.79051083,22.48,13.945,4.63561,4339.592,10.9149,2.7616,0.8115
2010-09-30,5758847000.0,3565741000.0,1445826000.0,,2857142000.0,960000000.0,5454000.0,960545000.0,3731641000.0,1858999000.0,473294000.0,359679000.0,40910000.0,82299000.0,0.97,365370000.0,-427630000.0,35672000.0,-463302000.0,965454000.0,,12.2644,1.484,0.97,473294000.0,0.12588768776630632,0.06245677303112932,0.09638628153136918,0.4981719838537523,0.12683267227474454,0.08218554860026668,0.12381481066793353,-0.12415502991847287,0.12683267227474454,0.3379090013727004,2.466231067915503,,,,,,,,,,,,0.79051083,22.48,13.945,4.63561,4339.592,10.9149,2.7616,0.8115
2010-12-31,5417733000.0,3226610000.0,1350282000.0,,2628584000.0,950000000.0,,1281123000.0,-654113000.0,-257346000.0,268718000.0,223925000.0,-16761000.0,52281000.0,0.6100000000000001,-733088000.0,1572289000.0,-4677000.0,1567612000.0,950000000.0,2.3895,13.3232,1.5582,0.6100000000000001,268718000.0,0.08518845127262435,0.041331863345794265,-0.3423338169398865,0.3934274353208085,-0.4108128106305791,0.04959971264733792,0.07509059449212314,-2.396546162513205,-0.4108128106305791,0.3614113149893631,2.389582324284853,5856195000.0,684863000.0,901902000.0,2954973000.0,463367000.0,901902000.0,64839000.0,1.86,1.86,1.053329519171706,13.90986906028779,0.79051083,22.48,13.945,4.63561,4339.592,10.9149,2.7616,0.8115
2011-03-31,4982057000.0,2751712000.0,1040165000.0,,2517413000.0,950000000.0,,1049363000.0,951856000.0,473147000.0,36758000.0,16607000.0,18816000.0,4654000.0,0.05,352707000.0,-41844000.0,17336000.0,-59180000.0,950000000.0,,12.8028,1.4615,0.05,36758000.0,0.006596851609171796,0.0033333621032437004,0.017446966768082568,0.4970783395807769,0.038617185792809,0.0073780769670037894,0.010600986960595695,-0.06217326990637239,0.038617185792809,0.3773715318066603,2.645457211115544,5927969000.0,676628000.0,893433000.0,2996268000.0,655116000.0,893433000.0,70032000.0,1.84,1.84,1.0633142048704267,12.757496572995203,0.79051083,22.48,13.945,4.63561,4339.592,10.9149,2.7616,0.8115
2011-06-30,4797698000.0,2531102000.0,898565000.0,,2466885000.0,950000000.0,,418476000.0,2113523000.0,1029388000.0,146025000.0,97136000.0,36458000.0,19013000.0,0.27,351744000.0,-226778000.0,47588000.0,-274366000.0,950000000.0,,13.542,1.5738,0.27,146025000.0,0.0393759741536391,0.02024637649139233,0.045959282203221825,0.48704840212290096,0.06909080241852111,0.030436471824612555,0.042736293436858426,-0.12981453241814733,0.06909080241852111,0.3851010484882757,2.8168268294447256,6142907000.0,697347000.0,924795000.0,3104188000.0,770764000.0,924795000.0,79423000.0,1.9000000000000001,1.9000000000000001,1.0272546888769944,11.643919267718418,0.79051083,22.48,13.945,4.63561,4339.592,10.9149,2.7616,0.8115
2011-09-30,5201457000.0,2972753000.0,1398414000.0,5201457000.0,2430492000.0,900000000.0,236811000.0,254546000.0,4112283000.0,1985462000.0,543595000.0,397931000.0,51834000.0,103889000.0,1.12,350025000.0,-322085000.0,69294000.0,-391379000.0,1136811000.0,,12.2769,1.4233,1.12,543595000.0,0.16372446401798485,0.07650375654359923,0.09676644336005086,0.48281258853050724,0.13218813004844268,0.10450821760133747,0.15238262631461358,-0.09517316779997875,0.13218813004844268,0.4677287561530752,2.125803231374972,6523549000.0,735599000.0,995096000.0,3230651000.0,842687000.0,995096000.0,90347000.0,2.0500000000000003,2.0500000000000003,1.1424133952905047,11.014156529823902,0.79051083,22.48,13.945,4.63561,4339.592,10.9149,2.7616,0.8115
2011-12-31,5671638000.0,3443707000.0,1038928000.0,5671638000.0,2610603000.0,1500000000.0,8018000.0,1369113000.0,-911625000.0,-342171000.0,314723000.0,256834000.0,-31776000.0,74609000.0,0.74,-706052000.0,1255400000.0,-45497000.0,1209903000.0,1508018000.0,3.3148,12.2305,1.5,0.74,314723000.0,0.0983811019906129,0.045283919742409515,-0.28173207184971893,0.3753418346359523,-0.34523296311531604,0.05549067130165924,0.07641465432240549,-1.3271937474290416,-0.34523296311531604,0.5776512169793722,3.314673394113933,6266037000.0,768508000.0,1041101000.0,3145826000.0,484978000.0,1041101000.0,75332000.0,2.18,2.18,1.4484838646778746,13.820169383528912,0.79051083,22.48,13.945,4.63561,4339.592,10.9149,2.7616,0.8115
2012-03-31,5540404000.0,2503971000.0,1133243000.0,5540404000.0,2641088000.0,1150000000.0,,784626000.0,928449000.0,473371000.0,28736000.0,7829000.0,21105000.0,2339000.0,0.02,343660000.0,171506000.0,17547000.0,153959000.0,1150000000.0,,15.2758,1.859,0.02,28736000.0,0.0029643086485569583,0.0014130738480442942,0.008432342541162735,0.5098513757890848,0.030950542248416445,0.005186625379665454,0.0075798820813444585,0.16582386323858392,0.030950542248416445,0.4354266120629074,2.2095622915826527,6242630000.0,759730000.0,1033079000.0,3146050000.0,698117000.0,1033079000.0,77621000.0,2.1500000000000004,2.1500000000000004,1.1131772110361358,13.30927197536749,0.79051083,22.48,13.945,4.63561,4339.592,10.9149,2.7616,0.8115
2012-06-30,5579621000.0,2519042000.0,1236163000.0,5579621000.0,2590816000.0,1150000000.0,42272000.0,372281000.0,2087160000.0,1067893000.0,160169000.0,104047000.0,42629000.0,17482000.0,0.3,344614000.0,-61051000.0,56921000.0,-117972000.0,1192272000.0,,14.2793,1.7745,0.3,160169000.0,0.04015993416745921,0.01864768234258205,0.04985099369478142,0.5116488434044347,0.07674016366737577,0.028706071613107773,0.04233816395494897,-0.05652273903294429,0.07674016366737577,0.46019169250151304,2.0377911327227882,6216267000.0,766641000.0,1047223000.0,3184555000.0,854511000.0,1047223000.0,83792000.0,2.18,2.18,1.138508226041636,12.497887626503724,0.79051083,22.48,13.945,4.63561,4339.592,10.9149,2.7616,0.8115
