report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-04-02,19880646000.0,4541077000.0,2857806000.0,,11853178000.0,2822298000.0,,806368000.0,,3092220000.0,,433366000.0,300233000.0,30674000.0,104012000.0,0.89,340061000.0,393879000.0,38413000.0,355466000.0,2822298000.0,,21.5836,2.2661,0.89,433366000.0,0.025329325181820437,0.015101772849835967,0.09709302701618902,,0.14014720815465911,0.0217983862295018,0.02952994505936298,0.11495495145882247,0.14014720815465911,0.23810475131648237,1.589008141210425,,,,,,,,,,,,0.9282352,242.8,171.0,4.02601,135417.2,37.4702,3.078,5.5119
2010-10-01,21497835000.0,5460623000.0,3079427000.0,,13171933000.0,2822259000.0,,1635041000.0,,9593334000.0,4786319000.0,1539866000.0,1319144000.0,92128000.0,424000000.0,1.95,681964000.0,1511069000.0,145256000.0,1365813000.0,2822259000.0,,16.6234,2.1523,1.95,1539866000.0,0.10014809519605057,0.06136171386560554,0.13750631428031174,0.4989213343348621,0.16051416535690302,0.07162888728097504,0.0962765733961428,0.14237104639534076,0.16051416535690302,0.21426308500050828,1.7732594407985642,,,,,,,,,,,,0.9282352,242.8,171.0,4.02601,135417.2,37.4702,3.078,5.5119
2010-12-31,22217130000.0,5729513000.0,3304754000.0,,13711010000.0,2783907000.0,,1632980000.0,,13202602000.0,6626790000.0,2166374000.0,1793000000.0,120775000.0,549705000.0,2.64,683275000.0,2084351000.0,217328000.0,1867023000.0,2783907000.0,1.8266,17.2041,2.4579,2.64,2166374000.0,0.13077081848820765,0.08070349320546803,0.13580656297902488,0.501930604285428,0.16408689741613056,0.09750917422727418,0.13133585334197195,0.14141326081025543,0.16408689741613056,0.2030417161099,1.7337184552919824,,,,,,,,,,,,0.9282352,242.8,171.0,4.02601,135417.2,37.4702,3.078,5.5119
2011-04-01,23034881000.0,6131892000.0,3323855000.0,,14659179000.0,2668039000.0,,1593559000.0,,3345702000.0,1763388000.0,590588000.0,429358000.0,30725000.0,141732000.0,0.63,688328000.0,436483000.0,48424000.0,388059000.0,2668039000.0,,18.1416,2.7169,0.63,590588000.0,0.029289361975865087,0.0186394711568078,0.1283312141966021,0.527060688608848,0.17652139969429434,0.02563885613300976,0.03408440985737007,0.11598731745983354,0.17652139969429434,0.1820046675192383,1.8448133266944557,29233858000.0,3841735000.0,4730194000.0,,3976361000.0,4730194000.0,274302000.0,6.11,6.11,0.5640443076964708,17.244475067626194,0.9282352,242.8,171.0,4.02601,135417.2,37.4702,3.078,5.5119
2011-07-01,31513376000.0,6554800000.0,4281296000.0,,16489496000.0,6524931000.0,,551583000.0,,7057376000.0,3706583000.0,1216691000.0,1078122000.0,62434000.0,288760000.0,1.56,691464000.0,1099132000.0,108094000.0,991038000.0,6524931000.0,,16.9374,2.8096,1.56,1216691000.0,0.06538235007304044,0.034211567811712716,0.15276527706615037,0.5252069607740895,0.17239991180858155,0.03860871650184353,0.052866447641733594,0.14042584666028848,0.17239991180858155,0.3957022700997047,1.5310317249729988,33199014000.0,4619624000.0,5513519000.0,16883080000.0,4611933000.0,5513519000.0,306062000.0,6.780000000000001,6.780000000000001,1.183442190006056,18.014385974083684,0.9282352,242.8,171.0,4.02601,135417.2,37.4702,3.078,5.5119
2011-09-30,30618424000.0,6314538000.0,4123695000.0,30618424000.0,16496791000.0,5813406000.0,82284000.0,484368000.0,,11575465000.0,5911245000.0,1872835000.0,1601550000.0,105194000.0,346221000.0,2.3,697777000.0,1799074000.0,217982000.0,1581092000.0,5895690000.0,,13.8538,1.9418,2.3,1872835000.0,0.09708251744233166,0.05230674184928656,0.1383572927739836,0.5106701976983214,0.16179350030430742,0.061166930081051854,0.08363677968510948,0.13658993396809546,0.16179350030430742,0.3573840512376013,1.5312815327030733,35181145000.0,4902030000.0,5846488000.0,18008006000.0,4827212000.0,5846488000.0,319128000.0,7.130000000000001,7.130000000000001,1.0084156505580786,18.320197538291847,0.9282352,242.8,171.0,4.02601,135417.2,37.4702,3.078,5.5119
2011-12-31,29949447000.0,6272357000.0,4172028000.0,29949447000.0,16904783000.0,5206800000.0,98392000.0,537001000.0,,-5888003000.0,-3204552000.0,-1062888000.0,-936766000.0,-56716000.0,-264151000.0,-1.3800000000000003,-1376378000.0,-708422000.0,-40029000.0,-748451000.0,5305192000.0,1.5034,15.3082,2.0666,-1.3800000000000003,-1062888000.0,-0.05541425760981374,-0.03127824029605622,0.15909740535118613,0.5442510813938104,0.18051757106781366,-0.03548940319332106,-0.047856334822529066,0.12711457517939445,0.18051757106781366,0.31382786753311176,1.503431185025604,16090540000.0,2172264000.0,2617226000.0,8176664000.0,2211738000.0,2617226000.0,141637000.0,3.1099999999999994,3.1099999999999994,2.0270286173223098,18.478406066211512,0.9282352,242.8,171.0,4.02601,135417.2,37.4702,3.078,5.5119
2012-03-30,30420959000.0,6543223000.0,3912566000.0,30420959000.0,17823305000.0,4862716000.0,63108000.0,1043283000.0,,4316220000.0,2235544000.0,734868000.0,612912000.0,39423000.0,176150000.0,0.86,714023000.0,645212000.0,117824000.0,527388000.0,4925824000.0,,16.4457,2.2638,0.86,734868000.0,0.03438823495417937,0.020147688309234434,0.14200202955363722,0.5179402347424367,0.1702573084782518,0.0241566349042448,0.03230312685817554,0.12218746959144808,0.1702573084782518,0.27636984274240944,1.6723610541010683,17061058000.0,2355818000.0,2761506000.0,8648820000.0,2351067000.0,2761506000.0,150335000.0,3.34,3.34,1.7837455359503112,18.36901586456913,0.9282352,242.8,171.0,4.02601,135417.2,37.4702,3.078,5.5119
2012-06-29,31170583000.0,6610495000.0,4029701000.0,31170583000.0,18301916000.0,4847620000.0,55407000.0,1118240000.0,,8869679000.0,4591000000.0,1546142000.0,1213061000.0,77299000.0,350106000.0,1.7,714467000.0,1654183000.0,228552000.0,1425631000.0,4903027000.0,,15.6374,2.0008,1.7,1546142000.0,0.06628054680176655,0.03891685311115291,0.1367649268930702,0.5176061050236429,0.17431769514995976,0.04960260127312986,0.06662985554413989,0.16073084493813136,0.17431769514995976,0.2678969240160429,1.6404430502411966,18873361000.0,2490757000.0,3090957000.0,9533237000.0,2785660000.0,3090957000.0,165200000.0,3.48,3.48,1.5862488543192286,18.710393462469735,0.9282352,242.8,171.0,4.02601,135417.2,37.4702,3.078,5.5119
2012-09-28,31585420000.0,6908000000.0,3934689000.0,31585420000.0,18886086000.0,4659158000.0,55063000.0,1541335000.0,,13285222000.0,6869002000.0,2301951000.0,1761796000.0,116660000.0,518541000.0,2.47,714293000.0,2615327000.0,333379000.0,2281948000.0,4714221000.0,,16.441,2.1303,2.47,2301951000.0,0.09328539539637805,0.05577877387731428,0.13261321489396263,0.517040814221998,0.17327154939526038,0.07288017699305566,0.09753902777620647,0.17176589145442958,0.17327154939526038,0.2496134455810484,1.7556660767852301,20583118000.0,2651003000.0,3520073000.0,10490994000.0,3486516000.0,3520073000.0,176666000.0,3.6500000000000004,3.6500000000000004,1.3392395555433083,19.92501669817622,0.9282352,242.8,171.0,4.02601,135417.2,37.4702,3.078,5.5119
2012-12-31,32941000000.0,7587800000.0,4206100000.0,32941000000.0,19016500000.0,5287600000.0,55500000.0,1678700000.0,,-8210721000.0,-4281246000.0,-1417861000.0,-1195569000.0,-75882000.0,-333297000.0,-1.6700000000000004,-1429683000.0,-1499722000.0,-221455000.0,-1721177000.0,5343100000.0,1.804,16.0652,2.1046,-1.6700000000000004,-1417861000.0,-0.06287008650382563,-0.03629425336207158,0.14561072042272535,0.5214214439876839,0.17268410411217236,-0.04304243951306882,-0.05820543030263223,0.20962556150671785,0.17268410411217236,0.2809717876580864,1.8039989539002876,18260400000.0,2392200000.0,3165100000.0,9414300000.0,2513790000.0,3165100000.0,157500000.0,3.3600000000000008,3.3600000000000008,1.688129916906259,20.095873015873014,0.9282352,242.8,171.0,4.02601,135417.2,37.4702,3.078,5.5119
