report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-06-30,105525000000.0,35639000000.0,16912000000.0,105525000000.0,55194000000.0,15057000000.0,3922000000.0,16752000000.0,,5186000000.0,3531000000.0,1599000000.0,1.15,5074000000.0,,3594000000.0,,18979000000.0,,18.8996,2.6323,1.15,8780000000.0,0.06397434503750407,0.03346126510305615,,,0.04914475242833452,0.06991762501179674,,,0.3438598398376635,2.1073202459791864,,7431000000.0,15027000000.0,,22344000000.0,2.41,2.41,0.8494002864303616,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2012-09-30,106301000000.0,36229000000.0,15583000000.0,106301000000.0,55747000000.0,17571000000.0,2029000000.0,17360000000.0,,7405000000.0,5261000000.0,2055000000.0,1.71,8213000000.0,,5317000000.0,,19600000000.0,,20.3349,2.8795,1.71,12722000000.0,0.0943727913609701,0.04949153817932098,,,0.06966068052040902,0.09827863086785141,,,0.35158842628302867,2.3249053455688893,,7932000000.0,16679000000.0,,23747000000.0,2.59,2.59,0.8253674148313471,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2012-12-31,106132000000.0,34857000000.0,18348000000.0,106132000000.0,53020000000.0,16254000000.0,4315000000.0,13451000000.0,,-6359000000.0,-4362000000.0,-1954000000.0,-1.42,-5419000000.0,,-3723000000.0,,20569000000.0,1.8998,20.1785,2.6331,-1.42,-10082000000.0,-0.08227084119200302,-0.04109976255983115,,,-0.05991595371801153,-0.08641237141420592,,,0.38794794417201056,1.8997710922171354,,6168000000.0,8739000000.0,,15717000000.0,2.0,2.0,1.3087103136730929,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2013-03-31,106200000000.0,35244000000.0,18802000000.0,,53029000000.0,16089000000.0,4736000000.0,13024000000.0,,,1593000000.0,-66000000.0,0.0,2341000000.0,,1674000000.0,,20825000000.0,,22.2182,2.896,0.0,,0.030040166701238945,0.015,,,,,,,0.39270964943710046,1.8744814381448782,,6023000000.0,,,,1.44,1.44,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2013-06-30,106876000000.0,36995000000.0,18402000000.0,,47500000000.0,22526000000.0,5582000000.0,15090000000.0,,,2499000000.0,244000000.0,0.0,4679000000.0,,3329000000.0,,28108000000.0,,27.2329,3.1146,0.0,,0.052610526315789476,0.023382237359182604,,,,,,,0.5917473684210526,2.010379306597109,,4991000000.0,,,,0.29000000000000004,0.29000000000000004,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2013-09-30,106419000000.0,37765000000.0,18215000000.0,,47419000000.0,22647000000.0,3976000000.0,14090000000.0,,,3623000000.0,618000000.0,1.0,8628000000.0,,5034000000.0,,26623000000.0,,30.7486,3.1343,1.0,,0.0764039730909551,0.03404467247390034,,,,,,,0.5614416162297813,2.073291243480648,,3353000000.0,,,,-0.41999999999999993,-0.41999999999999993,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2013-12-31,105645000000.0,35685000000.0,17868000000.0,105645000000.0,49765000000.0,20539000000.0,4521000000.0,15621000000.0,,5545000000.0,-3311000000.0,232000000.0,0.47,-3994000000.0,,-3049000000.0,,25060000000.0,1.9971,33.2069,3.3212,0.47,2496000000.0,-0.0665327037074249,-0.03134081120734535,,,0.05248710303374509,0.07410624791179418,,,0.5035667637898121,1.9971457353928812,,4404000000.0,,,,1.47,1.47,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2014-03-31,108460000000.0,41240000000.0,22470000000.0,,49975000000.0,19589000000.0,8559000000.0,15828000000.0,,,1705000000.0,360000000.0,0.0,2361000000.0,,1754000000.0,,28148000000.0,,36.9661,3.8266,0.0,,0.03411705852926463,0.015720081135902637,,,,,,,0.5632416208104052,1.8353360035603026,,4516000000.0,,,,1.47,1.47,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2014-06-30,97860000000.0,33587000000.0,17928000000.0,,48358000000.0,18590000000.0,4477000000.0,9743000000.0,,,3709000000.0,218000000.0,1.0,4676000000.0,,3507000000.0,,23067000000.0,,30.1138,3.882,1.0,,0.07669878820464039,0.037901083180053134,,,,,,,0.4770048389097978,1.873438197233378,,5726000000.0,,,,2.4699999999999998,2.4699999999999998,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2014-09-30,101808000000.0,34723000000.0,25927000000.0,,45224000000.0,18566000000.0,9275000000.0,11370000000.0,,,4604000000.0,865000000.0,1.0,9024000000.0,,5118000000.0,,27841000000.0,,31.7551,3.9698,1.0,,0.10180435167167876,0.04522237938079522,,,,,,,0.615624447196179,1.3392602306475874,,6707000000.0,,,,2.4699999999999998,2.4699999999999998,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2014-12-31,98335000000.0,33173000000.0,18766000000.0,,48647000000.0,18699000000.0,2704000000.0,7441000000.0,,,1902000000.0,3906000000.0,2.0,-8201000000.0,,-3688000000.0,,21403000000.0,1.7723,13.5823,3.8332,2.0,,0.03909799165416161,0.019342045050083898,,,,,,,0.4399654654963307,1.7677182137908984,,11920000000.0,,,,4.0,4.0,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2015-03-31,108345000000.0,32927000000.0,20442000000.0,,47765000000.0,25506000000.0,4728000000.0,7980000000.0,,,953000000.0,423000000.0,0.0,2284000000.0,,1637000000.0,,30234000000.0,,14.559,3.9272,0.0,,0.0199518475871454,0.008795975817988832,,,,,,,0.6329739348895634,1.6107523725662851,,11168000000.0,,,,4.0,4.0,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2015-06-30,102582000000.0,28319000000.0,17508000000.0,,46448000000.0,24069000000.0,2483000000.0,6922000000.0,,,1639000000.0,542000000.0,0.0,4869000000.0,,3245000000.0,,26552000000.0,,16.3289,3.9961,0.0,,0.035286772304512576,0.01597746193289271,,,,,,,0.5716500172235618,1.6174891478181403,,9098000000.0,,,,3.0,3.0,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2015-09-30,101232000000.0,28567000000.0,17583000000.0,,45587000000.0,24124000000.0,2543000000.0,7548000000.0,,,3465000000.0,1108000000.0,1.0,8174000000.0,,4815000000.0,,26667000000.0,,12.9036,3.4984,1.0,,0.07600851119836796,0.034228307254623044,,,,,,,0.5849693991708163,1.6246943070010806,,7959000000.0,,,,3.0,3.0,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2015-12-31,101779000000.0,29764000000.0,19203000000.0,,44676000000.0,23929000000.0,2585000000.0,8524000000.0,,,-1615000000.0,-1131000000.0,0.0,-2906000000.0,,-3322000000.0,,26514000000.0,1.5495,33.2181,3.7358,0.0,,-0.03614916286149163,-0.01586771337898781,,,,,,,0.5934730056406124,1.5499661511222205,,4442000000.0,,,,1.0,1.0,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2016-03-31,98755000000.0,28772000000.0,17568000000.0,,43806000000.0,23656000000.0,2113000000.0,9716000000.0,,,1125000000.0,494000000.0,0.0,2158000000.0,,1561000000.0,,25769000000.0,,31.7541,3.7208,0.0,,0.025681413504999317,0.011391828261860158,,,,,,,0.5882527507647354,1.6377504553734061,,4614000000.0,,,,1.0,1.0,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2016-06-30,96475000000.0,27926000000.0,14918000000.0,,43357000000.0,23642000000.0,644000000.0,6600000000.0,,,2330000000.0,789000000.0,0.0,3773000000.0,,3111000000.0,,24286000000.0,,31.0668,4.0428,0.0,,0.05373988052678921,0.024151334542627623,,,,,,,0.5601402311045506,1.8719667515752783,,5305000000.0,,,,1.0,1.0,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2016-09-30,98335000000.0,29440000000.0,15555000000.0,,43744000000.0,23656000000.0,1487000000.0,7900000000.0,,,4515000000.0,1487000000.0,1.0,6744000000.0,,4286000000.0,,25143000000.0,,31.4291,4.3245,1.0,,0.10321415508412582,0.04591447602583007,,,,,,,0.5747759692757864,1.8926390228222436,,6355000000.0,,,,1.0,1.0,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2016-12-31,95377000000.0,30614000000.0,17204000000.0,,40088000000.0,24274000000.0,568000000.0,6515000000.0,,,-4050000000.0,-2052000000.0,0.0,-2299000000.0,,-3517000000.0,,24842000000.0,1.7795,42.3174,4.1662,0.0,,-0.10102773897425664,-0.042463067615882234,,,,,,,0.6196866892835762,1.7794698907230877,,3920000000.0,,,,1.0,1.0,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2017-03-31,96561000000.0,31530000000.0,19823000000.0,,39837000000.0,23437000000.0,5037000000.0,11700000000.0,,,1551000000.0,447000000.0,0.0,286000000.0,,1193000000.0,,28474000000.0,,40.0914,4.3627,0.0,,0.038933654642668875,0.016062385435113555,,,,,,,0.71476265783066,1.5905766029359834,,4346000000.0,,,,1.0,1.0,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2017-06-30,92804000000.0,28167000000.0,18758000000.0,,39463000000.0,21706000000.0,3181000000.0,7786000000.0,,,3496000000.0,935000000.0,1.0,3603000000.0,,2355000000.0,,24887000000.0,,34.4666,4.3808,1.0,,0.08858931150698122,0.037670790052152923,,,,,,,0.6306413602615107,1.5015993176244802,,5512000000.0,,,,2.0,2.0,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2017-09-30,91676000000.0,27919000000.0,19467000000.0,,38248000000.0,21838000000.0,5157000000.0,7901000000.0,,,3440000000.0,1186000000.0,1.0,2432000000.0,,3509000000.0,,26995000000.0,,61.8591,4.4229,1.0,,0.08993934323363313,0.0375234521575985,,,,,,,0.7057885379627693,1.4341706477628808,,4437000000.0,,,,2.0,2.0,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2017-12-31,87872000000.0,24766000000.0,18614000000.0,,34336000000.0,21353000000.0,3057000000.0,6092000000.0,,,-6093000000.0,1535000000.0,-2.0,126000000.0,,-2420000000.0,,24410000000.0,1.3305,63.9532,3.8176,-2.0,,-0.1774522367194781,-0.06933949380917699,,,,,,,0.7109156570363467,1.330503921779306,,2394000000.0,,,,0.0,0.0,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2018-03-31,86041000000.0,24085000000.0,16960000000.0,,33668000000.0,21501000000.0,2055000000.0,4483000000.0,,,736000000.0,604000000.0,0.0,1155000000.0,,1137000000.0,,23556000000.0,,90.8759,3.5257,0.0,,0.021860520375430677,0.008554061435827105,,,,,,,0.699655459189735,1.4201061320754718,,1579000000.0,,,,0.0,0.0,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2018-06-30,85040000000.0,24064000000.0,18128000000.0,,32529000000.0,19959000000.0,3379000000.0,5310000000.0,20502000000.0,,2443000000.0,975000000.0,0.0,4537000000.0,,2363000000.0,,23338000000.0,,121.2946,3.9422,0.0,,0.07510221648375295,0.028727657572906868,0.11915910642864111,,,,,,0.7174521196470841,1.3274492497793469,,526000000.0,,,,-1.0,-1.0,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2018-09-30,85130000000.0,26836000000.0,18586000000.0,,32422000000.0,19936000000.0,3656000000.0,7826000000.0,31296000000.0,,4393000000.0,1682000000.0,1.0,7330000000.0,,3424000000.0,,23592000000.0,,56.8378,4.5588,1.0,,0.13549441737092097,0.05160343004816163,0.1403693762781186,,,,,,0.7276540620566282,1.443882492198429,,1479000000.0,,,,-1.0,-1.0,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2018-12-31,82637000000.0,25875000000.0,22206000000.0,,26701000000.0,19806000000.0,5308000000.0,7965000000.0,-9504000000.0,,-1352000000.0,-753000000.0,1.0,-2100000000.0,,-2405000000.0,,25114000000.0,1.1652,31.9445,4.6979,1.0,,-0.05063480768510543,-0.016360710093541633,0.14225589225589225,,,,,,0.9405640238193326,1.16522561469873,,6220000000.0,,,,2.0,2.0,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2019-03-31,82354000000.0,25351000000.0,18543000000.0,82354000000.0,27539000000.0,22721000000.0,3175000000.0,8076000000.0,10816000000.0,3067000000.0,2915000000.0,205000000.0,1.12,1336000000.0,,898000000.0,,25896000000.0,,25.6185,4.9955,1.12,3965000000.0,0.10584988561676169,0.035395973480340966,0.26950813609467456,0.28356139053254437,0.037241664035748114,0.057396837278937025,,0.36658653846153844,0.9403391553796434,1.3671466321522947,53110000000.0,8399000000.0,,,,3.12,3.12,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2019-06-30,83965000000.0,24298000000.0,20085000000.0,,27635000000.0,22771000000.0,3816000000.0,6659000000.0,22575000000.0,,5585000000.0,820000000.0,2.15,4420000000.0,,1871000000.0,,26587000000.0,,23.3071,4.918,2.15,,0.20209878776913334,0.06651581015899483,0.24739756367663343,,,,,,0.9620770761715216,1.2097585262633805,55183000000.0,11541000000.0,,,,5.27,5.27,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2019-09-30,83331000000.0,26142000000.0,20684000000.0,,26838000000.0,22677000000.0,3411000000.0,7869000000.0,34972000000.0,,7487000000.0,1259000000.0,2.89,8646000000.0,,2716000000.0,,26088000000.0,,23.1431,4.6884,2.89,,0.278970116998286,0.08984651570243966,0.2140855541576118,,,,,,0.9720545495193382,1.2638754592922066,58859000000.0,14635000000.0,,,,7.16,7.16,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2019-12-31,84397000000.0,27483000000.0,22220000000.0,,25907000000.0,22736000000.0,3610000000.0,9676000000.0,-21523000000.0,,-6144000000.0,-597000000.0,-2.35,-962000000.0,,-1833000000.0,,26346000000.0,1.2369,24.4181,5.919,-2.35,,-0.2371559810089937,-0.07279879616574049,0.2854620638386842,,,,,,1.016945227158683,1.2368586858685868,46840000000.0,9843000000.0,,,,3.81,3.81,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2020-03-31,84913000000.0,26174000000.0,23483000000.0,,26205000000.0,21637000000.0,6361000000.0,7425000000.0,12057000000.0,,3219000000.0,619000000.0,1.26,707000000.0,,821000000.0,,27998000000.0,,19.8508,5.0341,1.26,,0.12283915283342874,0.037909389610542556,0.266981836277681,,,,,,1.068422056859378,1.1145935357492653,48081000000.0,10147000000.0,,,,3.95,3.95,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2020-06-30,90615000000.0,29343000000.0,22178000000.0,,27642000000.0,26156000000.0,4718000000.0,11103000000.0,22929000000.0,,6221000000.0,1128000000.0,2.45,4074000000.0,,1869000000.0,,30874000000.0,,19.2894,5.394,2.45,,0.22505607409015266,0.06865309275506262,0.271315800950761,,,,,,1.1169235221763982,1.323067905131211,48435000000.0,10783000000.0,,,,4.25,4.25,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2020-09-30,89800000000.0,26577000000.0,20405000000.0,,29186000000.0,26321000000.0,2420000000.0,7356000000.0,35479000000.0,,9161000000.0,1611000000.0,3.61,6247000000.0,,2721000000.0,,28741000000.0,,18.8011,6.043,3.61,,0.31388336873843625,0.10201559020044543,0.2582090814284506,,,,,,0.9847529637497431,1.302474883606959,48942000000.0,12457000000.0,,,,4.970000000000001,4.970000000000001,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2020-12-31,91588000000.0,27764000000.0,27327000000.0,,25317000000.0,25360000000.0,6431000000.0,8062000000.0,-22471000000.0,,-11534000000.0,-1649000000.0,-4.540000000000001,-775000000.0,,,,31791000000.0,1.016,29.2808,4.9848,-4.540000000000001,,-0.45558320496109334,-0.12593352840983535,0.5132837879934138,,,,,,1.2557175020737055,1.0159915102279797,47994000000.0,7067000000.0,,,,2.7799999999999994,2.7799999999999994,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2021-03-31,90847000000.0,26909000000.0,26361000000.0,,26945000000.0,24002000000.0,7251000000.0,6981000000.0,12080000000.0,,3179000000.0,276000000.0,1.25,1791000000.0,,,,31253000000.0,,27.7658,4.662,1.25,,0.11798107255520504,0.034992900150802995,0.2631622516556291,,,,,,1.1598812395620708,1.0207882857251243,48017000000.0,7027000000.0,,,,2.7699999999999996,2.7699999999999996,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2021-06-30,90688000000.0,28665000000.0,21906000000.0,,33294000000.0,24033000000.0,2488000000.0,8575000000.0,22029000000.0,,4724000000.0,741000000.0,1.86,,,,,26521000000.0,,35.347,4.485,1.86,,0.1418874271640536,0.052090684544812985,0.21444459576013436,,,,,,0.7965699525440019,1.308545603944125,47117000000.0,5530000000.0,,,,2.1799999999999997,2.1799999999999997,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2021-09-30,93494000000.0,31058000000.0,23728000000.0,,35794000000.0,22907000000.0,3534000000.0,10016000000.0,35183000000.0,,9291000000.0,1436000000.0,3.66,,,,,26441000000.0,,26.4182,4.1216,3.66,,0.2595686427892943,0.0993753609857317,0.264076400534349,,,,,,0.7386992233335196,1.3089177343223197,46821000000.0,5660000000.0,,,,2.23,2.23,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2021-12-31,105694000000.0,30266000000.0,23872000000.0,,38184000000.0,30690000000.0,2412000000.0,8096000000.0,-20588000000.0,,-4145000000.0,-932000000.0,-1.6300000000000008,,,,,33102000000.0,1.2678,14.8355,3.9748,-1.6300000000000008,,-0.10855332076262308,-0.03921698488088255,0.2013308723528269,,,,,,0.8669076052796983,1.2678451742627346,48704000000.0,13049000000.0,,,,5.140000000000001,5.140000000000001,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2022-03-31,106668000000.0,31184000000.0,22316000000.0,,40883000000.0,30586000000.0,1208000000.0,8556000000.0,15901000000.0,,4310000000.0,554000000.0,1.7,,,,,31794000000.0,,14.6299,3.8433,1.7,,0.1054227918694812,0.040405744928188395,0.27105213508584364,,,,,,0.7776826553824328,1.397383043556193,52525000000.0,14180000000.0,,,,5.590000000000001,5.590000000000001,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2022-06-30,107095000000.0,32116000000.0,23168000000.0,,43243000000.0,28684000000.0,2979000000.0,9675000000.0,30494000000.0,,8254000000.0,1092000000.0,3.25,,,,,31663000000.0,,13.9062,4.0328,3.25,,0.19087482367088315,0.07707175871889443,0.2706761985964452,,,,,,0.7322109936868395,1.3862223756906078,60990000000.0,17710000000.0,,,,6.98,6.98,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2022-09-30,107081000000.0,33561000000.0,22998000000.0,,44458000000.0,28482000000.0,1936000000.0,11145000000.0,45453000000.0,,11502000000.0,1423000000.0,4.53,,,,,30418000000.0,,14.2966,3.6994,4.53,,0.25871609159206443,0.10741401369057069,0.2530526037885288,,,,,,0.6841963201223626,1.4593008087659796,71260000000.0,19921000000.0,,,,7.8500000000000005,7.8500000000000005,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2022-12-31,109160000000.0,35722000000.0,24239000000.0,,45991000000.0,28745000000.0,1946000000.0,12694000000.0,-32565000000.0,,-9547000000.0,-1151000000.0,-3.7700000000000005,,,,,30691000000.0,1.4737,19.3748,4.7451,-3.7700000000000005,,-0.20758409253984475,-0.08745877610846464,0.293167511131583,,,,,,0.6673262159987824,1.473740665869054,59283000000.0,14519000000.0,,,,5.71,5.71,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2023-03-31,107796000000.0,33402000000.0,23131000000.0,,46834000000.0,28074000000.0,2672000000.0,9707000000.0,14487000000.0,,2821000000.0,825000000.0,1.11,1339000000.0,,,,30746000000.0,,20.7203,4.6655,1.11,,0.060234018021095785,0.02616980221900627,0.19472630634361843,,,,,,0.6564888756031942,1.4440361419739742,57869000000.0,13030000000.0,,,,5.120000000000001,5.120000000000001,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2023-06-30,104469000000.0,29977000000.0,23394000000.0,,38693000000.0,34072000000.0,2839000000.0,5660000000.0,29522000000.0,,-3154000000.0,1500000000.0,-1.24,5043000000.0,,,,36911000000.0,,94.116,5.0213,-1.24,,-0.08151345204558964,-0.03019077429668131,-0.10683558024524084,,,,,,0.9539451580389218,1.2813969393861675,56897000000.0,1622000000.0,,,,0.6300000000000008,0.6300000000000008,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
2023-09-30,106727000000.0,31954000000.0,23094000000.0,,41246000000.0,33972000000.0,887000000.0,8605000000.0,45485000000.0,,1591000000.0,2332000000.0,0.62,12760000000.0,2874000000.0,,9886000000.0,34859000000.0,,56.472,4.3872,0.62,,0.03857343742423508,0.014907193118892126,0.034978564361877545,,,,0.21734637792678904,,0.8451486204722882,1.383649432753096,56929000000.0,-8289000000.0,,,,-3.2799999999999994,-3.2799999999999994,,0.31789085,125.14,73.31,9.10985,282742.78,15.4894,4.9663,4.3492
