report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,23688000000.0,2658000000.0,1640000000.0,23688000000.0,7901000000.0,7113000000.0,,360000000.0,,1916000000.0,298000000.0,102000000.0,132000000.0,75000000.0,,,381000000.0,289000000.0,92000000.0,7113000000.0,,10.8099,0.8652,,298000000.0,0.012909758258448298,0.004305977710233029,0.05323590814196242,0.15553235908141963,0.012580209388720027,0.019848141734381243,0.04801670146137787,0.15553235908141963,0.9002657891406151,1.6207317073170733,,,,,,,,,,,0.53972614,113.93,91.77,1.62263,30614.014,21.0261,2.0156,3.4793
2010-06-30,23915000000.0,2830000000.0,1760000000.0,23915000000.0,7991000000.0,6963000000.0,,506000000.0,,3620000000.0,629000000.0,254000000.0,247000000.0,158000000.0,,,772000000.0,540000000.0,232000000.0,6963000000.0,,10.1144,0.7867,,629000000.0,0.031785758978851206,0.010620949195065859,0.07016574585635359,0.17375690607734806,0.026301484424001674,0.042062324461682496,0.06408839779005525,0.17375690607734806,0.8713552746840195,1.6079545454545454,,,,,,,,,,,0.53972614,113.93,91.77,1.62263,30614.014,21.0261,2.0156,3.4793
2010-09-30,23631000000.0,3120000000.0,1914000000.0,,7754000000.0,6859000000.0,125000000.0,608000000.0,,5874000000.0,718000000.0,87000000.0,377000000.0,295000000.0,,,1504000000.0,746000000.0,758000000.0,6984000000.0,,40.767,0.8886,,718000000.0,0.011220015475883416,0.0036816046718293766,0.01481103166496425,0.12223357167177391,0.030383817866361983,0.04871760075994029,0.12904324140279197,0.12223357167177391,0.9006964147536756,1.6300940438871474,,,,,,,,,,,0.53972614,113.93,91.77,1.62263,30614.014,21.0261,2.0156,3.4793
2010-12-31,23515000000.0,2894000000.0,1888000000.0,,7730000000.0,6853000000.0,269000000.0,545000000.0,,-3772000000.0,-729000000.0,-304000000.0,-259000000.0,-203000000.0,,,-815000000.0,-544000000.0,-1359000000.0,7122000000.0,1.5307,48.6388,0.8852,,-729000000.0,-0.03932729624838292,-0.012927918349989369,0.08059384941675504,0.1932661717921527,-0.031001488411652137,-0.04908429841098842,0.3602863202545069,0.1932661717921527,0.9213454075032341,1.5328389830508475,7638000000.0,139000000.0,916000000.0,-277000000.0,916000000.0,497000000.0,,,7.775109170305677,1.8430583501006037,0.53972614,113.93,91.77,1.62263,30614.014,21.0261,2.0156,3.4793
2011-03-31,23329000000.0,2715000000.0,1837000000.0,23329000000.0,7725000000.0,6853000000.0,334000000.0,573000000.0,,1904000000.0,227000000.0,71000000.0,119000000.0,45000000.0,,,554000000.0,227000000.0,327000000.0,7187000000.0,,62.5474,0.8886,,227000000.0,0.00919093851132686,0.0030434223498649747,0.037289915966386554,0.11922268907563026,0.009730378498864075,0.015222639484978541,0.1717436974789916,0.11922268907563026,0.9303559870550162,1.477953184540011,7626000000.0,108000000.0,845000000.0,-42000000.0,845000000.0,484000000.0,,,8.505325443786981,1.7458677685950412,0.53972614,113.93,91.77,1.62263,30614.014,21.0261,2.0156,3.4793
2011-06-30,23391000000.0,2603000000.0,1727000000.0,23391000000.0,7943000000.0,6854000000.0,337000000.0,378000000.0,,3685000000.0,543000000.0,209000000.0,223000000.0,130000000.0,0.87,,903000000.0,507000000.0,396000000.0,7191000000.0,,73.8344,0.9063,0.87,543000000.0,0.026312476394309454,0.008935060493352144,0.056716417910447764,0.1473541383989145,0.023214056688469924,0.03587947667503634,0.10746268656716418,0.1473541383989145,0.9053254437869822,1.5072379849449913,7691000000.0,63000000.0,759000000.0,122000000.0,759000000.0,460000000.0,,,9.474308300395258,1.65,0.53972614,113.93,91.77,1.62263,30614.014,21.0261,2.0156,3.4793
2011-09-30,23356000000.0,2680000000.0,1848000000.0,23356000000.0,8152000000.0,6682000000.0,350000000.0,522000000.0,,5953000000.0,1093000000.0,494000000.0,336000000.0,293000000.0,2.05,,1566000000.0,758000000.0,808000000.0,7032000000.0,,13.1766,0.9393,2.05,1093000000.0,0.06059862610402355,0.021150882000342524,0.08298336972954813,0.18360490508987065,0.04679739681452304,0.07198366701791359,0.13572988409205441,0.18360490508987065,0.8626104023552502,1.4502164502164503,7770000000.0,470000000.0,1134000000.0,172000000.0,1134000000.0,419000000.0,,,6.201058201058201,2.7064439140811456,0.53972614,113.93,91.77,1.62263,30614.014,21.0261,2.0156,3.4793
2011-12-31,23645000000.0,2295000000.0,1785000000.0,23645000000.0,7919000000.0,6677000000.0,148000000.0,255000000.0,,-4011000000.0,-622000000.0,-255000000.0,-227000000.0,-158000000.0,-0.77,,-1145000000.0,-462000000.0,-1607000000.0,6825000000.0,1.2857,15.288,1.0536,-0.77,-622000000.0,-0.032201035484278315,-0.010784521040389088,0.06357516828721017,0.1550735477437048,-0.02630577289067456,-0.04218665219750407,0.4006482174021441,0.1550735477437048,0.8618512438439196,1.2857142857142858,7531000000.0,519000000.0,1241000000.0,-76000000.0,1241000000.0,451000000.0,,,5.499597099113618,2.751662971175166,0.53972614,113.93,91.77,1.62263,30614.014,21.0261,2.0156,3.4793
2012-03-31,22899000000.0,2124000000.0,1614000000.0,22899000000.0,7432000000.0,6677000000.0,126000000.0,208000000.0,,1658000000.0,-422000000.0,-403000000.0,113000000.0,-130000000.0,-1.66,,392000000.0,282000000.0,110000000.0,6803000000.0,,175.2362,1.1203,-1.66,-422000000.0,-0.05422497308934338,-0.0175990217913446,-0.24306393244873342,-0.2545235223160434,-0.01842875234726407,-0.029645240604144713,0.06634499396863691,-0.2545235223160434,0.9153659849300323,1.3159851301115242,7285000000.0,45000000.0,592000000.0,-293000000.0,592000000.0,445000000.0,0.49,0.49,11.491554054054054,1.3303370786516855,0.53972614,113.93,91.77,1.62263,30614.014,21.0261,2.0156,3.4793
2012-06-30,22980000000.0,2154000000.0,1603000000.0,22980000000.0,7555000000.0,6678000000.0,30000000.0,117000000.0,,3318000000.0,-59000000.0,-192000000.0,225000000.0,-76000000.0,-0.79,,805000000.0,565000000.0,240000000.0,6708000000.0,,69.0686,1.2237,-0.79,-59000000.0,-0.02541363335539378,-0.00835509138381201,-0.05786618444846293,-0.01778179626280892,-0.002567449956483899,-0.004136577157680712,0.07233273056057866,-0.01778179626280892,0.8878888153540702,1.3437305053025577,6918000000.0,-356000000.0,-10000000.0,-449000000.0,-10000000.0,447000000.0,-1.17,-1.17,-670.8,-0.02237136465324385,0.53972614,113.93,91.77,1.62263,30614.014,21.0261,2.0156,3.4793
2012-09-30,23498000000.0,2406000000.0,1546000000.0,23498000000.0,7874000000.0,6781000000.0,5000000.0,298000000.0,,5319000000.0,576000000.0,182000000.0,338000000.0,82000000.0,0.75,,1361000000.0,905000000.0,456000000.0,6786000000.0,,38.0948,1.2925,0.75,576000000.0,0.023114046228092457,0.0077453400289386335,0.034216958074826095,0.10829103214890017,0.0245127244871904,0.03929058663028649,0.08573040045121263,0.10829103214890017,0.8618237236474473,1.5562742561448901,6284000000.0,-668000000.0,-527000000.0,-801000000.0,-527000000.0,449000000.0,-2.4699999999999998,-2.4699999999999998,-12.876660341555977,-1.1737193763919822,0.53972614,113.93,91.77,1.62263,30614.014,21.0261,2.0156,3.4793
2012-12-31,21835000000.0,2369000000.0,1698000000.0,21835000000.0,6616000000.0,6626000000.0,,209000000.0,,-3467000000.0,-1335000000.0,-561000000.0,-228000000.0,-556000000.0,-2.3099999999999996,,-868000000.0,-512000000.0,-1380000000.0,6626000000.0,1.3388,,1.2894,-2.3099999999999996,-1335000000.0,-0.0847944377267231,-0.025692695214105794,0.16181136429189502,0.38505912892991057,-0.06114037096404855,-0.10081558676937019,0.3980386501297952,0.38505912892991057,1.0015114873035067,1.395170789163722,6828000000.0,-974000000.0,-1240000000.0,-574000000.0,-1240000000.0,448000000.0,-4.01,-4.01,-5.343548387096774,-2.767857142857143,0.53972614,113.93,91.77,1.62263,30614.014,21.0261,2.0156,3.4793
2013-03-31,21952000000.0,3296000000.0,2577000000.0,,6365000000.0,5803000000.0,,161000000.0,,1475000000.0,185000000.0,-145000000.0,101000000.0,35000000.0,,,379000000.0,275000000.0,104000000.0,5803000000.0,,,1.4502,,185000000.0,-0.022780832678711706,-0.006605320699708455,-0.09830508474576272,0.12542372881355932,0.008427478134110787,0.015203813280736358,0.07050847457627119,0.12542372881355932,0.9117046347211312,1.2790065968180053,6645000000.0,-716000000.0,-633000000.0,-580000000.0,-633000000.0,436000000.0,,,-9.167456556082149,-1.451834862385321,0.53972614,113.93,91.77,1.62263,30614.014,21.0261,2.0156,3.4793
2013-06-30,22276000000.0,3408000000.0,3286000000.0,,6374000000.0,5274000000.0,25000000.0,150000000.0,,2878000000.0,446000000.0,-50000000.0,201000000.0,101000000.0,,,768000000.0,575000000.0,193000000.0,5299000000.0,,,1.4091,,446000000.0,-0.007844367743959836,-0.002244568145088885,-0.017373175816539264,0.15496872828353023,0.020021547854192853,0.03820783003512379,0.06706045865184156,0.15496872828353023,0.8313460935048635,1.0371272063298844,6205000000.0,-574000000.0,-128000000.0,-627000000.0,-128000000.0,412000000.0,,,-41.3984375,-0.3106796116504854,0.53972614,113.93,91.77,1.62263,30614.014,21.0261,2.0156,3.4793
2013-09-30,22385000000.0,3273000000.0,3228000000.0,,6574000000.0,5274000000.0,,169000000.0,,4516000000.0,1013000000.0,252000000.0,289000000.0,288000000.0,1.0,244400000.0,1314000000.0,943000000.0,371000000.0,5274000000.0,,,1.464,1.0,1013000000.0,0.0383328262853666,0.011257538530265803,0.05580159433126661,0.22431355181576618,0.045253517980790706,0.08549966239027684,0.08215234720992029,0.22431355181576618,0.8022512929723152,1.0139405204460967,5402000000.0,-504000000.0,309000000.0,-712000000.0,309000000.0,363000000.0,,,17.067961165048544,0.8512396694214877,0.53972614,113.93,91.77,1.62263,30614.014,21.0261,2.0156,3.4793
2013-12-31,21042000000.0,1972000000.0,2461000000.0,,6544000000.0,5504000000.0,368000000.0,30000000.0,,-3031000000.0,-460000000.0,232000000.0,-193000000.0,-113000000.0,0.0,100000.0,-768000000.0,-414000000.0,-1182000000.0,5872000000.0,0.8013,30.3544,1.5026,0.0,-460000000.0,0.035452322738386305,0.011025567911795457,-0.0765423952490927,0.1517650940283735,-0.021861039825111683,-0.03704896907216495,0.38997030682942924,0.1517650940283735,0.8973105134474327,0.8013002844372207,5838000000.0,289000000.0,1184000000.0,-514000000.0,1184000000.0,398000000.0,,,4.95945945945946,2.9748743718592965,0.53972614,113.93,91.77,1.62263,30614.014,21.0261,2.0156,3.4793
2014-03-31,21166000000.0,1840000000.0,2725000000.0,,6513000000.0,5226000000.0,700000000.0,26000000.0,,1594000000.0,246000000.0,96000000.0,92000000.0,64000000.0,,,239000000.0,442000000.0,-203000000.0,5926000000.0,,18.8614,1.6781,,246000000.0,0.014739751266697375,0.004535575923651138,0.060225846925972396,0.15432873274780426,0.011622413304356042,0.019776509365704638,-0.1273525721455458,0.15432873274780426,0.9098725625671733,0.6752293577981652,5957000000.0,530000000.0,1245000000.0,-821000000.0,1245000000.0,389000000.0,,,4.759839357429719,3.2005141388174807,0.53972614,113.93,91.77,1.62263,30614.014,21.0261,2.0156,3.4793
2014-06-30,21588000000.0,1965000000.0,2312000000.0,,6572000000.0,5825000000.0,793000000.0,46000000.0,,3013000000.0,568000000.0,245000000.0,181000000.0,163000000.0,,,654000000.0,883000000.0,-229000000.0,6618000000.0,,16.982,1.6604,,568000000.0,0.03727936701156421,0.011348897535667963,0.08131430467972121,0.1885164288084965,0.026310913470446545,0.04306292645943897,-0.0760039827414537,0.1885164288084965,1.0069993913572732,0.8499134948096886,6092000000.0,825000000.0,1367000000.0,-1243000000.0,1367000000.0,369000000.0,,,4.841258229700073,3.7046070460704605,0.53972614,113.93,91.77,1.62263,30614.014,21.0261,2.0156,3.4793
2014-09-30,21876000000.0,1942000000.0,2119000000.0,,6774000000.0,5825000000.0,753000000.0,13000000.0,,4683000000.0,1129000000.0,538000000.0,266000000.0,357000000.0,2.0,244300000.0,1203000000.0,1310000000.0,-107000000.0,6578000000.0,,16.1742,1.5487,2.0,1129000000.0,0.0794213167995276,0.024593161455476322,0.114883621610079,0.24108477471706172,0.051609069299689156,0.08455662073097664,-0.022848601323937647,0.24108477471706172,0.9710658399763803,0.9164700330344502,6259000000.0,1111000000.0,1483000000.0,-1721000000.0,1483000000.0,346000000.0,,,4.435603506405934,4.286127167630058,0.53972614,113.93,91.77,1.62263,30614.014,21.0261,2.0156,3.4793
2014-12-31,22676000000.0,2046000000.0,2249000000.0,,6713000000.0,6120000000.0,714000000.0,5000000.0,,-3237000000.0,-689000000.0,-293000000.0,-198000000.0,-207000000.0,0.0,100000.0,-545000000.0,-850000000.0,-1395000000.0,6834000000.0,0.7532,19.0974,1.8489,0.0,-689000000.0,-0.043646655742589004,-0.01292115011465867,0.09051590979301823,0.21285140562248997,-0.030384547539248543,-0.05085996899682586,0.4309545875810936,0.21285140562248997,1.018024728139431,0.9097376611827479,6053000000.0,586000000.0,1254000000.0,-1934000000.0,1254000000.0,341000000.0,,,5.44976076555024,3.6774193548387095,0.53972614,113.93,91.77,1.62263,30614.014,21.0261,2.0156,3.4793
