report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2013-03-31,6916791000.0,616807000.0,731474000.0,6916791000.0,3081808000.0,1703403000.0,,17508000.0,733649000.0,251960000.0,,9021000.0,85097000.0,0.36,350738309.0,372138000.0,,1703403000.0,,,4.6225,0.36,251960000.0,,,,0.3434339854617126,0.03642729699364922,0.05265389551265347,0.3434339854617126,0.5527284632916781,0.8432384472995622,6047206000.0,,-1499539000.0,-1499539000.0,78321000.0,-2.87,-2.87,-1.1359511156428743,-19.146065550746286,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2013-06-30,7635191000.0,792833000.0,847055000.0,,3373595000.0,1897734000.0,,25685000.0,1595690000.0,577277000.0,,18299000.0,249308000.0,1.0,350911892.0,877552000.0,,1897734000.0,,,4.2107,1.0,577277000.0,,,,0.3617726500761426,0.07560740785659455,0.10951261057695318,0.3617726500761426,0.5625257329347476,0.9359876277219307,6986427000.0,,-1108222000.0,-1108222000.0,89282000.0,-2.1799999999999997,-2.1799999999999997,-1.712413216846444,-12.412602764274993,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2013-09-30,7894388000.0,739975000.0,809811000.0,,3519989000.0,1911165000.0,,18950000.0,2464056000.0,886506000.0,,29317000.0,373457000.0,1.0,351014974.0,,,1911165000.0,,62.8712,3.9452,1.0,886506000.0,,,,0.3597751025139039,0.11229572197363494,0.16322608418026813,0.3597751025139039,0.5429462989799115,0.9137625939879799,7508438000.0,,600167000.0,600167000.0,92294000.0,0.33000000000000007,0.33000000000000007,3.1843886784844884,6.502773744772141,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2013-12-31,8047726000.0,644175000.0,688011000.0,8047726000.0,3622030000.0,1950096000.0,,22938000.0,-1422250000.0,-512120000.0,,-15043000.0,-220988000.0,-0.3599999999999999,-701563723.0,658838000.0,,1950096000.0,0.936,19.6651,4.1038,-0.3599999999999999,-512120000.0,,,,0.3600773422394094,-0.06363536730748537,-0.09190746942908326,0.3600773422394094,0.5383986328108823,0.9362859024056301,3371145000.0,,1203623000.0,1203623000.0,41594000.0,2.0,2.0,1.6201883812456226,28.937418858489206,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2014-03-31,8423164000.0,683101000.0,835155000.0,,3800440000.0,1827426000.0,,18719000.0,1112777000.0,434619000.0,,12907000.0,128995000.0,0.0,351985821.0,,226080000.0,1827426000.0,,21.0906,4.3314,0.0,660699000.0,,,,0.3905715161258725,0.05159806932406872,0.07722625236634988,0.5937389072563506,0.48084590205344646,0.8179331980291084,3750273000.0,,1386282000.0,1612362000.0,45480000.0,1.6400000000000001,1.6400000000000001,1.1333844384821772,30.4811345646438,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2014-06-30,8887000000.0,662000000.0,886000000.0,,4042000000.0,1838000000.0,,20000000.0,2148000000.0,802000000.0,401000000.0,25000000.0,269000000.0,1.0,352306268.0,,455000000.0,1838000000.0,,21.9537,4.0938,1.0,1257000000.0,0.099208312716477,0.045122088443794305,0.18668528864059591,0.37337057728119183,0.09024417688758861,0.13639455782312926,0.585195530726257,0.454725383473528,0.7471783295711061,4302583000.0,,1611005000.0,2292085000.0,52181000.0,1.6400000000000001,1.6400000000000001,0.8018899822650556,30.87340219620168,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2014-09-30,9177000000.0,660000000.0,888000000.0,,4293000000.0,1806000000.0,,20000000.0,3076000000.0,1088000000.0,612000000.0,39000000.0,409000000.0,1.0,352334546.0,,693000000.0,1806000000.0,,16.3115,3.099,1.0,1781000000.0,0.14255765199161424,0.06668846028113763,0.19895968790637192,0.35370611183355005,0.11855726272202245,0.17838989998360386,0.5789986996098829,0.4206848357791754,0.7432432432432432,4914527000.0,,1812499000.0,3186579000.0,61864000.0,1.6400000000000001,1.6400000000000001,0.5667519932818236,29.298121686279583,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2014-12-31,14925000000.0,1115000000.0,5428000000.0,,4662000000.0,2466000000.0,4501000000.0,53000000.0,-2298777000.0,-951619000.0,-89000000.0,-17907000.0,-281995000.0,0.0,-704215952.0,,-432080000.0,6967000000.0,0.2054,10.4269,2.3866,0.0,-1383699000.0,-0.01909051909051909,-0.005963149078726969,0.03871623911323282,0.41396751403028653,-0.06376006700167504,-0.08183154183506751,0.6019283297161926,1.4944229944229945,0.20541635961680177,4038000000.0,,1373000000.0,2315000000.0,59000000.0,2.0,2.0,3.0095032397408206,23.271186440677965,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2015-03-31,15587000000.0,888000000.0,945000000.0,,7057000000.0,5163000000.0,1000000.0,17000000.0,933000000.0,165000000.0,78000000.0,51000000.0,49000000.0,0.0,375578054.0,,293000000.0,5164000000.0,,11.0373,2.3116,0.0,458000000.0,0.011052855320957913,0.0050041701417848205,0.08360128617363344,0.17684887459807075,0.01058574453069866,0.013501350135013501,0.4908896034297964,0.7317557035567521,0.9396825396825397,3858223000.0,1002000000.0,1103381000.0,2112301000.0,97093000.0,2.0,2.0,2.4447273376284913,11.364166314770374,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2015-06-30,13504000000.0,699000000.0,840000000.0,,6218000000.0,4539000000.0,1000000.0,37000000.0,1697000000.0,-1119000000.0,-710000000.0,52000000.0,-444000000.0,-2.0,378797446.0,,603000000.0,4540000000.0,,,2.4368,-2.0,-516000000.0,-0.11418462528144098,-0.05257701421800948,-0.41838538597525043,-0.6593989393046553,-0.08286433649289099,-0.10401561628555493,-0.30406599882144963,0.7301383081376649,0.8321428571428572,3407223000.0,-109000000.0,-817619000.0,339301000.0,124093000.0,-1.0,-1.0,13.380449807103428,-6.588760042871073,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2015-09-30,10725000000.0,570000000.0,782000000.0,,4437000000.0,4663000000.0,1000000.0,15000000.0,2446000000.0,-3961000000.0,-2449000000.0,52000000.0,-1532000000.0,-6.0,379909748.0,,877000000.0,4664000000.0,,,1.4317,-6.0,-3084000000.0,-0.5519495154383592,-0.22834498834498834,-1.0012264922322158,-1.6193785772690106,-0.36932400932400933,-0.4352268981430612,-1.2608340147179067,1.0511606941627225,0.7289002557544757,2777223000.0,-3170000000.0,-5866619000.0,-4525699000.0,137093000.0,-8.0,-8.0,-1.0305590362947248,-42.79298724223702,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2016-03-31,8518000000.0,1884000000.0,478000000.0,,1148000000.0,6442000000.0,1000000.0,1597000000.0,579000000.0,-1100000000.0,-1132000000.0,14000000.0,,-3.0,382870847.0,,143000000.0,6443000000.0,,,1.1315,-3.0,-957000000.0,-0.9860627177700348,-0.13289504578539563,-1.9550949913644213,-1.8998272884283247,-0.12913829537450106,-0.14490844421024898,-1.6528497409326426,5.612369337979094,3.9414225941422596,5655000000.0,-4213000000.0,-6015000000.0,-4099000000.0,169000000.0,-11.0,-11.0,-1.5718467919004635,-35.59171597633136,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2016-06-30,7377000000.0,1278000000.0,591000000.0,,573000000.0,5767000000.0,1000000.0,998000000.0,1101000000.0,-1592000000.0,-1725000000.0,31000000.0,,-4.0,384232831.0,,250000000.0,5768000000.0,,,2.3727,-4.0,-1342000000.0,-3.0104712041884816,-0.2338348922326149,-1.5667574931880108,-1.4459582198001817,-0.2158058831503321,-0.2510645008673711,-1.2188919164396004,10.06631762652705,2.1624365482233503,5823000000.0,-6016000000.0,-7772000000.0,-5899000000.0,149000000.0,-15.0,-15.0,-0.9777928462451263,-52.16107382550336,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2016-09-30,6890000000.0,1889000000.0,649000000.0,,1123000000.0,4651000000.0,1000000.0,1474000000.0,1752000000.0,-2317000000.0,-2433000000.0,57000000.0,-20000000.0,-6.0,417222661.0,,349000000.0,4652000000.0,,,2.8001,-6.0,-1968000000.0,-2.166518254674978,-0.35312046444121914,-1.3886986301369864,-1.322488584474886,-0.3362844702467344,-0.4012121212121212,-1.1232876712328768,4.142475512021371,2.910631741140216,5878000000.0,-7739000000.0,-8970000000.0,-7351000000.0,154000000.0,-19.0,-19.0,-0.6328390695143518,-58.246753246753244,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2016-12-31,7076000000.0,1872000000.0,1064000000.0,,917000000.0,4612000000.0,41000000.0,1423000000.0,-996000000.0,2814000000.0,2647000000.0,-14000000.0,-9000000.0,7.0,-748988937.0,,-306000000.0,4653000000.0,1.7594,,2.0278,7.0,2508000000.0,2.886586695747001,0.3740814019219898,-2.6576305220883536,-2.825301204819277,0.39768230638778973,0.5052064631956912,-2.5180722891566263,5.074154852780807,1.7593984962406015,2436000000.0,-2643000000.0,-2195000000.0,-1759000000.0,88000000.0,-6.0,-6.0,-2.6452529846503694,-24.943181818181817,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2017-03-31,7196000000.0,1789000000.0,1121000000.0,,1278000000.0,4364000000.0,266000000.0,1382000000.0,846000000.0,266000000.0,351000000.0,32000000.0,,0.0,494494995.0,,106000000.0,4630000000.0,,,1.5189,0.0,372000000.0,0.2746478873239437,0.04877709838799333,0.4148936170212766,0.3144208037825059,0.03696498054474708,0.045023696682464455,0.4397163120567376,3.622848200312989,1.5958965209634255,2703000000.0,-1160000000.0,-829000000.0,-430000000.0,106000000.0,-3.0,-3.0,-10.767441860465116,-7.820754716981132,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2017-06-30,7150000000.0,1579000000.0,821000000.0,,1573000000.0,4341000000.0,40000000.0,1111000000.0,1657000000.0,454000000.0,635000000.0,66000000.0,,1.0,496627843.0,,229000000.0,4381000000.0,,,1.028,1.0,683000000.0,0.40368722186904005,0.08881118881118881,0.3832226916113458,0.2739891369945685,0.0634965034965035,0.0762512596573732,0.412190706095353,2.7851239669421486,1.92326431181486,3259000000.0,1200000000.0,1217000000.0,1595000000.0,141000000.0,2.0,2.0,2.7467084639498434,8.631205673758865,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2017-09-30,7202000000.0,1476000000.0,784000000.0,,1652000000.0,4396000000.0,40000000.0,989000000.0,2394000000.0,564000000.0,712000000.0,97000000.0,-14000000.0,1.0,498527671.0,789000000.0,364000000.0,4436000000.0,,6.3494,1.0355,1.0,928000000.0,0.43099273607748184,0.09886142738128298,0.29741019214703424,0.23558897243107768,0.07831158011663426,0.09264126149802891,0.38763575605680867,2.685230024213075,1.8826530612244898,3901000000.0,4345000000.0,4098000000.0,4491000000.0,181000000.0,9.0,9.0,0.9877532843464707,22.640883977900554,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2017-12-31,7521000000.0,1509000000.0,780000000.0,,1979000000.0,4391000000.0,,916000000.0,-1694000000.0,-553000000.0,-652000000.0,-60000000.0,-79000000.0,-1.0,-988846212.0,308000000.0,-195000000.0,4391000000.0,1.9346,2.8953,0.9455,-1.0,-748000000.0,-0.3294593228903487,-0.08669059965430129,0.38488783943329397,0.32644628099173556,-0.07352745645525861,-0.08681318681318681,0.44155844155844154,2.2187973724103083,1.9346153846153846,3203000000.0,1046000000.0,731000000.0,1235000000.0,135000000.0,1.0,1.0,3.555465587044534,5.4148148148148145,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2018-03-31,7713000000.0,1488000000.0,732000000.0,,2193000000.0,4393000000.0,,958000000.0,920000000.0,255000000.0,208000000.0,39000000.0,,0.0,573844459.0,364000000.0,143000000.0,4393000000.0,,2.6643,0.7342,0.0,398000000.0,0.09484724122207022,0.0269674575392195,0.22608695652173913,0.27717391304347827,0.033061065733177755,0.03871849377467355,0.4326086956521739,2.003191974464204,2.0327868852459017,3277000000.0,903000000.0,720000000.0,1261000000.0,142000000.0,1.0,1.0,3.4837430610626487,5.070422535211268,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2018-06-30,7042000000.0,567000000.0,858000000.0,,2250000000.0,3570000000.0,,37000000.0,1736000000.0,379000000.0,259000000.0,71000000.0,,0.0,578222740.0,664000000.0,285000000.0,3570000000.0,,4.5862,0.9362,0.0,664000000.0,0.11511111111111111,0.036779324055666,0.14919354838709678,0.21831797235023043,0.05381993751775064,0.06512027491408935,0.3824884792626728,1.5866666666666667,0.6608391608391608,3356000000.0,527000000.0,645000000.0,1242000000.0,147000000.0,0.0,0.0,2.8743961352657004,4.387755102040816,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2018-09-30,7058000000.0,615000000.0,892000000.0,,2205000000.0,3572000000.0,,9000000.0,2687000000.0,445000000.0,230000000.0,100000000.0,,0.0,579828858.0,971000000.0,436000000.0,3572000000.0,,5.3225,0.8587,0.0,881000000.0,0.10430839002267574,0.03258713516576934,0.08559732043170823,0.1656122069222181,0.06304902238594502,0.07702960013848018,0.3278749534797172,1.6199546485260772,0.6894618834080718,3649000000.0,45000000.0,526000000.0,1195000000.0,150000000.0,-1.0,-1.0,2.989121338912134,3.506666666666667,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2018-12-31,5797000000.0,956000000.0,846000000.0,,2362000000.0,2318000000.0,,201000000.0,-1481000000.0,-282000000.0,-160000000.0,-86000000.0,1000000.0,0.0,-1155253249.0,-776000000.0,-304000000.0,2318000000.0,1.13,3.6912,0.5132,0.0,-586000000.0,-0.06773920406435224,-0.027600483008452647,0.10803511141120864,0.19041188386225524,-0.04864585130239779,-0.06025641025641026,0.39567859554355167,0.9813717188823031,1.1300236406619386,3862000000.0,537000000.0,797000000.0,1357000000.0,124000000.0,0.0,0.0,1.7081798084008843,6.42741935483871,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2019-03-31,6446000000.0,887000000.0,943000000.0,6446000000.0,2937000000.0,2267000000.0,,366000000.0,990000000.0,213000000.0,594000000.0,14000000.0,-426000000.0,1.1,541320487.0,442000000.0,112000000.0,2267000000.0,,2.7383,0.6428,1.1,325000000.0,0.20224719101123595,0.09215017064846416,0.6,0.21515151515151515,0.03304374806081291,0.04093005380476557,0.3282828282828283,0.7718760640108955,0.9406150583244963,3932000000.0,923000000.0,755000000.0,1284000000.0,99000000.0,1.1,1.1,1.7655763239875388,7.626262626262626,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2019-06-30,6545000000.0,764000000.0,912000000.0,,3082000000.0,2267000000.0,,155000000.0,1657000000.0,235000000.0,732000000.0,29000000.0,-411000000.0,1.35,540624742.0,543000000.0,233000000.0,2267000000.0,,1.6395,0.4377,1.35,468000000.0,0.23750811161583388,0.1118411000763942,0.44176222088111045,0.14182257091128544,0.03590527119938885,0.04393344550383249,0.2824381412190706,0.735561323815704,0.8377192982456141,3853000000.0,1396000000.0,611000000.0,1088000000.0,57000000.0,2.45,2.45,2.083639705882353,10.719298245614034,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2019-09-30,6598000000.0,633000000.0,880000000.0,,3135000000.0,2219000000.0,,29000000.0,2293000000.0,206000000.0,781000000.0,46000000.0,-401000000.0,1.44,540442649.0,739000000.0,352000000.0,2219000000.0,,0.9602,0.3013,1.44,558000000.0,0.24912280701754386,0.11836920278872386,0.3406018316615787,0.08983863933711295,0.03122158229766596,0.038475905864774,0.24334932402965548,0.7078149920255183,0.7193181818181819,3459000000.0,1947000000.0,372000000.0,765000000.0,3000000.0,3.89,3.89,2.9006535947712417,124.0,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2019-12-31,6717000000.0,679000000.0,848000000.0,,3246000000.0,2242000000.0,,5000000.0,-1902000000.0,-384000000.0,-1216000000.0,-24000000.0,827000000.0,-2.24,-1082004964.0,-760000000.0,-226000000.0,2242000000.0,0.8007,1.4702,0.4312,-2.24,-610000000.0,-0.37461491065927294,-0.18103319934494566,0.6393270241850684,0.20189274447949526,-0.05716837874050915,-0.06997084548104957,0.3207150368033649,0.6906962415280345,0.8007075471698113,3038000000.0,891000000.0,270000000.0,741000000.0,65000000.0,1.65,1.65,3.0256410256410255,4.153846153846154,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2020-03-31,5275000000.0,972000000.0,914000000.0,,1701000000.0,2279000000.0,,5000000.0,592000000.0,-1490000000.0,-1547000000.0,19000000.0,406000000.0,-2.86,540308491.0,160000000.0,113000000.0,2279000000.0,,,0.3468,-2.86,-1377000000.0,-0.9094650205761317,-0.2932701421800948,-2.613175675675676,-2.516891891891892,-0.2824644549763033,-0.3743718592964824,-2.3260135135135136,1.3398001175778953,1.0634573304157549,2640000000.0,-1250000000.0,-1433000000.0,-961000000.0,70000000.0,-2.31,-2.31,-2.371488033298647,-20.47142857142857,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2020-06-30,4555000000.0,770000000.0,875000000.0,,823000000.0,2440000000.0,,10000000.0,1002000000.0,-2246000000.0,-2427000000.0,41000000.0,406000000.0,-4.49,540693841.0,254000000.0,197000000.0,2440000000.0,,,0.5819,-4.49,-2049000000.0,-2.948967193195626,-0.5328210757409441,-2.4221556886227544,-2.241516966067864,-0.49308452250274426,-0.6883236285626724,-2.0449101796407185,2.964763061968408,0.88,1985000000.0,-4409000000.0,-3914000000.0,-3478000000.0,82000000.0,-8.15,-8.15,-0.7015526164462335,-47.73170731707317,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2020-09-30,4157000000.0,613000000.0,869000000.0,,384000000.0,2450000000.0,,95000000.0,1529000000.0,-2627000000.0,-3020000000.0,63000000.0,406000000.0,-5.48,551162559.0,407000000.0,267000000.0,2450000000.0,,,0.6258,-5.48,-2360000000.0,-7.864583333333333,-0.7264854462352658,-1.9751471550032702,-1.7181164159581426,-0.6319461149867693,-0.9269583627381792,-1.5434924787442772,6.380208333333333,0.7054085155350979,1221000000.0,-8210000000.0,-6747000000.0,-6396000000.0,99000000.0,-15.07,-15.07,-0.38305190744215134,-68.15151515151516,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2020-12-31,5160000000.0,671000000.0,1012000000.0,,497000000.0,3150000000.0,,13000000.0,-815000000.0,3492000000.0,3882000000.0,-29000000.0,-811000000.0,7.41,-1058275389.0,-293000000.0,-220000000.0,3150000000.0,0.663,,0.8686,7.41,3272000000.0,7.810865191146881,0.7523255813953489,-4.76319018404908,-4.284662576687117,0.6767441860465117,0.9574993145050726,-4.014723926380368,6.338028169014085,0.6630434782608695,2308000000.0,-3112000000.0,-2871000000.0,-2514000000.0,94000000.0,-5.42,-5.42,-1.2529832935560858,-30.54255319148936,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2021-03-31,5247000000.0,602000000.0,1370000000.0,5247000000.0,586000000.0,2812000000.0,,4000000.0,1072000000.0,301000000.0,80000000.0,31000000.0,,0.12,679867825.0,347000000.0,96000000.0,2812000000.0,,,1.1288,0.12,397000000.0,0.13651877133105803,0.015246807699637889,0.07462686567164178,0.28078358208955223,0.057366113969887556,0.08858151854031783,0.37033582089552236,4.798634812286689,0.4394160583941606,2788000000.0,-1485000000.0,-1080000000.0,-740000000.0,106000000.0,-2.4400000000000004,-2.4400000000000004,-3.8,-10.18867924528302,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2021-06-30,5394000000.0,593000000.0,1944000000.0,,-18000000.0,2814000000.0,,2000000.0,2122000000.0,594000000.0,-529000000.0,61000000.0,0.0,-0.78,676057534.0,617000000.0,196000000.0,2814000000.0,,,1.1198,-0.78,790000000.0,29.38888888888889,-0.09807193177604746,-0.24929311969839774,0.27992459943449577,0.11012235817575083,0.21244635193133046,0.37229029217719134,-156.33333333333334,0.30504115226337447,3908000000.0,413000000.0,1760000000.0,2099000000.0,126000000.0,1.2699999999999996,1.2699999999999996,1.3406383992377322,13.968253968253968,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
2021-09-30,9241000000.0,902000000.0,4162000000.0,,-286000000.0,4036000000.0,,12000000.0,3720000000.0,1230000000.0,-2386000000.0,95000000.0,0.0,-3.34,713455662.0,830000000.0,334000000.0,4036000000.0,,,1.2498,-3.34,1564000000.0,8.342657342657343,-0.25819716480900334,-0.6413978494623656,0.33064516129032256,0.13310247808678716,0.328,0.4204301075268817,-14.111888111888112,0.21672272945699184,6099000000.0,1047000000.0,5617000000.0,6023000000.0,158000000.0,3.41,3.41,0.6700979578283247,35.550632911392405,0.68245,7.69,4.575,18.87495,7842.1997,1.2253,1.3917
