report_date,total_assets,total_liabilities,total_equity,cash,shares_outstanding,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2009-03-31,5654000000.0,5540100000.0,113900000.0,1510000000.0,701200000.0,1201200000.0,340900000.0,223900000.0,81300000.0,0.32,708000000.0,,10400000.0,35700000.0,,0.0,,9.5369,1.7106,0.32,376600000.0,1.9657594381035997,0.03960028298549699,0.18639693639693639,0.2837995337995338,0.06029359745313053,2.9929762949956102,,0.3135198135198135,0.0,,,,,,,,,0.53189784,10.63,7.85,8.94577,2851.232,5.707,3.0895,0.7039
2010-03-31,7041000000.0,6660400000.0,380600000.0,1529800000.0,,1232700000.0,315800000.0,,68100000.0,0.3,684200000.0,74400000.0,7100000.0,,67300000.0,0.0,,13.7393,2.2369,0.3,315800000.0,,,,0.256185608826154,0.044851583581877574,0.8297425118234367,0.05459560314756226,0.256185608826154,0.0,,,,,,,,,0.53189784,10.63,7.85,8.94577,2851.232,5.707,3.0895,0.7039
2010-06-30,7347700000.0,6948000000.0,399700000.0,1746800000.0,,2506100000.0,626800000.0,,119400000.0,0.63,677900000.0,326100000.0,20800000.0,,305300000.0,0.0,,12.0222,1.9519,0.63,626800000.0,,,,0.25010973225330196,0.08530560583583979,1.5681761320990744,0.12182275248393919,0.25010973225330196,0.0,,,,,,,,,0.53189784,10.63,7.85,8.94577,2851.232,5.707,3.0895,0.7039
2010-09-30,7570400000.0,7132600000.0,437800000.0,1996700000.0,,3835700000.0,978000000.0,,189600000.0,0.99,672400000.0,709900000.0,37100000.0,,672800000.0,0.0,,13.0912,2.265,0.99,978000000.0,,,,0.2549730166592799,0.12918736130191272,2.233896756509822,0.17540475011080114,0.2549730166592799,0.0,8775700000.0,,2261500000.0,,2297200000.0,2.24,2.24,0.0,0.53189784,10.63,7.85,8.94577,2851.232,5.707,3.0895,0.7039
2010-12-31,7929200000.0,7346500000.0,582700000.0,2157400000.0,,-2381800000.0,-620500000.0,,-141800000.0,-0.5599999999999998,-1365600000.0,-116000000.0,-11700000.0,,-127700000.0,0.0,2.5895,13.3855,2.3455,-0.5599999999999998,-620500000.0,,,,0.26051725585691493,-0.078255057256722,-1.0648704307533894,0.053614913090939624,0.26051725585691493,0.0,5192700000.0,,1300100000.0,917700000.0,1300100000.0,1.36,1.36,0.0,0.53189784,10.63,7.85,8.94577,2851.232,5.707,3.0895,0.7039
2011-03-31,7887700000.0,7607400000.0,280300000.0,2215800000.0,,1283000000.0,312900000.0,,64500000.0,0.32,652100000.0,251600000.0,12300000.0,,239300000.0,0.0,,14.4825,2.5197,0.32,312900000.0,,,,0.24388152766952456,0.039669358621651434,1.1163039600428113,0.18651597817614965,0.24388152766952456,0.0,5243000000.0,,1297200000.0,1089700000.0,1297200000.0,1.3800000000000001,1.3800000000000001,0.0,0.53189784,10.63,7.85,8.94577,2851.232,5.707,3.0895,0.7039
2011-06-30,8009500000.0,7630400000.0,379100000.0,2089700000.0,,2649300000.0,663600000.0,,134700000.0,0.74,644000000.0,506300000.0,26600000.0,,479700000.0,0.0,,13.2693,2.3734,0.74,663600000.0,,,,0.25048125920054354,0.08285161370872089,1.7504616196254286,0.18106669686332239,0.25048125920054354,0.0,5386200000.0,,1334000000.0,1264100000.0,1334000000.0,1.4900000000000002,1.4900000000000002,0.0,0.53189784,10.63,7.85,8.94577,2851.232,5.707,3.0895,0.7039
2011-09-30,8819700000.0,8317800000.0,501900000.0,2671100000.0,,4060100000.0,1026600000.0,,208900000.0,1.12,638300000.0,882800000.0,39400000.0,,843400000.0,0.0,,10.0425,1.7717,1.12,1026600000.0,,,,0.25285091500209356,0.11639851695635905,2.045427375971309,0.20772887367306225,0.25285091500209356,0.0,5610600000.0,,1382600000.0,1434700000.0,1382600000.0,1.6200000000000003,1.6200000000000003,0.0,0.53189784,10.63,7.85,8.94577,2851.232,5.707,3.0895,0.7039
2011-12-31,9069900000.0,8175100000.0,894800000.0,1370900000.0,,-2501000000.0,-618100000.0,,-298900000.0,-0.3400000000000001,-1300200000.0,-465800000.0,-25500000.0,,-491300000.0,0.0,1.7706,9.8592,2.0923,-0.3400000000000001,-618100000.0,,,,0.24714114354258296,-0.06814849116307788,-0.690768886902101,0.19644142343062776,0.24714114354258296,0.0,5491400000.0,,1385000000.0,1071100000.0,1385000000.0,1.84,1.84,0.0,0.53189784,10.63,7.85,8.94577,2851.232,5.707,3.0895,0.7039
2012-03-31,9197800000.0,8230400000.0,967400000.0,1395900000.0,,1393400000.0,332500000.0,,42800000.0,0.4,621900000.0,215000000.0,14200000.0,,200800000.0,0.0,,9.2557,1.9869,0.4,332500000.0,,,,0.23862494617482416,0.03614994890082411,0.34370477568740954,0.14410793741926223,0.23862494617482416,0.0,5601800000.0,,1404600000.0,1032600000.0,1404600000.0,1.92,1.92,0.0,0.53189784,10.63,7.85,8.94577,2851.232,5.707,3.0895,0.7039
2012-06-30,9166000000.0,8113200000.0,1052800000.0,1403800000.0,,2818500000.0,678400000.0,,81700000.0,0.84,617500000.0,445700000.0,27400000.0,,418300000.0,0.0,,8.598,1.8387,0.84,678400000.0,,,,0.24069540535745965,0.07401265546585206,0.6443768996960486,0.14841227603335108,0.24069540535745965,0.0,5771000000.0,,1419400000.0,971200000.0,1419400000.0,2.02,2.02,0.0,0.53189784,10.63,7.85,8.94577,2851.232,5.707,3.0895,0.7039
2012-09-30,9355100000.0,8208400000.0,1146700000.0,1433000000.0,,4240100000.0,1044000000.0,,136000000.0,1.29,613100000.0,859600000.0,44300000.0,,815300000.0,0.0,,8.8103,1.9268,1.29,1044000000.0,,,,0.2462206080045282,0.11159688298361321,0.9104386500392431,0.19228320086790407,0.2462206080045282,0.0,5951000000.0,,1436800000.0,943100000.0,1436800000.0,2.19,2.19,0.0,0.53189784,10.63,7.85,8.94577,2851.232,5.707,3.0895,0.7039
2012-12-31,9465700000.0,8525100000.0,940600000.0,1776500000.0,,-2787200000.0,-724900000.0,,-117600000.0,-0.8400000000000003,-1245100000.0,-335000000.0,-25000000.0,,-360000000.0,0.0,2.4173,7.5897,1.3745,-0.8400000000000003,-724900000.0,,,,0.26008180252583235,-0.07658176363079329,-0.7706782904529024,0.12916188289322617,0.26008180252583235,0.0,5664800000.0,,1330000000.0,1074400000.0,1330000000.0,1.69,1.69,0.0,0.53189784,10.63,7.85,8.94577,2851.232,5.707,3.0895,0.7039
2013-03-31,9361700000.0,8444100000.0,917600000.0,1417100000.0,,1325400000.0,296900000.0,,38200000.0,0.0,569700000.0,237300000.0,17300000.0,,220000000.0,0.0,,8.2778,1.4651,0.0,296900000.0,,,,0.22400784668779236,0.03171432538961941,0.32356146469049696,0.1659876263769428,0.22400784668779236,0.0,5596800000.0,,1294400000.0,1093600000.0,1294400000.0,1.2899999999999996,1.2899999999999996,0.0,0.53189784,10.63,7.85,8.94577,2851.232,5.707,3.0895,0.7039
2013-06-30,9589400000.0,8660800000.0,928600000.0,1395400000.0,,2711300000.0,573700000.0,,71800000.0,0.0,564000000.0,477500000.0,35800000.0,,441700000.0,0.0,,10.2907,1.6998,0.0,573700000.0,,,,0.21159591339947625,0.05982647506621895,0.6178117596381649,0.1629107808062553,0.21159591339947625,0.0,5489600000.0,,1189700000.0,1117000000.0,1189700000.0,0.44999999999999973,0.44999999999999973,0.0,0.53189784,10.63,7.85,8.94577,2851.232,5.707,3.0895,0.7039
2013-09-30,9940900000.0,8890600000.0,1050300000.0,1742700000.0,,4120100000.0,869000000.0,,109100000.0,1.0,561300000.0,810900000.0,60700000.0,,750200000.0,0.0,,11.9326,1.857,1.0,869000000.0,,,,0.21091721074731196,0.08741663229687453,0.8273826525754546,0.1820829591514769,0.21091721074731196,0.0,5369600000.0,,1014700000.0,1051900000.0,1014700000.0,0.1599999999999997,0.1599999999999997,0.0,0.53189784,10.63,7.85,8.94577,2851.232,5.707,3.0895,0.7039
2013-12-31,10121300000.0,9016600000.0,1104700000.0,2073100000.0,,-2614800000.0,-632200000.0,,-90600000.0,0.42999999999999994,-1135300000.0,-437100000.0,-33600000.0,,-470700000.0,0.0,2.5023,11.8572,1.7082,0.42999999999999994,-632200000.0,,,,0.2417775738106165,-0.06246233191388458,-0.572282067529646,0.18001376778338687,0.2417775738106165,0.0,5542000000.0,,1107400000.0,941200000.0,1107400000.0,1.43,1.43,0.0,0.53189784,10.63,7.85,8.94577,2851.232,5.707,3.0895,0.7039
2014-03-31,9922600000.0,8854900000.0,1067700000.0,1694000000.0,,1350800000.0,272000000.0,,24400000.0,0.0,549200000.0,196800000.0,18200000.0,,178600000.0,0.0,,11.1675,1.5834,0.0,272000000.0,,,,0.2013621557595499,0.027412170197327314,0.2547532078299148,0.132217944921528,0.2013621557595499,0.0,5567400000.0,,1082500000.0,899800000.0,1082500000.0,1.43,1.43,0.0,0.53189784,10.63,7.85,8.94577,2851.232,5.707,3.0895,0.7039
2014-06-30,9874600000.0,8804400000.0,1070200000.0,1604700000.0,,2756400000.0,550300000.0,,62700000.0,0.0,544600000.0,450100000.0,34300000.0,,415800000.0,0.0,,11.9105,1.6726,0.0,550300000.0,,,,0.19964446379335365,0.05572883964920098,0.5142029527191179,0.15084893339138006,0.19964446379335365,0.0,5612500000.0,,1059100000.0,873900000.0,1059100000.0,1.43,1.43,0.0,0.53189784,10.63,7.85,8.94577,2851.232,5.707,3.0895,0.7039
2014-09-30,9846600000.0,8666900000.0,1179700000.0,1667400000.0,,4197300000.0,864400000.0,,101400000.0,1.0,540100000.0,775300000.0,50900000.0,,724400000.0,0.0,,10.5651,1.5122,1.0,864400000.0,,,,0.20594191504062134,0.08778664716755022,0.73272865982877,0.17258713935148787,0.20594191504062134,0.0,5689700000.0,,1054500000.0,848100000.0,1054500000.0,1.43,1.43,0.0,0.53189784,10.63,7.85,8.94577,2851.232,5.707,3.0895,0.7039
2014-12-31,9890400000.0,8590000000.0,1300400000.0,1783200000.0,,-2697300000.0,-546200000.0,,-72700000.0,0.0,-1097100000.0,-376300000.0,-35600000.0,,-411900000.0,0.0,2.4099,10.9811,1.6693,0.0,-546200000.0,,,,0.20249879509138768,-0.055225268947666425,-0.4200246078129806,0.15270826381937494,0.20249879509138768,0.0,5607200000.0,,1140500000.0,906900000.0,1140500000.0,1.0,1.0,0.0,0.53189784,10.63,7.85,8.94577,2851.232,5.707,3.0895,0.7039
2015-03-31,10353000000.0,9003100000.0,1349900000.0,1755300000.0,,1320900000.0,272300000.0,,28700000.0,0.0,525200000.0,211800000.0,14400000.0,,197400000.0,0.0,,12.6458,1.9348,0.0,272300000.0,,,,0.2061473237943826,0.02630155510480054,0.20171864582561672,0.1494435612082671,0.2061473237943826,0.0,5577300000.0,,1140800000.0,925700000.0,1140800000.0,1.0,1.0,0.0,0.53189784,10.63,7.85,8.94577,2851.232,5.707,3.0895,0.7039
