report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-12-31,10785500000.0,994300000.0,1020000000.0,10785500000.0,3134900000.0,3136600000.0,21200000.0,-1470800000.0,-198400000.0,-75300000.0,-75500000.0,-66600000.0,-0.6099999999999999,-221491000.0,-313400000.0,,,,3136600000.0,0.9745,14.5173,1.6323,-0.6099999999999999,-198400000.0,-0.024019904941146447,-0.006981595660840944,0.05119662768561327,0.13489257546913244,-0.018395067451671226,-0.03163517499800686,0.13489257546913244,1.0005422820504641,0.9748039215686275,3094500000.0,335700000.0,519700000.0,,602700000.0,156700000.0,2.89,2.89,5.204247552679608,3.316528398213146,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2013-03-31,10733900000.0,870400000.0,1038100000.0,10733900000.0,3145900000.0,3121900000.0,53400000.0,859600000.0,120700000.0,80100000.0,42600000.0,12100000.0,0.63,110776000.0,198600000.0,,,,3121900000.0,,14.6915,1.7998,0.63,120700000.0,0.025461712069677993,0.007462338944838316,0.09318287575616566,0.14041414611447184,0.011244747948089696,0.019257155620791985,0.14041414611447184,0.9923710226008455,0.8384548694730758,3188400000.0,376900000.0,544800000.0,,544800000.0,160400000.0,3.2,3.2,5.730359765051395,3.396508728179551,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2013-06-30,10887600000.0,893400000.0,1072500000.0,10887600000.0,3160500000.0,3141400000.0,11500000.0,1577600000.0,223900000.0,147900000.0,85100000.0,22600000.0,1.22,110778000.0,423300000.0,,,,3141400000.0,,14.6958,1.7775,1.22,223900000.0,0.04679639297579497,0.013584260994158492,0.09375,0.14192444219066938,0.02056467908446306,0.035528967454259826,0.14192444219066938,0.9939566524284132,0.833006993006993,3310000000.0,416100000.0,564300000.0,,564300000.0,168000000.0,3.5100000000000002,3.5100000000000002,5.566897040581251,3.3589285714285713,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2013-09-30,10981200000.0,880100000.0,1052800000.0,10981200000.0,3266700000.0,3104800000.0,17700000.0,2444200000.0,425300000.0,308100000.0,127600000.0,40200000.0,2.64,110780000.0,643100000.0,,,,3104800000.0,,14.4513,1.7876,2.64,425300000.0,0.09431536412893746,0.028057042946126105,0.12605351444235333,0.1740037640127649,0.03872982916256875,0.06675037275366869,0.1740037640127649,0.9504392812318242,0.8359612462006079,3410600000.0,460800000.0,571500000.0,,571500000.0,179800000.0,3.8800000000000003,3.8800000000000003,5.432720909886264,3.1785317018909898,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2013-12-31,11112400000.0,1011200000.0,1433300000.0,11112400000.0,3281400000.0,2977800000.0,9800000.0,-1604600000.0,-236000000.0,-159900000.0,-82500000.0,-21000000.0,-1.2600000000000002,,-534000000.0,,,,2977800000.0,0.7055,15.2171,1.8152,-1.2600000000000002,-236000000.0,-0.04872920095081368,-0.014389330837622836,0.09965100336532469,0.1470771531845943,-0.021237536445772292,-0.037704498977505115,0.1470771531845943,0.9074785152678735,0.7055047791809111,3276800000.0,376200000.0,533900000.0,,533900000.0,172800000.0,3.23,3.23,5.57744896047949,3.089699074074074,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2014-03-31,11116800000.0,936200000.0,1384200000.0,11116800000.0,3331500000.0,2980600000.0,14500000.0,952800000.0,154200000.0,110600000.0,45200000.0,20600000.0,0.97,,293600000.0,,,,2980600000.0,,15.4963,1.9453,0.97,154200000.0,0.03319825904247336,0.009948906160046057,0.11607892527287993,0.1618387909319899,0.013870898100172712,0.02442927076567228,0.1618387909319899,0.894672069638301,0.6763473486490391,3370000000.0,406700000.0,567400000.0,,567400000.0,175400000.0,3.5700000000000003,3.5700000000000003,5.253084243919633,3.234891676168757,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2014-06-30,11386600000.0,1010100000.0,1733200000.0,11386600000.0,3337400000.0,2829900000.0,16200000.0,1703100000.0,257500000.0,174900000.0,90300000.0,33800000.0,1.53,,448200000.0,,,,2829900000.0,,16.7449,2.0615,1.53,257500000.0,0.052406064601186554,0.0153601601882915,0.10269508543244671,0.15119487992484293,0.022614301020497777,0.041752468665380314,0.15119487992484293,0.8479355186672259,0.5827948303715671,3495500000.0,433700000.0,601000000.0,,601000000.0,180600000.0,3.88,3.88,4.708652246256239,3.327796234772979,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2014-09-30,11594000000.0,962300000.0,1741900000.0,11594000000.0,3435600000.0,2799500000.0,11000000.0,2546200000.0,452300000.0,330800000.0,134900000.0,46200000.0,2.92,,763900000.0,,,,2799500000.0,,15.4098,1.8881,2.92,452300000.0,0.09628594714169286,0.028531999309987923,0.1299190951221428,0.17763726337286936,0.03901155770225979,0.07254093759522702,0.17763726337286936,0.8148503900337641,0.5524427349446007,3597500000.0,456400000.0,628000000.0,,628000000.0,187900000.0,4.16,4.16,4.457802547770701,3.3422032996274615,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2014-12-31,12085900000.0,1043100000.0,1214700000.0,12085900000.0,3438700000.0,3606700000.0,56900000.0,-1851800000.0,-320400000.0,-223000000.0,-89800000.0,-56300000.0,-1.96,,-614100000.0,,,,3606700000.0,0.8584,18.7347,2.2804,-1.96,-320400000.0,-0.06485008869630965,-0.01845125311313183,0.12042337185441192,0.17302084458364833,-0.02651023093025757,-0.04547648110824084,0.17302084458364833,1.0488556722017042,0.8587305507532724,3350300000.0,393300000.0,543600000.0,,543600000.0,180600000.0,3.4599999999999995,3.4599999999999995,6.634841795437822,3.009966777408638,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2015-03-31,12079600000.0,913200000.0,1023100000.0,12079600000.0,3597100000.0,3606700000.0,97600000.0,897400000.0,152900000.0,99200000.0,46600000.0,20500000.0,0.87,,314700000.0,,,,3606700000.0,,18.6373,2.2352,0.87,152900000.0,0.02757777098218009,0.008212192456703864,0.11054156451972365,0.17038110095832404,0.01265770389748005,0.021224909075765568,0.17038110095832404,1.0026688165466626,0.8925813703450298,3294900000.0,381900000.0,542300000.0,,542300000.0,182000000.0,3.3600000000000003,3.3600000000000003,6.6507468191038175,2.9796703296703297,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2015-06-30,12312300000.0,1043900000.0,991500000.0,12312300000.0,3620800000.0,3717400000.0,54800000.0,1614600000.0,261900000.0,169300000.0,93100000.0,31700000.0,1.46,,517300000.0,,,,3717400000.0,,16.8625,2.0717,1.46,261900000.0,0.046757622624834294,0.013750477165111312,0.10485569181221355,0.16220735785953178,0.021271411515313955,0.035689951214194215,0.16220735785953178,1.0266791869200176,1.0528492183560263,3206400000.0,376300000.0,546700000.0,,546700000.0,184800000.0,3.29,3.29,6.799707334918603,2.9583333333333335,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2015-09-30,12558600000.0,1087700000.0,990800000.0,12558600000.0,3745200000.0,3855800000.0,139200000.0,2513500000.0,497800000.0,351800000.0,139500000.0,59500000.0,3.06,,695300000.0,,,,3855800000.0,,16.004,2.0649,3.06,497800000.0,0.0939335683007583,0.02801267657222939,0.13996419335587826,0.1980505271533718,0.03963817622983454,0.06549138271280094,0.1980505271533718,1.0295311331838086,1.0977997577714977,3173700000.0,397300000.0,592200000.0,,592200000.0,189400000.0,3.43,3.43,6.5109760216143195,3.126715945089757,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2015-12-31,12495200000.0,826800000.0,1359300000.0,12495200000.0,3724100000.0,3522200000.0,5800000.0,-1771900000.0,-335600000.0,-231900000.0,-92100000.0,-41300000.0,-2.0300000000000007,,-656100000.0,,,,3522200000.0,0.6085,18.2428,2.2482,-2.0300000000000007,-335600000.0,-0.062270078676727264,-0.018559126704654587,0.13087646029685648,0.18940120774310062,-0.02685831359241949,-0.04631329092088376,0.18940120774310062,0.9457855589269891,0.6082542485102627,3253600000.0,388400000.0,577000000.0,,577000000.0,187100000.0,3.36,3.36,6.104332755632583,3.083912346338856,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2016-03-31,12535000000.0,768500000.0,1348500000.0,12535000000.0,3764600000.0,3522700000.0,4800000.0,843800000.0,145900000.0,99100000.0,48000000.0,21600000.0,0.85,,228300000.0,,,,3522700000.0,,21.724,2.7184,0.85,145900000.0,0.026324177867502522,0.007905863581970483,0.11744489215453899,0.17290827210239393,0.01163940965297168,0.02002113265544166,0.17290827210239393,0.9357435052860862,0.5698924731182796,3200000000.0,388300000.0,570000000.0,,570000000.0,188500000.0,3.3399999999999994,3.3399999999999994,6.180175438596491,3.023872679045093,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2016-06-30,12685400000.0,702300000.0,1373200000.0,12685400000.0,3790200000.0,3588400000.0,6500000.0,1598400000.0,274500000.0,185500000.0,96000000.0,39700000.0,0.8,,510000000.0,,,,3588400000.0,,22.3064,2.8707,0.8,274500000.0,0.048942008337290906,0.014623110032005298,0.11605355355355355,0.17173423423423423,0.021639049616094093,0.03720217927520126,0.17173423423423423,0.9467574270487046,0.5114331488494028,3183800000.0,404500000.0,582600000.0,,582600000.0,191400000.0,2.6799999999999993,2.6799999999999993,6.159285959491933,3.043887147335423,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2016-09-30,13029200000.0,958100000.0,1369700000.0,13029200000.0,3859100000.0,3816900000.0,84700000.0,2523000000.0,437100000.0,316500000.0,144800000.0,47200000.0,1.36,,654000000.0,,,,3816900000.0,,24.6829,2.746,1.36,437100000.0,0.08201394107434376,0.024291591195161638,0.12544589774078477,0.1732461355529132,0.03354772357473981,0.05694372068785826,0.1732461355529132,0.9890648078567542,0.6994962400525663,3193300000.0,369200000.0,521900000.0,,521900000.0,196700000.0,0.9799999999999995,0.9799999999999995,7.313470013412531,2.6532791052364004,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2016-12-31,13373800000.0,877100000.0,1162000000.0,13373800000.0,3862000000.0,4315600000.0,8200000.0,-1645200000.0,-320500000.0,-219400000.0,-92600000.0,-49100000.0,-1.3699999999999999,,-532700000.0,,,,4315600000.0,0.7547,22.607,2.6708,-1.3699999999999999,-320500000.0,-0.056809943034697045,-0.016405210187082204,0.13335764648674933,0.19480914174568442,-0.023964766932360288,-0.039192428096262964,0.19480914174568442,1.1174520973588815,0.7548192771084338,3320000000.0,381700000.0,537000000.0,,537000000.0,196200000.0,1.6400000000000003,1.6400000000000003,8.036499068901303,2.7370030581039755,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2017-03-31,13464900000.0,749800000.0,1165000000.0,13464900000.0,3896900000.0,4316100000.0,8400000.0,853900000.0,142900000.0,103000000.0,52300000.0,17600000.0,0.44,,333700000.0,,,,4316100000.0,,23.4027,2.7837,0.44,142900000.0,0.026431265878005594,0.007649518377410898,0.12062302377327556,0.1673498067689425,0.010612778409048711,0.017399245099232925,0.1673498067689425,1.1075726859811645,0.6436051502145923,3330100000.0,385600000.0,534000000.0,,534000000.0,200500000.0,1.2300000000000004,1.2300000000000004,8.082584269662922,2.663341645885287,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2017-06-30,13743400000.0,814700000.0,1208200000.0,13743400000.0,4050400000.0,4354300000.0,7300000.0,1619200000.0,292200000.0,199800000.0,105100000.0,38800000.0,0.85,,502000000.0,,,,4354300000.0,,23.4388,2.8539,0.85,292200000.0,0.04932846138652973,0.014537887276801956,0.12339426877470355,0.1804594861660079,0.02126111442583349,0.03476626173450569,0.1804594861660079,1.0750296267035355,0.6743088892567456,3350900000.0,399900000.0,551700000.0,,551700000.0,209600000.0,1.2800000000000002,1.2800000000000002,7.892514047489578,2.6321564885496183,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2017-09-30,14114900000.0,751500000.0,1470100000.0,14114900000.0,4154200000.0,4255100000.0,9200000.0,2526100000.0,523700000.0,371200000.0,159000000.0,64900000.0,1.59,,883400000.0,,,,4255100000.0,,22.0261,2.9714,1.59,523700000.0,0.08935535121082278,0.02629845057350743,0.14694588496100708,0.20731562487629152,0.03710263622129806,0.06227628934631896,0.20731562487629152,1.0242886717057436,0.5111897149853751,3354000000.0,454600000.0,638300000.0,,638300000.0,223800000.0,1.5100000000000002,1.5100000000000002,6.666301112329625,2.852100089365505,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2017-12-31,14187800000.0,905100000.0,2149000000.0,14187800000.0,4182200000.0,4010600000.0,27900000.0,-1617000000.0,-305400000.0,-206500000.0,-100800000.0,-54600000.0,-0.8899999999999999,,-735700000.0,,,,4010600000.0,0.4211,20.8129,2.9524,-0.8899999999999999,-305400000.0,-0.04937592654583712,-0.014554758313480597,0.1277056277056277,0.1888682745825603,-0.021525536023907863,-0.0372766331412948,0.1888682745825603,0.9589689637033141,0.42117263843648206,3382200000.0,467500000.0,653400000.0,,653400000.0,215600000.0,1.99,1.99,6.138047138047138,3.0306122448979593,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2018-03-31,14241800000.0,725900000.0,2073500000.0,14241800000.0,4231500000.0,4056800000.0,19100000.0,916300000.0,165700000.0,123500000.0,59200000.0,16800000.0,0.52,,89300000.0,,,,4056800000.0,,19.3486,2.8118,0.52,165700000.0,0.029185867895545316,0.008671656672611609,0.13478118520135327,0.18083597075193714,0.01163476526843517,0.01999203696777385,0.18083597075193714,0.9587144038756942,0.35008439836026045,3444600000.0,488000000.0,676200000.0,,676200000.0,222500000.0,2.0700000000000003,2.0700000000000003,5.999408459035788,3.0391011235955054,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2018-06-30,14615000000.0,805900000.0,1257400000.0,14615000000.0,4350700000.0,5127500000.0,5000000.0,1732400000.0,316900000.0,226400000.0,120500000.0,30400000.0,0.96,,-65000000.0,,,,5127500000.0,,20.2073,2.9285,0.96,316900000.0,0.052037603144321605,0.015490933971946631,0.13068575386746709,0.18292542138074347,0.021683202189531302,0.03343461838745754,0.18292542138074347,1.1785459811064887,0.6409257197391443,3557800000.0,514600000.0,700900000.0,,700900000.0,237900000.0,2.18,2.18,7.315594235982308,2.9461958806221102,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2018-09-30,15269800000.0,1124800000.0,1548300000.0,15269800000.0,4570400000.0,5248200000.0,239700000.0,,573000000.0,434500000.0,183800000.0,42100000.0,1.83,,442200000.0,,,,5248200000.0,,18.851,2.9181,1.83,573000000.0,0.09506826535970593,0.028454858609804973,,,0.03752504944400058,0.05835862546595238,,1.1483021179765447,0.7264741975069431,,577900000.0,750200000.0,,750200000.0,262700000.0,2.42,2.42,6.995734470807784,2.8557289684050247,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2018-12-31,15426000000.0,785100000.0,1644100000.0,15426000000.0,4585700000.0,5246300000.0,20900000.0,885800000.0,-361200000.0,-262100000.0,-116500000.0,-41600000.0,-1.12,,61200000.0,,,,5246300000.0,0.4775,19.0952,2.8934,-1.12,-361200000.0,-0.057155941295767274,-0.016990794762089978,-0.29589072025287877,-0.4077669902912621,-0.02341501361338001,-0.03673718470301058,-0.4077669902912621,1.1440565235405717,0.47752569795024635,,522300000.0,694400000.0,,694400000.0,247000000.0,2.1899999999999995,2.1899999999999995,7.555155529953917,2.811336032388664,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2019-03-31,15713400000.0,815200000.0,1587700000.0,15713400000.0,4682400000.0,5362200000.0,10100000.0,,176800000.0,127700000.0,66300000.0,15100000.0,0.53,236600000.0,181100000.0,,,,5362200000.0,,21.1242,3.167,0.53,176800000.0,0.027272338971467622,0.008126821693586367,,,0.011251543268802424,0.01760149732194413,,1.1451819579702716,0.5134471247716823,,526500000.0,705500000.0,,705500000.0,254100000.0,2.2,2.2,7.600566973777463,2.77646595828414,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2019-06-30,16121600000.0,1027300000.0,1949000000.0,16121600000.0,4699600000.0,5438100000.0,170200000.0,,326600000.0,224800000.0,135500000.0,26300000.0,0.93,237300000.0,276900000.0,652500000.0,279800000.0,-375600000.0,5438100000.0,,22.3472,3.3502,0.93,606400000.0,0.04783385820069793,0.013944025406907503,,,0.02025853513298928,0.03221638044132298,,1.157141033279428,0.5270908158029759,,524900000.0,715200000.0,,995000000.0,269100000.0,2.17,2.17,5.465427135678392,2.657748049052397,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2019-09-30,16533400000.000002,1113000000.0,2082100000.0,16533400000.000002,4969200000.0,5535100000.0,193700000.0,,616800000.0,453400000.0,203800000.0,49400000.0,1.87,238200000.0,509200000.0,1003900000.0,423600000.0,-494700000.0,5535100000.0,,23.9499,3.6774,1.87,1040400000.0,0.09124205103437173,0.027423276519046292,,,0.03730630118426941,0.05871881039193473,,1.1138815101022297,0.5345564574227943,,543800000.0,759000000.0,,1462400000.0,289100000.0,2.21,2.21,3.784942560175055,2.62538913870633,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2019-12-31,16700700000.0,875500000.0,2054100000.0,16700700000.0,5205100000.0,5533000000.0,16300000.0,3647700000.0,-342500000.0,-238500000.0,-132700000.0,-22100000.0,-1.0,-473100000.0,-306800000.0,,-136200000.0,,5533000000.0,0.4265,23.1796,3.7377,-1.0,-478700000.0,-0.04582044533246239,-0.014280838527726382,-0.06538366641993584,-0.093894783013954,-0.02050812241403055,-0.031895772995222615,-0.13123337993804315,1.0629959078595992,0.426220729273161,,567400000.0,777700000.0,,1344900000.0,272900000.0,2.33,2.33,4.114060524946093,2.8497618175155734,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2020-03-31,16879000000.0,912200000.0,1650200000.0,16879000000.0,5502400000.0,5833900000.0,55200000.0,,188300000.0,172600000.0,68900000.0,-18700000.0,0.7,244600000.0,160200000.0,277900000.0,146300000.0,-117700000.0,5833900000.0,,19.6774,3.5003,0.7,334600000.0,0.03136813027042745,0.010225724272764974,,,0.011155874163161324,0.01661035787690869,,1.0602464379179994,0.5527814810326022,,612300000.0,789200000.0,,1502700000.0,275500000.0,2.5,2.5,3.882278565249218,2.8646098003629765,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2020-06-30,17269700000.0,1044300000.0,1220900000.0,17269700000.0,5548300000.0,6572400000.0,208100000.0,,356400000.0,309500000.0,138500000.0,-27000000.0,1.23,247200000.0,319700000.0,584000000.0,298400000.0,-264300000.0,6572400000.0,,18.3147,3.4923,1.23,654800000.0,0.055782852405241244,0.0179215620421895,,,0.020637301169099637,0.02940424232923841,,1.18457906025269,0.8553526087312638,,697000000.0,819000000.0,,1551100000.0,278500000.0,2.8,2.8,4.237250983173232,2.940754039497307,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2020-09-30,17540000000.0,1033000000.0,1295000000.0,17540000000.0,5709000000.0,6574000000.0,189000000.0,,628000000.0,558000000.0,207000000.0,-47000000.0,2.22,248100000.0,436000000.0,935000000.0,454000000.0,-499000000.0,6574000000.0,,19.1823,3.8434,2.22,1082000000.0,0.09774040987913821,0.03181299885974914,,,0.03580387685290764,0.051127574696735324,,1.1515151515151516,0.7976833976833977,,801600000.0,830200000.0,,1592700000.0,281700000.0,3.15,3.15,4.127582093300684,2.947106851260206,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
2020-12-31,17710000000.0,887000000.0,1297000000.0,17710000000.0,5688000000.0,6769000000.0,54000000.0,3416000000.0,-432700000.0,-416100000.0,-139400000.0,35700000.0,-1.6800000000000002,-491200000.0,-414900000.0,,-283700000.0,,6769000000.0,0.6839,20.6088,3.9076,-1.6800000000000002,-716400000.0,-0.07315400843881857,-0.02349520045172219,-0.12180913348946136,-0.12666861826697892,-0.02443252399774139,-0.03473549008589548,-0.20971896955503513,1.1900492264416316,0.6838858905165767,,624000000.0,740000000.0,,1355000000.0,275000000.0,2.47,2.47,4.995571955719557,2.690909090909091,0.60825837,73.41,57.09,2.16711,18732.723,23.1268,2.2786,4.4348
