report_date,total_assets,total_liabilities,total_equity,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2020-09-30,5499920000.0,2580927000.0,2918993000.0,2561006000.0,5192908000.0,641058000.0,596244000.0,27698000.0,96419000.0,153.0,3896000.0,579340000.0,12329000.0,16801000.0,567011000.0,0.0,,17.8116,2.1051,153.0,657859000.0,0.20426359364342428,0.1084095768665726,0.11481890301156886,0.12344874971788447,0.11655769538466014,0.21961614844571398,0.10918949459532115,0.12668412380885624,0.0,6794310000.0,780841000.0,,1113613000.0,,38035000.0,202.32,202.32,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2020-12-31,5777141000.0,2674067000.0,3103074000.0,2809782000.0,-2441408000.0,,-210477000.0,-9323000.0,63266000.0,-54.85000000000002,-7768000.0,-93181000.0,-7937000.0,-11685000.0,-101118000.0,0.0,3.8953,16.7285,1.9928,-54.85000000000002,,-0.06782854678940947,-0.036432726845337514,0.08621131740372769,,,,0.04141790311164705,,0.0,7536923000.0,901248000.0,,893276000.0,,40872000.0,230.10999999999996,230.10999999999996,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2021-03-31,5405619000.0,2707994000.0,,2753123000.0,2041446000.0,,248762000.0,13397000.0,63244000.0,63.21,3935000.0,328258000.0,3104000.0,5203000.0,325154000.0,0.0,,17.5964,2.1377,63.21,,,0.046019151553226376,0.1218557826168314,,,,0.15927631688518826,,,7995842000.0,974307000.0,,1153499000.0,,47783000.0,248.35999999999996,248.35999999999996,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2021-06-30,5854436000.0,2812148000.0,3042288000.0,2618322000.0,4325044000.0,657538000.0,570057000.0,26667000.0,159414000.0,145.53,3917000.0,521020000.0,6620000.0,10038000.0,514400000.0,0.0,,15.9826,2.0827,145.53,667576000.0,0.18737772360802132,0.09737180490144567,0.1318037458116033,0.152030360847196,0.11231449109700746,0.21613272642169315,0.11893520620830678,0.15435126209120648,0.0,9117990000.0,1204586000.0,,1305447000.0,,58439000.0,306.89,306.89,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2021-09-30,5788894000.0,2771843000.0,3017051000.0,2703109000.0,6720684000.0,1065484000.0,902138000.0,39910000.0,261460000.0,231.75,3893000.0,982292000.0,11946000.0,14720000.0,970346000.0,0.0,,13.9497,1.8527,231.75,1080204000.0,0.299013175448476,0.1558394401417611,0.13423306318225942,0.1585380297600661,0.18405657453738142,0.3531541230161505,0.14438203016240608,0.16072828301405034,0.0,10645766000.0,1510480000.0,,1708782000.0,,70651000.0,385.64,385.64,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2021-12-31,5834475000.0,2832097000.0,3002378000.0,2573467000.0,-4136149000.0,-252693000.0,-484238000.0,-26857000.0,-130434000.0,-120.00999999999999,-7886088.0,-589177000.0,-3795000.0,-10498000.0,-592972000.0,0.0,3.4497,16.639,2.2942,-120.00999999999999,-263191000.0,-0.161284821564773,-0.08299598507149315,0.11707460248651584,0.06109378554786107,-0.04331032355096217,-0.08416428577614145,0.14336330726963656,0.06363189527263162,0.0,8951025000.0,1236719000.0,,1216928000.0,,53117000.0,320.48,320.48,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2022-03-31,5726213000.0,3000614000.0,2725599000.0,2157863000.0,2378409000.0,,426100000.0,13166000.0,139845000.0,116.56,3655517.0,309326000.0,4056000.0,4460000.0,305270000.0,0.0,,10.6149,1.6128,116.56,,0.15633260798818902,0.0744121813142473,0.17915337521847588,,,,0.1283505065781369,,0.0,9287988000.0,1414057000.0,,1197044000.0,,52886000.0,373.83000000000004,373.83000000000004,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2022-06-30,5287699000.0,2296033000.0,2991666000.0,1499603000.0,5037352000.0,1086490000.0,859414000.0,25423000.0,280543000.0,240.05,3580089.0,447206000.0,8751000.0,8991000.0,438455000.0,0.0,,8.6169,1.3577,240.05,1095481000.0,0.28726936763662786,0.1625308097151521,0.17060828784647172,0.21568673382364384,0.20547500907294458,0.36317222577654057,0.08704077062710726,0.21747160015817835,0.0,10000296000.0,1703414000.0,,1121099000.0,,51642000.0,468.35,468.35,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2022-09-30,5389534000.0,2304695000.0,3084839000.0,1766937000.0,7814252000.0,1614273000.0,1270807000.0,32625000.0,407665000.0,358.0,3543704.0,1052906000.0,11972000.0,13237000.0,1040934000.0,0.0,,7.9771,1.2709,358.0,1627510000.0,0.4119524552172739,0.23579162873821743,0.16262682595851785,0.20658061705714123,0.2995199584973395,0.5232924635613074,0.13320967893024183,0.20827457317731754,0.0,11093864000.0,2072083000.0,,1191687000.0,,44357000.0,594.6,594.6,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2022-12-31,5660973000.0,2154124000.0,3506849000.0,2522839000.0,-4703579000.0,-531579000.0,-830746000.0,-31690000.0,-300434000.0,-223.61,-7270786.0,60663000.0,-6351000.0,-9292000.0,54312000.0,0.0,3.4957,8.5427,1.3933,-223.61,-540871000.0,-0.23689243534580473,-0.14674968419739856,0.17661997385395248,0.11301585452269432,-0.0939024086495378,-0.15158308783754304,-0.011546951799895356,0.11499137146415528,0.0,10526434000.0,1725575000.0,,1838971000.0,,39524000.0,491.0,491.0,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2023-06-30,6266775000.0,2113512000.0,4153263000.0,2692582000.0,4516607000.0,854090000.0,748379000.0,14053000.0,156607000.0,216.0,3456406.0,344204000.0,11448000.0,8405000.0,332756000.0,0.0,,12.8245,2.0455,216.0,862495000.0,0.18019061157456198,0.1194201164075621,0.16569495641307733,0.18909991504684823,0.13628860139385887,0.20564312926968506,0.07367388838568421,0.19096082523894597,0.0,12664632000.0,2047854000.0,3023274000.0,1866457000.0,3044615000.0,40411000.0,590.44,590.44,0.0,74.8131449357848,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2023-09-30,6372263000.0,2199680000.0,4172583000.0,2908916000.0,7085632000.0,1361524000.0,1181536000.0,20949000.0,262790000.0,341.0,3455100.0,1002287000.0,18531000.0,12585000.0,983756000.0,0.0,,11.6931,1.9237,341.0,1374109000.0,0.28316656612942154,0.18541858677207768,0.1667509687209271,0.19215279596795318,0.2136641252879864,0.3263024366441602,0.13883814457200147,0.1939289254649409,0.0,14712912000.0,2369976000.0,3298308000.0,2411758000.0,3323243000.0,35937000.0,691.39,691.39,0.0,91.78028216044746,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2023-12-31,6601757000.0,2237032000.0,4364725000.0,3162894000.0,9518202000.0,1822455000.0,1591611000.0,27740000.0,336762000.0,463.0,3435294.0,1497993000.0,24877000.0,16916000.0,1473116000.0,0.0,3.9281,13.9819,2.2973,463.0,1839371000.0,0.364653214120019,0.2410890010038237,0.1672176110572144,0.19147051092212583,0.2760560559863079,0.41754176952728983,0.15476830603090794,0.19324773733526562,0.0,16416862000.0,2690780000.0,3506490000.0,2843940000.0,3535104000.0,31052000.0,796.39,796.39,0.0,112.92316114904033,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2024-03-31,6538157000.0,2193776000.0,4344381000.0,2869157000.0,2333463000.0,448327000.0,394269000.0,6826000.0,76423000.0,116.0,3386946.0,146458000.0,8979000.0,4381000.0,137479000.0,0.0,,15.488,2.5807,116.0,452708000.0,0.09075378057311272,0.060302773396233834,0.16896303905397259,0.19212946594824945,0.0685708526118293,0.1031969801911941,0.05891629736576067,0.1940069330432923,0.0,23453904000.0,3915795000.0,4486396000.0,2927107000.0,4528683000.0,69568000.0,1136.0,1136.0,0.0,64.48936292548298,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
