report_date,total_assets,total_liabilities,total_equity,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-06-30,2359435000.0,543969000.0,1815466000.0,1090882000.0,,156410000.0,103363000.0,4628000.0,67627000.0,16.15,6402000.0,-66306000.0,2921000.0,,-69227000.0,0.0,,17.11,1.2914,16.15,156410000.0,0.05693469335145907,0.04380836937656685,,,0.06629129431410485,0.08615418851137945,,,0.0,,,,,,,,,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2010-09-30,2249819000.0,563141000.0,1686678000.0,1055843000.0,,215326000.0,147307000.0,5406000.0,88573000.0,23.49,6271000.0,-85599000.0,4308000.0,5548000.0,-89907000.0,0.0,,18.22,1.266,23.49,220874000.0,0.08733557916804512,0.06547504488138824,,,0.09570814363288781,0.12766277855049984,,,0.0,,,,,,,,,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2010-12-31,2260061000.0,519687000.0,1740374000.0,1193750000.0,,294371000.0,206005000.0,6029000.0,116388000.0,33.42,6165000.0,55388000.0,6943000.0,7263000.0,48445000.0,0.0,4.1086,18.9181,1.2747,33.42,301634000.0,0.11836823579299621,0.09115019461864082,,,0.13024913929314297,0.16914237974136592,,,0.0,,,,,,,,,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2011-03-31,,,,,,,,,,,,-9033000.0,1012000.0,1598000.0,-10045000.0,0.0,,23.7309,1.5054,,,,,,,,,,,,,,,-120734000.0,,,,,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2011-06-30,,,,,,,,,,,,-25223000.0,7478000.0,3236000.0,-32701000.0,0.0,,27.325,1.5744,,,,,,,,,,,,,,,-84208000.0,,,,,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2011-09-30,1799616000.0,453597000.0,1346019000.0,497122000.0,,141451000.0,,802000.0,,,,-4581000.0,8674000.0,4948000.0,-13255000.0,0.0,,21.0683,1.1972,,146399000.0,,,,,0.07860065702905508,0.10508841257069923,,,0.0,,,,-7556000.0,,,,,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2011-12-31,1779485000.0,404686000.0,1374799000.0,480794000.0,,44154000.0,,215000.0,,,,40300000.0,-5720000.0,-3110000.0,34580000.0,0.0,2.9049,27.0418,1.3108,,41044000.0,,,,,0.024812796960918468,0.032116694876851086,,,0.0,,,,-21421000.0,,,,,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2012-03-31,1850912000.0,432671000.0,1418241000.0,575159000.0,,23098000.0,,116000.0,,,,90838000.0,2895000.0,1805000.0,87943000.0,0.0,,27.1521,1.3233,,24903000.0,,,,,0.012479253470721461,0.016286371639234798,,,0.0,,,,76567000.0,,,,,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2012-06-30,1990960000.0,469136000.0,1521824000.0,593263000.0,,80194000.0,,228000.0,,,,72391000.0,5999000.0,3730000.0,66392000.0,0.0,,30.2242,1.5248,,83924000.0,,,,,0.04027906135733515,0.05269597535588872,,,0.0,,,288897000.0,175660000.0,296270000.0,1361000.0,,,0.0,212.26818515797208,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2012-09-30,2480726000.0,1101418000.0,1379308000.0,1078548000.0,,156200000.0,,1579000.0,,,,178450000.0,10367000.0,5822000.0,168083000.0,0.0,,26.992,1.3745,,162022000.0,,,,,0.06296543834345268,0.11324519251682728,,,0.0,,,303646000.0,356998000.0,311893000.0,2138000.0,,,0.0,142.02338634237606,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2012-12-31,2604842000.0,1124365000.0,1480477000.0,1153507000.0,,,180588000.0,5606000.0,94489000.0,35.12,5142000.0,-77295000.0,-6896000.0,-3257000.0,-84191000.0,0.0,3.913,25.0471,1.4158,35.12,,0.12197960522183053,0.0693278133568178,,,,,,,0.0,,,,238227000.0,,7529000.0,,,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2013-03-31,2665055000.0,1112963000.0,1552092000.0,1087731000.0,,49396000.0,,5452000.0,,,,-78093000.0,3455000.0,2772000.0,-81548000.0,0.0,,27.3689,1.5904,,52168000.0,,,,,0.01853470191046714,0.031825433028454496,,,0.0,,,,68736000.0,,12865000.0,,,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2013-06-30,2531167000.0,1210888000.0,1320279000.0,778424000.0,,126296000.0,85731000.0,10940000.0,49555000.0,16.0,5067000.0,-90514000.0,8088000.0,5848000.0,-98602000.0,0.0,,22.0708,1.2207,16.0,132144000.0,0.0649340025858171,0.033870147643359765,,,0.04989635215692999,0.095658569135766,,,0.0,,,,-96258000.0,,23577000.0,,,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2013-09-30,2518897000.0,1243803000.0,1275094000.0,814197000.0,,251608000.0,168666000.0,16622000.0,98210000.0,34.0,4942000.0,88165000.0,14069000.0,9375000.0,74096000.0,0.0,,18.235,1.0655,34.0,260983000.0,0.13227730661425746,0.06696026078081001,,,0.09988816533585931,0.197325059956364,,,0.0,,,,-190245000.0,,38620000.0,,,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2013-12-31,2225380000.0,1203022000.0,,844274000.0,,,12080000.0,-10629000.0,4454000.0,4.810000000000002,-5147298.0,350664000.0,-6596000.0,-4604000.0,344068000.0,0.0,2.5972,17.076,1.0777,4.810000000000002,,,0.0054282864050184685,,,,,,,,,,,238014000.0,,22385000.0,,,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2014-03-31,2524753000.0,1198671000.0,1326082000.0,879323000.0,,54400000.0,23849000.0,5794000.0,25858000.0,5.0,4620000.0,-15786000.0,5433000.0,3710000.0,-21219000.0,0.0,,20.1957,1.2093,5.0,58110000.0,0.017984559024253402,0.009446072546502569,,,0.0215466621883408,0.04102310415193027,,,0.0,,290326000.0,,298343000.0,,22727000.0,59.81,59.81,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2014-06-30,2382063000.0,1282848000.0,1099215000.0,553705000.0,,162571000.0,92027000.0,11517000.0,66504000.0,20.0,4557000.0,-17080000.0,20805000.0,7926000.0,-37885000.0,0.0,,17.7766,1.1135,20.0,170497000.0,0.08372065519484359,0.038633319101971694,,,0.06824798504489596,0.14789736311822527,,,0.0,,296622000.0,,359060000.0,,23304000.0,63.81,63.81,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2014-09-30,2413076000.0,1261682000.0,1151394000.0,466293000.0,,304700000.0,182179000.0,17292000.0,120143000.0,40.0,4489000.0,,27324000.0,12583000.0,,0.0,,16.8157,1.0781,40.0,317283000.0,0.1582247258540517,0.07549658610006481,,,0.12627037026600074,0.2646357372020351,,,0.0,,310135000.0,,,,23974000.0,69.81,69.81,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2014-12-31,54550000.0,1227080000.0,2295000.0,481000.0,,-71196000.0,-16425000.0,-11463000.0,-40589000.0,-2.0,-9231000.0,,-21890000.0,-20318000.0,,0.0,2.2797,18.3313,1.1596,-2.0,-91514000.0,-7.1568627450980395,-0.3010999083409716,,,-1.3051512373968837,-31.022222222222222,,,0.0,,281630000.0,450475000.0,,454376000.0,23140000.0,63.0,63.0,0.0,19.467372515125323,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2015-03-31,743672000.0,1210897000.0,17333000.0,520532000.0,,62366000.0,39058000.0,5918000.0,23305000.0,9.0,4235000.0,,4893000.0,5281000.0,,0.0,,18.1749,1.1736,9.0,67647000.0,2.2533894882593897,0.05252046601189772,,,0.08386224034251659,3.59810765591646,,,0.0,,296839000.0,458441000.0,,463913000.0,23264000.0,67.0,67.0,0.0,19.706026478679505,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2015-06-30,700054000.0,1321354000.0,17333000.0,476493000.0,,205431000.0,132453000.0,11572000.0,78594000.0,31.0,4249000.0,,8585000.0,10741000.0,,0.0,,16.9043,1.1486,31.0,216172000.0,7.64166618588819,0.18920397569330366,,,0.2934502195544915,11.85201638493048,,,0.0,,337265000.0,501301000.0,,509588000.0,23319000.0,78.0,78.0,0.0,21.497534199579743,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2015-09-30,612026000.0,1330192000.0,17333000.0,375886000.0,,380205000.0,248923000.0,17591000.0,147120000.0,58.0,4268000.0,,13468000.0,16182000.0,,0.0,,17.4278,1.229,58.0,396387000.0,14.361218484970864,0.40671964916523157,,,0.6212236081473663,21.935325679339986,,,0.0,,404009000.0,576806000.0,,588692000.0,23618000.0,96.0,96.0,0.0,24.4223050215937,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2015-12-31,619352000.0,1275966000.0,1182000.0,397522000.0,,-69755000.0,-37507000.0,-11522000.0,-28734000.0,-9.0,-8497000.0,,-8669000.0,-27447000.0,,0.0,2.1375,16.7848,1.2435,-9.0,-97202000.0,-31.73181049069374,-0.06055845464291711,,,-0.11262577661814284,-59.01438240270728,,,0.0,,382927000.0,578247000.0,,583004000.0,23559000.0,89.0,89.0,0.0,24.544632624474723,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2016-03-31,532281000.0,1285188000.0,17343000.0,302945000.0,,98496000.0,65303000.0,4827000.0,38009000.0,15.0,4135000.0,,5431000.0,5447000.0,,0.0,,16.4891,1.2596,15.0,103943000.0,3.765380845297815,0.12268519823176105,,,0.18504511714677022,5.6792942397509085,,,0.0,,409172000.0,614377000.0,,619300000.0,22468000.0,95.0,95.0,0.0,27.344534448994125,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2016-06-30,595053000.0,1340823000.0,17355000.0,353176000.0,,234578000.0,156979000.0,9366000.0,91053000.0,37.0,4151000.0,,11773000.0,10934000.0,,0.0,,17.0253,1.2612,37.0,245512000.0,9.045174301354077,0.2638067533480211,,,0.394213624668727,13.516450590607894,,,0.0,,433698000.0,643524000.0,,648640000.0,20262000.0,101.0,101.0,0.0,31.7601421379923,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2016-09-30,2663216000.0,1364077000.0,1299139000.0,262428000.0,,407573000.0,274371000.0,15526000.0,158664000.0,66.0,4142000.0,,16513000.0,16591000.0,,0.0,,15.6437,1.1335,66.0,424164000.0,0.2111944911206576,0.1030224360322257,,,0.15303790605042925,0.313725475103126,,,0.0,,459146000.0,670892000.0,,676417000.0,18197000.0,109.0,109.0,0.0,36.86827499038303,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2016-12-31,2643943000.0,1339502000.0,1304441000.0,396619000.0,,-118924000.0,-71391000.0,-8012000.0,-51291000.0,-15.0,-8324000.0,,-11348000.0,-10703000.0,,0.0,2.0317,14.7052,1.0719,-15.0,-129627000.0,-0.05472919051149113,-0.027001716754105516,,,-0.04497978965507199,-0.09116855419294548,,,0.0,,425262000.0,621723000.0,,643992000.0,21707000.0,103.0,103.0,0.0,28.64159027041968,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2017-03-31,2742299000.0,1334019000.0,1408280000.0,493761000.0,,122768000.0,102923000.0,5836000.0,29238000.0,25.0,4097000.0,,5161000.0,5699000.0,,0.0,,17.0027,1.3188,25.0,128467000.0,0.0730841878035618,0.037531647716022215,,,0.04476827654460728,0.08717584571250035,,,0.0,,462882000.0,645995000.0,,668516000.0,22716000.0,113.0,113.0,0.0,28.437885191054765,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2017-06-30,2918087000.0,1382310000.0,1535777000.0,529313000.0,,319746000.0,250800000.0,11750000.0,90329000.0,60.0,4155000.0,,9784000.0,11494000.0,,0.0,,17.404,1.475,60.0,331240000.0,0.16330495898818645,0.08594671783260746,,,0.10957384067027474,0.20819819544113502,,,0.0,,556703000.0,731163000.0,,754244000.0,25100000.0,136.0,136.0,0.0,29.13,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2017-09-30,3049511000.0,1398835000.0,1650676000.0,628061000.0,,551610000.0,412902000.0,17870000.0,172691000.0,98.0,4199000.0,,15670000.0,17087000.0,,0.0,,18.7925,1.6934,98.0,568697000.0,0.250141154290727,0.13539941321739782,,,0.18088473856956083,0.334172181578941,,,0.0,,695234000.0,875200000.0,,898777000.0,27444000.0,168.0,168.0,0.0,31.890394986153623,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2017-12-31,2989279000.0,1383787000.0,1605492000.0,667863000.0,,-194717000.0,-229104000.0,-11271000.0,17132000.0,-57.0,-8211000.0,,-10346000.0,-11613000.0,,0.0,2.4571,24.5585,2.0879,-57.0,-206330000.0,-0.1427001816265668,-0.07664189257677186,,,-0.06513844977333999,-0.12128182513522334,,,0.0,,537521000.0,799407000.0,,822074000.0,24185000.0,126.0,126.0,0.0,33.05383502170767,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2018-03-31,2846065000.0,1379257000.0,1466808000.0,425566000.0,,174577000.0,166049000.0,6282000.0,24949000.0,39.0,4220000.0,,3113000.0,5036000.0,,0.0,,17.6061,1.608,39.0,179613000.0,0.11320431849294522,0.05834336179953726,,,0.06133977966068941,0.11901830369073525,,,0.0,,600647000.0,851216000.0,,873220000.0,24631000.0,140.0,140.0,0.0,34.558726807681374,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2018-06-30,3009395000.0,1401824000.0,1607571000.0,431550000.0,,403890000.0,369223000.0,12611000.0,63361000.0,88.0,4181000.0,,9251000.0,10024000.0,,0.0,,16.5176,1.5883,88.0,413914000.0,0.2296775694510538,0.12269010880924572,,,0.1342096999563035,0.25124240235734535,,,0.0,,719070000.0,935360000.0,,955894000.0,25492000.0,168.0,168.0,0.0,36.69229562215597,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2018-09-30,3089823000.0,1407507000.0,1682316000.0,609870000.0,5169126000.0,634054000.0,565039000.0,18808000.0,117255000.0,136.0,4139000.0,,14818000.0,15053000.0,,0.0,,12.9193,1.2712,136.0,649107000.0,0.33586971769869634,0.18287099293389944,0.10931035536761921,0.12266174204304557,0.20520722384421372,0.3768935205989838,,0.12557383975550218,0.0,,871207000.0,1017804000.0,,1036304000.0,26430000.0,206.0,206.0,0.0,38.5094211123723,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2018-12-31,3165933000.0,1357371000.0,1808562000.0,732248000.0,1994548000.0,-317379000.0,-303114000.0,-12620000.0,-43030000.0,-69.0,-8448000.0,,-7517000.0,-9945000.0,,0.0,2.611,10.9372,1.2127,-69.0,-327324000.0,-0.1675994519402708,-0.09574239252694229,-0.15197127369208463,-0.159123270034113,-0.10024817328730583,-0.1754869338181384,,-0.16410936212114224,0.0,,797197000.0,895142000.0,,915310000.0,25081000.0,194.0,194.0,0.0,35.69004425660859,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2019-03-31,3362771000.0,1463995000.0,1898776000.0,,1687011000.0,,188406000.0,6215000.0,30201000.0,47.64,3955000.0,227855000.0,5285000.0,5062000.0,222570000.0,0.0,,12.1225,1.3514,47.64,,0.09922497440456378,0.05602700867825969,0.11168036248726297,,,,0.1319315641688169,,0.0,,819554000.0,,,,25014000.0,202.64,202.64,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2019-06-30,3603240000.0,1483801000.0,2119439000.0,882319000.0,3487205000.0,420086000.0,398615000.0,12516000.0,64704000.0,100.0,3962000.0,,10699000.0,10146000.0,,0.0,,14.627,1.6409,100.0,430232000.0,0.18807571248806879,0.11062682474661693,0.11430787693869446,0.12046495689241098,0.11658562848991463,0.1982062234393158,,0.12337445031192602,0.0,12337890000.0,848946000.0,,,,24919000.0,214.64,214.64,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2019-09-30,3843359000.0,1471902000.0,2371457000.0,1094937000.0,5398469000.0,671868000.0,622402000.0,18809000.0,108091000.0,156.0,3974000.0,509436000.0,16740000.0,15369000.0,492696000.0,0.0,,16.0864,1.85,156.0,687237000.0,0.26245552839456926,0.16194219691681158,0.11529231713658077,0.1244552853781322,0.1748127094034151,0.28331443496550857,0.09126587556583173,0.1273022036432922,0.0,12567233000.0,906309000.0,,,,24920000.0,234.64,234.64,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2019-12-31,3809815000.0,1468571000.0,2341244000.0,1140304000.0,-3184021000.0,-143740000.0,-330884000.0,-12160000.0,-55740000.0,-82.63999999999999,-7918000.0,129244000.0,-10025000.0,-9759000.0,119219000.0,0.0,2.8794,15.7485,1.8625,-82.63999999999999,-153499000.0,-0.14132828530473543,-0.08685041137168077,0.10392016886823296,0.04514417461442623,-0.037728866099797496,-0.06139471152942624,-0.037442906312489775,0.04820916696215257,0.0,7388664000.0,878539000.0,,,,25380000.0,221.0,221.0,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2020-03-31,3357646000.0,1392811000.0,,1078598000.0,1582527000.0,,175703000.0,6486000.0,-14328000.0,44.96,3908000.0,68441000.0,3510000.0,5622000.0,64931000.0,0.0,,10.901,1.2888,44.96,,,0.05232922112694429,0.11102685767762573,,,,0.0410299476722988,,,7284180000.0,865836000.0,,,,25651000.0,218.32000000000002,218.32000000000002,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
2020-06-30,4730020000.0,2117608000.0,2612412000.0,2000876000.0,3202896000.0,360104000.0,339778000.0,16011000.0,31428000.0,87.0,3881000.0,370669000.0,8217000.0,11254000.0,362452000.0,0.0,,14.6661,1.6839,87.0,371358000.0,0.13006294566094476,0.07183436856503778,0.1060846184203296,0.11243075017109516,0.07613160198054131,0.13784349482394048,0.11316383672776138,0.1159444452770243,0.0,6999871000.0,806999000.0,,1039298000.0,,29146000.0,205.32,205.32,,,1.0690643,8618.28,6301.025,0.02677,18615.215,13.8939,5.3578,1.7825
