report_date,total_assets,total_liabilities,total_equity,long_term_debt,short_term_debt,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-12-31,298513000000.0,276066000000.0,22447000000.0,6806000000.0,320000000.0,-12161000000.0,,-567000000.0,-254000000.0,-19000000.0,-1.08,,-1907000000.0,,,7126000000.0,,0.3693,-1.08,,-0.02525950015592284,-0.0018994147658560933,0.04662445522572157,,,,,,0.31745890319419073,26412000000.0,-80000000.0,,457000000.0,-0.18000000000000016,-0.18000000000000016,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2013-06-30,294833000000.0,275820000000.0,19013000000.0,,,14508000000.0,,-441000000.0,207000000.0,-353000000.0,0.0,,408000000.0,,,0.0,,0.5608,0.0,,-0.02319465628780308,-0.0014957620076450058,-0.030397022332506202,,,,,,0.0,33259000000.0,-617000000.0,,540000000.0,-0.36000000000000015,-0.36000000000000015,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2013-09-30,283947000000.0,265019000000.0,18928000000.0,,,20149000000.0,,-148000000.0,301000000.0,-308000000.0,0.0,,903000000.0,,,0.0,,0.5934,0.0,,-0.007819103972950128,-0.0005212240312452676,-0.007345277681274505,,,,,,0.0,41173000000.0,-760000000.0,,602000000.0,-0.30000000000000016,-0.30000000000000016,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2013-12-31,277884000000.0,258979000000.0,18905000000.0,6106000000.0,438000000.0,26236000000.0,,166000000.0,397000000.0,-247000000.0,0.34,,1237000000.0,,,6544000000.0,93.3131,0.7909,0.34,,0.008780745834435335,0.0005973715651135006,0.006327184021954566,,,,,,0.34615181169002907,48732000000.0,-990000000.0,,651000000.0,-0.74,-0.74,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2014-03-31,272923000000.0,253149000000.0,19774000000.0,5818000000.0,532000000.0,4461000000.0,,495000000.0,95000000.0,160000000.0,1.0,,349000000.0,33000000.0,316000000.0,6350000000.0,17.4997,0.837,1.0,,0.025032871447355113,0.0018136983691370825,0.1109616677874916,,,,0.0708361353956512,,0.32112875493071713,65354000000.0,72000000.0,,1000000000.0,1.34,1.34,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2014-06-30,254713000000.0,235285000000.0,19428000000.0,5819000000.0,289000000.0,9228000000.0,,28000000.0,189000000.0,143000000.0,0.0,,510000000.0,14000000.0,496000000.0,6108000000.0,25.3598,0.8502,0.0,,0.001441218859378217,0.00010992764405428856,0.003034243606415258,,,,0.05374945817078457,,0.3143915997529339,60074000000.0,541000000.0,,982000000.0,1.34,1.34,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2014-09-30,247100000000.0,228265000000.0,18835000000.0,5819000000.0,289000000.0,13997000000.0,,416000000.0,282000000.0,251000000.0,0.0,,895000000.0,57000000.0,838000000.0,6108000000.0,22.8497,0.8856,0.0,,0.022086541014069552,0.0016835289356535816,0.029720654425948418,,,,0.059869972136886475,,0.32428988585080964,53922000000.0,1105000000.0,,963000000.0,1.34,1.34,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2014-12-31,245013000000.0,226293000000.0,18720000000.0,5653000000.0,456000000.0,-9072000000.0,,-141000000.0,-190000000.0,-204000000.0,0.0,,132000000.0,17000000.0,115000000.0,6109000000.0,22.1719,0.9473,0.0,,-0.007532051282051282,-0.000575479668425757,0.015542328042328041,,,,-0.012676366843033509,,0.3263354700854701,18614000000.0,798000000.0,1765000000.0,376000000.0,1.0,1.0,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2015-03-31,246960000000.0,227883000000.0,19077000000.0,5653000000.0,167000000.0,4617000000.0,,467000000.0,94000000.0,158000000.0,1.0,,447000000.0,58000000.0,389000000.0,5820000000.0,22.9106,0.9448,1.0,,0.024479740001048383,0.0018909944930353094,0.10114793155728828,,,,0.08425384448776262,,0.30507941500235886,18770000000.0,770000000.0,1838000000.0,375000000.0,1.0,1.0,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2015-06-30,241020000000.0,222793000000.0,18227000000.0,5358000000.0,167000000.0,9302000000.0,,880000000.0,183000000.0,215000000.0,2.0,,1109000000.0,102000000.0,1007000000.0,5525000000.0,10.5796,0.9312,2.0,,0.04828002414001207,0.0036511492822172433,0.09460331111588906,,,,0.10825628897011395,,0.30312174246996215,18844000000.0,1622000000.0,2349000000.0,369000000.0,3.0,3.0,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2015-09-30,231453000000.0,213249000000.0,18204000000.0,5359000000.0,167000000.0,13864000000.0,,1261000000.0,271000000.0,222000000.0,2.0,,2000000000.0,194000000.0,1806000000.0,5526000000.0,11.5591,1.0229,2.0,,0.06927049000219732,0.005448190345340091,0.09095499134448932,,,,0.13026543566070398,,0.3035596572181938,18711000000.0,2467000000.0,3317000000.0,358000000.0,5.0,5.0,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2015-12-31,228348000000.0,210706000000.0,17642000000.0,5084000000.0,275000000.0,-9406000000.0,,,-191000000.0,-290000000.0,-2.0,,-800000000.0,-47000000.0,-847000000.0,5359000000.0,10.5836,1.1095,-2.0,,,,,,,,0.0900489049542845,,0.30376374560707403,18377000000.0,,2355000000.0,357000000.0,3.0,3.0,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2016-03-31,227493000000.0,209381000000.0,18112000000.0,4633000000.0,690000000.0,4391000000.0,,323000000.0,86000000.0,58000000.0,0.0,,398000000.0,84000000.0,314000000.0,5323000000.0,11.9675,1.1611,0.0,,0.017833480565371023,0.0014198239066696558,0.07355955363242997,,,,0.07150990662719198,,0.2938935512367491,18151000000.0,,2280000000.0,349000000.0,2.0,2.0,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2016-06-30,227616000000.0,209057000000.0,18559000000.0,4634000000.0,690000000.0,9068000000.0,,539000000.0,171000000.0,12000000.0,1.0,,816000000.0,137000000.0,679000000.0,5324000000.0,13.0189,1.1009,1.0,,0.029042513066436768,0.0023680233375509632,0.059439788266431405,,,,0.07487869430966035,,0.2868689045745999,17917000000.0,,1952000000.0,337000000.0,1.0,1.0,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2016-09-30,228430000000.0,209772000000.0,18658000000.0,4635000000.0,690000000.0,13763000000.0,,977000000.0,257000000.0,102000000.0,2.0,,1405000000.0,183000000.0,1222000000.0,5325000000.0,11.822,1.034,2.0,,0.052363597384499944,0.0042770214069955785,0.07098743006611931,,,,0.08878878151565793,,0.2854003644549255,17816000000.0,,1368000000.0,323000000.0,1.0,1.0,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2016-12-31,223432000000.0,206529000000.0,16903000000.0,4636000000.0,416000000.0,-8922000000.0,,,-175000000.0,-264000000.0,-1.0,,-553000000.0,-180000000.0,-733000000.0,5052000000.0,20.1304,1.1174,-1.0,,,,,,,,0.08215646715982963,,0.29888185529196,18300000000.0,,1482000000.0,339000000.0,2.0,2.0,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2017-03-31,225388000000.0,208379000000.0,17009000000.0,4817000000.0,320000000.0,4655000000.0,,378000000.0,83000000.0,109000000.0,1.0,,225000000.0,41000000.0,184000000.0,5137000000.0,18.7149,1.121,1.0,,0.022223528720089366,0.0016771079205636502,0.081203007518797,,,,0.039527389903329754,,0.30201657945793403,18564000000.0,,1352000000.0,336000000.0,3.0,3.0,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2017-06-30,225863000000.0,208575000000.0,17288000000.0,4817000000.0,320000000.0,9424000000.0,,,164000000.0,10000000.0,0.0,,894000000.0,92000000.0,802000000.0,5137000000.0,27.7873,1.2548,0.0,,,,,,,,0.0851018675721562,,0.29714252660805185,18920000000.0,,1475000000.0,329000000.0,2.0,2.0,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2017-09-30,224211000000.0,206978000000.0,17233000000.0,4818000000.0,320000000.0,14108000000.0,,572000000.0,246000000.0,32000000.0,1.0,,1524000000.0,129000000.0,1395000000.0,5138000000.0,41.2527,1.3633,1.0,,0.033192131375848664,0.0025511683191279644,0.04054437198752481,,,,0.09888006804649845,,0.2981489003655777,19265000000.0,,1648000000.0,318000000.0,1.0,1.0,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2017-12-31,225260000000.0,211766000000.0,13494000000.0,4678000000.0,320000000.0,-11213000000.0,,-4081000000.0,-177000000.0,834000000.0,-10.0,,-457000000.0,-12000000.0,-469000000.0,4998000000.0,,1.1478,-10.0,,-0.3024307099451608,-0.018116842759477936,0.363952555070008,,,,0.04182645144029252,,0.3703868385949311,16974000000.0,,1912000000.0,316000000.0,-8.0,-8.0,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2018-03-31,216666000000.0,203523000000.0,13143000000.0,4755000000.0,413000000.0,4691000000.0,,597000000.0,80000000.0,91000000.0,1.0,,712000000.0,39000000.0,673000000.0,5168000000.0,,1.0291,1.0,,0.045423419310659664,0.002755393093517211,0.12726497548497123,,,,0.14346621189511832,,0.39321311724872554,17010000000.0,,2401000000.0,313000000.0,-8.0,-8.0,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2018-06-30,60775000000.0,48229000000.0,12546000000.0,4262000000.0,413000000.0,9480000000.0,,1179000000.0,159000000.0,194000000.0,3.0,,1270000000.0,59000000.0,1211000000.0,4675000000.0,,1.0063,3.0,,0.09397417503586801,0.01939942410530646,0.12436708860759493,,,,0.12774261603375528,,0.37262872628726285,17066000000.0,-1733000000.0,2810000000.0,308000000.0,-5.0,-5.0,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2018-09-30,61437000000.0,48708000000.0,12729000000.0,4263000000.0,413000000.0,14322000000.0,,1611000000.0,228000000.0,297000000.0,4.0,,1842000000.0,70000000.0,1772000000.0,4676000000.0,,0.9361,4.0,,0.12656139523921753,0.026221983495287857,0.11248428990364474,,,,0.12372573662896244,,0.3673501453374185,17280000000.0,-694000000.0,3187000000.0,290000000.0,-2.0,-2.0,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2018-12-31,62307000000.0,49206000000.0,13101000000.0,4265000000.0,413000000.0,-9538000000.0,,-1580000000.0,-169000000.0,-314000000.0,-3.05,,-981000000.0,-46000000.0,-1027000000.0,4678000000.0,8.8245,0.8409,-3.05,,-0.12060148080299214,-0.025358306450318585,0.16565317676661773,,,,0.10767456489830153,,0.3570719792382261,18955000000.0,1807000000.0,2629000000.0,298000000.0,4.95,4.95,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2019-03-31,63324000000.0,48984000000.0,14340000000.0,3767000000.0,499000000.0,4940000000.0,,630000000.0,64000000.0,145000000.0,1.71,,279000000.0,20000000.0,259000000.0,4266000000.0,9.7753,0.9362,1.71,,0.043933054393305436,0.009948834565093803,0.12753036437246965,,,,0.05242914979757085,,0.297489539748954,19204000000.0,1840000000.0,2215000000.0,282000000.0,5.66,5.66,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2019-06-30,69472000000.0,54180000000.0,15292000000.0,4050000000.0,500000000.0,10032000000.0,,1002000000.0,127000000.0,229000000.0,2.73,,1004000000.0,44000000.0,960000000.0,4550000000.0,12.3952,1.0353,2.73,,0.06552445723253988,0.014423076923076924,0.09988038277511961,,,,0.09569377990430622,,0.29754119801203244,19756000000.0,1663000000.0,1964000000.0,250000000.0,5.390000000000001,5.390000000000001,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2019-09-30,70256000000.0,54178000000.0,16078000000.0,4346000000.0,500000000.0,15379000000.0,,1537000000.0,194000000.0,347000000.0,4.17,,2446000000.0,75000000.0,2371000000.0,4846000000.0,12.6459,1.0948,4.17,,0.09559646722229133,0.02187713504896379,0.09994147863970348,,,,0.15417127251446777,,0.3014056474685906,20813000000.0,1589000000.0,2563000000.0,216000000.0,5.5600000000000005,5.5600000000000005,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2019-12-31,70817000000.0,54547000000.0,16270000000.0,4348000000.0,500000000.0,-9611000000.0,,-1084000000.0,-126000000.0,-246000000.0,-2.9499999999999993,,-240000000.0,-34000000.0,-274000000.0,4848000000.0,10.5049,1.0558,-2.9499999999999993,,-0.06662569145666872,-0.015307059039496166,0.11278743106856727,,,,0.028509000104047447,,0.2979717271051014,20740000000.0,2085000000.0,3316000000.0,259000000.0,5.66,5.66,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2020-03-31,68724000000.0,53458000000.0,15266000000.0,4349000000.0,,4956000000.0,,273000000.0,64000000.0,71000000.0,0.74,,298000000.0,23000000.0,275000000.0,4349000000.0,7.3003,0.6077,0.74,,0.017882876981527577,0.003972411384669111,0.05508474576271186,,,,0.055488297013720746,,0.284881435870562,20756000000.0,1728000000.0,3332000000.0,259000000.0,4.690000000000001,4.690000000000001,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2020-06-30,70990000000.0,53918000000.0,17072000000.0,4350000000.0,0.0,10024000000.0,,741000000.0,121000000.0,195000000.0,2.03,,1267000000.0,51000000.0,1216000000.0,4350000000.0,7.5679,0.6658,2.03,,0.04340440487347704,0.010438089871812932,0.07392258579409418,,,,0.12130885873902633,,0.2548031865042174,20748000000.0,1467000000.0,3588000000.0,253000000.0,3.9900000000000007,3.9900000000000007,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2020-09-30,72319000000.0,54517000000.0,17802000000.0,4351000000.0,0.0,15195000000.0,,1200000000.0,179000000.0,268000000.0,3.29,,2655000000.0,78000000.0,2577000000.0,4351000000.0,7.5533,0.6423,3.29,,0.06740815638692282,0.01659314979465977,0.07897334649555775,,,,0.16959526159921026,,0.244410740366251,20564000000.0,1130000000.0,3794000000.0,238000000.0,3.1100000000000008,3.1100000000000008,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2020-12-31,74111000000.0,55555000000.0,18556000000.0,4352000000.0,0.0,-9652000000.0,,-477000000.0,-128000000.0,-151000000.0,-1.2999999999999998,,-349000000.0,-38000000.0,-387000000.0,4352000000.0,10.1042,0.8552,-1.2999999999999998,,-0.025705971114464325,-0.0064362915086829215,0.04941980936593452,,,,0.04009531703273933,,0.23453330459150679,20523000000.0,1737000000.0,3681000000.0,236000000.0,4.760000000000001,4.760000000000001,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2021-03-31,74201000000.0,56499000000.0,17702000000.0,4353000000.0,,5299000000.0,,249000000.0,57000000.0,54000000.0,0.67,,759000000.0,23000000.0,736000000.0,4353000000.0,13.9307,1.1436,0.67,,0.01406620720822506,0.0033557499225077827,0.04698999811285148,,,,0.13889413096810718,,0.24590441757993448,20866000000.0,1713000000.0,4142000000.0,229000000.0,4.69,4.69,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2021-06-30,74732000000.0,56488000000.0,18244000000.0,4354000000.0,,10888000000.0,,1154000000.0,114000000.0,259000000.0,3.17,,1597000000.0,47000000.0,1550000000.0,4354000000.0,10.2954,1.035,3.17,,0.06325367244025433,0.015441845528020125,0.10598824393828067,,,,0.1423585598824394,,0.238653803990353,21730000000.0,2126000000.0,4476000000.0,222000000.0,5.83,5.83,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2021-09-30,76290000000.0,58428000000.0,17862000000.0,4943000000.0,,16574000000.0,,1636000000.0,172000000.0,360000000.0,4.54,,2889000000.0,92000000.0,2797000000.0,4943000000.0,11.224,1.1136,4.54,,0.091591087224275,0.02144448813737056,0.09870882104501026,,,,0.16875829612646315,,0.2767327286977942,23109000000.0,2562000000.0,4696000000.0,215000000.0,7.08,7.08,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2021-12-31,76578000000.0,58735000000.0,17843000000.0,4944000000.0,,-10371000000.0,,-674000000.0,-109000000.0,-142000000.0,-1.759999999999999,,-1152000000.0,-29000000.0,-1181000000.0,4944000000.0,9.9357,1.0495,-1.759999999999999,,-0.03777391694221824,-0.008801483454778134,0.0649889113875229,,,,0.11387522900395333,,0.27708345009247326,22390000000.0,2365000000.0,3902000000.0,234000000.0,6.62,6.62,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2022-03-31,75252000000.0,59355000000.0,15897000000.0,4354000000.0,591000000.0,5393000000.0,,445000000.0,62000000.0,98000000.0,1.3,,429000000.0,31000000.0,398000000.0,4945000000.0,9.273,1.0562,1.3,,0.027992703025728125,0.005913464093977569,0.08251437048025217,,,,0.07379936955312442,,0.3110649808139901,22484000000.0,2561000000.0,3564000000.0,239000000.0,7.250000000000001,7.250000000000001,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2022-06-30,72402000000.0,58176000000.0,14226000000.0,4355000000.0,,10766000000.0,,887000000.0,113000000.0,208000000.0,2.62,,1403000000.0,77000000.0,1326000000.0,4355000000.0,10.1264,0.9541,2.62,,0.062350625615070994,0.012251042788873236,0.08238900241501022,,,,0.1231655210848969,,0.3061296218192043,22362000000.0,2294000000.0,3340000000.0,238000000.0,6.700000000000001,6.700000000000001,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2022-09-30,71801000000.0,58846000000.0,12955000000.0,4356000000.0,,16346000000.0,,1226000000.0,163000000.0,300000000.0,3.65,,2924000000.0,122000000.0,2802000000.0,4356000000.0,10.1227,0.893,3.65,,0.09463527595522964,0.017074971100681048,0.07500305885231862,,,,0.17141808393490762,,0.3362408336549595,22134000000.0,1884000000.0,3345000000.0,229000000.0,5.8100000000000005,5.8100000000000005,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2022-12-31,73022000000.0,59391000000.0,13631000000.0,4357000000.0,,-10143000000.0,,-743000000.0,-125000000.0,-163000000.0,-2.13,,-748000000.0,-55000000.0,-803000000.0,4357000000.0,13.29,1.0787,-2.13,,-0.054508106521898615,-0.010175015748678481,0.07325248940155772,,,,0.07916789904367544,,0.3196390580294916,22362000000.0,1815000000.0,3723000000.0,213000000.0,5.4399999999999995,5.4399999999999995,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2023-03-31,74249000000.0,59909000000.0,14340000000.0,4358000000.0,,5910000000.0,,535000000.0,50000000.0,118000000.0,1.66,,871000000.0,49000000.0,822000000.0,4358000000.0,11.4065,0.9498,1.66,,0.03730822873082287,0.007205484248946114,0.09052453468697123,,,,0.13908629441624365,,0.303905160390516,22879000000.0,1905000000.0,4147000000.0,201000000.0,5.8,5.8,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2023-06-30,73895000000.0,59743000000.0,14152000000.0,4360000000.0,,11959000000.0,,1082000000.0,100000000.0,243000000.0,3.39,,822000000.0,99000000.0,723000000.0,4360000000.0,11.0037,0.939,3.39,,0.07645562464669305,0.01464239799715813,0.09047579229032528,,,,0.06045655991303621,,0.30808366308648955,24072000000.0,2100000000.0,3544000000.0,188000000.0,6.57,6.57,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2023-09-30,74516000000.0,60837000000.0,13679000000.0,4361000000.0,,18127000000.0,,1733000000.0,150000000.0,405000000.0,5.48,,2593000000.0,151000000.0,2442000000.0,4361000000.0,9.2244,0.8872,5.48,,0.12669054755464582,0.023256750228138924,0.0956032437799967,,,,0.13471616925028962,,0.3188098545215294,25853000000.0,2607000000.0,3184000000.0,175000000.0,8.4,8.4,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2023-12-31,76780000000.0,61453000000.0,15327000000.0,4362000000.0,,-11469000000.0,,-846000000.0,-101000000.0,-182000000.0,-2.5600000000000014,,-66000000.0,-84000000.0,-150000000.0,4362000000.0,9.6549,0.9857,-2.5600000000000014,,-0.0551967116852613,-0.011018494399583224,0.07376405963902694,,,,0.013078733978550876,,0.2845958113133686,24527000000.0,2504000000.0,3837000000.0,199000000.0,7.97,7.97,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2024-03-31,77710000000.0,62242000000.0,15468000000.0,4363000000.0,,6419000000.0,,753000000.0,50000000.0,158000000.0,2.47,,1097000000.0,50000000.0,1047000000.0,4363000000.0,11.1753,1.215,2.47,,0.0486811481768813,0.009689872603268562,0.1173079918990497,,,,0.16310951861660694,,0.2820662011895526,25036000000.0,2722000000.0,4062000000.0,199000000.0,8.78,8.78,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2024-06-30,79046000000.0,63366000000.0,15680000000.0,4364000000.0,,12905000000.0,,1491000000.0,100000000.0,332000000.0,4.92,,2357000000.0,111000000.0,2246000000.0,4364000000.0,10.0816,1.1537,4.92,,0.09508928571428571,0.018862434531791615,0.1155366137156141,,,,0.17404106935296396,,0.2783163265306122,25982000000.0,3131000000.0,5585000000.0,199000000.0,10.309999999999999,10.309999999999999,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2024-09-30,81219000000.0,64211000000.0,17008000000.0,4365000000.0,,19656000000.0,,2258000000.0,149000000.0,517000000.0,7.47,,4035000000.0,171000000.0,3864000000.0,4365000000.0,11.2912,1.3148,7.47,,0.13276105362182503,0.027801376525197305,0.11487586487586487,,,,0.19658119658119658,,0.2566439322671684,27511000000.0,3656000000.0,7007000000.0,198000000.0,12.299999999999999,12.299999999999999,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
2024-12-31,80917000000.0,64470000000.0,16447000000.0,4366000000.0,,-12445000000.0,,-1391000000.0,-100000000.0,-269000000.0,-4.51,,-1580000000.0,-187000000.0,-1767000000.0,4366000000.0,10.1942,1.1971,-4.51,,-0.0845746944731562,-0.017190454416253692,0.11177179590196866,,,,0.14198473282442747,,0.2654587462759166,26535000000.0,3111000000.0,5390000000.0,199000000.0,10.35,10.35,0.5682333,144.5,107.485,1.65278,36695.324,9.566,2.0232,1.2954
