report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2019-12-31,3503800000.0,897900000.0,409400000.0,3145900000.0,357900000.0,2113800000.0,352600000.0,-523100000.0,-197900000.0,-143500000.0,-53400000.0,,-20100000.0,-0.15999999999999992,-586425000.0,134500000.0,-104700000.0,-38800000.0,29800000.0,2113800000.0,2.1956,1.1401,7.7483,-0.15999999999999992,-182300000.0,-0.14920368818105617,-0.01524059592442491,0.10208373160007647,0.3783215446377366,0.27432613267061745,-0.04095553399166619,-0.05805720758991787,-0.056968074937870386,0.3484993309118715,5.906119027661358,2.193209574987787,1989900000.0,292800000.0,429300000.0,575700000.0,-285900000.0,514400000.0,,1.03,1.03,4.109253499222395,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2020-03-31,8912300000.0,3065600000.0,1370800000.0,7681300000.0,903200000.0,4357100000.0,186900000.0,,,-78800000.0,-52100000.0,,-51400000.0,-0.18,297500000.0,-160500000.0,138100000.0,34400000.0,-298600000.0,4357100000.0,,0.7183,5.9913,-0.18,-44400000.0,-0.05768379096545616,-0.005845853483388126,,,,-0.008841713138022733,-0.014980134212877593,,,4.824069973427812,2.2363583309016635,,262800000.0,351300000.0,,-471900000.0,450900000.0,,0.9300000000000002,0.9300000000000002,9.663118208028388,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2020-06-30,8490700000.0,2642300000.0,1038000000.0,7372500000.0,792900000.0,4451600000.0,73700000.0,,,-287200000.0,-176000000.0,,-76100000.0,-0.51,348300000.0,-299200000.0,282900000.0,111500000.0,-582100000.0,4451600000.0,,0.8658,,-0.51,-175700000.0,-0.22196998360448986,-0.02072856183824655,,,,-0.03382524409059324,-0.05476213175707884,,,5.614327153487199,2.545568400770713,,-51900000.0,-161900000.0,,-910700000.0,8300000.0,,-0.04999999999999988,-0.04999999999999988,536.3373493975904,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2020-09-30,8480900000.0,2628800000.0,1214100000.0,7357200000.0,810600000.0,4309800000.0,56000000.0,,,-249200000.0,-186000000.0,,-98500000.0,-0.51,365200000.0,-53200000.0,378900000.0,183900000.0,-432100000.0,4309800000.0,,0.7056,,-0.51,-65300000.0,-0.22945965951147299,-0.021931634614250847,,,,-0.02938367390253393,-0.04866807280681197,,,5.31680236861584,2.165225269747138,,-467500000.0,-758700000.0,,-1283000000.0,-467700000.0,,-1.3599999999999999,-1.3599999999999999,-9.214881334188583,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2020-12-31,16771000000.0,5298000000.0,2929000000.0,13692000000.0,2018000000.0,5390000000.0,112000000.0,,,473200000.0,292100000.0,,115000000.0,0.8799999999999999,,251900000.0,-274900000.0,-21800000.0,-23000000.0,5390000000.0,1.8088,1.0857,,0.8799999999999999,451400000.0,0.14474727452923686,0.01741696976924453,,,,0.02821537177270288,0.0638768898488121,,,2.6709613478691776,1.808808467053602,,-122000000.0,-142000000.0,,-1335800000.0,166000000.0,,-0.32000000000000006,-0.32000000000000006,32.46987951807229,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2021-03-31,17215000000.0,5861000000.0,2933000000.0,13758000000.0,2389000000.0,5734000000.0,110000000.0,4049000000.0,,177000000.0,41000000.0,,9000000.0,0.07,,-379000000.0,136000000.0,217000000.0,-515000000.0,5734000000.0,,1.1094,,0.07,394000000.0,0.01716199246546672,0.002381643915190241,0.010125957026426277,,0.043714497406767104,0.010281731048504212,0.021789979071771513,-0.12719189923437885,0.09730797727834033,2.400167434072834,1.9982952608250937,,-28900000.0,113800000.0,,-1552200000.0,604400000.0,,-0.07000000000000006,-0.07000000000000006,9.487094639311714,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2021-06-30,17746000000.0,6574000000.0,2986000000.0,13467000000.0,3233000000.0,5368000000.0,73000000.0,9094000000.0,,1244000000.0,821000000.0,,225000000.0,1.42,,132000000.0,298000000.0,425000000.0,-166000000.0,5368000000.0,,0.8285,12.3053,1.42,1669000000.0,0.25394370553665324,0.04626394680491378,0.09027930503628766,,0.13679349021332746,0.07010030429392539,0.14463434484362284,-0.018253793710138553,0.18352760061579063,1.6603773584905661,2.2016075016744807,,968100000.0,1645000000.0,,-1136100000.0,2449100000.0,,1.8599999999999999,1.8599999999999999,2.1918255685762116,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2021-09-30,18066000000.0,7146000000.0,3279000000.0,13776000000.0,3996000000.0,5350000000.0,42000000.0,15098000000.0,,2893000000.0,2095000000.0,,559000000.0,3.69,,1648000000.0,473000000.0,664000000.0,1175000000.0,5350000000.0,,0.5705,4.5853,3.69,3557000000.0,0.5242742742742743,0.11596368869699988,0.13876010067558617,,0.19161478341502186,0.16013506033432967,0.3095441900278194,0.0778248774672142,0.23559411842628164,1.3388388388388388,2.1793229643183896,,3249100000.0,4787200000.0,,471000000.0,6071400000.0,,6.0600000000000005,6.0600000000000005,0.8811806173205521,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2021-12-31,18975000000.0,7653000000.0,3561000000.0,13201000000.0,5490000000.0,5238000000.0,48000000.0,-7797000000.0,,-302000000.0,31000000.0,,-20000000.0,0.1800000000000006,,1384000000.0,-202000000.0,-409000000.0,1182000000.0,5238000000.0,2.1491,0.5325,3.6436,0.1800000000000006,-711000000.0,0.005646630236794172,0.0016337285902503294,-0.003975888162113634,,0.03873284596639733,-0.015915678524374175,-0.02815063385533184,-0.15159676798768756,0.09118891881492881,0.9540983606557377,2.1491154170176916,20444000000.0,2988000000.0,4012000000.0,,1676000000.0,4909000000.0,,5.360000000000001,5.360000000000001,1.0670197596251783,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2022-03-31,19768000000.0,8559000000.0,3751000000.0,13160000000.0,6339000000.0,5028000000.0,35000000.0,5955000000.0,,1094000000.0,801000000.0,,237000000.0,1.5,,533000000.0,236000000.0,301000000.0,297000000.0,5028000000.0,,0.7558,4.5067,1.5,1395000000.0,0.12636062470421203,0.04052003237555645,0.1345088161209068,,0.18371116708648194,0.055341966815054634,0.09624351192047154,0.04987405541561713,0.23425692695214106,0.7931850449597728,2.2817915222607303,22350000000.0,3748000000.0,4929000000.0,,2488000000.0,5910000000.0,,6.790000000000001,6.790000000000001,0.8507614213197969,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2022-06-30,20039000000.0,8768000000.0,3987000000.0,13045000000.0,6729000000.0,4668000000.0,47000000.0,12292000000.0,,1934000000.0,1397000000.0,,394000000.0,2.64,,1398000000.0,468000000.0,551000000.0,930000000.0,4668000000.0,,0.3411,2.263,2.64,2485000000.0,0.2076088571853173,0.06971405758770398,0.11365115522290921,,0.1573381060852587,0.09651180198612705,0.16969377906466615,0.07565896518060528,0.2021640091116173,0.6937137761925992,2.199147228492601,25548000000.0,4324000000.0,5619000000.0,,3584000000.0,6726000000.0,,8.010000000000002,8.010000000000002,0.6940231935771632,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2022-09-30,19688000000.0,8325000000.0,3580000000.0,12420000000.0,7008000000.0,4475000000.0,56000000.0,17945000000.0,,2121000000.0,1549000000.0,,404000000.0,2.95,,1934000000.0,716000000.0,788000000.0,1218000000.0,4475000000.0,,0.2992,2.8534,2.95,2909000000.0,0.22103310502283105,0.07867736692401463,0.08631930899972137,,0.11819448314293675,0.10773059731816335,0.18470782896455631,0.06787405962663695,0.16210643633324046,0.6385559360730594,2.3254189944134076,28395000000.0,3778000000.0,4847000000.0,,3627000000.0,6078000000.0,,7.270000000000001,7.270000000000001,0.7362619282658769,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2022-12-31,18755000000.0,7422000000.0,3549000000.0,10713000000.0,7791000000.0,4249000000.0,26000000.0,-13203000000.0,,-3210000000.0,-2412000000.0,,-612000000.0,-4.540000000000001,,-1442000000.0,-477000000.0,-606000000.0,-1919000000.0,4249000000.0,2.0913,0.3611,6.2184,-4.540000000000001,-3816000000.0,-0.3095879861378514,-0.1286057051452946,0.18268575323790048,,0.24312656214496706,-0.1711543588376433,-0.2666112956810631,0.14534575475270772,0.289025221540559,0.5453728661275831,2.091293322062553,22989000000.0,1335000000.0,1939000000.0,,526000000.0,2973000000.0,,2.549999999999999,2.549999999999999,1.4291960982172889,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2023-03-31,18652000000.0,7444000000.0,3460000000.0,10859000000.0,7546000000.0,4559000000.0,59000000.0,5295000000.0,,-31000000.0,-57000000.0,,-13000000.0,-0.11,,-39000000.0,188000000.0,242000000.0,-227000000.0,4559000000.0,,0.4228,19.7922,-0.11,211000000.0,-0.007553670818976941,-0.0030559725498606046,-0.01076487252124646,,-0.0058545797922568464,-0.0016620201586961185,-0.002560925237505163,-0.04287063267233239,0.03984891406987724,0.6041611449774715,2.1514450867052024,22329000000.0,477000000.0,814000000.0,,2000000.0,1789000000.0,,0.9399999999999994,0.9399999999999994,2.548351034097261,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2023-06-30,18303000000.0,7165000000.0,3408000000.0,10259000000.0,7802000000.0,3963000000.0,34000000.0,11279000000.0,,452000000.0,290000000.0,,89000000.0,0.56,,848000000.0,319000000.0,489000000.0,529000000.0,3963000000.0,,0.3928,37.8628,0.56,941000000.0,0.0371699564214304,0.01584439709337267,0.02571149924638709,,0.04007447468747229,0.02469540512484292,0.0384190395240119,0.04690132103909921,0.08342938203741466,0.5079466803383748,2.102406103286385,21316000000.0,-630000000.0,-668000000.0,,-399000000.0,245000000.0,,-1.1400000000000006,-1.1400000000000006,16.175510204081633,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2023-09-30,18059000000.0,6941000000.0,3294000000.0,9795000000.0,8020000000.0,3458000000.0,31000000.0,16884000000.0,,777000000.0,554000000.0,,118000000.0,1.08,,1615000000.0,481000000.0,738000000.0,1134000000.0,3458000000.0,,0.3644,23.5041,1.08,1515000000.0,0.06907730673316709,0.030677224652527826,0.0328121298270552,,0.046019900497512436,0.04302563818594607,0.06769472033455305,0.06716417910447761,0.08972992181947406,0.43117206982543643,2.107164541590771,20255000000.0,-1625000000.0,-2012000000.0,,-483000000.0,-1149000000.0,,-3.0100000000000007,-3.0100000000000007,-3.009573542210618,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2023-12-31,17537000000.0,6636000000.0,3508000000.0,9415000000.0,7887000000.0,3137000000.0,198000000.0,-11462000000.0,,-521000000.0,-388000000.0,,-46000000.0,-0.7500000000000002,,-157000000.0,-342000000.0,-496000000.0,-499000000.0,3137000000.0,1.8917,0.4687,25.8378,-0.7500000000000002,-1017000000.0,-0.04919487764676049,-0.02212465073843873,0.03385098586634095,,0.045454545454545456,-0.029708616068882934,-0.047260522496371554,0.043535159658000346,0.0887279706857442,0.397743121592494,1.8916761687571266,21996000000.0,399000000.0,677000000.0,,937000000.0,1650000000.0,,0.78,0.78,1.9012121212121211,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2024-03-31,17236000000.0,6469000000.0,3396000000.0,9794000000.0,7201000000.0,3664000000.0,30000000.0,5199000000.0,,-38000000.0,-67000000.0,,-8000000.0,-0.14,,142000000.0,182000000.0,230000000.0,-40000000.0,3664000000.0,,0.4926,27.733,-0.14,192000000.0,-0.009304263296764339,-0.003887212810396844,-0.012887093671859973,,-0.007309097903442969,-0.0022046878626131353,-0.0034974689369535205,-0.0076937872667820735,0.03693017888055395,0.5088182196917095,1.9048881036513545,21900000000.0,389000000.0,670000000.0,,1124000000.0,1631000000.0,,0.75,0.75,2.246474555487431,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2024-06-30,16928000000.0,6192000000.0,3318000000.0,9556000000.0,7110000000.0,3507000000.0,110000000.0,10291000000.0,,-32000000.0,-65000000.0,,-23000000.0,-0.13,,661000000.0,339000000.0,458000000.0,322000000.0,3507000000.0,,0.3483,166.3086,-0.13,426000000.0,-0.009142053445850914,-0.003839792060491493,-0.006316198620153532,,-0.0031095131668448157,-0.001890359168241966,-0.003014034096260714,0.03128947624137596,0.041395394033621614,0.4932489451476793,1.8661844484629295,20912000000.0,34000000.0,186000000.0,,917000000.0,1116000000.0,,0.05999999999999994,0.05999999999999994,3.14247311827957,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2024-09-30,16796000000.0,6027000000.0,3255000000.0,9701000000.0,6854000000.0,3774000000.0,39000000.0,14860000000.0,,-291000000.0,-307000000.0,,-99000000.0,-0.64,,577000000.0,490000000.0,693000000.0,87000000.0,3774000000.0,,0.2993,,-0.64,402000000.0,-0.04479136270790779,-0.018278161467015955,-0.020659488559892327,,-0.019582772543741588,-0.01732555370326268,-0.027380504328189687,0.00585464333781965,0.027052489905787347,0.5506273708783193,1.8516129032258064,18888000000.0,-827000000.0,-882000000.0,,-130000000.0,3000000.0,,-1.6600000000000001,-1.6600000000000001,1258.0,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2024-12-31,20947000000.0,6907000000.0,3322000000.0,14050000000.0,6664000000.0,7065000000.0,54000000.0,-11165000000.0,,-395000000.0,-315000000.0,,-105000000.0,-0.66,,-1275000000.0,-316000000.0,-430000000.0,-1591000000.0,7065000000.0,2.055,0.242,,-0.66,-825000000.0,-0.04726890756302521,-0.015037952928820356,0.02821316614420063,,0.03537841468875952,-0.018857115577409652,-0.02877121421807852,0.1424988804299149,0.07389162561576355,1.0601740696278512,2.0791691751956654,19185000000.0,-754000000.0,-756000000.0,,-1222000000.0,195000000.0,,-1.5699999999999998,-1.5699999999999998,36.23076923076923,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2025-03-31,20836000000.0,6964000000.0,3266000000.0,14352000000.0,6254000000.0,7601000000.0,57000000.0,4629000000.0,,-538000000.0,-495000000.0,,-147000000.0,,,-351000000.0,152000000.0,282000000.0,-503000000.0,7601000000.0,,0.2184,,,-256000000.0,-0.07914934441957147,-0.02375695910923402,-0.10693454309786131,,-0.11622380643767552,-0.025820694951046268,-0.03883074702273547,-0.10866277813782674,-0.05530352127889393,1.2153821554205309,2.1322718922229025,18615000000.0,-1182000000.0,-1256000000.0,,-1685000000.0,-253000000.0,,,,-30.043478260869566,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2025-06-30,20471000000.0,6687000000.0,3277000000.0,14429000000.0,5819000000.0,7727000000.0,61000000.0,9563000000.0,,-1036000000.0,-978000000.0,,-295000000.0,,,-306000000.0,264000000.0,675000000.0,-570000000.0,7727000000.0,,0.2037,,,-361000000.0,-0.16807011514005843,-0.047774901079575986,-0.10226916239673743,,-0.10833420474746419,-0.050608177421718525,-0.07648014173925882,-0.05960472655024574,-0.03774966014848897,1.3278913902732428,2.0405859017393957,17887000000.0,-2095000000.0,-2260000000.0,,-2577000000.0,-1040000000.0,,,,-7.429807692307692,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2025-09-30,20290000000.0,6689000000.0,3280000000.0,14583000000.0,5466000000.0,8039000000.0,66000000.0,14297000000.0,,-1248000000.0,-1235000000.0,,-375000000.0,-2.49,,-449000000.0,421000000.0,963000000.0,-870000000.0,8039000000.0,,0.3241,,-2.49,-285000000.0,-0.22594218807171607,-0.06086742237555446,-0.08638175841085542,,-0.08729104007833811,-0.06150813208477082,-0.0924102184376157,-0.060851926977687626,-0.019934251940966638,1.4707281375777534,2.039329268292683,17324000000.0,-3023000000.0,-3217000000.0,,-3534000000.0,-1727000000.0,,,,-4.654892877822814,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
2025-12-31,20012000000.0,6435000000.0,3302000000.0,13689000000.0,6116000000.0,7253000000.0,57000000.0,-9879000000.0,,1243000000.0,1230000000.0,,236000000.0,-0.41999999999999993,,644000000.0,-276000000.0,-685000000.0,368000000.0,7253000000.0,1.9488,0.4065,,-0.41999999999999993,558000000.0,0.2011118378024853,0.06146312212672397,-0.12450652900091103,,-0.1258224516651483,0.06211273236058365,0.09297628842845389,-0.037250733879947366,-0.05648344974187671,1.1859058207979072,1.9488188976377954,18610000000.0,-1478000000.0,-1579000000.0,,-1575000000.0,-344000000.0,,,,-21.084302325581394,,2.0089042,16.7,5.63,24.03462,5995.058,1.237,0.3171
